02_timing/opt_step_time_s,01_general/locally_processed_samples,01_general/step,disk/counter/disk_write_sys_count,process/memory/data_resident_set_proc_MB,memory/used_memory_sys_MB,01_general/dataset_iteration_count,02_timing/step_time_s,disk/time/disk_busy_time_sys_s,process/involuntary_proc_ctx_switches,memory/used_memory_sys_percent,process/memory/resident_set_size_proc_MB,process/memory/virtual_memory_size_proc_MB,disk/time/disk_write_time_sys_s,disk/counter/disk_read_sys_count,cpu/load/avg_sys_load_one_min_percent,_timestamp,memory/available_memory_sys_MB,03_hivemind/num_peers,bandwidth/net_recv_sys_bandwidth_Mbits,bandwidth/net_sent_sys_bandwidth_Mbits,_runtime,cpu/logical_core_count,process/memory/text_resident_set_proc_MB,cpu/load/avg_sys_load_fifteen_min_percent,02_timing/dataload_cuda_move_time_s,_step,02_timing/backward_time_s,cpu/interrupts/interrupts_count,memory/total_memory_sys_MB,process/memory/dirty_pages_proc_count,03_hivemind/global_epoch,02_timing/dataload_time_s,process/voluntary_proc_ctx_switches,cpu/interrupts/soft_interrupts_count,process/memory/lib_memory_proc_MB,process/memory/shared_memory_proc_MB,cpu/interrupts/ctx_switches_count,cpu/load/avg_sys_load_five_min_percent,disk/time/disk_read_time_sys_s,02_timing/forward_time_s,01_general/minibatch_loss,01_general/lr,02_timing/loss_calc_time_s,bandwidth/disk_write_sys_bandwidth_MBs,bandwidth/disk_read_sys_bandwidth_MBs
,,,1002.0,0.0,3064.434688,,,1.2199999999999989,45.0,12.2,2610.864128,13869.395968,37.76899999999978,5.0,2.625,1696169543.0,27715.694592,,0.08747017916626444,0.10752058145415821,54,,2.654208,4.5,,54,,85933.0,,0.0,,,4157.0,22556.0,2695.122944,833.51552,41438.0,4.75,0.0019999999999988916,,,,,0.008170159943553499,0.0
,,,1003.0,0.0,3064.152064,,,1.2240000000000038,45.0,12.2,2610.864128,13869.395968,37.76999999999998,5.0,2.625,1696169544.0,27715.977216,,0.005082179510060337,0.006199142038567781,55,,2.654208,4.5,,55,,86225.0,,0.0,,,4157.0,22698.0,2695.12704,833.51552,41915.0,4.75,0.0019999999999988916,,,,,0.004084891537077299,0.0
,,,1005.0,0.0,3064.152064,,,1.2319999999999993,45.0,12.2,2610.864128,13869.395968,37.77099999999973,5.0,2.625,1696169545.0,27715.977216,,0.014990940523264043,0.04897785198286611,56,,2.654208,4.5,,56,,86564.0,,0.0,,,4157.0,22884.0,2695.12704,833.51552,42439.0,4.75,0.0019999999999988916,,,,,0.00816962378852847,0.0
,,,1006.0,0.0,3064.082432,,,1.2360000000000042,45.0,12.2,2610.864128,13869.395968,37.771999999999935,5.0,2.625,1696169546.0,27716.046848,,0.0018189723837610287,0.0005265446381682875,57,,2.654208,4.5,,57,,86840.0,,0.0,,,4157.0,23010.0,2695.12704,833.51552,42892.0,4.75,0.0019999999999988916,,,,,0.004084709915333631,0.0
,,,1009.0,0.0,3064.03328,,,1.2439999999999998,45.0,12.2,2610.864128,13869.395968,37.77399999999989,5.0,2.625,1696169547.0,27716.079616,,0.013844114854983226,0.04947974420792011,58,,2.654208,4.5,,58,,87202.0,,0.0,,,4157.0,23216.0,2695.12704,833.51552,43444.0,4.75,0.0019999999999988916,,,,,0.04493951288305813,0.0
,,,1010.0,0.0,3064.03328,,,1.2480000000000047,45.0,12.2,2610.864128,13869.395968,37.77399999999989,5.0,2.375,1696169548.0,27716.083712,,0.005608808902954482,0.005608808905675596,59,,2.654208,4.375,,59,,87461.0,,0.0,,,4157.0,23333.0,2695.12704,833.51552,43870.0,4.625,0.0019999999999988916,,,,,0.004084936214298615,0.0
,,,1011.0,0.0,3063.996416,,,1.2519999999999953,45.0,12.2,2610.864128,13869.395968,37.774999999999636,5.0,2.375,1696169549.0,27716.11648,,0.012831007062419962,0.04781305616688058,60,,2.654208,4.375,,60,,87789.0,,0.0,,,4157.0,23489.0,2695.12704,833.51552,44392.0,4.625,0.0019999999999988916,,,,,0.004085494786531597,0.0
,,,1012.0,0.0,3063.97184,,,1.2560000000000002,45.0,12.2,2610.864128,13869.395968,37.774999999999636,5.0,2.375,1696169550.0,27716.141056,,0.004555772861983876,0.006725948375748916,61,,2.654208,4.375,,61,,88086.0,,0.0,,,4157.0,23640.0,2695.131136,833.51552,44862.0,4.625,0.0019999999999988916,,,,,0.004085036261845059,0.0
,,,1013.0,0.0,3063.97184,,,1.2600000000000051,45.0,12.2,2610.864128,13869.395968,37.77599999999984,5.0,2.375,1696169551.0,27716.141056,,0.05688233192336192,0.021950244791536625,62,,2.654208,4.375,,62,,88465.0,,0.0,,,4157.0,23839.0,2695.131136,833.51552,45420.0,4.625,0.0019999999999988916,,,,,0.00408525093780098,0.0
,,,1019.0,0.0,3063.926784,,,1.2720000000000056,45.0,12.2,2610.864128,13869.395968,37.779999999999745,5.0,2.375,1696169552.0,27716.182016,,0.004555664537207771,0.00613538709080514,63,,2.654208,4.375,,63,,88769.0,,0.0,,,4157.0,23967.0,2695.131136,833.51552,45921.0,4.625,0.0019999999999988916,,,,,0.044934330424522294,0.0
,,,1023.0,0.0,3063.9104,,,1.2800000000000011,45.0,12.2,2610.864128,13869.395968,37.7829999999999,5.0,3.125,1696169553.0,27716.190208,,0.006662211562828829,0.0072526351038832634,64,,2.654208,4.5,,64,,89134.0,,0.0,,,4157.0,24177.0,2695.131136,833.51552,46468.0,4.75,0.0019999999999988916,,,,,0.07353166679692019,0.0
,,,1026.0,0.0,3063.943168,,,1.2879999999999967,45.0,12.2,2610.864128,13869.395968,37.784999999999854,5.0,3.125,1696169554.0,27716.15744,,0.0027370599624095414,0.0061364405542393445,65,,2.654208,4.5,,65,,89422.0,,0.0,,,4157.0,24305.0,2695.131136,833.51552,46932.0,4.75,0.0019999999999988916,,,,,0.03268512420179036,0.0
,,,1079.0,0.0,3063.975936,,,1.2999999999999972,45.0,12.2,2610.864128,13869.395968,37.846000000000004,5.0,3.125,1696169555.0,27716.124672,,0.00339890530581723,0.000877651605167496,66,,2.654208,4.5,,66,,89717.0,,0.0,,,4157.0,24481.0,2695.131136,833.51552,47348.0,4.75,0.0019999999999988916,,,,,0.2777847115254393,0.0
,,,1080.0,0.0,3062.14912,,,1.304000000000002,45.0,12.2,2610.896896,13869.395968,37.846000000000004,5.0,3.125,1696169556.0,27717.951488,,0.008720588765535985,0.009358875227153677,67,,2.654208,4.5,,67,,90186.0,,0.0,,,4157.0,24767.0,2695.135232,833.519616,48017.0,4.75,0.0019999999999988916,,,,,0.004085033347822401,0.0
,,,1081.0,0.0,3179.483136,,,1.308000000000007,45.0,12.5,2611.13856,14020.718592,37.84699999999975,5.0,3.125,1696169557.0,27600.646144,,0.006125075862800973,0.006125075860989944,68,,2.654208,4.5,,68,,91193.0,,0.0,,,4165.0,25250.0,2712.444928,833.59744,48666.0,4.75,0.0019999999999988916,,,,,0.004078073915866503,0.0
,,,1089.0,0.0,3368.562688,,,1.328000000000003,45.0,13.1,2611.163136,14020.718592,37.85199999999986,5.0,4.875,1696169558.0,27411.49696,,0.005074346668857728,0.005074346667952098,69,,2.654208,4.625,,69,,92249.0,,0.0,,,4165.0,25687.0,2712.444928,833.59744,49162.0,5.125,0.0019999999999988916,,,,,0.08565051079246032,0.0
,,,1092.0,0.0,3367.919616,,,1.3359999999999985,45.0,13.3,2611.265536,14020.718592,37.853999999999814,5.0,4.875,1696169559.0,27373.805568,,0.01877059051424861,0.15384069788880803,70,,2.654208,4.625,,70,,93483.0,,0.0,,,4165.0,26292.0,2712.444928,833.59744,49772.0,5.125,0.0019999999999988916,,,,,0.016330573227916385,0.0
,,,1093.0,0.0,3520.823296,,,1.3400000000000034,45.0,13.7,2611.265536,14020.718592,37.853999999999814,5.0,4.875,1696169560.0,27220.840448,,0.004026840271848075,0.0050794005023408586,71,,2.654208,4.625,,71,,95033.0,,0.0,,,4165.0,26839.0,2712.444928,833.59744,51006.0,5.125,0.0019999999999988916,,,,,0.00408265786054299,0.0
,,,1094.0,0.0,3673.522176,,,1.3440000000000083,45.0,14.2,2611.277824,14020.718592,37.85500000000002,5.0,4.875,1696169561.0,27068.145664,,0.0045527287322720145,0.006131433265944496,72,,2.654208,4.625,,72,,96590.0,,0.0,,,4165.0,27424.0,2712.444928,833.59744,52333.0,5.125,0.0019999999999988916,,,,,0.004082306672619555,0.0
,,,1095.0,0.0,3642.793984,,,2.067999999999998,46.0,14.3,2717.26592,14277.459968,37.85500000000002,513.0,4.875,1696169562.0,27058.2784,,0.02301037168501244,0.01097098802312455,73,,2.654208,4.625,0.006592105999970954,73,,98679.0,,0.0,,,4598.0,28579.0,2756.44416,895.721472,54265.0,5.125,0.588000000000001,,,,,0.004082228102386617,59.67401039234631
,,,1101.0,0.0,3976.900608,,,2.9879999999999995,47.0,15.3,3014.873088,14620.196864,37.858999999999924,1256.0,6.5,1696169563.0,26724.20864,,0.01909165670941499,0.008812147313314143,74,,2.654208,4.75,,74,,101357.0,,0.0,,,5250.0,29935.0,2998.51776,952.32,56454.0,5.5,1.283999999999999,,,,,0.02858166151115831,85.11210488463033
,,,1104.0,0.0,4085.948416,,,3.695999999999998,47.0,15.7,3366.387712,15633.895424,37.860999999999876,1905.0,6.5,1696169564.0,26595.889152,,0.025294678492718093,0.007442426688569438,75,,2.654208,4.75,,75,,103467.0,,0.0,,,5796.0,31146.0,3242.528768,1063.7312,58250.0,5.5,1.966000000000001,,,,,0.049009935239234026,68.76910746375276
,,,1105.0,0.0,4233.596928,,,4.6440000000000055,48.0,16.2,3566.972928,15848.374272,37.860999999999876,2646.0,6.5,1696169565.0,26448.248832,,0.006662265424881584,0.007779291965135033,76,,2.654208,4.75,,76,,105313.0,,0.0,,,6436.0,32194.0,3389.902848,1118.363648,60032.0,5.5,2.814,,,,,0.0040851256272252555,80.41161283506207
,,,1106.0,0.0,4537.962496,,,5.516000000000005,50.0,17.2,3942.354944,16250.18368,37.861999999999625,3473.0,6.5,1696169566.0,26143.903744,,0.05849058610544394,0.023002095176113638,77,,2.654208,4.75,,77,,107426.0,,0.0,,,7146.0,33403.0,3691.04896,1191.17824,62001.0,5.5,3.5360000000000014,,,,,0.004085006148663963,83.30961542120501
,,,1107.0,0.0,4595.232768,,,6.132000000000005,50.0,17.3,4044.460032,30677.962752,37.861999999999625,4019.0,6.5,1696169567.0,26086.621184,,0.006135601545987778,0.0061356015478019185,78,,2.654208,4.75,,78,,109216.0,,0.0,,,7270.0,34274.0,3754.86464,1239.22432,63545.0,5.5,4.068000000000001,5.3631509599999845,,,1.2869998045061948e-06,0.004085081915409476,56.41498124391925
0.003115986000011617,20.0,0.0,,,,0.0,11.145996210000021,,,,,,,,,1696169567.0,,0.0,,,78,,,,,79,1.1510949860000892,,,,0.0,4.62204088500016,,,,,,,,,3.9990053176879883,0.0001,,,
0.036718091000011555,,,1109.0,0.0,4703.379456,,,6.6640000000000015,51.0,17.6,4167.00416,30746.238976,37.86299999999983,4589.0,7.000000000000001,1696169568.0,25997.692928,,0.0077148399884606,0.015788695282379066,79,,2.654208,4.75,0.00552036599992789,80,0.017443341999978657,111180.0,,0.0,,,7300.0,35345.0,3829.628928,1288.228864,65483.0,5.625,4.510000000000002,0.1611821050000799,,,0.00035387299999456445,0.008169592707316486,54.139890875840216
,40.0,1.0,,,,0.0,0.2269255379999322,,,,,,,,,1696169568.0,,0.0,,,79,,,,,81,,,,,0.0,0.005707760999939637,,,,,,,,,3.9309356212615967,0.0001,,,
0.024849503000041295,60.0,2.0,,,,0.0,0.21295621900003425,,,,,,,,,1696169568.0,,1.0,,,79,,,,0.005433373999949254,82,0.01672437899992474,,,,0.0,0.005164207000007082,,,,,,,,0.16046440400009487,3.999130964279175,0.0001,0.00032035200001701014,,
0.03526400500004456,,,1118.0,0.0,4853.694464,,,6.688000000000002,52.0,18.0,4166.16448,30746.619904,37.86899999999969,4589.0,7.000000000000001,1696169569.0,25885.83936,,0.021359610437371078,0.17233702870616752,80,,2.654208,4.75,0.005353257000024314,83,0.017634717999953864,113497.0,,0.0,,,7323.0,36122.0,3830.013952,1286.352896,66376.0,5.625,4.510000000000002,0.16136788599987995,,,0.00039519699998891156,0.07761908492290931,0.0
,80.0,3.0,,,,0.0,0.22401150699988648,,,,,,,,,1696169569.0,,1.0,,,80,,,,,84,,,,,0.0,0.003996443999994881,,,,,,,,,4.076251029968262,0.0001,,,
0.02865999000005104,100.0,4.0,,,,0.0,0.21821993600019596,,,,,,,,,1696169569.0,,1.0,,,80,,,,0.005420118000074581,85,0.01764758400008759,,,,0.0,0.004810773999906814,,,,,,,,0.16130668799996783,4.218392848968506,0.0001,0.00037478200010809815,,
,,,1121.0,0.0,4833.128448,,,6.704000000000008,54.0,17.9,4166.209536,30746.619904,37.87099999999964,4589.0,7.000000000000001,1696169570.0,25906.4832,,0.005609377091449746,0.014115203516878042,81,,2.654208,4.75,,86,,115351.0,,0.0,,,7335.0,36730.0,3830.013952,1286.3488,67134.0,5.625,4.510000000000002,,,,,0.012256050087820023,0.0
,,,1122.0,0.0,4814.88896,,,6.707999999999998,54.0,17.9,4166.209536,30746.619904,37.871999999999844,4589.0,7.000000000000001,1696169571.0,25905.455104,,0.0027367254327356444,0.012008080974483897,82,,2.654208,4.75,,87,,116839.0,,0.0,,,7335.0,37277.0,3830.013952,1286.3488,68297.0,5.625,4.510000000000002,,,,,0.004085141167615468,0.0
,,,1126.0,0.0,4850.180096,,,6.712000000000003,55.0,18.0,4166.213632,30746.619904,37.873999999999796,4589.0,7.000000000000001,1696169572.0,25889.288192,,0.00286676489937497,0.0021022942596623535,83,,2.654208,4.75,0.005657056000018201,88,,118489.0,,0.0,,,7346.0,37839.0,3830.018048,1286.352896,69639.0,5.625,4.510000000000002,0.21250339600010193,,,,0.08154353491595706,0.0
0.029040713000085816,120.0,5.0,,,,0.0,2.4100101430003633,,,,,,,,,1696169572.0,,1.0,,,83,,,,,89,0.017276353999932326,,,,0.0,2.1444761940001626,,,,,,,,,4.254733085632324,0.0001,0.0010564300000623916,,
0.028331333000096492,140.0,6.0,,,,0.0,0.2363200379998034,,,,,,,,,1696169573.0,,1.0,,,84,,,,0.005590411999946809,90,0.018514343999868288,,,,0.0,0.021036769000147615,,,,,,,,0.16239740799983338,3.8906874656677246,0.0001,0.0004497719999108085,,
,,,1129.0,0.0,4778.27072,,,6.724000000000004,56.0,17.8,4166.209536,30746.619904,37.87699999999995,4589.0,9.5,1696169573.0,25942.07744,,0.0782023242212146,0.07391628134437699,84,,2.654208,4.875,,91,,121164.0,,0.0,,,7385.0,38877.0,3830.018048,1286.3488,71488.0,6.125,4.510000000000002,,,,,0.012259519289878399,0.0
,,,1130.0,0.0,4936.388608,,,6.731999999999999,56.0,18.3,4166.209536,30746.619904,37.87699999999995,4589.0,9.5,1696169574.0,25783.947264,,0.007900092982607016,0.014403704882329163,85,,2.654208,4.875,,92,,122693.0,,0.0,,,7385.0,39354.0,3830.018048,1286.3488,72785.0,6.125,4.510000000000002,,,,,0.004085704654195588,0.0
0.02218048099985026,160.0,7.0,,,,0.0,1.3458782239995344,,,,,,,,,1696169574.0,,1.0,,,85,,,,0.0053156550000039715,93,0.01813541499996063,,,,0.0,1.1392082919999211,,,,,,,,0.16056955799990646,4.407732963562012,0.0001,0.0004688229998919269,,
0.03292508000004091,,,1132.0,0.0,4741.087232,,,6.739999999999995,59.0,17.7,4166.213632,30746.820608,37.8779999999997,4589.0,9.5,1696169575.0,25979.256832,,0.009772527534261293,0.01933763815811106,86,,2.654208,4.875,0.005438763000029212,94,0.017996080999864716,125179.0,,0.0,,,7417.0,40245.0,3830.222848,1286.3488,74332.0,6.125,4.510000000000002,0.1603833100000429,,,0.0005433950000224286,0.008169035260775932,0.0
,180.0,8.0,,,,0.0,0.2928822690000743,,,,,,,,,1696169575.0,,1.0,,,86,,,,,95,,,,,0.0,0.07559564000007413,,,,,,,,,4.113814353942871,0.0001,,,
,,,1137.0,0.0,4898.975744,,,6.751999999999995,60.0,18.2,4166.213632,30746.820608,37.88199999999961,4589.0,9.5,1696169576.0,25821.36832,,0.004027943933258429,0.01306489537192912,87,,2.654208,4.875,,96,,126836.0,,0.0,,,7420.0,40779.0,3830.222848,1286.3488,75676.0,6.125,4.510000000000002,,,,,0.020418884097525528,0.0
0.03352497199989557,200.0,9.0,,,,0.0,1.341364793999901,,,,,,,,,1696169576.0,,1.0,,,87,,,,0.005551167000021451,97,0.01733078999995996,,,,0.0,1.120277802999908,,,,,,,,0.16423564599995188,4.009944915771484,0.0001,0.00044441600016398297,,
,,,1141.0,0.0,4865.875968,,,6.768000000000001,63.0,18.0,4166.361088,30746.820608,37.88499999999976,4589.0,9.5,1696169577.0,25873.604608,,0.0050793341138793595,0.016745057516062128,88,,2.654208,4.875,0.00566081499982829,98,,129077.0,,0.0,,,7448.0,41610.0,3830.23104,1286.3488,77160.0,6.125,4.510000000000002,,,,,0.04899125399029583,0.0
0.028271980999988955,220.0,10.0,,,,0.0,0.29099094999992303,,,,,,,,,1696169577.0,,1.0,,,88,,,,,99,0.0178717300000244,,,,0.0,0.07479817500006902,,,,,,,,0.1639525279999816,4.110254287719727,0.0001,0.0004357210000307532,,
,,,1143.0,0.0,4864.024576,,,6.780000000000001,64.0,18.1,4166.361088,30746.820608,37.88599999999997,4589.0,11.75,1696169578.0,25856.323584,,0.0071887525408543635,0.018302994817830324,89,,2.654208,5.125,,100,,131264.0,,0.0,,,7478.0,42323.0,3830.247424,1286.3488,78713.0,6.625,4.510000000000002,,,,,0.008170124974657996,0.0
0.0410297979999541,240.0,11.0,,,,0.0,1.3413276029998542,,,,,,,,,1696169579.0,,1.0,,,90,,,,0.006356983999921795,101,0.017498748999969393,,,,0.0,1.1152613780000138,,,,,,,,0.16067844400004105,4.060842990875244,0.0001,0.0005022499999540742,,
,,,1145.0,0.0,4842.090496,,,6.787999999999997,65.0,18.0,4168.400896,30747.836416,37.886999999999716,4589.0,11.75,1696169579.0,25878.237184,,0.016560753547436233,0.2311645069132336,90,,2.654208,5.125,,102,,136458.0,,0.0,,,7512.0,43724.0,3831.259136,1288.380416,85885.0,6.625,4.510000000000002,,,,,0.008168695391682735,0.0
0.4287927100001525,260.0,12.0,,,,0.0,0.7042113510003674,,,,,,,,,1696169579.0,,1.0,,,90,,,,0.005458880000105637,103,0.026231303000031403,,,,1.0,0.08205283100005545,,,,,,,,0.16123566199985362,4.079934120178223,0.0001,0.0004399650001687405,,
,,,1147.0,0.0,4932.038656,,,6.7960000000000065,82.0,18.3,4168.871936,31050.09664,37.88799999999992,4589.0,11.75,1696169580.0,25788.248064,,0.008136620068568044,0.017358122810950005,91,,2.654208,5.125,,104,,214557.0,,0.0,,,7542.0,45859.0,3865.653248,1288.58112,98358.0,6.625,4.510000000000002,,,,,0.008168528382477074,0.0
,,,1148.0,0.0,5103.767552,,,6.799999999999997,82.0,18.8,4167.184384,31050.09664,37.88899999999967,4589.0,11.75,1696169581.0,25635.700736,,0.05813312816111138,0.03150805971766635,92,,2.654208,5.125,0.006524642999920616,105,,216396.0,,0.0,,,7546.0,46744.0,3865.653248,1286.610944,99919.0,6.625,4.510000000000002,,,,,0.004085116882973106,0.0
0.3559783969999444,280.0,13.0,,,,0.0,1.8419158889998926,,,,,,,,,1696169581.0,,1.0,,,92,,,,,106,0.028843413999993572,,,,1.0,1.2868824300001052,,,,,,,,0.16320254700008263,4.159914493560791,0.0001,0.00048445799984619953,,
0.023031000999935713,,,1163.0,0.0,4937.78944,,,6.820000000000007,84.0,18.3,4167.184384,31050.09664,37.90199999999959,4589.0,11.75,1696169582.0,25782.534144,,0.0056085528608906116,0.015166228999515283,93,,2.654208,5.125,0.005568852999886076,107,0.02636546000007911,219397.0,,0.0,,,7575.0,48734.0,3865.653248,1286.557696,101778.0,6.625,4.510000000000002,0.16394469400006528,,,0.00048604099993099226,0.10620349312610808,0.0
,300.0,14.0,,,,0.0,0.3249158500000249,,,,,,,,,1696169582.0,,1.0,,,93,,,,,108,,,,,1.0,0.1055198010001277,,,,,,,,,3.243647813796997,0.0001,,,
,,,1165.0,0.0,5056.364544,,,6.828000000000003,85.0,18.7,4167.184384,31050.09664,37.90299999999979,4589.0,13.750000000000002,1696169583.0,25663.963136,,0.3073122130830733,0.37012695063571127,94,,2.654208,5.25,,109,,224192.0,,0.0,,,7578.0,51247.0,3865.653248,1286.557696,106539.0,7.124999999999999,4.510000000000002,,,,,0.008164799601547791,0.0
0.030430519999981698,320.0,15.0,,,,0.0,1.3853082199996152,,,,,,,,,1696169584.0,,1.0,,,95,,,,0.0058300259997849935,110,0.018970831999922666,,,,1.0,1.1644575349998831,,,,,,,,0.16514463099997556,3.3870177268981934,0.0001,0.0004746760000671202,,
,,,1183.0,0.0,5017.481216,,,6.852000000000004,86.0,18.6,4167.237632,31050.09664,37.91199999999981,4589.0,13.750000000000002,1696169584.0,25702.834176,,0.37593639314774974,0.29870797524761133,95,,2.654208,5.25,,111,,227627.0,,0.0,,,7596.0,52974.0,3865.657344,1286.610944,109391.0,7.124999999999999,4.510000000000002,,,,,0.26943038382318824,0.0
0.021537216000069748,340.0,16.0,,,,0.0,0.40833686500013755,,,,,,,,,1696169584.0,,1.0,,,95,,,,0.005510946000185868,112,0.018271843999855264,,,,1.0,0.19894024899986107,,,,,,,,0.16365463800002544,3.160468578338623,0.0001,0.00042197200014015834,,
,,,1187.0,0.0,4993.527808,,,6.867999999999995,91.0,18.5,4167.18848,31050.092544,37.91399999999976,4589.0,13.750000000000002,1696169585.0,25726.865408,,0.08968599065785532,0.07875528631024367,96,,2.654208,5.25,,113,,229864.0,,0.0,,,7610.0,53716.0,3865.657344,1286.557696,110989.0,7.124999999999999,4.510000000000002,,,,,0.04898486324035314,0.0
0.02025447500000155,,,1188.0,0.0,4967.391232,,,6.872,91.0,18.4,4167.241728,31050.092544,37.914999999999964,4589.0,13.750000000000002,1696169586.0,25752.936448,,0.08968091914174948,0.07611995874786785,97,,2.654208,5.25,0.005827654999848164,114,0.0187912649998907,232059.0,,0.0,,,7620.0,54425.0,3865.66144,1286.610944,112613.0,7.124999999999999,4.510000000000002,0.1651932360000501,,,0.0005139869999766233,0.0040818411064490415,0.0
,360.0,17.0,,,,0.0,1.2961382069997853,,,,,,,,,1696169586.0,,1.0,,,97,,,,,115,,,,,1.0,1.0855575890000182,,,,,,,,,3.2575366497039795,0.0001,,,
0.01783371999999872,380.0,18.0,,,,0.0,0.39782816199999615,,,,,,,,,1696169587.0,,1.0,,,98,,,,0.00555291099999522,116,0.02356366200001503,,,,1.0,0.18663131099992825,,,,,,,,0.16381076700008634,3.1264379024505615,0.0001,0.0004357909999725962,,
,,,1268.0,0.0,4944.166912,,,6.891999999999996,94.0,18.3,4167.18848,31050.09664,38.01399999999967,4589.0,13.750000000000002,1696169587.0,25776.242688,,0.10116625663915017,0.11208267544160938,98,,2.654208,5.25,,117,,234619.0,,0.0,,,7639.0,55406.0,3865.66144,1286.557696,114410.0,7.124999999999999,4.510000000000002,,,,,0.5552462191487644,0.0
,,,1269.0,0.0,5090.902016,,,6.896000000000001,94.0,18.7,4167.245824,31050.09664,38.01399999999967,4589.0,14.625,1696169588.0,25648.55808,,0.262163874719522,0.2948845165024168,99,,2.654208,5.375,0.005644440999958533,118,,237171.0,,0.0,,,7645.0,56469.0,3865.66144,1286.610944,116793.0,7.375,4.510000000000002,,,,,0.004083102265473868,0.0
0.032520148000003246,400.0,19.0,,,,0.0,1.3180895829996189,,,,,,,,,1696169588.0,,1.0,,,99,,,,,119,0.017918743999871367,,,,1.0,1.0963205019997986,,,,,,,,0.1652636670000902,3.3610501289367676,0.0001,0.00042208099989693437,,
0.021218483999973614,,,1283.0,0.0,4893.257728,,,6.908000000000001,96.0,18.2,4167.192576,31050.092544,38.02399999999989,4589.0,14.625,1696169589.0,25827.08224,,0.5981837798467835,0.8477229518710888,100,,2.654208,5.375,0.005473896000012246,120,0.017880732000094213,241469.0,,0.0,,,7668.0,58147.0,3865.665536,1286.557696,120552.0,7.375,4.510000000000002,0.16398171800005912,,,0.00040698199995858886,0.06537335776234265,0.0
,420.0,20.0,,,,0.0,0.411486522000132,,,,,,,,,1696169589.0,,1.0,,,100,,,,,121,,,,,1.0,0.20252471000003425,,,,,,,,,3.332728385925293,0.0001,,,
,,,1286.0,0.0,5042.786304,,,6.920000000000002,97.0,18.6,4167.458816,31050.092544,38.02599999999984,4589.0,14.625,1696169590.0,25677.553664,,0.5635543909246233,0.494693244432393,101,,2.654208,5.375,,122,,244787.0,,0.0,,,7671.0,59472.0,3865.686016,1286.557696,123738.0,7.375,4.510000000000002,,,,,0.016333985175784608,0.0
0.03274854599999344,440.0,21.0,,,,0.0,1.306179130000146,,,,,,,,,1696169591.0,,1.0,,,102,,,,0.00563965400010602,123,0.01731896000001143,,,,1.0,1.084465739000052,,,,,,,,0.16542854099998294,3.3517181873321533,0.0001,0.0005776900000000751,,
,,,1288.0,0.0,4999.225344,,,6.932000000000002,98.0,18.5,4167.512064,31050.100736,38.02699999999959,4589.0,14.625,1696169591.0,25721.0368,,3.9023018591629857,2.0780587541176843,102,,2.654208,5.375,,124,,257717.0,,0.0,,,7705.0,64364.0,3865.690112,1286.610944,140075.0,7.375,4.510000000000002,,,,,0.008173697235195584,0.0
0.03396106000013788,460.0,22.0,,,,0.0,0.6696972040001583,,,,,,,,,1696169591.0,,1.0,,,102,,,,0.006126251000068805,125,0.02103653399990435,,,,1.0,0.44239592700000685,,,,,,,,0.16572534600004474,3.2194459438323975,0.0001,0.0004520859999956883,,
0.02299980099996901,,,1292.0,0.0,4845.613056,,,6.9480000000000075,100.0,18.0,4167.479296,31053.955072,38.028999999999996,4589.0,14.625,1696169592.0,25890.066432,,7.431027847817613,3.954000315078457,103,,2.654208,5.375,0.006259145000058197,126,0.020051521000141292,280190.0,,0.0,,,7738.0,72916.0,3865.698304,1286.569984,168882.0,7.375,4.510000000000002,0.16458513299994593,,,0.0004875420002008468,0.05719587968024857,0.0
,480.0,23.0,,,,0.0,0.21987555600026099,,,,,,,,,1696169592.0,,1.0,,,103,,,,,127,,,,,1.0,0.005492413999945711,,,,,,,,,3.3648383617401123,0.0001,,,
0.01795115499999156,500.0,24.0,,,,0.0,0.21768952600018565,,,,,,,,,1696169593.0,,1.0,,,104,,,,0.005843591000029846,128,0.02305727099997057,,,,1.0,0.0047689150001133385,,,,,,,,0.16557424500001616,3.410829782485962,0.0001,0.0004943490000641759,,
0.0035298430000239023,504.0,25.0,,,,0.0,0.0790541649998886,,,,,,,,,1696169593.0,,1.0,,,104,,,,0.0012885139999525563,129,0.023851818000139247,,,,1.0,0.0045886199998221855,,,,,,,,0.04540305000000444,2.991917371749878,0.0001,0.00039231999994626676,,
,,,1296.0,0.0,4536.131584,,,6.963999999999999,108.0,16.9,4154.195968,31034.73664,38.0319999999997,4589.0,15.5,1696169593.0,26237.976576,,7.756114066498096,4.079034389965348,104,,2.654208,5.5,,130,,303128.0,,0.0,,,7777.0,81681.0,3865.718784,1273.204736,198173.0,7.75,4.510000000000002,,,,,0.015840579840167533,0.0
,,,1297.0,0.0,4700.95872,,,6.9680000000000035,115.0,17.4,4154.548224,31034.998784,38.0329999999999,4589.0,15.5,1696169594.0,26073.157632,,6.766510646126092,3.6297009932815634,105,,2.654208,5.5,,131,,324037.0,,0.0,,,7785.0,89737.0,3866.013696,1273.22112,224710.0,7.75,4.510000000000002,,,,,0.004083567150566253,0.0
,,,1300.0,0.0,4865.675264,,,6.975999999999999,115.0,17.9,4154.548224,31034.998784,38.034999999999854,4589.0,15.5,1696169595.0,25908.445184,,6.563764324969561,3.6156650809435997,106,,2.654208,5.5,,132,,344383.0,,0.0,,,7785.0,97616.0,3866.042368,1273.22112,250482.0,7.75,4.510000000000002,,,,,0.016342818614967936,0.0
