02_timing/opt_step_time_s,01_general/locally_processed_samples,01_general/step,disk/counter/disk_write_sys_count,process/memory/data_resident_set_proc_MB,memory/used_memory_sys_MB,01_general/dataset_iteration_count,02_timing/step_time_s,disk/time/disk_busy_time_sys_s,process/involuntary_proc_ctx_switches,memory/used_memory_sys_percent,process/memory/resident_set_size_proc_MB,process/memory/virtual_memory_size_proc_MB,disk/time/disk_write_time_sys_s,disk/counter/disk_read_sys_count,cpu/load/avg_sys_load_one_min_percent,_timestamp,memory/available_memory_sys_MB,03_hivemind/num_peers,bandwidth/net_recv_sys_bandwidth_Mbits,bandwidth/net_sent_sys_bandwidth_Mbits,_runtime,cpu/logical_core_count,process/memory/text_resident_set_proc_MB,cpu/load/avg_sys_load_fifteen_min_percent,02_timing/dataload_cuda_move_time_s,_step,02_timing/backward_time_s,cpu/interrupts/interrupts_count,memory/total_memory_sys_MB,process/memory/dirty_pages_proc_count,03_hivemind/global_epoch,02_timing/dataload_time_s,process/voluntary_proc_ctx_switches,cpu/interrupts/soft_interrupts_count,process/memory/lib_memory_proc_MB,process/memory/shared_memory_proc_MB,cpu/interrupts/ctx_switches_count,cpu/load/avg_sys_load_five_min_percent,disk/time/disk_read_time_sys_s,02_timing/forward_time_s,01_general/minibatch_loss,01_general/lr,02_timing/loss_calc_time_s,bandwidth/disk_write_sys_bandwidth_MBs,bandwidth/disk_read_sys_bandwidth_MBs
,,,1301.0,0.0,4844.224512,,,6.980000000000004,115.0,18.0,4154.564608,31034.998784,38.034999999999854,4589.0,15.5,1696169596.0,25891.549184,,7.304959705830248,4.011600842567118,107,,2.654208,5.5,,133,,366231.0,,0.0,,,7785.0,105958.0,3866.058752,1273.22112,278517.0,7.75,4.510000000000002,,,,,0.004083866128701233,0.0
,,,1307.0,0.0,4973.256704,,,6.995999999999995,115.0,18.4,4154.564608,31034.998784,38.03899999999976,4589.0,15.5,1696169597.0,25762.455552,,7.2632577208989915,3.9124553380023612,108,,2.654208,5.5,,134,,388297.0,,0.0,,,7785.0,114317.0,3866.058752,1273.22112,307521.0,7.75,4.510000000000002,,,,,0.05718648270236044,0.0
,,,1308.0,0.0,5110.956032,,,7.0,115.0,19.3,4227.95264,31333.933056,38.039999999999964,4589.0,20.25,1696169598.0,25473.200128,,6.653289472247214,133.7340515764571,109,,2.654208,5.875,,135,,410566.0,,0.0,,,7786.0,122368.0,3813.523456,1424.736256,337461.0,8.875,4.510000000000002,,,,,0.004082061266259338,0.0
,,,1309.0,0.0,5088.964608,,,7.007999999999996,118.0,19.3,4244.967424,31368.78592,38.04099999999971,4589.0,20.25,1696169599.0,25456.812032,,9.441595664425034,2358.563073756345,110,,2.654208,5.875,0.00582651500008069,136,0.03197283500003323,438581.0,,0.0,,,7813.0,138857.0,3813.998592,1440.751616,369476.0,8.875,4.510000000000002,0.22293079399992166,,,0.0008421400000315771,0.004081811042167322,0.0
0.4579058620001888,524.0,0.0,,,,1.0,6.2538242440002705,,,,,,,,,1696169599.0,,1.0,,,110,,,,,137,,,,,2.0,5.5343460980000145,,,,,,,,,3.096059560775757,0.0001,,,
0.37122810200003187,544.0,1.0,,,,1.0,0.5865235500000381,,,,,,,,,1696169600.0,,1.0,,,111,,,,0.009925385000087772,138,0.022966520999943896,,,,2.0,0.006033498000078907,,,,,,,,0.17552130699982627,3.0973525047302246,0.0001,0.0008487370000693772,,
,,,1315.0,0.0,5191.553024,,,7.028000000000006,132.0,19.6,4245.655552,31368.777728,38.04399999999987,4589.0,20.25,1696169600.0,25373.34784,,7.114512469554362,3444.373438527879,111,,2.654208,5.875,,139,,463745.0,,0.0,,,8198.0,154121.0,3814.99392,1440.735232,395942.0,8.875,4.510000000000002,,,,,0.0938335431548357,0.0
,,,1316.0,0.0,5312.331776,,,7.036000000000001,132.0,20.0,4245.655552,31368.777728,38.04499999999962,4591.0,20.25,1696169601.0,25252.573184,,6.072977906147108,3505.5566550928265,112,,2.654208,5.875,,140,,483224.0,,0.0,,,8198.0,168179.0,3814.99392,1440.735232,414068.0,8.875,4.5120000000000005,,,,,0.004082277573322081,0.11430377203715544
,,,1319.0,0.0,5183.250432,,,7.043999999999997,132.0,19.5,4243.57888,31368.777728,38.047000000000025,4591.0,20.25,1696169602.0,25400.774656,,5.445997474887037,3236.0077420179628,113,,2.654208,5.875,0.006357473999969443,141,,504072.0,,0.0,,,8204.0,182367.0,3815.03488,1438.65856,435410.0,8.875,4.5120000000000005,,,,,0.01225072474536285,0.0
0.02571353000007548,564.0,2.0,,,,1.0,2.4963441139998395,,,,,,,,,1696169602.0,,1.0,,,113,,,,,142,0.026921132999859765,,,,2.0,2.2040568740001163,,,,,,,,0.2328136609999092,2.647275924682617,0.0001,0.00048144199990929337,,
0.037759999999934735,,,1322.0,0.0,5022.240768,,,7.055999999999997,138.0,19.1,4245.655552,31349.559296,38.04899999999998,4591.0,22.625,1696169603.0,25542.664192,,0.8610558326130809,324.4648347514286,114,,2.654208,6.125,0.0055910319999838975,143,0.016807396000103836,510351.0,,0.0,,,8225.0,185064.0,3815.051264,1440.735232,441066.0,9.5,4.5120000000000005,0.16384345500000563,,,0.000521867000088605,0.012252026520960113,0.0
,584.0,3.0,,,,1.0,0.2293600470002275,,,,,,,,,1696169603.0,,1.0,,,114,,,,,144,,,,,2.0,0.00483629700011079,,,,,,,,,2.7761447429656982,0.0001,,,
,,,1324.0,0.0,5185.4336,,,7.064000000000007,138.0,19.6,4245.655552,31368.777728,38.04999999999973,4591.0,22.625,1696169604.0,25379.467264,,0.09023085854214014,40.586304448415085,115,,2.654208,6.125,,145,,512378.0,,0.0,,,8230.0,185832.0,3815.051264,1440.735232,442335.0,9.5,4.5120000000000005,,,,,0.008168720638128707,0.0
0.2635850389999632,604.0,4.0,,,,1.0,1.7542039799998292,,,,,,,,,1696169605.0,,1.0,,,116,,,,0.005585041999893292,146,0.026236939000000348,,,,2.0,1.293532192999919,,,,,,,,0.16482434299996385,2.7903025150299072,0.0001,0.0004404240000894788,,
,,,1328.0,0.0,5211.119616,,,7.076000000000008,142.0,19.7,4245.663744,31349.567488,38.05199999999968,4591.0,22.625,1696169605.0,25353.711616,,0.8980854424227044,332.67430379413776,116,,2.654208,6.125,0.006225746999916737,147,,517848.0,,0.0,,,8272.0,188470.0,3815.051264,1440.743424,447019.0,9.5,4.5120000000000005,,,,,0.06533966806118484,0.0
0.013540644999920914,624.0,5.0,,,,1.0,0.2286407479996342,,,,,,,,,1696169605.0,,1.0,,,116,,,,,148,0.031500308999966364,,,,2.0,0.005794474999902377,,,,,,,,0.17092325599992364,2.797365427017212,0.0001,0.0006563160000041535,,
,,,1330.0,0.0,5672.431616,,,7.084000000000003,150.0,21.1,4245.663744,31349.567488,38.052999999999884,4591.0,22.625,1696169606.0,24892.47744,,7.698538738344569,3630.33848228615,117,,2.654208,6.125,,149,,541925.0,,0.0,,,8289.0,204167.0,3815.067648,1440.743424,470583.0,9.5,4.5120000000000005,,,,,0.008174317546385522,0.0
,,,1333.0,0.0,5523.2512,,,7.091999999999999,150.0,20.6,4245.716992,31349.567488,38.054999999999836,4591.0,22.625,1696169607.0,25041.657856,,8.997406308957324,3504.6828482812443,118,,2.654208,6.125,,150,,572736.0,,0.0,,,8289.0,223282.0,3815.07584,1440.743424,503990.0,9.5,4.5120000000000005,,,,,0.012249615396599103,0.0
0.03280923600004826,,,1334.0,0.0,5040.402432,,,7.096000000000004,155.0,19.1,4243.697664,31349.567488,38.055999999999585,4591.0,27.875,1696169608.0,25531.858944,,9.03441575274967,2187.468466718117,119,,2.654208,6.5,0.006444087999852854,151,0.02449857700003122,600523.0,,0.0,,,8300.0,238780.0,3815.07584,1438.724096,536984.0,10.875,4.5120000000000005,0.2175441449999198,,,0.0006137200000466692,0.004084613771958263,0.0
,644.0,6.0,,,,1.0,2.40068309399976,,,,,,,,,1696169608.0,,1.0,,,119,,,,,152,,,,,2.0,2.118773327999861,,,,,,,,,2.5912225246429443,0.0001,,,
0.019985176999853138,664.0,7.0,,,,1.0,0.21888898099996368,,,,,,,,,1696169609.0,,1.0,,,120,,,,0.005844336999871302,153,0.02043512400018699,,,,2.0,0.004896849000033399,,,,,,,,0.16728185800002393,2.9294989109039307,0.0001,0.00044563599999492,,
,,,1337.0,0.0,5077.42208,,,7.108000000000004,161.0,19.2,4243.697664,31349.563392,38.05699999999979,4591.0,27.875,1696169609.0,25487.491072,,7.78571527292625,304.4921526170449,120,,2.654208,6.5,,154,,620944.0,,0.0,,,8316.0,247313.0,3815.07584,1438.724096,562459.0,10.875,4.5120000000000005,,,,,0.01224556405022257,0.0
,,,1338.0,0.0,5214.404608,,,7.111999999999995,161.0,19.7,4243.72224,31349.825536,38.05799999999999,4591.0,27.875,1696169610.0,25350.504448,,6.474633496694829,3.04012958721011,121,,2.654208,6.5,,155,,637143.0,,0.0,,,8316.0,253669.0,3815.407616,1438.724096,583541.0,10.875,4.5120000000000005,,,,,0.004083804971963768,0.0
,,,1341.0,0.0,4907.954176,,,7.1200000000000045,164.0,18.8,4243.976192,31349.829632,38.059999999999945,4591.0,27.875,1696169611.0,25637.752832,,1.0233397832030786,0.6853745890832934,122,,2.654208,6.5,0.005478186999880563,156,0.025286972000003516,640931.0,,0.0,,,8397.0,255229.0,3815.436288,1438.724096,587000.0,10.875,4.5120000000000005,0.16477068199992573,,,0.00042746599979182065,0.04492376618446922,0.0
,,,1342.0,0.0,4989.579264,,,7.123999999999995,164.0,19.0,4243.976192,31349.829632,38.059999999999945,4591.0,27.875,1696169612.0,25556.09088,,0.005083012234006884,0.06082059535654807,123,,2.654208,6.5,,157,,641709.0,,0.0,,,8397.0,255418.0,3815.436288,1438.724096,587870.0,10.875,4.5120000000000005,,,,,0.004085560853655991,0.0
,,,1346.0,0.0,4784.492544,,,7.132000000000005,164.0,18.4,4243.976192,31349.829632,38.06299999999965,4591.0,26.625,1696169613.0,25741.934592,,0.014896155494152886,0.07010049393327049,124,,2.654208,6.625,,158,,642535.0,,0.0,,,8397.0,255756.0,3815.436288,1438.724096,588710.0,10.875,4.5120000000000005,,,,,0.07761639027912809,0.0
,,,1347.0,0.0,4784.492544,,,7.135999999999996,164.0,18.4,4243.976192,31349.829632,38.06299999999965,4591.0,26.625,1696169614.0,25741.934592,,0.007667182747349641,0.0628693028790074,125,,2.654208,6.625,,159,,642802.0,,0.0,,,8397.0,255895.0,3815.436288,1438.724096,589123.0,10.875,4.5120000000000005,,,,,0.004084909020061709,0.0
,,,1348.0,0.0,4784.55808,,,7.140000000000001,164.0,18.4,4243.976192,31349.829632,38.06399999999985,4591.0,26.625,1696169615.0,25741.869056,,0.0027368321609464686,0.05923685700665825,126,,2.654208,6.625,,160,,643048.0,,0.0,,,8397.0,256027.0,3815.436288,1438.724096,589507.0,10.875,4.5120000000000005,,,,,0.004085300483843409,0.0
,,,1350.0,0.0,4784.590848,,,7.147999999999996,164.0,18.4,4243.976192,31349.829632,38.0649999999996,4591.0,26.625,1696169616.0,25741.836288,,0.0023458617147593406,0.0005266220181914412,127,,2.654208,6.625,,161,,643334.0,,0.0,,,8397.0,256189.0,3815.436288,1438.724096,589954.0,10.875,4.5120000000000005,,,,,0.04902372237520955,0.0
,,,1355.0,0.0,4784.549888,,,7.156000000000006,164.0,18.4,4243.976192,31349.829632,38.067999999999756,4591.0,26.625,1696169617.0,25741.88544,,0.005082890148551186,0.05976585118783972,128,,2.654208,6.625,,162,,643629.0,,0.0,,,8397.0,256337.0,3815.436288,1438.724096,590427.0,10.875,4.5120000000000005,,,,,0.020427313622945552,0.0
,,,1358.0,0.0,4784.541696,,,7.168000000000006,164.0,18.4,4243.976192,31349.829632,38.06999999999971,4591.0,24.5,1696169618.0,25741.88544,,0.005082822460132689,0.060291689957654354,129,,2.654208,6.5,,163,,643950.0,,0.0,,,8397.0,256492.0,3815.436288,1438.724096,590922.0,10.625,4.5120000000000005,,,,,0.049024899827379204,0.0
,,,1359.0,0.0,4784.541696,,,7.171999999999997,164.0,18.4,4243.976192,31349.829632,38.07099999999991,4591.0,24.5,1696169619.0,25741.889536,,0.023308272017770092,0.30277612924004516,130,,2.654208,6.5,,164,,644266.0,,0.0,,,8397.0,256674.0,3815.436288,1438.724096,591386.0,10.625,4.5120000000000005,,,,,0.004085530734554857,0.0
,,,1360.0,0.0,4784.541696,,,7.176000000000002,164.0,18.4,4243.976192,31349.829632,38.07099999999991,4591.0,24.5,1696169620.0,25741.889536,,0.004930304527045767,0.0025848198497295705,131,,2.654208,6.5,,165,,644511.0,,0.0,,,8397.0,256787.0,3815.436288,1438.724096,591771.0,10.625,4.5120000000000005,,,,,0.0040846535891138555,0.0
,,,1361.0,0.0,4784.5376,,,7.1839999999999975,164.0,18.4,4243.976192,31349.829632,38.07199999999966,4591.0,24.5,1696169621.0,25741.889536,,0.005082734226151033,0.06029064333918452,132,,2.654208,6.5,,166,,644850.0,,0.0,,,8397.0,256981.0,3815.436288,1438.724096,592296.0,10.625,4.5120000000000005,,,,,0.004085337398117728,0.0
,,,1362.0,0.0,4784.467968,,,7.188000000000002,164.0,18.4,4243.976192,31349.829632,38.072999999999865,4591.0,24.5,1696169622.0,25741.955072,,0.021446664754217633,0.06295968436305034,133,,2.654208,6.5,,167,,645192.0,,0.0,,,8397.0,257125.0,3815.436288,1438.724096,592840.0,10.625,4.5120000000000005,,,,,0.004085079001321684,0.0
,,,1363.0,0.0,4784.4352,,,7.192000000000007,164.0,18.4,4243.976192,31349.829632,38.072999999999865,4591.0,22.5,1696169623.0,25741.98784,,0.019099977509525495,0.06191137237565662,134,,2.654208,6.5,,168,,645480.0,,0.0,,,8397.0,257268.0,3815.436288,1438.724096,593296.0,10.5,4.5120000000000005,,,,,0.00408487405424254,0.0
,,,1366.0,0.0,4784.422912,,,7.200000000000003,164.0,18.4,4243.976192,31349.829632,38.07499999999982,4591.0,22.5,1696169624.0,25742.00832,,0.02424609401717452,0.0074437662804921565,135,,2.654208,6.5,,169,,645849.0,,0.0,,,8397.0,257543.0,3815.436288,1438.724096,593745.0,10.5,4.5120000000000005,,,,,0.03267917114213259,0.0
,,,1367.0,0.0,4784.939008,,,7.204000000000008,164.0,18.4,4243.976192,31349.829632,38.07600000000002,4591.0,22.5,1696169625.0,25741.500416,,0.2567224703498777,0.2878183416347516,136,,2.654208,6.5,,170,,646891.0,,0.0,,,8397.0,258032.0,3815.436288,1438.724096,595087.0,10.5,4.5120000000000005,,,,,0.004085472440781926,0.0
,,,1369.0,0.0,4939.38688,,,7.212000000000003,164.0,18.9,4243.976192,31349.829632,38.07699999999977,4591.0,22.5,1696169626.0,25587.052544,,237.37405928534068,376.9434829305184,137,,2.654208,6.5,,171,,663890.0,,0.0,,,8397.0,262971.0,3815.436288,1438.724096,621284.0,10.5,4.5120000000000005,,,,,0.024503691889912596,0.0
,,,1370.0,0.0,5054.99648,,,7.216000000000008,164.0,19.3,4243.976192,31349.829632,38.07699999999977,4591.0,22.5,1696169627.0,25471.442944,,608.558810415782,408.712799463627,138,,2.654208,6.5,,172,,700967.0,,0.0,,,8397.0,274221.0,3815.436288,1438.724096,678757.0,10.5,4.5120000000000005,,,,,0.00408372343007839,0.0
,,,1371.0,0.0,5061.873664,,,7.224000000000004,164.0,19.3,4243.976192,31349.829632,38.077999999999975,4591.0,25.75,1696169628.0,25464.549376,,217.40738939277148,286.7070172679717,139,,2.654208,6.875000000000001,,173,,736653.0,,0.0,,,8397.0,285871.0,3815.436288,1438.724096,732902.0,11.375,4.5120000000000005,,,,,0.0040826491268511015,0.0
17.96140638199995,684.0,8.0,,,,1.0,19.76737937099938,,,,,,,,,1696169628.0,,7.0,,,139,,,,,174,,,,,3.0,1.610009681999827,,,,,,,,,2.805356979370117,0.0001,,,
,,,1375.0,0.0,5085.937664,,,7.236000000000004,174.0,19.3,4243.976192,31349.829632,38.07999999999993,4591.0,25.75,1696169629.0,25459.707904,,23.71362404162989,14.799800367976923,140,,2.654208,6.875000000000001,0.009418504999985089,175,0.02088041299998622,768349.0,,0.0,,,8484.0,300552.0,3815.436288,1438.724096,773530.0,11.375,4.5120000000000005,0.22626543199999105,,,0.0004208310001558857,0.049035639404044096,0.0
0.38471131199980846,704.0,9.0,,,,1.0,0.649057060999894,,,,,,,,,1696169629.0,,7.0,,,140,,,,,176,,,,,3.0,0.007360567999967316,,,,,,,,,2.7474863529205322,0.0001,,,
0.02963425100006134,724.0,10.0,,,,1.0,0.23683485300011853,,,,,,,,,1696169629.0,,8.0,,,140,,,,0.006068704999961483,177,0.025491620000138937,,,,3.0,0.007444191999866234,,,,,,,,0.16777064699999755,2.6779348850250244,0.0001,0.0004254380000929814,,
,,,1378.0,0.0,5216.382976,,,7.248000000000005,178.0,19.6,4243.972096,31349.833728,38.08199999999988,4591.0,25.75,1696169630.0,25367.703552,,5.423639156424591,4.654759034582674,141,,2.654208,6.875000000000001,0.005543260999957056,178,0.020457373999988704,779065.0,,0.0,,,8561.0,304949.0,3815.436288,1438.72,785742.0,11.375,4.5120000000000005,0.1662604729999657,,,0.0005394939998950576,0.01225205273404825,0.0
,,,1410.0,0.0,5287.624704,,,7.263999999999996,178.0,19.9,4243.972096,31349.833728,38.10799999999972,4591.0,25.75,1696169631.0,25286.877184,,0.4780145070476815,1.1693062320950216,142,,2.654208,6.875000000000001,,179,,783465.0,,0.0,,,8628.0,306811.0,3815.436288,1438.72,790522.0,11.375,4.5120000000000005,,,,,0.1961052420532765,0.0
,,,1415.0,0.0,5224.620032,,,7.268000000000001,178.0,19.8,4243.972096,31349.833728,38.110999999999876,4591.0,25.75,1696169632.0,25321.025536,,0.48240687570246465,1.099443379683064,143,,2.654208,6.875000000000001,,180,,787497.0,,0.0,,,8628.0,308621.0,3815.436288,1438.72,794982.0,11.375,4.5120000000000005,,,,,0.06536782330584087,0.0
,,,1461.0,0.0,5216.661504,,,7.280000000000001,178.0,19.7,4243.972096,31349.833728,38.1609999999996,4591.0,25.624999999999996,1696169633.0,25329.012736,,0.14955822447842035,0.39306703315688185,144,,2.654208,6.875000000000001,,181,,789121.0,,0.0,,,8628.0,309521.0,3815.436288,1438.72,796729.0,11.625,4.5120000000000005,,,,,0.2859365606130799,0.0
,,,1462.0,0.0,5059.268608,,,7.287999999999997,178.0,19.3,4243.972096,31349.833728,38.16199999999981,4591.0,25.624999999999996,1696169634.0,25467.170816,,0.005608422179913034,0.06738882239180842,145,,2.654208,6.875000000000001,,182,,789500.0,,0.0,,,8628.0,309732.0,3815.436288,1438.72,797159.0,11.625,4.5120000000000005,,,,,0.004084654558459739,0.0
,,,1463.0,0.0,5059.268608,,,7.292000000000002,178.0,19.3,4243.972096,31349.833728,38.16199999999981,4591.0,25.624999999999996,1696169635.0,25467.170816,,0.010900151274124206,0.0748248305298219,146,,2.654208,6.875000000000001,,183,,789832.0,,0.0,,,8628.0,309926.0,3815.436288,1438.72,797653.0,11.625,4.5120000000000005,,,,,0.004085561825247292,0.0
,,,1470.0,0.0,5059.264512,,,7.299999999999997,178.0,19.3,4243.972096,31349.833728,38.167999999999665,4591.0,25.624999999999996,1696169636.0,25467.170816,,0.0,0.0,147,,2.654208,6.875000000000001,,184,,790098.0,,0.0,,,8628.0,310048.0,3815.436288,1438.72,798090.0,11.625,4.5120000000000005,,,,,0.03267594682708119,0.0
,,,1471.0,0.0,5059.260416,,,7.308000000000007,178.0,19.3,4243.972096,31349.833728,38.16899999999987,4591.0,25.624999999999996,1696169637.0,25467.174912,,0.0066619961233266405,0.06739386977677261,148,,2.654208,6.875000000000001,,185,,790403.0,,0.0,,,8628.0,310183.0,3815.436288,1438.72,798583.0,11.625,4.5120000000000005,,,,,0.004084960498607077,0.0
,,,1474.0,0.0,5059.252224,,,7.320000000000007,178.0,19.3,4243.972096,31349.833728,38.16999999999962,4591.0,23.625,1696169638.0,25467.174912,,0.005608894260341912,0.06739449474733095,149,,2.654208,6.875000000000001,,186,,790660.0,,0.0,,,8628.0,310307.0,3815.436288,1438.72,798993.0,11.375,4.5120000000000005,,,,,0.044934982173180246,0.0
,,,1475.0,0.0,5059.248128,,,7.323999999999998,178.0,19.3,4243.972096,31349.833728,38.17099999999982,4591.0,23.625,1696169639.0,25467.179008,,0.021279578196139046,0.28012127160922534,150,,2.654208,6.875000000000001,,187,,790968.0,,0.0,,,8628.0,310462.0,3815.436288,1438.72,799449.0,11.375,4.5120000000000005,,,,,0.004085168366757694,0.0
,,,1476.0,0.0,5059.2768,,,7.332000000000008,178.0,19.3,4243.972096,31349.833728,38.172000000000025,4591.0,23.625,1696169640.0,25467.14624,,0.0,0.0,151,,2.654208,6.875000000000001,,188,,791207.0,,0.0,,,8628.0,310556.0,3815.436288,1438.72,799853.0,11.375,4.5120000000000005,,,,,0.004085288826269836,0.0
,,,1477.0,0.0,5059.244032,,,7.3359999999999985,178.0,19.3,4243.972096,31349.833728,38.172999999999774,4591.0,23.625,1696169641.0,25467.179008,,0.05884161333800616,0.08478777287293968,152,,2.654208,6.875000000000001,,189,,791605.0,,0.0,,,8628.0,310769.0,3815.436288,1438.72,800453.0,11.375,4.5120000000000005,,,,,0.004085004207824475,0.0
,,,1478.0,0.0,5102.362624,,,7.340000000000003,178.0,19.4,4243.972096,31349.833728,38.172999999999774,4591.0,23.625,1696169642.0,25424.060416,,0.007667778930738808,0.06945683205884566,153,,2.654208,6.875000000000001,,190,,792570.0,,0.0,,,8628.0,311866.0,3815.436288,1438.72,801406.0,11.375,4.5120000000000005,,,,,0.004085226651853519,0.0
,,,1479.0,0.0,5059.960832,,,7.347999999999999,178.0,19.3,4243.972096,31349.833728,38.17399999999998,4591.0,22.75,1696169643.0,25466.478592,,0.0811303454217258,0.09803150324482844,154,,2.654208,6.875000000000001,,191,,794248.0,,0.0,,,8628.0,313235.0,3815.436288,1438.72,803188.0,11.375,4.5120000000000005,,,,,0.0040856434405663646,0.0
,,,1498.0,0.0,5059.97312,,,7.372,178.0,19.3,4243.972096,31349.833728,38.18299999999999,4591.0,22.75,1696169644.0,25466.466304,,0.07408147568737217,0.035540595940613824,155,,2.654208,6.875000000000001,,192,,794998.0,,0.0,,,8628.0,313919.0,3815.436288,1438.72,803934.0,11.375,4.5120000000000005,,,,,0.3350104131127121,0.0
,,,1499.0,0.0,5060.063232,,,7.376000000000005,178.0,19.3,4243.972096,31349.833728,38.18299999999999,4591.0,22.75,1696169645.0,25466.372096,,0.02172567540002071,0.08577772170992831,156,,2.654208,6.875000000000001,,193,,795372.0,,0.0,,,8628.0,314191.0,3815.436288,1438.72,804430.0,11.375,4.5120000000000005,,,,,0.004085033347822401,0.0
,,,1501.0,0.0,5060.059136,,,7.388000000000005,178.0,19.3,4243.972096,31349.833728,38.18399999999974,4591.0,22.75,1696169646.0,25466.372096,,0.0056090649756540874,0.06686994815215436,157,,2.654208,6.875000000000001,,194,,795660.0,,0.0,,,8628.0,314341.0,3815.436288,1438.72,804882.0,11.375,4.5120000000000005,,,,,0.032680981699158326,0.0
,,,1502.0,0.0,5060.059136,,,7.391999999999996,178.0,19.3,4243.972096,31349.833728,38.184999999999945,4591.0,22.75,1696169647.0,25466.372096,,0.005609783957564878,0.06740518507890018,158,,2.654208,6.875000000000001,,195,,795935.0,,0.0,,,8628.0,314479.0,3815.436288,1438.72,805318.0,11.375,4.5120000000000005,,,,,0.004085646355459497,0.0
,,,1503.0,0.0,5060.022272,,,7.396000000000001,178.0,19.3,4243.972096,31349.833728,38.185999999999694,4591.0,20.875,1696169648.0,25466.417152,,0.009582122833232861,0.07842022092065075,159,,2.654208,6.875000000000001,,196,,796256.0,,0.0,,,8628.0,314643.0,3815.436288,1438.72,805798.0,11.25,4.5120000000000005,,,,,0.0040849682690662515,0.0
,,,1506.0,0.0,5060.01408,,,7.408000000000001,178.0,19.3,4243.972096,31349.833728,38.18799999999965,4591.0,20.875,1696169649.0,25466.425344,,0.1633088916105677,0.2968092030400926,160,,2.654208,6.875000000000001,,197,,797045.0,,0.0,,,8628.0,315026.0,3815.436288,1438.72,806878.0,11.25,4.5120000000000005,,,,,0.0653618546054504,0.0
,,,1507.0,0.0,5081.853952,,,7.412000000000006,178.0,19.4,4243.972096,31349.833728,38.18799999999965,4591.0,20.875,1696169650.0,25444.581376,,392.87018559659924,281.46355387673145,161,,2.654208,6.875000000000001,,198,,809488.0,,0.0,,,8628.0,319138.0,3815.436288,1438.72,825356.0,11.25,4.5120000000000005,,,,,0.004086745564793958,0.0
,,,1508.0,0.0,5114.769408,,,7.415999999999997,178.0,19.5,4243.972096,31349.833728,38.18899999999985,4591.0,20.875,1696169651.0,25411.66592,,532.8582308269235,716.924203613194,162,,2.654208,6.875000000000001,,199,,843848.0,,0.0,,,8628.0,329956.0,3815.436288,1438.72,878405.0,11.25,4.5120000000000005,,,,,0.004085648298723895,0.0
,,,1509.0,0.0,5202.620416,,,7.424000000000007,178.0,19.8,4243.972096,31349.833728,38.18899999999985,4591.0,20.875,1696169652.0,25323.80672,,141.56868480522024,68.2299670730732,163,,2.654208,6.875000000000001,,200,,861713.0,,0.0,,,8628.0,336704.0,3815.436288,1438.72,903332.0,11.25,4.5120000000000005,,,,,0.004082102005425427,0.0
23.225499821000085,744.0,11.0,,,,1.0,23.422901812999953,,,,,,,,,1696169653.0,,8.0,,,164,,,,,201,,,,,4.0,0.004601390000061656,,,,,,,,,2.6340057849884033,0.0001,,,
,,,1514.0,0.0,5166.42816,,,7.436000000000007,178.0,19.6,4244.037632,31349.833728,38.19200000000001,4591.0,20.25,1696169653.0,25379.098624,,13.728803001831373,12.495165986391465,164,,2.654208,6.875000000000001,0.009970489999886922,202,,888040.0,,0.0,,,8734.0,348152.0,3815.436288,1438.785536,938331.0,11.25,4.5120000000000005,,,,,0.0896085492573203,0.0
0.3651710260000982,764.0,12.0,,,,1.0,0.623152072999801,,,,,,,,,1696169654.0,,8.0,,,165,,,,,203,0.021310602000085055,,,,4.0,0.006925235999915458,,,,,,,,0.2192153739999867,2.6103756427764893,0.0001,0.0005593449998286815,,
0.033424844999899506,,,1516.0,0.0,5248.4096,,,7.444000000000003,182.0,19.8,4243.972096,31369.05216,38.19399999999996,4591.0,20.25,1696169654.0,25316.462592,,8.289303390021377,9.363555384399618,165,,2.654208,6.875000000000001,0.005937925999887739,204,0.01843327999995381,903907.0,,0.0,,,8784.0,355361.0,3815.436288,1438.72,957219.0,11.25,4.5120000000000005,0.16566301100010605,,,0.0005091689999972004,0.008168852699004572,0.0
,784.0,13.0,,,,1.0,0.22909246999984134,,,,,,,,,1696169654.0,,8.0,,,165,,,,,205,,,,,4.0,0.005124238999997033,,,,,,,,,2.5842690467834473,0.0001,,,
,,,1518.0,0.0,5394.874368,,,7.451999999999998,182.0,20.2,4244.02944,31349.833728,38.19399999999996,4591.0,20.25,1696169655.0,25189.216256,,0.9455998195199683,1.5580872579704101,166,,2.654208,6.875000000000001,0.00579865300005622,206,0.018324529999972583,908834.0,,0.0,,,8860.0,357317.0,3815.436288,1438.777344,962316.0,11.25,4.5120000000000005,0.16683826400003454,,,0.00040791400010675716,0.008167881764685418,0.0
,,,1519.0,0.0,5383.651328,,,7.456000000000003,182.0,20.2,4244.099072,31349.829632,38.19499999999971,4591.0,20.25,1696169656.0,25181.241344,,0.524487628691032,1.1042113452222793,167,,2.654208,6.875000000000001,,207,,913354.0,,0.0,,,8860.0,359210.0,3815.436288,1438.773248,967369.0,11.25,4.5120000000000005,,,,,0.004083291504733368,0.0
