03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_peers,03_hivemind/global_samples_accumulated,_step,03_hivemind/eta_next_epoch_s,_runtime,03_hivemind/global_epoch,03_hivemind/next_fetch_time_s,03_hivemind/actual_total_samples_per_second,_timestamp,03_hivemind/num_clients,04_peers/peer_1_samples_accumulated,04_peers/peer_1_epoch,04_peers/peer_1_samples_per_second,04_peers/peer_1_epoch_oos,04_peers/peer_2_samples_accumulated,04_peers/peer_2_epoch,04_peers/peer_2_epoch_oos,04_peers/peer_2_samples_per_second,03_hivemind/epoch_s,03_hivemind/undershot_TBS,03_hivemind/total_training_samples,03_hivemind/per_epoch_training_samples,03_hivemind/reached_TBS,03_hivemind/epoch_based_sps,03_hivemind/overshot_TBS
208,5.0652963157539075,1,192,0,3193.53,42,0,10.0,5.0652963157539075,1683038692,0,,,,,,,,,,,,,,,
1110,105.70768817868623,1,1088,1,144.49,43,0,10.0,105.70768817868623,1683038693,0,192.0,0.0,5.07,0.0,,,,,,,,,,,
1375,150.1055305980137,1,1344,2,99.99,44,0,10.0,150.1055305980137,1683038694,0,1088.0,0.0,105.71,0.0,,,,,,,,,,,
1836,234.16728901933834,2,1792,3,62.13,46,0,10.0,234.16728901933834,1683038696,0,1344.0,0.0,150.11,0.0,,,,,,,,,,,
2363,320.0380691759873,2,2304,4,43.81,47,0,10.0,320.0380691759873,1683038697,0,1600.0,0.0,182.41,0.0,192.0,0.0,0.0,51.75,,,,,,,
2966,384.253631355234,2,2912,5,34.92,48,0,10.0,384.253631355234,1683038698,0,1856.0,0.0,200.62,0.0,448.0,0.0,0.0,119.42,,,,,,,
3491,413.1851311840376,2,3424,6,31.21,49,0,10.0,413.1851311840376,1683038699,0,2176.0,0.0,210.99,0.0,736.0,0.0,0.0,173.27,,,,,,,
4015,428.1380154207093,2,3968,7,28.89,51,0,10.0,428.1380154207093,1683038701,0,2432.0,0.0,214.17,0.0,992.0,0.0,0.0,199.02,,,,,,,
4540,434.46753458762373,2,4480,8,27.26,52,0,10.0,434.46753458762373,1683038702,0,2688.0,0.0,215.53,0.0,1280.0,0.0,0.0,212.61,,,,,,,
5060,436.86689774788283,2,4992,9,25.92,53,0,10.0,436.86689774788283,1683038703,0,2944.0,0.0,216.84,0.0,1536.0,0.0,0.0,217.62,,,,,,,
5578,437.24040722241733,2,5504,10,24.71,54,0,9.89,437.24040722241733,1683038704,0,3200.0,0.0,217.19,0.0,1792.0,0.0,0.0,219.67,,,,,,,
6097,437.625263618722,2,6048,11,23.51,55,0,9.4,437.625263618722,1683038705,0,3456.0,0.0,216.92,0.0,2048.0,0.0,0.0,220.32,,,,,,,
6613,436.1838061384192,2,6560,12,22.4,56,0,8.96,436.1838061384192,1683038706,0,3712.0,0.0,216.88,0.0,2336.0,0.0,0.0,220.74,,,,,,,
7134,437.6083613596178,2,7072,13,21.14,58,0,8.45,437.6083613596178,1683038708,0,3968.0,0.0,216.83,0.0,2592.0,0.0,0.0,219.35,,,,,,,
7652,437.1616857611035,2,7584,14,19.97,59,0,7.99,437.1616857611035,1683038709,0,4224.0,0.0,216.74,0.0,2848.0,0.0,0.0,220.87,,,,,,,
8169,436.86114449957233,2,8096,15,18.8,60,0,7.52,436.86114449957233,1683038710,0,4480.0,0.0,216.71,0.0,3104.0,0.0,0.0,220.45,,,,,,,
8687,436.6398808315854,2,8608,16,17.63,61,0,7.05,436.6398808315854,1683038711,0,4736.0,0.0,216.69,0.0,3360.0,0.0,0.0,220.17,,,,,,,
9203,436.12979618094107,2,9120,17,16.47,62,0,6.59,436.12979618094107,1683038712,0,4992.0,0.0,216.49,0.0,3616.0,0.0,0.0,220.15,,,,,,,
9720,436.4961819968571,2,9664,18,15.27,64,0,6.11,436.4961819968571,1683038714,0,5248.0,0.0,216.32,0.0,3872.0,0.0,0.0,219.81,,,,,,,
10238,434.87003566667516,2,10176,19,14.13,65,0,5.65,434.87003566667516,1683038715,0,5504.0,0.0,216.29,0.0,4160.0,0.0,0.0,220.21,,,,,,,
10759,436.4094844947067,2,10688,20,12.89,66,0,5.16,436.4094844947067,1683038716,0,5760.0,0.0,216.17,0.0,4416.0,0.0,0.0,218.7,,,,,,,
11283,436.33451814446323,2,11200,21,11.69,67,0,4.68,436.33451814446323,1683038717,0,6016.0,0.0,216.32,0.0,4672.0,0.0,0.0,220.08,,,,,,,
11803,435.9923477090133,2,11712,22,10.51,68,0,4.2,435.9923477090133,1683038718,0,6272.0,0.0,216.19,0.0,4928.0,0.0,0.0,220.14,,,,,,,
12322,435.6148881872226,2,12256,23,9.32,70,0,3.73,435.6148881872226,1683038720,0,6528.0,0.0,216.1,0.0,5184.0,0.0,0.0,219.89,,,,,,,
12841,435.07842593086457,2,12768,24,8.14,71,0,3.26,435.07842593086457,1683038721,0,6784.0,0.0,216.07,0.0,5472.0,0.0,0.0,219.54,,,,,,,
13359,434.99273850354905,2,13280,25,6.95,72,0,2.78,434.99273850354905,1683038722,0,7040.0,0.0,215.98,0.0,5728.0,0.0,0.0,219.1,,,,,,,
13877,434.5299268803659,2,13792,26,5.77,73,0,2.31,434.5299268803659,1683038723,0,7296.0,0.0,215.94,0.0,5984.0,0.0,0.0,219.06,,,,,,,
14394,434.8413401723262,2,14304,27,4.58,74,0,1.83,434.8413401723262,1683038724,0,7552.0,0.0,215.89,0.0,6240.0,0.0,0.0,218.64,,,,,,,
14912,434.6619467016385,2,14816,28,3.39,76,0,1.35,434.6619467016385,1683038726,0,7808.0,0.0,215.76,0.0,6496.0,0.0,0.0,219.08,,,,,,,
15429,434.3387725859166,2,15328,29,2.2,77,0,0.88,434.3387725859166,1683038727,0,8064.0,0.0,215.55,0.0,6752.0,0.0,0.0,219.11,,,,,,,
15944,434.2078603968638,2,15872,30,1.01,78,0,0.5,434.2078603968638,1683038728,0,8320.0,0.0,215.34,0.0,7008.0,0.0,0.0,219.0,,,,,,,
16460,433.1597288538929,2,16384,31,0.0,79,0,0.5,433.1597288538929,1683038729,0,8576.0,0.0,215.11,0.0,7296.0,0.0,0.0,219.1,,,,,,,
16976,433.1225031844716,2,16416,32,0.0,80,0,0.5,433.1225031844716,1683038730,0,8832.0,0.0,215.15,0.0,7552.0,0.0,0.0,218.01,,,,,,,
17488,433.1225031844716,2,16416,33,0.0,81,0,0.5,433.1225031844716,1683038731,0,8864.0,0.0,215.12,0.0,7552.0,0.0,0.0,218.01,,,,,,,
18003,433.1225031844716,2,16416,34,0.0,83,0,0.5,433.1225031844716,1683038733,0,8864.0,0.0,215.12,0.0,7552.0,0.0,0.0,218.01,,,,,,,
420,431.08881526193716,2,320,35,37.03,84,1,10.0,431.08881526193716,1683038734,0,8864.0,0.0,215.12,0.0,7552.0,0.0,0.0,218.01,,,,,,,
938,432.653401018312,2,864,36,35.7,85,1,10.0,432.653401018312,1683038735,0,160.0,1.0,214.62,0.0,160.0,1.0,0.0,216.47,41.76528640463948,0.0,16416.0,16416.0,0.0,393.05369155032145,1.0
1457,433.0998421716647,2,1376,37,34.47,86,1,10.0,433.0998421716647,1683038736,0,416.0,1.0,214.57,0.0,448.0,1.0,0.0,218.08,,,,,,,
1974,433.3430727860685,2,1888,38,33.25,87,1,10.0,433.3430727860685,1683038737,0,672.0,1.0,214.61,0.0,704.0,1.0,0.0,218.49,,,,,,,
2490,433.15451556296364,2,2400,39,32.08,89,1,10.0,433.15451556296364,1683038739,0,928.0,1.0,214.85,0.0,960.0,1.0,0.0,218.49,,,,,,,
3005,433.0898298531279,2,2912,40,30.89,90,1,10.0,433.0898298531279,1683038740,0,1184.0,1.0,214.96,0.0,1216.0,1.0,0.0,218.2,,,,,,,
3522,432.8567443286429,2,3424,41,29.72,91,1,10.0,432.8567443286429,1683038741,0,1440.0,1.0,214.86,0.0,1472.0,1.0,0.0,218.23,,,,,,,
4040,433.1875320253582,2,3968,42,28.5,92,1,10.0,433.1875320253582,1683038742,0,1696.0,1.0,214.74,0.0,1728.0,1.0,0.0,218.12,,,,,,,
4555,432.8589563724287,2,4512,43,27.33,93,1,10.0,432.8589563724287,1683038743,0,1984.0,1.0,214.93,0.0,1984.0,1.0,0.0,218.26,,,,,,,
5070,432.63502359985614,2,5024,44,26.15,95,1,10.0,432.63502359985614,1683038745,0,2240.0,1.0,214.81,0.0,2272.0,1.0,0.0,218.05,,,,,,,
5587,432.59756980167924,2,5536,45,24.96,96,1,9.98,432.59756980167924,1683038746,0,2496.0,1.0,214.79,0.0,2528.0,1.0,0.0,217.84,,,,,,,
6102,432.6891020056263,2,6048,46,23.76,97,1,9.51,432.6891020056263,1683038747,0,2752.0,1.0,214.78,0.0,2784.0,1.0,0.0,217.82,,,,,,,
6619,432.39061920300577,2,6560,47,22.58,98,1,9.03,432.39061920300577,1683038748,0,3008.0,1.0,214.88,0.0,3040.0,1.0,0.0,217.81,,,,,,,
7131,432.00462165505326,2,7040,48,21.42,99,1,8.57,432.00462165505326,1683038749,0,3264.0,1.0,214.8,0.0,3296.0,1.0,0.0,217.59,,,,,,,
7644,431.82873161037327,2,7552,49,20.24,101,1,8.1,431.82873161037327,1683038751,0,3488.0,1.0,214.59,0.0,3552.0,1.0,0.0,217.42,,,,,,,
8158,431.7203511836424,2,8064,50,19.05,102,1,7.62,431.7203511836424,1683038752,0,3744.0,1.0,214.54,0.0,3808.0,1.0,0.0,217.28,,,,,,,
8670,431.6667767137329,2,8576,51,17.87,103,1,7.15,431.6667767137329,1683038753,0,4000.0,1.0,214.5,0.0,4064.0,1.0,0.0,217.22,,,,,,,
9183,431.34603461995806,2,9088,52,16.69,104,1,6.68,431.34603461995806,1683038754,0,4256.0,1.0,214.46,0.0,4320.0,1.0,0.0,217.21,,,,,,,
9694,430.95039538917564,2,9600,53,15.52,105,1,6.21,430.95039538917564,1683038755,0,4512.0,1.0,214.28,0.0,4576.0,1.0,0.0,217.07,,,,,,,
10207,430.82182081234885,2,10112,54,14.34,106,1,5.73,430.82182081234885,1683038756,0,4768.0,1.0,214.07,0.0,4832.0,1.0,0.0,216.88,,,,,,,
10720,430.6431992423378,2,10656,55,13.15,108,1,5.26,430.6431992423378,1683038758,0,5024.0,1.0,214.0,0.0,5088.0,1.0,0.0,216.82,,,,,,,
11230,430.2354913280657,2,11168,56,11.98,109,1,4.79,430.2354913280657,1683038759,0,5280.0,1.0,213.9,0.0,5376.0,1.0,0.0,216.74,,,,,,,
11743,430.40687231355827,2,11680,57,10.78,110,1,4.31,430.40687231355827,1683038760,0,5536.0,1.0,213.56,0.0,5632.0,1.0,0.0,216.68,,,,,,,
12256,430.10680378327896,2,12192,58,9.6,111,1,3.84,430.10680378327896,1683038761,0,5792.0,1.0,213.87,0.0,5888.0,1.0,0.0,216.53,,,,,,,
12771,430.10576059197797,2,12704,59,8.4,112,1,3.36,430.10576059197797,1683038762,0,6048.0,1.0,213.92,0.0,6144.0,1.0,0.0,216.19,,,,,,,
13281,430.1129904476197,2,13216,60,7.22,114,1,2.89,430.1129904476197,1683038764,0,6304.0,1.0,213.87,0.0,6400.0,1.0,0.0,216.24,,,,,,,
13791,429.82757316129926,2,13728,61,6.03,115,1,2.41,429.82757316129926,1683038765,0,6560.0,1.0,213.85,0.0,6656.0,1.0,0.0,216.26,,,,,,,
14302,429.79328570700244,2,14240,62,4.84,116,1,1.94,429.79328570700244,1683038766,0,6816.0,1.0,213.67,0.0,6912.0,1.0,0.0,216.16,,,,,,,
14815,429.64363884247746,2,14752,63,3.65,117,1,1.46,429.64363884247746,1683038767,0,7072.0,1.0,213.63,0.0,7168.0,1.0,0.0,216.16,,,,,,,
15324,429.58905037327554,2,15264,64,2.47,118,1,0.99,429.58905037327554,1683038768,0,7328.0,1.0,213.6,0.0,7424.0,1.0,0.0,216.04,,,,,,,
15836,429.8439286898341,2,15776,65,1.27,120,1,0.51,429.8439286898341,1683038770,0,7584.0,1.0,213.51,0.0,7680.0,1.0,0.0,216.08,,,,,,,
16347,429.5085670097907,2,16288,66,0.09,121,1,0.5,429.5085670097907,1683038771,0,7840.0,1.0,213.68,0.0,7936.0,1.0,0.0,216.16,,,,,,,
16857,429.4067319072442,2,16416,67,0.0,122,1,0.5,429.4067319072442,1683038772,0,8096.0,1.0,213.51,0.0,8192.0,1.0,0.0,216.0,,,,,,,
