02_timing/dataload_time_s,cpu/interrupts/interrupts_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_five_min_percent,01_general/step,02_timing/step_time_s,01_general/minibatch_loss,disk/time/disk_busy_time_sys_s,process/involuntary_proc_ctx_switches,process/memory/virtual_memory_size_proc_MB,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/resident_set_size_proc_MB,02_timing/forward_time_s,02_timing/loss_calc_time_s,cpu/interrupts/soft_interrupts_count,process/voluntary_proc_ctx_switches,cpu/load/avg_sys_load_one_min_percent,process/memory/text_resident_set_proc_MB,_runtime,02_timing/backward_time_s,cpu/interrupts/ctx_switches_count,bandwidth/disk_write_sys_bandwidth_MBs,process/memory/data_resident_set_proc_MB,disk/time/disk_read_time_sys_s,02_timing/dataload_cuda_move_time_s,process/memory/dirty_pages_proc_count,02_timing/opt_step_time_s,memory/total_memory_sys_MB,memory/available_memory_sys_MB,memory/used_memory_sys_percent,disk/counter/disk_read_sys_count,_timestamp,03_hivemind/num_peers,cpu/logical_core_count,memory/used_memory_sys_MB,01_general/locally_processed_samples,process/memory/shared_memory_proc_MB,disk/time/disk_write_time_sys_s,disk/counter/disk_write_sys_count,process/memory/lib_memory_proc_MB,01_general/dataset_iteration_count,bandwidth/net_recv_sys_bandwidth_Mbits,_step,01_general/lr,03_hivemind/global_epoch,cpu/load/avg_sys_load_fifteen_min_percent
0.002608645999998771,,,,17.0,0.08195634300022903,7.0618896484375,,,,,,0.03559082700007821,0.0002595079999991867,,,,,9,0.02930292200016993,,,,,0.002612667999983387,,0.011581771999999546,,,,,1680687590.0,1.0,,,576.0,,,,,0.0,,27,0.0001,0.0,
,704025.0,0.0,2.1,,,,0.12400000000000944,198.0,25435.5456,0.4106093110326871,5449.375744,,,32700.0,1118.0,1.5000000000000002,2.719744,9,,34528.0,0.03268976536428553,0.0,0.0,0.002658415000041714,0.0,,,201850.871808,4.4,0.0,1680687590.0,,,6370.07872,,1906.479104,0.02800000000002001,119.0,6172.110848,,198.26388181796554,28,,,1.4333333333333333
0.0029696629999307333,,,,18.0,0.08214780900016194,6.9405517578125,,,,,,0.03637596799990206,0.0002683580000848451,,,,,9,0.029433299000174884,,,,,,,0.010442106000027707,,,,,1680687590.0,1.0,,,608.0,,,,,0.0,,29,0.0001,0.0,
0.002687474999902406,,,,19.0,0.081926503999739,6.982666015625,,,,,,0.035930081999822505,0.00025745199991433765,,,,,9,0.02943215200002669,,,,,0.0025951820000500447,,0.011024161000023014,,,,,1680687590.0,1.0,,,640.0,,,,,0.0,,30,0.0001,0.0,
0.002507667999907426,,,,20.0,0.08290161700006138,7.150634765625,,,,,,0.035888176000071326,0.00025599100013096177,,,,,10,0.029423135000115508,,,,,0.0025962239999444137,,0.012230422999891744,,,,,1680687591.0,1.0,,,672.0,,,,,0.0,,31,0.0001,0.0,
0.002495330999863654,,,,21.0,0.08278079399997296,7.3143310546875,,,,,,0.03569170200012195,0.00025561999996170925,,,,,10,0.029927915000143912,,,,,0.0026343419999648177,,0.011775883999916914,,,,,1680687591.0,1.0,,,704.0,,,,,0.0,,32,0.0001,0.0,
0.0025987690000874863,,,,22.0,0.08241785799987156,7.05029296875,,,,,,0.03558502500004579,0.00025601499987715215,,,,,10,0.029389484999910565,,,,,0.002646337999976822,,0.011942225999973743,,,,,1680687591.0,1.0,,,736.0,,,,,0.0,,33,0.0001,0.0,
0.0025380439999480586,,,,23.0,0.08205360299984932,7.1375732421875,,,,,,0.03549156500002937,0.0002539459999297833,,,,,10,0.029439274000196747,,,,,0.002676297999869348,,0.011654475999876013,,,,,1680687591.0,1.0,,,768.0,,,,,0.0,,34,0.0001,0.0,
0.0025323840000055498,,,,24.0,0.0811893750001218,6.916015625,,,,,,0.03550825199999963,0.0002876870000818599,,,,,10,0.029976998999927673,,,,,0.002671834000011586,,0.010212219000095502,,,,,1680687591.0,1.0,,,800.0,,,,,0.0,,35,0.0001,0.0,
,711954.0,0.0,2.1,,,,0.16800000000000637,200.0,25435.5456,0.9959498738417323,5449.633792,,,41255.0,1209.0,1.5000000000000002,2.719744,10,,41620.0,0.20423195105956488,0.0,0.0,0.0026903790001142625,0.0,,,201844.166656,4.4,0.0,1680687591.0,,,6376.07936,,1906.479104,0.03700000000003456,147.0,6172.11904,,208.55927507933825,36,,,1.4333333333333333
0.00255270500019833,,,,25.0,0.08253325500027131,7.08837890625,,,,,,0.0418618809999316,0.0003090760001214221,,,,,10,0.02960450899990974,,,,,,,0.005514704999995956,,,,,1680687591.0,1.0,,,832.0,,,,,0.0,,37,0.0001,0.0,
0.002901677999943786,,,,26.0,0.08300646199973016,7.0352783203125,,,,,,0.03629642999999305,0.00026490599998396647,,,,,10,0.03254232599988427,,,,,0.00267244299993763,,0.00832867899998746,,,,,1680687591.0,1.0,,,864.0,,,,,0.0,,38,0.0001,0.0,
0.003194549999989249,,,,27.0,0.08332668600019133,7.1103515625,,,,,,0.03643419200011522,0.00027559499994822545,,,,,11,0.03279757000018435,,,,,0.002679082999975435,,0.007945695999978852,,,,,1680687592.0,1.0,,,896.0,,,,,0.0,,39,0.0001,0.0,
0.002546716000097149,,,,28.0,0.08239241400019637,7.006591796875,,,,,,0.03634988999988309,0.0002821099999437138,,,,,11,0.030804348000174286,,,,,0.002723830000149974,,0.009685519999948156,,,,,1680687592.0,1.0,,,928.0,,,,,0.0,,40,0.0001,0.0,
0.0029854580000119313,,,,29.0,0.08306129099992177,7.0682373046875,,,,,,0.03637873499997113,0.00026010399983533716,,,,,11,0.031232796000040253,,,,,0.002696206000109669,,0.009507991999953447,,,,,1680687592.0,1.0,,,960.0,,,,,0.0,,41,0.0001,0.0,
0.0026709070000379143,,,,30.0,0.0826429579994965,7.021240234375,,,,,,0.03623615600008634,0.0002861849998225807,,,,,11,0.030866379999906712,,,,,0.0026151749998462037,,0.009968154999796752,,,,,1680687592.0,1.0,,,992.0,,,,,0.0,,42,0.0001,0.0,
,733182.0,0.0,2.4,,,,0.19599999999999795,215.0,25435.807744,3.6437713895602055,5449.633792,0.0363383999999769,0.0002985099999932572,60630.0,1298.0,2.966666666666667,2.719744,11,0.030725235999852885,64510.0,0.028604953049688173,0.0,0.0,0.0026627660001850018,0.0,0.00922518599986688,,201798.537216,4.4,0.0,1680687592.0,,,6403.321856,,1906.479104,0.038000000000010914,154.0,6172.397568,,224.43055079152953,43,,,1.5333333333333334
0.0030657070001325337,,,,31.0,0.08231580500000746,7.05908203125,,,,,,,,,,,,11,,,,,,,,,,,,,1680687592.0,1.0,,,1024.0,,,,,0.0,,44,0.0001,0.0,
0.002539052999964042,,,,32.0,0.08175943600008395,6.93017578125,,,,,,0.036119493000114744,0.0002562980000675452,,,,,11,0.030388911000045482,,,,,0.002647949999982302,,0.009807730999909836,,,,,1680687592.0,1.0,,,1056.0,,,,,0.0,,45,0.0001,0.0,
0.0025635399999828223,,,,33.0,0.08354831400015428,7.243408203125,,,,,,0.035722972000030495,0.0002897870001561387,,,,,11,0.029922457000111535,,,,,0.0026374879998911638,,0.012412069999982123,,,,,1680687592.0,1.0,,,1088.0,,,,,0.0,,46,0.0001,0.0,
0.002617215000100259,,,,34.0,0.0829252489997998,7.0548095703125,,,,,,0.03593638200004534,0.00026519599987295805,,,,,12,0.03026769799998874,,,,,0.0027277529998173122,,0.011111004999975194,,,,,1680687593.0,1.0,,,1120.0,,,,,0.0,,47,0.0001,0.0,
0.0026312439999855997,,,,35.0,0.0824712419998832,7.1502685546875,,,,,,0.03575786600003994,0.0002640739999151265,,,,,12,0.030026337999970565,,,,,0.0026531000000886706,,0.011138619999883304,,,,,1680687593.0,1.0,,,1152.0,,,,,0.0,,48,0.0001,0.0,
0.0025147829999241367,,,,36.0,0.08263121899994985,7.08447265625,,,,,,0.03591100399989955,0.00026529999990998476,,,,,12,0.030232702999910543,,,,,0.0026673300001220923,,0.011040099000183545,,,,,1680687593.0,1.0,,,1184.0,,,,,0.0,,49,0.0001,0.0,
0.0025755439999102236,,,,37.0,0.08340689199985718,7.104736328125,,,,,,0.03582504800010611,0.00032067799998003466,,,,,12,0.03037894499993854,,,,,0.002760606000038024,,0.01154607099988425,,,,,1680687593.0,1.0,,,1216.0,,,,,0.0,,50,0.0001,0.0,
,753564.0,0.0,2.4,,,,0.23199999999999932,228.0,25435.807744,3.8319160817209985,5449.633792,0.0360069939999903,0.00028233700004420825,79856.0,1396.0,2.966666666666667,2.719744,12,0.03047193099996548,87255.0,0.032693023507017936,0.0,0.0,0.0027102779999950144,0.0,0.010363480000023628,,201785.552896,4.4,0.0,1680687593.0,,,6434.639872,,1906.479104,0.04200000000003001,162.0,6172.413952,,222.21263702389768,51,,,1.5333333333333334
0.0027919399999518646,,,,38.0,0.0826269599999705,7.175048828125,,,,,,,,,,,,12,,,,,,,,,,,,,1680687593.0,1.0,,,1248.0,,,,,0.0,,52,0.0001,0.0,
0.002546897000001991,,,,39.0,0.08232600499968612,7.3017578125,,,,,,0.03615437199982807,0.00026347800007897604,,,,,12,0.029976011999906405,,,,,0.0026374499998382817,,0.010747796000032395,,,,,1680687593.0,1.0,,,1280.0,,,,,0.0,,53,0.0001,0.0,
0.0026276700000380515,,,,40.0,0.08255544099961298,7.0833740234375,,,,,,0.035521252999842545,0.00026725399993665633,,,,,12,0.030039722999845253,,,,,0.002666523000016241,,0.011433017999934236,,,,,1680687593.0,1.0,,,1312.0,,,,,0.0,,54,0.0001,0.0,
0.0025685940001949348,,,,41.0,0.08287884900028075,6.89453125,,,,,,0.03590558500013685,0.000265650000073947,,,,,13,0.03017484199995124,,,,,0.002663670999936585,,0.011300506999987192,,,,,1680687594.0,1.0,,,1344.0,,,,,0.0,,55,0.0001,0.0,
0.0025576010000349925,,,,42.0,0.08285757300018304,7.1455078125,,,,,,0.0364019390001431,0.0002553790000092704,,,,,13,0.030021986000065226,,,,,0.0026861389999339735,,0.010934528999996473,,,,,1680687594.0,1.0,,,1376.0,,,,,0.0,,56,0.0001,0.0,
0.002705240999830494,,,,43.0,0.08317493000004106,7.2476806640625,,,,,,0.03592671599994901,0.00026373700006843137,,,,,13,0.03047026600006575,,,,,0.0026686550002068543,,0.01114031499992052,,,,,1680687594.0,1.0,,,1408.0,,,,,0.0,,57,0.0001,0.0,
0.002503407000176594,,,,44.0,0.0819375900000523,7.165771484375,,,,,,0.035675184999945486,0.00026313700004720886,,,,,13,0.03011796499981756,,,,,0.002668485000185683,,0.010709410999879765,,,,,1680687594.0,1.0,,,1440.0,,,,,0.0,,58,0.0001,0.0,
,772877.0,0.0,2.4,,,,0.2639999999999958,256.0,25511.317504,3.8567271307234003,5452.017664,0.03561823699988054,0.00027087900002698007,98149.0,1529.0,2.966666666666667,2.719744,13,0.030065043999911722,109803.0,0.03269447783131323,0.0,0.0,0.0026889699997809657,0.0,0.018354094999949666,,201770.778624,4.4,0.0,1680687594.0,,,6449.897472,,1908.576256,0.04499999999995907,170.0,6180.982784,,221.95489980324425,59,,,1.5333333333333334
0.0025958220001029986,,,,45.0,0.08959304699965287,7.08349609375,,,,,,,,,,,,13,,,,,,,,,,,,,1680687594.0,2.0,,,1472.0,,,,,0.0,,60,0.0001,0.0,
0.0029376249999586435,,,,46.0,0.08348869799988279,7.3140869140625,,,,,,0.03673691799986045,0.00026363300003140466,,,,,13,0.02981676200010952,,,,,0.0026389600000129576,,0.01109479999990981,,,,,1680687594.0,2.0,,,1504.0,,,,,0.0,,61,0.0001,0.0,
0.002550228999780302,,,,47.0,0.0826345659997969,7.03076171875,,,,,,0.03570018400000663,0.000288730999955078,,,,,13,0.030427161000034175,,,,,0.00263132999998561,,0.01103693100003511,,,,,1680687594.0,2.0,,,1536.0,,,,,0.0,,62,0.0001,0.0,
0.0029770900000585243,,,,48.0,0.08315323700003319,7.3709716796875,,,,,,0.03739604599991253,0.00042113700010304456,,,,,14,0.031183308999970905,,,,,0.002863361999970948,,0.008312293000017235,,,,,1680687595.0,2.0,,,1568.0,,,,,0.0,,63,0.0001,0.0,
0.002939930999900753,,,,49.0,0.08323282699984702,6.946044921875,,,,,,0.03804050000007919,0.0002827109999543609,,,,,14,0.03171787399992354,,,,,0.002670481999984986,,0.007581329000004189,,,,,1680687595.0,2.0,,,1600.0,,,,,0.0,,64,0.0001,0.0,
0.0026367190000655683,,,,50.0,0.08264811599997302,7.2601318359375,,,,,,0.037319543999956295,0.0002629919999890262,,,,,14,0.03210810299992772,,,,,0.0028439630000320903,,0.007476795000002312,,,,,1680687595.0,2.0,,,1632.0,,,,,0.0,,65,0.0001,0.0,
0.002689037999971333,,,,51.0,0.08220685899982527,7.05712890625,,,,,,0.03636659599987979,0.0002630229998885625,,,,,14,0.033285221999904024,,,,,0.002598258000034548,,0.007004722000147012,,,,,1680687595.0,2.0,,,1664.0,,,,,0.0,,66,0.0001,0.0,
,792735.0,0.0,2.4,,,,0.29999999999999716,836.0,25511.579648,3.9517754201772775,5450.133504,0.03617721899991011,0.0002871879999020166,115640.0,1650.0,2.966666666666667,2.719744,14,0.03269143600005009,132744.0,0.032693801211709186,0.0,0.0,0.0026674980001644144,0.0,0.007978071000025011,,201763.565568,4.4,0.0,1680687595.0,,,6457.020416,,1906.683904,0.04899999999997817,178.0,6181.261312,,207.54554205271444,67,,,1.5333333333333334
0.0029706510001688002,,,,52.0,0.08277206300022044,7.1304931640625,,,,,,,,,,,,14,,,,,,,,,,,,,1680687595.0,2.0,,,1696.0,,,,,0.0,,68,0.0001,0.0,
0.0025842709999324143,,,,53.0,0.08322659199984628,7.1837158203125,,,,,,0.03599878600016382,0.0002664049998202245,,,,,14,0.031840758000043934,,,,,0.002675333000070168,,0.009861038999815719,,,,,1680687595.0,2.0,,,1728.0,,,,,0.0,,69,0.0001,0.0,
0.0027157280001119943,,,,54.0,0.08308562100023664,7.197265625,,,,,,0.03587453599993751,0.0002622800000153802,,,,,14,0.031092186000023503,,,,,0.0026547200000095472,,0.010486171000138711,,,,,1680687595.0,2.0,,,1760.0,,,,,0.0,,70,0.0001,0.0,
0.00262144399994213,,,,55.0,0.08334955300006186,7.2352294921875,,,,,,0.036205039999913424,0.00029018700001870457,,,,,15,0.03283571900010429,,,,,0.0026601060001212318,,0.008737056999962078,,,,,1680687596.0,2.0,,,1792.0,,,,,0.0,,71,0.0001,0.0,
0.002856197999790311,,,,56.0,0.08385544099996878,7.3092041015625,,,,,,0.03630996199990477,0.00031917800015435205,,,,,15,0.03321823000010227,,,,,0.0028052430000116146,,0.008346630000005462,,,,,1680687596.0,2.0,,,1824.0,,,,,0.0,,72,0.0001,0.0,
0.0028543570001602347,,,,57.0,0.0833818550001979,7.2462158203125,,,,,,0.03633880899997166,0.00026506900007916556,,,,,15,0.03247987299982924,,,,,0.002640243000087139,,0.008803504000070461,,,,,1680687596.0,2.0,,,1856.0,,,,,0.0,,73,0.0001,0.0,
0.0028367849999995087,,,,58.0,0.08370151899998746,6.9566650390625,,,,,,0.036247825000145895,0.0002841949999492499,,,,,15,0.030323051999857853,,,,,0.0026160380000419536,,0.011393623999992997,,,,,1680687596.0,2.0,,,1888.0,,,,,0.0,,74,0.0001,0.0,
,812651.0,0.0,2.4,,,,0.3440000000000083,860.0,25511.583744,3.874071574851413,5450.141696,0.03681826299998647,0.00028244400004950876,132855.0,1763.0,2.966666666666667,2.719744,15,0.030352436000157468,155805.0,0.20426764715836288,0.0,0.0,0.002688194000029398,0.0,0.009712660999866785,,201738.297344,4.4,0.0,1680687596.0,,,6482.280448,,1906.688,0.05700000000001637,201.0,6181.277696,,198.63249323489154,75,,,1.5333333333333334
0.0030004899999767076,,,,59.0,0.08285448800006634,7.05859375,,,,,,,,,,,,15,,,,,,,,,,,,,1680687596.0,2.0,,,1920.0,,,,,0.0,,76,0.0001,0.0,
0.0030108710000149586,,,,60.0,0.08362684399980935,7.3507080078125,,,,,,0.03711322999993172,0.000262068999973053,,,,,15,0.03038432199991803,,,,,0.002685552999992069,,0.010170798999979525,,,,,1680687596.0,2.0,,,1952.0,,,,,0.0,,77,0.0001,0.0,
0.0027905950000786106,,,,61.0,0.08327602500003195,7.0462646484375,,,,,,0.036467307000066285,0.00022334099980980682,,,,,15,0.030277516000069227,,,,,0.002739043000019592,,0.01077822299998843,,,,,1680687596.0,2.0,,,1984.0,,,,,0.0,,78,0.0001,0.0,
0.0026861880000979,,,,62.0,0.08296089700024822,7.0133056640625,,,,,,0.037928208000039376,0.0003012399999988702,,,,,16,0.031054734000008466,,,,,0.0027305080000132875,,0.008260019000090324,,,,,1680687597.0,2.0,,,2016.0,,,,,0.0,,79,0.0001,0.0,
0.0025589629999558383,,,,63.0,0.08264799400035372,6.9542236328125,,,,,,0.03751292900005865,0.0003057139999782521,,,,,16,0.03072828200015465,,,,,0.0027271500000551896,,0.008814956000151142,,,,,1680687597.0,2.0,,,2048.0,,,,,0.0,,80,0.0001,0.0,
0.002598536999812495,,,,64.0,0.08385341700000026,7.1304931640625,,,,,,0.03733673500005352,0.0002910489999976562,,,,,16,0.030315338000036718,,,,,0.002708157000142819,,0.010603600999957052,,,,,1680687597.0,2.0,,,2080.0,,,,,0.0,,81,0.0001,0.0,
0.002730336000013267,,,,65.0,0.08317924699986179,6.9024658203125,,,,,,0.037458715999946435,0.000268101000074239,,,,,16,0.030314525999983744,,,,,0.002681403999986287,,0.009726163999857818,,,,,1680687597.0,2.0,,,2112.0,,,,,0.0,,82,0.0001,0.0,
,833571.0,0.0,2.466666666666667,,,,0.38400000000000034,872.0,25511.583744,4.131641422283949,5450.272768,0.038344923999829916,0.0002862250000816857,151988.0,1885.0,3.266666666666666,2.719744,16,,179323.0,0.03269369232458189,0.0,0.0,0.002734848000045531,0.0,,,201733.935104,4.4,0.0,1680687597.0,,,6486.58944,,1906.683904,0.05999999999994543,209.0,6181.318656,,257.21955599455805,83,,,1.5666666666666667
0.0025603070000670414,,,,66.0,0.08260234499994112,6.999267578125,,,,,,,,,,,,16,0.032990413999868906,,,,,,,0.0056856270000480436,,,,,1680687597.0,2.0,,,2144.0,,,,,0.0,,84,0.0001,0.0,
