03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_peers,03_hivemind/global_samples_accumulated,_step,03_hivemind/eta_next_epoch_s,_runtime,03_hivemind/global_epoch,03_hivemind/next_fetch_time_s,03_hivemind/actual_total_samples_per_second,_timestamp,03_hivemind/num_clients,04_peers/peer_1_samples_accumulated,04_peers/peer_3_samples_per_second,04_peers/peer_2_samples_accumulated,04_peers/peer_1_epoch,04_peers/peer_2_epoch,04_peers/peer_3_epoch_oos,04_peers/peer_3_epoch,04_peers/peer_3_samples_accumulated,04_peers/peer_2_epoch_oos,04_peers/peer_2_samples_per_second,04_peers/peer_1_samples_per_second,04_peers/peer_1_epoch_oos,04_peers/peer_4_samples_per_second,04_peers/peer_4_samples_accumulated,04_peers/peer_4_epoch,04_peers/peer_4_epoch_oos,03_hivemind/epoch_s,03_hivemind/undershot_TBS,03_hivemind/total_training_samples,03_hivemind/per_epoch_training_samples,03_hivemind/reached_TBS,03_hivemind/epoch_based_sps,03_hivemind/overshot_TBS
40026,2135.4916115195456,4,0,134,0.0,204,6,0.5,2135.4916115195456,1682816268,0,0.0,533.29,0.0,6.0,6.0,0.0,6.0,0.0,0.0,540.68,529.78,0.0,531.74,0.0,6.0,0.0,,,,,,,
42208,2135.4916115195456,4,0,135,0.0,205,6,0.5,2135.4916115195456,1682816269,0,0.0,533.29,0.0,6.0,6.0,0.0,6.0,0.0,0.0,540.68,529.78,0.0,531.74,0.0,6.0,0.0,,,,,,,
44393,2135.4916115195456,4,0,136,0.0,206,6,0.5,2135.4916115195456,1682816270,0,0.0,533.29,0.0,6.0,6.0,0.0,6.0,0.0,0.0,540.68,529.78,0.0,531.74,0.0,6.0,0.0,,,,,,,
46576,2135.4916115195456,4,0,137,0.0,207,6,0.5,2135.4916115195456,1682816271,0,0.0,533.29,0.0,6.0,6.0,0.0,6.0,0.0,0.0,540.68,529.78,0.0,531.74,0.0,6.0,0.0,,,,,,,
48797,2135.4916115195456,4,0,138,0.0,208,6,0.5,2135.4916115195456,1682816272,0,0.0,533.29,0.0,6.0,6.0,0.0,6.0,0.0,0.0,540.68,529.78,0.0,531.74,0.0,6.0,0.0,,,,,,,
50979,2135.4916115195456,4,0,139,0.0,209,6,0.5,2135.4916115195456,1682816273,0,0.0,533.29,0.0,6.0,6.0,0.0,6.0,0.0,0.0,540.68,529.78,0.0,531.74,0.0,6.0,0.0,,,,,,,
53180,2135.4916115195456,4,0,140,0.0,210,6,0.5,2135.4916115195456,1682816274,0,0.0,533.29,0.0,6.0,6.0,0.0,6.0,0.0,0.0,540.68,529.78,0.0,531.74,0.0,6.0,0.0,,,,,,,
55367,2135.4916115195456,4,0,141,0.0,211,6,0.5,2135.4916115195456,1682816275,0,0.0,533.29,0.0,6.0,6.0,0.0,6.0,0.0,0.0,540.68,529.78,0.0,531.74,0.0,6.0,0.0,,,,,,,
57557,2135.4916115195456,4,0,142,0.0,212,6,0.5,2135.4916115195456,1682816276,0,0.0,533.29,0.0,6.0,6.0,0.0,6.0,0.0,0.0,540.68,529.78,0.0,531.74,0.0,6.0,0.0,,,,,,,
59754,2135.4916115195456,4,0,143,0.0,213,6,0.5,2135.4916115195456,1682816277,0,0.0,533.29,0.0,6.0,6.0,0.0,6.0,0.0,0.0,540.68,529.78,0.0,531.74,0.0,6.0,0.0,,,,,,,
61944,2135.4916115195456,4,0,144,0.0,214,6,0.5,2135.4916115195456,1682816278,0,0.0,533.29,0.0,6.0,6.0,0.0,6.0,0.0,0.0,540.68,529.78,0.0,531.74,0.0,6.0,0.0,,,,,,,
64142,2135.4916115195456,4,0,145,0.0,215,6,0.5,2135.4916115195456,1682816279,0,0.0,533.29,0.0,6.0,6.0,0.0,6.0,0.0,0.0,540.68,529.78,0.0,531.74,0.0,6.0,0.0,,,,,,,
66326,2135.4916115195456,4,0,146,0.0,216,6,0.5,2135.4916115195456,1682816280,0,0.0,533.29,0.0,6.0,6.0,0.0,6.0,0.0,0.0,540.68,529.78,0.0,531.74,0.0,6.0,0.0,,,,,,,
68513,2135.4916115195456,4,0,147,0.0,217,6,0.5,2135.4916115195456,1682816281,0,0.0,533.29,0.0,6.0,6.0,0.0,6.0,0.0,0.0,540.68,529.78,0.0,531.74,0.0,6.0,0.0,,,,,,,
70703,2135.4916115195456,4,0,148,0.0,218,6,0.5,2135.4916115195456,1682816282,0,0.0,533.29,0.0,6.0,6.0,0.0,6.0,0.0,0.0,540.68,529.78,0.0,531.74,0.0,6.0,0.0,,,,,,,
72891,2135.4916115195456,4,0,149,0.0,219,6,0.5,2135.4916115195456,1682816283,0,0.0,533.29,0.0,6.0,6.0,0.0,6.0,0.0,0.0,540.68,529.78,0.0,531.74,0.0,6.0,0.0,,,,,,,
75073,2135.4916115195456,4,0,150,0.0,220,6,0.5,2135.4916115195456,1682816284,0,0.0,533.29,0.0,6.0,6.0,0.0,6.0,0.0,0.0,540.68,529.78,0.0,531.74,0.0,6.0,0.0,,,,,,,
77256,2135.4916115195456,4,0,151,0.0,221,6,0.5,2135.4916115195456,1682816285,0,0.0,533.29,0.0,6.0,6.0,0.0,6.0,0.0,0.0,540.68,529.78,0.0,531.74,0.0,6.0,0.0,,,,,,,
79441,2135.4916115195456,4,0,152,0.0,222,6,0.5,2135.4916115195456,1682816286,0,0.0,533.29,0.0,6.0,6.0,0.0,6.0,0.0,0.0,540.68,529.78,0.0,531.74,0.0,6.0,0.0,,,,,,,
81624,2135.4916115195456,4,0,153,0.0,223,6,0.5,2135.4916115195456,1682816287,0,0.0,533.29,0.0,6.0,6.0,0.0,6.0,0.0,0.0,540.68,529.78,0.0,531.74,0.0,6.0,0.0,,,,,,,
83811,2135.4916115195456,4,0,154,0.0,224,6,0.5,2135.4916115195456,1682816288,0,0.0,533.29,0.0,6.0,6.0,0.0,6.0,0.0,0.0,540.68,529.78,0.0,531.74,0.0,6.0,0.0,,,,,,,
86000,2135.4916115195456,4,0,155,0.0,225,6,0.5,2135.4916115195456,1682816289,0,0.0,533.29,0.0,6.0,6.0,0.0,6.0,0.0,0.0,540.68,529.78,0.0,531.74,0.0,6.0,0.0,,,,,,,
88182,2135.4916115195456,4,0,156,0.0,227,6,0.5,2135.4916115195456,1682816291,0,0.0,533.29,0.0,6.0,6.0,0.0,6.0,0.0,0.0,540.68,529.78,0.0,531.74,0.0,6.0,0.0,,,,,,,
90366,2135.4916115195456,4,0,157,0.0,228,6,0.5,2135.4916115195456,1682816292,0,0.0,533.29,0.0,6.0,6.0,0.0,6.0,0.0,0.0,540.68,529.78,0.0,531.74,0.0,6.0,0.0,,,,,,,
92557,2135.4916115195456,4,0,158,0.0,229,6,0.5,2135.4916115195456,1682816293,0,0.0,533.29,0.0,6.0,6.0,0.0,6.0,0.0,0.0,540.68,529.78,0.0,531.74,0.0,6.0,0.0,,,,,,,
94739,2135.4916115195456,4,0,159,0.0,230,6,0.5,2135.4916115195456,1682816294,0,0.0,533.29,0.0,6.0,6.0,0.0,6.0,0.0,0.0,540.68,529.78,0.0,531.74,0.0,6.0,0.0,,,,,,,
96932,2135.4916115195456,4,0,160,0.0,231,6,0.5,2135.4916115195456,1682816295,0,0.0,533.29,0.0,6.0,6.0,0.0,6.0,0.0,0.0,540.68,529.78,0.0,531.74,0.0,6.0,0.0,,,,,,,
99122,2135.4916115195456,4,0,161,0.0,232,6,0.5,2135.4916115195456,1682816296,0,0.0,533.29,0.0,6.0,6.0,0.0,6.0,0.0,0.0,540.68,529.78,0.0,531.74,0.0,6.0,0.0,,,,,,,
101309,2135.4916115195456,4,0,162,0.0,233,6,0.5,2135.4916115195456,1682816297,0,0.0,533.29,0.0,6.0,6.0,0.0,6.0,0.0,0.0,540.68,529.78,0.0,531.74,0.0,6.0,0.0,,,,,,,
103510,2135.4916115195456,4,0,163,0.0,234,6,0.5,2135.4916115195456,1682816298,0,0.0,533.29,0.0,6.0,6.0,0.0,6.0,0.0,0.0,540.68,529.78,0.0,531.74,0.0,6.0,0.0,,,,,,,
105708,2135.4916115195456,4,0,164,0.0,235,6,0.5,2135.4916115195456,1682816299,0,0.0,533.29,0.0,6.0,6.0,0.0,6.0,0.0,0.0,540.68,529.78,0.0,531.74,0.0,6.0,0.0,,,,,,,
107892,2135.4916115195456,4,0,165,0.0,236,6,0.5,2135.4916115195456,1682816300,0,0.0,533.29,0.0,6.0,6.0,0.0,6.0,0.0,0.0,540.68,529.78,0.0,531.74,0.0,6.0,0.0,,,,,,,
110093,2135.4916115195456,4,0,166,0.0,237,6,0.5,2135.4916115195456,1682816301,0,0.0,533.29,0.0,6.0,6.0,0.0,6.0,0.0,0.0,540.68,529.78,0.0,531.74,0.0,6.0,0.0,,,,,,,
112282,2135.4916115195456,4,0,167,0.0,238,6,0.5,2135.4916115195456,1682816302,0,0.0,533.29,0.0,6.0,6.0,0.0,6.0,0.0,0.0,540.68,529.78,0.0,531.74,0.0,6.0,0.0,,,,,,,
114473,2135.4916115195456,4,0,168,0.0,239,6,0.5,2135.4916115195456,1682816303,0,0.0,533.29,0.0,6.0,6.0,0.0,6.0,0.0,0.0,540.68,529.78,0.0,531.74,0.0,6.0,0.0,,,,,,,
116652,2135.4916115195456,4,0,169,0.0,240,6,0.5,2135.4916115195456,1682816304,0,0.0,533.29,0.0,6.0,6.0,0.0,6.0,0.0,0.0,540.68,529.78,0.0,531.74,0.0,6.0,0.0,,,,,,,
