_timestamp,03_hivemind/num_peers,03_hivemind/overshot_TBS,03_hivemind/undershot_TBS,04_peers/peer_3_epoch,04_peers/peer_1_epoch_oos,03_hivemind/next_fetch_time_s,04_peers/peer_3_samples_per_second,03_hivemind/epoch_s,03_hivemind/per_epoch_training_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_clients,04_peers/peer_1_samples_accumulated,04_peers/peer_3_samples_accumulated,04_peers/peer_2_epoch,04_peers/peer_2_epoch_oos,04_peers/peer_2_samples_per_second,03_hivemind/estimated_current_samples,04_peers/peer_1_samples_per_second,04_peers/peer_1_epoch,03_hivemind/global_epoch,03_hivemind/epoch_based_sps,03_hivemind/total_training_samples,_step,03_hivemind/eta_next_epoch_s,03_hivemind/global_samples_accumulated,03_hivemind/actual_total_samples_per_second,_runtime,03_hivemind/reached_TBS,04_peers/peer_3_epoch_oos,04_peers/peer_2_samples_accumulated
1680695976.0,3,,,0.0,0.0,10.0,98.44,,,680.5306968977015,0,3808.0,384.0,0.0,0.0,246.13,6639,252.44,0.0,0,,,13,38.4,6528,680.5306968977015,65,,0.0,1440.0
1680695978.0,3,,,0.0,0.0,10.0,176.38,,,724.709814000766,0,4096.0,704.0,0.0,0.0,251.71,7550,252.44,0.0,0,,,14,34.8,7424,724.709814000766,67,,0.0,1728.0
1680695979.0,3,,,0.0,0.0,10.0,218.49,,,745.2178371707389,0,4384.0,992.0,0.0,0.0,253.89,8457,252.33,0.0,0,,,15,32.62,8320,745.2178371707389,68,,0.0,2048.0
1680695980.0,3,,,0.0,0.0,10.0,238.7,,,754.3325539697141,0,4704.0,1280.0,0.0,0.0,254.63,9363,251.88,0.0,0,,,16,31.03,9248,754.3325539697141,69,,0.0,2336.0
1680695981.0,3,,,0.0,0.0,10.0,247.52,,,756.5480894271823,0,4992.0,1600.0,0.0,0.0,255.11,10271,251.7,0.0,0,,,17,29.74,10144,756.5480894271823,70,,0.0,2656.0
1680695982.0,3,,,0.0,0.0,10.0,249.82,,,757.473209698147,0,5312.0,1888.0,0.0,0.0,254.97,11180,251.75,0.0,0,,,18,28.5,11072,757.473209698147,71,,0.0,2944.0
1680695984.0,3,,,0.0,0.0,10.0,250.86,,,758.2494740783451,0,5600.0,2208.0,0.0,0.0,254.8,12086,251.81,0.0,0,,,19,27.28,11936,758.2494740783451,73,,0.0,3264.0
1680695985.0,3,,,0.0,0.0,10.0,251.88,,,758.344721582395,0,5888.0,2496.0,0.0,0.0,254.65,12992,251.72,0.0,0,,,20,26.08,12896,758.344721582395,74,,0.0,3552.0
1680695986.0,3,,,0.0,0.0,10.0,252.25,,,758.5575738465582,0,6208.0,2816.0,0.0,0.0,254.27,13901,251.83,0.0,0,,,21,24.87,13760,758.5575738465582,75,,0.0,3872.0
1680695987.0,3,,,0.0,0.0,10.0,252.46,,,758.2918272457923,0,6496.0,3104.0,0.0,0.0,254.31,14812,251.79,0.0,0,,,22,23.68,14688,758.2918272457923,76,,0.0,4160.0
1680695988.0,3,,,0.0,0.0,10.0,252.77,,,758.99354187877,0,6816.0,3392.0,0.0,0.0,254.34,15720,251.18,0.0,0,,,23,22.46,15584,758.99354187877,77,,0.0,4480.0
1680695990.0,3,,,0.0,0.0,10.0,253.36,,,759.3466997712555,0,7104.0,3712.0,0.0,0.0,254.32,16630,251.31,0.0,0,,,24,21.25,16512,759.3466997712555,79,,0.0,4768.0
1680695991.0,3,,,0.0,0.0,10.0,253.51,,,758.9645422945134,0,7424.0,4000.0,0.0,0.0,254.3,17539,251.53,0.0,0,,,25,20.07,17408,758.9645422945134,80,,0.0,5088.0
1680695992.0,3,,,0.0,0.0,9.44,253.47,,,758.344829499314,0,7712.0,4320.0,0.0,0.0,254.05,18446,251.45,0.0,0,,,26,18.89,18304,758.344829499314,81,,0.0,5376.0
1680695993.0,3,,,0.0,0.0,8.86,253.12,,,757.272253771348,0,8000.0,4608.0,0.0,0.0,253.83,19353,251.4,0.0,0,,,27,17.71,19232,757.272253771348,82,,0.0,5696.0
1680695994.0,3,,,0.0,0.0,8.26,252.91,,,757.1585850845506,0,8320.0,4928.0,0.0,0.0,253.8,20261,250.57,0.0,0,,,28,16.52,20128,757.1585850845506,83,,0.0,5984.0
1680695996.0,3,,,0.0,0.0,8.1,252.66,,,719.9404153280543,0,8608.0,5216.0,0.0,0.0,253.59,21103,250.92,0.0,0,,,29,16.2,20992,719.9404153280543,85,,0.0,6304.0
1680695997.0,3,,,0.0,0.0,7.5,252.87,,,719.7528983782352,0,8864.0,5536.0,0.0,0.0,253.66,21970,213.41,0.0,0,,,30,15.0,21856,719.7528983782352,86,,0.0,6592.0
1680695998.0,3,,,0.0,0.0,6.67,253.04,,,741.1762798533252,0,9120.0,5824.0,0.0,0.0,253.7,22881,213.02,0.0,0,,,31,13.34,22784,741.1762798533252,87,,0.0,6912.0
1680695999.0,3,,,0.0,0.0,5.99,252.62,,,750.4440344993566,0,9408.0,6144.0,0.0,0.0,253.72,23781,234.84,0.0,0,,,32,11.98,23648,750.4440344993566,88,,0.0,7232.0
1680696000.0,3,,,0.0,0.0,5.35,252.45,,,755.0534479698256,0,9696.0,6432.0,0.0,0.0,253.46,24690,244.53,0.0,0,,,33,10.7,24576,755.0534479698256,89,,0.0,7520.0
1680696002.0,3,,,0.0,0.0,4.74,252.73,,,756.0673764541581,0,10016.0,6752.0,0.0,0.0,253.58,25601,248.74,0.0,0,,,34,9.48,25472,756.0673764541581,91,,0.0,7808.0
1680696003.0,3,,,0.0,0.0,4.13,252.65,,,756.655258842663,0,10304.0,7040.0,0.0,0.0,253.53,26516,249.88,0.0,0,,,35,8.26,26432,756.655258842663,92,,0.0,8128.0
1680696004.0,3,,,0.0,0.0,3.54,252.35,,,756.4460902252683,0,10624.0,7360.0,0.0,0.0,253.28,27419,251.03,0.0,0,,,36,7.07,27296,756.4460902252683,93,,0.0,8448.0
1680696005.0,3,,,0.0,0.0,3.09,252.1,,,728.8290718831863,0,10912.0,7648.0,0.0,0.0,253.13,28258,251.22,0.0,0,,,37,6.19,28128,728.8290718831863,94,,0.0,8736.0
1680696006.0,3,,,0.0,0.0,2.52,252.28,,,725.5548392712969,0,11200.0,7968.0,0.0,0.0,225.17,29114,251.38,0.0,0,,,38,5.04,28992,725.5548392712969,95,,0.0,8960.0
1680696007.0,3,,,0.0,0.0,1.84,252.37,,,744.5373806851826,0,11520.0,8256.0,0.0,0.0,222.0,30024,251.18,0.0,0,,,39,3.69,29888,744.5373806851826,96,,0.0,9216.0
1680696009.0,3,,,0.0,0.0,1.23,252.21,,,750.7154200666696,0,11808.0,8544.0,0.0,0.0,241.49,30926,250.84,0.0,0,,,40,2.45,30752,750.7154200666696,98,,0.0,9536.0
1680696010.0,3,,,0.0,0.0,0.82,251.55,,,677.9244889404788,0,12128.0,8800.0,0.0,0.0,248.39,31656,250.78,0.0,0,,,41,1.64,31552,677.9244889404788,99,,0.0,9824.0
1680696011.0,3,,,0.0,0.0,0.5,176.38,,,712.8236811659385,0,12416.0,8992.0,0.0,0.0,250.85,32543,250.7,0.0,0,,,42,0.32,32416,712.8236811659385,100,,0.0,10144.0
1680696012.0,3,,,0.0,0.0,0.5,210.21,,,726.0229471087388,0,12704.0,9280.0,0.0,0.0,251.95,33430,250.66,0.0,0,,,43,0.0,32800,726.0229471087388,101,,0.0,10432.0
1680696013.0,3,,,0.0,0.0,0.5,223.03,,,726.0229471087388,0,12832.0,9408.0,0.0,0.0,252.23,34299,250.77,0.0,0,,,44,0.0,32800,726.0229471087388,102,,0.0,10560.0
1680696015.0,3,,,0.0,0.0,0.5,223.03,,,726.0229471087388,0,12832.0,9408.0,0.0,0.0,252.23,35173,250.77,0.0,0,,,45,0.0,32800,726.0229471087388,104,,0.0,10560.0
1680696016.0,3,,,0.0,0.0,0.5,223.03,,,726.0229471087388,0,12832.0,9408.0,0.0,0.0,252.23,36041,250.77,0.0,0,,,46,0.0,32800,726.0229471087388,105,,0.0,10560.0
1680696017.0,3,,,0.0,0.0,0.5,223.03,,,726.0229471087388,0,12832.0,9408.0,0.0,0.0,252.23,36915,250.77,0.0,0,,,47,0.0,32800,726.0229471087388,106,,0.0,10560.0
1680696018.0,3,,,0.0,0.0,0.5,223.03,,,726.0229471087388,0,12832.0,9408.0,0.0,0.0,252.23,37781,250.77,0.0,0,,,48,0.0,32800,726.0229471087388,107,,0.0,10560.0
1680696019.0,3,,,0.0,0.0,0.5,223.03,,,726.0229471087388,0,12832.0,9408.0,0.0,0.0,252.23,38650,250.77,0.0,0,,,49,0.0,32800,726.0229471087388,108,,0.0,10560.0
1680696021.0,3,,,0.0,0.0,0.5,223.03,,,726.0229471087388,0,12832.0,9408.0,0.0,0.0,252.23,39523,250.77,0.0,0,,,50,0.0,32800,726.0229471087388,110,,0.0,10560.0
1680696022.0,3,,,0.0,0.0,0.5,223.03,,,726.0229471087388,0,12832.0,9408.0,0.0,0.0,252.23,40388,250.77,0.0,0,,,51,0.0,32800,726.0229471087388,111,,0.0,10560.0
1680696023.0,3,,,0.0,0.0,10.0,223.03,,,706.0174844016194,0,12832.0,9408.0,0.0,0.0,252.23,193,250.77,0.0,1,,,52,46.14,96,706.0174844016194,112,,0.0,10560.0
1680696024.0,3,1.0,0.0,1.0,0.0,10.0,217.1,62.34032422630116,32800.0,694.8824573821962,0,32.0,32.0,1.0,0.0,245.0,1023,243.92,1.0,1,526.1441997146655,32800.0,53,45.68,832,694.8824573821962,113,0.0,0.0,32.0
1680696025.0,3,,,1.0,0.0,10.0,222.16,,,681.4100230990875,0,288.0,288.0,1.0,0.0,235.87,1770,236.85,1.0,1,,,54,45.49,1664,681.4100230990875,114,,0.0,256.0
1680696027.0,3,,,1.0,0.0,10.0,220.6,,,726.9283772097051,0,544.0,544.0,1.0,0.0,233.4,2684,227.4,1.0,1,,,55,41.39,2560,726.9283772097051,116,,0.0,576.0
1680696028.0,3,,,1.0,0.0,10.0,239.02,,,745.6442555902131,0,864.0,832.0,1.0,0.0,245.22,3592,242.69,1.0,1,,,56,39.13,3456,745.6442555902131,117,,0.0,864.0
1680696029.0,3,,,1.0,0.0,10.0,247.37,,,752.1652220176388,0,1152.0,1152.0,1.0,0.0,250.01,4501,248.26,1.0,1,,,57,37.58,4384,752.1652220176388,118,,0.0,1152.0
1680696030.0,3,,,1.0,0.0,10.0,250.17,,,754.7871327414455,0,1472.0,1440.0,1.0,0.0,251.97,5408,250.03,1.0,1,,,58,36.25,5280,754.7871327414455,119,,0.0,1472.0
1680696031.0,3,,,1.0,0.0,10.0,251.48,,,755.1854699809353,0,1760.0,1760.0,1.0,0.0,252.48,6311,250.83,1.0,1,,,59,35.03,6176,755.1854699809353,120,,0.0,1760.0
1680696033.0,3,,,1.0,0.0,10.0,251.63,,,755.0010345451184,0,2048.0,2048.0,1.0,0.0,252.7,7219,250.85,1.0,1,,,60,33.84,7104,755.0010345451184,122,,0.0,2080.0
1680696034.0,3,,,1.0,0.0,10.0,251.67,,,754.2088839068886,0,2368.0,2368.0,1.0,0.0,252.2,8122,251.13,1.0,1,,,61,32.68,8000,754.2088839068886,123,,0.0,2368.0
1680696035.0,3,,,1.0,0.0,10.0,251.67,,,754.003984461045,0,2656.0,2656.0,1.0,0.0,251.99,9020,250.55,1.0,1,,,62,31.5,8896,754.003984461045,124,,0.0,2688.0
1680696036.0,3,,,1.0,0.0,10.0,251.28,,,753.7281543294355,0,2976.0,2944.0,1.0,0.0,251.8,9913,250.93,1.0,1,,,63,30.32,9792,753.7281543294355,125,,0.0,2976.0
1680696037.0,3,,,1.0,0.0,10.0,251.15,,,753.7999392814991,0,3264.0,3264.0,1.0,0.0,251.41,10811,251.17,1.0,1,,,64,29.13,10688,753.7999392814991,126,,0.0,3264.0
1680696039.0,3,,,1.0,0.0,10.0,251.18,,,753.4155875280566,0,3552.0,3552.0,1.0,0.0,251.72,11715,250.89,1.0,1,,,65,27.94,11584,753.4155875280566,128,,0.0,3584.0
1680696040.0,3,,,1.0,0.0,10.0,251.27,,,753.146651501479,0,3872.0,3840.0,1.0,0.0,251.08,12617,251.06,1.0,1,,,66,26.76,12512,753.146651501479,129,,0.0,3872.0
1680696041.0,3,,,1.0,0.0,10.0,251.1,,,753.4563739370701,0,4160.0,4160.0,1.0,0.0,251.2,13512,250.84,1.0,1,,,67,25.56,13376,753.4563739370701,130,,0.0,4192.0
1680696042.0,3,,,1.0,0.0,10.0,251.24,,,753.6014895257931,0,4448.0,4448.0,1.0,0.0,251.49,14410,250.73,1.0,1,,,68,24.36,14304,753.6014895257931,131,,0.0,4480.0
1680696043.0,3,,,1.0,0.0,10.0,251.28,,,753.803814507364,0,4768.0,4768.0,1.0,0.0,251.56,15313,250.76,1.0,1,,,69,23.16,15200,753.803814507364,132,,0.0,4768.0
1680696045.0,3,,,1.0,0.0,10.0,251.18,,,717.905770950221,0,5056.0,5056.0,1.0,0.0,251.82,16139,250.8,1.0,1,,,70,23.16,16000,717.905770950221,134,,0.0,5088.0
1680696046.0,3,,,1.0,0.0,10.0,251.04,,,739.4094779038792,0,5280.0,5344.0,1.0,0.0,252.21,17042,214.66,1.0,1,,,71,21.27,16960,739.4094779038792,135,,0.0,5376.0
1680696047.0,3,,,1.0,0.0,9.93,251.17,,,746.6769966058807,0,5600.0,5664.0,1.0,0.0,251.38,17942,236.86,1.0,1,,,72,19.86,17824,746.6769966058807,136,,0.0,5696.0
1680696048.0,3,,,1.0,0.0,9.27,250.17,,,750.5606436332954,0,5888.0,5952.0,1.0,0.0,251.51,18845,245.0,1.0,1,,,73,18.55,18720,750.5606436332954,137,,0.0,5984.0
1680696049.0,3,,,1.0,0.0,8.65,250.77,,,752.4816433416412,0,6176.0,6272.0,1.0,0.0,251.58,19751,248.21,1.0,1,,,74,17.3,19648,752.4816433416412,138,,0.0,6272.0
1680696051.0,3,,,1.0,0.0,8.57,251.4,,,711.0086700897833,0,6496.0,6560.0,1.0,0.0,251.37,20578,249.71,1.0,1,,,75,17.14,20448,711.0086700897833,140,,0.0,6592.0
1680696052.0,3,,,1.0,0.0,7.68,251.41,,,735.0712705128965,0,6720.0,6848.0,1.0,0.0,251.24,21483,208.36,1.0,1,,,76,15.35,21376,735.0712705128965,141,,0.0,6880.0
1680696053.0,3,,,1.0,0.0,6.96,251.41,,,745.9716379159943,0,7008.0,7168.0,1.0,0.0,251.58,22385,232.08,1.0,1,,,77,13.92,22208,745.9716379159943,142,,0.0,7200.0
1680696054.0,3,,,1.0,0.0,6.75,251.38,,,711.7468023005374,0,7328.0,7456.0,1.0,0.0,251.29,23162,243.29,1.0,1,,,78,13.5,23072,711.7468023005374,143,,0.0,7424.0
1680696055.0,3,,,1.0,0.0,5.92,251.28,,,735.2875271097112,0,7616.0,7776.0,1.0,0.0,213.27,24067,247.2,1.0,1,,,79,11.83,23936,735.2875271097112,144,,0.0,7680.0
1680696057.0,3,,,1.0,0.0,5.23,251.34,,,745.9858903142083,0,7904.0,8064.0,1.0,0.0,235.19,24967,248.75,1.0,1,,,80,10.46,24864,745.9858903142083,146,,0.0,7968.0
1680696058.0,3,,,1.0,0.0,4.61,251.35,,,749.6684574728582,0,8224.0,8352.0,1.0,0.0,245.18,25863,249.46,1.0,1,,,81,9.21,25664,749.6684574728582,147,,0.0,8288.0
1680696059.0,3,,,1.0,0.0,4.17,251.01,,,730.031905198282,0,8512.0,8576.0,1.0,0.0,248.66,26686,250.0,1.0,1,,,82,8.33,26560,730.031905198282,148,,0.0,8576.0
1680696060.0,3,,,1.0,0.0,4.22,229.87,,,641.9952732559841,0,8800.0,8896.0,1.0,0.0,250.06,27351,250.1,1.0,1,,,83,8.44,27264,641.9952732559841,149,,0.0,8864.0
1680696061.0,3,,,1.0,0.0,3.24,242.33,,,696.272799066817,0,9120.0,9184.0,1.0,0.0,149.43,28256,250.24,1.0,1,,,84,6.48,28128,696.272799066817,150,,0.0,8960.0
1680696063.0,3,,,1.0,0.0,2.47,247.3,,,729.7603746365788,0,9408.0,9472.0,1.0,0.0,198.74,29160,250.23,1.0,1,,,85,4.94,29056,729.7603746365788,152,,0.0,9248.0
1680696064.0,3,,,1.0,0.0,1.82,249.43,,,742.9519225860895,0,9696.0,9792.0,1.0,0.0,229.83,30064,250.51,1.0,1,,,86,3.64,29952,742.9519225860895,153,,0.0,9568.0
1680696065.0,3,,,1.0,0.0,1.31,250.21,,,719.1440557735926,0,10016.0,10080.0,1.0,0.0,242.37,30881,250.37,1.0,1,,,87,2.62,30752,719.1440557735926,154,,0.0,9856.0
1680696066.0,3,,,1.0,0.0,0.67,222.05,,,739.290148435259,0,10304.0,10304.0,1.0,0.0,247.62,31781,249.47,1.0,1,,,88,1.33,31680,739.290148435259,155,,0.0,10144.0
1680696067.0,3,,,1.0,0.0,0.5,239.92,,,746.0034345026437,0,10592.0,10624.0,1.0,0.0,249.75,32676,249.62,1.0,1,,,89,0.12,32576,746.0034345026437,156,,0.0,10464.0
1680696069.0,3,,,1.0,0.0,0.5,246.03,,,747.3785348164951,0,10912.0,10912.0,1.0,0.0,250.18,33568,249.79,1.0,1,,,90,0.0,32832,747.3785348164951,158,,0.0,10752.0
1680696070.0,3,,,1.0,0.0,0.5,247.13,,,747.3785348164951,0,10976.0,11008.0,1.0,0.0,250.4,34464,249.85,1.0,1,,,91,0.0,32832,747.3785348164951,159,,0.0,10848.0
1680696071.0,3,,,1.0,0.0,0.5,247.13,,,747.3785348164951,0,10976.0,11008.0,1.0,0.0,250.4,35361,249.85,1.0,1,,,92,0.0,32832,747.3785348164951,160,,0.0,10848.0
1680696072.0,3,,,1.0,0.0,0.5,247.13,,,747.3785348164951,0,10976.0,11008.0,1.0,0.0,250.4,36252,249.85,1.0,1,,,93,0.0,32832,747.3785348164951,161,,0.0,10848.0
1680696073.0,3,,,1.0,0.0,0.5,247.13,,,747.3785348164951,0,10976.0,11008.0,1.0,0.0,250.4,37141,249.85,1.0,1,,,94,0.0,32832,747.3785348164951,162,,0.0,10848.0
1680696074.0,3,,,1.0,0.0,0.5,247.13,,,747.3785348164951,0,10976.0,11008.0,1.0,0.0,250.4,38038,249.85,1.0,1,,,95,0.0,32832,747.3785348164951,163,,0.0,10848.0
1680696076.0,3,,,1.0,0.0,0.5,247.13,,,747.3785348164951,0,10976.0,11008.0,1.0,0.0,250.4,38932,249.85,1.0,1,,,96,0.0,32832,747.3785348164951,165,,0.0,10848.0
1680696077.0,3,,,1.0,0.0,0.5,247.13,,,747.3785348164951,0,10976.0,11008.0,1.0,0.0,250.4,39829,249.85,1.0,1,,,97,0.0,32832,747.3785348164951,166,,0.0,10848.0
1680696078.0,3,,,1.0,0.0,0.5,247.13,,,747.3785348164951,0,10976.0,11008.0,1.0,0.0,250.4,40726,249.85,1.0,1,,,98,0.0,32832,747.3785348164951,167,,0.0,10848.0
1680696079.0,3,,,1.0,0.0,10.0,247.13,,,764.7443372695868,0,10976.0,11008.0,1.0,0.0,250.4,403,249.85,1.0,2,,,99,42.32,96,764.7443372695868,168,,0.0,10848.0
1680696080.0,3,2.0,0.0,2.0,0.0,10.0,253.75,56.221850361675024,32832.0,711.6068218503428,0,32.0,32.0,2.0,0.0,255.9,1138,255.1,2.0,2,583.9722419093613,65632.0,100,44.45,1024,711.6068218503428,169,0.0,0.0,32.0
1680696082.0,3,,,2.0,0.0,10.0,237.77,,,737.8151036748247,0,352.0,352.0,2.0,0.0,236.06,2044,237.77,2.0,2,,,101,41.64,1920,737.8151036748247,171,,0.0,320.0
1680696083.0,3,,,2.0,0.0,10.0,246.13,,,742.5796965592616,0,640.0,640.0,2.0,0.0,246.09,2931,245.6,2.0,2,,,102,40.18,2816,742.5796965592616,172,,0.0,640.0
1680696084.0,3,,,2.0,0.0,10.0,249.52,,,749.7349461193647,0,928.0,960.0,2.0,0.0,249.68,3832,243.39,2.0,2,,,103,38.59,3712,749.7349461193647,173,,0.0,928.0
1680696085.0,3,,,2.0,0.0,10.0,250.86,,,752.1295154141717,0,1216.0,1248.0,2.0,0.0,250.94,4735,247.93,2.0,2,,,104,37.27,4608,752.1295154141717,174,,0.0,1248.0
1680696086.0,3,,,2.0,0.0,10.0,251.06,,,752.4878937522777,0,1536.0,1536.0,2.0,0.0,251.41,5634,249.66,2.0,2,,,105,36.06,5504,752.4878937522777,175,,0.0,1536.0
1680696088.0,3,,,2.0,0.0,10.0,251.21,,,752.5688486449566,0,1824.0,1856.0,2.0,0.0,251.33,6534,249.94,2.0,2,,,106,34.86,6432,752.5688486449566,177,,0.0,1824.0
1680696089.0,3,,,2.0,0.0,10.0,251.19,,,752.6626070638225,0,2144.0,2144.0,2.0,0.0,251.11,7431,250.27,2.0,2,,,107,33.66,7328,752.6626070638225,178,,0.0,2144.0
1680696090.0,3,,,2.0,0.0,10.0,251.22,,,752.7140879992832,0,2432.0,2464.0,2.0,0.0,251.02,8325,250.43,2.0,2,,,108,32.47,8192,752.7140879992832,179,,0.0,2432.0
1680696091.0,3,,,2.0,0.0,10.0,251.14,,,752.2518727588491,0,2720.0,2752.0,2.0,0.0,251.1,9224,250.47,2.0,2,,,109,31.3,9120,752.2518727588491,180,,0.0,2720.0
1680696092.0,3,,,2.0,0.0,10.0,250.82,,,748.0375740634156,0,3040.0,3040.0,2.0,0.0,251.1,10114,250.33,2.0,2,,,110,30.28,10016,748.0375740634156,181,,0.0,3040.0
1680696094.0,3,,,2.0,0.0,10.0,250.84,,,749.937204302753,0,3328.0,3360.0,2.0,0.0,246.78,11013,250.42,2.0,2,,,111,29.01,10880,749.937204302753,183,,0.0,3328.0
1680696095.0,3,,,2.0,0.0,10.0,250.62,,,747.4171555729378,0,3616.0,3648.0,2.0,0.0,249.12,11901,250.19,2.0,2,,,112,27.92,11808,747.4171555729378,184,,0.0,3616.0
1680696096.0,3,,,2.0,0.0,10.0,246.96,,,749.7791789752043,0,3936.0,3936.0,2.0,0.0,250.28,12797,250.17,2.0,2,,,113,26.64,12672,749.7791789752043,185,,0.0,3936.0
1680696097.0,3,,,2.0,0.0,10.0,249.04,,,750.6147256047818,0,4224.0,4224.0,2.0,0.0,250.62,13696,250.12,2.0,2,,,114,25.41,13568,750.6147256047818,186,,0.0,4224.0
1680696098.0,3,,,2.0,0.0,10.0,249.95,,,750.9220664137838,0,4512.0,4544.0,2.0,0.0,250.57,14590,250.09,2.0,2,,,115,24.21,14496,750.9220664137838,187,,0.0,4512.0
1680696100.0,3,,,2.0,0.0,10.0,250.57,,,750.9998371669702,0,4832.0,4832.0,2.0,0.0,250.4,15489,249.95,2.0,2,,,116,23.01,15360,750.9998371669702,189,,0.0,4832.0
1680696101.0,3,,,2.0,0.0,10.0,250.43,,,750.6895675008917,0,5120.0,5120.0,2.0,0.0,250.54,16386,250.03,2.0,2,,,117,21.82,16256,750.6895675008917,190,,0.0,5120.0
1680696102.0,3,,,2.0,0.0,10.0,250.32,,,750.5649691309219,0,5408.0,5440.0,2.0,0.0,250.34,17283,250.02,2.0,2,,,118,20.63,17184,750.5649691309219,191,,0.0,5408.0
1680696103.0,3,,,2.0,0.0,9.72,250.32,,,750.1029993336338,0,5728.0,5728.0,2.0,0.0,250.39,18181,249.86,2.0,2,,,119,19.45,18048,750.1029993336338,192,,0.0,5728.0
1680696104.0,3,,,2.0,0.0,9.14,250.23,,,749.1527955210094,0,6016.0,6016.0,2.0,0.0,249.99,19078,249.88,2.0,2,,,120,18.27,18944,749.1527955210094,193,,0.0,6016.0
1680696106.0,3,,,2.0,0.0,8.53,249.95,,,749.528531957373,0,6304.0,6336.0,2.0,0.0,249.54,19976,249.66,2.0,2,,,121,17.07,19872,749.528531957373,195,,0.0,6304.0
1680696107.0,3,,,2.0,0.0,7.96,250.51,,,747.9346787075771,0,6624.0,6624.0,2.0,0.0,249.6,20868,249.42,2.0,2,,,122,15.91,20768,747.9346787075771,196,,0.0,6624.0
1680696108.0,3,,,2.0,0.0,7.82,250.38,,,708.6198504100896,0,6912.0,6944.0,2.0,0.0,249.77,21679,247.78,2.0,2,,,123,15.65,21568,708.6198504100896,197,,0.0,6912.0
1680696109.0,3,,,2.0,0.0,6.95,250.14,,,732.1582928940952,0,7136.0,7232.0,2.0,0.0,250.08,22588,208.4,2.0,2,,,124,13.9,22464,732.1582928940952,198,,0.0,7200.0
1680696110.0,3,,,2.0,0.0,6.25,250.28,,,742.2048992660169,0,7424.0,7520.0,2.0,0.0,250.14,23485,231.74,2.0,2,,,125,12.51,23360,742.2048992660169,199,,0.0,7520.0
1680696112.0,3,,,2.0,0.0,5.94,250.15,,,712.0146118223981,0,7712.0,7840.0,2.0,0.0,249.74,24306,242.32,2.0,2,,,126,11.88,24192,712.0146118223981,201,,0.0,7808.0
