04_peers/peer_3_epoch,03_hivemind/overshot_TBS,04_peers/peer_2_samples_per_second,03_hivemind/epoch_s,04_peers/peer_7_epoch,04_peers/peer_2_samples_accumulated,03_hivemind/num_clients,04_peers/peer_2_epoch_oos,_timestamp,04_peers/peer_8_epoch,04_peers/peer_1_epoch_oos,03_hivemind/next_fetch_time_s,04_peers/peer_4_epoch,03_hivemind/epoch_based_sps,03_hivemind/actual_total_samples_per_second,03_hivemind/optimistic_total_samples_per_second,04_peers/peer_4_epoch_oos,04_peers/peer_7_epoch_oos,04_peers/peer_8_epoch_oos,04_peers/peer_8_samples_per_second,_runtime,03_hivemind/num_peers,04_peers/peer_6_samples_per_second,03_hivemind/estimated_current_samples,04_peers/peer_8_samples_accumulated,_step,04_peers/peer_4_samples_per_second,04_peers/peer_1_samples_accumulated,04_peers/peer_4_samples_accumulated,04_peers/peer_9_samples_accumulated,04_peers/peer_5_epoch_oos,03_hivemind/total_training_samples,04_peers/peer_6_epoch,04_peers/peer_5_samples_per_second,04_peers/peer_1_samples_per_second,04_peers/peer_7_samples_per_second,04_peers/peer_3_samples_accumulated,03_hivemind/per_epoch_training_samples,04_peers/peer_9_epoch,04_peers/peer_6_epoch_oos,04_peers/peer_3_samples_per_second,04_peers/peer_2_epoch,04_peers/peer_9_epoch_oos,03_hivemind/eta_next_epoch_s,04_peers/peer_7_samples_accumulated,04_peers/peer_5_samples_accumulated,04_peers/peer_6_samples_accumulated,03_hivemind/global_samples_accumulated,03_hivemind/reached_TBS,03_hivemind/global_epoch,04_peers/peer_3_epoch_oos,04_peers/peer_9_samples_per_second,04_peers/peer_1_epoch,04_peers/peer_5_epoch,03_hivemind/undershot_TBS
1.0,1.0,109.39,63.58754873322323,1.0,160.0,0,0.0,1681405833.0,1.0,0.0,8.69,1.0,581.7491118457349,2266.6654160244707,2266.6654160244707,0.0,0.0,0.0,107.23,114,9,109.15,6495,192.0,52,113.39,192.0,160.0,1536.0,0.0,36992.0,1.0,109.69,114.35,110.61,192.0,36992.0,1.0,0.0,110.64,1.0,0.0,11.59,192.0,160.0,160.0,6016,0.0,1,0.0,1066.2,1.0,1.0,0.0
1.0,,106.78,,1.0,288.0,0,0.0,1681405834.0,1.0,0.0,7.88,1.0,,2268.2127616252797,2268.2127616252797,0.0,0.0,0.0,108.25,115,9,108.81,8925,320.0,53,112.33,320.0,320.0,3584.0,0.0,,1.0,109.07,113.96,106.81,320.0,,1.0,0.0,109.68,1.0,0.0,10.51,288.0,288.0,288.0,7488,,1,0.0,1390.99,1.0,1.0,
1.0,,95.36,,1.0,384.0,0,0.0,1681405835.0,1.0,0.0,8.88,1.0,,1913.7792492060646,1913.7792492060646,0.0,0.0,0.0,98.96,116,9,96.53,10109,416.0,54,98.64,416.0,384.0,4352.0,0.0,,1.0,95.0,102.41,95.88,384.0,,1.0,0.0,96.61,1.0,0.0,11.84,384.0,384.0,384.0,9792,,1,0.0,1488.82,1.0,1.0,
1.0,,102.33,,1.0,512.0,0,0.0,1681405836.0,1.0,0.0,7.33,1.0,,2055.1870560289294,2055.1870560289294,0.0,0.0,0.0,105.75,117,9,103.1,12686,544.0,55,105.05,544.0,512.0,5632.0,0.0,,1.0,101.12,108.54,103.38,512.0,,1.0,0.0,103.24,1.0,0.0,9.77,512.0,512.0,512.0,11648,,1,0.0,1081.28,1.0,1.0,
1.0,,83.72,,1.0,544.0,0,0.0,1681405837.0,1.0,0.0,6.56,1.0,,2057.790985004301,2057.790985004301,0.0,0.0,0.0,86.1,118,9,106.86,14778,576.0,56,109.65,608.0,640.0,6912.0,0.0,,1.0,104.76,111.04,106.35,576.0,,1.0,0.0,106.0,1.0,0.0,8.74,576.0,608.0,608.0,14208,,1,0.0,1240.7,1.0,1.0,
1.0,,93.05,,1.0,672.0,0,0.0,1681405838.0,1.0,0.0,5.02,1.0,,2258.6376585502126,2258.6376585502126,0.0,0.0,0.0,94.12,119,9,91.65,17636,704.0,57,105.01,608.0,768.0,8704.0,0.0,,1.0,86.73,111.04,88.05,704.0,,1.0,0.0,91.86,1.0,0.0,6.7,672.0,672.0,704.0,16960,,1,0.0,1296.27,1.0,1.0,
1.0,,102.24,,1.0,832.0,0,0.0,1681405839.0,1.0,0.0,4.09,1.0,,2289.624168910139,2289.624168910139,0.0,0.0,0.0,101.97,120,9,99.32,20287,832.0,58,109.53,608.0,896.0,10496.0,0.0,,1.0,94.87,111.04,99.04,832.0,,1.0,0.0,99.7,1.0,0.0,5.45,832.0,800.0,832.0,19424,,1,0.0,1440.92,1.0,1.0,
1.0,,107.55,,1.0,960.0,0,0.0,1681405840.0,1.0,0.0,3.28,1.0,,2262.4705334793325,2262.4705334793325,0.0,0.0,0.0,108.97,121,9,105.05,22881,992.0,59,112.79,608.0,1024.0,12032.0,0.0,,1.0,101.02,111.04,105.72,960.0,,1.0,0.0,105.45,1.0,0.0,4.37,960.0,928.0,960.0,21856,,1,0.0,1432.03,1.0,1.0,
1.0,,111.19,,1.0,1088.0,0,0.0,1681405842.0,1.0,0.0,2.16,1.0,,2407.646311665819,2407.646311665819,0.0,0.0,0.0,112.87,123,9,109.34,25828,1120.0,60,115.02,608.0,1152.0,13568.0,0.0,,1.0,105.55,111.04,110.66,1088.0,,1.0,0.0,109.65,1.0,0.0,2.88,1088.0,1056.0,1088.0,24320,,1,0.0,1377.15,1.0,1.0,
1.0,,113.56,,1.0,1216.0,0,0.0,1681405843.0,1.0,0.0,1.23,1.0,,2489.3557838291267,2489.3557838291267,0.0,0.0,0.0,115.59,124,9,112.08,28684,1248.0,61,116.72,608.0,1312.0,15104.0,0.0,,1.0,108.69,111.04,113.82,1216.0,,1.0,0.0,112.52,1.0,0.0,1.64,1216.0,1184.0,1216.0,27328,,1,0.0,1503.62,1.0,1.0,
1.0,,115.17,,1.0,1344.0,0,0.0,1681405845.0,1.0,0.0,0.5,1.0,,2451.0899984659127,2451.0899984659127,0.0,0.0,0.0,117.85,126,9,113.87,34647,1408.0,62,117.55,608.0,1440.0,17152.0,0.0,,1.0,110.71,111.04,116.53,1344.0,,1.0,0.0,114.43,1.0,0.0,0.0,1376.0,1312.0,1344.0,29824,,1,0.0,1572.2,1.0,1.0,
1.0,,116.42,,1.0,1472.0,0,0.0,1681405846.0,1.0,0.0,0.5,1.0,,2370.3549647826176,2370.3549647826176,0.0,0.0,0.0,118.88,127,9,115.51,36294,1536.0,63,118.02,608.0,1568.0,18688.0,0.0,,1.0,112.2,111.04,118.05,1504.0,,1.0,0.0,116.13,1.0,0.0,0.0,1504.0,1440.0,1504.0,33120,,1,0.0,1524.85,1.0,1.0,
1.0,,117.29,,1.0,1664.0,0,0.0,1681405847.0,1.0,0.0,0.5,1.0,,2370.3549647826176,2370.3549647826176,0.0,0.0,0.0,119.69,128,9,116.29,38967,1696.0,64,118.0,768.0,1728.0,20736.0,0.0,,1.0,113.07,38.34,119.02,1632.0,,1.0,0.0,116.68,1.0,0.0,0.0,1664.0,1600.0,1632.0,33120,,1,0.0,1511.98,1.0,1.0,
1.0,,117.29,,1.0,1664.0,0,0.0,1681405848.0,1.0,0.0,0.5,1.0,,2370.3549647826176,2370.3549647826176,0.0,0.0,0.0,119.69,129,9,116.29,41608,1696.0,65,118.0,768.0,1728.0,20736.0,0.0,,1.0,113.07,38.34,119.02,1632.0,,1.0,0.0,116.68,1.0,0.0,0.0,1664.0,1600.0,1632.0,33120,,1,0.0,1511.98,1.0,1.0,
1.0,,117.29,,1.0,1664.0,0,0.0,1681405850.0,1.0,0.0,0.5,1.0,,2370.3549647826176,2370.3549647826176,0.0,0.0,0.0,119.69,131,9,116.29,44244,1696.0,66,118.0,768.0,1728.0,20736.0,0.0,,1.0,113.07,38.34,119.02,1632.0,,1.0,0.0,116.68,1.0,0.0,0.0,1664.0,1600.0,1632.0,33120,,1,0.0,1511.98,1.0,1.0,
1.0,,117.29,,1.0,1664.0,0,0.0,1681405851.0,1.0,0.0,0.5,1.0,,2370.3549647826176,2370.3549647826176,0.0,0.0,0.0,119.69,132,9,116.29,46891,1696.0,67,118.0,768.0,1728.0,20736.0,0.0,,1.0,113.07,38.34,119.02,1632.0,,1.0,0.0,116.68,1.0,0.0,0.0,1664.0,1600.0,1632.0,33120,,1,0.0,1511.98,1.0,1.0,
1.0,,117.29,,1.0,1664.0,0,0.0,1681405852.0,1.0,0.0,0.5,1.0,,2370.3549647826176,2370.3549647826176,0.0,0.0,0.0,119.69,133,9,116.29,49546,1696.0,68,118.0,768.0,1728.0,20736.0,0.0,,1.0,113.07,38.34,119.02,1632.0,,1.0,0.0,116.68,1.0,0.0,0.0,1664.0,1600.0,1632.0,33120,,1,0.0,1511.98,1.0,1.0,
1.0,,117.29,,1.0,1664.0,0,0.0,1681405853.0,1.0,0.0,0.5,1.0,,2370.3549647826176,2370.3549647826176,0.0,0.0,0.0,119.69,134,9,116.29,52197,1696.0,69,118.0,768.0,1728.0,20736.0,0.0,,1.0,113.07,38.34,119.02,1632.0,,1.0,0.0,116.68,1.0,0.0,0.0,1664.0,1600.0,1632.0,33120,,1,0.0,1511.98,1.0,1.0,
1.0,,117.29,,1.0,1664.0,0,0.0,1681405854.0,1.0,0.0,0.5,1.0,,2370.3549647826176,2370.3549647826176,0.0,0.0,0.0,119.69,135,9,116.29,54855,1696.0,70,118.0,768.0,1728.0,20736.0,0.0,,1.0,113.07,38.34,119.02,1632.0,,1.0,0.0,116.68,1.0,0.0,0.0,1664.0,1600.0,1632.0,33120,,1,0.0,1511.98,1.0,1.0,
1.0,,117.29,,1.0,1664.0,0,0.0,1681405855.0,1.0,0.0,0.5,1.0,,2370.3549647826176,2370.3549647826176,0.0,0.0,0.0,119.69,136,9,116.29,57512,1696.0,71,118.0,768.0,1728.0,20736.0,0.0,,1.0,113.07,38.34,119.02,1632.0,,1.0,0.0,116.68,1.0,0.0,0.0,1664.0,1600.0,1632.0,33120,,1,0.0,1511.98,1.0,1.0,
1.0,,117.29,,1.0,1664.0,0,0.0,1681405856.0,1.0,0.0,0.5,1.0,,2370.3549647826176,2370.3549647826176,0.0,0.0,0.0,119.69,137,9,116.29,60162,1696.0,72,118.0,768.0,1728.0,20736.0,0.0,,1.0,113.07,38.34,119.02,1632.0,,1.0,0.0,116.68,1.0,0.0,0.0,1664.0,1600.0,1632.0,33120,,1,0.0,1511.98,1.0,1.0,
1.0,,117.29,,1.0,1664.0,0,0.0,1681405857.0,1.0,0.0,0.5,1.0,,2370.3549647826176,2370.3549647826176,0.0,0.0,0.0,119.69,138,9,116.29,62880,1696.0,73,118.0,768.0,1728.0,20736.0,0.0,,1.0,113.07,38.34,119.02,1632.0,,1.0,0.0,116.68,1.0,0.0,0.0,1664.0,1600.0,1632.0,33120,,1,0.0,1511.98,1.0,1.0,
1.0,,117.29,,1.0,1664.0,0,0.0,1681405859.0,1.0,0.0,0.5,1.0,,2370.3549647826176,2370.3549647826176,0.0,0.0,0.0,119.69,140,9,116.29,65521,1696.0,74,118.0,768.0,1728.0,20736.0,0.0,,1.0,113.07,38.34,119.02,1632.0,,1.0,0.0,116.68,1.0,0.0,0.0,1664.0,1600.0,1632.0,33120,,1,0.0,1511.98,1.0,1.0,
1.0,,117.29,,1.0,1664.0,0,0.0,1681405860.0,1.0,0.0,0.5,1.0,,2370.3549647826176,2370.3549647826176,0.0,0.0,0.0,119.69,141,9,116.29,68174,1696.0,75,118.0,768.0,1728.0,20736.0,0.0,,1.0,113.07,38.34,119.02,1632.0,,1.0,0.0,116.68,1.0,0.0,0.0,1664.0,1600.0,1632.0,33120,,1,0.0,1511.98,1.0,1.0,
1.0,,117.29,,1.0,1664.0,0,0.0,1681405861.0,1.0,0.0,0.5,1.0,,2370.3549647826176,2370.3549647826176,0.0,0.0,0.0,119.69,142,9,116.29,70821,1696.0,76,118.0,768.0,1728.0,20736.0,0.0,,1.0,113.07,38.34,119.02,1632.0,,1.0,0.0,116.68,1.0,0.0,0.0,1664.0,1600.0,1632.0,33120,,1,0.0,1511.98,1.0,1.0,
1.0,,117.29,,1.0,1664.0,0,0.0,1681405862.0,1.0,0.0,0.5,1.0,,2370.3549647826176,2370.3549647826176,0.0,0.0,0.0,119.69,143,9,116.29,73482,1696.0,77,118.0,768.0,1728.0,20736.0,0.0,,1.0,113.07,38.34,119.02,1632.0,,1.0,0.0,116.68,1.0,0.0,0.0,1664.0,1600.0,1632.0,33120,,1,0.0,1511.98,1.0,1.0,
1.0,,117.29,,1.0,1664.0,0,0.0,1681405863.0,1.0,0.0,0.5,1.0,,2370.3549647826176,2370.3549647826176,0.0,0.0,0.0,119.69,144,9,116.29,76130,1696.0,78,118.0,768.0,1728.0,20736.0,0.0,,1.0,113.07,38.34,119.02,1632.0,,1.0,0.0,116.68,1.0,0.0,0.0,1664.0,1600.0,1632.0,33120,,1,0.0,1511.98,1.0,1.0,
1.0,,117.29,,1.0,1664.0,0,0.0,1681405864.0,1.0,0.0,0.5,1.0,,2370.3549647826176,2370.3549647826176,0.0,0.0,0.0,119.69,145,9,116.29,78779,1696.0,79,118.0,768.0,1728.0,20736.0,0.0,,1.0,113.07,38.34,119.02,1632.0,,1.0,0.0,116.68,1.0,0.0,0.0,1664.0,1600.0,1632.0,33120,,1,0.0,1511.98,1.0,1.0,
1.0,,117.29,,1.0,1664.0,0,0.0,1681405865.0,1.0,0.0,0.5,1.0,,2370.3549647826176,2370.3549647826176,0.0,0.0,0.0,119.69,146,9,116.29,81436,1696.0,80,118.0,768.0,1728.0,20736.0,0.0,,1.0,113.07,38.34,119.02,1632.0,,1.0,0.0,116.68,1.0,0.0,0.0,1664.0,1600.0,1632.0,33120,,1,0.0,1511.98,1.0,1.0,
1.0,,117.29,,1.0,1664.0,0,0.0,1681405866.0,1.0,0.0,0.5,1.0,,2370.3549647826176,2370.3549647826176,0.0,0.0,0.0,119.69,147,9,116.29,84076,1696.0,81,118.0,768.0,1728.0,20736.0,0.0,,1.0,113.07,38.34,119.02,1632.0,,1.0,0.0,116.68,1.0,0.0,0.0,1664.0,1600.0,1632.0,33120,,1,0.0,1511.98,1.0,1.0,
1.0,,117.29,,1.0,1664.0,0,0.0,1681405868.0,1.0,0.0,0.5,1.0,,2370.3549647826176,2370.3549647826176,0.0,0.0,0.0,119.69,149,9,116.29,86715,1696.0,82,118.0,768.0,1728.0,20736.0,0.0,,1.0,113.07,38.34,119.02,1632.0,,1.0,0.0,116.68,1.0,0.0,0.0,1664.0,1600.0,1632.0,33120,,1,0.0,1511.98,1.0,1.0,
1.0,,117.29,,1.0,1664.0,0,0.0,1681405869.0,1.0,0.0,0.5,1.0,,2370.3549647826176,2370.3549647826176,0.0,0.0,0.0,119.69,150,9,116.29,89358,1696.0,83,118.0,768.0,1728.0,20736.0,0.0,,1.0,113.07,38.34,119.02,1632.0,,1.0,0.0,116.68,1.0,0.0,0.0,1664.0,1600.0,1632.0,33120,,1,0.0,1511.98,1.0,1.0,
1.0,,117.29,,1.0,1664.0,0,0.0,1681405870.0,1.0,0.0,0.5,1.0,,2370.3549647826176,2370.3549647826176,0.0,0.0,0.0,119.69,151,9,116.29,91985,1696.0,84,118.0,768.0,1728.0,20736.0,0.0,,1.0,113.07,38.34,119.02,1632.0,,1.0,0.0,116.68,1.0,0.0,0.0,1664.0,1600.0,1632.0,33120,,1,0.0,1511.98,1.0,1.0,
1.0,,117.29,,1.0,1664.0,0,0.0,1681405871.0,1.0,0.0,0.5,1.0,,2370.3549647826176,2370.3549647826176,0.0,0.0,0.0,119.69,152,9,116.29,94644,1696.0,85,118.0,768.0,1728.0,20736.0,0.0,,1.0,113.07,38.34,119.02,1632.0,,1.0,0.0,116.68,1.0,0.0,0.0,1664.0,1600.0,1632.0,33120,,1,0.0,1511.98,1.0,1.0,
1.0,,117.29,,1.0,1664.0,0,0.0,1681405872.0,1.0,0.0,0.5,1.0,,2370.3549647826176,2370.3549647826176,0.0,0.0,0.0,119.69,153,9,116.29,97326,1696.0,86,118.0,768.0,1728.0,20736.0,0.0,,1.0,113.07,38.34,119.02,1632.0,,1.0,0.0,116.68,1.0,0.0,0.0,1664.0,1600.0,1632.0,33120,,1,0.0,1511.98,1.0,1.0,
1.0,,117.29,,1.0,1664.0,0,0.0,1681405873.0,1.0,0.0,0.5,1.0,,2370.3549647826176,2370.3549647826176,0.0,0.0,0.0,119.69,154,9,116.29,99994,1696.0,87,118.0,768.0,1728.0,20736.0,0.0,,1.0,113.07,38.34,119.02,1632.0,,1.0,0.0,116.68,1.0,0.0,0.0,1664.0,1600.0,1632.0,33120,,1,0.0,1511.98,1.0,1.0,
1.0,,117.29,,1.0,1664.0,0,0.0,1681405874.0,1.0,0.0,0.5,1.0,,2370.3549647826176,2370.3549647826176,0.0,0.0,0.0,119.69,155,9,116.29,102658,1696.0,88,118.0,768.0,1728.0,20736.0,0.0,,1.0,113.07,38.34,119.02,1632.0,,1.0,0.0,116.68,1.0,0.0,0.0,1664.0,1600.0,1632.0,33120,,1,0.0,1511.98,1.0,1.0,
1.0,,117.29,,1.0,1664.0,0,0.0,1681405875.0,1.0,0.0,0.5,1.0,,2370.3549647826176,2370.3549647826176,0.0,0.0,0.0,119.69,156,9,116.29,105306,1696.0,89,118.0,768.0,1728.0,20736.0,0.0,,1.0,113.07,38.34,119.02,1632.0,,1.0,0.0,116.68,1.0,0.0,0.0,1664.0,1600.0,1632.0,33120,,1,0.0,1511.98,1.0,1.0,
1.0,,117.29,,1.0,1664.0,0,0.0,1681405877.0,1.0,0.0,0.5,1.0,,2370.3549647826176,2370.3549647826176,0.0,0.0,0.0,119.69,158,9,116.29,108012,1696.0,90,118.0,768.0,1728.0,20736.0,0.0,,1.0,113.07,38.34,119.02,1632.0,,1.0,0.0,116.68,1.0,0.0,0.0,1664.0,1600.0,1632.0,33120,,1,0.0,1511.98,1.0,1.0,
1.0,,117.29,,1.0,1664.0,0,0.0,1681405878.0,1.0,0.0,0.5,1.0,,2370.3549647826176,2370.3549647826176,0.0,0.0,0.0,119.69,159,9,116.29,110786,1696.0,91,118.0,768.0,1728.0,20736.0,0.0,,1.0,113.07,38.34,119.02,1632.0,,1.0,0.0,116.68,1.0,0.0,0.0,1664.0,1600.0,1632.0,33120,,1,0.0,1511.98,1.0,1.0,
1.0,,117.29,,1.0,1664.0,0,0.0,1681405879.0,1.0,0.0,0.5,1.0,,2370.3549647826176,2370.3549647826176,0.0,0.0,0.0,119.69,160,9,116.29,113475,1696.0,92,118.0,768.0,1728.0,20736.0,0.0,,1.0,113.07,38.34,119.02,1632.0,,1.0,0.0,116.68,1.0,0.0,0.0,1664.0,1600.0,1632.0,33120,,1,0.0,1511.98,1.0,1.0,
1.0,,117.29,,1.0,1664.0,0,0.0,1681405880.0,1.0,0.0,0.5,1.0,,2370.3549647826176,2370.3549647826176,0.0,0.0,0.0,119.69,161,9,116.29,116121,1696.0,93,118.0,768.0,1728.0,20736.0,0.0,,1.0,113.07,38.34,119.02,1632.0,,1.0,0.0,116.68,1.0,0.0,0.0,1664.0,1600.0,1632.0,33120,,1,0.0,1511.98,1.0,1.0,
1.0,,117.29,,1.0,1664.0,0,0.0,1681405881.0,1.0,0.0,0.5,1.0,,2370.3549647826176,2370.3549647826176,0.0,0.0,0.0,119.69,162,9,116.29,118781,1696.0,94,118.0,768.0,1728.0,20736.0,0.0,,1.0,113.07,38.34,119.02,1632.0,,1.0,0.0,116.68,1.0,0.0,0.0,1664.0,1600.0,1632.0,33120,,1,0.0,1511.98,1.0,1.0,
1.0,,117.29,,1.0,1664.0,0,0.0,1681405882.0,1.0,0.0,0.5,1.0,,2370.3549647826176,2370.3549647826176,0.0,0.0,0.0,119.69,163,9,116.29,121423,1696.0,95,118.0,768.0,1728.0,20736.0,0.0,,1.0,113.07,38.34,119.02,1632.0,,1.0,0.0,116.68,1.0,0.0,0.0,1664.0,1600.0,1632.0,33120,,1,0.0,1511.98,1.0,1.0,
1.0,,117.29,,1.0,1664.0,0,0.0,1681405883.0,1.0,0.0,10.0,1.0,,2283.456141703784,2283.456141703784,0.0,0.0,0.0,119.69,164,9,116.29,1963,1696.0,96,118.0,768.0,1728.0,20736.0,0.0,,1.0,113.07,38.34,119.02,1632.0,,1.0,0.0,116.68,1.0,0.0,13.49,1664.0,1600.0,1632.0,768,,2,0.0,1511.98,1.0,1.0,
2.0,2.0,118.47,51.89954682998359,2.0,32.0,0,0.0,1681405884.0,2.0,0.0,10.0,2.0,638.155861138768,2045.8623504394477,2045.8623504394477,0.0,0.0,0.0,119.69,165,9,117.44,3679,32.0,97,118.52,32.0,32.0,512.0,0.0,70112.0,2.0,114.96,41.27,120.14,32.0,33120.0,2.0,0.0,116.93,2.0,0.0,14.22,32.0,32.0,32.0,3328,0.0,2,0.0,1416.03,2.0,2.0,0.0
2.0,,105.16,,2.0,160.0,0,0.0,1681405886.0,2.0,0.0,8.33,2.0,,2340.1470094496735,2340.1470094496735,0.0,0.0,0.0,106.29,167,9,104.51,6778,160.0,98,105.19,160.0,160.0,2048.0,0.0,,2.0,102.82,50.47,106.13,160.0,,2.0,0.0,104.02,2.0,0.0,11.11,160.0,160.0,160.0,6400,,2,0.0,1261.27,2.0,2.0,
2.0,,109.58,,2.0,288.0,0,0.0,1681405887.0,2.0,0.0,6.57,2.0,,2595.484872021774,2595.484872021774,0.0,0.0,0.0,111.16,168,9,109.06,10038,288.0,99,109.98,288.0,288.0,4096.0,0.0,,2.0,107.21,63.32,110.95,288.0,,2.0,0.0,108.65,2.0,0.0,8.76,288.0,288.0,288.0,9536,,2,0.0,1510.23,2.0,2.0,
2.0,,112.78,,2.0,416.0,0,0.0,1681405888.0,2.0,0.0,5.58,2.0,,2642.6355316366144,2642.6355316366144,0.0,0.0,0.0,114.63,169,9,112.07,13089,416.0,100,113.28,448.0,416.0,6144.0,0.0,,2.0,110.2,78.97,114.95,416.0,,2.0,0.0,112.15,2.0,0.0,7.45,448.0,416.0,416.0,10816,,2,0.0,1726.46,2.0,2.0,
2.0,,114.97,,2.0,544.0,0,0.0,1681405889.0,2.0,0.0,7.82,2.0,,1881.101448027862,1881.101448027862,0.0,0.0,0.0,117.32,170,9,114.28,13149,576.0,101,116.0,576.0,576.0,6400.0,0.0,,2.0,111.72,90.01,116.58,544.0,,2.0,0.0,114.46,2.0,0.0,10.43,544.0,512.0,544.0,12640,,2,0.0,1747.29,2.0,2.0,
2.0,,90.55,,2.0,608.0,0,0.0,1681405890.0,2.0,0.0,6.24,2.0,,2049.9702543759486,2049.9702543759486,0.0,0.0,0.0,117.75,171,9,90.47,15724,608.0,102,116.84,672.0,640.0,7680.0,0.0,,2.0,99.54,89.56,91.37,608.0,,2.0,0.0,95.27,2.0,0.0,8.31,608.0,608.0,608.0,15136,,2,0.0,1089.74,2.0,2.0,
2.0,,98.59,,2.0,736.0,0,0.0,1681405891.0,2.0,0.0,6.07,2.0,,1890.4228373854316,1890.4228373854316,0.0,0.0,0.0,96.69,172,9,98.62,17469,736.0,103,94.69,768.0,736.0,9216.0,0.0,,2.0,104.93,88.3,99.72,736.0,,2.0,0.0,102.23,2.0,0.0,8.09,736.0,736.0,736.0,17120,,2,0.0,1266.22,2.0,2.0,
2.0,,104.73,,2.0,864.0,0,0.0,1681405892.0,2.0,0.0,5.64,2.0,,1793.5075737719937,1793.5075737719937,0.0,0.0,0.0,103.9,173,9,104.71,19283,864.0,104,102.11,896.0,864.0,10240.0,0.0,,2.0,85.87,97.74,106.22,864.0,,2.0,0.0,107.46,2.0,0.0,7.52,864.0,800.0,864.0,18976,,2,0.0,1077.69,2.0,2.0,
2.0,,109.2,,2.0,992.0,0,0.0,1681405893.0,2.0,0.0,4.75,2.0,,1803.3704364649911,1803.3704364649911,0.0,0.0,0.0,109.2,174,9,109.04,21356,992.0,105,107.64,1056.0,992.0,11008.0,0.0,,2.0,94.29,106.52,110.9,1024.0,,2.0,0.0,111.86,2.0,0.0,6.33,992.0,928.0,992.0,20608,,2,0.0,934.85,2.0,2.0,
2.0,,112.3,,2.0,1120.0,0,0.0,1681405895.0,2.0,0.0,4.01,2.0,,1776.5099600186518,1776.5099600186518,0.0,0.0,0.0,113.77,176,9,111.99,23274,1152.0,106,112.27,1184.0,1152.0,11520.0,0.0,,2.0,100.58,111.48,114.79,1152.0,,2.0,0.0,113.99,2.0,0.0,5.34,1152.0,1056.0,1120.0,22720,,2,0.0,912.18,2.0,2.0,
2.0,,114.88,,2.0,1280.0,0,0.0,1681405896.0,2.0,0.0,3.16,2.0,,1779.1032649664032,1779.1032649664032,0.0,0.0,0.0,116.28,177,9,114.41,25281,1280.0,107,115.04,1312.0,1280.0,12544.0,0.0,,2.0,105.2,115.08,116.72,1280.0,,2.0,0.0,115.53,2.0,0.0,4.21,1280.0,1184.0,1280.0,24800,,2,0.0,863.38,2.0,2.0,
2.0,,115.98,,2.0,1408.0,0,0.0,1681405897.0,2.0,0.0,2.26,2.0,,1797.223176089818,1797.223176089818,0.0,0.0,0.0,117.96,178,9,115.65,27344,1408.0,108,116.6,1472.0,1408.0,13568.0,0.0,,2.0,108.62,117.97,118.18,1408.0,,2.0,0.0,116.62,2.0,0.0,3.02,1408.0,1312.0,1408.0,26880,,2,0.0,851.52,2.0,2.0,
2.0,,116.78,,2.0,1536.0,0,0.0,1681405898.0,2.0,0.0,1.44,2.0,,1788.693018847554,1788.693018847554,0.0,0.0,0.0,119.27,179,9,116.46,29334,1568.0,109,117.62,1600.0,1536.0,14592.0,0.0,,2.0,110.81,119.44,119.17,1536.0,,2.0,0.0,117.26,2.0,0.0,1.92,1536.0,1440.0,1536.0,28960,,2,0.0,860.43,2.0,2.0,
2.0,,117.35,,2.0,1664.0,0,0.0,1681405899.0,2.0,0.0,0.57,2.0,,1806.3002445047646,1806.3002445047646,0.0,0.0,0.0,119.86,180,9,116.95,31393,1696.0,110,118.17,1728.0,1664.0,15616.0,0.0,,2.0,112.25,120.51,119.88,1664.0,,2.0,0.0,117.83,2.0,0.0,0.76,1696.0,1568.0,1664.0,31072,,2,0.0,845.9,2.0,2.0,
2.0,,117.6,,2.0,1792.0,0,0.0,1681405900.0,2.0,0.0,0.5,2.0,,1830.6688777651345,1830.6688777651345,0.0,0.0,0.0,120.2,181,9,117.56,33480,1824.0,111,118.82,1856.0,1824.0,16640.0,0.0,,2.0,113.25,120.91,120.29,1824.0,,2.0,0.0,118.05,2.0,0.0,0.0,1824.0,1696.0,1792.0,32896,,2,0.0,859.63,2.0,2.0,
2.0,,117.83,,2.0,1920.0,0,0.0,1681405901.0,2.0,0.0,0.5,2.0,,1819.758804205786,1819.758804205786,0.0,0.0,0.0,120.54,182,9,117.53,35474,1952.0,112,118.93,2016.0,1952.0,17408.0,0.0,,2.0,113.71,121.45,120.53,1952.0,,2.0,0.0,118.31,2.0,0.0,0.0,1952.0,1824.0,1920.0,33184,,2,0.0,881.84,2.0,2.0,
2.0,,117.77,,2.0,1952.0,0,0.0,1681405902.0,2.0,0.0,0.5,2.0,,1819.758804205786,1819.758804205786,0.0,0.0,0.0,120.54,183,9,117.53,37501,1952.0,113,118.93,2016.0,1952.0,17664.0,0.0,,2.0,113.71,121.45,120.53,1952.0,,2.0,0.0,118.31,2.0,0.0,0.0,1952.0,1824.0,1920.0,33184,,2,0.0,870.99,2.0,2.0,
2.0,,117.77,,2.0,1952.0,0,0.0,1681405903.0,2.0,0.0,0.5,2.0,,1819.758804205786,1819.758804205786,0.0,0.0,0.0,120.54,184,9,117.53,39528,1952.0,114,118.93,2016.0,1952.0,17664.0,0.0,,2.0,113.71,121.45,120.53,1952.0,,2.0,0.0,118.31,2.0,0.0,0.0,1952.0,1824.0,1920.0,33184,,2,0.0,870.99,2.0,2.0,
