03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_peers,03_hivemind/global_samples_accumulated,_step,03_hivemind/eta_next_epoch_s,_runtime,03_hivemind/global_epoch,03_hivemind/next_fetch_time_s,03_hivemind/actual_total_samples_per_second,_timestamp,03_hivemind/num_clients,04_peers/peer_1_samples_accumulated,04_peers/peer_1_epoch,04_peers/peer_1_samples_per_second,04_peers/peer_1_epoch_oos,04_peers/peer_3_samples_per_second,04_peers/peer_2_samples_accumulated,04_peers/peer_2_epoch,04_peers/peer_3_epoch_oos,04_peers/peer_3_epoch,04_peers/peer_3_samples_accumulated,04_peers/peer_2_epoch_oos,04_peers/peer_2_samples_per_second,04_peers/peer_4_samples_per_second,04_peers/peer_4_samples_accumulated,04_peers/peer_4_epoch,04_peers/peer_4_epoch_oos,03_hivemind/epoch_s,03_hivemind/undershot_TBS,03_hivemind/total_training_samples,03_hivemind/per_epoch_training_samples,03_hivemind/reached_TBS,03_hivemind/epoch_based_sps,03_hivemind/overshot_TBS
768,41.20924730457349,1,640,0,776.52,42,0,10.0,41.20924730457349,1683049050,0,,,,,,,,,,,,,,,,,,,,,,,
4211,833.3831696332555,1,4128,1,34.27,43,0,8.57,833.3831696332555,1683049051,0,640.0,0.0,41.21,0.0,,,,,,,,,,,,,,,,,,,
5193,824.6928210826909,1,5120,2,33.44,44,0,8.36,824.6928210826909,1683049052,0,4128.0,0.0,833.38,0.0,,,,,,,,,,,,,,,,,,,
6942,1216.647649198212,3,6816,3,21.23,45,0,10.0,1216.647649198212,1683049053,0,5120.0,0.0,824.69,0.0,,,,,,,,,,,,,,,,,,,
10275,2448.0069562917574,4,9984,4,9.19,46,0,5.25,2448.0069562917574,1683049054,0,6112.0,0.0,842.79,0.0,151.06,416.0,0.0,0.0,0.0,288.0,0.0,222.79,,,,,,,,,,,
14882,3252.791079068368,4,14496,5,5.5,48,0,3.14,3252.791079068368,1683049056,0,7072.0,0.0,825.21,0.0,768.63,1376.0,0.0,0.0,0.0,1312.0,0.0,752.77,101.39,224.0,0.0,0.0,,,,,,,
18908,3326.500027607718,4,18496,6,4.17,49,0,2.38,3326.500027607718,1683049057,0,8192.0,0.0,822.78,0.0,840.22,2496.0,0.0,0.0,0.0,2464.0,0.0,823.04,766.75,1344.0,0.0,0.0,,,,,,,
22870,3299.792206388535,4,22496,7,3.0,50,0,1.71,3299.792206388535,1683049058,0,9184.0,0.0,824.51,0.0,838.58,3488.0,0.0,0.0,0.0,3456.0,0.0,823.23,840.18,2368.0,0.0,0.0,,,,,,,
26876,3317.1565900278,4,26496,8,1.78,51,0,1.02,3317.1565900278,1683049059,0,10176.0,0.0,813.99,0.0,834.87,4480.0,0.0,0.0,0.0,4480.0,0.0,833.21,817.72,3360.0,0.0,0.0,,,,,,,
30808,3250.892712772968,4,30400,9,0.6,53,0,0.5,3250.892712772968,1683049061,0,11168.0,0.0,821.59,0.0,832.42,5504.0,0.0,0.0,0.0,5472.0,0.0,836.07,827.08,4352.0,0.0,0.0,,,,,,,
34758,3285.2579418743053,4,32832,10,0.0,54,0,0.5,3285.2579418743053,1683049062,0,12160.0,0.0,809.51,0.0,818.66,6464.0,0.0,0.0,0.0,6464.0,0.0,814.34,808.38,5312.0,0.0,0.0,,,,,,,
38717,3285.2579418743053,4,32832,11,0.0,55,0,0.5,3285.2579418743053,1683049063,0,12768.0,0.0,825.66,0.0,837.13,7072.0,0.0,0.0,0.0,7072.0,0.0,809.85,812.62,5920.0,0.0,0.0,,,,,,,
42671,3285.2579418743053,4,32832,12,0.0,56,0,0.5,3285.2579418743053,1683049064,0,12768.0,0.0,825.66,0.0,837.13,7072.0,0.0,0.0,0.0,7072.0,0.0,809.85,812.62,5920.0,0.0,0.0,,,,,,,
1198,2744.5927284437776,4,864,13,11.5,57,1,6.57,2744.5927284437776,1683049065,0,12768.0,0.0,825.66,0.0,837.13,7072.0,0.0,0.0,0.0,7072.0,0.0,809.85,812.62,5920.0,0.0,0.0,,,,,,,
5102,3279.0167811675096,4,4704,14,8.44,59,1,4.82,3279.0167811675096,1683049067,0,192.0,1.0,665.7,0.0,681.16,224.0,1.0,0.0,1.0,224.0,0.0,695.37,702.37,224.0,1.0,0.0,15.741264904849231,0.0,32832.0,32832.0,0.0,2085.7281926489795,1.0
9144,3337.6161797760287,4,8768,15,7.08,60,1,4.04,3337.6161797760287,1683049068,0,1152.0,1.0,813.34,0.0,821.76,1184.0,1.0,0.0,1.0,1184.0,0.0,822.09,821.83,1184.0,1.0,0.0,,,,,,,
13128,3321.7906034751677,4,12768,16,5.91,61,1,3.38,3321.7906034751677,1683049069,0,2176.0,1.0,831.31,0.0,840.1,2208.0,1.0,0.0,1.0,2208.0,0.0,832.75,833.46,2176.0,1.0,0.0,,,,,,,
17111,3307.476939238769,4,16704,17,4.73,62,1,2.71,3307.476939238769,1683049070,0,3168.0,1.0,834.65,0.0,834.88,3200.0,1.0,0.0,1.0,3200.0,0.0,823.28,828.99,3200.0,1.0,0.0,,,,,,,
21090,3313.8752786284376,4,20704,18,3.52,63,1,2.01,3313.8752786284376,1683049071,0,4160.0,1.0,826.27,0.0,834.87,4160.0,1.0,0.0,1.0,4192.0,0.0,816.51,829.82,4192.0,1.0,0.0,,,,,,,
25044,3305.2286590136246,4,24672,19,2.34,65,1,1.34,3305.2286590136246,1683049073,0,5152.0,1.0,822.13,0.0,836.41,5152.0,1.0,0.0,1.0,5216.0,0.0,826.62,828.72,5184.0,1.0,0.0,,,,,,,
29022,3308.3917263936564,4,28640,20,1.13,66,1,0.65,3308.3917263936564,1683049074,0,6144.0,1.0,822.05,0.0,841.17,6144.0,1.0,0.0,1.0,6208.0,0.0,824.34,817.67,6176.0,1.0,0.0,,,,,,,
33008,3294.961206625964,4,32608,21,0.0,67,1,0.5,3294.961206625964,1683049075,0,7136.0,1.0,831.41,0.0,826.33,7136.0,1.0,0.0,1.0,7200.0,0.0,826.22,824.43,7168.0,1.0,0.0,,,,,,,
36952,3286.457386472869,4,32832,22,0.0,68,1,0.5,3286.457386472869,1683049076,0,8128.0,1.0,825.94,0.0,830.61,8096.0,1.0,0.0,1.0,8224.0,0.0,807.81,830.61,8160.0,1.0,0.0,,,,,,,
40908,3286.457386472869,4,32832,23,0.0,69,1,0.5,3286.457386472869,1683049077,0,8192.0,1.0,828.2,0.0,831.95,8160.0,1.0,0.0,1.0,8256.0,0.0,801.69,824.61,8224.0,1.0,0.0,,,,,,,
44851,3286.457386472869,4,32832,24,0.0,71,1,0.5,3286.457386472869,1683049079,0,8192.0,1.0,828.2,0.0,831.95,8160.0,1.0,0.0,1.0,8256.0,0.0,801.69,824.61,8224.0,1.0,0.0,,,,,,,
3936,3298.9545372178773,4,3520,25,8.74,72,2,4.99,3298.9545372178773,1683049080,0,8192.0,1.0,828.2,0.0,831.95,8160.0,1.0,0.0,1.0,8256.0,0.0,801.69,824.61,8224.0,1.0,0.0,,,,,,,
7914,3326.131689524,4,7488,26,7.47,73,2,4.27,3326.131689524,1683049081,0,864.0,2.0,818.68,0.0,834.63,864.0,2.0,0.0,2.0,896.0,0.0,816.27,829.38,896.0,2.0,0.0,14.434853043407202,0.0,65664.0,32832.0,0.0,2274.494925668487,2.0
11913,3310.8871786352183,4,11488,27,6.3,74,2,3.6,3310.8871786352183,1683049082,0,1856.0,2.0,829.2,0.0,837.54,1856.0,2.0,0.0,2.0,1888.0,0.0,827.99,831.4,1888.0,2.0,0.0,,,,,,,
15853,3242.4380974682745,4,15456,28,5.22,75,2,2.98,3242.4380974682745,1683049083,0,2848.0,2.0,818.16,0.0,846.66,2848.0,2.0,0.0,2.0,2912.0,0.0,822.53,823.53,2880.0,2.0,0.0,,,,,,,
19839,3293.014340641421,4,19456,29,3.93,77,2,2.24,3293.014340641421,1683049085,0,3808.0,2.0,748.62,0.0,837.62,3840.0,2.0,0.0,2.0,3936.0,0.0,821.58,834.62,3872.0,2.0,0.0,,,,,,,
23800,3307.112976291696,4,23424,30,2.71,78,2,1.55,3307.112976291696,1683049086,0,4800.0,2.0,819.92,0.0,828.81,4832.0,2.0,0.0,2.0,4928.0,0.0,808.98,835.3,4896.0,2.0,0.0,,,,,,,
27798,3316.235225485473,4,27392,31,1.5,79,2,0.86,3316.235225485473,1683049087,0,5792.0,2.0,826.8,0.0,825.76,5824.0,2.0,0.0,2.0,5920.0,0.0,822.63,831.92,5888.0,2.0,0.0,,,,,,,
31775,3283.794012385543,4,31392,32,0.3,80,2,0.5,3283.794012385543,1683049088,0,6784.0,2.0,831.06,0.0,827.47,6816.0,2.0,0.0,2.0,6912.0,0.0,823.61,834.1,6880.0,2.0,0.0,,,,,,,
35412,3057.8919180247685,4,32768,33,0.0,81,2,0.5,3057.8919180247685,1683049089,0,7776.0,2.0,826.95,0.0,822.65,7808.0,2.0,0.0,2.0,7904.0,0.0,811.59,822.6,7904.0,2.0,0.0,,,,,,,
39066,3057.8919180247685,4,32768,34,0.0,83,2,0.5,3057.8919180247685,1683049091,0,8160.0,2.0,832.96,0.0,708.16,8128.0,2.0,0.0,2.0,8224.0,0.0,693.28,823.49,8256.0,2.0,0.0,,,,,,,
42742,3057.8919180247685,4,32768,35,0.0,84,2,0.5,3057.8919180247685,1683049092,0,8160.0,2.0,832.96,0.0,708.16,8128.0,2.0,0.0,2.0,8224.0,0.0,693.28,823.49,8256.0,2.0,0.0,,,,,,,
2551,3184.635511103125,4,2176,36,9.49,85,3,5.42,3184.635511103125,1683049093,0,8160.0,2.0,832.96,0.0,708.16,8128.0,2.0,0.0,2.0,8224.0,0.0,693.28,823.49,8256.0,2.0,0.0,,,,,,,
6491,3280.112137803479,4,6080,37,8.01,86,3,4.58,3280.112137803479,1683049094,0,544.0,3.0,805.59,0.0,785.8,544.0,3.0,0.0,3.0,544.0,0.0,785.87,807.37,544.0,3.0,0.0,13.237993754446507,0.0,98432.0,32768.0,1.0,2475.2995512627103,2.0
10498,3321.1164092077975,4,10112,38,6.71,88,3,3.83,3321.1164092077975,1683049096,0,1536.0,3.0,819.52,0.0,827.91,1536.0,3.0,0.0,3.0,1536.0,0.0,819.43,813.24,1472.0,3.0,0.0,,,,,,,
14492,3323.7842226042253,4,14080,39,5.5,89,3,3.14,3323.7842226042253,1683049097,0,2528.0,3.0,823.36,0.0,841.55,2560.0,3.0,0.0,3.0,2560.0,0.0,831.37,824.84,2464.0,3.0,0.0,,,,,,,
18473,3324.2150202264233,4,18080,40,4.3,90,3,2.46,3324.2150202264233,1683049098,0,3520.0,3.0,824.73,0.0,837.84,3552.0,3.0,0.0,3.0,3552.0,0.0,831.43,829.79,3456.0,3.0,0.0,,,,,,,
22396,3293.8981935139177,4,21984,41,3.15,91,3,1.8,3293.8981935139177,1683049099,0,4512.0,3.0,837.59,0.0,833.6,4512.0,3.0,0.0,3.0,4576.0,0.0,818.4,834.63,4480.0,3.0,0.0,,,,,,,
25949,2966.135231351875,4,25632,42,2.3,92,3,1.31,2966.135231351875,1683049100,0,5504.0,3.0,822.44,0.0,824.91,5504.0,3.0,0.0,3.0,5536.0,0.0,828.18,818.37,5440.0,3.0,0.0,,,,,,,
29655,3015.02755602844,4,29280,43,1.03,93,3,0.59,3015.02755602844,1683049101,0,6176.0,3.0,521.29,0.0,812.15,6496.0,3.0,0.0,3.0,6528.0,0.0,819.41,813.29,6432.0,3.0,0.0,,,,,,,
33660,3285.1076143574332,4,32864,44,0.0,95,3,0.5,3285.1076143574332,1683049103,0,6912.0,3.0,537.75,0.0,825.82,7488.0,3.0,0.0,3.0,7488.0,0.0,829.56,821.9,7392.0,3.0,0.0,,,,,,,
37586,3285.1076143574332,4,32864,45,0.0,96,3,0.5,3285.1076143574332,1683049104,0,7808.0,3.0,810.5,0.0,821.66,8384.0,3.0,0.0,3.0,8384.0,0.0,828.78,824.17,8288.0,3.0,0.0,,,,,,,
41515,3285.1076143574332,4,32864,46,0.0,97,3,0.5,3285.1076143574332,1683049105,0,7808.0,3.0,810.5,0.0,821.66,8384.0,3.0,0.0,3.0,8384.0,0.0,828.78,824.17,8288.0,3.0,0.0,,,,,,,
45457,3285.1076143574332,4,32864,47,0.0,98,3,0.5,3285.1076143574332,1683049106,0,7808.0,3.0,810.5,0.0,821.66,8384.0,3.0,0.0,3.0,8384.0,0.0,828.78,824.17,8288.0,3.0,0.0,,,,,,,
2475,3285.1076143574332,4,0,48,9.22,99,4,5.27,3285.1076143574332,1683049107,0,7808.0,3.0,810.5,0.0,821.66,8384.0,3.0,0.0,3.0,8384.0,0.0,828.78,824.17,8288.0,3.0,0.0,,,,,,,
6426,3285.1076143574332,4,0,49,8.02,101,4,4.58,3285.1076143574332,1683049109,0,0.0,4.0,810.5,0.0,821.66,0.0,4.0,0.0,4.0,0.0,0.0,828.78,824.17,0.0,4.0,0.0,14.387783659622073,0.0,131296.0,32864.0,1.0,2284.1600052848753,3.0
10364,3285.1076143574332,4,0,50,6.82,102,4,3.9,3285.1076143574332,1683049110,0,0.0,4.0,810.5,0.0,821.66,0.0,4.0,0.0,4.0,0.0,0.0,828.78,824.17,0.0,4.0,0.0,,,,,,,
14325,3285.1076143574332,4,0,51,5.61,103,4,3.21,3285.1076143574332,1683049111,0,0.0,4.0,810.5,0.0,821.66,0.0,4.0,0.0,4.0,0.0,0.0,828.78,824.17,0.0,4.0,0.0,,,,,,,
27552,3285.1076143574332,4,0,52,1.59,107,4,0.91,3285.1076143574332,1683049115,0,0.0,4.0,810.5,0.0,821.66,0.0,4.0,0.0,4.0,0.0,0.0,828.78,824.17,0.0,4.0,0.0,,,,,,,
30929,3285.1076143574332,4,0,53,0.56,108,4,0.5,3285.1076143574332,1683049116,0,0.0,4.0,810.5,0.0,821.66,0.0,4.0,0.0,4.0,0.0,0.0,828.78,824.17,0.0,4.0,0.0,,,,,,,
34336,3285.1076143574332,4,0,54,0.0,109,4,0.5,3285.1076143574332,1683049117,0,0.0,4.0,810.5,0.0,821.66,0.0,4.0,0.0,4.0,0.0,0.0,828.78,824.17,0.0,4.0,0.0,,,,,,,
37720,3285.1076143574332,4,0,55,0.0,110,4,0.5,3285.1076143574332,1683049118,0,0.0,4.0,810.5,0.0,821.66,0.0,4.0,0.0,4.0,0.0,0.0,828.78,824.17,0.0,4.0,0.0,,,,,,,
41077,3285.1076143574332,4,0,56,0.0,111,4,0.5,3285.1076143574332,1683049119,0,0.0,4.0,810.5,0.0,821.66,0.0,4.0,0.0,4.0,0.0,0.0,828.78,824.17,0.0,4.0,0.0,,,,,,,
44430,3285.1076143574332,4,0,57,0.0,112,4,0.5,3285.1076143574332,1683049120,0,0.0,4.0,810.5,0.0,821.66,0.0,4.0,0.0,4.0,0.0,0.0,828.78,824.17,0.0,4.0,0.0,,,,,,,
47793,3285.1076143574332,4,0,58,0.0,113,4,0.5,3285.1076143574332,1683049121,0,0.0,4.0,810.5,0.0,821.66,0.0,4.0,0.0,4.0,0.0,0.0,828.78,824.17,0.0,4.0,0.0,,,,,,,
51155,3285.1076143574332,4,0,59,0.0,114,4,0.5,3285.1076143574332,1683049122,0,0.0,4.0,810.5,0.0,821.66,0.0,4.0,0.0,4.0,0.0,0.0,828.78,824.17,0.0,4.0,0.0,,,,,,,
54516,3285.1076143574332,4,0,60,0.0,115,4,0.5,3285.1076143574332,1683049123,0,0.0,4.0,810.5,0.0,821.66,0.0,4.0,0.0,4.0,0.0,0.0,828.78,824.17,0.0,4.0,0.0,,,,,,,
57886,3285.1076143574332,4,0,61,0.0,116,4,0.5,3285.1076143574332,1683049124,0,0.0,4.0,810.5,0.0,821.66,0.0,4.0,0.0,4.0,0.0,0.0,828.78,824.17,0.0,4.0,0.0,,,,,,,
61257,3285.1076143574332,4,0,62,0.0,117,4,0.5,3285.1076143574332,1683049125,0,0.0,4.0,810.5,0.0,821.66,0.0,4.0,0.0,4.0,0.0,0.0,828.78,824.17,0.0,4.0,0.0,,,,,,,
64622,3285.1076143574332,4,0,63,0.0,118,4,0.5,3285.1076143574332,1683049126,0,0.0,4.0,810.5,0.0,821.66,0.0,4.0,0.0,4.0,0.0,0.0,828.78,824.17,0.0,4.0,0.0,,,,,,,
67988,3285.1076143574332,4,0,64,0.0,119,4,0.5,3285.1076143574332,1683049127,0,0.0,4.0,810.5,0.0,821.66,0.0,4.0,0.0,4.0,0.0,0.0,828.78,824.17,0.0,4.0,0.0,,,,,,,
71359,3285.1076143574332,4,0,65,0.0,120,4,0.5,3285.1076143574332,1683049128,0,0.0,4.0,810.5,0.0,821.66,0.0,4.0,0.0,4.0,0.0,0.0,828.78,824.17,0.0,4.0,0.0,,,,,,,
74723,3285.1076143574332,4,0,66,0.0,121,4,0.5,3285.1076143574332,1683049129,0,0.0,4.0,810.5,0.0,821.66,0.0,4.0,0.0,4.0,0.0,0.0,828.78,824.17,0.0,4.0,0.0,,,,,,,
78110,3285.1076143574332,4,0,67,0.0,123,4,0.5,3285.1076143574332,1683049131,0,0.0,4.0,810.5,0.0,821.66,0.0,4.0,0.0,4.0,0.0,0.0,828.78,824.17,0.0,4.0,0.0,,,,,,,
81499,3285.1076143574332,4,0,68,0.0,124,4,0.5,3285.1076143574332,1683049132,0,0.0,4.0,810.5,0.0,821.66,0.0,4.0,0.0,4.0,0.0,0.0,828.78,824.17,0.0,4.0,0.0,,,,,,,
84883,3285.1076143574332,4,0,69,0.0,125,4,0.5,3285.1076143574332,1683049133,0,0.0,4.0,810.5,0.0,821.66,0.0,4.0,0.0,4.0,0.0,0.0,828.78,824.17,0.0,4.0,0.0,,,,,,,
88258,3285.1076143574332,4,0,70,0.0,126,4,0.5,3285.1076143574332,1683049134,0,0.0,4.0,810.5,0.0,821.66,0.0,4.0,0.0,4.0,0.0,0.0,828.78,824.17,0.0,4.0,0.0,,,,,,,
91615,3285.1076143574332,4,0,71,0.0,127,4,0.5,3285.1076143574332,1683049135,0,0.0,4.0,810.5,0.0,821.66,0.0,4.0,0.0,4.0,0.0,0.0,828.78,824.17,0.0,4.0,0.0,,,,,,,
94978,3285.1076143574332,4,0,72,0.0,128,4,0.5,3285.1076143574332,1683049136,0,0.0,4.0,810.5,0.0,821.66,0.0,4.0,0.0,4.0,0.0,0.0,828.78,824.17,0.0,4.0,0.0,,,,,,,
98342,3285.1076143574332,4,0,73,0.0,129,4,0.5,3285.1076143574332,1683049137,0,0.0,4.0,810.5,0.0,821.66,0.0,4.0,0.0,4.0,0.0,0.0,828.78,824.17,0.0,4.0,0.0,,,,,,,
101720,3285.1076143574332,4,0,74,0.0,130,4,0.5,3285.1076143574332,1683049138,0,0.0,4.0,810.5,0.0,821.66,0.0,4.0,0.0,4.0,0.0,0.0,828.78,824.17,0.0,4.0,0.0,,,,,,,
105094,3285.1076143574332,4,0,75,0.0,131,4,0.5,3285.1076143574332,1683049139,0,0.0,4.0,810.5,0.0,821.66,0.0,4.0,0.0,4.0,0.0,0.0,828.78,824.17,0.0,4.0,0.0,,,,,,,
108464,3285.1076143574332,4,0,76,0.0,132,4,0.5,3285.1076143574332,1683049140,0,0.0,4.0,810.5,0.0,821.66,0.0,4.0,0.0,4.0,0.0,0.0,828.78,824.17,0.0,4.0,0.0,,,,,,,
111825,3285.1076143574332,4,0,77,0.0,133,4,0.5,3285.1076143574332,1683049141,0,0.0,4.0,810.5,0.0,821.66,0.0,4.0,0.0,4.0,0.0,0.0,828.78,824.17,0.0,4.0,0.0,,,,,,,
115188,3285.1076143574332,4,0,78,0.0,134,4,0.5,3285.1076143574332,1683049142,0,0.0,4.0,810.5,0.0,821.66,0.0,4.0,0.0,4.0,0.0,0.0,828.78,824.17,0.0,4.0,0.0,,,,,,,
118551,3285.1076143574332,4,0,79,0.0,135,4,0.5,3285.1076143574332,1683049143,0,0.0,4.0,810.5,0.0,821.66,0.0,4.0,0.0,4.0,0.0,0.0,828.78,824.17,0.0,4.0,0.0,,,,,,,
121928,3285.1076143574332,4,0,80,0.0,136,4,0.5,3285.1076143574332,1683049144,0,0.0,4.0,810.5,0.0,821.66,0.0,4.0,0.0,4.0,0.0,0.0,828.78,824.17,0.0,4.0,0.0,,,,,,,
