_step,_runtime,cpu/logical_core_count,memory/total_memory_sys_MB,_timestamp,cpu/load/avg_sys_load_fifteen_min_percent,disk/time/disk_read_time_sys_s,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_MB,bandwidth/disk_write_sys_bandwidth_MBs,cpu/interrupts/ctx_switches_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/shared_memory_proc_MB,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,disk/counter/disk_read_sys_count,process/memory/dirty_pages_proc_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,process/memory/text_resident_set_proc_MB,process/voluntary_proc_ctx_switches,disk/time/disk_write_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/data_resident_set_proc_MB,cpu/interrupts/interrupts_count,memory/used_memory_sys_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,process/involuntary_proc_ctx_switches,02_timing/loss_calc_time_s,02_timing/forward_time_s,02_timing/dataload_cuda_move_time_s,03_hivemind/num_peers,02_timing/opt_step_time_s,01_general/locally_processed_samples,01_general/minibatch_loss,02_timing/backward_time_s,02_timing/step_time_s,03_hivemind/global_epoch,01_general/lr,02_timing/dataload_time_s,01_general/dataset_iteration_count,01_general/step
0,1,30.0,211076.599808,1680698230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,1680698230,3.4000000000000004,0.0,0.0,1229.082624,0.0,10.0,0.2043547595549391,178.167808,0.0,394.338304,0.0,0.0,0.0,1.2,4.0,0.22912497404724555,208098.250752,2.719744,125.0,0.0,2481.012736,0.0,10.0,1.4,3.3666666666666663,9963.380736,49.0,,,,,,,,,,,,,,
2,2,,,1680698231,3.4000000000000004,0.0,0.007999999999981355,1373.10208,0.01224855864308163,3408.0,0.5279798618822982,180.953088,3.0,398.462976,0.0,0.0,0.0,1.3666666666666665,1776.0,1.2033969640494402,207954.243584,2.719744,154.0,0.0009999999999763531,2499.272704,0.0,3290.0,1.5,3.3666666666666663,10115.600384,50.0,,,,,,,,,,,,,,
3,3,,,1680698232,3.4000000000000004,0.0,0.016000000000019554,1653.997568,0.535265758075723,4768.0,0.049068708474293087,182.689792,110.0,678.039552,0.0,0.0,0.0,1.3666666666666665,2455.0,0.1271215965959078,207673.344,2.719744,173.0,0.03600000000005821,2778.550272,0.0,4372.0,1.6,3.3666666666666663,10394.865664,52.0,,,,,,,,,,,,,,
4,4,,,1680698233,3.4000000000000004,0.0,0.02400000000000091,1653.997568,0.004087217119636743,5569.0,0.1364108712317446,182.689792,111.0,678.039552,0.0,0.0,0.0,1.3666666666666665,2948.0,0.2654775241623907,207673.344,2.719744,196.0,0.03600000000005821,2778.554368,0.0,4970.0,1.6,3.3666666666666663,10394.865664,52.0,,,,,,,,,,,,,,
5,5,,,1680698234,3.4000000000000004,0.0,0.02800000000002001,2268.737536,0.004086759173189175,6279.0,0.018302614808358555,183.410688,112.0,1293.45536,0.0,0.0,0.0,1.3666666666666665,3184.0,0.06294566970945312,207058.604032,2.719744,200.0,0.03600000000005821,4051.779584,0.0,5597.0,1.9,3.3666666666666663,11668.09088,60.0,,,,,,,,,,,,,,
6,6,,,1680698235,3.4000000000000004,0.0,0.040000000000020464,2927.792128,0.20023700514852824,6809.0,0.05844768767069703,184.786944,115.0,1952.268288,0.0,0.0,0.0,1.5333333333333334,3328.0,0.011780525373856529,206399.54944,2.719744,200.0,0.038000000000010914,4051.779584,0.0,6160.0,2.2,3.3666666666666663,11668.09088,65.0,,,,,,,,,,,,,,
7,7,,,1680698236,3.4000000000000004,0.0,0.04399999999998272,3597.16864,0.004086723203545004,7693.0,0.05790854859488085,185.049088,116.0,2620.567552,0.0,0.0,0.0,1.5333333333333334,3753.0,0.05264050680407129,205730.177024,2.719744,200.0,0.03899999999998727,4723.769344,0.0,7072.0,2.5,3.3666666666666663,12340.08064,72.0,,,,,,,,,,,,,,
8,8,,,1680698237,3.4000000000000004,0.0,0.05200000000002092,4073.009152,0.18798224693930482,8244.0,0.05328504925555179,185.049088,149.0,3095.056384,0.0,0.0,0.0,1.5333333333333334,3927.0,0.016801232522299692,205254.336512,2.719744,200.0,0.06799999999998363,5194.1376,0.0,7670.0,2.8,3.3666666666666663,12810.448896,77.0,,,,,,,,,,,,,,
9,9,,,1680698238,3.4000000000000004,0.0,0.055999999999983174,4073.009152,0.004086239140441911,8867.0,0.003304107441818665,185.049088,150.0,3095.056384,0.0,0.0,0.0,1.5333333333333334,4112.0,0.002234662087317625,205254.336512,2.719744,200.0,0.06899999999995998,5194.399744,0.0,8282.0,2.8,3.3666666666666663,12810.71104,87.0,,,,,,,,,,,,,,
