_step,_runtime,cpu/logical_core_count,memory/total_memory_sys_MB,_timestamp,cpu/load/avg_sys_load_fifteen_min_percent,disk/time/disk_read_time_sys_s,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_MB,bandwidth/disk_write_sys_bandwidth_MBs,cpu/interrupts/ctx_switches_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/shared_memory_proc_MB,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,disk/counter/disk_read_sys_count,process/memory/dirty_pages_proc_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,process/memory/text_resident_set_proc_MB,process/voluntary_proc_ctx_switches,disk/time/disk_write_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/data_resident_set_proc_MB,cpu/interrupts/interrupts_count,memory/used_memory_sys_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,process/involuntary_proc_ctx_switches,02_timing/dataload_cuda_move_time_s,02_timing/loss_calc_time_s,02_timing/forward_time_s,02_timing/backward_time_s,03_hivemind/num_peers,02_timing/opt_step_time_s,01_general/locally_processed_samples,01_general/minibatch_loss,02_timing/step_time_s,03_hivemind/global_epoch,01_general/lr,02_timing/dataload_time_s,01_general/dataset_iteration_count,01_general/step
0,1,8.0,31557.18144,1681383074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,1681383074,8.375,0.0,0.0,713.25696,0.0,9.0,0.0,176.246784,0.0,401.289216,0.0,0.0,0.0,5.25,0.0,0.0,30382.690304,2.654208,91.0,0.0,1009.627136,0.0,6.0,3.7,8.5,8492.6464,29.0,,,,,,,,,,,,,,
2,2,,,1681383075,8.375,0.0,0.015999999999991132,862.846976,0.016329312058415917,2904.0,0.4833890981160556,178.819072,4.0,403.94752,0.0,0.0,0.0,5.25,1222.0,0.4661269102904799,30233.096192,2.654208,100.0,0.0039999999999054126,1018.150912,0.0,3298.0,4.2,8.5,8568.152064,29.0,,,,,,,,,,,,,,
3,3,,,1681383076,8.375,0.0,0.02400000000000091,864.9728,0.0040824764391792796,3096.0,0.003938951875433826,178.819072,5.0,403.951616,0.0,0.0,0.0,4.75,1360.0,0.01237500671680016,30230.966272,2.654208,100.0,0.005000000000109139,1018.150912,0.0,3448.0,4.2,8.375,8568.152064,29.0,,,,,,,,,,,,,,
4,4,,,1681383077,8.375,0.0,0.03200000000001069,866.770944,0.004085929119863562,3426.0,0.07805561076377664,178.819072,6.0,403.951616,0.0,0.0,0.0,4.75,1736.0,0.07307588466221158,30229.172224,2.654208,100.0,0.005000000000109139,1018.1632,0.0,3794.0,4.2,8.375,8568.152064,29.0,,,,,,,,,,,,,,
5,5,,,1681383078,8.375,0.0,0.03999999999999204,875.200512,0.25741800374561535,3784.0,0.058895860239400986,178.884608,44.0,405.23776,0.0,0.0,0.0,4.75,2164.0,0.2443300348055424,30220.73856,2.654208,135.0,0.06899999999950523,1027.76832,0.0,4208.0,4.2,8.375,8644.734976,29.0,,,,,,,,,,,,,,
6,6,,,1681383079,8.375,0.0,0.0519999999999925,1155.362816,0.14297936293267938,4559.0,0.10915740314497585,180.670464,47.0,684.883968,0.0,0.0,0.0,4.75,2694.0,1.0457440391795072,29940.576256,2.654208,166.0,0.07200000000011642,1306.836992,0.0,5052.0,5.1,8.375,8923.803648,30.0,,,,,,,,,,,,,,
7,7,,,1681383080,8.375,0.0,0.060000000000002274,1622.05696,0.20428892505708524,6444.0,0.2249252984952458,181.424128,54.0,1149.915136,0.0,0.0,0.0,4.75,3800.0,0.27353967865521917,29473.87392,2.654208,169.0,0.08299999999962893,2580.058112,0.0,7081.0,6.6,8.375,10197.024768,32.0,,,,,,,,,,,,,,
8,8,,,1681383081,8.375,0.0,0.06399999999999295,2338.443264,0.00408541705960987,6602.0,0.049926669057451044,181.424128,55.0,1865.089024,0.0,0.0,0.0,5.375,4033.0,0.013189832816283662,28757.491712,2.654208,169.0,0.08399999999983265,2580.058112,0.0,7519.0,8.9,8.375,10197.024768,35.0,,,,,,,,,,,,,,
9,9,,,1681383082,8.375,0.0,0.07200000000000273,2700.14464,0.016342336687899056,7641.0,0.20292266696279376,182.800384,59.0,2227.212288,0.0,0.0,0.0,5.375,4586.0,0.24582130074131334,28395.790336,2.654208,169.0,0.08799999999973807,2849.067008,0.0,8671.0,10.0,8.375,10466.033664,36.0,,,,,,,,,,,,,,
