_step,_runtime,cpu/logical_core_count,memory/total_memory_sys_MB,_timestamp,cpu/load/avg_sys_load_fifteen_min_percent,disk/time/disk_read_time_sys_s,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_MB,bandwidth/disk_write_sys_bandwidth_MBs,cpu/interrupts/ctx_switches_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/shared_memory_proc_MB,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,disk/counter/disk_read_sys_count,process/memory/dirty_pages_proc_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,process/memory/text_resident_set_proc_MB,process/voluntary_proc_ctx_switches,disk/time/disk_write_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/data_resident_set_proc_MB,cpu/interrupts/interrupts_count,memory/used_memory_sys_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,process/involuntary_proc_ctx_switches,03_hivemind/num_peers,02_timing/loss_calc_time_s,02_timing/forward_time_s,02_timing/opt_step_time_s,01_general/locally_processed_samples,01_general/minibatch_loss,02_timing/backward_time_s,02_timing/step_time_s,03_hivemind/global_epoch,01_general/lr,02_timing/dataload_time_s,02_timing/dataload_cuda_move_time_s,01_general/dataset_iteration_count,01_general/step
0,1,30.0,211076.595712,1683048994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,1683048994,3.9,0.0,0.0,1252.933632,0.0,15.0,0.0,178.40128,0.0,394.825728,0.0,0.0,0.0,1.8333333333333333,0.0,0.0,208071.04512,2.711552,125.0,0.0,2481.43872,0.0,11.0,1.4,3.9,9975.291904,49.0,,,,,,,,,,,,,,
2,2,,,1683048995,3.9,0.0,0.008000000000038199,1418.924032,0.012258058491995905,3030.0,0.3517408383948032,182.935552,3.0,422.920192,0.0,0.0,0.0,1.8333333333333333,1193.0,1.0055039577743654,207905.062912,2.711552,154.0,0.0009999999999763531,2522.001408,0.0,2874.0,1.5,3.9,10150.58432,50.0,,,,,,,,,,,,,,
3,3,,,1683048996,3.8666666666666663,0.0,0.012000000000000455,1916.547072,0.004086329523157053,3828.0,0.024621731591140797,185.360384,4.0,929.472512,0.0,0.0,0.0,1.6666666666666667,1773.0,0.040176919612434976,207407.435776,2.711552,155.0,0.0009999999999763531,3027.894272,0.0,3891.0,1.7,3.833333333333333,10656.464896,56.0,,,,,,,,,,,,,,
4,4,,,1683048997,3.8666666666666663,0.0,0.020000000000038654,2183.901184,0.004086520035552181,4781.0,0.06048368919943172,288.321536,5.0,1222.500352,0.0,0.0,0.0,1.6666666666666667,2166.0,0.06232741209284047,207131.693056,2.711552,186.0,0.0020000000000095497,3468.828672,0.0,6494.0,1.9,3.833333333333333,11772.928,63.0,,,,,,,,,,,,,,
5,5,,,1683048998,3.8666666666666663,0.0,0.02400000000000091,2779.89376,0.004086626970815875,5398.0,0.0027057940135402363,463.613952,6.0,1977.778176,0.0,0.0,0.0,1.6666666666666667,2409.0,0.0035518533826224023,206533.603328,2.711552,189.0,0.0020000000000095497,4048.797696,0.0,7120.0,2.2,3.833333333333333,13460.19328,70.0,,,,,,,,,,,,,,
6,6,,,1683048999,3.8666666666666663,0.0,0.036000000000001364,4492.005376,0.6780829662291955,11254.0,0.05965298308015933,1461.694464,94.0,4264.607744,0.0,0.0,0.0,1.6666666666666667,4207.0,0.011592321076291453,203822.91968,2.711552,622.0,0.045000000000015916,5391.663104,0.0,301523.0,3.4,3.833333333333333,19622.252544,76.0,,,,,,,,,,,,,,
7,7,,,1683049000,3.833333333333333,0.0,0.040000000000020464,4493.545472,0.0040819846416279065,11970.0,0.003499982952464743,1461.694464,95.0,4264.697856,0.0,0.0,0.0,1.5333333333333334,4399.0,0.0038667237105148734,203821.387776,2.711552,622.0,0.045000000000015916,5391.663104,0.0,301930.0,3.4,3.766666666666666,19622.252544,76.0,,,,,,,,,,,,,,
8,8,,,1683049001,3.833333333333333,0.0,0.04400000000003956,4493.545472,0.004086024358803275,12476.0,0.05382060203329273,1461.694464,96.0,4264.697856,0.0,0.0,0.0,1.5333333333333334,4593.0,0.012122404383730436,203821.387776,2.711552,622.0,0.045000000000015916,5391.663104,0.0,302256.0,3.4,3.766666666666666,19622.252544,76.0,,,,,,,,,,,,,,
9,9,,,1683049002,3.833333333333333,0.0,0.04800000000000182,4493.799424,0.004086137084793122,13170.0,0.002705469660219684,1461.69856,97.0,4264.804352,0.0,0.0,0.0,1.5333333333333334,4776.0,0.0035514276091034263,203821.129728,2.711552,622.0,0.045000000000015916,5400.18688,0.0,302648.0,3.4,3.766666666666666,19697.754112,76.0,,,,,,,,,,,,,,
10,10,,,1683049003,3.833333333333333,0.0,0.05600000000004002,4493.799424,0.0040862459365905365,13774.0,0.04874763711936139,1461.69856,98.0,4264.804352,0.0,0.0,0.0,1.5333333333333334,4945.0,0.010997747983857541,203821.129728,2.711552,622.0,0.045000000000015916,5400.18688,0.0,303005.0,3.4,3.766666666666666,19697.754112,76.0,,,,,,,,,,,,,,
11,11,,,1683049004,3.833333333333333,0.0,0.06400000000002137,4493.799424,0.14716274843168783,14311.0,0.0027066065252399846,1461.69856,124.0,4264.804352,0.0,0.0,0.0,1.5333333333333334,5104.0,0.0035529199539928503,203821.129728,2.711552,622.0,0.060000000000002274,5400.18688,0.0,303335.0,3.4,3.766666666666666,19697.754112,76.0,,,,,,,,,,,,,,
12,12,,,1683049005,3.833333333333333,0.0,0.07200000000000273,4493.799424,0.03676224939313674,15024.0,0.0477079538777832,1461.69856,127.0,4264.804352,0.0,0.0,0.0,1.4333333333333333,5311.0,0.0121344143389616,203821.129728,2.711552,622.0,0.06099999999997863,5400.18688,0.0,303763.0,3.4,3.7000000000000006,19697.754112,76.0,,,,,,,,,,,,,,
13,13,,,1683049006,3.833333333333333,0.0,0.07600000000002183,4494.045184,0.004087504964086584,15580.0,0.0027063753411125297,1461.69856,128.0,4264.804352,0.0,0.0,0.0,1.4333333333333333,5429.0,0.0035526167145607883,203820.875776,2.711552,622.0,0.06099999999997863,5400.18688,0.0,304108.0,3.4,3.7000000000000006,19697.754112,76.0,,,,,,,,,,,,,,
14,14,,,1683049007,3.833333333333333,0.0,0.08000000000004093,4494.045184,0.00408574837571063,16141.0,0.04878958125356882,1461.69856,129.0,4264.804352,0.0,0.0,0.0,1.4333333333333333,5585.0,0.012640284145540555,203820.875776,2.711552,622.0,0.06200000000001182,5400.18688,0.0,304442.0,3.4,3.7000000000000006,19697.754112,76.0,,,,,,,,,,,,,,
15,15,,,1683049008,3.833333333333333,0.0,0.08400000000000318,4494.041088,0.004087692668284345,16794.0,0.0027064996218208607,1461.69856,130.0,4264.804352,0.0,0.0,0.0,1.4333333333333333,5729.0,0.0035527796235504997,203820.875776,2.711552,622.0,0.06200000000001182,5400.18688,0.0,304818.0,3.4,3.7000000000000006,19697.754112,76.0,,,,,,,,,,,,,,
16,16,,,1683049009,3.833333333333333,0.0,0.08800000000002228,4494.041088,0.00408625954347299,17252.0,0.048340769664043666,1461.69856,131.0,4264.804352,0.0,0.0,0.0,1.4333333333333333,5892.0,0.012522150953208166,203820.875776,2.711552,622.0,0.06200000000001182,5400.18688,0.0,305101.0,3.4,3.7000000000000006,19697.754112,76.0,,,,,,,,,,,,,,
17,17,,,1683049010,3.8,0.0,0.09600000000000364,4494.286848,0.07353651036227471,17881.0,0.021416231959705465,1461.69856,138.0,4264.824832,0.0,0.0,0.0,1.3,6098.0,0.05907018076101914,203820.6464,2.711552,622.0,0.06599999999997408,5400.18688,0.0,305485.0,3.4,3.6333333333333337,19697.754112,76.0,,,,,,,,,,,,,,
18,18,,,1683049011,3.8,0.0,0.10000000000002274,4494.516224,0.004083801085315861,18764.0,0.08859136461368326,1461.69856,139.0,4264.824832,0.0,0.0,0.0,1.3,6452.0,0.041180986320722146,203820.417024,2.711552,622.0,0.06599999999997408,5400.18688,0.0,306074.0,3.4,3.6333333333333337,19697.754112,76.0,,,,,,,,,,,,,,
19,19,,,1683049012,3.8,0.0,0.10400000000004184,4494.516224,0.004085252886131901,19460.0,0.055222724993080965,1461.69856,140.0,4264.824832,0.0,0.0,0.0,1.3,6678.0,0.01448190227404135,203820.417024,2.711552,622.0,0.06599999999997408,5400.18688,0.0,306500.0,3.4,3.6333333333333337,19697.754112,76.0,,,,,,,,,,,,,,
20,20,,,1683049013,3.8,0.0,0.10800000000000409,4494.516224,0.004085826111610631,20036.0,0.07493341252676215,1461.69856,141.0,4264.824832,0.0,0.0,0.0,1.3,6860.0,0.015808635874997742,203820.417024,2.711552,622.0,0.06599999999997408,5400.18688,0.0,306845.0,3.4,3.6333333333333337,19697.754112,76.0,,,,,,,,,,,,,,
