_step,_runtime,cpu/logical_core_count,memory/total_memory_sys_MB,_timestamp,cpu/load/avg_sys_load_fifteen_min_percent,disk/time/disk_read_time_sys_s,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_MB,bandwidth/disk_write_sys_bandwidth_MBs,cpu/interrupts/ctx_switches_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/shared_memory_proc_MB,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,disk/counter/disk_read_sys_count,process/memory/dirty_pages_proc_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,process/memory/text_resident_set_proc_MB,process/voluntary_proc_ctx_switches,disk/time/disk_write_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/data_resident_set_proc_MB,cpu/interrupts/interrupts_count,memory/used_memory_sys_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,process/involuntary_proc_ctx_switches,02_timing/dataload_cuda_move_time_s,03_hivemind/num_peers,02_timing/loss_calc_time_s,02_timing/forward_time_s,02_timing/opt_step_time_s,01_general/locally_processed_samples,01_general/minibatch_loss,02_timing/backward_time_s,02_timing/step_time_s,03_hivemind/global_epoch,01_general/lr,02_timing/dataload_time_s,01_general/dataset_iteration_count,01_general/step
0,0,30.0,211076.599808,1680697754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,,,1680697754,3.933333333333333,0.0,0.0,1224.617984,0.0,21.0,0.22097311208310466,178.057216,0.0,394.223616,0.0,0.0,0.0,2.0666666666666664,4.0,0.2477577649483636,208101.462016,2.719744,141.0,0.0,2481.0496,0.0,17.0,1.4,3.766666666666666,9963.4176,73.0,,,,,,,,,,,,,,
2,1,,,1680697755,3.9,0.0,0.008000000000038199,1358.90944,0.012253541237128587,2919.0,0.3526163908587528,180.842496,3.0,398.340096,0.0,0.0,0.0,1.9,1100.0,1.0159430187066596,207967.199232,2.719744,171.0,0.0,2499.162112,0.0,2513.0,1.5,3.7000000000000006,10115.489792,75.0,,,,,,,,,,,,,,
3,2,,,1680697756,3.9,0.0,0.016000000000019554,1395.085312,0.25745462054220625,3679.0,0.07861081833959785,182.66112,6.0,421.691392,0.0,0.0,0.0,1.9,1763.0,0.20614886975128693,207931.019264,2.719744,190.0,0.0019999999999527063,2521.174016,0.0,3214.0,1.5,3.7000000000000006,10138.259456,75.0,,,,,,,,,,,,,,
4,3,,,1680697757,3.9,0.0,0.020000000000038654,1463.205888,0.004086661966650909,4321.0,0.11037180005533345,183.709696,7.0,498.36032,0.0,0.0,0.0,1.9,2164.0,0.25140952828035323,207862.898688,2.719744,211.0,0.0030000000000427463,2695.59808,0.0,3740.0,1.5,3.7000000000000006,10312.679424,75.0,,,,,,,,,,,,,,
5,4,,,1680697758,3.9,0.0,0.02400000000000091,1891.049472,0.004086540448648131,4733.0,0.002833441105483618,185.348096,8.0,926.859264,0.0,0.0,0.0,1.9,2301.0,0.003064905214895268,207435.055104,2.719744,211.0,0.0030000000000427463,3024.429056,0.0,4257.0,1.7,3.7000000000000006,10641.5104,80.0,,,,,,,,,,,,,,
6,5,,,1680697759,3.9,0.0,0.03200000000003911,2411.13088,0.6742618529235376,5499.0,0.05812794837893507,347.844608,115.0,1530.605568,0.0,0.0,0.0,1.9,2638.0,0.009753172328190007,206904.569856,2.719744,221.0,0.051000000000044565,3717.20192,0.0,6131.0,2.0,3.7000000000000006,12141.604864,86.0,,,,,,,,,,,,,,
7,6,,,1680697760,3.9,0.0,0.036000000000001364,2748.596224,0.004086718342830842,7291.0,0.014207731738917992,711.819264,116.0,2285.338624,0.0,0.0,0.0,2.0,3452.0,0.018821253615378713,206321.385472,2.719744,308.0,0.051000000000044565,4147.408896,0.0,8057.0,2.3,3.7000000000000006,15938.72384,93.0,,,,,,,,,,,,,,
8,7,,,1680697761,3.9,0.0,0.040000000000020464,4495.835136,0.004083975835815352,12261.0,0.04554590232201824,1461.174272,117.0,4274.782208,0.0,0.0,0.0,2.0,5184.0,0.011079379608622342,203822.526464,2.719744,662.0,0.051000000000044565,5402.324992,0.0,311039.0,3.4,3.7000000000000006,19619.00032,102.0,,,,,,,,,,,,,,
9,8,,,1680697762,3.9,0.0,0.05200000000002092,4497.12128,0.10214081879836778,12765.0,0.0027929130306591854,1461.174272,120.0,4274.855936,0.0,0.0,0.0,2.0,5291.0,0.0031121030813527494,203821.236224,2.719744,662.0,0.06399999999996453,5402.324992,0.0,311314.0,3.4,3.7000000000000006,19619.00032,102.0,,,,,,,,,,,,,,
