04_peers/peer_2_epoch,03_hivemind/per_epoch_training_samples,04_peers/peer_7_samples_accumulated,03_hivemind/global_epoch,04_peers/peer_1_epoch_oos,03_hivemind/epoch_based_sps,04_peers/peer_6_samples_per_second,04_peers/peer_3_samples_accumulated,04_peers/peer_4_samples_accumulated,04_peers/peer_5_samples_accumulated,04_peers/peer_6_samples_accumulated,_runtime,04_peers/peer_4_epoch_oos,03_hivemind/estimated_current_samples,04_peers/peer_8_epoch,03_hivemind/overshot_TBS,03_hivemind/undershot_TBS,04_peers/peer_2_epoch_oos,03_hivemind/next_fetch_time_s,03_hivemind/optimistic_total_samples_per_second,03_hivemind/epoch_s,03_hivemind/num_peers,04_peers/peer_3_epoch,04_peers/peer_5_epoch,04_peers/peer_2_samples_per_second,04_peers/peer_8_samples_accumulated,03_hivemind/actual_total_samples_per_second,_timestamp,04_peers/peer_1_epoch,04_peers/peer_6_epoch,04_peers/peer_7_epoch,03_hivemind/reached_TBS,04_peers/peer_3_epoch_oos,03_hivemind/eta_next_epoch_s,_step,04_peers/peer_4_epoch,04_peers/peer_6_epoch_oos,04_peers/peer_3_samples_per_second,04_peers/peer_4_samples_per_second,04_peers/peer_7_samples_per_second,04_peers/peer_1_samples_accumulated,03_hivemind/num_clients,04_peers/peer_5_epoch_oos,03_hivemind/total_training_samples,04_peers/peer_1_samples_per_second,04_peers/peer_5_samples_per_second,04_peers/peer_8_samples_per_second,04_peers/peer_2_samples_accumulated,03_hivemind/global_samples_accumulated,04_peers/peer_7_epoch_oos,04_peers/peer_8_epoch_oos
2.0,,1376.0,2,0.0,,118.43,1344.0,1376.0,1312.0,1408.0,210,0.0,12407,2.0,,,0.0,10.0,937.0236692423023,,8,2.0,2.0,117.59,1344.0,937.0236692423023,1680795311.0,2.0,2.0,2.0,,0.0,21.73,114,2.0,0.0,114.83,117.73,114.66,1376.0,0,0.0,,115.58,116.21,114.57,1376.0,12160,0.0,0.0
2.0,,1536.0,2,0.0,,119.44,1504.0,1536.0,1472.0,1568.0,212,0.0,13668,2.0,,,0.0,10.0,941.3755178934966,,8,2.0,2.0,117.94,1472.0,941.3755178934966,1680795313.0,2.0,2.0,2.0,,0.0,20.29,115,2.0,0.0,115.48,118.3,115.29,1536.0,0,0.0,,116.4,118.19,115.99,1536.0,13376,0.0,0.0
2.0,,1664.0,2,0.0,,120.02,1664.0,1696.0,1632.0,1728.0,213,0.0,14928,2.0,,,0.0,10.0,943.9022080666621,,8,2.0,2.0,118.2,1632.0,943.9022080666621,1680795314.0,2.0,2.0,2.0,,0.0,18.9,116,2.0,0.0,115.82,118.64,115.54,1664.0,0,0.0,,116.87,119.43,116.85,1696.0,14656,0.0,0.0
2.0,,1824.0,2,0.0,,120.28,1824.0,1856.0,1792.0,1888.0,214,0.0,16181,2.0,,,0.0,10.0,944.106502001785,,8,2.0,2.0,118.34,1792.0,944.106502001785,1680795315.0,2.0,2.0,2.0,,0.0,17.57,117,2.0,0.0,115.94,118.87,115.8,1824.0,0,0.0,,117.07,120.11,117.49,1856.0,15936,0.0,0.0
2.0,,1984.0,2,0.0,,119.98,1984.0,2016.0,1952.0,2048.0,216,0.0,17436,2.0,,,0.0,10.0,944.5267522429775,,8,2.0,2.0,118.39,1952.0,944.5267522429775,1680795317.0,2.0,2.0,2.0,,0.0,16.23,118,2.0,0.0,115.82,118.87,115.81,1984.0,0,0.0,,117.12,120.38,117.75,2016.0,17184,0.0,0.0
2.0,,2144.0,2,0.0,,120.16,2112.0,2176.0,2144.0,2176.0,217,0.0,18685,2.0,,,0.0,10.0,943.9752111689295,,8,2.0,2.0,118.23,2112.0,943.9752111689295,1680795318.0,2.0,2.0,2.0,,0.0,14.92,119,2.0,0.0,115.79,118.92,115.77,2144.0,0,0.0,,117.24,120.66,117.75,2176.0,18464,0.0,0.0
2.0,,2304.0,2,0.0,,120.08,2272.0,2336.0,2304.0,2336.0,218,0.0,19933,2.0,,,0.0,9.89,943.5419726200611,,8,2.0,2.0,118.12,2272.0,943.5419726200611,1680795319.0,2.0,2.0,2.0,,0.0,13.6,120,2.0,0.0,115.79,118.91,115.62,2304.0,0,0.0,,117.09,120.86,117.51,2336.0,19712,0.0,0.0
2.0,,2432.0,2,0.0,,119.76,2432.0,2496.0,2464.0,2496.0,220,0.0,21181,2.0,,,0.0,8.94,943.1077975978554,,8,2.0,2.0,117.98,2432.0,943.1077975978554,1680795321.0,2.0,2.0,2.0,,0.0,12.29,121,2.0,0.0,115.67,119.03,115.59,2464.0,0,0.0,,117.21,120.84,117.46,2496.0,20992,0.0,0.0
2.0,,2592.0,2,0.0,,119.87,2592.0,2656.0,2624.0,2656.0,221,0.0,22429,2.0,,,0.0,7.97,943.0215384182195,,8,2.0,2.0,117.93,2592.0,943.0215384182195,1680795322.0,2.0,2.0,2.0,,0.0,10.96,122,2.0,0.0,115.58,118.84,115.57,2624.0,0,0.0,,117.11,120.88,117.33,2656.0,22176,0.0,0.0
2.0,,2752.0,2,0.0,,119.92,2752.0,2816.0,2784.0,2816.0,222,0.0,23682,2.0,,,0.0,7.01,942.6318322097104,,8,2.0,2.0,117.68,2720.0,942.6318322097104,1680795323.0,2.0,2.0,2.0,,0.0,9.64,123,2.0,0.0,115.51,118.79,115.37,2752.0,0,0.0,,117.03,121.4,117.32,2784.0,23424,0.0,0.0
2.0,,2912.0,2,0.0,,120.06,2880.0,2976.0,2944.0,2976.0,224,0.0,24925,2.0,,,0.0,6.05,941.9932533778872,,8,2.0,2.0,117.48,2880.0,941.9932533778872,1680795325.0,2.0,2.0,2.0,,0.0,8.33,124,2.0,0.0,115.59,118.83,115.53,2912.0,0,0.0,,116.87,120.99,117.28,2944.0,24672,0.0,0.0
2.0,,3040.0,2,0.0,,120.09,3040.0,3136.0,3104.0,3136.0,225,0.0,26171,2.0,,,0.0,5.09,941.7947439646604,,8,2.0,2.0,117.41,3040.0,941.7947439646604,1680795326.0,2.0,2.0,2.0,,0.0,7.01,125,2.0,0.0,115.33,118.82,115.35,3072.0,0,0.0,,116.9,120.84,117.25,3104.0,25920,0.0,0.0
2.0,,3200.0,2,0.0,,120.24,3200.0,3264.0,3264.0,3296.0,226,0.0,27409,2.0,,,0.0,4.14,940.8953432043661,,8,2.0,2.0,117.38,3200.0,940.8953432043661,1680795327.0,2.0,2.0,2.0,,0.0,5.7,126,2.0,0.0,115.29,118.76,115.28,3232.0,0,0.0,,116.83,120.84,117.17,3264.0,27168,0.0,0.0
2.0,,3360.0,2,0.0,,120.05,3360.0,3424.0,3392.0,3456.0,227,0.0,28629,2.0,,,0.0,3.22,934.7210176245478,,8,2.0,2.0,117.27,3360.0,934.7210176245478,1680795328.0,2.0,2.0,2.0,,0.0,4.43,127,2.0,0.0,115.05,118.75,115.17,3392.0,0,0.0,,116.92,120.77,116.92,3424.0,28384,0.0,0.0
2.0,,3520.0,2,0.0,,119.84,3488.0,3584.0,3552.0,3616.0,229,0.0,29856,2.0,,,0.0,2.27,932.9121801651693,,8,2.0,2.0,112.16,3520.0,932.9121801651693,1680795330.0,2.0,2.0,2.0,,0.0,3.12,128,2.0,0.0,114.9,118.7,115.11,3552.0,0,0.0,,116.8,120.47,116.75,3552.0,29568,0.0,0.0
2.0,,3648.0,2,0.0,,119.93,3648.0,3744.0,3712.0,3776.0,230,0.0,31117,2.0,,,0.0,1.28,935.694963167883,,8,2.0,2.0,114.03,3648.0,935.694963167883,1680795331.0,2.0,2.0,2.0,,0.0,1.76,129,2.0,0.0,114.93,118.67,115.08,3680.0,0,0.0,,116.87,116.74,116.67,3712.0,30848,0.0,0.0
2.0,,3808.0,2,0.0,,119.94,3808.0,3904.0,3872.0,3936.0,231,0.0,32293,2.0,,,0.0,0.5,917.0630356309866,,8,2.0,2.0,115.22,3808.0,917.0630356309866,1680795332.0,2.0,2.0,2.0,,0.0,0.52,130,2.0,0.0,114.91,118.62,115.36,3840.0,0,0.0,,116.8,118.34,116.5,3872.0,32064,0.0,0.0
2.0,,3968.0,2,0.0,,119.63,3936.0,4032.0,4032.0,4096.0,233,0.0,33514,2.0,,,0.0,0.5,919.3182107767936,,8,2.0,2.0,116.13,3968.0,919.3182107767936,1680795334.0,2.0,2.0,2.0,,0.0,0.0,131,2.0,0.0,109.84,111.93,111.33,4000.0,0,0.0,,116.84,118.91,112.46,4032.0,32864,0.0,0.0
2.0,,4064.0,2,0.0,,116.18,4032.0,4160.0,4128.0,4192.0,234,0.0,34720,2.0,,,0.0,0.5,919.3182107767936,,8,2.0,2.0,116.46,4064.0,919.3182107767936,1680795335.0,2.0,2.0,2.0,,0.0,0.0,132,2.0,0.0,111.03,114.19,112.26,4096.0,0,0.0,,116.99,118.86,113.36,4128.0,32864,0.0,0.0
2.0,,4064.0,2,0.0,,116.18,4032.0,4160.0,4128.0,4192.0,235,0.0,35944,2.0,,,0.0,0.5,919.3182107767936,,8,2.0,2.0,116.46,4064.0,919.3182107767936,1680795336.0,2.0,2.0,2.0,,0.0,0.0,133,2.0,0.0,111.03,114.19,112.26,4096.0,0,0.0,,116.99,118.86,113.36,4128.0,32864,0.0,0.0
2.0,,4064.0,2,0.0,,116.18,4032.0,4160.0,4128.0,4192.0,237,0.0,37160,2.0,,,0.0,0.5,919.3182107767936,,8,2.0,2.0,116.46,4064.0,919.3182107767936,1680795338.0,2.0,2.0,2.0,,0.0,0.0,134,2.0,0.0,111.03,114.19,112.26,4096.0,0,0.0,,116.99,118.86,113.36,4128.0,32864,0.0,0.0
2.0,,4064.0,2,0.0,,116.18,4032.0,4160.0,4128.0,4192.0,238,0.0,38371,2.0,,,0.0,0.5,919.3182107767936,,8,2.0,2.0,116.46,4064.0,919.3182107767936,1680795339.0,2.0,2.0,2.0,,0.0,0.0,135,2.0,0.0,111.03,114.19,112.26,4096.0,0,0.0,,116.99,118.86,113.36,4128.0,32864,0.0,0.0
2.0,,4064.0,2,0.0,,116.18,4032.0,4160.0,4128.0,4192.0,239,0.0,39590,2.0,,,0.0,0.5,919.3182107767936,,8,2.0,2.0,116.46,4064.0,919.3182107767936,1680795340.0,2.0,2.0,2.0,,0.0,0.0,136,2.0,0.0,111.03,114.19,112.26,4096.0,0,0.0,,116.99,118.86,113.36,4128.0,32864,0.0,0.0
2.0,,4064.0,2,0.0,,116.18,4032.0,4160.0,4128.0,4192.0,241,0.0,40805,2.0,,,0.0,0.5,919.3182107767936,,8,2.0,2.0,116.46,4064.0,919.3182107767936,1680795342.0,2.0,2.0,2.0,,0.0,0.0,137,2.0,0.0,111.03,114.19,112.26,4096.0,0,0.0,,116.99,118.86,113.36,4128.0,32864,0.0,0.0
2.0,,4064.0,2,0.0,,116.18,4032.0,4160.0,4128.0,4192.0,242,0.0,42019,2.0,,,0.0,0.5,919.3182107767936,,8,2.0,2.0,116.46,4064.0,919.3182107767936,1680795343.0,2.0,2.0,2.0,,0.0,0.0,138,2.0,0.0,111.03,114.19,112.26,4096.0,0,0.0,,116.99,118.86,113.36,4128.0,32864,0.0,0.0
2.0,,4064.0,2,0.0,,116.18,4032.0,4160.0,4128.0,4192.0,243,0.0,43245,2.0,,,0.0,0.5,919.3182107767936,,8,2.0,2.0,116.46,4064.0,919.3182107767936,1680795344.0,2.0,2.0,2.0,,0.0,0.0,139,2.0,0.0,111.03,114.19,112.26,4096.0,0,0.0,,116.99,118.86,113.36,4128.0,32864,0.0,0.0
2.0,,4064.0,2,0.0,,116.18,4032.0,4160.0,4128.0,4192.0,245,0.0,44460,2.0,,,0.0,0.5,919.3182107767936,,8,2.0,2.0,116.46,4064.0,919.3182107767936,1680795346.0,2.0,2.0,2.0,,0.0,0.0,140,2.0,0.0,111.03,114.19,112.26,4096.0,0,0.0,,116.99,118.86,113.36,4128.0,32864,0.0,0.0
2.0,,4064.0,2,0.0,,116.18,4032.0,4160.0,4128.0,4192.0,246,0.0,45666,2.0,,,0.0,0.5,919.3182107767936,,8,2.0,2.0,116.46,4064.0,919.3182107767936,1680795347.0,2.0,2.0,2.0,,0.0,0.0,141,2.0,0.0,111.03,114.19,112.26,4096.0,0,0.0,,116.99,118.86,113.36,4128.0,32864,0.0,0.0
2.0,,4064.0,2,0.0,,116.18,4032.0,4160.0,4128.0,4192.0,247,0.0,46879,2.0,,,0.0,0.5,919.3182107767936,,8,2.0,2.0,116.46,4064.0,919.3182107767936,1680795348.0,2.0,2.0,2.0,,0.0,0.0,142,2.0,0.0,111.03,114.19,112.26,4096.0,0,0.0,,116.99,118.86,113.36,4128.0,32864,0.0,0.0
2.0,,4064.0,2,0.0,,116.18,4032.0,4160.0,4128.0,4192.0,249,0.0,48089,2.0,,,0.0,0.5,919.3182107767936,,8,2.0,2.0,116.46,4064.0,919.3182107767936,1680795350.0,2.0,2.0,2.0,,0.0,0.0,143,2.0,0.0,111.03,114.19,112.26,4096.0,0,0.0,,116.99,118.86,113.36,4128.0,32864,0.0,0.0
2.0,,4064.0,2,0.0,,116.18,4032.0,4160.0,4128.0,4192.0,250,0.0,49329,2.0,,,0.0,0.5,919.3182107767936,,8,2.0,2.0,116.46,4064.0,919.3182107767936,1680795351.0,2.0,2.0,2.0,,0.0,0.0,144,2.0,0.0,111.03,114.19,112.26,4096.0,0,0.0,,116.99,118.86,113.36,4128.0,32864,0.0,0.0
2.0,,4064.0,2,0.0,,116.18,4032.0,4160.0,4128.0,4192.0,251,0.0,50571,2.0,,,0.0,0.5,919.3182107767936,,8,2.0,2.0,116.46,4064.0,919.3182107767936,1680795352.0,2.0,2.0,2.0,,0.0,0.0,145,2.0,0.0,111.03,114.19,112.26,4096.0,0,0.0,,116.99,118.86,113.36,4128.0,32864,0.0,0.0
2.0,,4064.0,2,0.0,,116.18,4032.0,4160.0,4128.0,4192.0,253,0.0,51803,2.0,,,0.0,0.5,919.3182107767936,,8,2.0,2.0,116.46,4064.0,919.3182107767936,1680795354.0,2.0,2.0,2.0,,0.0,0.0,146,2.0,0.0,111.03,114.19,112.26,4096.0,0,0.0,,116.99,118.86,113.36,4128.0,32864,0.0,0.0
2.0,,4064.0,3,0.0,,116.18,4032.0,4160.0,4128.0,4192.0,254,0.0,1372,2.0,,,0.0,10.0,919.3182107767936,,8,2.0,2.0,116.46,4064.0,919.3182107767936,1680795355.0,2.0,2.0,2.0,,0.0,34.15,147,2.0,0.0,111.03,114.19,112.26,4096.0,0,0.0,,116.99,118.86,113.36,4128.0,0,0.0,0.0
3.0,32864.0,0.0,3,0.0,575.8984613903006,116.18,0.0,0.0,0.0,0.0,255,0.0,2601,3.0,3.0,0.0,0.0,10.0,919.3182107767936,57.06561521394178,8,3.0,3.0,116.46,0.0,919.3182107767936,1680795356.0,3.0,3.0,3.0,0.0,0.0,32.81,148,3.0,0.0,111.03,114.19,112.26,0.0,0,0.0,98656.0,116.99,118.86,113.36,0.0,0,0.0,0.0
3.0,,0.0,3,0.0,,116.18,0.0,0.0,0.0,0.0,257,0.0,3820,3.0,,,0.0,10.0,919.3182107767936,,8,3.0,3.0,116.46,0.0,919.3182107767936,1680795358.0,3.0,3.0,3.0,,0.0,31.49,149,3.0,0.0,111.03,114.19,112.26,0.0,0,0.0,,116.99,118.86,113.36,0.0,0,0.0,0.0
3.0,,0.0,3,0.0,,116.18,0.0,0.0,0.0,0.0,258,0.0,572,3.0,,,0.0,10.0,118.85746908986435,,1,3.0,3.0,116.46,0.0,118.85746908986435,1680795359.0,3.0,3.0,3.0,,0.0,270.88,150,3.0,0.0,111.03,114.19,112.26,0.0,0,0.0,,116.99,118.86,113.36,0.0,0,0.0,0.0
,,,3,,,,,,0.0,,265,,1409,,,,,10.0,118.85746908986435,,1,,3.0,,,118.85746908986435,1680795366.0,,,,,,263.84,151,,,,,,,0,0.0,,,118.86,,,0,,
,,,3,,,,,,0.0,,266,,1530,,,,,10.0,118.85746908986435,,1,,3.0,,,118.85746908986435,1680795367.0,,,,,,262.82,152,,,,,,,0,0.0,,,118.86,,,0,,
,,,3,,,,,,0.0,,267,,1652,,,,,10.0,118.85746908986435,,1,,3.0,,,118.85746908986435,1680795368.0,,,,,,261.8,153,,,,,,,0,0.0,,,118.86,,,0,,
,,,3,,,,,,0.0,,268,,1772,,,,,10.0,118.85746908986435,,1,,3.0,,,118.85746908986435,1680795369.0,,,,,,260.78,154,,,,,,,0,0.0,,,118.86,,,0,,
,,,3,,,,,,0.0,,269,,1893,,,,,10.0,118.85746908986435,,1,,3.0,,,118.85746908986435,1680795370.0,,,,,,259.76,155,,,,,,,0,0.0,,,118.86,,,0,,
,,,3,,,,,,0.0,,270,,2014,,,,,10.0,118.85746908986435,,1,,3.0,,,118.85746908986435,1680795371.0,,,,,,258.74,156,,,,,,,0,0.0,,,118.86,,,0,,
,,,3,,,,,,0.0,,271,,2135,,,,,10.0,118.85746908986435,,1,,3.0,,,118.85746908986435,1680795372.0,,,,,,257.73,157,,,,,,,0,0.0,,,118.86,,,0,,
,,,3,,,,,,0.0,,272,,2257,,,,,10.0,118.85746908986435,,1,,3.0,,,118.85746908986435,1680795373.0,,,,,,256.71,158,,,,,,,0,0.0,,,118.86,,,0,,
,,,3,,,,,,0.0,,273,,2378,,,,,10.0,118.85746908986435,,1,,3.0,,,118.85746908986435,1680795374.0,,,,,,255.69,159,,,,,,,0,0.0,,,118.86,,,0,,
,,,3,,,,,,0.0,,274,,2498,,,,,10.0,118.85746908986435,,1,,3.0,,,118.85746908986435,1680795375.0,,,,,,254.67,160,,,,,,,0,0.0,,,118.86,,,0,,
,,,3,,,,,,0.0,,275,,2619,,,,,10.0,118.85746908986435,,1,,3.0,,,118.85746908986435,1680795376.0,,,,,,253.66,161,,,,,,,0,0.0,,,118.86,,,0,,
,,,3,,,,,,0.0,,276,,2741,,,,,10.0,118.85746908986435,,1,,3.0,,,118.85746908986435,1680795377.0,,,,,,252.63,162,,,,,,,0,0.0,,,118.86,,,0,,
,,,3,,,,,,0.0,,277,,2862,,,,,10.0,118.85746908986435,,1,,3.0,,,118.85746908986435,1680795378.0,,,,,,251.61,163,,,,,,,0,0.0,,,118.86,,,0,,
,,,3,,,,,,0.0,,278,,2983,,,,,10.0,118.85746908986435,,1,,3.0,,,118.85746908986435,1680795379.0,,,,,,250.59,164,,,,,,,0,0.0,,,118.86,,,0,,
,,,3,,,,,,0.0,,279,,3104,,,,,10.0,118.85746908986435,,1,,3.0,,,118.85746908986435,1680795380.0,,,,,,249.57,165,,,,,,,0,0.0,,,118.86,,,0,,
,,,3,,,,,,0.0,,280,,3225,,,,,10.0,118.85746908986435,,1,,3.0,,,118.85746908986435,1680795381.0,,,,,,248.56,166,,,,,,,0,0.0,,,118.86,,,0,,
,,,3,,,,,,0.0,,281,,3346,,,,,10.0,118.85746908986435,,1,,3.0,,,118.85746908986435,1680795382.0,,,,,,247.54,167,,,,,,,0,0.0,,,118.86,,,0,,
,,,3,,,,,,0.0,,282,,3467,,,,,10.0,118.85746908986435,,1,,3.0,,,118.85746908986435,1680795383.0,,,,,,246.52,168,,,,,,,0,0.0,,,118.86,,,0,,
,,,3,,,,,,0.0,,283,,3588,,,,,10.0,118.85746908986435,,1,,3.0,,,118.85746908986435,1680795384.0,,,,,,245.5,169,,,,,,,0,0.0,,,118.86,,,0,,
,,,3,,,,,,0.0,,284,,3709,,,,,10.0,118.85746908986435,,1,,3.0,,,118.85746908986435,1680795385.0,,,,,,244.49,170,,,,,,,0,0.0,,,118.86,,,0,,
,,,3,,,,,,0.0,,285,,3830,,,,,10.0,118.85746908986435,,1,,3.0,,,118.85746908986435,1680795386.0,,,,,,243.47,171,,,,,,,0,0.0,,,118.86,,,0,,
,,,3,,,,,,0.0,,286,,3951,,,,,10.0,118.85746908986435,,1,,3.0,,,118.85746908986435,1680795387.0,,,,,,242.45,172,,,,,,,0,0.0,,,118.86,,,0,,
,,,3,,,,,,0.0,,287,,4072,,,,,10.0,118.85746908986435,,1,,3.0,,,118.85746908986435,1680795388.0,,,,,,241.43,173,,,,,,,0,0.0,,,118.86,,,0,,
,,,3,,,,,,0.0,,288,,4193,,,,,10.0,118.85746908986435,,1,,3.0,,,118.85746908986435,1680795389.0,,,,,,240.41,174,,,,,,,0,0.0,,,118.86,,,0,,
,,,3,,,,,,0.0,,289,,4314,,,,,10.0,118.85746908986435,,1,,3.0,,,118.85746908986435,1680795390.0,,,,,,239.39,175,,,,,,,0,0.0,,,118.86,,,0,,
,,,3,,,,,,0.0,,290,,4436,,,,,10.0,118.85746908986435,,1,,3.0,,,118.85746908986435,1680795391.0,,,,,,238.37,176,,,,,,,0,0.0,,,118.86,,,0,,
,,,3,,,,,,0.0,,292,,4557,,,,,10.0,118.85746908986435,,1,,3.0,,,118.85746908986435,1680795393.0,,,,,,237.35,177,,,,,,,0,0.0,,,118.86,,,0,,
