04_peers/peer_2_samples_per_second,04_peers/peer_5_samples_per_second,04_peers/peer_1_samples_accumulated,03_hivemind/estimated_current_samples,03_hivemind/epoch_s,04_peers/peer_7_epoch,04_peers/peer_4_epoch_oos,04_peers/peer_1_samples_per_second,04_peers/peer_6_samples_per_second,04_peers/peer_7_samples_per_second,04_peers/peer_5_epoch,03_hivemind/global_epoch,04_peers/peer_2_epoch,04_peers/peer_4_epoch,03_hivemind/next_fetch_time_s,03_hivemind/total_training_samples,04_peers/peer_3_samples_accumulated,03_hivemind/per_epoch_training_samples,_runtime,_timestamp,03_hivemind/overshot_TBS,03_hivemind/undershot_TBS,04_peers/peer_2_epoch_oos,04_peers/peer_5_epoch_oos,04_peers/peer_7_epoch_oos,03_hivemind/eta_next_epoch_s,04_peers/peer_1_epoch,04_peers/peer_6_epoch,03_hivemind/actual_total_samples_per_second,04_peers/peer_4_samples_accumulated,03_hivemind/global_samples_accumulated,04_peers/peer_1_epoch_oos,04_peers/peer_5_samples_accumulated,04_peers/peer_8_epoch,03_hivemind/reached_TBS,04_peers/peer_6_epoch_oos,03_hivemind/epoch_based_sps,04_peers/peer_4_samples_per_second,04_peers/peer_2_samples_accumulated,_step,04_peers/peer_3_epoch,03_hivemind/optimistic_total_samples_per_second,04_peers/peer_8_epoch_oos,04_peers/peer_8_samples_per_second,04_peers/peer_7_samples_accumulated,04_peers/peer_8_samples_accumulated,03_hivemind/num_peers,03_hivemind/num_clients,04_peers/peer_6_samples_accumulated,04_peers/peer_3_epoch_oos,04_peers/peer_3_samples_per_second
108.65,107.43,288.0,3749,,2.0,0.0,107.55,109.75,109.62,2.0,2,2.0,2.0,10.0,,288.0,,192,1681077653.0,,,0.0,0.0,0.0,32.35,2.0,2.0,897.120547947789,224.0,3328,0.0,256.0,2.0,,0.0,,108.0,224.0,110,2.0,897.120547947789,0.0,109.04,320.0,320.0,8,0,288.0,0.0,107.52
113.38,110.9,416.0,4960,,2.0,0.0,110.83,113.48,112.53,2.0,2,2.0,2.0,10.0,,416.0,,193,1681077654.0,,,0.0,0.0,0.0,30.43,2.0,2.0,913.7845140868939,384.0,4288,0.0,384.0,2.0,,0.0,,113.09,384.0,111,2.0,913.7845140868939,0.0,112.24,448.0,448.0,8,0,448.0,0.0,110.67
114.78,113.37,576.0,5487,,2.0,0.0,113.43,114.96,114.06,2.0,2,2.0,2.0,10.0,,576.0,,194,1681077655.0,,,0.0,0.0,0.0,36.13,2.0,2.0,755.0193119459649,512.0,5088,0.0,512.0,2.0,,0.0,,115.62,448.0,112,2.0,755.0193119459649,0.0,114.32,544.0,576.0,8,0,544.0,0.0,113.25
85.15,91.99,672.0,6709,,2.0,0.0,98.32,97.75,90.63,2.0,2,2.0,2.0,10.0,,640.0,,196,1681077657.0,,,0.0,0.0,0.0,31.89,2.0,2.0,817.2616489516798,640.0,6368,0.0,608.0,2.0,,0.0,,101.43,544.0,113,2.0,817.2616489516798,0.0,92.22,640.0,672.0,8,0,672.0,0.0,97.53
94.84,101.1,832.0,7834,,2.0,0.0,105.01,105.63,101.89,2.0,2,2.0,2.0,10.0,,800.0,,197,1681077658.0,,,0.0,0.0,0.0,29.59,2.0,2.0,842.6149505996166,800.0,7456,0.0,768.0,2.0,,0.0,,108.42,672.0,114,2.0,842.6149505996166,0.0,101.37,832.0,832.0,8,0,832.0,0.0,99.0
84.38,107.35,992.0,9045,,2.0,0.0,109.47,110.04,107.06,2.0,2,2.0,2.0,10.0,,960.0,,198,1681077659.0,,,0.0,0.0,0.0,27.04,2.0,2.0,877.357070270652,928.0,8608,0.0,928.0,2.0,,0.0,,112.23,768.0,115,2.0,877.357070270652,0.0,106.5,960.0,960.0,8,0,960.0,0.0,105.58
94.13,110.87,1120.0,10265,,2.0,0.0,111.94,113.78,111.32,2.0,2,2.0,2.0,10.0,,1088.0,,199,1681077660.0,,,0.0,0.0,0.0,24.91,2.0,2.0,903.3116093969145,1088.0,9888,0.0,1056.0,2.0,,0.0,,115.1,896.0,116,2.0,903.3116093969145,0.0,111.0,1120.0,1120.0,8,0,1120.0,0.0,109.23
103.47,113.68,1280.0,11492,,2.0,0.0,113.78,115.98,113.85,2.0,2,2.0,2.0,10.0,,1248.0,,201,1681077662.0,,,0.0,0.0,0.0,23.14,2.0,2.0,919.5867696724799,1248.0,11136,0.0,1216.0,2.0,,0.0,,116.88,1056.0,117,2.0,919.5867696724799,0.0,113.48,1280.0,1280.0,8,0,1280.0,0.0,112.19
110.05,115.26,1440.0,12702,,2.0,0.0,114.9,117.22,115.35,2.0,2,2.0,2.0,10.0,,1408.0,,202,1681077663.0,,,0.0,0.0,0.0,21.6,2.0,2.0,928.9256253063289,1408.0,12224,0.0,1376.0,2.0,,0.0,,118.23,1216.0,118,2.0,928.9256253063289,0.0,114.78,1440.0,1408.0,8,0,1440.0,0.0,113.81
114.28,116.13,1568.0,13915,,2.0,0.0,115.41,117.81,116.42,2.0,2,2.0,2.0,10.0,,1536.0,,203,1681077664.0,,,0.0,0.0,0.0,20.16,2.0,2.0,935.1873166043351,1536.0,13504,0.0,1504.0,2.0,,0.0,,118.59,1376.0,119,2.0,935.1873166043351,0.0,115.86,1568.0,1568.0,8,0,1568.0,0.0,114.42
116.81,116.76,1728.0,15115,,2.0,0.0,115.7,118.31,116.93,2.0,2,2.0,2.0,10.0,,1696.0,,205,1681077666.0,,,0.0,0.0,0.0,18.8,2.0,2.0,939.109823009063,1696.0,14752,0.0,1664.0,2.0,,0.0,,118.95,1536.0,120,2.0,939.109823009063,0.0,116.59,1728.0,1728.0,8,0,1728.0,0.0,115.14
118.44,117.12,1888.0,16319,,2.0,0.0,115.96,118.55,117.35,2.0,2,2.0,2.0,10.0,,1856.0,,206,1681077667.0,,,0.0,0.0,0.0,17.49,2.0,2.0,940.7535580639847,1856.0,15872,0.0,1824.0,2.0,,0.0,,119.3,1696.0,121,2.0,940.7535580639847,0.0,116.86,1888.0,1856.0,8,0,1888.0,0.0,115.53
119.3,117.26,2016.0,17528,,2.0,0.0,115.9,118.79,117.36,2.0,2,2.0,2.0,10.0,,1984.0,,207,1681077668.0,,,0.0,0.0,0.0,16.18,2.0,2.0,941.9780134911268,2016.0,17120,0.0,1952.0,2.0,,0.0,,119.44,1824.0,122,2.0,941.9780134911268,0.0,117.01,2016.0,2016.0,8,0,2048.0,0.0,115.69
120.03,117.2,2176.0,18723,,2.0,0.0,116.34,118.88,117.43,2.0,2,2.0,2.0,10.0,,2144.0,,208,1681077669.0,,,0.0,0.0,0.0,14.92,2.0,2.0,941.6375105137429,2176.0,18272,0.0,2112.0,2.0,,0.0,,119.46,1984.0,123,2.0,941.6375105137429,0.0,116.99,2176.0,2176.0,8,0,2176.0,0.0,115.64
120.4,117.13,2304.0,19912,,2.0,0.0,115.7,118.99,117.46,2.0,2,2.0,2.0,9.95,,2272.0,,210,1681077671.0,,,0.0,0.0,0.0,13.69,2.0,2.0,939.2201097632569,2304.0,19456,0.0,2272.0,2.0,,0.0,,119.36,2144.0,124,2.0,939.2201097632569,0.0,116.99,2336.0,2304.0,8,0,2336.0,0.0,115.61
120.62,117.16,2464.0,21104,,2.0,0.0,113.27,118.96,117.3,2.0,2,2.0,2.0,9.05,,2432.0,,211,1681077672.0,,,0.0,0.0,0.0,12.44,2.0,2.0,937.2388353624881,2464.0,20672,0.0,2400.0,2.0,,0.0,,119.35,2272.0,125,2.0,937.2388353624881,0.0,116.95,2464.0,2464.0,8,0,2496.0,0.0,115.6
118.08,117.27,2592.0,22304,,2.0,0.0,114.15,118.94,117.24,2.0,2,2.0,2.0,8.11,,2560.0,,212,1681077673.0,,,0.0,0.0,0.0,11.15,2.0,2.0,938.3383421394506,2624.0,21920,0.0,2560.0,2.0,,0.0,,119.22,2432.0,126,2.0,938.3383421394506,0.0,116.85,2624.0,2624.0,8,0,2656.0,0.0,115.49
119.1,117.16,2752.0,23503,,2.0,0.0,114.63,119.06,117.09,2.0,2,2.0,2.0,7.18,,2720.0,,214,1681077675.0,,,0.0,0.0,0.0,9.87,2.0,2.0,938.8231207065469,2784.0,23040,0.0,2720.0,2.0,,0.0,,119.17,2592.0,127,2.0,938.8231207065469,0.0,116.71,2784.0,2752.0,8,0,2816.0,0.0,115.41
119.75,117.14,2880.0,24705,,2.0,0.0,114.86,119.15,117.03,2.0,2,2.0,2.0,6.24,,2880.0,,215,1681077676.0,,,0.0,0.0,0.0,8.58,2.0,2.0,939.5617539123333,2912.0,24288,0.0,2848.0,2.0,,0.0,,119.07,2752.0,128,2.0,939.5617539123333,0.0,116.53,2912.0,2912.0,8,0,2944.0,0.0,115.29
120.23,117.43,3040.0,25923,,2.0,0.0,115.07,119.17,116.96,2.0,2,2.0,2.0,5.31,,3008.0,,216,1681077677.0,,,0.0,0.0,0.0,7.3,2.0,2.0,938.2620581585059,3072.0,25504,0.0,3008.0,2.0,,0.0,,118.96,2912.0,129,2.0,938.2620581585059,0.0,116.53,3072.0,3072.0,8,0,3104.0,0.0,115.21
120.38,117.21,3200.0,27118,,2.0,0.0,114.88,118.85,116.7,2.0,2,2.0,2.0,4.38,,3168.0,,217,1681077678.0,,,0.0,0.0,0.0,6.03,2.0,2.0,937.5520822144741,3232.0,26784,0.0,3168.0,2.0,,0.0,,118.85,3072.0,130,2.0,937.5520822144741,0.0,116.34,3200.0,3200.0,8,0,3264.0,0.0,115.05
120.44,117.11,3360.0,28316,,2.0,0.0,114.95,118.85,116.53,2.0,2,2.0,2.0,3.45,,3328.0,,219,1681077680.0,,,0.0,0.0,0.0,4.75,2.0,2.0,937.4862857466662,3392.0,27872,0.0,3328.0,2.0,,0.0,,118.73,3232.0,131,2.0,937.4862857466662,0.0,116.07,3360.0,3360.0,8,0,3424.0,0.0,114.87
120.56,117.02,3488.0,29454,,2.0,0.0,115.02,118.79,116.4,2.0,2,2.0,2.0,2.61,,3456.0,,220,1681077681.0,,,0.0,0.0,0.0,3.59,2.0,2.0,923.3697723945742,3520.0,29024,0.0,3456.0,2.0,,0.0,,118.67,3360.0,132,2.0,923.3697723945742,0.0,116.33,3520.0,3520.0,8,0,3552.0,0.0,114.68
120.55,116.93,3648.0,30635,,2.0,0.0,115.1,118.62,114.01,2.0,2,2.0,2.0,1.68,,3584.0,,221,1681077682.0,,,0.0,0.0,0.0,2.31,2.0,2.0,924.5782357434211,3680.0,30208,0.0,3584.0,2.0,,0.0,,114.69,3520.0,133,2.0,924.5782357434211,0.0,112.86,3648.0,3648.0,8,0,3712.0,0.0,110.61
120.44,112.52,3776.0,31839,,2.0,0.0,115.15,118.59,115.24,2.0,2,2.0,2.0,0.73,,3744.0,,222,1681077683.0,,,0.0,0.0,0.0,1.0,2.0,2.0,929.0134613966144,3808.0,31488,0.0,3744.0,2.0,,0.0,,115.81,3680.0,134,2.0,929.0134613966144,0.0,113.9,3808.0,3776.0,8,0,3872.0,0.0,112.92
120.35,114.16,3936.0,33026,,2.0,0.0,115.19,118.6,115.54,2.0,2,2.0,2.0,0.5,,3904.0,,224,1681077685.0,,,0.0,0.0,0.0,0.0,2.0,2.0,927.5579164553232,3968.0,32608,0.0,3904.0,2.0,,0.0,,116.93,3840.0,135,2.0,927.5579164553232,0.0,114.56,3968.0,3936.0,8,0,4032.0,0.0,113.68
120.49,114.97,4064.0,34209,,2.0,0.0,115.36,114.33,115.8,2.0,2,2.0,2.0,0.5,,4032.0,,225,1681077686.0,,,0.0,0.0,0.0,0.0,2.0,2.0,927.7114280944281,4128.0,32864,0.0,4032.0,2.0,,0.0,,117.64,4000.0,136,2.0,927.7114280944281,0.0,115.03,4096.0,4096.0,8,0,4160.0,0.0,113.93
120.32,115.22,4096.0,35387,,2.0,0.0,115.41,114.33,115.86,2.0,2,2.0,2.0,0.5,,4064.0,,226,1681077687.0,,,0.0,0.0,0.0,0.0,2.0,2.0,927.7114280944281,4160.0,32864,0.0,4064.0,2.0,,0.0,,117.81,4032.0,137,2.0,927.7114280944281,0.0,114.82,4128.0,4128.0,8,0,4192.0,0.0,113.94
120.32,115.22,4096.0,36574,,2.0,0.0,115.41,114.33,115.86,2.0,2,2.0,2.0,0.5,,4064.0,,228,1681077689.0,,,0.0,0.0,0.0,0.0,2.0,2.0,927.7114280944281,4160.0,32864,0.0,4064.0,2.0,,0.0,,117.81,4032.0,138,2.0,927.7114280944281,0.0,114.82,4128.0,4128.0,8,0,4192.0,0.0,113.94
120.32,115.22,4096.0,37765,,2.0,0.0,115.41,114.33,115.86,2.0,2,2.0,2.0,0.5,,4064.0,,229,1681077690.0,,,0.0,0.0,0.0,0.0,2.0,2.0,927.7114280944281,4160.0,32864,0.0,4064.0,2.0,,0.0,,117.81,4032.0,139,2.0,927.7114280944281,0.0,114.82,4128.0,4128.0,8,0,4192.0,0.0,113.94
120.32,115.22,4096.0,38945,,2.0,0.0,115.41,114.33,115.86,2.0,2,2.0,2.0,0.5,,4064.0,,230,1681077691.0,,,0.0,0.0,0.0,0.0,2.0,2.0,927.7114280944281,4160.0,32864,0.0,4064.0,2.0,,0.0,,117.81,4032.0,140,2.0,927.7114280944281,0.0,114.82,4128.0,4128.0,8,0,4192.0,0.0,113.94
120.32,115.22,4096.0,40127,,2.0,0.0,115.41,114.33,115.86,2.0,2,2.0,2.0,0.5,,4064.0,,231,1681077692.0,,,0.0,0.0,0.0,0.0,2.0,2.0,927.7114280944281,4160.0,32864,0.0,4064.0,2.0,,0.0,,117.81,4032.0,141,2.0,927.7114280944281,0.0,114.82,4128.0,4128.0,8,0,4192.0,0.0,113.94
120.32,115.22,4096.0,41311,,2.0,0.0,115.41,114.33,115.86,2.0,2,2.0,2.0,0.5,,4064.0,,233,1681077694.0,,,0.0,0.0,0.0,0.0,2.0,2.0,927.7114280944281,4160.0,32864,0.0,4064.0,2.0,,0.0,,117.81,4032.0,142,2.0,927.7114280944281,0.0,114.82,4128.0,4128.0,8,0,4192.0,0.0,113.94
120.32,115.22,4096.0,42487,,2.0,0.0,115.41,114.33,115.86,2.0,2,2.0,2.0,0.5,,4064.0,,234,1681077695.0,,,0.0,0.0,0.0,0.0,2.0,2.0,927.7114280944281,4160.0,32864,0.0,4064.0,2.0,,0.0,,117.81,4032.0,143,2.0,927.7114280944281,0.0,114.82,4128.0,4128.0,8,0,4192.0,0.0,113.94
120.32,115.22,4096.0,43677,,2.0,0.0,115.41,114.33,115.86,2.0,2,2.0,2.0,0.5,,4064.0,,235,1681077696.0,,,0.0,0.0,0.0,0.0,2.0,2.0,927.7114280944281,4160.0,32864,0.0,4064.0,2.0,,0.0,,117.81,4032.0,144,2.0,927.7114280944281,0.0,114.82,4128.0,4128.0,8,0,4192.0,0.0,113.94
120.32,115.22,4096.0,44860,,2.0,0.0,115.41,114.33,115.86,2.0,2,2.0,2.0,0.5,,4064.0,,237,1681077698.0,,,0.0,0.0,0.0,0.0,2.0,2.0,927.7114280944281,4160.0,32864,0.0,4064.0,2.0,,0.0,,117.81,4032.0,145,2.0,927.7114280944281,0.0,114.82,4128.0,4128.0,8,0,4192.0,0.0,113.94
120.32,115.22,4096.0,46041,,2.0,0.0,115.41,114.33,115.86,2.0,2,2.0,2.0,0.5,,4064.0,,238,1681077699.0,,,0.0,0.0,0.0,0.0,2.0,2.0,927.7114280944281,4160.0,32864,0.0,4064.0,2.0,,0.0,,117.81,4032.0,146,2.0,927.7114280944281,0.0,114.82,4128.0,4128.0,8,0,4192.0,0.0,113.94
120.32,115.22,4096.0,47228,,2.0,0.0,115.41,114.33,115.86,2.0,2,2.0,2.0,0.5,,4064.0,,239,1681077700.0,,,0.0,0.0,0.0,0.0,2.0,2.0,927.7114280944281,4160.0,32864,0.0,4064.0,2.0,,0.0,,117.81,4032.0,147,2.0,927.7114280944281,0.0,114.82,4128.0,4128.0,8,0,4192.0,0.0,113.94
120.32,115.22,4096.0,48412,,2.0,0.0,115.41,114.33,115.86,2.0,2,2.0,2.0,0.5,,4064.0,,240,1681077701.0,,,0.0,0.0,0.0,0.0,2.0,2.0,927.7114280944281,4160.0,32864,0.0,4064.0,2.0,,0.0,,117.81,4032.0,148,2.0,927.7114280944281,0.0,114.82,4128.0,4128.0,8,0,4192.0,0.0,113.94
120.32,115.22,4096.0,49596,,2.0,0.0,115.41,114.33,115.86,2.0,2,2.0,2.0,0.5,,4064.0,,242,1681077703.0,,,0.0,0.0,0.0,0.0,2.0,2.0,927.7114280944281,4160.0,32864,0.0,4064.0,2.0,,0.0,,117.81,4032.0,149,2.0,927.7114280944281,0.0,114.82,4128.0,4128.0,8,0,4192.0,0.0,113.94
120.32,115.22,4096.0,50776,,2.0,0.0,115.41,114.33,115.86,2.0,2,2.0,2.0,0.5,,4064.0,,243,1681077704.0,,,0.0,0.0,0.0,0.0,2.0,2.0,927.7114280944281,4160.0,32864,0.0,4064.0,2.0,,0.0,,117.81,4032.0,150,2.0,927.7114280944281,0.0,114.82,4128.0,4128.0,8,0,4192.0,0.0,113.94
120.32,115.22,4096.0,51953,,2.0,0.0,115.41,114.33,115.86,2.0,2,2.0,2.0,0.5,,4064.0,,244,1681077705.0,,,0.0,0.0,0.0,0.0,2.0,2.0,927.7114280944281,4160.0,32864,0.0,4064.0,2.0,,0.0,,117.81,4032.0,151,2.0,927.7114280944281,0.0,114.82,4128.0,4128.0,8,0,4192.0,0.0,113.94
120.32,115.22,4096.0,53143,,2.0,0.0,115.41,114.33,115.86,2.0,2,2.0,2.0,0.5,,4064.0,,245,1681077706.0,,,0.0,0.0,0.0,0.0,2.0,2.0,927.7114280944281,4160.0,32864,0.0,4064.0,2.0,,0.0,,117.81,4032.0,152,2.0,927.7114280944281,0.0,114.82,4128.0,4128.0,8,0,4192.0,0.0,113.94
120.32,115.22,4096.0,54334,,2.0,0.0,115.41,114.33,115.86,2.0,2,2.0,2.0,0.5,,4064.0,,247,1681077708.0,,,0.0,0.0,0.0,0.0,2.0,2.0,927.7114280944281,4160.0,32864,0.0,4064.0,2.0,,0.0,,117.81,4032.0,153,2.0,927.7114280944281,0.0,114.82,4128.0,4128.0,8,0,4192.0,0.0,113.94
120.32,115.22,4096.0,55518,,2.0,0.0,115.41,114.33,115.86,2.0,2,2.0,2.0,0.5,,4064.0,,248,1681077709.0,,,0.0,0.0,0.0,0.0,2.0,2.0,927.7114280944281,4160.0,32864,0.0,4064.0,2.0,,0.0,,117.81,4032.0,154,2.0,927.7114280944281,0.0,114.82,4128.0,4128.0,8,0,4192.0,0.0,113.94
120.32,115.22,4096.0,56713,,2.0,0.0,115.41,114.33,115.86,2.0,2,2.0,2.0,0.5,,4064.0,,249,1681077710.0,,,0.0,0.0,0.0,0.0,2.0,2.0,927.7114280944281,4160.0,32864,0.0,4064.0,2.0,,0.0,,117.81,4032.0,155,2.0,927.7114280944281,0.0,114.82,4128.0,4128.0,8,0,4192.0,0.0,113.94
120.32,115.22,4096.0,57893,,2.0,0.0,115.41,114.33,115.86,2.0,2,2.0,2.0,0.5,,4064.0,,251,1681077712.0,,,0.0,0.0,0.0,0.0,2.0,2.0,927.7114280944281,4160.0,32864,0.0,4064.0,2.0,,0.0,,117.81,4032.0,156,2.0,927.7114280944281,0.0,114.82,4128.0,4128.0,8,0,4192.0,0.0,113.94
120.32,115.22,4096.0,59075,,2.0,0.0,115.41,114.33,115.86,2.0,2,2.0,2.0,0.5,,4064.0,,252,1681077713.0,,,0.0,0.0,0.0,0.0,2.0,2.0,927.7114280944281,4160.0,32864,0.0,4064.0,2.0,,0.0,,117.81,4032.0,157,2.0,927.7114280944281,0.0,114.82,4128.0,4128.0,8,0,4192.0,0.0,113.94
120.32,115.22,4096.0,60255,,2.0,0.0,115.41,114.33,115.86,2.0,2,2.0,2.0,0.5,,4064.0,,253,1681077714.0,,,0.0,0.0,0.0,0.0,2.0,2.0,927.7114280944281,4160.0,32864,0.0,4064.0,2.0,,0.0,,117.81,4032.0,158,2.0,927.7114280944281,0.0,114.82,4128.0,4128.0,8,0,4192.0,0.0,113.94
120.32,115.22,4096.0,61438,,2.0,0.0,115.41,114.33,115.86,2.0,2,2.0,2.0,0.5,,4064.0,,254,1681077715.0,,,0.0,0.0,0.0,0.0,2.0,2.0,927.7114280944281,4160.0,32864,0.0,4064.0,2.0,,0.0,,117.81,4032.0,159,2.0,927.7114280944281,0.0,114.82,4128.0,4128.0,8,0,4192.0,0.0,113.94
120.32,115.22,4096.0,62622,,2.0,0.0,115.41,114.33,115.86,2.0,2,2.0,2.0,0.5,,4064.0,,256,1681077717.0,,,0.0,0.0,0.0,0.0,2.0,2.0,927.7114280944281,4160.0,32864,0.0,4064.0,2.0,,0.0,,117.81,4032.0,160,2.0,927.7114280944281,0.0,114.82,4128.0,4128.0,8,0,4192.0,0.0,113.94
120.32,115.22,4096.0,63803,,2.0,0.0,115.41,114.33,115.86,2.0,2,2.0,2.0,0.5,,4064.0,,257,1681077718.0,,,0.0,0.0,0.0,0.0,2.0,2.0,927.7114280944281,4160.0,32864,0.0,4064.0,2.0,,0.0,,117.81,4032.0,161,2.0,927.7114280944281,0.0,114.82,4128.0,4128.0,8,0,4192.0,0.0,113.94
120.32,115.22,4096.0,64988,,2.0,0.0,115.41,114.33,115.86,2.0,2,2.0,2.0,0.5,,4064.0,,258,1681077719.0,,,0.0,0.0,0.0,0.0,2.0,2.0,927.7114280944281,4160.0,32864,0.0,4064.0,2.0,,0.0,,117.81,4032.0,162,2.0,927.7114280944281,0.0,114.82,4128.0,4128.0,8,0,4192.0,0.0,113.94
120.32,115.22,4096.0,66171,,2.0,0.0,115.41,114.33,115.86,2.0,2,2.0,2.0,0.5,,4064.0,,259,1681077720.0,,,0.0,0.0,0.0,0.0,2.0,2.0,927.7114280944281,4160.0,32864,0.0,4064.0,2.0,,0.0,,117.81,4032.0,163,2.0,927.7114280944281,0.0,114.82,4128.0,4128.0,8,0,4192.0,0.0,113.94
120.32,115.22,4096.0,67356,,2.0,0.0,115.41,114.33,115.86,2.0,2,2.0,2.0,0.5,,4064.0,,261,1681077722.0,,,0.0,0.0,0.0,0.0,2.0,2.0,927.7114280944281,4160.0,32864,0.0,4064.0,2.0,,0.0,,117.81,4032.0,164,2.0,927.7114280944281,0.0,114.82,4128.0,4128.0,8,0,4192.0,0.0,113.94
120.32,115.22,4096.0,68542,,2.0,0.0,115.41,114.33,115.86,2.0,2,2.0,2.0,0.5,,4064.0,,262,1681077723.0,,,0.0,0.0,0.0,0.0,2.0,2.0,927.7114280944281,4160.0,32864,0.0,4064.0,2.0,,0.0,,117.81,4032.0,165,2.0,927.7114280944281,0.0,114.82,4128.0,4128.0,8,0,4192.0,0.0,113.94
120.32,115.22,4096.0,69721,,2.0,0.0,115.41,114.33,115.86,2.0,2,2.0,2.0,0.5,,4064.0,,263,1681077724.0,,,0.0,0.0,0.0,0.0,2.0,2.0,927.7114280944281,4160.0,32864,0.0,4064.0,2.0,,0.0,,117.81,4032.0,166,2.0,927.7114280944281,0.0,114.82,4128.0,4128.0,8,0,4192.0,0.0,113.94
120.32,115.22,4096.0,70903,,2.0,0.0,115.41,114.33,115.86,2.0,2,2.0,2.0,0.5,,4064.0,,265,1681077726.0,,,0.0,0.0,0.0,0.0,2.0,2.0,927.7114280944281,4160.0,32864,0.0,4064.0,2.0,,0.0,,117.81,4032.0,167,2.0,927.7114280944281,0.0,114.82,4128.0,4128.0,8,0,4192.0,0.0,113.94
120.32,115.22,4096.0,72082,,2.0,0.0,115.41,114.33,115.86,2.0,2,2.0,2.0,0.5,,4064.0,,266,1681077727.0,,,0.0,0.0,0.0,0.0,2.0,2.0,927.7114280944281,4160.0,32864,0.0,4064.0,2.0,,0.0,,117.81,4032.0,168,2.0,927.7114280944281,0.0,114.82,4128.0,4128.0,8,0,4192.0,0.0,113.94
120.32,115.22,4096.0,73267,,2.0,0.0,115.41,114.33,115.86,2.0,2,2.0,2.0,0.5,,4064.0,,267,1681077728.0,,,0.0,0.0,0.0,0.0,2.0,2.0,927.7114280944281,4160.0,32864,0.0,4064.0,2.0,,0.0,,117.81,4032.0,169,2.0,927.7114280944281,0.0,114.82,4128.0,4128.0,8,0,4192.0,0.0,113.94
120.32,115.22,4096.0,74447,,2.0,0.0,115.41,114.33,115.86,2.0,2,2.0,2.0,0.5,,4064.0,,268,1681077729.0,,,0.0,0.0,0.0,0.0,2.0,2.0,927.7114280944281,4160.0,32864,0.0,4064.0,2.0,,0.0,,117.81,4032.0,170,2.0,927.7114280944281,0.0,114.82,4128.0,4128.0,8,0,4192.0,0.0,113.94
120.32,115.22,4096.0,75664,,2.0,0.0,115.41,114.33,115.86,2.0,2,2.0,2.0,0.5,,4064.0,,270,1681077731.0,,,0.0,0.0,0.0,0.0,2.0,2.0,927.7114280944281,4160.0,32864,0.0,4064.0,2.0,,0.0,,117.81,4032.0,171,2.0,927.7114280944281,0.0,114.82,4128.0,4128.0,8,0,4192.0,0.0,113.94
120.32,115.22,4096.0,123,,2.0,0.0,115.41,114.33,115.86,2.0,3,2.0,2.0,10.0,,4064.0,,271,1681077732.0,,,0.0,0.0,0.0,35.19,2.0,2.0,114.33166309441546,4160.0,0,0.0,4064.0,2.0,,0.0,,117.81,4032.0,172,2.0,927.7114280944281,0.0,114.82,4128.0,4128.0,8,0,4192.0,0.0,113.94
120.32,115.22,4096.0,2041,81.86381031898782,2.0,1.0,115.41,114.33,115.86,2.0,3,2.0,2.0,10.0,98656.0,4064.0,32864.0,272,1681077733.0,3.0,0.0,1.0,1.0,1.0,33.12,2.0,3.0,927.7114280944281,4160.0,0,1.0,4064.0,2.0,0.0,0.0,401.4472313461006,117.81,4032.0,173,2.0,927.7114280944281,1.0,114.82,4128.0,4128.0,8,0,0.0,1.0,113.94
120.32,115.22,0.0,3223,,3.0,0.0,115.41,114.33,115.86,3.0,3,3.0,3.0,10.0,,0.0,,274,1681077735.0,,,0.0,0.0,0.0,31.85,3.0,3.0,927.7114280944281,0.0,0,0.0,0.0,3.0,,0.0,,117.81,0.0,174,3.0,927.7114280944281,0.0,114.82,0.0,0.0,8,0,0.0,0.0,113.94
120.32,115.22,0.0,4414,,3.0,0.0,115.41,114.33,115.86,3.0,3,3.0,3.0,10.0,,0.0,,275,1681077736.0,,,0.0,0.0,0.0,30.56,3.0,3.0,927.7114280944281,0.0,0,0.0,0.0,3.0,,0.0,,117.81,0.0,175,3.0,927.7114280944281,0.0,114.82,0.0,0.0,8,0,0.0,0.0,113.94
