01_general/locally_processed_samples,bandwidth/disk_read_sys_bandwidth_MBs,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/virtual_memory_size_proc_MB,02_timing/dataload_time_s,cpu/interrupts/interrupts_count,02_timing/dataload_cuda_move_time_s,02_timing/backward_time_s,memory/total_memory_sys_MB,disk/time/disk_write_time_sys_s,process/memory/data_resident_set_proc_MB,process/memory/text_resident_set_proc_MB,01_general/lr,01_general/step,01_general/minibatch_loss,process/memory/shared_memory_proc_MB,cpu/load/avg_sys_load_fifteen_min_percent,03_hivemind/num_peers,03_hivemind/global_epoch,02_timing/loss_calc_time_s,cpu/load/avg_sys_load_five_min_percent,02_timing/step_time_s,disk/counter/disk_read_sys_count,disk/counter/disk_write_sys_count,disk/time/disk_busy_time_sys_s,process/memory/lib_memory_proc_MB,process/voluntary_proc_ctx_switches,bandwidth/net_recv_sys_bandwidth_Mbits,_runtime,_timestamp,02_timing/forward_time_s,memory/available_memory_sys_MB,cpu/interrupts/soft_interrupts_count,cpu/logical_core_count,memory/used_memory_sys_MB,disk/time/disk_read_time_sys_s,02_timing/opt_step_time_s,01_general/dataset_iteration_count,cpu/load/avg_sys_load_one_min_percent,process/involuntary_proc_ctx_switches,process/memory/dirty_pages_proc_count,bandwidth/disk_write_sys_bandwidth_MBs,process/memory/resident_set_size_proc_MB,_step,memory/used_memory_sys_percent,cpu/interrupts/ctx_switches_count
,0.0,1.5552554787967166,31851.204608,,1031777.0,0.003075960999922245,0.14135896599964326,,0.06999999999999318,0.0,2.719744,,,,2452.525056,1.3666666666666665,,,0.0003942939997614303,1.0,,2.0,144.0,0.14799999999999613,6485.315584,1243.0,80.90472863182414,14,1681395431.0,0.017128893000062817,200005.566464,47274.0,,7625.453568,0.0010000000000012221,,,1.0333333333333332,281.0,0.0,0.15531081407516736,6300.213248,29,5.2,51994.0
512.0,,,,0.002825608000421198,,,,,,,,0.0001,15.0,7.2388916015625,,,5.0,0.0,,,0.20439786899987666,,,,,,,14,1681395431.0,,,,,,,0.039614147000065714,0.0,,,,,,30,,
544.0,,,,0.0025362350002069434,,0.0030614930001320317,0.14144284900021376,,,,,0.0001,16.0,7.1322021484375,,,5.0,0.0,0.00037935700038360665,,0.20382318800056964,,,,,,,15,1681395432.0,0.016959974999736005,,,,,,0.0394432789998973,0.0,,,,,,31,,
576.0,,,,0.0026909640000667423,,0.003104868000264105,0.14091935199985528,,,,,0.0001,17.0,7.00604248046875,,,5.0,0.0,0.00038228700032050256,,0.20353399900068325,,,,,,,15,1681395432.0,0.016996350000226812,,,,,,0.03944017799994981,0.0,,,,,,32,,
,0.0,1.1439250374347425,31851.204608,,1036230.0,0.003117846000350255,,,0.07099999999996953,0.0,2.719744,,,,2452.50048,1.3666666666666665,,,0.0003820520000772376,1.0,,2.0,148.0,0.16799999999999216,6485.323776,1280.0,82.60137339894187,15,1681395432.0,0.0168877250002879,199999.012864,52183.0,,7631.941632,0.0010000000000012221,,,1.0333333333333332,324.0,0.0,0.016347487795215204,6300.196864,33,5.2,55837.0
608.0,,,,0.002971414000057848,,,0.1413533519998964,,,,,0.0001,18.0,7.29638671875,,,5.0,0.0,,,0.20411882200096443,,,,,,,15,1681395432.0,,,,,,,0.03940643300029478,0.0,,,,,,34,,
640.0,,,,0.002821537999807333,,0.0030769510003665346,0.14196997199996986,,,,,0.0001,19.0,7.40576171875,,,5.0,0.0,0.0003905200001099729,,0.20470300600027258,,,,,,,16,1681395433.0,0.016952693999883195,,,,,,0.03949133100013569,0.0,,,,,,35,,
672.0,,,,0.0031617829999959213,,0.0030972790000305395,0.14029313299988644,,,,,0.0001,20.0,7.2027587890625,,,5.0,0.0,0.0003864240002258157,,0.20330288800005292,,,,,,,16,1681395433.0,0.016981440000108705,,,,,,0.0393828289998055,0.0,,,,,,36,,
,0.0,1.3743202604481697,31851.204608,,1041020.0,0.0030768209999223473,,,0.07299999999997908,0.0,2.719744,,,,2452.525056,1.3666666666666665,,,0.0003897890001098858,1.0,,2.0,152.0,0.1839999999999975,6485.331968,1317.0,86.44325338492781,16,1681395433.0,0.016846050999902218,199998.042112,57258.0,,7632.945152,0.0010000000000012221,,,1.0333333333333332,349.0,0.0,0.01634670229069793,6300.225536,37,5.2,60267.0
704.0,,,,0.0025009050000335264,,,0.14092055399987657,,,,,0.0001,21.0,7.096435546875,,,5.0,0.0,,,0.2032189040000958,,,,,,,16,1681395433.0,,,,,,,0.03948478400025124,0.0,,,,,,38,,
736.0,,,,0.002668334000190953,,0.0030550480000783864,0.14018541299992648,,,,,0.0001,22.0,7.066650390625,,,5.0,0.0,0.0003914789999726054,,0.20311202900029457,,,,,,,17,1681395434.0,0.017101134000313323,,,,,,0.03971062099981282,0.0,,,,,,39,,
