01_general/locally_processed_samples,bandwidth/disk_read_sys_bandwidth_MBs,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/virtual_memory_size_proc_MB,02_timing/dataload_time_s,cpu/interrupts/interrupts_count,02_timing/dataload_cuda_move_time_s,02_timing/backward_time_s,memory/total_memory_sys_MB,disk/time/disk_write_time_sys_s,process/memory/data_resident_set_proc_MB,process/memory/text_resident_set_proc_MB,01_general/lr,01_general/step,01_general/minibatch_loss,process/memory/shared_memory_proc_MB,cpu/load/avg_sys_load_fifteen_min_percent,03_hivemind/num_peers,03_hivemind/global_epoch,02_timing/loss_calc_time_s,cpu/load/avg_sys_load_five_min_percent,02_timing/step_time_s,disk/counter/disk_read_sys_count,disk/counter/disk_write_sys_count,disk/time/disk_busy_time_sys_s,process/memory/lib_memory_proc_MB,process/voluntary_proc_ctx_switches,bandwidth/net_recv_sys_bandwidth_Mbits,_runtime,_timestamp,02_timing/forward_time_s,memory/available_memory_sys_MB,cpu/interrupts/soft_interrupts_count,cpu/logical_core_count,memory/used_memory_sys_MB,disk/time/disk_read_time_sys_s,02_timing/opt_step_time_s,01_general/dataset_iteration_count,cpu/load/avg_sys_load_one_min_percent,process/involuntary_proc_ctx_switches,process/memory/dirty_pages_proc_count,bandwidth/disk_write_sys_bandwidth_MBs,process/memory/resident_set_size_proc_MB,_step,memory/used_memory_sys_percent,cpu/interrupts/ctx_switches_count
768.0,,,,0.0025142750000668457,,0.003145786999994016,0.14079438399994615,,,,,0.0001,23.0,7.116943359375,,,5.0,0.0,0.00039337299995167996,,0.20340107099991656,,,,,,,17,1681395434.0,0.017112271999849327,,,,,,0.03944098000010854,0.0,,,,,,40,,
,0.0,1.3542260556196128,31851.204608,,1045933.0,0.003080672000123741,,,0.07900000000000773,0.0,2.719744,,,,2452.496384,1.3666666666666665,,,0.00037577300008706516,1.0,,2.0,173.0,0.20399999999999352,6485.34016,1357.0,94.8396067090079,17,1681395434.0,0.017042297999978473,199995.53536,62430.0,,7635.378176,0.0010000000000012221,,,1.0333333333333332,370.0,0.0,0.110347065157872,6300.4672,41,5.2,64917.0
800.0,,,,0.0026131080003324314,,,0.14204449599992586,,,,,0.0001,24.0,7.2431640625,,,5.0,0.0,,,0.20466712200050097,,,,,,,17,1681395434.0,,,,,,,0.0395107750000534,0.0,,,,,,42,,
832.0,,,,0.00274287699994602,,0.0030596520000472083,0.14175914599991302,,,,,0.0001,25.0,7.0892333984375,,,5.0,0.0,0.000390801999856194,,0.2047085189997233,,,,,,,18,1681395435.0,0.017243391999727464,,,,,,0.03951265000023341,0.0,,,,,,43,,
864.0,,,,0.0025246630002584425,,0.0030746319998797844,0.14236381199998505,,,,,0.0001,26.0,7.0948486328125,,,5.0,0.0,0.00038834099996165605,,0.20453843700033758,,,,,,,18,1681395435.0,0.016938572000071872,,,,,,0.03924841700018078,0.0,,,,,,44,,
,0.0,1.3925936640306253,31851.204608,,1051005.0,0.0030933650000406487,,,0.07999999999998408,0.0,2.719744,,,,2452.52096,1.4000000000000001,,,0.00040948399964690907,1.1,,2.0,177.0,0.21999999999999886,6485.344256,1418.0,94.70087851284477,18,1681395435.0,0.017083759999877657,199976.16128,67623.0,,7674.08128,0.0010000000000012221,,,1.5000000000000002,393.0,0.0,0.01634542696702144,6300.495872,45,5.3,69781.0
896.0,,,,0.0027588429998104402,,,0.14198798999996143,,,,,0.0001,27.0,7.3531494140625,,,5.0,0.0,,,0.2049639009992461,,,,,,,18,1681395435.0,,,,,,,0.039630458999909024,0.0,,,,,,46,,
928.0,,,,0.0025773110000955057,,0.0031499180004175287,0.14210331599997517,,,,,0.0001,28.0,7.4713134765625,,,5.0,0.0,0.00040647700006957166,,0.20471630100018956,,,,,,,19,1681395436.0,0.016916368999773113,,,,,,0.039562909999858675,0.0,,,,,,47,,
960.0,,,,0.0027998349996778416,,0.0030666000002383953,0.14360547200021756,,,,,0.0001,29.0,7.1494140625,,,5.0,0.0,0.0003947949999201228,,0.2061970470003871,,,,,,,19,1681395436.0,0.016937165000399546,,,,,,0.039393179999933636,0.0,,,,,,48,,
,0.0,1.1330721630810812,31851.466752,,1055630.0,0.0031148220000432048,,,0.08400000000000318,0.0,2.719744,,,,2454.585344,1.4000000000000001,,,0.00038563099997190875,1.1,,2.0,183.0,0.23999999999999488,6485.614592,1471.0,97.01882904381871,19,1681395436.0,0.016850964999775897,199970.967552,72624.0,,7679.295488,0.0010000000000012221,,,1.5000000000000002,414.0,0.0,0.05312722475276561,6302.707712,49,5.3,73887.0
992.0,,,,0.002815137999732542,,,0.1429028509996897,,,,,0.0001,30.0,7.177978515625,,,5.0,0.0,,,0.20556123299911633,,,,,,,19,1681395436.0,,,,,,,0.039491825999903085,0.0,,,,,,50,,
1024.0,,,,0.0027818909998131858,,0.0030515650000779715,0.1406480770001508,,,,,0.0001,31.0,7.30322265625,,,5.0,0.0,0.0004001450001851481,,0.20407317800027158,,,,,,,20,1681395437.0,0.01761988999987807,,,,,,0.0395716100001664,0.0,,,,,,51,,
1056.0,,,,0.002857687999949121,,0.003090903000156686,0.1424994220001281,,,,,0.0001,32.0,7.3575439453125,,,5.0,0.0,0.00039361899962386815,,0.20524107299934258,,,,,,,20,1681395437.0,0.016876425999726052,,,,,,0.03952301499975874,0.0,,,,,,52,,
,0.0,1.749668496034453,31851.466752,,1061122.0,0.0030801219995737483,,,0.08499999999997954,0.0,2.719744,,,,2452.52096,1.4000000000000001,,,0.00039198500007842085,1.1,,2.0,187.0,0.2599999999999909,6485.618688,1515.0,94.47275938710642,20,1681395437.0,0.016844497000420233,199966.715904,79089.0,,7683.043328,0.0010000000000012221,,,1.5000000000000002,433.0,0.0,0.01634793892257067,6300.655616,53,5.3,78396.0
1088.0,,,,0.0027680959997269383,,,0.14272016299992174,,,,,0.0001,33.0,7.06396484375,,,5.0,0.0,,,0.20540426599973216,,,,,,,20,1681395437.0,,,,,,,0.03959940300001108,0.0,,,,,,54,,
1120.0,,,,0.002649763000135863,,0.0030749679999644286,0.14129947099991114,,,,,0.0001,34.0,7.3204345703125,,,5.0,0.0,0.000412369000059698,,0.20395827299989833,,,,,,,21,1681395438.0,0.017045876999873144,,,,,,0.03947582499995406,0.0,,,,,,55,,
1152.0,,,,0.002577489000032074,,0.0030857649999234127,0.14403359899961288,,,,,0.0001,35.0,7.063232421875,,,5.0,0.0,0.0003990250002061657,,0.20665819699979693,,,,,,,21,1681395438.0,0.016786429999683605,,,,,,0.03977588900033879,0.0,,,,,,56,,
,0.0,2.393778540349097,31851.466752,,1066330.0,0.0030716109999957553,,,0.08699999999998909,0.0,2.719744,,,,2452.496384,1.4000000000000001,,,0.00040992399999595364,1.1,,2.0,191.0,0.27599999999999625,6485.659648,1568.0,91.81659194448376,21,1681395438.0,0.01688466799987509,199963.439104,84755.0,,7686.836224,0.0010000000000012221,,,1.5000000000000002,437.0,0.0,0.016347958367962104,6300.635136,57,5.3,83106.0
1184.0,,,,0.0025303400002485432,,,0.1425447599999643,,,,,0.0001,36.0,7.091552734375,,,5.0,0.0,,,0.20521169200037548,,,,,,,21,1681395438.0,,,,,,,0.039770389000295836,0.0,,,,,,58,,
1216.0,,,,0.00282608599991363,,0.0031405480003741104,0.14095964699981778,,,,,0.0001,37.0,7.349609375,,,5.0,0.0,0.000416258999848651,,0.20389645300019765,,,,,,,22,1681395439.0,0.017113184000209003,,,,,,0.03944072900003448,0.0,,,,,,59,,
1248.0,,,,0.0029404319998320716,,0.0030627290002485097,0.1420076340000378,,,,,0.0001,38.0,7.1668701171875,,,5.0,0.0,0.0004086889998689003,,0.2055592189994968,,,,,,,22,1681395439.0,0.017359414999646106,,,,,,0.03978031999986342,0.0,,,,,,60,,
,0.0,2.517024998573438,31851.470848,,1071695.0,0.0030502320000778127,,,0.08899999999999864,0.0,2.719744,,,,2452.52096,1.4000000000000001,,,0.0003924819998246676,1.1,,2.0,199.0,0.29599999999999227,6485.66784,1606.0,108.78047413513845,22,1681395439.0,0.017449866000333714,199917.531136,90495.0,,7732.26496,0.0010000000000012221,,,1.5000000000000002,439.0,0.0,0.06947480683474187,6300.659712,61,5.3,89368.0
1280.0,,,,0.002694878000056633,,,0.1424258900001405,,,,,0.0001,39.0,7.2569580078125,,,5.0,0.0,,,0.20578003000036915,,,,,,,22,1681395439.0,,,,,,,0.03976668199993583,0.0,,,,,,62,,
1312.0,,,,0.0027369809999981953,,0.003137397000045894,0.1420933820004393,,,,,0.0001,40.0,7.382568359375,,,5.0,0.0,0.0003922840000996075,,0.20508205000078306,,,,,,,23,1681395440.0,0.016864425000221672,,,,,,0.03985758099997838,0.0,,,,,,63,,
1344.0,,,,0.0024774960002105217,,0.0031088989999261685,0.14163015499980247,,,,,0.0001,41.0,7.0662841796875,,,5.0,0.0,0.00039429200023732847,,0.2044363030004206,,,,,,,23,1681395440.0,0.01689285500015103,,,,,,0.039932606000093074,0.0,,,,,,64,,
,0.0,2.3518091822037164,31851.466752,,1076624.0,0.00301698800012673,,,0.09399999999999409,0.0,2.719744,,,,2452.492288,1.4000000000000001,,,0.00039334099983534543,1.1333333333333333,,2.0,207.0,0.3159999999999883,6485.671936,1656.0,93.7611557026199,23,1681395440.0,0.016916028000196093,199923.318784,95619.0,,7726.522368,0.0010000000000012221,,,1.633333333333333,440.0,0.0,0.0939868086465133,6300.63104,65,5.3,95209.0
1376.0,,,,0.0027424199997767573,,,0.141037225999753,,,,,0.0001,42.0,7.3431396484375,,,5.0,0.0,,,0.20396530099969823,,,,,,,23,1681395440.0,,,,,,,0.03985929800001031,0.0,,,,,,66,,
