_runtime,04_peers/peer_2_epoch_oos,04_peers/peer_2_samples_per_second,_timestamp,03_hivemind/num_peers,03_hivemind/overshot_TBS,03_hivemind/optimistic_total_samples_per_second,03_hivemind/reached_TBS,03_hivemind/global_samples_accumulated,04_peers/peer_1_epoch,03_hivemind/epoch_based_sps,04_peers/peer_1_samples_per_second,03_hivemind/per_epoch_training_samples,_step,04_peers/peer_2_epoch,03_hivemind/estimated_current_samples,03_hivemind/actual_total_samples_per_second,03_hivemind/num_clients,03_hivemind/global_epoch,04_peers/peer_1_epoch_oos,03_hivemind/next_fetch_time_s,03_hivemind/total_training_samples,04_peers/peer_2_samples_accumulated,03_hivemind/epoch_s,03_hivemind/undershot_TBS,03_hivemind/eta_next_epoch_s,04_peers/peer_1_samples_accumulated
284,0.0,211.39,1680692033.0,2,,422.85055859356623,,32800,2.0,,211.46,,204,2.0,33558,422.85055859356623,0,2,0.0,0.5,,16384.0,,,0.0,16416.0
286,0.0,211.39,1680692035.0,2,,422.85055859356623,,32800,2.0,,211.46,,205,2.0,34062,422.85055859356623,0,2,0.0,0.5,,16384.0,,,0.0,16416.0
287,0.0,211.39,1680692036.0,2,,422.85055859356623,,0,2.0,,211.46,,206,2.0,83,422.85055859356623,0,3,0.0,10.0,,16384.0,,,77.3,16416.0
288,0.0,211.39,1680692037.0,2,3.0,422.85055859356623,0.0,0,3.0,399.24334450430234,211.46,32800.0,207,3.0,587,422.85055859356623,0,3,0.0,10.0,98400.0,0.0,82.15540835307911,0.0,76.1,0.0
289,0.0,211.39,1680692038.0,2,,422.85055859356623,,0,3.0,,211.46,,208,3.0,1091,422.85055859356623,0,3,0.0,10.0,,0.0,,,74.91,0.0
290,0.0,211.39,1680692039.0,2,,422.85055859356623,,0,3.0,,211.46,,209,3.0,1594,422.85055859356623,0,3,0.0,10.0,,0.0,,,73.72,0.0
292,0.0,211.39,1680692041.0,2,,422.85055859356623,,0,3.0,,211.46,,210,3.0,2097,422.85055859356623,0,3,0.0,10.0,,0.0,,,72.53,0.0
296,0.0,211.39,1680692045.0,2,,422.85055859356623,,0,3.0,,211.46,,211,3.0,3802,422.85055859356623,0,3,0.0,10.0,,0.0,,,68.5,0.0
297,0.0,211.39,1680692046.0,2,,422.85055859356623,,0,3.0,,211.46,,212,3.0,4234,422.85055859356623,0,3,0.0,10.0,,0.0,,,67.48,0.0
298,0.0,211.39,1680692047.0,2,,422.85055859356623,,0,3.0,,211.46,,213,3.0,4666,422.85055859356623,0,3,0.0,10.0,,0.0,,,66.46,0.0
299,0.0,211.39,1680692048.0,2,,422.85055859356623,,0,3.0,,211.46,,214,3.0,5099,422.85055859356623,0,3,0.0,10.0,,0.0,,,65.43,0.0
300,0.0,211.39,1680692049.0,2,,422.85055859356623,,0,3.0,,211.46,,215,3.0,5531,422.85055859356623,0,3,0.0,10.0,,0.0,,,64.41,0.0
301,0.0,211.39,1680692050.0,2,,422.85055859356623,,0,3.0,,211.46,,216,3.0,5963,422.85055859356623,0,3,0.0,10.0,,0.0,,,63.39,0.0
302,0.0,211.39,1680692051.0,2,,422.85055859356623,,0,3.0,,211.46,,217,3.0,6396,422.85055859356623,0,3,0.0,10.0,,0.0,,,62.37,0.0
303,0.0,211.39,1680692052.0,2,,422.85055859356623,,0,3.0,,211.46,,218,3.0,6828,422.85055859356623,0,3,0.0,10.0,,0.0,,,61.34,0.0
304,0.0,211.39,1680692053.0,2,,422.85055859356623,,0,3.0,,211.46,,219,3.0,7261,422.85055859356623,0,3,0.0,10.0,,0.0,,,60.32,0.0
305,0.0,211.39,1680692054.0,2,,422.85055859356623,,0,3.0,,211.46,,220,3.0,7693,422.85055859356623,0,3,0.0,10.0,,0.0,,,59.3,0.0
306,0.0,211.39,1680692055.0,2,,422.85055859356623,,0,3.0,,211.46,,221,3.0,8124,422.85055859356623,0,3,0.0,10.0,,0.0,,,58.28,0.0
307,0.0,211.39,1680692056.0,2,,422.85055859356623,,0,3.0,,211.46,,222,3.0,8559,422.85055859356623,0,3,0.0,10.0,,0.0,,,57.25,0.0
308,0.0,211.39,1680692057.0,2,,422.85055859356623,,0,3.0,,211.46,,223,3.0,8993,422.85055859356623,0,3,0.0,10.0,,0.0,,,56.23,0.0
309,0.0,211.39,1680692058.0,2,,422.85055859356623,,0,3.0,,211.46,,224,3.0,9428,422.85055859356623,0,3,0.0,10.0,,0.0,,,55.2,0.0
310,0.0,211.39,1680692059.0,2,,422.85055859356623,,0,3.0,,211.46,,225,3.0,9860,422.85055859356623,0,3,0.0,10.0,,0.0,,,54.17,0.0
311,0.0,211.39,1680692060.0,2,,422.85055859356623,,0,3.0,,211.46,,226,3.0,10291,422.85055859356623,0,3,0.0,10.0,,0.0,,,53.16,0.0
312,0.0,211.39,1680692061.0,2,,422.85055859356623,,0,3.0,,211.46,,227,3.0,10722,422.85055859356623,0,3,0.0,10.0,,0.0,,,52.14,0.0
313,0.0,211.39,1680692062.0,2,,422.85055859356623,,0,3.0,,211.46,,228,3.0,11154,422.85055859356623,0,3,0.0,10.0,,0.0,,,51.12,0.0
314,0.0,211.39,1680692063.0,2,,422.85055859356623,,0,3.0,,211.46,,229,3.0,11585,422.85055859356623,0,3,0.0,10.0,,0.0,,,50.09,0.0
315,0.0,211.39,1680692064.0,2,,422.85055859356623,,0,3.0,,211.46,,230,3.0,12024,422.85055859356623,0,3,0.0,10.0,,0.0,,,49.06,0.0
316,0.0,211.39,1680692065.0,2,,422.85055859356623,,0,3.0,,211.46,,231,3.0,12456,422.85055859356623,0,3,0.0,10.0,,0.0,,,48.04,0.0
317,0.0,211.39,1680692066.0,2,,422.85055859356623,,0,3.0,,211.46,,232,3.0,12888,422.85055859356623,0,3,0.0,10.0,,0.0,,,47.01,0.0
318,0.0,211.39,1680692067.0,2,,422.85055859356623,,0,3.0,,211.46,,233,3.0,13322,422.85055859356623,0,3,0.0,10.0,,0.0,,,45.99,0.0
319,0.0,211.39,1680692068.0,2,,422.85055859356623,,0,3.0,,211.46,,234,3.0,13753,422.85055859356623,0,3,0.0,10.0,,0.0,,,44.97,0.0
320,0.0,211.39,1680692069.0,2,,422.85055859356623,,0,3.0,,211.46,,235,3.0,14188,422.85055859356623,0,3,0.0,10.0,,0.0,,,43.94,0.0
321,0.0,211.39,1680692070.0,2,,422.85055859356623,,0,3.0,,211.46,,236,3.0,14620,422.85055859356623,0,3,0.0,10.0,,0.0,,,42.92,0.0
322,0.0,211.39,1680692071.0,2,,422.85055859356623,,0,3.0,,211.46,,237,3.0,15051,422.85055859356623,0,3,0.0,10.0,,0.0,,,41.9,0.0
323,0.0,211.39,1680692072.0,2,,422.85055859356623,,0,3.0,,211.46,,238,3.0,15482,422.85055859356623,0,3,0.0,10.0,,0.0,,,40.88,0.0
324,0.0,211.39,1680692073.0,2,,422.85055859356623,,0,3.0,,211.46,,239,3.0,15914,422.85055859356623,0,3,0.0,10.0,,0.0,,,39.86,0.0
325,0.0,211.39,1680692074.0,2,,422.85055859356623,,0,3.0,,211.46,,240,3.0,16344,422.85055859356623,0,3,0.0,10.0,,0.0,,,38.84,0.0
326,0.0,211.39,1680692075.0,2,,422.85055859356623,,0,3.0,,211.46,,241,3.0,16776,422.85055859356623,0,3,0.0,10.0,,0.0,,,37.82,0.0
327,0.0,211.39,1680692076.0,2,,422.85055859356623,,0,3.0,,211.46,,242,3.0,17208,422.85055859356623,0,3,0.0,10.0,,0.0,,,36.8,0.0
328,0.0,211.39,1680692077.0,2,,422.85055859356623,,0,3.0,,211.46,,243,3.0,17639,422.85055859356623,0,3,0.0,10.0,,0.0,,,35.78,0.0
329,0.0,211.39,1680692078.0,2,,422.85055859356623,,0,3.0,,211.46,,244,3.0,18071,422.85055859356623,0,3,0.0,10.0,,0.0,,,34.76,0.0
330,0.0,211.39,1680692079.0,2,,422.85055859356623,,0,3.0,,211.46,,245,3.0,18502,422.85055859356623,0,3,0.0,10.0,,0.0,,,33.74,0.0
331,0.0,211.39,1680692080.0,2,,422.85055859356623,,0,3.0,,211.46,,246,3.0,18934,422.85055859356623,0,3,0.0,10.0,,0.0,,,32.72,0.0
332,0.0,211.39,1680692081.0,2,,422.85055859356623,,0,3.0,,211.46,,247,3.0,19365,422.85055859356623,0,3,0.0,10.0,,0.0,,,31.7,0.0
333,0.0,211.39,1680692082.0,2,,422.85055859356623,,0,3.0,,211.46,,248,3.0,19798,422.85055859356623,0,3,0.0,10.0,,0.0,,,30.67,0.0
334,0.0,211.39,1680692083.0,2,,422.85055859356623,,0,3.0,,211.46,,249,3.0,20229,422.85055859356623,0,3,0.0,10.0,,0.0,,,29.65,0.0
335,0.0,211.39,1680692084.0,2,,422.85055859356623,,0,3.0,,211.46,,250,3.0,20663,422.85055859356623,0,3,0.0,10.0,,0.0,,,28.63,0.0
336,0.0,211.39,1680692085.0,2,,422.85055859356623,,0,3.0,,211.46,,251,3.0,21096,422.85055859356623,0,3,0.0,10.0,,0.0,,,27.6,0.0
337,0.0,211.39,1680692086.0,2,,422.85055859356623,,0,3.0,,211.46,,252,3.0,21526,422.85055859356623,0,3,0.0,10.0,,0.0,,,26.59,0.0
338,0.0,211.39,1680692087.0,2,,422.85055859356623,,0,3.0,,211.46,,253,3.0,21961,422.85055859356623,0,3,0.0,10.0,,0.0,,,25.56,0.0
340,0.0,211.39,1680692089.0,2,,422.85055859356623,,0,3.0,,211.46,,254,3.0,22393,422.85055859356623,0,3,0.0,9.81,,0.0,,,24.54,0.0
341,0.0,211.39,1680692090.0,2,,422.85055859356623,,0,3.0,,211.46,,255,3.0,22824,422.85055859356623,0,3,0.0,9.41,,0.0,,,23.52,0.0
342,0.0,211.39,1680692091.0,2,,422.85055859356623,,0,3.0,,211.46,,256,3.0,23255,422.85055859356623,0,3,0.0,9.0,,0.0,,,22.5,0.0
343,0.0,211.39,1680692092.0,2,,422.85055859356623,,0,3.0,,211.46,,257,3.0,23687,422.85055859356623,0,3,0.0,8.59,,0.0,,,21.47,0.0
344,0.0,211.39,1680692093.0,2,,422.85055859356623,,0,3.0,,211.46,,258,3.0,24119,422.85055859356623,0,3,0.0,8.18,,0.0,,,20.46,0.0
345,0.0,211.39,1680692094.0,2,,422.85055859356623,,0,3.0,,211.46,,259,3.0,24550,422.85055859356623,0,3,0.0,7.77,,0.0,,,19.43,0.0
346,0.0,211.39,1680692095.0,2,,422.85055859356623,,0,3.0,,211.46,,260,3.0,24983,422.85055859356623,0,3,0.0,7.36,,0.0,,,18.41,0.0
