process/memory/shared_memory_proc_MB,memory/available_memory_sys_MB,memory/used_memory_sys_percent,disk/time/disk_write_time_sys_s,_timestamp,01_general/minibatch_loss,01_general/locally_processed_samples,disk/counter/disk_read_sys_count,disk/counter/disk_write_sys_count,process/voluntary_proc_ctx_switches,bandwidth/disk_read_sys_bandwidth_MBs,bandwidth/net_recv_sys_bandwidth_Mbits,02_timing/forward_time_s,memory/used_memory_sys_MB,cpu/interrupts/interrupts_count,cpu/load/avg_sys_load_five_min_percent,02_timing/loss_calc_time_s,disk/time/disk_read_time_sys_s,cpu/load/avg_sys_load_one_min_percent,process/memory/data_resident_set_proc_MB,01_general/lr,03_hivemind/num_peers,03_hivemind/global_epoch,memory/total_memory_sys_MB,disk/time/disk_busy_time_sys_s,01_general/dataset_iteration_count,02_timing/dataload_cuda_move_time_s,process/memory/resident_set_size_proc_MB,02_timing/step_time_s,02_timing/backward_time_s,02_timing/dataload_time_s,process/memory/virtual_memory_size_proc_MB,bandwidth/disk_write_sys_bandwidth_MBs,process/memory/text_resident_set_proc_MB,cpu/load/avg_sys_load_fifteen_min_percent,_runtime,process/involuntary_proc_ctx_switches,process/memory/dirty_pages_proc_count,bandwidth/net_sent_sys_bandwidth_Mbits,_step,cpu/logical_core_count,process/memory/lib_memory_proc_MB,cpu/interrupts/soft_interrupts_count,01_general/step,02_timing/opt_step_time_s,cpu/interrupts/ctx_switches_count
,,,,1681394179.0,7.2816162109375,224.0,,,,,,,,,,,,,,0.0001,1.0,0.0,,,0.0,,,0.2067824490000021,,0.0027829400000882742,,,,,13,,,,21,,,,6.0,,
,,,,1681394180.0,7.1248779296875,256.0,,,,,,0.01688002600008076,,,,0.00038663600003019383,,,,0.0001,1.0,0.0,,,0.0,0.0030236190000323404,,0.20530909800027075,0.1428344990001733,0.0026416789999075263,,,,,14,,,,22,,,,7.0,0.03954263900004662,
,,,,1681394180.0,7.3597412109375,288.0,,,,,,0.0167407380001805,,,,0.00040901800002757227,,,,0.0001,1.0,0.0,,,0.0,0.0030583600000682054,,0.20543857300026502,0.1429061889998593,0.002810254999985773,,,,,14,,,,23,,,,8.0,0.03951401300014368,
2451.021824,200082.788352,5.2,0.26900000000000546,1681394180.0,,,61.0,339.0,884.0,0.0,94.51688666275302,0.017254761000003782,7547.170816,1022294.0,0.7666666666666667,0.0003903120000359195,0.007999999999999119,0.9000000000000001,0.0,,,,,0.17199999999999704,,0.00307936899980632,6242.185216,,0.1426135560000148,,31719.108608,0.016349020156555306,2.719744,0.6666666666666667,14,582.0,0.0,1.3728786323588402,24,,6419.8656,41938.0,,0.03951262600003247,45674.0
,,,,1681394180.0,6.9808349609375,320.0,,,,,,,,,,,,,,0.0001,1.0,0.0,,,0.0,,,0.20569842199984123,,0.002847797999947943,,,,,14,,,,25,,,,9.0,,
,,,,1681394181.0,7.1771240234375,352.0,,,,,,0.016809198999908403,,,,0.0003953369998725975,,,,0.0001,1.0,0.0,,,0.0,0.00304482900014591,,0.2048243960000491,0.14239136799983498,0.0025990480000928073,,,,,15,,,,26,,,,10.0,0.03958461500019439,
,,,,1681394181.0,7.3497314453125,384.0,,,,,,0.01665178400003242,,,,0.00043126800005666155,,,,0.0001,1.0,0.0,,,0.0,0.003083033999928375,,0.20485965299985764,0.1423739349997959,0.002852293000159989,,,,,15,,,,27,,,,11.0,0.039467338999884305,
2451.001344,200070.73792,5.2,0.27199999999999136,1681394181.0,,,61.0,347.0,915.0,0.0,91.50421256744184,0.01655759699997361,7560.159232,1026867.0,0.7666666666666667,0.00041283700011263136,0.007999999999999119,0.9000000000000001,0.0,,,,,0.19199999999999307,,0.0030663649999951303,6242.168832,,0.14286537499992846,,31719.108608,0.08583145732557543,2.719744,0.6666666666666667,15,618.0,0.0,1.4975880976123164,28,,6419.8656,46995.0,,0.03948209500003941,49621.0
,,,,1681394181.0,7.1239013671875,416.0,,,,,,,,,,,,,,0.0001,1.0,0.0,,,0.0,,,0.20491760499999145,,0.00253333599994221,,,,,15,,,,29,,,,12.0,,
,,,,1681394182.0,7.11328125,448.0,,,,,,0.016726314999914393,,,,0.00039696500016361824,,,,0.0001,1.0,0.0,,,0.0,0.0029605709999032115,,0.2054330349999418,0.14327407900009348,0.0024744149998241483,,,,,16,,,,30,,,,13.0,0.03960069000004296,
,,,,1681394182.0,7.450927734375,480.0,,,,,,0.016834929000197008,,,,0.00038523000011991826,,,,0.0001,1.0,0.0,,,0.0,0.0031036889999995765,,0.20613253199985593,0.14354443999991418,0.002804376999847591,,,,,16,,,,31,,,,14.0,0.03945986699977766,
2451.021824,200068.85376,5.2,0.2729999999999677,1681394182.0,,,61.0,351.0,951.0,0.0,82.57353126836159,0.016682405999972616,7561.09312,1031669.0,0.8333333333333334,0.00042368200001874357,0.007999999999999119,1.1,0.0,,,,,0.2120000000000033,,0.00310858000011649,6242.213888,,0.14255555499994443,,31719.108608,0.01634863508914092,2.719744,0.7000000000000001,16,655.0,0.0,1.4361493622446908,32,,6419.8656,51964.0,,0.03975829500018335,54048.0
,,,,1681394182.0,7.2388916015625,512.0,,,,,,,,,,,,,,0.0001,1.0,0.0,,,0.0,,,0.20514275300001827,,0.0026142349997826386,,,,,16,,,,33,,,,15.0,,
,,,,1681394183.0,7.1322021484375,544.0,,,,,,0.016901302000178475,,,,0.0003796900000452297,,,,0.0001,1.0,0.0,,,0.0,0.003081609999981083,,0.2044309810003142,0.14151904799996373,0.0027733160000025237,,,,,17,,,,34,,,,16.0,0.03977601500014316,
,,,,1681394183.0,7.00604248046875,576.0,,,,,,0.016634104000104344,,,,0.00038014699998711876,,,,0.0001,1.0,0.0,,,0.0,0.003084455000134767,,0.20576171500033524,0.14334844700010763,0.002572764999968058,,,,,17,,,,35,,,,17.0,0.03974179700003333,
