cpu/interrupts/soft_interrupts_count,02_timing/forward_time_s,02_timing/dataload_cuda_move_time_s,cpu/logical_core_count,02_timing/dataload_time_s,process/memory/shared_memory_proc_MB,01_general/minibatch_loss,disk/time/disk_write_time_sys_s,process/memory/dirty_pages_proc_count,memory/used_memory_sys_percent,cpu/interrupts/interrupts_count,03_hivemind/global_epoch,cpu/load/avg_sys_load_five_min_percent,disk/counter/disk_read_sys_count,_timestamp,02_timing/loss_calc_time_s,01_general/locally_processed_samples,process/memory/text_resident_set_proc_MB,memory/available_memory_sys_MB,bandwidth/net_recv_sys_bandwidth_Mbits,bandwidth/disk_read_sys_bandwidth_MBs,process/memory/data_resident_set_proc_MB,bandwidth/net_sent_sys_bandwidth_Mbits,cpu/interrupts/ctx_switches_count,cpu/load/avg_sys_load_fifteen_min_percent,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,02_timing/opt_step_time_s,memory/total_memory_sys_MB,process/memory/virtual_memory_size_proc_MB,02_timing/backward_time_s,02_timing/step_time_s,memory/used_memory_sys_MB,disk/time/disk_read_time_sys_s,cpu/load/avg_sys_load_one_min_percent,bandwidth/disk_write_sys_bandwidth_MBs,process/memory/lib_memory_proc_MB,01_general/dataset_iteration_count,_step,01_general/step,process/voluntary_proc_ctx_switches,_runtime,01_general/lr,03_hivemind/num_peers,process/involuntary_proc_ctx_switches,disk/time/disk_busy_time_sys_s
19948.0,,,,,834.658304,,0.15200000000004366,0.0,13.5,84784.0,,5.0,17.0,1696169591.0,,,2.654208,27295.739904,0.578268258359288,0.0,0.0,1.1229206297998453,29620.0,4.375,104.0,2616.262656,,,13945.46688,,,3484.336128,0.012000000000000455,6.0,0.004085291738842758,2704.121856,,10,,5569.0,9,,,61.0,0.12400000000000944
22026.0,,,,,834.6624,,0.15300000000024738,0.0,13.5,89789.0,,5.0,17.0,1696169592.0,,,2.654208,27284.615168,0.7118083304876072,0.0,0.0,1.2170766408044953,35195.0,4.375,105.0,2616.36096,,,14020.968448,,,3457.056768,0.012000000000000455,6.0,0.004084845887767973,2712.653824,,11,,5569.0,10,,,61.0,0.1280000000000001
24367.0,,,,,834.6624,,0.15399999999999636,0.0,14.0,95325.0,,5.0,17.0,1696169593.0,,,2.654208,27144.298496,0.8285957624565397,0.0,0.0,1.2617906854417298,41379.0,4.375,107.0,2616.528896,,,14021.230592,,,3597.37344,0.012000000000000455,6.0,0.008175146073597655,2712.948736,,12,,5569.0,11,,,61.0,0.1360000000000099
27007.0,,0.006698497000115822,,,872.103936,,0.18699999999989814,0.0,13.8,101569.0,,5.0,216.0,1696169594.0,,,2.654208,27206.361088,0.8502242653718538,22.995806448765638,0.0,1.3251890718139532,47601.0,4.375,140.0,2668.453888,,,14254.641152,,,3496.292352,0.17099999999999937,6.0,0.2573700135513779,2733.641728,,13,,5729.0,12,,,61.0,0.3960000000000008
30424.0,,,,,932.302848,,0.19000000000005457,0.0,14.7,108293.0,,5.0,994.0,1696169595.0,,,2.654208,26908.61056,0.9795761036540173,89.82396276704306,0.0,1.4357484765653403,55058.0,4.375,144.0,2872.17664,,,14460.637184,,,3792.412672,0.8140000000000001,6.0,0.01631976067580916,2872.557568,,14,,6403.0,13,,,63.0,1.2520000000000095
33650.0,,,,,1053.650944,,0.19000000000005457,0.0,16.0,115050.0,,5.25,1767.0,1696169596.0,,,2.654208,26493.476864,0.8061809807144699,83.81387439846986,0.0,1.34531401343322,62285.0,4.5,145.0,3334.397952,,,15609.737216,,,4207.59552,1.274000000000001,7.5,0.004080718360688694,3218.456576,,15,,7048.0,14,,,64.0,1.9200000000000017
36925.0,,,,,1124.806656,,0.1910000000002583,0.0,16.4,120950.0,,5.25,2712.0,1696169597.0,,,2.654208,26390.687744,0.7888003522337649,102.51358488012544,0.0,1.2986895036498778,69021.0,4.5,146.0,3630.116864,,,15933.403136,,,4291.15392,1.998000000000001,7.5,0.004084857542813786,3441.487872,,16,,7832.0,15,,,64.0,2.780000000000001
39757.0,,,,,1206.829056,,0.19399999999995998,0.0,17.3,126408.0,,5.25,3612.0,1696169598.0,,,2.654208,26111.1808,0.6951449119126236,90.29872341223322,0.0,1.1147907823453818,74974.0,4.5,150.0,3986.018304,,,25435.021312,,,4570.689536,2.529,7.5,0.09801761021599784,3715.649536,,17,,8599.0,16,,,65.0,3.524000000000001
41907.0,4.523399984999969,,,,1285.066752,,0.19700000000011642,0.0,17.6,130012.0,,5.25,4556.0,1696169599.0,1.5400000847876072e-06,,2.654208,26001.518592,0.4704075019829804,94.17443300510892,0.0,0.5366044328519941,79135.0,4.5,155.0,4169.66656,,,30759.624704,,,4680.282112,3.062999999999999,7.5,0.020424749069555822,3830.80448,,18,,8607.0,17,,,65.0,4.224000000000004
46778.0,,,,,1289.879552,,0.19800000000032014,0.0,18.0,141976.0,,5.25,4598.0,1696169600.0,,,2.654208,25870.147584,798.2558772267784,3.510900290972412,0.0,1.6541164537534427,94996.0,4.5,156.0,4181.512192,,,30759.624704,0.9296817620002003,,4811.689984,3.083000000000002,7.5,0.004087194749597218,3837.218816,,19,,8610.0,18,,,65.0,4.256
53500.0,,,,,1289.879552,,0.19900000000006912,0.0,18.5,160255.0,,5.25,4598.0,1696169601.0,,,2.654208,25713.311744,1239.006990894866,0.0,0.0,2.0603909103475013,120846.0,4.5,157.0,4181.512192,,,30759.624704,,,4968.57088,3.083000000000002,6.875000000000001,0.004081908025311199,3837.218816,,20,,8610.0,19,,,65.0,4.260000000000005
55860.0,,,,,1588.178944,,0.19900000000006912,0.0,19.8,167729.0,,5.25,4598.0,1696169602.0,,,2.654208,25301.794816,382.9297889259106,0.0,0.0,0.7777128408176478,130387.0,4.5,158.0,4544.512,,,31127.093248,,,5076.95104,3.083000000000002,6.875000000000001,0.004082816981321176,3901.853696,,21,,8615.0,20,,,65.0,4.26400000000001
56078.0,,,,,1588.178944,,0.20000000000027285,0.0,19.8,168081.0,,5.25,4598.0,1696169603.0,,,2.654208,25301.876736,0.028006890071533227,0.0,0.0,0.038695933848275625,130891.0,4.5,159.0,4544.512,,,31127.093248,,,5076.865024,3.083000000000002,6.875000000000001,0.004084171948935569,3901.89056,,22,,8615.0,21,,,65.0,4.272000000000006
56224.0,,,,,1588.178944,,0.20299999999997453,0.0,19.8,168376.0,,5.25,4598.0,1696169604.0,,,2.654208,25301.8112,0.0264933704150448,0.0,0.0,0.08752145944325095,131349.0,4.5,163.0,4544.512,,,31127.093248,,,5076.926464,3.083000000000002,6.875000000000001,0.05309842621968142,3901.93152,,23,,8615.0,22,,,65.0,4.280000000000001
58675.0,,,,,1588.178944,,0.20400000000017826,0.0,20.0,174783.0,,5.25,4598.0,1696169605.0,,,2.654208,25256.431616,349.2835230278454,0.0,0.0,0.697018345318396,140345.0,4.5,164.0,4544.512,,,31127.093248,,,5122.306048,3.083000000000002,6.875000000000001,0.004088599333824865,3901.93152,,24,,8615.0,23,,,65.0,4.284000000000006
,,,,4.902993988999924,,3.9990053176879883,,,,,1.0,,,1696169606.0,,20.0,,,,,,,,,,,6.865087952999829,,,,17.227863726000123,,,,,,0.0,25,0.0,,24,0.0001,1.0,,
64792.0,,0.005692101000022376,,,1289.142272,,0.20499999999992724,0.0,19.3,193708.0,,5.5,4598.0,1696169606.0,,,2.654208,25482.1376,858.0781417257791,0.0,0.0,2.1260140310368683,166243.0,4.625,166.0,4245.716992,,,30824.218624,,,5219.090432,3.083000000000002,8.375,0.00813563272433381,3902.267392,,26,,8640.0,24,,,68.0,4.292000000000002
,0.21078642800011949,,,0.007022198999948159,,2.6385133266448975,,,,,2.0,,,1696169607.0,0.00040196699978878314,40.0,,,,,,,,,,,0.04036786500000744,,,0.019741225999950984,0.28401178599983723,,,,,,0.0,27,1.0,,25,0.0001,2.0,,
,0.15533612800004448,0.006135678999953598,,0.006597891000183154,,2.647275924682617,,,,,2.0,,,1696169607.0,0.00045645899990631733,60.0,,,,,,,,,,,0.017919250999966607,,,0.019823336999934327,0.20626874499998848,,,,,,0.0,28,2.0,,25,0.0001,2.0,,
67927.0,,0.005635046999941551,,,1288.486912,,0.20800000000008367,0.0,19.4,201422.0,,5.5,4598.0,1696169608.0,,,2.654208,25421.164544,1.6852183281829265,0.0,0.0,2.0454059582148494,173756.0,4.625,169.0,4245.327872,,,30824.48896,,,5318.28736,3.083000000000002,8.375,0.012142754921239878,3902.615552,,29,,8683.0,26,,,73.0,4.308000000000007
69835.0,0.1561471730001358,,,,1288.486912,,0.20800000000008367,0.0,19.9,206513.0,,5.5,4600.0,1696169609.0,0.0004379859999517066,,2.654208,25282.850816,0.7997821924973738,0.11434917583328993,0.0,1.417798967939956,178832.0,4.625,170.0,4245.602304,,,30824.48896,0.018944339999961812,,5456.678912,3.085000000000001,8.375,0.004083899137478063,3903.578112,,30,,8694.0,27,,,74.0,4.3160000000000025
73205.0,,,,,1288.486912,,0.2110000000002401,0.0,19.8,213121.0,,5.5,4600.0,1696169610.0,,,2.654208,25302.859776,1.0134501283038735,0.0,0.0,268.851671380756,185850.0,4.625,174.0,4245.602304,,,30824.48896,,,5407.653888,3.085000000000001,8.375,0.048986213423431686,3903.578112,,31,,8694.0,28,,,74.0,4.332000000000008
79422.0,,,,,1288.486912,,0.2139999999999418,0.0,19.6,222546.0,,5.5,4600.0,1696169611.0,,,2.654208,25387.114496,1.731402669598734,0.0,0.0,942.8209482254008,196735.0,4.625,177.0,4245.602304,,,30824.48896,,,5313.98656,3.085000000000001,8.375,0.012253820920140738,3903.578112,,32,,8694.0,29,,,74.0,4.340000000000003
79849.0,,,,,1288.486912,,0.7650000000003274,0.0,19.3,223487.0,,5.625,4600.0,1696169612.0,,,2.654208,25470.89408,0.04795208843298691,0.0,0.0,0.2577175459874833,197657.0,4.625,371.0,4245.602304,,,30824.48896,,,5210.976256,3.085000000000001,8.625,3.2634543259127766,3903.578112,,33,,8694.0,30,,,74.0,4.356000000000009
79964.0,,,,,1288.486912,,0.7650000000003274,0.0,19.3,223711.0,,5.625,4600.0,1696169613.0,,,2.654208,25470.926848,0.005082212137066883,0.0,0.0,0.06740114305704169,197999.0,4.625,372.0,4245.602304,,,30824.48896,,,5210.943488,3.085000000000001,8.625,0.004084917761610032,3903.578112,,34,,8694.0,31,,,74.0,4.360000000000014
80392.0,,,,,1288.486912,,0.7670000000002801,0.0,19.3,224288.0,,5.625,4600.0,1696169614.0,,,2.654208,25470.861312,0.14446282815560385,0.0,0.0,0.20001072441221482,198682.0,4.625,374.0,4245.602304,,,30824.48896,,,5211.004928,3.085000000000001,8.625,0.008170216282959225,3903.578112,,35,,8694.0,32,,,74.0,4.368000000000009
80490.0,,,,,1288.486912,,0.7680000000000291,0.0,19.3,224483.0,,5.625,4600.0,1696169615.0,,,2.654208,25470.959616,0.0,0.0,0.0,0.0,198998.0,4.625,377.0,4245.602304,,,30824.48896,,,5210.898432,3.085000000000001,8.625,0.053102339976137815,3903.578112,,36,,8694.0,33,,,74.0,4.372
80676.0,,,,,1288.486912,,0.7719999999999345,0.0,19.3,224867.0,,5.625,4600.0,1696169616.0,,,2.654208,25470.992384,0.005082198840904039,0.0,0.0,0.0677520134711787,199602.0,4.625,382.0,4245.602304,,,30824.48896,,,5210.857472,3.085000000000001,8.625,0.07352832738412453,3903.578112,,37,,8694.0,34,,,74.0,4.376000000000005
80837.0,,,,,1288.486912,,1.0010000000002037,0.0,19.3,225191.0,,5.75,4601.0,1696169617.0,,,2.654208,25471.041536,0.013299563612568111,0.0040848089801081644,0.0,0.12491377773385295,200077.0,4.625,420.0,4245.602304,,,30824.48896,,,5210.816512,3.0859999999999985,9.0,7.356740972963018,3903.578112,,38,,8694.0,35,,,74.0,4.396000000000001
81875.0,,,,,1288.486912,,34.97400000000016,0.0,19.3,226354.0,,5.75,4601.0,1696169618.0,,,2.654208,25470.803968,0.07869662254367069,0.0,0.0,0.12611883710019173,200762.0,4.625,992.0,4245.602304,,,30824.48896,,,5211.070464,3.0859999999999985,9.0,147.5600606124512,3903.578112,,39,,8694.0,36,,,74.0,5.216000000000008
82007.0,,,,,1288.486912,,34.97499999999991,0.0,19.3,226609.0,,5.75,4601.0,1696169619.0,,,2.654208,25470.3616,0.00920624895493499,0.0,0.0,0.04650990589716882,201153.0,4.625,993.0,4245.602304,,,30824.48896,,,5211.516928,3.0859999999999985,9.0,0.004084574926700905,3903.578112,,40,,8694.0,37,,,74.0,5.224000000000004
82217.0,,,,,1288.486912,,34.97600000000011,0.0,19.3,226951.0,,5.75,4601.0,1696169620.0,,,2.654208,25470.431232,0.013363611172685605,0.0,0.0,0.07462878740955779,201651.0,4.625,994.0,4245.602304,,,30824.48896,,,5211.451392,3.0859999999999985,9.0,0.00408487696803794,3903.578112,,41,,8694.0,38,,,74.0,5.228000000000009
82355.0,,,,,1288.486912,,34.978000000000065,0.0,19.3,227271.0,,5.75,4601.0,1696169621.0,,,2.654208,25470.468096,0.014998911538063993,0.0,0.0,0.11380823037928635,202167.0,4.625,997.0,4245.602304,,,30824.48896,,,5211.40224,3.0859999999999985,9.0,0.09395062887678196,3903.578112,,42,,8694.0,39,,,74.0,5.236000000000004
82631.0,,,,,1288.486912,,34.97900000000027,0.0,19.3,227657.0,,5.625,4601.0,1696169622.0,,,2.654208,25470.550016,0.023018933453236246,0.0,0.0,0.08669800030311202,202617.0,4.625,998.0,4245.602304,,,30824.48896,,,5211.32032,3.0859999999999985,8.25,0.00408516254015376,3903.578112,,43,,8694.0,40,,,74.0,5.240000000000009
82769.0,,,,,1288.486912,,34.98100000000022,0.0,19.3,227897.0,,5.625,4601.0,1696169623.0,,,2.654208,25470.693376,0.009094855435216145,0.0,0.0,0.046439608329231115,202957.0,4.625,1000.0,4245.602304,,,30824.48896,,,5211.17696,3.0859999999999985,8.25,0.008169414005367066,3903.578112,,44,,8694.0,41,,,74.0,5.248000000000005
82964.0,,,,,1288.486912,,34.98100000000022,0.0,19.3,228232.0,,5.625,4601.0,1696169624.0,,,2.654208,25470.693376,0.005609087649563233,0.0,0.0,0.06687819725176883,203462.0,4.625,1001.0,4245.602304,,,30824.48896,,,5211.168768,3.0859999999999985,8.25,0.00408513922664762,3903.578112,,45,,8694.0,42,,,74.0,5.256
83117.0,,,,,1288.486912,,34.98199999999997,0.0,19.3,228521.0,,5.625,4601.0,1696169625.0,,,2.654208,25470.795776,0.01948983760454589,0.0,0.0,0.18057817200360307,203889.0,4.625,1002.0,4245.602304,,,30824.48896,,,5211.066368,3.0859999999999985,8.25,0.004084648733321612,3903.578112,,46,,8694.0,43,,,74.0,5.26400000000001
83934.0,,,,,1288.486912,,34.98500000000013,0.0,19.3,230252.0,,5.625,4601.0,1696169626.0,,,2.654208,25468.678144,22.034867232811802,0.0,0.0,0.35618125679002993,205798.0,4.625,1005.0,4245.602304,,,30824.48896,,,5213.200384,3.0859999999999985,8.25,0.04493957700161883,3903.578112,,47,,8694.0,44,,,74.0,5.272000000000006
98619.0,,,,,1288.486912,,34.98500000000013,0.0,20.0,271637.0,,6.25,4601.0,1696169627.0,,,2.654208,25231.609856,849.4023098845989,0.0,0.0,942.0822024657308,267455.0,4.875,1006.0,4245.602304,,,30824.48896,,,5450.268672,3.0859999999999985,10.625,0.004084635137164749,3903.578112,,48,,8694.0,45,,,74.0,5.2760000000000105
106802.0,,,,,1288.486912,,34.98600000000033,0.0,20.1,292199.0,,6.25,4601.0,1696169628.0,,,2.654208,25225.670656,147.33845625167515,0.0,0.0,116.3756354224306,295621.0,4.875,1007.0,4245.602304,,,30824.48896,,,5456.19968,3.0859999999999985,10.625,0.004088369710042752,3903.578112,,49,,8694.0,46,,,74.0,5.284000000000006
,,,,0.004480733000036707,,2.7761447429656982,,,,,3.0,,,1696169628.0,,80.0,,,,,,,,,,,20.63421315000005,,,,20.819858429000078,,,,,,0.0,50,3.0,,46,0.0001,6.0,,
123775.0,0.21036579899987373,0.008783638000068095,,,1288.945664,,34.988000000000284,0.0,20.0,325064.0,,6.25,4601.0,1696169629.0,0.0005767079999259295,,2.654208,25248.649216,55.15563571363076,0.0,0.0,15.564452504644848,332156.0,4.875,1009.0,4246.106112,,,31126.499328,0.023481236999941757,,5452.427264,3.0859999999999985,10.625,0.008170948765947464,3937.673216,,51,,8780.0,47,,,110.0,5.292000000000002
,,,,0.006658740999910151,,2.7903025150299072,,,,,3.0,,,1696169629.0,,100.0,,,,,,,,,,,0.3535194829999,,,,0.6033856059996197,,,,,,0.0,52,4.0,,47,0.0001,6.0,,
,0.1564452469999651,0.005997900000011214,,0.006153316000109044,,2.7001304626464844,,,,,3.0,,,1696169629.0,0.00043880599992007774,120.0,,,,,,,,,,,0.02106464100006633,,,0.022525699999960125,0.21262561000003188,,,,,,0.0,53,5.0,,47,0.0001,6.0,,
132523.0,0.1557554030000574,0.005748186999881,,,1288.88832,,34.99200000000019,0.0,20.2,342291.0,,6.25,4601.0,1696169630.0,0.0006018839999342163,,2.654208,25197.019136,8.588708535007065,0.0,0.0,8.574645540721516,350220.0,4.875,1014.0,4246.310912,,,31126.499328,,,5542.5024,3.0859999999999985,10.625,0.07351364456092552,3937.714176,,54,,8815.0,48,,,114.0,5.308000000000007
134596.0,,,,,1290.919936,,34.99299999999994,0.0,20.6,347493.0,,6.25,4601.0,1696169631.0,,,2.654208,25061.90848,1.268110528720284,0.0,0.0,1.8330450917722296,355380.0,4.875,1015.0,4248.342528,,,31126.499328,0.027998087000014493,,5677.621248,3.0859999999999985,10.625,0.004085402490450208,3937.714176,,55,,8839.0,49,,,116.0,5.312000000000012
136404.0,,,,,1290.91584,,34.99400000000014,0.0,20.0,352319.0,,6.75,4601.0,1696169632.0,,,2.654208,25239.863296,0.4618309682438798,0.0,0.0,1.1335184006032801,360291.0,5.0,1016.0,4248.420352,,,31126.495232,,,5480.472576,3.0859999999999985,12.75,0.004083400206786427,3937.755136,,56,,8839.0,50,,,116.0,5.3160000000000025
143866.0,,,,,1290.91584,,34.99499999999989,0.0,20.3,364175.0,,6.75,4601.0,1696169633.0,,,2.654208,25161.121792,2.0572403965608044,0.0,0.0,1209.8509108696273,373782.0,5.0,1017.0,4248.420352,,,31126.495232,,,5539.995648,3.0859999999999985,12.75,0.00408363024152598,3937.755136,,57,,8839.0,51,,,116.0,5.320000000000007
144268.0,,,,,1290.91584,,34.99499999999989,0.0,20.1,365182.0,,6.75,4601.0,1696169634.0,,,2.654208,25225.07264,0.04330696402946636,0.0,0.0,0.1761000939698658,374833.0,5.0,1018.0,4248.420352,,,31126.495232,,,5476.0448,3.0859999999999985,12.75,0.004084960498607077,3937.755136,,58,,8839.0,52,,,116.0,5.324000000000012
144459.0,,,,,1290.91584,,34.99900000000025,0.0,20.0,365479.0,,6.75,4601.0,1696169635.0,,,2.654208,25239.678976,0.012071193711510086,0.0,0.0,0.11792750448448906,375238.0,5.0,1022.0,4248.420352,,,31126.495232,,,5442.301952,3.0859999999999985,12.75,0.0857828650450715,3937.755136,,59,,8839.0,53,,,116.0,5.332000000000008
144591.0,,,,,1290.91584,,35.0,0.0,20.0,365734.0,,6.75,4601.0,1696169636.0,,,2.654208,25239.769088,0.00445181729869351,0.0,0.0,0.000526559035187924,375638.0,5.0,1023.0,4248.420352,,,31126.495232,,,5442.113536,3.0859999999999985,12.75,0.004084821604822117,3937.755136,,60,,8839.0,54,,,116.0,5.336000000000013
144713.0,,,,,1290.91584,,35.001000000000204,0.0,20.0,366006.0,,6.625,4601.0,1696169637.0,,,2.654208,25239.834624,0.01588638175779238,0.0,0.0,0.11367819231161216,376061.0,5.0,1024.0,4248.420352,,,31126.495232,,,5442.048,3.0859999999999985,11.75,0.0040852975694437785,3937.755136,,61,,8839.0,55,,,116.0,5.340000000000003
144870.0,,,,,1290.91584,,35.001000000000204,0.0,20.0,366244.0,,6.625,4601.0,1696169638.0,,,2.654208,25239.90016,0.008049679783434259,0.0,0.0,0.06825075375886552,376425.0,5.0,1025.0,4248.420352,,,31126.495232,,,5441.978368,3.0859999999999985,11.75,0.004084673983567352,3937.755136,,62,,8839.0,56,,,116.0,5.344000000000008
145000.0,,,,,1290.91584,,35.00199999999995,0.0,20.0,366504.0,,6.625,4601.0,1696169639.0,,,2.654208,25239.867392,0.010029870183233171,0.0,0.0,0.1133846104343896,376831.0,5.0,1026.0,4248.420352,,,31126.495232,,,5442.011136,3.0859999999999985,11.75,0.004085356827905999,3937.755136,,63,,8839.0,57,,,116.0,5.348000000000013
145139.0,,,,,1290.91584,,35.003999999999905,0.0,20.0,366729.0,,6.625,4601.0,1696169640.0,,,2.654208,25239.916544,0.00287235395624591,0.0,0.0,0.0005265982248884462,377189.0,5.0,1029.0,4248.420352,,,31126.495232,,,5441.96608,3.0859999999999985,11.75,0.028595879386948467,3937.755136,,64,,8839.0,58,,,116.0,5.352000000000004
145267.0,,,,,1290.91584,,35.00500000000011,0.0,20.0,367016.0,,6.625,4601.0,1696169641.0,,,2.654208,25239.949312,0.014711110705320237,0.0,0.0,0.11391537406412498,377631.0,5.0,1030.0,4248.420352,,,31126.495232,,,5441.933312,3.0859999999999985,11.75,0.0040846467910079474,3937.755136,,65,,8839.0,59,,,116.0,5.356000000000009
146405.0,,,,,1290.91584,,35.00600000000031,0.0,20.1,367977.0,,6.75,4601.0,1696169642.0,,,2.654208,25198.567424,0.005603982647245625,0.0,0.0,0.06733547853570723,378459.0,5.0,1031.0,4248.420352,,,31126.495232,,,5483.3152,3.0859999999999985,11.75,0.004081421214612638,3937.755136,,66,,8839.0,60,,,116.0,5.360000000000014
147600.0,,,,,1290.91584,,35.00600000000031,0.0,20.0,369647.0,,6.75,4601.0,1696169643.0,,,2.654208,25231.454208,0.0027341989243478905,0.0,0.0,0.06628240255284534,379945.0,5.0,1032.0,4248.420352,,,31126.495232,,,5450.428416,3.0859999999999985,11.75,0.004081369827044428,3937.755136,,67,,8839.0,61,,,116.0,5.364000000000004
148638.0,,,,,1290.91584,,35.125,0.0,20.0,370829.0,,6.75,4601.0,1696169644.0,,,2.654208,25237.508096,0.20624186220983734,0.0,0.0,0.08419076907315338,381105.0,5.0,1125.0,4248.420352,,,31126.495232,,,5444.317184,3.0859999999999985,11.75,0.6982825136305026,3937.755136,,68,,8839.0,62,,,116.0,5.396000000000001
148748.0,,,,,1290.91584,,35.126000000000204,0.0,20.0,371047.0,,6.75,4601.0,1696169645.0,,,2.654208,25237.737472,0.0056090142898329,0.0,0.0,0.06686934393011126,381455.0,5.0,1126.0,4248.420352,,,31126.495232,,,5444.091904,3.0859999999999985,11.75,0.004085085800866332,3937.755136,,69,,8839.0,63,,,116.0,5.400000000000006
149034.0,,,,,1290.91584,,35.12699999999995,0.0,20.0,371440.0,,6.75,4601.0,1696169646.0,,,2.654208,25240.20736,0.008193692659350908,0.0,0.0,0.06844565657983524,381975.0,5.0,1127.0,4248.420352,,,31126.495232,,,5441.622016,3.0859999999999985,11.75,0.0040848789105705175,3937.755136,,70,,8839.0,64,,,116.0,5.404000000000011
