_timestamp,04_peers/peer_3_epoch,03_hivemind/next_fetch_time_s,03_hivemind/num_clients,03_hivemind/reached_TBS,03_hivemind/global_epoch,03_hivemind/undershot_TBS,04_peers/peer_3_epoch_oos,04_peers/peer_4_epoch_oos,03_hivemind/epoch_s,03_hivemind/overshot_TBS,04_peers/peer_2_samples_per_second,04_peers/peer_3_samples_per_second,04_peers/peer_4_samples_accumulated,03_hivemind/global_samples_accumulated,04_peers/peer_2_epoch_oos,03_hivemind/epoch_based_sps,03_hivemind/total_training_samples,03_hivemind/estimated_current_samples,03_hivemind/per_epoch_training_samples,04_peers/peer_4_epoch,03_hivemind/eta_next_epoch_s,04_peers/peer_1_samples_per_second,04_peers/peer_1_samples_accumulated,03_hivemind/actual_total_samples_per_second,_step,_runtime,03_hivemind/num_peers,04_peers/peer_1_epoch,04_peers/peer_4_samples_per_second,04_peers/peer_2_samples_accumulated,03_hivemind/optimistic_total_samples_per_second,04_peers/peer_2_epoch,04_peers/peer_1_epoch_oos,04_peers/peer_3_samples_accumulated
1680697298.0,,10.0,0,,3,,,0.0,,,,,0.0,0,,,,7839,,3.0,58.3,214.27,0.0,427.60863221923455,127,194,2,3.0,213.34,,427.60863221923455,,0.0,
1680697299.0,,10.0,0,,3,,,0.0,,,,,0.0,0,,,,8275,,3.0,57.28,214.27,0.0,427.60863221923455,128,195,2,3.0,213.34,,427.60863221923455,,0.0,
1680697300.0,,10.0,0,,3,,,0.0,,,,,0.0,0,,,,8712,,3.0,56.26,214.27,0.0,427.60863221923455,129,196,2,3.0,213.34,,427.60863221923455,,0.0,
1680697301.0,,10.0,0,,3,,,0.0,,,,,0.0,0,,,,9150,,3.0,55.23,214.27,0.0,427.60863221923455,130,197,2,3.0,213.34,,427.60863221923455,,0.0,
1680697302.0,,10.0,0,,3,,,0.0,,,,,0.0,0,,,,9586,,3.0,54.21,214.27,0.0,427.60863221923455,131,198,2,3.0,213.34,,427.60863221923455,,0.0,
1680697303.0,,10.0,0,,3,,,0.0,,,,,0.0,0,,,,10022,,3.0,53.19,214.27,0.0,427.60863221923455,132,199,2,3.0,213.34,,427.60863221923455,,0.0,
1680697304.0,,10.0,0,,3,,,0.0,,,,,0.0,0,,,,10458,,3.0,52.17,214.27,0.0,427.60863221923455,133,200,2,3.0,213.34,,427.60863221923455,,0.0,
1680697305.0,,10.0,0,,3,,,0.0,,,,,0.0,0,,,,10893,,3.0,51.16,214.27,0.0,427.60863221923455,134,201,2,3.0,213.34,,427.60863221923455,,0.0,
1680697306.0,,10.0,0,,3,,,0.0,,,,,0.0,0,,,,11329,,3.0,50.14,214.27,0.0,427.60863221923455,135,202,2,3.0,213.34,,427.60863221923455,,0.0,
1680697307.0,,10.0,0,,3,,,0.0,,,,,0.0,0,,,,11765,,3.0,49.12,214.27,0.0,427.60863221923455,136,203,2,3.0,213.34,,427.60863221923455,,0.0,
1680697308.0,,10.0,0,,3,,,0.0,,,,,0.0,0,,,,12200,,3.0,48.1,214.27,0.0,427.60863221923455,137,204,2,3.0,213.34,,427.60863221923455,,0.0,
1680697309.0,,10.0,0,,3,,,0.0,,,,,0.0,0,,,,12637,,3.0,47.08,214.27,0.0,427.60863221923455,138,205,2,3.0,213.34,,427.60863221923455,,0.0,
1680697310.0,,10.0,0,,3,,,0.0,,,,,0.0,0,,,,13073,,3.0,46.06,214.27,0.0,427.60863221923455,139,206,2,3.0,213.34,,427.60863221923455,,0.0,
1680697311.0,,10.0,0,,3,,,0.0,,,,,0.0,0,,,,13509,,3.0,45.04,214.27,0.0,427.60863221923455,140,207,2,3.0,213.34,,427.60863221923455,,0.0,
1680697312.0,,10.0,0,,3,,,0.0,,,,,0.0,0,,,,13945,,3.0,44.02,214.27,0.0,427.60863221923455,141,208,2,3.0,213.34,,427.60863221923455,,0.0,
1680697313.0,,10.0,0,,3,,,0.0,,,,,0.0,0,,,,14382,,3.0,43.0,214.27,0.0,427.60863221923455,142,209,2,3.0,213.34,,427.60863221923455,,0.0,
1680697314.0,,10.0,0,,3,,,0.0,,,,,0.0,0,,,,14820,,3.0,41.97,214.27,0.0,427.60863221923455,143,210,2,3.0,213.34,,427.60863221923455,,0.0,
1680697315.0,,10.0,0,,3,,,0.0,,,,,0.0,0,,,,15256,,3.0,40.95,214.27,0.0,427.60863221923455,144,211,2,3.0,213.34,,427.60863221923455,,0.0,
1680697316.0,,10.0,0,,3,,,0.0,,,,,0.0,0,,,,15693,,3.0,39.93,214.27,0.0,427.60863221923455,145,212,2,3.0,213.34,,427.60863221923455,,0.0,
1680697318.0,,10.0,0,,3,,,0.0,,,,,0.0,0,,,,16128,,3.0,38.91,214.27,0.0,427.60863221923455,146,214,2,3.0,213.34,,427.60863221923455,,0.0,
1680697319.0,,10.0,0,,3,,,0.0,,,,,0.0,0,,,,16565,,3.0,37.89,214.27,0.0,427.60863221923455,147,215,2,3.0,213.34,,427.60863221923455,,0.0,
1680697320.0,,10.0,0,,3,,,0.0,,,,,0.0,0,,,,17002,,3.0,36.87,214.27,0.0,427.60863221923455,148,216,2,3.0,213.34,,427.60863221923455,,0.0,
1680697321.0,,10.0,0,,3,,,0.0,,,,,0.0,0,,,,17440,,3.0,35.85,214.27,0.0,427.60863221923455,149,217,2,3.0,213.34,,427.60863221923455,,0.0,
1680697322.0,,10.0,0,,3,,,0.0,,,,,0.0,0,,,,17877,,3.0,34.82,214.27,0.0,427.60863221923455,150,218,2,3.0,213.34,,427.60863221923455,,0.0,
1680697323.0,,10.0,0,,3,,,0.0,,,,,0.0,0,,,,18314,,3.0,33.8,214.27,0.0,427.60863221923455,151,219,2,3.0,213.34,,427.60863221923455,,0.0,
1680697324.0,,10.0,0,,3,,,0.0,,,,,0.0,0,,,,18752,,3.0,32.78,214.27,0.0,427.60863221923455,152,220,2,3.0,213.34,,427.60863221923455,,0.0,
1680697325.0,,10.0,0,,3,,,0.0,,,,,0.0,0,,,,19190,,3.0,31.75,214.27,0.0,427.60863221923455,153,221,2,3.0,213.34,,427.60863221923455,,0.0,
1680697326.0,,10.0,0,,3,,,0.0,,,,,0.0,0,,,,19625,,3.0,30.74,214.27,0.0,427.60863221923455,154,222,2,3.0,213.34,,427.60863221923455,,0.0,
1680697327.0,,10.0,0,,3,,,0.0,,,,,0.0,0,,,,20062,,3.0,29.72,214.27,0.0,427.60863221923455,155,223,2,3.0,213.34,,427.60863221923455,,0.0,
1680697328.0,,10.0,0,,3,,,0.0,,,,,0.0,0,,,,20498,,3.0,28.69,214.27,0.0,427.60863221923455,156,224,2,3.0,213.34,,427.60863221923455,,0.0,
1680697329.0,,10.0,0,,3,,,0.0,,,,,0.0,0,,,,20936,,3.0,27.67,214.27,0.0,427.60863221923455,157,225,2,3.0,213.34,,427.60863221923455,,0.0,
1680697330.0,,10.0,0,,3,,,0.0,,,,,0.0,0,,,,21375,,3.0,26.64,214.27,0.0,427.60863221923455,158,226,2,3.0,213.34,,427.60863221923455,,0.0,
1680697331.0,,10.0,0,,3,,,0.0,,,,,0.0,0,,,,21811,,3.0,25.62,214.27,0.0,427.60863221923455,159,227,2,3.0,213.34,,427.60863221923455,,0.0,
1680697332.0,,9.84,0,,3,,,0.0,,,,,0.0,0,,,,22249,,3.0,24.6,214.27,0.0,427.60863221923455,160,228,2,3.0,213.34,,427.60863221923455,,0.0,
1680697333.0,,9.43,0,,3,,,0.0,,,,,0.0,0,,,,22687,,3.0,23.57,214.27,0.0,427.60863221923455,161,229,2,3.0,213.34,,427.60863221923455,,0.0,
1680697334.0,,9.02,0,,3,,,0.0,,,,,0.0,0,,,,23124,,3.0,22.55,214.27,0.0,427.60863221923455,162,230,2,3.0,213.34,,427.60863221923455,,0.0,
1680697335.0,,8.61,0,,3,,,0.0,,,,,0.0,0,,,,23562,,3.0,21.53,214.27,0.0,427.60863221923455,163,231,2,3.0,213.34,,427.60863221923455,,0.0,
1680697336.0,,8.2,0,,3,,,0.0,,,,,0.0,0,,,,23999,,3.0,20.51,214.27,0.0,427.60863221923455,164,232,2,3.0,213.34,,427.60863221923455,,0.0,
1680697337.0,,7.79,0,,3,,,0.0,,,,,0.0,0,,,,24439,,3.0,19.48,214.27,0.0,427.60863221923455,165,233,2,3.0,213.34,,427.60863221923455,,0.0,
1680697338.0,,7.38,0,,3,,,0.0,,,,,0.0,0,,,,24876,,3.0,18.46,214.27,0.0,427.60863221923455,166,234,2,3.0,213.34,,427.60863221923455,,0.0,
1680697339.0,,6.97,0,,3,,,0.0,,,,,0.0,0,,,,25314,,3.0,17.43,214.27,0.0,427.60863221923455,167,235,2,3.0,213.34,,427.60863221923455,,0.0,
