03_hivemind/undershot_TBS,04_peers/peer_4_epoch_oos,04_peers/peer_3_samples_per_second,04_peers/peer_2_samples_accumulated,_runtime,03_hivemind/num_peers,04_peers/peer_5_epoch_oos,03_hivemind/epoch_based_sps,03_hivemind/eta_next_epoch_s,03_hivemind/estimated_current_samples,04_peers/peer_5_epoch,04_peers/peer_1_epoch_oos,04_peers/peer_4_samples_per_second,04_peers/peer_4_samples_accumulated,03_hivemind/optimistic_total_samples_per_second,03_hivemind/overshot_TBS,03_hivemind/total_training_samples,04_peers/peer_3_epoch,04_peers/peer_2_epoch_oos,04_peers/peer_6_epoch_oos,03_hivemind/next_fetch_time_s,04_peers/peer_5_samples_per_second,03_hivemind/global_samples_accumulated,_step,04_peers/peer_2_epoch,03_hivemind/global_epoch,04_peers/peer_3_epoch_oos,04_peers/peer_1_samples_accumulated,03_hivemind/num_clients,03_hivemind/reached_TBS,03_hivemind/actual_total_samples_per_second,04_peers/peer_2_samples_per_second,04_peers/peer_6_samples_accumulated,04_peers/peer_4_epoch,04_peers/peer_6_epoch,03_hivemind/per_epoch_training_samples,_timestamp,03_hivemind/epoch_s,04_peers/peer_6_samples_per_second,04_peers/peer_3_samples_accumulated,04_peers/peer_5_samples_accumulated,04_peers/peer_1_epoch,04_peers/peer_1_samples_per_second
,0.0,115.19,5632.0,237,6,0.0,,0.0,36726,1.0,0.0,119.4,5632.0,705.360916887109,,,1.0,0.0,0.0,0.5,115.93,32832,134,1.0,1,0.0,5440.0,0,,705.360916887109,120.38,5408.0,1.0,1.0,,1681080545.0,,118.2,5312.0,5408.0,1.0,116.27
,0.0,115.19,5632.0,238,6,0.0,,0.0,37663,1.0,0.0,119.4,5632.0,705.360916887109,,,1.0,0.0,0.0,0.5,115.93,32832,135,1.0,1,0.0,5440.0,0,,705.360916887109,120.38,5408.0,1.0,1.0,,1681080546.0,,118.2,5312.0,5408.0,1.0,116.27
,0.0,115.19,5632.0,240,6,0.0,,0.0,38602,1.0,0.0,119.4,5632.0,705.360916887109,,,1.0,0.0,0.0,0.5,115.93,32832,136,1.0,1,0.0,5440.0,0,,705.360916887109,120.38,5408.0,1.0,1.0,,1681080548.0,,118.2,5312.0,5408.0,1.0,116.27
,0.0,115.19,5632.0,241,6,0.0,,0.0,39535,1.0,0.0,119.4,5632.0,705.360916887109,,,1.0,0.0,0.0,0.5,115.93,32832,137,1.0,1,0.0,5440.0,0,,705.360916887109,120.38,5408.0,1.0,1.0,,1681080549.0,,118.2,5312.0,5408.0,1.0,116.27
,0.0,115.19,5632.0,242,6,0.0,,0.0,40503,1.0,0.0,119.4,5632.0,705.360916887109,,,1.0,0.0,0.0,0.5,115.93,32832,138,1.0,1,0.0,5440.0,0,,705.360916887109,120.38,5408.0,1.0,1.0,,1681080550.0,,118.2,5312.0,5408.0,1.0,116.27
,0.0,115.19,5632.0,244,6,0.0,,0.0,41438,1.0,0.0,119.4,5632.0,705.360916887109,,,1.0,0.0,0.0,0.5,115.93,32832,139,1.0,1,0.0,5440.0,0,,705.360916887109,120.38,5408.0,1.0,1.0,,1681080552.0,,118.2,5312.0,5408.0,1.0,116.27
,0.0,115.19,5632.0,245,6,0.0,,0.0,42376,1.0,0.0,119.4,5632.0,705.360916887109,,,1.0,0.0,0.0,0.5,115.93,32832,140,1.0,1,0.0,5440.0,0,,705.360916887109,120.38,5408.0,1.0,1.0,,1681080553.0,,118.2,5312.0,5408.0,1.0,116.27
,0.0,115.19,5632.0,246,6,0.0,,0.0,43312,1.0,0.0,119.4,5632.0,705.360916887109,,,1.0,0.0,0.0,0.5,115.93,32832,141,1.0,1,0.0,5440.0,0,,705.360916887109,120.38,5408.0,1.0,1.0,,1681080554.0,,118.2,5312.0,5408.0,1.0,116.27
,0.0,115.19,5632.0,248,6,0.0,,0.0,44249,1.0,0.0,119.4,5632.0,705.360916887109,,,1.0,0.0,0.0,0.5,115.93,32832,142,1.0,1,0.0,5440.0,0,,705.360916887109,120.38,5408.0,1.0,1.0,,1681080556.0,,118.2,5312.0,5408.0,1.0,116.27
,0.0,115.19,5632.0,249,6,0.0,,0.0,45185,1.0,0.0,119.4,5632.0,705.360916887109,,,1.0,0.0,0.0,0.5,115.93,32832,143,1.0,1,0.0,5440.0,0,,705.360916887109,120.38,5408.0,1.0,1.0,,1681080557.0,,118.2,5312.0,5408.0,1.0,116.27
,0.0,115.19,5632.0,250,6,0.0,,0.0,46125,1.0,0.0,119.4,5632.0,705.360916887109,,,1.0,0.0,0.0,0.5,115.93,32832,144,1.0,1,0.0,5440.0,0,,705.360916887109,120.38,5408.0,1.0,1.0,,1681080558.0,,118.2,5312.0,5408.0,1.0,116.27
,0.0,115.19,5632.0,252,6,0.0,,0.0,47063,1.0,0.0,119.4,5632.0,705.360916887109,,,1.0,0.0,0.0,0.5,115.93,32832,145,1.0,1,0.0,5440.0,0,,705.360916887109,120.38,5408.0,1.0,1.0,,1681080560.0,,118.2,5312.0,5408.0,1.0,116.27
,0.0,115.19,5632.0,253,6,0.0,,0.0,48012,1.0,0.0,119.4,5632.0,705.360916887109,,,1.0,0.0,0.0,0.5,115.93,32832,146,1.0,1,0.0,5440.0,0,,705.360916887109,120.38,5408.0,1.0,1.0,,1681080561.0,,118.2,5312.0,5408.0,1.0,116.27
,0.0,115.19,5632.0,254,6,0.0,,0.0,48947,1.0,0.0,119.4,5632.0,705.360916887109,,,1.0,0.0,0.0,0.5,115.93,32832,147,1.0,1,0.0,5440.0,0,,705.360916887109,120.38,5408.0,1.0,1.0,,1681080562.0,,118.2,5312.0,5408.0,1.0,116.27
,0.0,115.19,5632.0,256,6,0.0,,0.0,49879,1.0,0.0,119.4,5632.0,705.360916887109,,,1.0,0.0,0.0,0.5,115.93,32832,148,1.0,1,0.0,5440.0,0,,705.360916887109,120.38,5408.0,1.0,1.0,,1681080564.0,,118.2,5312.0,5408.0,1.0,116.27
,0.0,115.19,5632.0,257,6,0.0,,0.0,50811,1.0,0.0,119.4,5632.0,705.360916887109,,,1.0,0.0,0.0,0.5,115.93,32832,149,1.0,1,0.0,5440.0,0,,705.360916887109,120.38,5408.0,1.0,1.0,,1681080565.0,,118.2,5312.0,5408.0,1.0,116.27
,0.0,115.19,5632.0,258,6,0.0,,0.0,51740,1.0,0.0,119.4,5632.0,705.360916887109,,,1.0,0.0,0.0,0.5,115.93,32832,150,1.0,1,0.0,5440.0,0,,705.360916887109,120.38,5408.0,1.0,1.0,,1681080566.0,,118.2,5312.0,5408.0,1.0,116.27
,0.0,115.19,5632.0,259,6,0.0,,0.0,52674,1.0,0.0,119.4,5632.0,705.360916887109,,,1.0,0.0,0.0,0.5,115.93,32832,151,1.0,1,0.0,5440.0,0,,705.360916887109,120.38,5408.0,1.0,1.0,,1681080567.0,,118.2,5312.0,5408.0,1.0,116.27
,0.0,115.19,5632.0,261,6,0.0,,0.0,53614,1.0,0.0,119.4,5632.0,705.360916887109,,,1.0,0.0,0.0,0.5,115.93,32832,152,1.0,1,0.0,5440.0,0,,705.360916887109,120.38,5408.0,1.0,1.0,,1681080569.0,,118.2,5312.0,5408.0,1.0,116.27
,0.0,115.19,5632.0,262,6,0.0,,0.0,54554,1.0,0.0,119.4,5632.0,705.360916887109,,,1.0,0.0,0.0,0.5,115.93,32832,153,1.0,1,0.0,5440.0,0,,705.360916887109,120.38,5408.0,1.0,1.0,,1681080570.0,,118.2,5312.0,5408.0,1.0,116.27
,0.0,115.19,5632.0,263,6,0.0,,0.0,55495,1.0,0.0,119.4,5632.0,705.360916887109,,,1.0,0.0,0.0,0.5,115.93,32832,154,1.0,1,0.0,5440.0,0,,705.360916887109,120.38,5408.0,1.0,1.0,,1681080571.0,,118.2,5312.0,5408.0,1.0,116.27
,0.0,115.19,5632.0,265,6,0.0,,0.0,56433,1.0,0.0,119.4,5632.0,705.360916887109,,,1.0,0.0,0.0,0.5,115.93,32832,155,1.0,1,0.0,5440.0,0,,705.360916887109,120.38,5408.0,1.0,1.0,,1681080573.0,,118.2,5312.0,5408.0,1.0,116.27
,0.0,115.19,5632.0,266,6,0.0,,0.0,57369,1.0,0.0,119.4,5632.0,705.360916887109,,,1.0,0.0,0.0,0.5,115.93,32832,156,1.0,1,0.0,5440.0,0,,705.360916887109,120.38,5408.0,1.0,1.0,,1681080574.0,,118.2,5312.0,5408.0,1.0,116.27
,0.0,115.19,5632.0,267,6,0.0,,0.0,58306,1.0,0.0,119.4,5632.0,705.360916887109,,,1.0,0.0,0.0,0.5,115.93,32832,157,1.0,1,0.0,5440.0,0,,705.360916887109,120.38,5408.0,1.0,1.0,,1681080575.0,,118.2,5312.0,5408.0,1.0,116.27
,0.0,115.19,5632.0,269,6,0.0,,0.0,59237,1.0,0.0,119.4,5632.0,705.360916887109,,,1.0,0.0,0.0,0.5,115.93,32832,158,1.0,1,0.0,5440.0,0,,705.360916887109,120.38,5408.0,1.0,1.0,,1681080577.0,,118.2,5312.0,5408.0,1.0,116.27
,0.0,115.19,5632.0,270,6,0.0,,0.0,60173,1.0,0.0,119.4,5632.0,705.360916887109,,,1.0,0.0,0.0,0.5,115.93,32832,159,1.0,1,0.0,5440.0,0,,705.360916887109,120.38,5408.0,1.0,1.0,,1681080578.0,,118.2,5312.0,5408.0,1.0,116.27
,0.0,115.19,5632.0,271,6,0.0,,0.0,61111,1.0,0.0,119.4,5632.0,705.360916887109,,,1.0,0.0,0.0,0.5,115.93,32832,160,1.0,1,0.0,5440.0,0,,705.360916887109,120.38,5408.0,1.0,1.0,,1681080579.0,,118.2,5312.0,5408.0,1.0,116.27
,0.0,115.19,5632.0,273,6,0.0,,0.0,62045,1.0,0.0,119.4,5632.0,705.360916887109,,,1.0,0.0,0.0,0.5,115.93,32832,161,1.0,1,0.0,5440.0,0,,705.360916887109,120.38,5408.0,1.0,1.0,,1681080581.0,,118.2,5312.0,5408.0,1.0,116.27
,0.0,115.19,5632.0,274,6,0.0,,0.0,62987,1.0,0.0,119.4,5632.0,705.360916887109,,,1.0,0.0,0.0,0.5,115.93,32832,162,1.0,1,0.0,5440.0,0,,705.360916887109,120.38,5408.0,1.0,1.0,,1681080582.0,,118.2,5312.0,5408.0,1.0,116.27
,0.0,115.19,5632.0,275,6,0.0,,0.0,63925,1.0,0.0,119.4,5632.0,705.360916887109,,,1.0,0.0,0.0,0.5,115.93,32832,163,1.0,1,0.0,5440.0,0,,705.360916887109,120.38,5408.0,1.0,1.0,,1681080583.0,,118.2,5312.0,5408.0,1.0,116.27
,0.0,115.19,5632.0,277,6,0.0,,0.0,64859,1.0,0.0,119.4,5632.0,705.360916887109,,,1.0,0.0,0.0,0.5,115.93,32832,164,1.0,1,0.0,5440.0,0,,705.360916887109,120.38,5408.0,1.0,1.0,,1681080585.0,,118.2,5312.0,5408.0,1.0,116.27
,0.0,115.19,5632.0,278,6,0.0,,0.0,65792,1.0,0.0,119.4,5632.0,705.360916887109,,,1.0,0.0,0.0,0.5,115.93,32832,165,1.0,1,0.0,5440.0,0,,705.360916887109,120.38,5408.0,1.0,1.0,,1681080586.0,,118.2,5312.0,5408.0,1.0,116.27
,0.0,115.19,5632.0,279,6,0.0,,0.0,66730,1.0,0.0,119.4,5632.0,705.360916887109,,,1.0,0.0,0.0,0.5,115.93,32832,166,1.0,1,0.0,5440.0,0,,705.360916887109,120.38,5408.0,1.0,1.0,,1681080587.0,,118.2,5312.0,5408.0,1.0,116.27
,0.0,115.19,5632.0,281,6,0.0,,0.0,67668,1.0,0.0,119.4,5632.0,705.360916887109,,,1.0,0.0,0.0,0.5,115.93,32832,167,1.0,1,0.0,5440.0,0,,705.360916887109,120.38,5408.0,1.0,1.0,,1681080589.0,,118.2,5312.0,5408.0,1.0,116.27
,0.0,115.19,5632.0,282,6,0.0,,0.0,68607,1.0,0.0,119.4,5632.0,705.360916887109,,,1.0,0.0,0.0,0.5,115.93,32832,168,1.0,1,0.0,5440.0,0,,705.360916887109,120.38,5408.0,1.0,1.0,,1681080590.0,,118.2,5312.0,5408.0,1.0,116.27
,0.0,115.19,5632.0,283,6,0.0,,0.0,69543,1.0,0.0,119.4,5632.0,705.360916887109,,,1.0,0.0,0.0,0.5,115.93,32832,169,1.0,1,0.0,5440.0,0,,705.360916887109,120.38,5408.0,1.0,1.0,,1681080591.0,,118.2,5312.0,5408.0,1.0,116.27
,0.0,115.19,5632.0,285,6,0.0,,0.0,70481,1.0,0.0,119.4,5632.0,705.360916887109,,,1.0,0.0,0.0,0.5,115.93,32832,170,1.0,1,0.0,5440.0,0,,705.360916887109,120.38,5408.0,1.0,1.0,,1681080593.0,,118.2,5312.0,5408.0,1.0,116.27
,0.0,115.19,5632.0,286,6,0.0,,0.0,71427,1.0,0.0,119.4,5632.0,705.360916887109,,,1.0,0.0,0.0,0.5,115.93,32832,171,1.0,1,0.0,5440.0,0,,705.360916887109,120.38,5408.0,1.0,1.0,,1681080594.0,,118.2,5312.0,5408.0,1.0,116.27
,0.0,115.19,5632.0,287,6,0.0,,51.06,920,1.0,0.0,119.4,5632.0,623.7879066151594,,,1.0,0.0,0.0,10.0,115.93,512,172,1.0,2,0.0,5440.0,0,,623.7879066151594,120.38,5408.0,1.0,1.0,,1681080595.0,,118.2,5312.0,5408.0,1.0,116.27
0.0,0.0,116.68,64.0,289,6,0.0,316.8226904802972,48.01,1816,2.0,0.0,103.15,96.0,644.6937001150333,2.0,65696.0,2.0,0.0,0.0,10.0,102.6,1440,173,2.0,2,0.0,96.0,0,0.0,644.6937001150333,99.76,96.0,2.0,2.0,32832.0,1681080597.0,103.62894131802022,100.41,32.0,128.0,2.0,101.19
,0.0,103.93,224.0,290,6,0.0,,44.71,2776,2.0,0.0,109.57,256.0,670.8458918364818,,,2.0,0.0,0.0,10.0,108.23,2368,174,2.0,2,0.0,224.0,0,,670.8458918364818,109.17,256.0,2.0,2.0,,1681080598.0,,107.5,192.0,288.0,2.0,106.3
,0.0,109.08,384.0,291,6,0.0,,42.91,3697,2.0,0.0,113.97,416.0,677.517775566299,,,2.0,0.0,0.0,10.0,111.16,3200,175,2.0,2,0.0,384.0,0,,677.517775566299,113.86,416.0,2.0,2.0,,1681080599.0,,111.99,352.0,416.0,2.0,110.78
,0.0,112.37,448.0,293,6,0.0,,44.57,4396,2.0,0.0,108.03,544.0,636.6099041028795,,,2.0,0.0,0.0,10.0,113.56,3680,176,2.0,2,0.0,544.0,0,,636.6099041028795,115.21,576.0,2.0,2.0,,1681080601.0,,114.91,512.0,576.0,2.0,113.43
,0.0,113.7,576.0,294,6,0.0,,49.78,4797,2.0,0.0,103.86,672.0,561.8409795359289,,,2.0,0.0,0.0,10.0,113.97,4448,177,2.0,2,0.0,640.0,0,,561.8409795359289,93.53,576.0,2.0,2.0,,1681080602.0,,114.91,608.0,608.0,2.0,96.63
,0.0,95.31,736.0,295,6,0.0,,46.14,5664,2.0,0.0,110.22,832.0,587.4221337941109,,,2.0,0.0,0.0,10.0,77.22,5312,178,2.0,2,0.0,768.0,0,,587.4221337941109,103.15,672.0,2.0,2.0,,1681080603.0,,75.59,736.0,704.0,2.0,100.36
,0.0,103.1,800.0,297,6,0.0,,41.44,6632,2.0,0.0,114.32,992.0,630.6779532957942,,,2.0,0.0,0.0,10.0,89.6,6272,179,2.0,2,0.0,928.0,0,,630.6779532957942,84.99,832.0,2.0,2.0,,1681080605.0,,88.93,896.0,864.0,2.0,106.47
,0.0,108.15,960.0,298,6,0.0,,38.4,7576,2.0,0.0,116.76,1152.0,656.0774892621735,,,2.0,0.0,0.0,10.0,99.15,7168,180,2.0,2,0.0,1088.0,0,,656.0774892621735,96.98,992.0,2.0,2.0,,1681080606.0,,99.25,1056.0,1024.0,2.0,110.38
,0.0,110.92,1120.0,299,6,0.0,,35.72,8544,2.0,0.0,118.06,1312.0,678.0966598860405,,,2.0,0.0,0.0,10.0,104.6,8160,181,2.0,2,0.0,1248.0,0,,678.0966598860405,105.66,1152.0,2.0,2.0,,1681080607.0,,106.49,1184.0,1152.0,2.0,110.35
,0.0,113.22,1312.0,301,6,0.0,,33.72,9500,2.0,0.0,119.06,1472.0,690.0998750126245,,,2.0,0.0,0.0,10.0,109.29,9088,182,2.0,2,0.0,1408.0,0,,690.0998750126245,112.43,1312.0,2.0,2.0,,1681080609.0,,111.17,1344.0,1312.0,2.0,112.93
,0.0,114.47,1472.0,302,6,0.0,,32.0,10445,2.0,0.0,119.62,1632.0,697.5778217598337,,,2.0,0.0,0.0,10.0,112.15,10048,183,2.0,2,0.0,1536.0,0,,697.5778217598337,115.83,1472.0,2.0,2.0,,1681080610.0,,113.91,1504.0,1472.0,2.0,114.12
,0.0,115.26,1632.0,303,6,0.0,,30.46,11388,2.0,0.0,119.79,1792.0,701.9459752981776,,,2.0,0.0,0.0,10.0,113.81,11008,184,2.0,2,0.0,1696.0,0,,701.9459752981776,117.8,1632.0,2.0,2.0,,1681080611.0,,115.72,1664.0,1632.0,2.0,115.19
,0.0,115.63,1792.0,305,6,0.0,,29.02,12327,2.0,0.0,119.82,1952.0,704.3033629236654,,,2.0,0.0,0.0,10.0,114.8,11968,185,2.0,2,0.0,1856.0,0,,704.3033629236654,119.0,1792.0,2.0,2.0,,1681080613.0,,116.96,1824.0,1792.0,2.0,115.74
,0.0,115.91,1952.0,306,6,0.0,,27.64,13270,2.0,0.0,119.71,2112.0,705.361833296964,,,2.0,0.0,0.0,10.0,115.34,12928,186,2.0,2,0.0,2016.0,0,,705.361833296964,119.82,1952.0,2.0,2.0,,1681080614.0,,117.57,1984.0,1952.0,2.0,115.95
,0.0,115.98,2112.0,307,6,0.0,,26.28,14204,2.0,0.0,119.58,2272.0,706.2820099389032,,,2.0,0.0,0.0,10.0,115.62,13824,187,2.0,2,0.0,2176.0,0,,706.2820099389032,120.2,2112.0,2.0,2.0,,1681080615.0,,117.89,2144.0,2112.0,2.0,116.1
,0.0,115.81,2272.0,309,6,0.0,,24.98,15142,2.0,0.0,119.49,2432.0,705.749056887514,,,2.0,0.0,0.0,10.0,115.72,14720,188,2.0,2,0.0,2336.0,0,,705.749056887514,120.45,2272.0,2.0,2.0,,1681080617.0,,118.08,2272.0,2240.0,2.0,116.73
,0.0,115.68,2432.0,310,6,0.0,,23.81,16054,2.0,0.0,119.6,2592.0,701.9983551051334,,,2.0,0.0,0.0,10.0,115.83,15648,189,2.0,2,0.0,2464.0,0,,701.9983551051334,120.32,2400.0,2.0,2.0,,1681080618.0,,118.11,2432.0,2400.0,2.0,116.21
,0.0,112.12,2592.0,311,6,0.0,,22.43,16993,2.0,0.0,119.57,2752.0,703.2408984325373,,,2.0,0.0,0.0,10.0,115.65,16576,190,2.0,2,0.0,2624.0,0,,703.2408984325373,120.63,2560.0,2.0,2.0,,1681080619.0,,118.04,2560.0,2560.0,2.0,115.99
,0.0,113.42,2752.0,313,6,0.0,,21.09,17927,2.0,0.0,119.49,2880.0,703.7271259460515,,,2.0,0.0,0.0,10.0,115.47,17472,191,2.0,2,0.0,2784.0,0,,703.7271259460515,120.81,2720.0,2.0,2.0,,1681080621.0,,118.03,2720.0,2720.0,2.0,116.02
,0.0,114.23,2880.0,314,6,0.0,,19.88,18848,2.0,0.0,119.31,3040.0,700.289656821507,,,2.0,0.0,0.0,10.0,115.53,18432,192,2.0,2,0.0,2944.0,0,,700.289656821507,120.74,2880.0,2.0,2.0,,1681080622.0,,118.06,2880.0,2848.0,2.0,115.86
,0.0,114.6,3040.0,315,6,0.0,,18.51,19785,2.0,0.0,119.23,3200.0,701.4245996543666,,,2.0,0.0,0.0,10.0,115.6,19360,193,2.0,2,0.0,3104.0,0,,701.4245996543666,117.3,3040.0,2.0,2.0,,1681080623.0,,117.97,3040.0,3008.0,2.0,115.59
,0.0,114.7,3200.0,317,6,0.0,,17.16,20722,2.0,0.0,119.12,3360.0,701.948724140796,,,2.0,0.0,0.0,10.0,115.55,20288,194,2.0,2,0.0,3232.0,0,,701.948724140796,118.67,3200.0,2.0,2.0,,1681080625.0,,117.81,3200.0,3168.0,2.0,115.58
,0.0,114.82,3360.0,318,6,0.0,,15.84,21654,2.0,0.0,118.94,3520.0,701.872824850387,,,2.0,0.0,0.0,10.0,115.4,21248,195,2.0,2,0.0,3392.0,0,,701.872824850387,119.54,3360.0,2.0,2.0,,1681080626.0,,117.7,3328.0,3328.0,2.0,115.55
,0.0,114.77,3520.0,319,6,0.0,,14.55,22574,2.0,0.0,118.84,3680.0,700.6785116628828,,,2.0,0.0,0.0,9.7,115.32,22144,196,2.0,2,0.0,3552.0,0,,700.6785116628828,119.96,3520.0,2.0,2.0,,1681080627.0,,117.57,3488.0,3488.0,2.0,115.41
,0.0,114.8,3680.0,321,6,0.0,,13.32,23485,2.0,0.0,118.77,3840.0,696.874969071045,,,2.0,0.0,0.0,8.88,115.34,23072,197,2.0,2,0.0,3712.0,0,,696.874969071045,120.34,3648.0,2.0,2.0,,1681080629.0,,116.19,3648.0,3616.0,2.0,115.24
,0.0,114.67,3840.0,322,6,0.0,,11.95,24420,2.0,0.0,114.93,4000.0,698.6961079650914,,,2.0,0.0,0.0,7.97,115.32,23968,198,2.0,2,0.0,3840.0,0,,698.6961079650914,120.47,3808.0,2.0,2.0,,1681080630.0,,116.22,3808.0,3776.0,2.0,115.27
,0.0,114.67,4000.0,323,6,0.0,,10.6,25345,2.0,0.0,116.15,4128.0,700.1099405625189,,,2.0,0.0,0.0,7.07,115.5,24928,199,2.0,2,0.0,4000.0,0,,700.1099405625189,120.59,3968.0,2.0,2.0,,1681080631.0,,116.54,3936.0,3936.0,2.0,115.25
,0.0,114.68,4160.0,325,6,0.0,,9.27,26275,2.0,0.0,117.15,4288.0,700.657853681583,,,2.0,0.0,0.0,6.18,115.43,25888,200,2.0,2,0.0,4160.0,0,,700.657853681583,120.72,4128.0,2.0,2.0,,1681080633.0,,116.8,4096.0,4096.0,2.0,115.34
,0.0,114.55,4320.0,326,6,0.0,,7.93,27204,2.0,0.0,117.84,4448.0,701.5818642290203,,,2.0,0.0,0.0,5.29,115.37,26816,201,2.0,2,0.0,4320.0,0,,701.5818642290203,120.53,4288.0,2.0,2.0,,1681080634.0,,117.01,4256.0,4256.0,2.0,115.36
,0.0,114.55,4480.0,327,6,0.0,,6.6,28137,2.0,0.0,118.15,4608.0,702.1326321797488,,,2.0,0.0,0.0,4.4,115.48,27680,202,2.0,2,0.0,4480.0,0,,702.1326321797488,120.57,4448.0,2.0,2.0,,1681080635.0,,117.28,4416.0,4384.0,2.0,115.56
,0.0,114.54,4640.0,329,6,0.0,,5.26,29072,2.0,0.0,118.52,4768.0,702.552444627242,,,2.0,0.0,0.0,3.51,115.49,28640,203,2.0,2,0.0,4608.0,0,,702.552444627242,120.51,4576.0,2.0,2.0,,1681080637.0,,117.34,4544.0,4544.0,2.0,115.73
,0.0,114.66,4800.0,330,6,0.0,,3.93,30003,2.0,0.0,118.73,4928.0,702.6637764325502,,,2.0,0.0,0.0,2.62,115.49,29600,204,2.0,2,0.0,4768.0,0,,702.6637764325502,120.56,4736.0,2.0,2.0,,1681080638.0,,117.2,4704.0,4704.0,2.0,115.91
,0.0,114.81,4960.0,331,6,0.0,,2.61,30930,2.0,0.0,118.72,5088.0,703.0183702624826,,,2.0,0.0,0.0,1.74,115.29,30528,205,2.0,2,0.0,4928.0,0,,703.0183702624826,120.55,4896.0,2.0,2.0,,1681080639.0,,117.32,4864.0,4864.0,2.0,115.97
,0.0,114.87,5120.0,333,6,0.0,,1.29,31859,2.0,0.0,119.02,5248.0,702.8745067428544,,,2.0,0.0,0.0,0.86,115.32,31456,206,2.0,2,0.0,5088.0,0,,702.8745067428544,120.58,5056.0,2.0,2.0,,1681080641.0,,117.23,5024.0,4992.0,2.0,115.99
,0.0,115.07,5280.0,334,6,0.0,,0.0,32789,2.0,0.0,119.02,5408.0,703.2207674073462,,,2.0,0.0,0.0,0.5,115.32,32384,207,2.0,2,0.0,5248.0,0,,703.2207674073462,120.43,5216.0,2.0,2.0,,1681080642.0,,117.08,5152.0,5152.0,2.0,115.95
,0.0,115.19,5440.0,335,6,0.0,,0.0,33718,2.0,0.0,118.98,5568.0,703.413793591712,,,2.0,0.0,0.0,0.5,115.35,32864,208,2.0,2,0.0,5376.0,0,,703.413793591712,120.47,5376.0,2.0,2.0,,1681080643.0,,117.1,5312.0,5312.0,2.0,116.12
,0.0,115.19,5536.0,336,6,0.0,,0.0,34658,2.0,0.0,119.14,5632.0,703.413793591712,,,2.0,0.0,0.0,0.5,115.34,32864,209,2.0,2,0.0,5472.0,0,,703.413793591712,120.55,5440.0,2.0,2.0,,1681080644.0,,117.03,5408.0,5376.0,2.0,116.17
,0.0,115.19,5536.0,338,6,0.0,,0.0,35590,2.0,0.0,119.14,5632.0,703.413793591712,,,2.0,0.0,0.0,0.5,115.34,32864,210,2.0,2,0.0,5472.0,0,,703.413793591712,120.55,5440.0,2.0,2.0,,1681080646.0,,117.03,5408.0,5376.0,2.0,116.17
,0.0,115.19,5536.0,339,6,0.0,,0.0,36523,2.0,0.0,119.14,5632.0,703.413793591712,,,2.0,0.0,0.0,0.5,115.34,32864,211,2.0,2,0.0,5472.0,0,,703.413793591712,120.55,5440.0,2.0,2.0,,1681080647.0,,117.03,5408.0,5376.0,2.0,116.17
,0.0,115.19,5536.0,340,6,0.0,,0.0,37453,2.0,0.0,119.14,5632.0,703.413793591712,,,2.0,0.0,0.0,0.5,115.34,32864,212,2.0,2,0.0,5472.0,0,,703.413793591712,120.55,5440.0,2.0,2.0,,1681080648.0,,117.03,5408.0,5376.0,2.0,116.17
,0.0,115.19,5536.0,342,6,0.0,,0.0,38381,2.0,0.0,119.14,5632.0,703.413793591712,,,2.0,0.0,0.0,0.5,115.34,32864,213,2.0,2,0.0,5472.0,0,,703.413793591712,120.55,5440.0,2.0,2.0,,1681080650.0,,117.03,5408.0,5376.0,2.0,116.17
,0.0,115.19,5536.0,343,6,0.0,,0.0,39310,2.0,0.0,119.14,5632.0,703.413793591712,,,2.0,0.0,0.0,0.5,115.34,32864,214,2.0,2,0.0,5472.0,0,,703.413793591712,120.55,5440.0,2.0,2.0,,1681080651.0,,117.03,5408.0,5376.0,2.0,116.17
,0.0,115.19,5536.0,344,6,0.0,,0.0,40244,2.0,0.0,119.14,5632.0,703.413793591712,,,2.0,0.0,0.0,0.5,115.34,32864,215,2.0,2,0.0,5472.0,0,,703.413793591712,120.55,5440.0,2.0,2.0,,1681080652.0,,117.03,5408.0,5376.0,2.0,116.17
,0.0,115.19,5536.0,346,6,0.0,,0.0,41176,2.0,0.0,119.14,5632.0,703.413793591712,,,2.0,0.0,0.0,0.5,115.34,32864,216,2.0,2,0.0,5472.0,0,,703.413793591712,120.55,5440.0,2.0,2.0,,1681080654.0,,117.03,5408.0,5376.0,2.0,116.17
,0.0,115.19,5536.0,347,6,0.0,,0.0,42108,2.0,0.0,119.14,5632.0,703.413793591712,,,2.0,0.0,0.0,0.5,115.34,32864,217,2.0,2,0.0,5472.0,0,,703.413793591712,120.55,5440.0,2.0,2.0,,1681080655.0,,117.03,5408.0,5376.0,2.0,116.17
,0.0,115.19,5536.0,348,6,0.0,,0.0,43042,2.0,0.0,119.14,5632.0,703.413793591712,,,2.0,0.0,0.0,0.5,115.34,32864,218,2.0,2,0.0,5472.0,0,,703.413793591712,120.55,5440.0,2.0,2.0,,1681080656.0,,117.03,5408.0,5376.0,2.0,116.17
,0.0,115.19,5536.0,350,6,0.0,,0.0,43974,2.0,0.0,119.14,5632.0,703.413793591712,,,2.0,0.0,0.0,0.5,115.34,32864,219,2.0,2,0.0,5472.0,0,,703.413793591712,120.55,5440.0,2.0,2.0,,1681080658.0,,117.03,5408.0,5376.0,2.0,116.17
