disk/counter/disk_read_sys_count,cpu/interrupts/ctx_switches_count,01_general/locally_processed_samples,cpu/load/avg_sys_load_one_min_percent,process/memory/text_resident_set_proc_MB,01_general/step,memory/used_memory_sys_percent,cpu/interrupts/soft_interrupts_count,_runtime,cpu/interrupts/interrupts_count,disk/time/disk_write_time_sys_s,process/involuntary_proc_ctx_switches,cpu/load/avg_sys_load_fifteen_min_percent,03_hivemind/global_epoch,memory/available_memory_sys_MB,process/memory/virtual_memory_size_proc_MB,disk/time/disk_busy_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/dirty_pages_proc_count,01_general/minibatch_loss,disk/time/disk_read_time_sys_s,cpu/logical_core_count,02_timing/backward_time_s,02_timing/opt_step_time_s,disk/counter/disk_write_sys_count,cpu/load/avg_sys_load_five_min_percent,01_general/lr,03_hivemind/num_peers,02_timing/step_time_s,02_timing/dataload_time_s,memory/used_memory_sys_MB,memory/total_memory_sys_MB,01_general/dataset_iteration_count,process/voluntary_proc_ctx_switches,_step,_timestamp,process/memory/data_resident_set_proc_MB,process/memory/shared_memory_proc_MB,bandwidth/disk_write_sys_bandwidth_MBs,02_timing/dataload_cuda_move_time_s,bandwidth/disk_read_sys_bandwidth_MBs,bandwidth/net_recv_sys_bandwidth_Mbits,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/resident_set_size_proc_MB,02_timing/forward_time_s,02_timing/loss_calc_time_s
0.0,136778.0,,4.225,2.854912,,5.2,234312.0,30,1487511.0,0.019000000000005457,182.0,1.5375,,512670.625792,136731.7504,0.04800000000000182,12659.748864,0.0,,0.0,,,,104.0,1.6500000000000001,,,,,20866.973696,,,4694.0,30,1681390403.0,0.0,3049.652224,0.044930366917005346,,0.0,0.04582386848853325,0.08952567073609996,10563.760128,,
0.0,140445.0,,4.225,2.854912,,5.2,239348.0,31,1490646.0,0.019000000000005457,183.0,1.5375,,512614.637568,141666.83648,0.04800000000000182,12898.516992,0.0,,0.0,,,,104.0,1.6500000000000001,,,,,20922.957824,,,4704.0,31,1681390404.0,0.0,3068.264448,0.0,,0.0,0.41797038339978937,0.42081024630320407,10628.685824,17.659463295000023,0.0004407170054037124
0.0,146347.0,,4.225,2.854912,,5.2,246227.0,32,1501883.0,0.019000000000005457,183.0,1.5375,,512574.091264,142194.823168,0.04800000000000182,12968.2432,0.0,,0.0,,,,104.0,1.6500000000000001,,,,,20963.504128,,,4704.0,32,1681390405.0,0.0,3068.362752,0.0,,0.0,1.4814066029712172,1.8433227721700491,10658.63168,,
0.0,154544.0,,4.225,2.854912,,5.2,257466.0,33,1510943.0,0.019000000000005457,183.0,1.5375,,512548.2496,142194.823168,0.04800000000000182,12971.298816,0.0,,0.0,,,,104.0,1.6500000000000001,,,,,20989.345792,,,4704.0,33,1681390406.0,0.0,3068.391424,0.0,,0.0,3.152947153374212,3.285950005349842,10668.138496,,
,,256.0,,,0.0,,,34,,,,,0.0,,,,,,7.22491455078125,,,3.136466392999864,0.005199528000957798,,,0.0001,1.0,24.064840843006095,3.234010797001247,,,0.0,,34,1681390407.0,,,,,,,,,,
0.0,175005.0,,4.225,2.854912,,5.3,266061.0,34,1514737.0,0.019000000000005457,186.0,1.5375,,512309.731328,143832.543232,0.04800000000000182,13008.044032,0.0,,0.0,,,,104.0,1.6500000000000001,,,,,21079.990272,,,4782.0,35,1681390407.0,0.0,3370.668032,0.0,0.02403027499531163,0.0,21.934906849445703,1.7458989959795663,10985.336832,0.5068317959958222,0.0037964269940857776
,,512.0,,,1.0,,,34,,,,,0.0,,,,,,7.1667633056640625,,,0.08600504900095984,0.038509090001753066,,,0.0001,1.0,0.6755688109915354,0.016396174003602937,,,0.0,,36,1681390407.0,,,,,,,,,,
,,768.0,,,2.0,,,35,,,,,0.0,,,,,,7.22442626953125,,,0.08855215099902125,0.03489617499872111,,,0.0001,1.0,0.5781384649963002,0.015333648996602278,,,0.0,,37,1681390408.0,,,,0.02702216499892529,,,,,0.40954628300096374,0.002788042002066504
0.0,201917.0,,4.1875,2.854912,,5.2,277841.0,35,1521324.0,0.019000000000005457,194.0,1.55,,512579.264512,143525.29408,0.04800000000000182,13009.092608,0.0,,0.0,,,,104.0,1.6875,,,,,21118.40256,,,4847.0,38,1681390408.0,0.0,3367.641088,0.0,0.02374339700327255,0.0,255.56078828557668,0.5480998771897697,10989.060096,,
,,1024.0,,,3.0,,,36,,,,,0.0,,,,,,7.27880859375,,,0.09263425800600089,0.028833298005338293,,,0.0001,1.0,0.5955329470161814,0.017119584997999482,,,0.0,,39,1681390409.0,,,,,,,,,0.429713231002097,0.003489178001473192
0.0,234200.0,,4.1875,2.854912,,5.3,289997.0,36,1527645.0,0.019000000000005457,199.0,1.55,,512513.400832,143406.288896,0.0519999999999925,13044.224,0.0,,0.0,,,,105.0,1.6875,,,,,21127.876608,,,4906.0,40,1681390409.0,0.0,3370.643456,0.016184765087384437,0.029687870999623556,0.0,281.4456837313632,0.4173820156615184,10994.008064,,
,,1280.0,,,4.0,,,37,,,,,0.0,,,,,,7.2045440673828125,,,0.10417090600094525,0.018528164997405838,,,0.0001,1.0,0.6066656759940088,0.017349717003526166,,,0.0,,41,1681390410.0,,,,,,,,,0.43213517499680165,0.004793841995706316
0.0,267072.0,,4.1875,2.854912,,5.2,301797.0,37,1534233.0,0.019000000000005457,204.0,1.55,,512568.397824,143526.866944,0.056000000000011596,13010.690048,0.0,,0.0,,0.09143017099995632,0.03064759600238176,107.0,1.6875,,,,,21129.613312,,,4960.0,42,1681390410.0,0.0,3370.651648,0.05714940090930466,0.024017543997615576,0.0,223.5089709113823,0.8478569671994829,10994.266112,0.5003101710026385,0.004892623001069296
,,1536.0,,,5.0,,,37,,,,,0.0,,,,,,7.210601806640625,,,,,,,0.0001,1.0,0.6694780650068424,0.018179960003180895,,,0.0,,43,1681390410.0,,,,,,,,,,
,,1792.0,,,6.0,,,38,,,,,0.0,,,,,,7.189903259277344,,,0.08600257199577754,0.03628220600512577,,,0.0001,1.0,0.5875123099904158,0.017462636998970993,,,0.0,,44,1681390411.0,,,,0.028320906996668782,,,,,0.41456943699449766,0.00487455099937506
0.0,291131.0,,4.1875,2.854912,,5.2,311632.0,38,1539456.0,0.019000000000005457,210.0,1.55,,512633.614336,143681.282048,0.056000000000011596,13010.997248,0.0,,0.0,,,,107.0,1.6875,,,,,21130.866688,,,5061.0,45,1681390411.0,0.0,3367.784448,0.0,0.02227864699671045,0.0,190.96059074919572,35.65702425038313,10991.894528,,
,,2048.0,,,7.0,,,39,,,,,0.0,,,,,,7.36639404296875,,,0.08445111499895575,0.036583730005077086,,,0.0001,2.0,0.5778622040015762,0.016181140003027394,,,0.0,,46,1681390412.0,,,,,,,,,0.4145612880020053,0.003806283995800186
0.0,336806.0,,4.1875,2.854912,,5.2,327019.0,39,1548097.0,0.019000000000005457,215.0,1.55,,512630.296576,143527.133184,0.056000000000011596,13011.030016,0.0,,0.0,,0.09364337799343048,0.02827358899958199,107.0,1.6875,,,,,21134.536704,,,5133.0,47,1681390412.0,0.0,3370.651648,0.0,0.025041851004061755,0.0,346.4969649245768,35.802344625471264,10994.962432,0.4384081700045499,0.004798002999450546
,,2304.0,,,8.0,,,39,,,,,0.0,,,,,,7.143524169921875,,,,,,,0.0001,2.0,0.6075681479997002,0.01740315699862549,,,0.0,,48,1681390412.0,,,,,,,,,,
,,2560.0,,,9.0,,,40,,,,,0.0,,,,,,7.140960693359375,,,0.09609362199989846,0.026790477000758983,,,0.0001,2.0,0.6836009510006988,0.01624098799948115,,,0.0,,49,1681390413.0,,,,0.028996786000789143,,,,,0.5105926579999505,0.004886419999820646
0.0,360768.0,,4.05,2.854912,,5.2,338854.0,40,1554183.0,0.019000000000005457,221.0,1.55,,512645.46816,143681.282048,0.056000000000011596,13011.030016,0.0,,0.0,,,,107.0,1.7000000000000002,,,,,21136.396288,,,5180.0,50,1681390413.0,0.0,3370.65984,0.0,0.02316575599979842,0.0,275.4048991826609,0.5066237768297394,10995.027968,,
,,2816.0,,,10.0,,,41,,,,,0.0,,,,,,7.2782745361328125,,,0.0841331710034865,0.039847833999374416,,,0.0001,2.0,0.5747540019947337,0.01673106299858773,,,0.0,,51,1681390414.0,,,,,,,,,0.4072332559953793,0.00364292199810734
0.0,398798.0,,4.05,2.854912,,5.2,344210.0,41,1557299.0,0.019000000000005457,228.0,1.55,,512783.048704,143527.133184,0.056000000000011596,13011.034112,0.0,,0.0,,,,107.0,1.7000000000000002,,,,,21135.581184,,,5257.0,52,1681390414.0,0.0,3370.651648,0.0,0.02258393500233069,0.0,63.66473080464076,0.15530743074478404,10994.9952,0.40510650299984263,0.0036975499970139936
,,3072.0,,,11.0,,,42,,,,,0.0,,,,,,7.1926422119140625,,,0.08584324199910043,0.03946077400178183,,,0.0001,2.0,0.5713450020048185,0.014652998004748952,,,0.0,,53,1681390415.0,,,,,,,,,,
,,3328.0,,,12.0,,,42,,,,,0.0,,,,,,7.1152191162109375,,,0.09055357300530886,0.03214523199858377,,,0.0001,2.0,0.5906298339978093,0.014763598999707028,,,0.0,,54,1681390415.0,,,,0.027466071995149832,,,,,0.4202611170039745,0.0054402409950853325
0.0,426625.0,,4.05,2.854912,,5.2,357859.0,42,1564415.0,0.019000000000005457,234.0,1.55,,512937.746432,143372.98432,0.056000000000011596,13011.038208,0.0,,0.0,,,,107.0,1.7000000000000002,,,,,21135.384576,,,5314.0,55,1681390415.0,0.0,3367.563264,0.0,0.025364891000208445,0.0,280.6253096246256,1.8911745523524428,10991.96416,,
,,3584.0,,,13.0,,,43,,,,,0.0,,,,,,7.2366180419921875,,,0.09532682000281056,0.026810463998117484,,,0.0001,2.0,0.6893740040104603,0.01869331100169802,,,0.0,,56,1681390416.0,,,,,,,,,0.5179153050048626,0.005263213002763223
0.0,451510.0,,4.05,2.854912,,5.2,371374.0,43,1571940.0,0.019000000000005457,239.0,1.55,,512939.077632,143372.98432,0.056000000000011596,13011.038208,0.0,,0.0,,,,107.0,1.7000000000000002,,,,,21133.754368,,,5363.0,57,1681390416.0,0.0,3370.643456,0.0,0.025465175000135787,0.0,337.03030215907705,0.6513972071193311,10995.05664,,
,,3840.0,,,14.0,,,44,,,,,0.0,,,,,,7.1807403564453125,,,0.09413291399687296,0.028302216000156477,,,0.0001,2.0,0.6056509059999371,0.017424183002731297,,,0.0,,58,1681390417.0,,,,,,,,,0.43690202700236114,0.0034243909976794384
,,4096.0,,,15.0,,,44,,,,,0.0,,,,,,7.2304840087890625,,,0.08619383600307629,0.03529790999891702,,,0.0001,2.0,0.580561372997181,0.015704553996329196,,,0.0,,59,1681390417.0,,,,0.03002856799867004,,,,,0.4093034120014636,0.0040330929987248965
0.0,493254.0,,4.05,2.854912,,5.1,378624.0,44,1580830.0,0.019000000000005457,242.0,1.55,,513083.506688,143372.98432,0.056000000000011596,13011.0464,0.0,,0.0,,,,107.0,1.7000000000000002,,,,,21143.420928,,,5437.0,60,1681390417.0,0.0,3231.838208,0.0,,0.0,77.4218803541046,0.35474956818779113,10856.259584,,
,,4352.0,,,16.0,,,45,,,,,0.0,,,,,,7.3220977783203125,,,0.08663064099528128,0.03773880799417384,,,0.0001,2.0,0.5742894879876985,0.016539495998586062,,,0.0,,61,1681390418.0,,,,0.022754167999664787,,,,,0.4056890049978392,0.0049373700021533296
0.0,518515.0,,4.124999999999999,2.854912,,5.1,387444.0,46,1586093.0,0.019000000000005457,245.0,1.575,,513237.692416,143261.5936,0.056000000000011596,13011.0464,0.0,,0.0,,,,107.0,1.7624999999999997,,,,,21143.384064,,,5495.0,62,1681390419.0,0.0,3259.256832,0.0,0.0079087990015978,0.0,103.34037549687781,0.8147889963051521,10883.715072,,
,,4423.0,,,17.0,,,46,,,,,0.0,,,,,,7.22964334487915,,,0.08344210500217741,0.006889716001751367,,,0.0001,2.0,0.6161324820059235,0.01499664000584744,,,0.0,,63,1681390419.0,,,,,,,,,0.4973939299961785,0.005501291998371016
,,4497.0,,,18.0,,,46,,,,,0.0,,,,,,7.113703727722168,,,0.084357915999135,0.006979816003877204,,,0.0001,2.0,0.532914139002969,0.006910495001648087,,,0.0,,64,1681390419.0,,,,0.007193634002760518,,,,,0.4225471589961671,0.004925118999381084
0.0,566092.0,,4.124999999999999,2.854912,,5.1,406611.0,47,1596614.0,0.02200000000000557,248.0,1.575,,513327.935488,143373.246464,0.06399999999999295,13011.316736,0.0,,0.0,,,,119.0,1.7624999999999997,,,,,21140.815872,,,5611.0,65,1681390420.0,0.0,3371.573248,0.06939828998630342,0.0278596979987924,0.0,364.7783257372297,1.0716869202176973,10996.051968,,
,,4753.0,,,19.0,,,47,,,,,0.0,,,,,,7.1316986083984375,,,0.09536750700499397,0.027613742000539787,,,0.0001,2.0,0.600345170001674,0.005356261994165834,,,0.0,,66,1681390420.0,,,,,,,,,0.4375095200011856,0.006638441001996398
0.0,610591.0,,4.124999999999999,2.854912,,5.0,423218.0,48,1605512.0,0.02200000000000557,251.0,1.575,,513652.338688,143373.246464,0.06800000000001205,13011.316736,0.0,,0.0,,0.09334350199787878,,120.0,1.7624999999999997,,,,,20662.284288,,,5692.0,67,1681390421.0,0.0,3368.624128,0.004081989494033869,0.02361648099758895,0.0,302.661933356263,1.0836247032514124,10993.11104,0.42027136900287587,0.005984404000628274
,,5009.0,,,20.0,,,48,,,,,0.0,,,,,,7.17108154296875,,,,0.028931708002346568,,,0.0001,2.0,0.5884627070045099,0.016315243003191426,,,0.0,,68,1681390421.0,,,,,,,,,,
,,5265.0,,,21.0,,,48,,,,,0.0,,,,,,7.1671295166015625,,,0.09652628900221316,0.02560934600478504,,,0.0001,2.0,0.7104198450106196,0.020927910998580046,,,0.0,,69,1681390421.0,,,,0.025847719000012148,,,,,0.5343377610042808,0.007170819000748452
0.0,637265.0,,4.124999999999999,2.854912,,5.0,441406.0,49,1615268.0,0.02200000000000557,255.0,1.575,,514150.158336,143372.98432,0.06800000000001205,13011.079168,0.0,,0.0,,,,120.0,1.7624999999999997,,,,,20164.112384,,,5774.0,70,1681390422.0,0.0,3368.751104,0.0,0.03186386499874061,0.0,436.1452139682628,0.8073591763693464,10993.2544,,
,,5521.0,,,22.0,,,49,,,,,0.0,,,,,,7.341583251953125,,,0.1001371439997456,0.022041575000912417,,,0.0001,2.0,0.6173711079900386,0.01766096899518743,,,0.0,,71,1681390422.0,,,,,,,,,0.4389304619980976,0.006737092997354921
0.0,665066.0,,4.124999999999999,2.854912,,5.0,460948.0,50,1625573.0,0.02200000000000557,257.0,1.575,,514017.816576,143406.81728,0.06800000000001205,13044.89984,0.0,,0.0,,,,120.0,1.7624999999999997,,,,,20143.009792,,,5828.0,72,1681390423.0,0.0,3371.569152,0.0,0.0234593240020331,0.0,455.50658781071235,0.9311148375622751,10996.424704,,
,,5777.0,,,23.0,,,50,,,,,0.0,,,,,,7.223724365234375,,,0.0913197960035177,0.03049994799948763,,,0.0001,2.0,0.5846922449927661,0.015738290996523574,,,0.0,,73,1681390423.0,,,,,,,,,0.41793810299714096,0.0057367829940631054
,,6033.0,,,24.0,,,51,,,,,0.0,,,,,,7.236114501953125,,,0.09455245199933415,0.027837059999001212,,,0.0001,2.0,0.5982493230112595,0.016599936003331095,,,0.0,,74,1681390424.0,,,,0.024237634999735747,,,,,0.427829094005574,0.007193146004283335
0.0,707511.0,,4.1,2.854912,,5.0,477146.0,51,1634439.0,0.02200000000000557,260.0,1.5875,,514137.882624,143527.395328,0.06800000000001205,13011.345408,0.0,,0.0,,,,120.0,1.7874999999999999,,,,,20141.293568,,,5887.0,75,1681390424.0,0.0,3217.436672,0.0,,0.0,367.5973831375698,1.0853340930780497,10842.19392,,
,,6289.0,,,25.0,,,51,,,,,0.0,,,,,,7.112579345703125,,,0.09230294699955266,0.03029878999950597,,,0.0001,2.0,0.6170969249942573,0.01696757599711418,,,0.0,,76,1681390424.0,,,,0.030887298999004997,,,,,0.43985457999951905,0.006785732999560423
