01_general/lr,disk/time/disk_read_time_sys_s,memory/used_memory_sys_percent,process/memory/dirty_pages_proc_count,bandwidth/net_sent_sys_bandwidth_Mbits,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_fifteen_min_percent,_timestamp,01_general/minibatch_loss,01_general/step_based_sps,memory/used_memory_sys_MB,disk/counter/disk_write_sys_count,cpu/interrupts/soft_interrupts_count,_runtime,02_timing/forward_time_s,02_timing/opt_step_time_s,cpu/interrupts/interrupts_count,process/memory/lib_memory_proc_MB,01_general/locally_processed_samples,process/memory/virtual_memory_size_proc_MB,02_timing/dataload_time_s,02_timing/loss_calc_time_s,disk/time/disk_write_time_sys_s,01_general/dataset_iteration_count,02_timing/dataload_cuda_move_time_s,bandwidth/disk_write_sys_bandwidth_MBs,cpu/logical_core_count,memory/total_memory_sys_MB,disk/time/disk_busy_time_sys_s,cpu/load/avg_sys_load_one_min_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/text_resident_set_proc_MB,02_timing/backward_time_s,disk/counter/disk_read_sys_count,process/involuntary_proc_ctx_switches,_step,01_general/step,02_timing/step_time_s,cpu/interrupts/ctx_switches_count,process/memory/resident_set_size_proc_MB,memory/available_memory_sys_MB,process/voluntary_proc_ctx_switches,process/memory/shared_memory_proc_MB,bandwidth/net_recv_sys_bandwidth_Mbits,process/memory/data_resident_set_proc_MB
0.0001,,,,,,,1682873951.0,7.1016845703125,185.57940502855115,,,,295,,1.6260000847978517e-06,,,27072.0,,0.0029570659999080817,,,0.0,,,,,,,,,0.1495030239998414,,,1141,845.0,0.1724329270000453,,,,,,,
0.0001,,,,,,,1682873952.0,7.3424072265625,185.22775862770789,,,,296,0.017170578999866848,2.547999883972807e-06,,,27104.0,,0.0032817699998304306,0.0006376490000548074,,0.0,0.00251097300042602,,,,,,,,0.14915676400005395,,,1142,846.0,0.17276028300011603,,,,,,,
0.0001,,,,,,,1682873952.0,7.1826171875,186.0457523017714,,,,296,0.016843905999849085,2.1699997887481004e-06,,,27136.0,,0.0031359989998236415,0.0004287490000933758,,0.0,0.002504341000076238,,,,,,,,0.1490855370002464,,,1143,847.0,0.1720007019998775,,,,,,,
,0.0,3.3,0.0,0.0519111750184545,0.0,3.8666666666666663,1682873952.0,,,5016.031232,1784.0,1088331.0,296,0.01659011899982943,,770189.0,5585.526784,,27589.664768,,0.00041584099972169497,0.7110000000000127,,0.0024736210002629377,0.08582945622104199,,,5.304000000000002,4.933333333333334,4.0,2.719744,,0.0,4437.0,1144,,,1030532.0,3838.246912,204050.067456,6270.0,865.509376,80.00245675905838,0.0
0.0001,,,,,,,1682873952.0,7.068603515625,186.7783581014158,,,,296,,2.007000148296356e-06,,,27168.0,,0.00283063899996705,,,0.0,,,,,,,,,0.14901383200003693,,,1145,848.0,0.17132605899996634,,,,,,,
0.0001,,,,,,,1682873953.0,7.2706298828125,185.14914431878364,,,,297,0.01694054400013556,1.503000021330081e-06,,,27200.0,,0.002974330999677477,0.00041706399997565313,,0.0,0.0024666039998919587,,,,,,,,0.15003359100001035,,,1146,849.0,0.17283363699971233,,,,,,,
0.0001,,,,,,,1682873953.0,7.321533203125,185.64838650429428,,,,297,0.016693526999915775,1.7980000848183408e-06,,,27232.0,,0.0026991190002263465,0.000427635000050941,,0.0,0.0024489959996571997,,,,,,,,0.15009778100011317,,,1147,850.0,0.17236885600004825,,,,,,,
,0.0,3.3,0.0,0.0664748587378804,0.0,3.8666666666666663,1682873953.0,,,5017.198592,1793.0,1092178.0,297,,,772863.0,5585.526784,,27589.664768,,,0.7140000000000555,,0.002470480999818392,0.053122422827507655,,,5.323999999999984,4.933333333333334,4.0,2.719744,,0.0,4469.0,1148,,,1033356.0,3838.246912,204048.515072,6295.0,865.509376,91.31967158259562,0.0
0.0001,,,,,,,1682873953.0,7.3009033203125,187.70420053960257,,,,297,0.017889088000174524,1.5880000319157261e-06,,,27264.0,,0.002738136000061786,0.0004513640001277963,,0.0,,,,,,,,,0.14693034400033866,,,1149,851.0,0.17048100100055308,,,,,,,
0.0001,,,,,,,1682873954.0,7.1710205078125,183.51994243178908,,,,298,0.01656990700030292,1.7800002751755528e-06,,,27296.0,,0.0028359040002214897,0.00041422100002819207,,0.0,0.0023766620001879346,,,,,,,,0.15216949699970428,,,1150,852.0,0.17436797100072,,,,,,,
,0.0,3.4,0.0,0.09190449361834346,0.0,3.8666666666666663,1682873954.0,,,5043.273728,1796.0,1095601.0,298,0.017018514000028517,1.6950002645899076e-06,775400.0,5585.526784,,27589.664768,,0.00043407500015746336,0.7150000000000318,,0.0026137259997085494,0.012261382980924029,,,5.335999999999984,4.8,3.9666666666666663,2.719744,0.14903274099970076,0.0,4483.0,1151,,,1037131.0,3838.246912,204004.00384,6324.0,865.509376,102.19412487491412,0.0
0.0001,,,,,,,1682873954.0,7.184814453125,186.21133680939533,,,,298,,,,,27328.0,,0.0027470029999676626,,,0.0,,,,,,,,,,,,1152,853.0,0.17184775399982755,,,,,,,
0.0001,,,,,,,1682873954.0,7.4012451171875,188.55566461161024,,,,298,0.016578362000018387,2.117999883921584e-06,,,27360.0,,0.002771780999864859,0.00041234999980588327,,0.0,0.0025362309997944976,,,,,,,,0.14741031499988821,,,1153,854.0,0.16971115699925576,,,,,,,
0.0001,,,,,,,1682873955.0,7.1866455078125,185.93410689373465,,,,299,0.016567568000027677,1.5829996300453786e-06,,,27392.0,,0.0028019430001222645,0.00041186399994330714,,0.0,0.0025018599999384605,,,,,,,,0.14981916299984732,,,1154,855.0,0.17210398099950908,,,,,,,
,0.0,3.4,0.0,0.051687832962140676,0.0,3.8666666666666663,1682873955.0,,,5044.793344,1800.0,1099156.0,299,0.016589807999935147,1.8529999579186551e-06,777892.0,5585.526784,,27589.664768,,0.0004513280000537634,0.7160000000000082,,0.002466605999870808,0.016348522297177072,,,5.352000000000004,4.8,3.9666666666666663,2.719744,0.1497580140003265,0.0,4515.0,1155,,,1040590.0,3838.246912,204002.054144,6341.0,865.509376,83.42265367493981,0.0
0.0001,,,,,,,1682873955.0,7.08642578125,185.87352821250158,,,,299,,,,,27424.0,,0.00289246300008017,,,0.0,,,,,,,,,,,,1156,856.0,0.17216007200022432,,,,,,,
0.0001,,,,,,,1682873955.0,7.1370849609375,187.01913508515347,,,,299,0.016825114999846846,1.5460000213352032e-06,,,27456.0,,0.002710497999942163,0.0004319189997659123,,0.0,0.0026647810000213212,,,,,,,,0.1484716270001627,,,1157,857.0,0.17110548599976028,,,,,,,
0.0001,,,,,,,1682873956.0,7.501953125,185.3125392968306,,,,300,0.016751502000261098,1.8599998838908505e-06,,,27488.0,,0.0029601800001728407,0.00042805400016732165,,0.0,0.0027114350000374543,,,,,,,,0.14982821400008106,,,1158,858.0,0.17268124500060367,,,,,,,
,0.0,3.4,0.0,0.44374788972415596,0.0,3.8666666666666663,1682873956.0,,,5047.23456,1804.0,1102303.0,300,0.016678928000146698,1.4730003385921009e-06,780154.0,5585.526784,,27589.664768,,0.0004226299997753813,0.7170000000000982,,0.0024071689999800583,0.01634789225381996,,,5.367999999999995,4.8,3.9666666666666663,2.719744,0.1491842679997717,0.0,4538.0,1159,,,1043891.0,3838.246912,204000.526336,6361.0,865.509376,88.59703486820484,0.0
0.0001,,,,,,,1682873956.0,7.505126953125,186.5422389511665,,,,300,,,,,27520.0,,0.0028484500003287394,,,0.0,,,,,,,,,,,,1160,859.0,0.17154291800034116,,,,,,,
0.0001,,,,,,,1682873956.0,7.1861572265625,186.5111358074098,,,,300,0.0169381880000401,1.6670001059537753e-06,,,27552.0,,0.0029104870000082883,0.00041827199993349495,,0.0,0.002710993000164308,,,,,,,,0.14859191799996552,,,1161,860.0,0.17157152500021766,,,,,,,
0.0001,,,,,,,1682873957.0,7.1898193359375,186.68495463671556,,,,301,0.017008195000016713,2.026999936788343e-06,,,27584.0,,0.002928495000105613,0.0006953769998290227,,0.0,0.0025501749996692524,,,,,,,,0.1482275089997529,,,1162,861.0,0.1714117779993103,,,,,,,
,0.0,3.4,0.0,0.08333815557486259,0.0,3.8666666666666663,1682873957.0,,,5041.39776,1823.0,1107218.0,301,0.0168674500000634,1.7329998627246823e-06,783305.0,5585.53088,,27589.664768,,0.00042497599997659563,0.7240000000000464,,0.0025411179999537126,0.1634832783701083,,,5.395999999999987,4.8,3.9666666666666663,2.719744,0.15045639199979632,0.0,4551.0,1163,,,1047494.0,3838.246912,204005.43744,6381.0,865.509376,94.83009608208377,0.0
0.0001,,,,,,,1682873957.0,7.3087158203125,184.90953942231326,,,,301,,,,,27616.0,,0.0027659249999487656,,,0.0,,,,,,,,,,,,1164,862.0,0.17305759399960152,,,,,,,
0.0001,,,,,,,1682873957.0,7.21142578125,185.42969591634423,,,,301,0.016930188000060298,1.9299995983601548e-06,,,27648.0,,0.0026563619999251387,0.0004276659997231036,,0.0,0.002480490999914764,,,,,,,,0.1500755060001211,,,1165,863.0,0.17257214299934276,,,,,,,
0.0001,,,,,,,1682873958.0,7.1273193359375,186.47204517201894,,,,302,0.016940274000262434,1.7129996194853447e-06,,,27680.0,,0.0027979550000054587,0.0004165329996794753,,0.0,0.002458750999721815,,,,,,,,0.1489922660002776,,,1166,864.0,0.17160749199956626,,,,,,,
,0.0,3.3,0.0,0.09844363143917653,0.0,3.8666666666666663,1682873958.0,,,5040.410624,1834.0,1111138.0,302,0.016876331000275968,1.9750000319618266e-06,785957.0,5585.53088,,27589.664768,,0.0004276179997759755,0.7280000000000655,,0.002484678999735479,0.08169066336295447,,,5.4199999999999875,4.8,3.9666666666666663,2.719744,0.14925381200009724,0.0,4564.0,1167,,,1051112.0,3838.246912,204006.334464,6398.0,865.509376,79.4735516384568,0.0
0.0001,,,,,,,1682873958.0,7.19384765625,186.14161917321556,,,,302,,,,,27712.0,,0.0028677029999926162,,,0.0,,,,,,,,,,,,1168,865.0,0.17191211799990924,,,,,,,
0.0001,,,,,,,1682873958.0,7.08935546875,187.07415127182568,,,,302,0.017067898999812314,1.7269999261770863e-06,,,27744.0,,0.0025634659996285336,0.00043099799995616195,,0.0,0.0024842829998306115,,,,,,,,0.1485067930002515,,,1169,866.0,0.1710551659994053,,,,,,,
0.0001,,,,,,,1682873959.0,7.2332763671875,186.48072440545766,,,,303,0.016894112000045425,1.9259996406617574e-06,,,27776.0,,0.002767479999874922,0.00042213400001855916,,0.0,0.0024364270002479316,,,,,,,,0.14907742600007623,,,1170,867.0,0.17159950499990373,,,,,,,
,0.0,3.4,0.0,0.07117039801007688,0.0,3.8666666666666663,1682873959.0,,,5043.392512,1838.0,1114993.0,303,0.01696831800018117,,788560.0,5585.53088,,27589.664768,,0.00042427899961694493,0.7290000000000418,,0.0025979510000979644,0.0163477989171179,,,5.443999999999988,4.666666666666666,3.9666666666666663,2.719744,,0.0,4576.0,1171,,,1054556.0,3838.246912,204003.848192,6423.0,865.509376,82.40877539023889,0.0
0.0001,,,,,,,1682873959.0,7.0208740234375,186.32871296395965,,,,303,,1.433999841538025e-06,,,27808.0,,0.002645776000008482,,,0.0,,,,,,,,,0.14910174199985704,,,1172,868.0,0.17173949999960314,,,,,,,
0.0001,,,,,,,1682873959.0,6.91943359375,185.60081608644612,,,,303,0.016876922999927046,1.5240002539940178e-06,,,27840.0,,0.0027699329998540634,0.000441029000285198,,0.0,0.0025883739999699173,,,,,,,,0.14973525200002769,,,1173,869.0,0.1724130350003179,,,,,,,
0.0001,,,,,,,1682873960.0,7.2362060546875,186.21079068394812,,,,304,0.0169176890003655,1.6740000319259707e-06,,,27872.0,,0.0030089589999988675,0.0004252080002515868,,0.0,0.0025028600002769963,,,,,,,,0.14899186799993913,,,1174,870.0,0.171848258000864,,,,,,,
,0.0,3.3,0.0,0.08639092183935819,0.0,3.8666666666666663,1682873960.0,,,5042.42176,1842.0,1118476.0,304,0.016920634000143764,,790981.0,5585.53088,,27589.664768,,0.0004498140001487627,0.7300000000000182,,0.00263841300011336,0.016347464469354093,,,5.463999999999999,4.666666666666666,3.9666666666666663,2.719744,,0.0,4589.0,1175,,,1058499.0,3838.246912,204023.64416,6440.0,865.509376,97.29640478558184,0.0
0.0001,,,,,,,1682873960.0,7.208740234375,186.00916271741562,,,,304,,1.5810001059435308e-06,,,27904.0,,0.0027394530002311512,,,0.0,,,,,,,,,0.14928464100012206,,,1176,871.0,0.17203453600086505,,,,,,,
0.0001,,,,,,,1682873961.0,7.1575927734375,184.45988422471424,,,,305,0.017225383000095462,1.5629998415533919e-06,,,27936.0,,0.002993463999700907,0.0004479459998947277,,0.0,0.0025822029997470963,,,,,,,,0.15022889499960002,,,1177,872.0,0.17347945399887976,,,,,,,
0.0001,,,,,,,1682873961.0,7.2967529296875,186.07303568944465,,,,305,0.017159386000002996,2.2970002646616194e-06,,,27968.0,,0.0027498589997776435,0.00044546300023284857,,0.0,0.0025141260002783383,,,,,,,,0.1491043510000054,,,1178,873.0,0.1719754820005619,,,,,,,
,0.0,3.3,0.0,0.06988328218645545,0.0,3.8666666666666663,1682873961.0,,,5057.503232,1849.0,1121752.0,305,0.016981984000267403,,793320.0,5585.53088,,27589.664768,,0.00042055199992319103,0.7340000000000373,,0.0026098540001839865,0.07764986511815744,,,5.4839999999999804,4.666666666666666,3.9666666666666663,2.719744,,0.0,4602.0,1179,,,1061586.0,3838.246912,204008.5504,6456.0,865.509376,97.8178291448081,0.0
0.0001,,,,,,,1682873961.0,7.0238037109375,187.5244638842276,,,,305,,1.7000002117129043e-06,,,28000.0,,0.0027419379998718796,,,0.0,,,,,,,,,0.1478883740001038,,,1180,874.0,0.17064440200056197,,,,,,,
0.0001,,,,,,,1682873962.0,7.1319580078125,184.86007643340784,,,,306,0.01689402899955894,1.9659996723930817e-06,,,28032.0,,0.0029796759999953792,0.00043561500024225097,,0.0,0.002587193000181287,,,,,,,,0.15020542000002024,,,1181,875.0,0.1731038989996705,,,,,,,
0.0001,,,,,,,1682873962.0,7.2987060546875,186.5038820373614,,,,306,0.017135784000402055,1.5440000424860045e-06,,,28064.0,,0.002876083000046492,0.00043493599969224306,,0.0,0.0024934489997576748,,,,,,,,0.1486364020001929,,,1182,876.0,0.17157819800013385,,,,,,,
,0.0,3.4,0.0,0.07636942947830895,0.0,3.8666666666666663,1682873962.0,,,5065.924608,1853.0,1125415.0,306,,,795847.0,5585.53088,,27589.664768,,,0.7350000000000136,,0.0024903260000428418,0.016344925438812476,,,5.5,4.666666666666666,3.9666666666666663,2.719744,,0.0,4617.0,1183,,,1064754.0,3838.246912,204000.145408,6478.0,865.509376,99.9048930555879,0.0
0.0001,,,,,,,1682873962.0,7.5721435546875,187.27995812038574,,,,306,0.017819891000272037,1.5279997569450643e-06,,,28096.0,,0.0028323370001999137,0.000428217999797198,,0.0,,,,,,,,,0.14729488899956777,,,1184,877.0,0.1708671889996367,,,,,,,
0.0001,,,,,,,1682873963.0,7.455322265625,186.949578086361,,,,307,0.01696391500036043,2.343999767617788e-06,,,28128.0,,0.002801051999995252,0.00042292499983886955,,0.0,0.0025120430000242777,,,,,,,,0.1484668690000035,,,1185,878.0,0.17116914799998995,,,,,,,
,0.0,3.4,0.0,0.07836633069399487,0.0,3.8666666666666663,1682873963.0,,,5066.5472,1860.0,1129915.0,307,0.017217215000073338,1.9350000002305023e-06,798862.0,5585.53088,,27589.664768,,0.00044079000008423463,0.73700000000008,,0.0025116540000453824,0.04904581193640336,,,5.519999999999982,4.666666666666666,3.9666666666666663,2.719744,0.15102406899995913,0.0,4623.0,1186,,,1067987.0,3838.246912,203980.73856,6516.0,865.509376,98.95879438088616,0.0
0.0001,,,,,,,1682873963.0,7.3614501953125,183.9398347974117,,,,307,,,,,28160.0,,0.0027742659999603347,,,0.0,,,,,,,,,,,,1187,879.0,0.17396992900012265,,,,,,,
0.0001,,,,,,,1682873963.0,7.3101806640625,186.47634937011588,,,,307,0.017206643000008626,1.8340001588512678e-06,,,28192.0,,0.0028398970002854185,0.0004406870002640062,,0.0,0.00251859499985585,,,,,,,,0.1485958749999554,,,1188,880.0,0.17160353100052816,,,,,,,
0.0001,,,,,,,1682873964.0,7.2713623046875,187.38683189541075,,,,308,0.01691461599966715,1.5929999790387228e-06,,,28224.0,,0.002700604999972711,0.0004093210000064573,,0.0,0.0024637890001031337,,,,,,,,0.14827981300004467,,,1189,881.0,0.17076973699977316,,,,,,,
,0.0,3.4,0.0,0.06608634956180319,0.0,3.8666666666666663,1682873964.0,,,5058.658304,1864.0,1132533.0,308,0.017013384999700065,1.8939999790745787e-06,800808.0,5585.53088,,27589.664768,,0.00042573400014589424,0.7380000000000564,,0.0025641389997872466,0.016347970035219168,,,5.536000000000001,4.833333333333333,4.0,2.719744,0.15120016399987435,0.0,4636.0,1190,,,1071350.0,3838.246912,203988.135936,6539.0,865.509376,89.69179654125686,0.0
0.0001,,,,,,,1682873964.0,7.5511474609375,183.93798029836375,,,,308,,,,,28256.0,,0.002766366999821912,,,0.0,,,,,,,,,,,,1191,882.0,0.17397168299930854,,,,,,,
0.0001,,,,,,,1682873964.0,7.267333984375,185.54598407586622,,,,308,0.016917869999815593,1.6700000742275734e-06,,,28288.0,,0.003098867000062455,0.0004195100000288221,,0.0,0.002538194999942789,,,,,,,,0.14948787399998764,,,1192,883.0,0.17246398599991153,,,,,,,
0.0001,,,,,,,1682873965.0,7.461181640625,188.14962184748543,,,,309,0.016900996000003943,1.7730003492033575e-06,,,28320.0,,0.002763357999810978,0.00042890499980785535,,0.0,0.0024692669999240024,,,,,,,,0.1475131090001014,,,1193,884.0,0.17007740799999738,,,,,,,
,0.0,3.4,0.0,0.08545272662565896,0.0,3.8666666666666663,1682873965.0,,,5062.336512,1868.0,1135905.0,309,0.018308574999991833,1.478999820392346e-06,803205.0,5585.53088,,27589.664768,,0.000447896999958175,0.7390000000000327,,0.002683804999833228,0.016348172270321055,,,5.5519999999999925,4.833333333333333,4.0,2.719744,0.14710015300033774,0.0,4646.0,1194,,,1075168.0,3838.246912,203984.019456,6568.0,865.509376,91.06695879120292,0.0
0.0001,,,,,,,1682873965.0,7.2564697265625,186.69922623370894,,,,309,,,,,28352.0,,0.002856766000149946,,,0.0,,,,,,,,,,,,1195,885.0,0.17139867500009132,,,,,,,
0.0001,,,,,,,1682873965.0,7.4617919921875,184.29538827945422,,,,309,0.016946798999924795,2.049000158876879e-06,,,28384.0,,0.002711115000238351,0.0004244439996909932,,0.0,0.0025669450001259975,,,,,,,,0.150982944000134,,,1196,886.0,0.17363429600027303,,,,,,,
0.0001,,,,,,,1682873966.0,7.2596435546875,186.45162439433747,,,,310,0.0169430559999455,1.684000380919315e-06,,,28416.0,,0.0028671150002992363,0.0004427980002219556,,0.0,0.002476856999692245,,,,,,,,0.14889477699989584,,,1197,887.0,0.1716262870004357,,,,,,,
,0.0,3.4,0.0,0.06924733340933088,0.0,3.8666666666666663,1682873966.0,,,5065.87136,1874.0,1138763.0,310,0.01702976300020964,1.8619998627400491e-06,805315.0,5585.53088,,27589.664768,,0.0004322559998399811,0.7410000000000991,,0.002522286999919743,0.06539183346458846,,,5.572000000000003,4.833333333333333,4.0,2.719744,0.14947025799983749,0.0,4658.0,1198,,,1078554.0,3838.246912,203980.931072,6587.0,865.509376,83.73152873245475,0.0
0.0001,,,,,,,1682873966.0,7.1219482421875,185.70280919833277,,,,310,,,,,28448.0,,0.002861914999812143,,,0.0,,,,,,,,,,,,1199,888.0,0.17231834099948173,,,,,,,
0.0001,,,,,,,1682873966.0,7.146484375,184.082904636057,,,,310,0.016918195000016567,1.6909998521441594e-06,,,28480.0,,0.0026786879998326185,0.0004222299999128154,,0.0,0.0025647759998719266,,,,,,,,0.15124913899990133,,,1200,889.0,0.1738347189993874,,,,,,,
0.0001,,,,,,,1682873967.0,7.1136474609375,186.63162782301472,,,,311,0.01700407800035464,1.9929998416046146e-06,,,28512.0,,0.002933258999746613,0.00041964699994423427,,0.0,0.002559755999754998,,,,,,,,0.1485420230001182,,,1201,890.0,0.1714607559997603,,,,,,,
,0.0,3.4,0.0,0.07491248610321483,0.0,3.8666666666666663,1682873967.0,,,5065.138176,1878.0,1141488.0,311,0.016858930000125838,1.669000084802974e-06,807307.0,5585.53088,,27589.664768,,0.0004262600000402017,0.7430000000000518,,0.0024665939999977127,0.016347445017877868,,,5.587999999999994,4.833333333333333,4.0,2.719744,0.1475397819999671,0.0,4670.0,1202,,,1082071.0,3838.246912,203981.68064,6605.0,865.509376,87.74626014368587,0.0
0.0001,,,,,,,1682873967.0,7.2684326171875,188.11717866095003,,,,311,,,,,28544.0,,0.002813504999721772,,,0.0,,,,,,,,,,,,1203,891.0,0.17010673999993742,,,,,,,
0.0001,,,,,,,1682873967.0,7.0367431640625,186.82415849881335,,,,311,0.01693744099975447,1.9449998944764957e-06,,,28576.0,,0.002806514999974752,0.0004201110000394692,,0.0,0.002504586999748426,,,,,,,,0.14861345899998923,,,1204,892.0,0.17128405799940083,,,,,,,
0.0001,,,,,,,1682873968.0,7.263671875,185.66412448921466,,,,312,0.016939090000050783,1.5489999896090012e-06,,,28608.0,,0.002745780000168452,0.00041865299999699346,,0.0,0.0024792029998934595,,,,,,,,0.14976997000030678,,,1205,893.0,0.17235424500040608,,,,,,,
,0.0,3.4,0.0,0.12611645910564986,0.0,3.8666666666666663,1682873968.0,,,5064.794112,1887.0,1144861.0,312,0.01689136899994992,,809657.0,5585.53088,,27589.664768,,0.00041535599984854343,0.7460000000000946,,0.002492351000000781,0.07269305692445356,,,5.608000000000004,4.833333333333333,4.0,2.719744,,0.0,4679.0,1206,,,1086193.0,3838.246912,204001.30048,6625.0,865.509376,88.64853612419381,0.0
0.0001,,,,,,,1682873968.0,7.057861328125,186.15428738382886,,,,312,,1.6230001165240537e-06,,,28640.0,,0.0027093990001958446,,,0.0,,,,,,,,,0.1493903210002827,,,1207,894.0,0.17190041900039432,,,,,,,
0.0001,,,,,,,1682873969.0,7.199462890625,186.2552539561567,,,,313,0.017622332999962964,1.8519999684940558e-06,,,28672.0,,0.002919750999808457,0.0004428779998306709,,0.0,0.0025446259996897425,,,,,,,,0.14827579399980095,,,1208,895.0,0.17180723399906128,,,,,,,
0.0001,,,,,,,1682873969.0,6.998779296875,187.43741164724088,,,,313,0.016906512999867118,1.7329998627246823e-06,,,28704.0,,0.0028519509996840497,0.00041771799988055136,,0.0,0.002596759999960341,,,,,,,,0.14794897999991008,,,1209,896.0,0.17072365499916486,,,,,,,
,0.0,3.4,0.0,0.08181120526943579,0.0,3.8666666666666663,1682873969.0,,,5076.041728,1891.0,1148156.0,313,0.01694217399972331,,812012.0,5585.53088,,27589.664768,,0.0004700389999925392,0.7470000000000709,,0.00254992099962692,0.01634787280858581,,,5.623999999999995,4.7,4.0,2.719744,,0.0,4693.0,1210,,,1090217.0,3838.246912,203990.048768,6645.0,865.509376,113.60126436030951,0.0
0.0001,,,,,,,1682873969.0,7.0821533203125,185.99488831516157,,,,313,,1.683999926171964e-06,,,28736.0,,0.0028763949999301985,,,0.0,,,,,,,,,0.14920752599982734,,,1211,897.0,0.17204773899902648,,,,,,,
0.0001,,,,,,,1682873970.0,7.2745361328125,186.06886477318537,,,,314,0.017492552000021533,1.8999999156221747e-06,,,28768.0,,0.0029008329997850524,0.0004554070001177024,,0.0,0.0025428590001865814,,,,,,,,0.148585785999785,,,1212,898.0,0.1719793369998115,,,,,,,
0.0001,,,,,,,1682873970.0,7.06298828125,186.56090886269902,,,,314,0.01699081600008867,1.514999894425273e-06,,,28800.0,,0.0027096049998363014,0.0004248300001563621,,0.0,0.00267569600009665,,,,,,,,0.14872328900037246,,,1213,899.0,0.17152575100044487,,,,,,,
,0.0,3.4,0.0,0.12240983649809586,0.0,3.8666666666666663,1682873970.0,,,5090.820096,1898.0,1151845.0,314,0.016962737000085326,,814605.0,5585.53088,,27589.664768,,0.0004263740001988481,0.75,,0.002610214000014821,0.07356563763299485,,,5.6440000000000055,4.7,4.0,2.719744,,0.0,4707.0,1214,,,1094024.0,3838.246912,203975.712768,6662.0,865.509376,104.40306617468364,0.0
0.0001,,,,,,,1682873970.0,7.037109375,186.12065473875236,,,,314,,1.5589998838549946e-06,,,28832.0,,0.0029550689996540314,,,0.0,,,,,,,,,0.1489755289999266,,,1215,900.0,0.1719314819997635,,,,,,,
0.0001,,,,,,,1682873971.0,7.22802734375,186.87623123035272,,,,315,0.016986519000056433,1.7359998309984803e-06,,,28864.0,,0.0028205269995851268,0.0004368849999991653,,0.0,0.002482193000105326,,,,,,,,0.14850846999979694,,,1216,901.0,0.171236329999374,,,,,,,
0.0001,,,,,,,1682873971.0,7.089111328125,186.21037134164462,,,,315,0.016916291999677924,1.657000211707782e-06,,,28896.0,,0.0028169900001557835,0.0004216769998492964,,0.0,0.002508624999791209,,,,,,,,0.14918340400026864,,,1217,902.0,0.17184864499995456,,,,,,,
,0.0,3.4,0.0,0.06519433616737823,0.0,3.8666666666666663,1682873971.0,,,5085.53216,1902.0,1154428.0,315,0.016959231999862823,,816561.0,5585.53088,,27589.664768,,0.00044637100018007914,0.7520000000000664,,0.002539158000217867,0.01634847563235573,,,5.659999999999997,4.7,4.0,2.719744,,0.0,4720.0,1218,,,1097589.0,3838.246912,203980.562432,6680.0,865.509376,96.81049193877385,0.0
0.0001,,,,,,,1682873971.0,7.3095703125,186.32878023015178,,,,315,,1.7500001376902219e-06,,,28928.0,,0.002900744999806193,,,0.0,,,,,,,,,0.14889218200005416,,,1219,903.0,0.17173943800025882,,,,,,,
0.0001,,,,,,,1682873972.0,6.9288330078125,186.60348179568453,,,,316,0.016912898999635217,2.0069996935490053e-06,,,28960.0,,0.002873516999898129,0.00041629299994383473,,0.0,0.0025238200000785582,,,,,,,,0.1487580819998584,,,1220,904.0,0.1714866179991077,,,,,,,
,0.0,3.4,0.0,0.08112479952540118,0.0,3.8666666666666663,1682873972.0,,,5085.22496,1905.0,1158118.0,316,0.016894382000373298,1.7120000848080963e-06,819052.0,5585.53088,,27589.664768,,0.00042993000033675344,0.7530000000000427,,0.002526724999825092,0.012260916269947112,,,5.671999999999997,4.7,4.0,2.719744,0.150933349999832,0.0,4728.0,1221,,,1101130.0,3838.246912,203962.085376,6693.0,865.509376,98.98544229182141,0.0
0.0001,,,,,,,1682873972.0,7.2608642578125,184.36192915283294,,,,316,,,,,28992.0,,0.0027855280000039784,,,0.0,,,,,,,,,,,,1222,905.0,0.17357162700045592,,,,,,,
0.0001,,,,,,,1682873972.0,7.23193359375,186.1047353602333,,,,316,0.01697630000035133,1.68999986271956e-06,,,29024.0,,0.002501257999938389,0.0004231789998812019,,0.0,0.002529893999962951,,,,,,,,0.14951386799975808,,,1223,906.0,0.17194618899975467,,,,,,,
0.0001,,,,,,,1682873973.0,7.1939697265625,187.25208190050682,,,,317,0.01696070600019084,1.8380001165496651e-06,,,29056.0,,0.002793990000100166,0.00042271599977539154,,0.0,0.0024360930001421366,,,,,,,,0.14827728299997034,,,1224,907.0,0.17089262600029542,,,,,,,
,0.0,3.4,0.0,0.06901651692798648,0.0,3.8666666666666663,1682873973.0,,,5091.639296,1912.0,1160755.0,317,0.01692429600007017,1.5660002645745408e-06,821051.0,5585.53088,,27589.664768,,0.00042518100008237525,0.7549999999999955,,0.0024846960000104445,0.04904435345849036,,,5.699999999999989,4.7,4.0,2.719744,0.14887406900015776,0.0,4741.0,1225,,,1104870.0,3838.246912,203955.109888,6709.0,865.509376,95.095205298911,0.0
0.0001,,,,,,,1682873973.0,7.2401123046875,186.55186109599944,,,,317,,,,,29088.0,,0.002824262000103772,,,0.0,,,,,,,,,,,,1226,908.0,0.1715340700006891,,,,,,,
