01_general/lr,disk/time/disk_read_time_sys_s,memory/used_memory_sys_percent,process/memory/dirty_pages_proc_count,bandwidth/net_sent_sys_bandwidth_Mbits,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_fifteen_min_percent,_timestamp,01_general/minibatch_loss,01_general/step_based_sps,memory/used_memory_sys_MB,disk/counter/disk_write_sys_count,cpu/interrupts/soft_interrupts_count,_runtime,02_timing/forward_time_s,02_timing/opt_step_time_s,cpu/interrupts/interrupts_count,process/memory/lib_memory_proc_MB,01_general/locally_processed_samples,process/memory/virtual_memory_size_proc_MB,02_timing/dataload_time_s,02_timing/loss_calc_time_s,disk/time/disk_write_time_sys_s,01_general/dataset_iteration_count,02_timing/dataload_cuda_move_time_s,bandwidth/disk_write_sys_bandwidth_MBs,cpu/logical_core_count,memory/total_memory_sys_MB,disk/time/disk_busy_time_sys_s,cpu/load/avg_sys_load_one_min_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/text_resident_set_proc_MB,02_timing/backward_time_s,disk/counter/disk_read_sys_count,process/involuntary_proc_ctx_switches,_step,01_general/step,02_timing/step_time_s,cpu/interrupts/ctx_switches_count,process/memory/resident_set_size_proc_MB,memory/available_memory_sys_MB,process/voluntary_proc_ctx_switches,process/memory/shared_memory_proc_MB,bandwidth/net_recv_sys_bandwidth_Mbits,process/memory/data_resident_set_proc_MB
0.0001,,,,,,,1682874737.0,7.0347900390625,194.3866741427382,,,,1081,,,,,87248.0,,0.002273450999837223,,,2.0,,,,,,,,,,,,3812,16.0,0.16462033799962228,,,,,,,
0.0001,,,,,,,1682874737.0,7.302490234375,194.12097352143783,,,,1081,0.01600429699965389,1.2740001693600789e-06,,,87280.0,,0.0028114639999330393,0.0002948229998764873,,2.0,0.0024759000002632092,,,,,,,,0.14325790200018673,,,3813,17.0,0.16484566000008272,,,,,,,
0.0001,,,,,,,1682874737.0,7.372395992279053,75.68604670894753,,,,1081,0.015230226999847218,1.217000317410566e-06,,,87283.0,,0.0032461959999636747,0.0002949260001514631,,2.0,0.00034086599998772726,,,,,,,,0.020523993000097107,,,3814,18.0,0.0396374250003646,,,,,,,
0.0001,,,,,,,1682874737.0,6.933035850524902,163.14258484587182,,,,1081,0.015278214999852935,1.3700000636163168e-06,,,87290.0,,0.0010974780002470652,0.00031994400023904745,,2.0,0.0007413960001940723,,,,,,,,0.02546884899993529,,,3815,19.0,0.042907252000532026,,,,,,,
,0.0,3.0,0.0,0.616749392980289,0.0,3.766666666666666,1682874738.0,,,4488.15104,5527.0,3305008.0,1082,,,2392895.0,5586.415616,,28682.694656,,,2.0690000000000737,,,0.02041635562585354,,,17.695999999999998,0.8,3.1333333333333333,2.719744,,0.0,10146.0,3816,,,3338690.0,3835.02336,204824.33024,22339.0,860.618752,0.25794789311445065,0.0
,0.0,3.1,0.0,1.3898531901249622,0.0,3.766666666666666,1682874739.0,,,4660.641792,5528.0,3316878.0,1083,,,2402273.0,5586.415616,,28721.246208,,,2.07000000000005,,,0.004085339339273983,,,17.69999999999999,0.8,3.1333333333333333,2.719744,,0.0,10146.0,3817,,,3345545.0,3835.068416,204598.31296,22345.0,860.635136,165.91706485471667,0.0
0.0001,,,,,,,1682874739.0,7.2596435546875,18.382533503528652,,,,1083,0.020886717999928806,1.4510001165035646e-06,,,87322.0,,1.5814221730001918,0.0005738650002058421,,3.0,0.0024894449998100754,,,,,,,,0.13540924899962192,,,3818,0.0,1.740782900999875,,,,,,,
0.0001,,,,,,,1682874740.0,7.312255859375,195.99832786487943,,,,1084,0.0173422230000142,1.5619998521287926e-06,,,87354.0,,0.0023758749998705753,0.00045743200007564155,,3.0,0.0025981260000662587,,,,,,,,0.1404914810000264,,,3819,1.0,0.1632666989999052,,,,,,,
,0.0,3.3,0.0,0.6531508761569652,0.0,3.8,1682874740.0,,,4916.14208,5533.0,3327357.0,1084,0.01690446900011011,,2409904.0,5586.415616,,28794.126336,,0.00043469100000947947,2.0720000000000027,,0.0025598639999770967,0.05312622639355929,,,17.71599999999998,1.5333333333333334,3.266666666666666,2.719744,,0.0,10156.0,3820,,,3352827.0,3848.175616,204127.715328,22377.0,873.742336,515.661527223275,0.0
0.0001,,,,,,,1682874740.0,7.0899658203125,196.7304493625788,,,,1084,,1.5320001693908125e-06,,,87386.0,,0.0026520189999246213,,,3.0,,,,,,,,,0.14010653600007572,,,3821,2.0,0.16265911100026642,,,,,,,
0.0001,,,,,,,1682874740.0,7.0718994140625,192.34077630841242,,,,1084,0.017371911999816803,1.398000222252449e-06,,,87418.0,,0.0027245119999861345,0.00044091099971410586,,3.0,0.00251717799983453,,,,,,,,0.1433154670003205,,,3822,3.0,0.16637137799989432,,,,,,,
0.0001,,,,,,,1682874741.0,7.136962890625,193.6558758691925,,,,1085,0.01693218299988075,1.6069998309831135e-06,,,87450.0,,0.0026869809998970595,0.0004617740000867343,,3.0,0.0025471140002082393,,,,,,,,0.14261190599972906,,,3823,4.0,0.16524156499963283,,,,,,,
,0.0,3.3,0.0,0.05182592355025274,0.0,3.8,1682874741.0,,,4920.561664,5537.0,3329390.0,1085,0.016868344000158686,,2411853.0,5586.415616,,28813.402112,,0.0004439780000211613,2.0730000000000928,,0.0024081589999696007,0.016346756722414136,,,17.732,1.5333333333333334,3.266666666666666,2.719744,,0.0,10170.0,3824,,,3354185.0,3848.200192,204123.295744,22403.0,873.766912,84.67777226538851,0.0
0.0001,,,,,,,1682874741.0,7.1932373046875,194.6384207234965,,,,1085,,1.3829999261361081e-06,,,87482.0,,0.0033810799995990237,,,3.0,,,,,,,,,0.14130447299976368,,,3825,5.0,0.16440741699943828,,,,,,,
0.0001,,,,,,,1682874741.0,7.2900390625,194.01059112408305,,,,1085,0.016853321999860782,1.5189998521236703e-06,,,87514.0,,0.002439104999666597,0.0005282890001581109,,3.0,0.0024778249999144464,,,,,,,,0.14263938899966888,,,3826,6.0,0.16493944899912094,,,,,,,
0.0001,,,,,,,1682874742.0,7.023681640625,193.86264782942712,,,,1086,0.01712775199985117,1.401000190526247e-06,,,87546.0,,0.0023046869996505848,0.0005184569999983069,,3.0,0.002532193000206462,,,,,,,,0.14258083000004262,,,3827,7.0,0.16506531999993967,,,,,,,
,0.0,3.3,0.0,0.08426464031343599,0.0,3.8,1682874742.0,,,4926.926848,5541.0,3334252.0,1086,0.016882968999652803,,2415179.0,5586.415616,,28755.574784,,0.0005012149999856774,2.074000000000069,,0.0024541520001548633,0.016346877274409942,,,17.74799999999999,1.5333333333333334,3.266666666666666,2.719744,,0.0,10217.0,3828,,,3356486.0,3848.17152,204116.93056,22414.0,873.73824,105.51997877953711,0.0
0.0001,,,,,,,1682874742.0,7.31005859375,195.02729757553212,,,,1086,,1.4889997146383394e-06,,,87578.0,,0.002484569999978703,,,3.0,,,,,,,,,0.1417551999998068,,,3829,8.0,0.16407959499929348,,,,,,,
0.0001,,,,,,,1682874742.0,7.1773681640625,195.64777369906332,,,,1086,0.016768291000062163,1.4679999367217533e-06,,,87610.0,,0.002485094999883586,0.00043353000000934117,,3.0,0.0024793050001790107,,,,,,,,0.14139154499980577,,,3830,9.0,0.1635592339998766,,,,,,,
0.0001,,,,,,,1682874743.0,6.84619140625,193.6855250396899,,,,1087,0.016837614999985817,1.419000000169035e-06,,,87642.0,,0.002747463000105199,0.000427221999871108,,3.0,0.0024410639998677652,,,,,,,,0.1427614869999161,,,3831,10.0,0.16521626999974615,,,,,,,
,0.0,3.3,0.0,0.06638453268198269,0.0,3.8,1682874743.0,,,4936.495104,5545.0,3337323.0,1087,0.01681916600000477,,2417668.0,5586.415616,,28736.299008,,0.0004420989998834557,2.0750000000000455,,0.002473277999797574,0.01634670229069793,,,17.76399999999998,1.5333333333333334,3.266666666666666,2.719744,,0.0,10233.0,3832,,,3358029.0,3848.105984,204106.866688,22429.0,873.672704,82.80588863568953,0.0
0.0001,,,,,,,1682874743.0,7.0953369140625,193.40448402345402,,,,1087,,1.6349999896192458e-06,,,87674.0,,0.002319294999779231,,,3.0,,,,,,,,,0.14340087699974902,,,3833,11.0,0.16545634999920367,,,,,,,
0.0001,,,,,,,1682874743.0,7.0672607421875,195.60680084204103,,,,1087,0.016868527000042377,1.5519999578827992e-06,,,87706.0,,0.0022106700002950674,0.000429513000199222,,3.0,0.002444710999952804,,,,,,,,0.1416385210000044,,,3834,12.0,0.16359349400045176,,,,,,,
0.0001,,,,,,,1682874744.0,7.27197265625,193.28237910484003,,,,1088,0.01679106600022351,1.5260002328432165e-06,,,87738.0,,0.002513773999908153,0.0004377129998829332,,3.0,0.0024411419999523787,,,,,,,,0.14337565499999982,,,3835,13.0,0.16556087600019964,,,,,,,
,0.0,3.3,0.0,0.09310678449034543,0.0,3.8,1682874744.0,,,4942.319616,5552.0,3342060.0,1088,0.016941097999733756,,2421015.0,5586.415616,,28697.747456,,0.00046746199996050564,2.078000000000088,,0.0024576159999014635,0.08990611405712991,,,17.783999999999992,1.5333333333333334,3.266666666666666,2.719744,,0.0,10241.0,3836,,,3360297.0,3848.06912,204101.042176,22443.0,873.63584,96.25827155203663,0.0
0.0001,,,,,,,1682874744.0,7.3468017578125,193.457049236833,,,,1088,,1.7130000742326956e-06,,,87770.0,,0.002766918000361329,,,3.0,,,,,,,,,0.14277658600030918,,,3837,14.0,0.16541139300034047,,,,,,,
0.0001,,,,,,,1682874744.0,7.2882080078125,194.81732463476845,,,,1088,0.016918934999921476,1.8549999367678538e-06,,,87802.0,,0.0026655140000002575,0.0004417469999680179,,3.0,0.002548168999965128,,,,,,,,0.14168021900013628,,,3838,15.0,0.16425643899992792,,,,,,,
0.0001,,,,,,,1682874745.0,7.066650390625,193.3354982063594,,,,1089,0.01687799299998005,1.8850000742531847e-06,,,87834.0,,0.0027827990002151637,0.00045004700041317847,,3.0,0.0025475870002082956,,,,,,,,0.14285507700014932,,,3839,16.0,0.16551538800104026,,,,,,,
,0.0,3.3,0.0,0.0653882245929527,0.0,3.8,1682874745.0,,,4948.840448,5556.0,3344884.0,1089,0.016914808999899833,,2423309.0,5586.415616,,28697.747456,,0.00043951899988314835,2.080000000000041,,0.002532679000069038,0.016347056150520962,,,17.799999999999983,1.6666666666666667,3.266666666666666,2.719744,,0.0,10255.0,3840,,,3362412.0,3848.134656,204094.521344,22457.0,873.701376,79.5337521291439,0.0
0.0001,,,,,,,1682874745.0,7.264404296875,191.0824324778582,,,,1089,,1.463999979023356e-06,,,87866.0,,0.0030602430001636094,,,3.0,,,,,,,,,0.14451827699986097,,,3841,17.0,0.16746699099985562,,,,,,,
0.0001,,,,,,,1682874745.0,7.4345703125,195.01654477703136,,,,1089,0.01685863100010465,1.8810001165547874e-06,,,87898.0,,0.0027599260001807124,0.0004268510001566028,,3.0,0.002559166999617446,,,,,,,,0.1414821859998483,,,3842,18.0,0.16408864200002427,,,,,,,
0.0001,,,,,,,1682874746.0,7.0394287109375,194.8477446016934,,,,1090,0.01693006899995453,1.8519999684940558e-06,,,87930.0,,0.0030010000000402215,0.00045218200011731824,,3.0,0.002476247000231524,,,,,,,,0.14136944500023674,,,3843,19.0,0.16423079500054882,,,,,,,
,0.0,3.3,0.0,0.08550136293664354,0.0,3.8,1682874746.0,,,4950.20032,5560.0,3348873.0,1090,0.016788508999979967,,2426232.0,5586.415616,,28697.747456,,0.0004440309999154124,2.080000000000041,,0.002473098000336904,0.01634678783056299,,,17.816000000000003,1.6666666666666667,3.266666666666666,2.719744,,0.0,10267.0,3844,,,3363945.0,3848.134656,204092.665856,22479.0,873.701376,99.70475005372491,0.0
0.0001,,,,,,,1682874746.0,7.3306884765625,192.40843384836245,,,,1090,,1.5939999684633221e-06,,,87962.0,,0.002950542999769823,,,3.0,,,,,,,,,0.14365510100014944,,,3845,20.0,0.16631287600012,,,,,,,
0.0001,,,,,,,1682874746.0,7.13330078125,194.59204622789684,,,,1090,0.016847682999923563,1.633000010770047e-06,,,87994.0,,0.002645188000315102,0.0004349859996182204,,3.0,0.002544895000028191,,,,,,,,0.14197221299991725,,,3846,21.0,0.1644465979998131,,,,,,,
0.0001,,,,,,,1682874747.0,7.36865234375,193.34639468779008,,,,1091,0.01702064499977496,1.6040003174566664e-06,,,88026.0,,0.002929111999947054,0.0004401849996611418,,3.0,0.0024173090000658704,,,,,,,,0.14269720500033145,,,3847,22.0,0.16550606000009793,,,,,,,
,0.0,3.3,0.0,0.07539534387445063,0.0,3.8,1682874747.0,,,4953.075712,5564.0,3353111.0,1091,0.01689912399979221,,2429248.0,5586.415616,,28697.747456,,0.00044816499985245173,2.0820000000001073,,0.0024292040002364956,0.016346566194845195,,,17.831999999999994,1.6666666666666667,3.266666666666666,2.719744,,0.0,10282.0,3848,,,3366266.0,3848.134656,204089.536512,22502.0,873.701376,94.3132616450486,0.0
0.0001,,,,,,,1682874747.0,7.2220458984375,192.0554936668828,,,,1091,,1.5649998204025906e-06,,,88058.0,,0.0027498290000949055,,,3.0,,,,,,,,,0.14409062200002154,,,3849,23.0,0.166618508999818,,,,,,,
0.0001,,,,,,,1682874747.0,7.1644287109375,193.17797767263886,,,,1091,0.01674004699998477,1.5989999155863188e-06,,,88090.0,,0.002683128000171564,0.00042508399974394706,,3.0,0.002431155999602197,,,,,,,,0.14336933799995677,,,3850,24.0,0.16565035199937483,,,,,,,
0.0001,,,,,,,1682874748.0,7.0780029296875,194.95946320658024,,,,1092,0.0168918979998125,1.419000000169035e-06,,,88122.0,,0.002771564999875409,0.0004425429997354513,,3.0,0.0024735679999139393,,,,,,,,0.14155569200011087,,,3851,25.0,0.16413668499944833,,,,,,,
,0.0,3.3,0.0,0.0705124422784669,0.0,3.8,1682874748.0,,,4954.861568,5568.0,3355907.0,1092,0.016874421000011353,,2431492.0,5586.415616,,28697.747456,,0.00044250300015846733,2.0830000000000837,,0.002502794000065478,0.016347009486810244,,,17.847999999999985,1.6666666666666667,3.266666666666666,2.719744,,0.0,10295.0,3852,,,3367625.0,3848.134656,204087.74656,22515.0,873.701376,77.15034183532147,0.0
0.0001,,,,,,,1682874748.0,7.2120361328125,192.77370420122708,,,,1092,,1.5180003174464218e-06,,,88154.0,,0.0027664729996104143,,,3.0,,,,,,,,,0.14341003500021543,,,3853,26.0,0.1659977440003786,,,,,,,
0.0001,,,,,,,1682874748.0,7.19384765625,191.83027701069068,,,,1092,0.016955561000031594,1.9030003386433236e-06,,,88186.0,,0.002697346999866568,0.00047518000019408646,,3.0,0.0023943310002323415,,,,,,,,0.1442898039999818,,,3854,27.0,0.16681412600064505,,,,,,,
0.0001,,,,,,,1682874749.0,7.307861328125,193.25762787892887,,,,1093,0.01688723499955813,1.5160003385972232e-06,,,88218.0,,0.0027990499997940788,0.0004387980002320546,,3.0,0.002466737999839097,,,,,,,,0.14298874299993258,,,3855,28.0,0.16558207999969454,,,,,,,
,0.0,3.3,0.0,0.06380782667035251,0.0,3.8,1682874749.0,,,4957.212672,5574.0,3359446.0,1093,0.016820671999994374,,2434087.0,5586.415616,,28697.747456,,0.0004360940001788549,2.0860000000000127,,0.0024562579997109424,0.04495442579064863,,,17.864000000000004,1.6666666666666667,3.266666666666666,2.719744,,0.0,10308.0,3856,,,3370430.0,3848.134656,204085.997568,22531.0,873.701376,85.07118226986229,0.0
0.0001,,,,,,,1682874749.0,7.1666259765625,193.4145746271388,,,,1093,,1.3570002010965254e-06,,,88250.0,,0.0026795369999490504,,,3.0,,,,,,,,,0.14305379999996148,,,3857,29.0,0.1654477179999958,,,,,,,
0.0001,,,,,,,1682874749.0,7.2874755859375,191.26787439296075,,,,1093,0.017428616999950464,1.5290002011170145e-06,,,88282.0,,0.0027273630003037397,0.00043193300007260405,,3.0,0.0025515060001453094,,,,,,,,0.1441636770000514,,,3858,30.0,0.16730462500072463,,,,,,,
0.0001,,,,,,,1682874750.0,7.1873779296875,192.90111246946807,,,,1094,0.017024457000388793,1.6710000636521727e-06,,,88314.0,,0.003026097000201844,0.0004434429997672851,,3.0,0.0025301830000898917,,,,,,,,0.14286225399973773,,,3859,31.0,0.1658881050002492,,,,,,,
,0.0,3.3,0.0,0.08257755774399972,0.0,3.8,1682874750.0,,,4958.588928,5578.0,3363821.0,1094,0.016973875000076077,,2436966.0,5586.415616,,28697.747456,,0.00044106299992563436,2.0870000000001028,,0.0025649539998084947,0.01634630178652392,,,17.879999999999995,1.8000000000000003,3.266666666666666,2.719744,,0.0,10321.0,3860,,,3373202.0,3848.134656,204085.16608,22545.0,873.701376,98.27194698394464,0.0
0.0001,,,,,,,1682874750.0,7.14111328125,193.8104442164862,,,,1094,,1.207999957841821e-06,,,88346.0,,0.0028918339999108866,,,3.0,,,,,,,,,0.14223684699982186,,,3861,32.0,0.1651097809995008,,,,,,,
0.0001,,,,,,,1682874750.0,7.2548828125,190.78674132324952,,,,1094,0.01745010500007993,1.7689999367576092e-06,,,88378.0,,0.003040908999992098,0.0004276619997654052,,3.0,0.002472060999934911,,,,,,,,0.14433403400016687,,,3862,33.0,0.16772653999987597,,,,,,,
0.0001,,,,,,,1682874751.0,7.2344970703125,192.41023748276888,,,,1095,0.016864437000094767,1.3969997780804988e-06,,,88410.0,,0.002847150999969017,0.0004402540002956812,,3.0,0.0024794699997983116,,,,,,,,0.14367860799984555,,,3863,34.0,0.1663113169997814,,,,,,,
,0.0,3.3,0.0,0.06749727666350655,0.0,3.8,1682874751.0,,,4968.382464,5582.0,3367158.0,1095,0.01687911199996961,,2439413.0,5586.415616,,28697.747456,,0.0004418610001266643,2.0890000000000555,,0.002475626999967062,0.016347495580196703,,,17.900000000000006,1.8000000000000003,3.266666666666666,2.719744,,0.0,10323.0,3864,,,3376548.0,3848.134656,204074.930176,22571.0,873.701376,88.43101902199214,0.0
0.0001,,,,,,,1682874751.0,7.3255615234375,193.11677266688056,,,,1095,,1.3700000636163168e-06,,,88442.0,,0.002843383000254107,,,3.0,,,,,,,,,0.14306149899994125,,,3865,35.0,0.1657028520003223,,,,,,,
0.0001,,,,,,,1682874751.0,7.26318359375,191.0475899375665,,,,1095,0.017175533999761683,1.5739997252239846e-06,,,88474.0,,0.003099923999798193,0.00043873200002053636,,3.0,0.002462855999965541,,,,,,,,0.14431891300000643,,,3866,36.0,0.1674975329992776,,,,,,,
0.0001,,,,,,,1682874752.0,7.333984375,192.06149348144703,,,,1096,0.01683630900015487,1.5249997886712663e-06,,,88506.0,,0.002946453999811638,0.0004359079998721427,,3.0,0.0024579549999543815,,,,,,,,0.14393515299980209,,,3867,37.0,0.1666133039993838,,,,,,,
,0.0,3.3,0.0,0.08497555262985503,0.0,3.8,1682874752.0,,,4970.786816,5586.0,3370811.0,1096,0.01678630400010661,,2441929.0,5586.415616,,28697.747456,,0.0004326660000515403,2.090000000000032,,0.0024152139999387146,0.016346978370558252,,,17.915999999999997,1.8000000000000003,3.266666666666666,2.719744,,0.0,10323.0,3868,,,3379926.0,3848.134656,204072.579072,22595.0,873.701376,92.38925054588638,0.0
0.0001,,,,,,,1682874752.0,7.233642578125,192.97343674789988,,,,1096,,1.45800004247576e-06,,,88538.0,,0.0028272370000195224,,,3.0,,,,,,,,,0.14336305300003005,,,3869,38.0,0.1658259320001889,,,,,,,
0.0001,,,,,,,1682874752.0,7.40673828125,192.61876118864467,,,,1096,0.016821644000174274,1.3700000636163168e-06,,,88570.0,,0.0028362709999782965,0.00043210800004089833,,3.0,0.0024713889997656224,,,,,,,,0.14356849100022373,,,3870,39.0,0.16613127300024644,,,,,,,
0.0001,,,,,,,1682874753.0,7.1763916015625,191.7533844388697,,,,1097,0.017213499999797932,1.538999640615657e-06,,,88602.0,,0.0027833190001729236,0.00044105000006311457,,3.0,0.002462990999902104,,,,,,,,0.1439786189998813,,,3871,40.0,0.16688101799945798,,,,,,,
,0.0,3.3,0.0,0.06907526617522439,0.0,3.8,1682874753.0,,,4969.394176,5593.0,3373955.0,1097,0.01742289999992863,,2444223.0,5586.415616,,28697.747456,,0.00046269799986475846,2.094000000000051,,0.0025841259998742316,0.08990799609933736,,,17.939999999999998,1.8000000000000003,3.266666666666666,2.719744,,0.0,10331.0,3872,,,3383597.0,3848.06912,204073.529344,22619.0,873.63584,89.31900453332786,0.0
0.0001,,,,,,,1682874753.0,6.96484375,192.36544587108997,,,,1097,,1.5720002011221368e-06,,,88634.0,,0.002809135999996215,,,3.0,,,,,,,,,0.14306961000011142,,,3873,41.0,0.16635004199997638,,,,,,,
0.0001,,,,,,,1682874753.0,7.4140625,192.93599579859838,,,,1097,0.01715912700001354,1.5880000319157261e-06,,,88666.0,,0.0028620590001082746,0.0004424319999998261,,3.0,0.002548535999721935,,,,,,,,0.14284437000014805,,,3874,42.0,0.16585811200002354,,,,,,,
0.0001,,,,,,,1682874754.0,7.1439208984375,193.5035804834937,,,,1098,0.017310016000010364,1.4380002539837733e-06,,,88698.0,,0.0027184330001546186,0.000457310999991023,,3.0,0.002547665000292909,,,,,,,,0.14233675400009815,,,3875,43.0,0.16537161700080105,,,,,,,
,0.0,3.3,0.0,0.07601833407660571,0.0,3.8,1682874754.0,,,4964.663296,5597.0,3378173.0,1098,0.01732256300010704,,2447110.0,5586.415616,,28697.747456,,0.00047100899973884225,2.0950000000000273,,0.0026072880000356236,0.016346655621748044,,,17.95599999999999,1.8000000000000003,3.266666666666666,2.719744,,0.0,10344.0,3876,,,3386688.0,3848.134656,204087.062528,22636.0,873.701376,94.32509578840742,0.0
0.0001,,,,,,,1682874754.0,6.9825439453125,192.8311663468011,,,,1098,,1.4889997146383394e-06,,,88730.0,,0.002694425000299816,,,3.0,,,,,,,,,0.1428515040001912,,,3877,44.0,0.16594827800008716,,,,,,,
0.0001,,,,,,,1682874754.0,7.259521484375,191.5161505333128,,,,1098,0.017418358999748307,1.8310001905774698e-06,,,88762.0,,0.0027327769998919393,0.0004507789999479428,,3.0,0.0026441529998919577,,,,,,,,0.14383983700008685,,,3878,45.0,0.16708773599975757,,,,,,,
0.0001,,,,,,,1682874755.0,7.140625,192.0855068638863,,,,1099,0.01747148999993442,1.5880000319157261e-06,,,88794.0,,0.0027541879999262164,0.0004433019998941745,,3.0,0.0026003379998655873,,,,,,,,0.14332156899990878,,,3879,46.0,0.1665924749995611,,,,,,,
,0.0,3.3,0.0,0.08856484772488293,0.0,3.8,1682874755.0,,,4971.679744,5601.0,3382323.0,1099,0.017232796999905986,,2450004.0,5586.415616,,28697.747456,,0.000493471000027057,2.0960000000000036,,0.0025822789998528606,0.016346503980352995,,,17.97199999999998,1.9333333333333331,3.266666666666666,2.719744,,0.0,10354.0,3880,,,3389650.0,3848.134656,204071.28064,22656.0,873.701376,94.38457828060467,0.0
0.0001,,,,,,,1682874755.0,7.4451904296875,195.53785188461572,,,,1099,,1.7120000848080963e-06,,,88826.0,,0.0027957889997196617,,,3.0,,,,,,,,,0.14054513100018085,,,3881,47.0,0.16365117899977122,,,,,,,
0.0001,,,,,,,1682874755.0,7.083251953125,193.41926141216047,,,,1099,0.017203733999849646,1.9659996723930817e-06,,,88858.0,,0.003076939000038692,0.00047143000028881943,,3.0,0.002505998999822623,,,,,,,,0.14218364099997416,,,3882,48.0,0.16544370899964633,,,,,,,
0.0001,,,,,,,1682874756.0,7.165283203125,192.42594059220363,,,,1100,0.017197094000039215,1.3290000424603932e-06,,,88890.0,,0.0027884139999514446,0.0004459490000954247,,3.0,0.002636701000028552,,,,,,,,0.14322825799990824,,,3883,49.0,0.16629774500006533,,,,,,,
,0.0,3.3,0.0,0.06782846188299896,0.0,3.8,1682874756.0,,,4965.142528,5605.0,3385502.0,1100,0.017262099999697966,,2452296.0,5586.415616,,28697.747456,,0.00043867200020031305,2.09800000000007,,0.002564459000041097,0.016346515645534212,,,17.988,1.9333333333333331,3.266666666666666,2.719744,,0.0,10356.0,3884,,,3392994.0,3848.134656,204090.294272,22685.0,873.701376,78.60910867515223,0.0
0.0001,,,,,,,1682874756.0,7.191650390625,193.0854903263369,,,,1100,,1.868000254034996e-06,,,88922.0,,0.0029231970002001617,,,3.0,,,,,,,,,0.14253940199978388,,,3885,50.0,0.16572969800017745,,,,,,,
0.0001,,,,,,,1682874756.0,7.096923828125,193.88879836390066,,,,1100,0.017358172000058403,1.734999841573881e-06,,,88954.0,,0.0026674069999899075,0.0004499810002016602,,3.0,0.0025445769997531897,,,,,,,,0.14202118499997596,,,3886,51.0,0.1650430569998207,,,,,,,
0.0001,,,,,,,1682874757.0,7.330322265625,191.50914406175045,,,,1101,0.0172954990002836,1.44300020110677e-06,,,88986.0,,0.0027856319998136314,0.00043690800021067844,,3.0,0.0025100959996962047,,,,,,,,0.1440642709999338,,,3887,52.0,0.16709384900013902,,,,,,,
,0.0,3.3,0.0,0.07487042025746338,0.0,3.8,1682874757.0,,,4965.113856,5609.0,3389830.0,1101,0.017247967000002973,,2455166.0,5586.415616,,28697.747456,,0.00045255000031829695,2.0990000000000464,,0.002564401000199723,0.01634697448194252,,,18.00399999999999,1.9333333333333331,3.266666666666666,2.719744,,0.0,10365.0,3888,,,3396423.0,3848.134656,204096.765952,22707.0,873.701376,86.67190616916315,0.0
0.0001,,,,,,,1682874757.0,7.1678466796875,192.4039058226855,,,,1101,,1.6819999473227654e-06,,,89018.0,,0.0029040429999440676,,,3.0,,,,,,,,,0.14314614700015227,,,3889,53.0,0.16631679000056465,,,,,,,
0.0001,,,,,,,1682874757.0,7.114990234375,194.11325706684303,,,,1101,0.01714220599978944,1.6829999367473647e-06,,,89050.0,,0.0027960100001109822,0.00044138500015833415,,3.0,0.0025167739995595184,,,,,,,,0.14195415499989394,,,3890,54.0,0.16485221299944897,,,,,,,
0.0001,,,,,,,1682874758.0,7.0528564453125,194.54124323551312,,,,1102,0.01734147600018332,1.89200000022538e-06,,,89082.0,,0.0028131990002293605,0.0004762540002047899,,3.0,0.002585216000170476,,,,,,,,0.14127150499962227,,,3891,55.0,0.16448954200041044,,,,,,,
,0.0,3.3,0.0,0.09129701849628953,0.0,3.8,1682874758.0,,,4968.32512,5615.0,3393509.0,1102,0.01742227200020352,,2457728.0,5586.415616,,28697.747456,,0.000462629999674391,2.100999999999999,,0.002561724999850412,0.053127553344537205,,,18.024,1.9333333333333331,3.266666666666666,2.719744,,0.0,10371.0,3892,,,3400269.0,3848.134656,204081.11104,22735.0,873.701376,103.22678026773467,0.0
0.0001,,,,,,,1682874758.0,7.079345703125,192.5647570003444,,,,1102,,1.7300003491982352e-06,,,89114.0,,0.0027756530002989166,,,3.0,,,,,,,,,0.1429538539996429,,,3893,56.0,0.16617786400001933,,,,,,,
0.0001,,,,,,,1682874758.0,7.290283203125,193.62841262710086,,,,1102,0.01731917400002203,1.6680000953783747e-06,,,89146.0,,0.002774388000034378,0.0004377759996714303,,3.0,0.0025629550000303425,,,,,,,,0.1421690409997609,,,3894,57.0,0.16526500199961447,,,,,,,
0.0001,,,,,,,1682874759.0,7.0401611328125,193.65372300891278,,,,1103,0.01726869300000544,1.4530000953527633e-06,,,89178.0,,0.002947720000065601,0.0004570810001496284,,3.0,0.0026383519998489646,,,,,,,,0.1419301030000497,,,3895,58.0,0.1652434020002147,,,,,,,
,0.0,3.3,0.0,0.09248583818916674,0.0,3.8,1682874759.0,,,4970.172416,5619.0,3397170.0,1103,0.017202300999997533,,2460337.0,5586.415616,,28697.747456,,0.0004356610002105299,2.102000000000089,,0.002627382000355283,0.01634685394303189,,,18.039999999999992,1.9333333333333331,3.266666666666666,2.719744,,0.0,10375.0,3896,,,3403857.0,3848.134656,204087.975936,22764.0,873.701376,84.55423770016786,0.0
0.0001,,,,,,,1682874759.0,7.4022216796875,191.3449809719555,,,,1103,,1.424999936716631e-06,,,89210.0,,0.002739293000104226,,,3.0,,,,,,,,,0.14423114400005943,,,3897,59.0,0.16723720600066372,,,,,,,
