03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_peers,03_hivemind/global_samples_accumulated,_step,03_hivemind/eta_next_epoch_s,_runtime,03_hivemind/global_epoch,03_hivemind/next_fetch_time_s,03_hivemind/actual_total_samples_per_second,_timestamp,03_hivemind/num_clients,04_peers/peer_1_samples_accumulated,04_peers/peer_3_samples_per_second,04_peers/peer_2_samples_accumulated,04_peers/peer_1_epoch,04_peers/peer_2_epoch,04_peers/peer_3_epoch_oos,04_peers/peer_3_epoch,04_peers/peer_3_samples_accumulated,04_peers/peer_2_epoch_oos,04_peers/peer_2_samples_per_second,04_peers/peer_1_samples_per_second,04_peers/peer_1_epoch_oos,04_peers/peer_4_samples_per_second,04_peers/peer_4_samples_accumulated,04_peers/peer_4_epoch,04_peers/peer_4_epoch_oos,03_hivemind/epoch_s,03_hivemind/undershot_TBS,03_hivemind/total_training_samples,03_hivemind/per_epoch_training_samples,03_hivemind/reached_TBS,03_hivemind/epoch_based_sps,03_hivemind/overshot_TBS
429,22.11657232990239,4,420,113,3.77,193,3,2.16,22.11657232990239,1696187854,0,99.0,5.43,96.0,3.0,3.0,0.0,3.0,99.0,0.0,5.48,5.5,0.0,5.72,102.0,3.0,0.0,,,,,,,
454,22.125883582194636,4,438,114,2.61,194,3,1.49,22.125883582194636,1696187855,0,105.0,5.42,102.0,3.0,3.0,0.0,3.0,105.0,0.0,5.47,5.5,0.0,5.72,108.0,3.0,0.0,,,,,,,
475,21.476886508085304,4,459,115,1.71,195,3,0.98,21.476886508085304,1696187856,0,111.0,5.42,108.0,3.0,3.0,0.0,3.0,105.0,0.0,5.46,5.51,0.0,5.74,114.0,3.0,0.0,,,,,,,
491,20.174367039155864,4,486,116,1.05,196,3,0.6,20.174367039155864,1696187857,0,114.0,4.8,117.0,3.0,3.0,0.0,3.0,111.0,0.0,5.45,5.49,0.0,5.73,117.0,3.0,0.0,,,,,,,
517,20.47776482771834,4,504,117,0.0,197,3,0.5,20.47776482771834,1696187858,0,120.0,4.96,123.0,3.0,3.0,0.0,3.0,120.0,0.0,5.44,4.81,0.0,4.97,123.0,3.0,0.0,,,,,,,
536,19.83447597626847,4,513,118,0.0,199,3,0.5,19.83447597626847,1696187860,0,126.0,5.04,123.0,3.0,3.0,0.0,3.0,126.0,0.0,5.44,4.92,0.0,5.09,129.0,3.0,0.0,,,,,,,
559,19.83447597626847,4,513,119,0.0,200,3,0.5,19.83447597626847,1696187861,0,129.0,5.04,126.0,3.0,3.0,0.0,3.0,126.0,0.0,4.7,4.96,0.0,5.14,132.0,3.0,0.0,,,,,,,
582,19.83447597626847,4,513,120,0.0,201,3,0.5,19.83447597626847,1696187862,0,129.0,5.04,126.0,3.0,3.0,0.0,3.0,126.0,0.0,4.7,4.96,0.0,5.14,132.0,3.0,0.0,,,,,,,
605,19.83447597626847,4,513,121,0.0,202,3,0.5,19.83447597626847,1696187863,0,129.0,5.04,126.0,3.0,3.0,0.0,3.0,126.0,0.0,4.7,4.96,0.0,5.14,132.0,3.0,0.0,,,,,,,
628,19.83447597626847,4,513,122,0.0,203,3,0.5,19.83447597626847,1696187864,0,129.0,5.04,126.0,3.0,3.0,0.0,3.0,126.0,0.0,4.7,4.96,0.0,5.14,132.0,3.0,0.0,,,,,,,
651,19.83447597626847,4,513,123,0.0,204,3,0.5,19.83447597626847,1696187865,0,129.0,5.04,126.0,3.0,3.0,0.0,3.0,126.0,0.0,4.7,4.96,0.0,5.14,132.0,3.0,0.0,,,,,,,
674,19.83447597626847,4,513,124,0.0,206,3,0.5,19.83447597626847,1696187867,0,129.0,5.04,126.0,3.0,3.0,0.0,3.0,126.0,0.0,4.7,4.96,0.0,5.14,132.0,3.0,0.0,,,,,,,
697,19.83447597626847,4,513,125,0.0,207,3,0.5,19.83447597626847,1696187868,0,129.0,5.04,126.0,3.0,3.0,0.0,3.0,126.0,0.0,4.7,4.96,0.0,5.14,132.0,3.0,0.0,,,,,,,
721,19.83447597626847,4,513,126,0.0,208,3,0.5,19.83447597626847,1696187869,0,129.0,5.04,126.0,3.0,3.0,0.0,3.0,126.0,0.0,4.7,4.96,0.0,5.14,132.0,3.0,0.0,,,,,,,
744,19.83447597626847,4,513,127,0.0,209,3,0.5,19.83447597626847,1696187870,0,129.0,5.04,126.0,3.0,3.0,0.0,3.0,126.0,0.0,4.7,4.96,0.0,5.14,132.0,3.0,0.0,,,,,,,
27,20.164886424199523,4,21,128,24.06,210,4,10.0,20.164886424199523,1696187871,0,129.0,5.04,126.0,3.0,3.0,0.0,3.0,126.0,0.0,4.7,4.96,0.0,5.14,132.0,3.0,0.0,,,,,,,
50,20.126161950747164,4,36,129,22.95,211,4,10.0,20.126161950747164,1696187872,0,6.0,5.13,3.0,4.0,4.0,0.0,4.0,6.0,0.0,4.8,5.05,0.0,5.18,6.0,4.0,0.0,36.11199719601427,0.0,2070.0,513.0,0.0,14.205805267857643,4.0
72,19.97375629570636,4,63,130,22.03,213,4,10.0,19.97375629570636,1696187874,0,9.0,5.1,9.0,4.0,4.0,0.0,4.0,9.0,0.0,4.77,5.03,0.0,5.23,9.0,4.0,0.0,,,,,,,
98,20.44722166301807,4,93,131,20.23,214,4,10.0,20.44722166301807,1696187875,0,15.0,5.04,15.0,4.0,4.0,0.0,4.0,15.0,0.0,4.75,4.98,0.0,5.21,18.0,4.0,0.0,,,,,,,
124,20.808764145137,4,117,132,18.63,215,4,10.0,20.808764145137,1696187876,0,24.0,5.18,21.0,4.0,4.0,0.0,4.0,24.0,0.0,4.87,5.1,0.0,5.29,24.0,4.0,0.0,,,,,,,
150,21.110036628725304,4,144,133,17.13,216,4,9.79,21.110036628725304,1696187877,0,30.0,5.25,27.0,4.0,4.0,0.0,4.0,30.0,0.0,4.98,5.19,0.0,5.39,30.0,4.0,0.0,,,,,,,
177,21.367954932431882,4,171,134,15.7,217,4,8.97,21.367954932431882,1696187878,0,36.0,5.32,36.0,4.0,4.0,0.0,4.0,36.0,0.0,5.09,5.25,0.0,5.45,36.0,4.0,0.0,,,,,,,
203,21.538424768884305,4,195,135,14.37,218,4,8.21,21.538424768884305,1696187879,0,42.0,5.36,42.0,4.0,4.0,0.0,4.0,42.0,0.0,5.17,5.31,0.0,5.53,45.0,4.0,0.0,,,,,,,
228,21.674420036345683,4,219,136,13.08,220,4,7.47,21.674420036345683,1696187881,0,48.0,5.41,48.0,4.0,4.0,0.0,4.0,48.0,0.0,5.23,5.34,0.0,5.56,51.0,4.0,0.0,,,,,,,
255,21.791899593335135,4,246,137,11.82,221,4,6.75,21.791899593335135,1696187882,0,54.0,5.42,54.0,4.0,4.0,0.0,4.0,54.0,0.0,5.28,5.38,0.0,5.59,57.0,4.0,0.0,,,,,,,
281,21.9264148275259,4,273,138,10.55,222,4,6.03,21.9264148275259,1696187883,0,60.0,5.47,60.0,4.0,4.0,0.0,4.0,63.0,0.0,5.31,5.39,0.0,5.62,63.0,4.0,0.0,,,,,,,
307,22.02155380035448,4,300,139,9.31,223,4,5.32,22.02155380035448,1696187884,0,69.0,5.5,66.0,4.0,4.0,0.0,4.0,69.0,0.0,5.35,5.43,0.0,5.64,69.0,4.0,0.0,,,,,,,
333,22.098692442045586,4,324,140,8.09,224,4,4.62,22.098692442045586,1696187885,0,75.0,5.53,72.0,4.0,4.0,0.0,4.0,75.0,0.0,5.35,5.46,0.0,5.68,78.0,4.0,0.0,,,,,,,
359,22.15089759595636,4,351,141,6.91,225,4,3.95,22.15089759595636,1696187886,0,81.0,5.53,78.0,4.0,4.0,0.0,4.0,81.0,0.0,5.39,5.48,0.0,5.7,84.0,4.0,0.0,,,,,,,
385,22.18826454918938,4,375,142,5.72,227,4,3.27,22.18826454918938,1696187888,0,87.0,5.54,87.0,4.0,4.0,0.0,4.0,87.0,0.0,5.42,5.49,0.0,5.71,90.0,4.0,0.0,,,,,,,
411,22.172043474772394,4,405,143,4.57,228,4,2.61,22.172043474772394,1696187889,0,93.0,5.54,93.0,4.0,4.0,0.0,4.0,93.0,0.0,5.43,5.5,0.0,5.72,96.0,4.0,0.0,,,,,,,
436,22.148306895472572,4,429,144,3.41,229,4,1.95,22.148306895472572,1696187890,0,99.0,5.54,99.0,4.0,4.0,0.0,4.0,102.0,0.0,5.43,5.49,0.0,5.71,105.0,4.0,0.0,,,,,,,
462,22.132776397556047,4,456,145,2.25,230,4,1.29,22.132776397556047,1696187891,0,105.0,5.53,105.0,4.0,4.0,0.0,4.0,108.0,0.0,5.43,5.49,0.0,5.7,111.0,4.0,0.0,,,,,,,
488,22.128528544245146,4,480,146,1.09,231,4,0.62,22.128528544245146,1696187892,0,114.0,5.53,111.0,4.0,4.0,0.0,4.0,114.0,0.0,5.42,5.48,0.0,5.7,117.0,4.0,0.0,,,,,,,
514,22.11833085379154,4,504,147,0.0,232,4,0.5,22.11833085379154,1696187893,0,120.0,5.53,117.0,4.0,4.0,0.0,4.0,120.0,0.0,5.41,5.49,0.0,5.69,123.0,4.0,0.0,,,,,,,
539,22.12291498937034,4,516,148,0.0,234,4,0.5,22.12291498937034,1696187895,0,126.0,5.54,123.0,4.0,4.0,0.0,4.0,126.0,0.0,5.4,5.49,0.0,5.69,129.0,4.0,0.0,,,,,,,
565,22.12291498937034,4,516,149,0.0,235,4,0.5,22.12291498937034,1696187896,0,129.0,5.54,126.0,4.0,4.0,0.0,4.0,129.0,0.0,5.4,5.48,0.0,5.7,132.0,4.0,0.0,,,,,,,
591,22.12291498937034,4,516,150,0.0,236,4,0.5,22.12291498937034,1696187897,0,129.0,5.54,126.0,4.0,4.0,0.0,4.0,129.0,0.0,5.4,5.48,0.0,5.7,132.0,4.0,0.0,,,,,,,
617,22.12291498937034,4,516,151,0.0,237,4,0.5,22.12291498937034,1696187898,0,129.0,5.54,126.0,4.0,4.0,0.0,4.0,129.0,0.0,5.4,5.48,0.0,5.7,132.0,4.0,0.0,,,,,,,
642,22.12291498937034,4,516,152,0.0,238,4,0.5,22.12291498937034,1696187899,0,129.0,5.54,126.0,4.0,4.0,0.0,4.0,129.0,0.0,5.4,5.48,0.0,5.7,132.0,4.0,0.0,,,,,,,
668,22.12291498937034,4,516,153,0.0,239,4,0.5,22.12291498937034,1696187900,0,129.0,5.54,126.0,4.0,4.0,0.0,4.0,129.0,0.0,5.4,5.48,0.0,5.7,132.0,4.0,0.0,,,,,,,
694,22.12291498937034,4,516,154,0.0,240,4,0.5,22.12291498937034,1696187901,0,129.0,5.54,126.0,4.0,4.0,0.0,4.0,129.0,0.0,5.4,5.48,0.0,5.7,132.0,4.0,0.0,,,,,,,
719,22.12291498937034,4,516,155,0.0,242,4,0.5,22.12291498937034,1696187903,0,129.0,5.54,126.0,4.0,4.0,0.0,4.0,129.0,0.0,5.4,5.48,0.0,5.7,132.0,4.0,0.0,,,,,,,
745,22.12291498937034,4,516,156,0.0,243,4,0.5,22.12291498937034,1696187904,0,129.0,5.54,126.0,4.0,4.0,0.0,4.0,129.0,0.0,5.4,5.48,0.0,5.7,132.0,4.0,0.0,,,,,,,
771,22.12291498937034,4,516,157,0.0,244,4,0.5,22.12291498937034,1696187905,0,129.0,5.54,126.0,4.0,4.0,0.0,4.0,129.0,0.0,5.4,5.48,0.0,5.7,132.0,4.0,0.0,,,,,,,
796,22.12291498937034,4,516,158,0.0,245,4,0.5,22.12291498937034,1696187906,0,129.0,5.54,126.0,4.0,4.0,0.0,4.0,129.0,0.0,5.4,5.48,0.0,5.7,132.0,4.0,0.0,,,,,,,
6,22.12291498937034,4,0,159,22.88,246,5,10.0,11.02389266477801,1696187907,0,129.0,5.54,126.0,4.0,4.0,0.0,4.0,129.0,0.0,5.4,5.48,0.0,5.7,132.0,4.0,0.0,,,,,,,
36,22.12291498937034,4,0,160,21.49,247,5,10.0,22.12291498937034,1696187908,0,0.0,5.54,126.0,5.0,4.0,0.0,5.0,0.0,1.0,5.4,5.48,0.0,5.7,132.0,4.0,1.0,36.06994569298695,0.0,2586.0,516.0,0.0,14.305538588607453,5.0
62,22.12291498937034,4,0,161,20.33,249,5,10.0,22.12291498937034,1696187910,0,0.0,5.54,0.0,5.0,5.0,0.0,5.0,0.0,0.0,5.4,5.48,0.0,5.7,0.0,5.0,0.0,,,,,,,
88,22.12291498937034,4,0,162,19.17,250,5,10.0,22.12291498937034,1696187911,0,0.0,5.54,0.0,5.0,5.0,0.0,5.0,0.0,0.0,5.4,5.48,0.0,5.7,0.0,5.0,0.0,,,,,,,
56,11.099022324592331,2,0,163,41.04,251,5,10.0,11.099022324592331,1696187912,0,0.0,5.54,0.0,5.0,5.0,0.0,5.0,0.0,0.0,5.4,5.48,0.0,5.7,0.0,5.0,0.0,,,,,,,
101,11.099022324592331,2,0,164,37.01,255,5,10.0,11.099022324592331,1696187916,0,,,0.0,,5.0,,,,0.0,5.4,,,5.7,0.0,5.0,0.0,,,,,,,
113,11.099022324592331,2,0,165,35.99,256,5,10.0,11.099022324592331,1696187917,0,,,0.0,,5.0,,,,0.0,5.4,,,5.7,0.0,5.0,0.0,,,,,,,
124,11.099022324592331,2,0,166,34.97,257,5,10.0,11.099022324592331,1696187918,0,,,0.0,,5.0,,,,0.0,5.4,,,5.7,0.0,5.0,0.0,,,,,,,
135,11.099022324592331,2,0,167,33.94,258,5,10.0,11.099022324592331,1696187919,0,,,0.0,,5.0,,,,0.0,5.4,,,5.7,0.0,5.0,0.0,,,,,,,
147,11.099022324592331,2,0,168,32.92,259,5,10.0,11.099022324592331,1696187920,0,,,0.0,,5.0,,,,0.0,5.4,,,5.7,0.0,5.0,0.0,,,,,,,
158,11.099022324592331,2,0,169,31.9,260,5,10.0,11.099022324592331,1696187921,0,,,0.0,,5.0,,,,0.0,5.4,,,5.7,0.0,5.0,0.0,,,,,,,
169,11.099022324592331,2,0,170,30.88,261,5,10.0,11.099022324592331,1696187922,0,,,0.0,,5.0,,,,0.0,5.4,,,5.7,0.0,5.0,0.0,,,,,,,
181,11.099022324592331,2,0,171,29.86,262,5,10.0,11.099022324592331,1696187923,0,,,0.0,,5.0,,,,0.0,5.4,,,5.7,0.0,5.0,0.0,,,,,,,
192,11.099022324592331,2,0,172,28.84,263,5,10.0,11.099022324592331,1696187924,0,,,0.0,,5.0,,,,0.0,5.4,,,5.7,0.0,5.0,0.0,,,,,,,
203,11.099022324592331,2,0,173,27.82,264,5,10.0,11.099022324592331,1696187925,0,,,0.0,,5.0,,,,0.0,5.4,,,5.7,0.0,5.0,0.0,,,,,,,
215,11.099022324592331,2,0,174,26.8,265,5,10.0,11.099022324592331,1696187926,0,,,0.0,,5.0,,,,0.0,5.4,,,5.7,0.0,5.0,0.0,,,,,,,
226,11.099022324592331,2,0,175,25.78,266,5,10.0,11.099022324592331,1696187927,0,,,0.0,,5.0,,,,0.0,5.4,,,5.7,0.0,5.0,0.0,,,,,,,
237,11.099022324592331,2,0,176,24.76,267,5,9.9,11.099022324592331,1696187928,0,,,0.0,,5.0,,,,0.0,5.4,,,5.7,0.0,5.0,0.0,,,,,,,
249,11.099022324592331,2,0,177,23.74,268,5,9.49,11.099022324592331,1696187929,0,,,0.0,,5.0,,,,0.0,5.4,,,5.7,0.0,5.0,0.0,,,,,,,
260,11.099022324592331,2,0,178,22.72,269,5,9.09,11.099022324592331,1696187930,0,,,0.0,,5.0,,,,0.0,5.4,,,5.7,0.0,5.0,0.0,,,,,,,
271,11.099022324592331,2,0,179,21.7,270,5,8.68,11.099022324592331,1696187931,0,,,0.0,,5.0,,,,0.0,5.4,,,5.7,0.0,5.0,0.0,,,,,,,
283,11.099022324592331,2,0,180,20.68,271,5,8.27,11.099022324592331,1696187932,0,,,0.0,,5.0,,,,0.0,5.4,,,5.7,0.0,5.0,0.0,,,,,,,
294,11.099022324592331,2,0,181,19.66,272,5,7.86,11.099022324592331,1696187933,0,,,0.0,,5.0,,,,0.0,5.4,,,5.7,0.0,5.0,0.0,,,,,,,
305,11.099022324592331,2,0,182,18.64,273,5,7.45,11.099022324592331,1696187934,0,,,0.0,,5.0,,,,0.0,5.4,,,5.7,0.0,5.0,0.0,,,,,,,
316,11.099022324592331,2,0,183,17.62,274,5,7.05,11.099022324592331,1696187935,0,,,0.0,,5.0,,,,0.0,5.4,,,5.7,0.0,5.0,0.0,,,,,,,
328,11.099022324592331,2,0,184,16.6,275,5,6.64,11.099022324592331,1696187936,0,,,0.0,,5.0,,,,0.0,5.4,,,5.7,0.0,5.0,0.0,,,,,,,
339,11.099022324592331,2,0,185,15.58,276,5,6.23,11.099022324592331,1696187937,0,,,0.0,,5.0,,,,0.0,5.4,,,5.7,0.0,5.0,0.0,,,,,,,
350,11.099022324592331,2,0,186,14.56,277,5,5.82,11.099022324592331,1696187938,0,,,0.0,,5.0,,,,0.0,5.4,,,5.7,0.0,5.0,0.0,,,,,,,
362,11.099022324592331,2,0,187,13.54,278,5,5.42,11.099022324592331,1696187939,0,,,0.0,,5.0,,,,0.0,5.4,,,5.7,0.0,5.0,0.0,,,,,,,
373,11.099022324592331,2,0,188,12.52,279,5,5.01,11.099022324592331,1696187940,0,,,0.0,,5.0,,,,0.0,5.4,,,5.7,0.0,5.0,0.0,,,,,,,
384,11.099022324592331,2,0,189,11.5,280,5,4.6,11.099022324592331,1696187941,0,,,0.0,,5.0,,,,0.0,5.4,,,5.7,0.0,5.0,0.0,,,,,,,
396,11.099022324592331,2,0,190,10.48,282,5,4.19,11.099022324592331,1696187943,0,,,0.0,,5.0,,,,0.0,5.4,,,5.7,0.0,5.0,0.0,,,,,,,
407,11.099022324592331,2,0,191,9.46,283,5,3.78,11.099022324592331,1696187944,0,,,0.0,,5.0,,,,0.0,5.4,,,5.7,0.0,5.0,0.0,,,,,,,
418,11.099022324592331,2,0,192,8.44,284,5,3.38,11.099022324592331,1696187945,0,,,0.0,,5.0,,,,0.0,5.4,,,5.7,0.0,5.0,0.0,,,,,,,
430,11.099022324592331,2,0,193,7.42,285,5,2.97,11.099022324592331,1696187946,0,,,0.0,,5.0,,,,0.0,5.4,,,5.7,0.0,5.0,0.0,,,,,,,
441,11.099022324592331,2,0,194,6.4,286,5,2.56,11.099022324592331,1696187947,0,,,0.0,,5.0,,,,0.0,5.4,,,5.7,0.0,5.0,0.0,,,,,,,
452,11.099022324592331,2,0,195,5.38,287,5,2.15,11.099022324592331,1696187948,0,,,0.0,,5.0,,,,0.0,5.4,,,5.7,0.0,5.0,0.0,,,,,,,
464,11.099022324592331,2,0,196,4.37,288,5,1.75,11.099022324592331,1696187949,0,,,0.0,,5.0,,,,0.0,5.4,,,5.7,0.0,5.0,0.0,,,,,,,
475,11.099022324592331,2,0,197,3.35,289,5,1.34,11.099022324592331,1696187950,0,,,0.0,,5.0,,,,0.0,5.4,,,5.7,0.0,5.0,0.0,,,,,,,
486,11.099022324592331,2,0,198,2.33,290,5,0.93,11.099022324592331,1696187951,0,,,0.0,,5.0,,,,0.0,5.4,,,5.7,0.0,5.0,0.0,,,,,,,
497,11.099022324592331,2,0,199,1.31,291,5,0.52,11.099022324592331,1696187952,0,,,0.0,,5.0,,,,0.0,5.4,,,5.7,0.0,5.0,0.0,,,,,,,
509,11.099022324592331,2,0,200,0.29,292,5,0.5,11.099022324592331,1696187953,0,,,0.0,,5.0,,,,0.0,5.4,,,5.7,0.0,5.0,0.0,,,,,,,
520,11.099022324592331,2,0,201,0.0,293,5,0.5,11.099022324592331,1696187954,0,,,0.0,,5.0,,,,0.0,5.4,,,5.7,0.0,5.0,0.0,,,,,,,
532,11.099022324592331,2,0,202,0.0,294,5,0.5,11.099022324592331,1696187955,0,,,0.0,,5.0,,,,0.0,5.4,,,5.7,0.0,5.0,0.0,,,,,,,
543,11.099022324592331,2,0,203,0.0,295,5,0.5,11.099022324592331,1696187956,0,,,0.0,,5.0,,,,0.0,5.4,,,5.7,0.0,5.0,0.0,,,,,,,
554,11.099022324592331,2,0,204,0.0,296,5,0.5,11.099022324592331,1696187957,0,,,0.0,,5.0,,,,0.0,5.4,,,5.7,0.0,5.0,0.0,,,,,,,
566,11.099022324592331,2,0,205,0.0,297,5,0.5,11.099022324592331,1696187958,0,,,0.0,,5.0,,,,0.0,5.4,,,5.7,0.0,5.0,0.0,,,,,,,
577,11.099022324592331,2,0,206,0.0,298,5,0.5,11.099022324592331,1696187959,0,,,0.0,,5.0,,,,0.0,5.4,,,5.7,0.0,5.0,0.0,,,,,,,
588,11.099022324592331,2,0,207,0.0,299,5,0.5,11.099022324592331,1696187960,0,,,0.0,,5.0,,,,0.0,5.4,,,5.7,0.0,5.0,0.0,,,,,,,
599,11.099022324592331,2,0,208,0.0,300,5,0.5,11.099022324592331,1696187961,0,,,0.0,,5.0,,,,0.0,5.4,,,5.7,0.0,5.0,0.0,,,,,,,
611,11.099022324592331,2,0,209,0.0,301,5,0.5,11.099022324592331,1696187962,0,,,0.0,,5.0,,,,0.0,5.4,,,5.7,0.0,5.0,0.0,,,,,,,
622,11.099022324592331,2,0,210,0.0,302,5,0.5,11.099022324592331,1696187963,0,,,0.0,,5.0,,,,0.0,5.4,,,5.7,0.0,5.0,0.0,,,,,,,
633,11.099022324592331,2,0,211,0.0,303,5,0.5,11.099022324592331,1696187964,0,,,0.0,,5.0,,,,0.0,5.4,,,5.7,0.0,5.0,0.0,,,,,,,
645,11.099022324592331,2,0,212,0.0,304,5,0.5,11.099022324592331,1696187965,0,,,0.0,,5.0,,,,0.0,5.4,,,5.7,0.0,5.0,0.0,,,,,,,
656,11.099022324592331,2,0,213,0.0,305,5,0.5,11.099022324592331,1696187966,0,,,0.0,,5.0,,,,0.0,5.4,,,5.7,0.0,5.0,0.0,,,,,,,
