memory/available_memory_sys_MB,02_timing/dataload_cuda_move_time_s,process/memory/shared_memory_proc_MB,disk/counter/disk_write_sys_count,process/memory/virtual_memory_size_proc_MB,02_timing/dataload_time_s,02_timing/forward_time_s,02_timing/backward_time_s,cpu/load/avg_sys_load_five_min_percent,03_hivemind/global_epoch,cpu/logical_core_count,01_general/minibatch_loss,03_hivemind/num_peers,01_general/step,01_general/dataset_iteration_count,02_timing/step_time_s,cpu/interrupts/interrupts_count,process/memory/resident_set_size_proc_MB,cpu/load/avg_sys_load_fifteen_min_percent,bandwidth/disk_write_sys_bandwidth_MBs,02_timing/opt_step_time_s,02_timing/loss_calc_time_s,disk/time/disk_read_time_sys_s,_timestamp,process/memory/dirty_pages_proc_count,process/voluntary_proc_ctx_switches,bandwidth/net_recv_sys_bandwidth_Mbits,disk/time/disk_write_time_sys_s,process/memory/data_resident_set_proc_MB,_runtime,disk/counter/disk_read_sys_count,memory/used_memory_sys_percent,cpu/interrupts/ctx_switches_count,_step,01_general/locally_processed_samples,memory/used_memory_sys_MB,bandwidth/disk_read_sys_bandwidth_MBs,process/memory/text_resident_set_proc_MB,01_general/lr,memory/total_memory_sys_MB,process/memory/lib_memory_proc_MB,cpu/interrupts/soft_interrupts_count,process/involuntary_proc_ctx_switches,disk/time/disk_busy_time_sys_s,cpu/load/avg_sys_load_one_min_percent,bandwidth/net_sent_sys_bandwidth_Mbits
,,,,,,,,,,8.0,,,,,,,,,,,,,1696169582.0,,,,,,1,,,,0,,,,,,31557.169152,,,,,,
29973.004288,,243.666944,0.0,9347.145728,,,,4.125,,,,,,,,12.0,555.036672,4.125,0.0,,,0.0,1696169582.0,0.0,463.0,0.0,0.0,0.0,1,0.0,5.0,7.0,1,,1122.869248,0.0,2.654208,,,1110.433792,9.0,34.0,0.0,4.375,0.1293494837925079
29756.02688,,248.475648,2.0,10070.77376,,,,4.125,,,,,,,,5895.0,572.801024,4.125,0.008164739456523318,,,0.0030000000000001137,1696169583.0,0.0,524.0,2.01172323075195,0.0010000000002037268,0.0,2,6.0,5.7,3948.0,2,,1339.858944,0.0244942183661707,2.654208,,,1148.923904,2331.0,34.0,0.012000000000000455,4.375,0.4864717613786811
29726.224384,,248.737792,20.0,10103.435264,,,,4.125,,,,,,,,9262.0,605.872128,4.125,0.5882042416334102,,,0.0030000000000001137,1696169584.0,0.0,820.0,33.49825070836672,0.012999999999919964,0.0,3,6.0,5.8,6899.0,3,,1369.636864,0.0,2.654208,,,1181.5936,4999.0,42.0,0.036000000000001364,4.375,0.6220550255600867
29515.34592,,250.32704,21.0,10352.553984,,,,4.125,,,,,,,,20862.0,800.063488,4.125,0.004085578342370117,,,0.0030000000000001137,1696169585.0,0.0,4679.0,1210.3913249354064,0.014000000000123691,0.0,4,6.0,6.5,15322.0,4,,1580.76928,0.0,2.654208,,,1430.716416,12547.0,42.0,0.04399999999999693,4.375,2.321294747628948
29407.993856,,340.41856,22.0,10830.340096,,,,4.25,,,,,,,,22378.0,916.549632,4.125,0.0040852149965155005,,,0.0030000000000001137,1696169586.0,0.0,4692.0,0.06135801429384961,0.014000000000123691,0.0,5,6.0,6.8,15970.0,5,,1677.430784,0.0,2.654208,,,1434.673152,13216.0,43.0,0.04800000000000182,5.0,0.08133726888409973
28692.1728,,471.322624,23.0,11875.401728,,,,4.25,,,,,,,,22897.0,1756.884992,4.125,0.0040846904935122035,,,0.0030000000000001137,1696169587.0,0.0,4699.0,0.012254071476908678,0.015000000000327418,0.0,6,6.0,9.1,16277.0,6,,2391.130112,0.0,2.654208,,,2144.190464,13413.0,47.0,0.0519999999999925,5.0,0.00902301747562531
27911.479296,,696.356864,64.0,13659.615232,,,,4.25,,,,,,,,40800.0,2554.150912,4.125,0.23604026498621464,,,0.003999999999997783,1696169588.0,0.0,4921.0,0.4252555972917537,0.04800000000022919,0.0,7,8.0,11.6,19606.0,7,,3007.270912,0.016278638964675587,2.654208,,,2756.841472,14699.0,50.0,0.06799999999999784,5.0,0.4451826226233609
27545.882624,,834.02752,67.0,13944.090624,,,,4.25,,,,,,,,79613.0,2612.420608,4.125,0.17886922988885393,,,0.003999999999997783,1696169589.0,0.0,5073.0,0.4109990596568142,0.05099999999993088,0.0,8,8.0,12.7,22605.0,8,,3234.18112,0.0,2.654208,,,2702.7456,16187.0,51.0,0.0799999999999983,5.0,0.4705003917245124
27346.82112,,834.02752,68.0,13944.090624,,,,4.25,,,,,,,,81969.0,2612.49024,4.125,0.004081661697138721,,,0.003999999999997783,1696169590.0,0.0,5073.0,0.40060871792177066,0.05099999999993088,0.0,9,8.0,13.3,24527.0,9,,3433.250816,0.0,2.654208,,,2702.7456,17274.0,51.0,0.08799999999999386,5.0,0.593068633309558
