_runtime,02_timing/dataload_time_s,memory/total_memory_sys_MB,process/voluntary_proc_ctx_switches,cpu/interrupts/soft_interrupts_count,process/involuntary_proc_ctx_switches,01_general/lr,01_general/step,01_general/step_based_sps,02_timing/opt_step_time_s,memory/used_memory_sys_MB,bandwidth/disk_read_sys_bandwidth_MBs,bandwidth/disk_write_sys_bandwidth_MBs,bandwidth/net_recv_sys_bandwidth_Mbits,process/memory/data_resident_set_proc_MB,process/memory/lib_memory_proc_MB,01_general/dataset_iteration_count,process/memory/dirty_pages_proc_count,process/memory/virtual_memory_size_proc_MB,_step,02_timing/forward_time_s,disk/counter/disk_read_sys_count,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,memory/used_memory_sys_percent,disk/time/disk_write_time_sys_s,02_timing/dataload_cuda_move_time_s,cpu/load/avg_sys_load_one_min_percent,cpu/load/avg_sys_load_five_min_percent,_timestamp,02_timing/backward_time_s,02_timing/loss_calc_time_s,disk/time/disk_busy_time_sys_s,disk/time/disk_read_time_sys_s,process/memory/text_resident_set_proc_MB,02_timing/step_time_s,01_general/minibatch_loss,memory/available_memory_sys_MB,cpu/interrupts/ctx_switches_count,process/memory/shared_memory_proc_MB,bandwidth/net_sent_sys_bandwidth_Mbits,cpu/load/avg_sys_load_fifteen_min_percent,cpu/logical_core_count,cpu/interrupts/interrupts_count,01_general/locally_processed_samples
249,0.0027816819992949604,,,,,0.0001,715.0,184.82782465178298,1.8490000002202578e-06,,,,,,,0.0,,,965,0.0172373069999594,,,,,,0.002802971000164689,,,1680626998.0,0.14985906399942905,0.00045123200015950715,,,,0.17313410499900783,7.05029296875,,,,,,,,22912.0
250,0.003058592999877874,,,,,0.0001,716.0,185.23435911875455,1.5489995348616503e-06,,,,,,,0.0,,,966,0.017617358000279637,,,,,,0.002759033999609528,,,1680626999.0,0.1488539280007899,0.0004636650000975351,,,,0.17275412700018933,7.1966552734375,,,,,,,,22944.0
250,,,5041.0,860992.0,4287.0,,,,,4441.31328,0.0,0.01634790002466665,76.93129378778488,0.0,5528.539136,,0.0,28238.04928,967,0.017476343999987876,0.0,1542.0,3836.903424,3.0,0.5819999999999936,0.002815154000018083,4.266666666666667,3.7000000000000006,1680626999.0,,0.0004649479997169692,4.463999999999999,0.0,2.719744,,,204774.301696,846028.0,869.888,0.07489062406147488,4.2,,625047.0,
250,0.0028991600001972984,,,,,0.0001,717.0,185.681252854286,1.5759997040731832e-06,,,,,,,0.0,,,968,,,,,,,,,,1680626999.0,0.14868116399975406,,,,,0.17233834599937836,7.3135986328125,,,,,,,,22976.0
250,0.0031250160000126925,,,,,0.0001,718.0,184.955878429168,1.8310001905774698e-06,,,,,,,0.0,,,969,0.01724140999976953,,,,,,0.002688704999854963,,,1680626999.0,0.1494939059994067,0.0004633680000551976,,,,0.17301423599928967,7.266845703125,,,,,,,,23008.0
251,0.0028876460000901716,,,,,0.0001,719.0,186.7690821153862,1.6020003386074677e-06,,,,,,,0.0,,,970,0.01749557399944024,,,,,,0.002605476999633538,,,1680627000.0,0.1478816300004837,0.00046263900003395975,,,,0.17133456800002023,7.0863037109375,,,,,,,,23040.0
251,,,5055.0,864082.0,4299.0,,,,,4439.863296,0.0,0.053127452241177486,85.87789251823668,0.0,5528.539136,,0.0,28238.04928,971,0.01718820800033427,0.0,1548.0,3836.919808,3.0,0.5840000000000032,0.002795678000438784,4.266666666666667,3.7000000000000006,1680627000.0,,0.0004461819999050931,4.484000000000037,0.0,2.719744,,,204795.080704,850007.0,869.904384,0.08473573211417931,4.2,,627282.0,
251,0.0027962820004177047,,,,,0.0001,720.0,184.91486704238088,1.7840002328739502e-06,,,,,,,0.0,,,972,,,,,,,,,,1680627000.0,0.1498244740005248,,,,,0.17305260800185351,7.2760009765625,,,,,,,,23072.0
251,0.003251510000154667,,,,,0.0001,721.0,184.57479803648476,1.5189998521236703e-06,,,,,,,0.0,,,973,0.017535807000058412,,,,,,0.0028054290005457005,,,1680627000.0,0.1493100970001251,0.00046708599984413013,,,,0.17337144800058013,7.1422119140625,,,,,,,,23104.0
252,0.0030926910003472585,,,,,0.0001,722.0,186.40686101650246,1.7339998521492817e-06,,,,,,,0.0,,,974,0.01794128500023362,,,,,,0.00288727299994207,,,1680627001.0,0.14727051299996674,0.0004740049998872564,,,,0.1716675010002291,7.2376708984375,,,,,,,,23136.0
252,,,5074.0,867295.0,4311.0,,,,,4443.807744,0.0,0.01634724668951173,96.90072334398492,0.0,5528.539136,,0.0,28238.04928,975,0.01725154100040527,0.0,1552.0,3836.903424,3.0,0.5849999999999795,0.0026702000004661386,4.266666666666667,3.7000000000000006,1680627001.0,,0.0004709679997176863,4.5,0.0,2.719744,,,204790.64064,853152.0,869.888,0.08068260233784587,4.2,,629545.0,
252,0.0028787669998564525,,,,,0.0001,723.0,181.41723221175104,2.363999556109775e-06,,,,,,,0.0,,,976,,,,,,,,,,1680627001.0,0.15311513699998613,,,,,0.1763889769999878,7.2515869140625,,,,,,,,23168.0
253,0.0032615690006423392,,,,,0.0001,724.0,184.71150066503398,1.5649993656552397e-06,,,,,,,0.0,,,977,0.017875786000331573,,,,,,0.0026618820002113353,,,1680627002.0,0.14897482299966214,0.0004675130003306549,,,,0.1732431380005437,7.2913818359375,,,,,,,,23200.0
253,0.0028321069994490244,,,,,0.0001,725.0,186.84251615013036,1.396999323333148e-06,,,,,,,0.0,,,978,0.017515347999506048,,,,,,0.0028281590002734447,,,1680627002.0,0.1473308979993817,0.0007593199998154887,,,,0.17126722899774904,6.9935302734375,,,,,,,,23232.0
253,,,5090.0,871294.0,4324.0,,,,,4444.626944,0.0,0.07765343032890068,106.00483504046842,0.0,5528.539136,,0.0,28238.04928,979,0.017399981999915326,0.0,1560.0,3836.919808,3.0,0.5879999999999654,0.002754687000560807,4.2,3.7000000000000006,1680627002.0,,0.0005232969997450709,4.520000000000039,0.0,2.719744,,,204790.423552,857092.0,869.904384,0.07315131944225423,4.2,,632248.0,
253,0.0030982509997556917,,,,,0.0001,726.0,183.14373244944554,1.4560000636265613e-06,,,,,,,0.0,,,980,,,,,,,,,,1680627002.0,0.15094848099943192,,,,,0.17472615399947244,6.8670654296875,,,,,,,,23264.0
254,0.003194443000211322,,,,,0.0001,727.0,182.1017131515533,1.641999915591441e-06,,,,,,,0.0,,,981,0.01750742799958971,,,,,,0.0028008400004182477,,,1680627003.0,0.15176412599976175,0.0004574899994622683,,,,0.17572596899935888,7.107421875,,,,,,,,23296.0
254,0.0031028069997773855,,,,,0.0001,728.0,186.84811066269776,1.8729997464106418e-06,,,,,,,0.0,,,982,0.017348138000670588,,,,,,0.002676160000191885,,,1680627003.0,0.14766842599965457,0.000464697000097658,,,,0.1712621010001385,7.3388671875,,,,,,,,23328.0
254,,,5110.0,873485.0,4337.0,,,,,4443.684864,0.0,0.012249303888782625,85.26061777166882,0.0,5528.539136,,0.0,28257.32096,983,,0.0,1563.0,3838.967808,3.0,0.5889999999999986,,4.2,3.7000000000000006,1680627003.0,,,4.532000000000039,0.0,2.719744,,,204772.122624,860130.0,871.952384,0.06374263407575219,4.2,,634011.0,
254,0.0033534639997014892,,,,,0.0001,729.0,185.89620481924106,1.7149995983345434e-06,,,,,,,0.0,,,984,0.017530742000417376,,,,,,0.0026543849999143276,,,1680627003.0,0.14811066800029948,0.00048809700001584133,,,,0.17213907099994685,7.376220703125,,,,,,,,23360.0
255,0.003063141999518848,,,,,0.0001,730.0,183.1054862132027,2.1500000002561137e-06,,,,,,,0.0,,,985,0.017503037999631488,,,,,,0.0028375329993650666,,,1680627004.0,0.1508610930004579,0.0004956940001648036,,,,0.17476264999913838,7.2637939453125,,,,,,,,23392.0
255,,,5127.0,876743.0,4347.0,,,,1.663000148255378e-06,4469.723136,0.0,0.07765418774743799,108.61986477270537,0.0,5528.539136,,0.0,28238.04928,986,0.01723156200023368,0.0,1570.0,3836.903424,3.0,0.5919999999999845,0.0027591520001806202,4.2,3.7000000000000006,1680627004.0,0.1495520860007673,0.0004552179998427164,4.552000000000021,0.0,2.719744,,,204746.07616,864381.0,869.888,0.08613164944452625,4.2,,636362.0,
255,0.003031477000149607,,,,,0.0001,731.0,184.93779022016068,,,,,,,,0.0,,,987,,,,,,,,,,1680627004.0,,,,,,0.17303115800132218,7.298828125,,,,,,,,23424.0
255,0.003106627999841294,,,,,0.0001,732.0,184.98557632855153,1.606000296305865e-06,,,,,,,0.0,,,988,0.017556279999553226,,,,,,0.0027969459997621016,,,1680627004.0,0.149046946999988,0.0004780529998242855,,,,0.1729864599992652,6.9530029296875,,,,,,,,23456.0
256,0.0030471150002995273,,,,,0.0001,733.0,184.41449056103355,1.8259997887071222e-06,,,,,,,0.0,,,989,0.01754671500020777,,,,,,0.0026009450002675294,,,1680627005.0,0.14984029100014595,0.0004852640004173736,,,,0.17352215600112686,7.16552734375,,,,,,,,23488.0
256,,,5141.0,880159.0,4360.0,,,,1.6740004866733216e-06,4425.682944,0.0,0.016347740574960478,95.86687849268498,0.0,5528.539136,,0.0,28238.04928,990,0.017368646999784687,0.0,1574.0,3836.919808,3.0,0.5929999999999609,0.0026520920000621118,4.2,3.7000000000000006,1680627005.0,0.1492349070003911,0.00045632799992745277,4.5680000000000405,0.0,2.719744,,,204790.226944,868093.0,869.904384,0.07245529357613287,4.2,,638765.0,
256,0.0026441820000400185,,,,,0.0001,734.0,185.66026272129042,,,,,,,,0.0,,,991,,,,,,,,,,1680627005.0,,,,,,0.17235783000069205,7.3028564453125,,,,,,,,23520.0
256,0.002891533000365598,,,,,0.0001,735.0,185.62126518030266,2.343999767617788e-06,,,,,,,0.0,,,992,0.017289445000642445,,,,,,0.00279365299957135,,,1680627005.0,0.148967692000042,0.00044937399979971815,,,,0.17239404100018874,7.1795654296875,,,,,,,,23552.0
257,0.003021753000211902,,,,,0.0001,736.0,186.5202394193967,1.5489995348616503e-06,,,,,,,0.0,,,993,0.017487740999968082,,,,,,0.0027916489998460747,,,1680627006.0,0.14779841900053725,0.0004620399995474145,,,,0.1715631509996456,7.3375244140625,,,,,,,,23584.0
257,,,5167.0,883223.0,4374.0,,,,1.7580005078343675e-06,4448.104448,0.0,0.016348199494659193,82.60213567712738,0.0,5528.539136,,0.0,28238.04928,994,0.018331305000174325,0.0,1578.0,3836.903424,3.0,0.5939999999999941,0.002941464999821619,4.2,3.7000000000000006,1680627006.0,0.14905683500001032,0.0004536579999694368,4.584000000000003,0.0,2.719744,,,204767.858688,871645.0,869.888,0.08130195890133998,4.2,,641004.0,
257,0.0029652610000994173,,,,,0.0001,737.0,184.17236295416566,,,,,,,,0.0,,,995,,,,,,,,,,1680627006.0,,,,,,0.17375028200058296,7.114013671875,,,,,,,,23616.0
257,0.003361201999723562,,,,,0.0001,738.0,183.65302791699028,1.698999767540954e-06,,,,,,,0.0,,,996,0.017415559999790275,,,,,,0.0026679839993448695,,,1680627006.0,0.15032817800056364,0.00046699099948455114,,,,0.17424161399867444,7.299072265625,,,,,,,,23648.0
258,0.002965184999993653,,,,,0.0001,739.0,185.91222139225823,1.7849997675511986e-06,,,,,,,0.0,,,997,0.017397182000422617,,,,,,0.0025984320000134176,,,1680627007.0,0.14868215500064252,0.0004795020004166872,,,,0.17212424100125645,7.373779296875,,,,,,,,23680.0
258,,,5184.0,886245.0,4387.0,,,,1.6269996194751002e-06,4437.958656,0.0,0.2002727810243189,92.45290227646247,0.0,5528.539136,,0.0,28238.04928,998,0.017680709999694955,0.0,1604.0,3836.919808,3.0,0.6089999999999804,0.0027985550004814286,4.4,3.733333333333334,1680627007.0,0.1480888080004661,0.0004646560000765021,4.608000000000004,0.0,2.719744,,,204777.61536,875431.0,869.904384,0.0865416621116265,4.233333333333333,,643198.0,
258,0.003065847000470967,,,,,0.0001,740.0,185.93818857871713,,,,,,,,0.0,,,999,,,,,,,,,,1680627007.0,,,,,,0.17210020300080942,7.51611328125,,,,,,,,23712.0
258,0.002953293000246049,,,,,0.0001,741.0,183.20844452603095,1.6320000213454477e-06,,,,,,,0.0,,,1000,0.017475073000241537,,,,,,0.0027844799997183145,,,1680627007.0,0.15096447999985685,0.00048547999995207647,,,,0.17466443800003617,7.5391845703125,,,,,,,,23744.0
259,0.0029939890000605374,,,,,0.0001,742.0,185.60403053895868,2.1610003386740573e-06,,,,,,,0.0,,,1001,0.017376401000547048,,,,,,0.002950414999759232,,,1680627008.0,0.14863410399993882,0.0004529790003289236,,,,0.17241004900097323,7.153076171875,,,,,,,,23776.0
259,,,5197.0,889134.0,4401.0,,,,,4472.061952,0.0,0.01634769001838603,83.7591219872786,0.0,5528.539136,,0.0,28238.04928,1002,0.017454662000091048,0.0,1608.0,3836.903424,3.0,0.61099999999999,0.0026802399997905013,4.4,3.733333333333334,1680627008.0,,0.0004975000001650187,4.624000000000024,0.0,2.719744,,,204762.894336,878975.0,869.888,0.39488292258565355,4.233333333333333,,645308.0,
259,0.0033175160006067017,,,,,0.0001,743.0,185.49460693464889,1.6710000636521727e-06,,,,,,,0.0,,,1003,,,,,,,,,,1680627008.0,0.14856016500016267,,,,,0.1725117540008796,7.302978515625,,,,,,,,23808.0
259,0.0027652779999698396,,,,,0.0001,744.0,183.79489275511597,1.7100001059588976e-06,,,,,,,0.0,,,1004,0.017438831000617938,,,,,,0.0026383860003988957,,,1680627008.0,0.15078591500059702,0.0004770030000145198,,,,0.17410712300170417,7.3245849609375,,,,,,,,23840.0
260,0.00264865099961753,,,,,0.0001,745.0,186.38446241771442,1.4840006770100445e-06,,,,,,,0.0,,,1005,0.01734959700024774,,,,,,0.0028132170000390033,,,1680627009.0,0.1483981319997838,0.0004770499999722233,,,,0.1716881310003373,7.239990234375,,,,,,,,23872.0
260,,,5218.0,893892.0,4414.0,,,,,4435.632128,0.0,0.016347137812655777,109.04874711868946,0.0,5528.539136,,0.0,28238.04928,1006,0.01721938999980921,0.0,1612.0,3836.919808,3.0,0.6119999999999663,0.0027603210000961553,4.4,3.733333333333334,1680627009.0,,0.00045862899969506543,4.640000000000043,0.0,2.719744,,,204799.377408,883073.0,869.904384,0.07997166685649486,4.233333333333333,,648374.0,
260,0.0030416310000873636,,,,,0.0001,746.0,184.86538945837952,1.863999386841897e-06,,,,,,,0.0,,,1007,,,,,,,,,,1680627009.0,0.14961708900045778,,,,,0.17309892399953242,7.197509765625,,,,,,,,23904.0
261,0.0027808819995698286,,,,,0.0001,747.0,186.3584659496898,1.7820002540247515e-06,,,,,,,0.0,,,1008,0.02797450399975787,,,,,,0.002978064999297203,,,1680627010.0,0.13738237399957143,0.0005944740005361382,,,,0.1717120809989865,7.208740234375,,,,,,,,23936.0
261,0.0032007049994717818,,,,,0.0001,748.0,185.01259241868652,1.5060004443512298e-06,,,,,,,0.0,,,1009,0.017397847000211186,,,,,,0.002737400000114576,,,1680627010.0,0.14915723000012804,0.0004665120004574419,,,,0.17296120000082738,7.2333984375,,,,,,,,23968.0
261,,,5238.0,897490.0,4427.0,,,,,4442.161152,0.0,0.016347410025664456,85.151200314565,0.0,5528.539136,,0.0,28238.04928,1010,0.017812219000006735,0.0,1616.0,3836.903424,3.0,0.6129999999999995,0.0026331339995522285,4.4,3.733333333333334,1680627010.0,,0.00047020500005601207,4.660000000000025,0.0,2.719744,,,204792.95488,886425.0,869.888,0.05877245117290544,4.233333333333333,,650823.0,
261,0.002830882999660389,,,,,0.0001,749.0,183.38834343797024,1.5830000847927295e-06,,,,,,,0.0,,,1011,,,,,,,,,,1680627010.0,0.15074507299959805,,,,,0.1744930969989582,7.3355712890625,,,,,,,,24000.0
262,0.002644625999892014,,,,,0.0001,750.0,185.9053176199637,1.6839994714246131e-06,,,,,,,0.0,,,1012,0.017200928999955067,,,,,,0.002789919999486301,,,1680627011.0,0.14902805100064143,0.00046542300060536945,,,,0.1721306330000516,7.2777099609375,,,,,,,,24032.0
262,0.003051526000490412,,,,,0.0001,751.0,184.29626500015215,1.6859994502738118e-06,,,,,,,0.0,,,1013,0.017414355000255455,,,,,,0.0027729719995477353,,,1680627011.0,0.14992600700043113,0.00046692399973835563,,,,0.17363346999991336,7.1468505859375,,,,,,,,24064.0
262,,,5258.0,901046.0,4441.0,,,,,4443.824128,0.0,0.01634819559820242,90.2703217886915,0.0,5528.539136,,0.0,28238.04928,1014,0.01761912999972992,0.0,1620.0,3836.919808,3.0,0.6150000000000091,0.0030434860000241315,4.4,3.733333333333334,1680627011.0,,0.0004875619997619651,4.680000000000007,0.0,2.719744,,,204791.345152,889756.0,869.904384,0.07207414946340751,4.233333333333333,,653289.0,
262,0.0028626319999602856,,,,,0.0001,752.0,185.25350170194457,1.696000254014507e-06,,,,,,,0.0,,,1015,,,,,,,,,,1680627011.0,0.14872177000052034,,,,,0.17273627600025065,7.1563720703125,,,,,,,,24096.0
263,0.002979746999699273,,,,,0.0001,753.0,185.25265553110268,1.5290006558643654e-06,,,,,,,0.0,,,1016,0.017588363999493595,,,,,,0.0027058840005338425,,,1680627012.0,0.14899548399989726,0.00046605700026702834,,,,0.17273706500054686,7.0721435546875,,,,,,,,24128.0
263,0.0031078960000741063,,,,,0.0001,754.0,184.7035087892306,2.07900029636221e-06,,,,,,,0.0,,,1017,0.017291692999606312,,,,,,0.002583266999863554,,,1680627012.0,0.1498135830006504,0.0004521160008152947,,,,0.17325063400130603,6.832763671875,,,,,,,,24160.0
263,,,5275.0,903884.0,4453.0,,,,,4446.707712,0.0,0.12666973755933686,86.15194159353784,0.0,5528.539136,,0.0,28238.04928,1018,,0.0,1632.0,3836.903424,3.0,0.6189999999999714,0.0028171280000606203,4.300000000000001,3.733333333333334,1680627012.0,,,4.704000000000008,0.0,2.719744,,,204788.568064,892895.0,869.888,0.06824300187834045,4.233333333333333,,655322.0,
263,0.002806258000418893,,,,,0.0001,755.0,185.57555539306475,1.6710000636521727e-06,,,,,,,0.0,,,1019,0.0180370589996528,,,,,,,,,1680627012.0,0.14831550899998547,0.00045887900068919407,,,,0.17243650400087063,7.2940673828125,,,,,,,,24192.0
264,0.002917283999522624,,,,,0.0001,756.0,186.58174305370804,1.8939999790745787e-06,,,,,,,0.0,,,1020,0.02799495500039484,,,,,,0.0028329870001471136,,,1680627013.0,0.1367738859999008,0.0009855919997789897,,,,0.17150659799972345,7.33740234375,,,,,,,,24224.0
264,,,5315.0,907112.0,4461.0,,,,1.7519996617920697e-06,4444.61056,0.0,0.06948500530028759,88.1324448658401,0.0,5528.539136,,0.0,28238.04928,1021,0.017452044000492606,0.0,1638.0,3836.903424,3.0,0.6209999999999809,0.002834318000168423,4.300000000000001,3.733333333333334,1680627013.0,0.14874825100014277,0.0004803530000572209,4.720000000000027,0.0,2.719744,,,204771.336192,896462.0,869.888,0.0774761002355815,4.233333333333333,,657625.0,
264,0.0032428380000055768,,,,,0.0001,757.0,185.22853809546794,,,,,,,,0.0,,,1022,,,,,,,,,,1680627013.0,,,,,,0.1727595560005284,7.3187255859375,,,,,,,,24256.0
264,0.002802596000037738,,,,,0.0001,758.0,183.01900591242006,1.9680001059896313e-06,,,,,,,0.0,,,1023,0.017179466000015964,,,,,,0.0027750069993999205,,,1680627013.0,0.15153623599962884,0.0005499560002135695,,,,0.17484522899940202,7.31982421875,,,,,,,,24288.0
265,0.0032177479997699265,,,,,0.0001,759.0,184.23146006975085,1.7510001271148212e-06,,,,,,,0.0,,,1024,0.017653306999818597,,,,,,0.0026184520002061618,,,1680627014.0,0.14974231900032464,0.00046096999994915677,,,,0.1736945470001956,7.3702392578125,,,,,,,,24320.0
265,,,5333.0,911504.0,4473.0,,,,2.1299993022694252e-06,4445.044736,0.0,0.01634825782557187,107.113082841521,0.0,5528.539136,,0.0,28238.04928,1025,0.01755556100033573,0.0,1642.0,3836.919808,3.0,0.6219999999999573,0.002805724000609189,4.300000000000001,3.733333333333334,1680627014.0,0.14722004099985497,0.00046881300022505457,4.736000000000047,0.0,2.719744,,,204770.902016,900621.0,869.904384,0.0708930067349243,4.233333333333333,,660481.0,
265,0.002814725999996881,,,,,0.0001,760.0,187.28017075468145,,,,,,,,0.0,,,1026,,,,,,,,,,1680627014.0,,,,,,0.1708669950003241,7.198974609375,,,,,,,,24352.0
265,0.0030258890001277905,,,,,0.0001,761.0,184.7761679512287,1.6349995348718949e-06,,,,,,,0.0,,,1027,0.01729208900087542,,,,,,0.0027394840008128085,,,1680627014.0,0.14966889200059086,0.00045451799996953923,,,,0.1731825070019113,7.43896484375,,,,,,,,24384.0
266,0.003219825999622117,,,,,0.0001,762.0,183.36364458477732,1.635999979043845e-06,,,,,,,0.0,,,1028,0.017298597000262816,,,,,,0.0027708360003089183,,,1680627015.0,0.1507747499999823,0.00045095600034983363,,,,0.17451660100050503,7.1319580078125,,,,,,,,24416.0
266,,,5347.0,914710.0,4485.0,,,,1.7470001694164239e-06,4444.454912,0.0,0.01634847563235573,90.75355733612577,0.0,5528.539136,,0.0,28238.04928,1029,0.017428424000172527,0.0,1646.0,3836.903424,3.0,0.6239999999999668,0.002795741000227281,4.300000000000001,3.733333333333334,1680627015.0,0.14881978999983403,0.0004666069999075262,4.7520000000000095,0.0,2.719744,,,204771.49184,904370.0,869.888,0.07360805360587162,4.233333333333333,,662732.0,
266,0.0028362920002109604,,,,,0.0001,763.0,185.67020454029173,,,,,,,,0.0,,,1030,,,,,,,,,,1680627015.0,,,,,,0.17234860100052174,7.27685546875,,,,,,,,24448.0
266,0.0028319829998508794,,,,,0.0001,764.0,185.158169022834,1.5990008250810206e-06,,,,,,,0.0,,,1031,0.017302542999459547,,,,,,0.0026105819997610524,,,1680627015.0,0.14961930099980236,0.00045920499997009756,,,,0.17282521299966902,7.064453125,,,,,,,,24480.0
267,0.003059755000322184,,,,,0.0001,765.0,184.5829853308949,1.714000063657295e-06,,,,,,,0.0,,,1032,0.017373626000335207,,,,,,0.002823623000040243,,,1680627016.0,0.14926588900016213,0.0008391510000365088,,,,0.17336375800095993,7.2135009765625,,,,,,,,24512.0
267,,,5365.0,918277.0,4499.0,,,,1.5989999155863188e-06,4444.01664,0.0,0.01634836673186844,113.7391635429802,0.0,5528.539136,,0.0,28238.04928,1033,0.01752888500050176,0.0,1650.0,3836.919808,3.0,0.625,0.002768544999526057,4.300000000000001,3.733333333333334,1680627016.0,0.14982599900031346,0.00046230899988586316,4.768000000000029,0.0,2.719744,,,204772.425728,908094.0,869.904384,0.07668884725165105,4.233333333333333,,665255.0,
267,0.0027870269996128627,,,,,0.0001,766.0,184.57169365619194,,,,,,,,0.0,,,1034,,,,,,,,,,1680627016.0,,,,,,0.1733743639997556,7.12158203125,,,,,,,,24544.0
267,0.002939005000371253,,,,,0.0001,767.0,184.78353763471506,2.136000148311723e-06,,,,,,,0.0,,,1035,0.01737210099963704,,,,,,0.0028084169998692232,,,1680627016.0,0.14959170800011634,0.0004622329997800989,,,,0.17317559999992227,7.1923828125,,,,,,,,24576.0
268,0.003201335000085237,,,,,0.0001,768.0,184.3678445463869,1.7190004655276425e-06,,,,,,,0.0,,,1036,0.017437403999792878,,,,,,0.002734886999860464,,,1680627017.0,0.14973099100006948,0.000459722000414331,,,,0.17356605800068792,7.3955078125,,,,,,,,24608.0
268,,,5384.0,920743.0,4511.0,,,,,4441.16992,0.0,0.06130181053439175,83.58060461714518,0.0,5528.539136,,0.0,28238.04928,1037,0.017175737000798108,0.0,1659.0,3836.903424,3.0,0.6270000000000095,0.002658125000380096,4.233333333333333,3.733333333333334,1680627017.0,,0.00044062500001018634,4.788000000000011,0.0,2.719744,,,204793.892864,911327.0,869.888,0.07839128662504209,4.2,,667255.0,
268,0.002761811000709713,,,,,0.0001,769.0,184.90929473717358,1.5259993233485147e-06,,,,,,,0.0,,,1038,,,,,,,,,,1680627017.0,0.15001999900050578,,,,,0.17305782300172723,7.3118896484375,,,,,,,,24640.0
268,0.0029199850005170447,,,,,0.0001,770.0,187.47975731264938,2.1339992599678226e-06,,,,,,,0.0,,,1039,0.0173023639999883,,,,,,0.002850769000360742,,,1680627017.0,0.1471544169999106,0.0004554249999273452,,,,0.170685093999964,7.26953125,,,,,,,,24672.0
269,0.0030346210005518515,,,,,0.0001,771.0,184.89200403182377,2.409999979136046e-06,,,,,,,0.0,,,1040,0.017464980999648105,,,,,,0.0027944980001848307,,,1680627018.0,0.14929149099953065,0.00048600599984638393,,,,0.17307400699974096,7.1240234375,,,,,,,,24704.0
269,,,5404.0,924245.0,4525.0,,,,,4443.365376,0.0,0.057210464033178504,111.66977358367633,0.0,5528.539136,,0.0,28238.04928,1041,0.01724305900006584,0.0,1665.0,3836.919808,3.0,0.6299999999999955,0.002799027000037313,4.233333333333333,3.733333333333334,1680627018.0,,0.0005477590002556099,4.812000000000012,0.0,2.719744,,,204791.68512,914265.0,869.904384,0.42335583756597267,4.2,,669752.0,
269,0.002858421999917482,,,,,0.0001,772.0,182.67338700005158,1.5619998521287926e-06,,,,,,,0.0,,,1042,,,,,,,,,,1680627018.0,0.15172620799967262,,,,,0.175176036999801,7.433349609375,,,,,,,,24736.0
270,0.0029781880002701655,,,,,0.0001,773.0,184.33356730450313,1.5300001905416138e-06,,,,,,,0.0,,,1043,0.017232152999895334,,,,,,0.002763886000138882,,,1680627019.0,0.15015100699929462,0.0004715690001830808,,,,0.17359833299997263,7.05859375,,,,,,,,24768.0
270,0.0027737880000131554,,,,,0.0001,774.0,184.91323431947706,1.7000002117129043e-06,,,,,,,0.0,,,1044,0.01733270899967465,,,,,,0.0026544570000623935,,,1680627019.0,0.14983884899993427,0.0004526329994405387,,,,0.17305413599933672,6.987548828125,,,,,,,,24800.0
270,,,5423.0,927271.0,4540.0,,,,,4444.672,0.0,0.016347044484568307,86.99134796753005,0.0,5528.539136,,0.0,28238.04928,1045,0.017535095999846817,0.0,1669.0,3836.903424,3.0,0.6309999999999718,0.002828435000083118,4.233333333333333,3.733333333333334,1680627019.0,,0.00046688799920957536,4.828000000000031,0.0,2.719744,,,204790.92736,917799.0,869.888,0.06780671038924316,4.2,,671954.0,
270,0.0028236910002306104,,,,,0.0001,775.0,185.17381650024367,1.541999154142104e-06,,,,,,,0.0,,,1046,,,,,,,,,,1680627019.0,0.14915495700006431,,,,,0.17281060899858858,7.31103515625,,,,,,,,24832.0
271,0.0034335539994572173,,,,,0.0001,776.0,184.32296651158333,1.8749997252598405e-06,,,,,,,0.0,,,1047,0.01749755999935587,,,,,,0.0028011469994453364,,,1680627020.0,0.14939160799985984,0.000482572999317199,,,,0.17360831699716073,7.31298828125,,,,,,,,24864.0
271,0.0035696309996637865,,,,,0.0001,777.0,186.89667635670872,1.7189995560329407e-06,,,,,,,0.0,,,1048,0.016764338000029966,,,,,,0.0026771370003189077,,,1680627020.0,0.14776122700004635,0.0004435460004970082,,,,0.17121759800011205,7.2069091796875,,,,,,,,24896.0
271,,,5440.0,930416.0,4557.0,,,,,4429.590528,0.0,0.016348304496409838,95.90432691069587,0.0,5528.539136,,0.0,28238.04928,1049,0.0168334350000805,0.0,1673.0,3836.919808,3.0,0.632000000000005,0.002584292999927129,4.233333333333333,3.733333333333334,1680627020.0,,0.0004429970003911876,4.844000000000051,0.0,2.719744,,,204805.464064,921210.0,869.904384,0.06615156220845013,4.2,,674163.0,
271,0.0034547459999885177,,,,,0.0001,778.0,184.0761064045618,1.641999915591441e-06,,,,,,,0.0,,,1050,,,,,,,,,,1680627020.0,0.1505240259994025,,,,,0.17384113899970544,6.9449462890625,,,,,,,,24928.0
272,0.0029464879999068216,,,,,0.0001,779.0,184.58386798561278,1.571999746374786e-06,,,,,,,0.0,,,1051,0.01727774499977386,,,,,,0.0025685250002425164,,,1680627021.0,0.15011133099960716,0.00045726799999101786,,,,0.17336292899926775,7.1239013671875,,,,,,,,24960.0
