04_peers/peer_2_epoch_oos,03_hivemind/next_fetch_time_s,04_peers/peer_2_samples_per_second,04_peers/peer_2_samples_accumulated,03_hivemind/actual_total_samples_per_second,03_hivemind/epoch_s,03_hivemind/undershot_TBS,03_hivemind/global_samples_accumulated,03_hivemind/global_epoch,03_hivemind/eta_next_epoch_s,03_hivemind/estimated_current_samples,04_peers/peer_2_epoch,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_peers,04_peers/peer_1_samples_per_second,03_hivemind/total_training_samples,03_hivemind/reached_TBS,03_hivemind/epoch_based_sps,_step,04_peers/peer_1_epoch,03_hivemind/num_clients,03_hivemind/overshot_TBS,04_peers/peer_1_epoch_oos,03_hivemind/per_epoch_training_samples,_runtime,_timestamp,04_peers/peer_1_samples_accumulated
0.0,8.08,240.91,9600.0,513.0479846393773,,,22208,0,20.2,22406,0.0,513.0479846393773,2,265.74,,,,40,0.0,0,,0.0,,88,1681403494.0,12032.0
0.0,7.57,246.89,9888.0,514.77999540368,,,22816,0,18.94,23020,0.0,514.77999540368,2,266.16,,,,41,0.0,0,,0.0,,90,1681403496.0,12320.0
0.0,7.13,249.03,10176.0,512.991032609639,,,23456,0,17.82,23627,0.0,512.991032609639,2,265.75,,,,42,0.0,0,,0.0,,91,1681403497.0,12640.0
0.0,6.62,250.06,10496.0,515.1281110578794,,,24064,0,16.55,24242,0.0,515.1281110578794,2,262.93,,,,43,0.0,0,,0.0,,92,1681403498.0,12960.0
0.0,6.16,250.36,10784.0,514.0069341950625,,,24672,0,15.4,24850,0.0,514.0069341950625,2,264.76,,,,44,0.0,0,,0.0,,93,1681403499.0,13280.0
0.0,5.66,250.68,11072.0,516.1244156551228,,,25280,0,14.15,25464,0.0,516.1244156551228,2,263.33,,,,45,0.0,0,,0.0,,94,1681403500.0,13600.0
0.0,5.18,250.72,11392.0,516.906061288096,,,25888,0,12.95,26076,0.0,516.906061288096,2,265.41,,,,46,0.0,0,,0.0,,96,1681403502.0,13888.0
0.0,4.69,250.66,11680.0,517.8429274908538,,,26496,0,11.74,26690,0.0,517.8429274908538,2,266.25,,,,47,0.0,0,,0.0,,97,1681403503.0,14208.0
0.0,4.21,250.91,11968.0,518.8136166202993,,,27104,0,10.53,27304,0.0,518.8136166202993,2,266.93,,,,48,0.0,0,,0.0,,98,1681403504.0,14528.0
0.0,3.77,250.75,12256.0,515.0749575305197,,,27744,0,9.42,27916,0.0,515.0749575305197,2,268.06,,,,49,0.0,0,,0.0,,99,1681403505.0,14848.0
0.0,3.29,250.86,12576.0,515.4112050050587,,,28352,0,8.23,28527,0.0,515.4112050050587,2,264.22,,,,50,0.0,0,,0.0,,100,1681403506.0,15168.0
0.0,2.8,250.67,12864.0,517.3247530733236,,,28960,0,7.01,29143,0.0,517.3247530733236,2,264.74,,,,51,0.0,0,,0.0,,101,1681403507.0,15488.0
0.0,2.31,250.6,13152.0,519.9553437765252,,,29600,0,5.78,29764,0.0,519.9553437765252,2,266.72,,,,52,0.0,0,,0.0,,103,1681403509.0,15808.0
0.0,1.84,250.65,13472.0,518.6136511120967,,,30208,0,4.6,30381,0.0,518.6136511120967,2,269.31,,,,53,0.0,0,,0.0,,104,1681403510.0,16128.0
0.0,1.36,250.66,13760.0,519.5011872838195,,,30816,0,3.41,30997,0.0,519.5011872838195,2,267.95,,,,54,0.0,0,,0.0,,105,1681403511.0,16448.0
0.0,0.89,250.86,14048.0,517.7287941003592,,,31456,0,2.23,31612,0.0,517.7287941003592,2,268.64,,,,55,0.0,0,,0.0,,106,1681403512.0,16768.0
0.0,0.5,250.67,14368.0,518.5476262632799,,,32064,0,1.04,32230,0.0,518.5476262632799,2,267.06,,,,56,0.0,0,,0.0,,107,1681403513.0,17088.0
0.0,0.5,250.5,14656.0,518.0004978502478,,,32672,0,0.0,32844,0.0,518.0004978502478,2,268.05,,,,57,0.0,0,,0.0,,109,1681403515.0,17408.0
0.0,0.5,250.53,14944.0,518.1957204810964,,,32800,0,0.0,33458,0.0,518.1957204810964,2,267.47,,,,58,0.0,0,,0.0,,110,1681403516.0,17728.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,34073,0.0,518.1957204810964,2,267.74,,,,59,0.0,0,,0.0,,111,1681403517.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,34689,0.0,518.1957204810964,2,267.74,,,,60,0.0,0,,0.0,,112,1681403518.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,35307,0.0,518.1957204810964,2,267.74,,,,61,0.0,0,,0.0,,113,1681403519.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,35924,0.0,518.1957204810964,2,267.74,,,,62,0.0,0,,0.0,,115,1681403521.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,36541,0.0,518.1957204810964,2,267.74,,,,63,0.0,0,,0.0,,116,1681403522.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,37155,0.0,518.1957204810964,2,267.74,,,,64,0.0,0,,0.0,,117,1681403523.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,37769,0.0,518.1957204810964,2,267.74,,,,65,0.0,0,,0.0,,118,1681403524.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,38383,0.0,518.1957204810964,2,267.74,,,,66,0.0,0,,0.0,,119,1681403525.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,38998,0.0,518.1957204810964,2,267.74,,,,67,0.0,0,,0.0,,120,1681403526.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,39612,0.0,518.1957204810964,2,267.74,,,,68,0.0,0,,0.0,,122,1681403528.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,40227,0.0,518.1957204810964,2,267.74,,,,69,0.0,0,,0.0,,123,1681403529.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,40844,0.0,518.1957204810964,2,267.74,,,,70,0.0,0,,0.0,,124,1681403530.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,41460,0.0,518.1957204810964,2,267.74,,,,71,0.0,0,,0.0,,125,1681403531.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,42073,0.0,518.1957204810964,2,267.74,,,,72,0.0,0,,0.0,,126,1681403532.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,42686,0.0,518.1957204810964,2,267.74,,,,73,0.0,0,,0.0,,128,1681403534.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,43300,0.0,518.1957204810964,2,267.74,,,,74,0.0,0,,0.0,,129,1681403535.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,43917,0.0,518.1957204810964,2,267.74,,,,75,0.0,0,,0.0,,130,1681403536.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,44534,0.0,518.1957204810964,2,267.74,,,,76,0.0,0,,0.0,,131,1681403537.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,45149,0.0,518.1957204810964,2,267.74,,,,77,0.0,0,,0.0,,132,1681403538.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,45764,0.0,518.1957204810964,2,267.74,,,,78,0.0,0,,0.0,,134,1681403540.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,46378,0.0,518.1957204810964,2,267.74,,,,79,0.0,0,,0.0,,135,1681403541.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,46990,0.0,518.1957204810964,2,267.74,,,,80,0.0,0,,0.0,,136,1681403542.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,47605,0.0,518.1957204810964,2,267.74,,,,81,0.0,0,,0.0,,137,1681403543.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,48220,0.0,518.1957204810964,2,267.74,,,,82,0.0,0,,0.0,,138,1681403544.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,48834,0.0,518.1957204810964,2,267.74,,,,83,0.0,0,,0.0,,139,1681403545.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,49450,0.0,518.1957204810964,2,267.74,,,,84,0.0,0,,0.0,,141,1681403547.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,50064,0.0,518.1957204810964,2,267.74,,,,85,0.0,0,,0.0,,142,1681403548.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,50678,0.0,518.1957204810964,2,267.74,,,,86,0.0,0,,0.0,,143,1681403549.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,51294,0.0,518.1957204810964,2,267.74,,,,87,0.0,0,,0.0,,144,1681403550.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,51907,0.0,518.1957204810964,2,267.74,,,,88,0.0,0,,0.0,,145,1681403551.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,52521,0.0,518.1957204810964,2,267.74,,,,89,0.0,0,,0.0,,147,1681403553.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,53136,0.0,518.1957204810964,2,267.74,,,,90,0.0,0,,0.0,,148,1681403554.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,53753,0.0,518.1957204810964,2,267.74,,,,91,0.0,0,,0.0,,149,1681403555.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,54367,0.0,518.1957204810964,2,267.74,,,,92,0.0,0,,0.0,,150,1681403556.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,54983,0.0,518.1957204810964,2,267.74,,,,93,0.0,0,,0.0,,151,1681403557.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,55597,0.0,518.1957204810964,2,267.74,,,,94,0.0,0,,0.0,,152,1681403558.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,56211,0.0,518.1957204810964,2,267.74,,,,95,0.0,0,,0.0,,154,1681403560.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,56824,0.0,518.1957204810964,2,267.74,,,,96,0.0,0,,0.0,,155,1681403561.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,57439,0.0,518.1957204810964,2,267.74,,,,97,0.0,0,,0.0,,156,1681403562.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,58054,0.0,518.1957204810964,2,267.74,,,,98,0.0,0,,0.0,,157,1681403563.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,58668,0.0,518.1957204810964,2,267.74,,,,99,0.0,0,,0.0,,158,1681403564.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,59282,0.0,518.1957204810964,2,267.74,,,,100,0.0,0,,0.0,,160,1681403566.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,59895,0.0,518.1957204810964,2,267.74,,,,101,0.0,0,,0.0,,161,1681403567.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,60509,0.0,518.1957204810964,2,267.74,,,,102,0.0,0,,0.0,,162,1681403568.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,61122,0.0,518.1957204810964,2,267.74,,,,103,0.0,0,,0.0,,163,1681403569.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,61735,0.0,518.1957204810964,2,267.74,,,,104,0.0,0,,0.0,,164,1681403570.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,62350,0.0,518.1957204810964,2,267.74,,,,105,0.0,0,,0.0,,166,1681403572.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,62965,0.0,518.1957204810964,2,267.74,,,,106,0.0,0,,0.0,,167,1681403573.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,63577,0.0,518.1957204810964,2,267.74,,,,107,0.0,0,,0.0,,168,1681403574.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,64194,0.0,518.1957204810964,2,267.74,,,,108,0.0,0,,0.0,,169,1681403575.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,64807,0.0,518.1957204810964,2,267.74,,,,109,0.0,0,,0.0,,170,1681403576.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,65422,0.0,518.1957204810964,2,267.74,,,,110,0.0,0,,0.0,,171,1681403577.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,66037,0.0,518.1957204810964,2,267.74,,,,111,0.0,0,,0.0,,173,1681403579.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,66650,0.0,518.1957204810964,2,267.74,,,,112,0.0,0,,0.0,,174,1681403580.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,67267,0.0,518.1957204810964,2,267.74,,,,113,0.0,0,,0.0,,175,1681403581.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,67881,0.0,518.1957204810964,2,267.74,,,,114,0.0,0,,0.0,,176,1681403582.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,68499,0.0,518.1957204810964,2,267.74,,,,115,0.0,0,,0.0,,177,1681403583.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,69114,0.0,518.1957204810964,2,267.74,,,,116,0.0,0,,0.0,,179,1681403585.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,69728,0.0,518.1957204810964,2,267.74,,,,117,0.0,0,,0.0,,180,1681403586.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,70345,0.0,518.1957204810964,2,267.74,,,,118,0.0,0,,0.0,,181,1681403587.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,70960,0.0,518.1957204810964,2,267.74,,,,119,0.0,0,,0.0,,182,1681403588.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,71573,0.0,518.1957204810964,2,267.74,,,,120,0.0,0,,0.0,,183,1681403589.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,72186,0.0,518.1957204810964,2,267.74,,,,121,0.0,0,,0.0,,185,1681403591.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,72801,0.0,518.1957204810964,2,267.74,,,,122,0.0,0,,0.0,,186,1681403592.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,73417,0.0,518.1957204810964,2,267.74,,,,123,0.0,0,,0.0,,187,1681403593.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,74031,0.0,518.1957204810964,2,267.74,,,,124,0.0,0,,0.0,,188,1681403594.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,74647,0.0,518.1957204810964,2,267.74,,,,125,0.0,0,,0.0,,189,1681403595.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,75263,0.0,518.1957204810964,2,267.74,,,,126,0.0,0,,0.0,,190,1681403596.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,75876,0.0,518.1957204810964,2,267.74,,,,127,0.0,0,,0.0,,192,1681403598.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,76490,0.0,518.1957204810964,2,267.74,,,,128,0.0,0,,0.0,,193,1681403599.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,77105,0.0,518.1957204810964,2,267.74,,,,129,0.0,0,,0.0,,194,1681403600.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,77720,0.0,518.1957204810964,2,267.74,,,,130,0.0,0,,0.0,,195,1681403601.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,78335,0.0,518.1957204810964,2,267.74,,,,131,0.0,0,,0.0,,196,1681403602.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,78948,0.0,518.1957204810964,2,267.74,,,,132,0.0,0,,0.0,,198,1681403604.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,79562,0.0,518.1957204810964,2,267.74,,,,133,0.0,0,,0.0,,199,1681403605.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,80177,0.0,518.1957204810964,2,267.74,,,,134,0.0,0,,0.0,,200,1681403606.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,80791,0.0,518.1957204810964,2,267.74,,,,135,0.0,0,,0.0,,201,1681403607.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,81404,0.0,518.1957204810964,2,267.74,,,,136,0.0,0,,0.0,,202,1681403608.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,82020,0.0,518.1957204810964,2,267.74,,,,137,0.0,0,,0.0,,203,1681403609.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,82633,0.0,518.1957204810964,2,267.74,,,,138,0.0,0,,0.0,,205,1681403611.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,83250,0.0,518.1957204810964,2,267.74,,,,139,0.0,0,,0.0,,206,1681403612.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,83863,0.0,518.1957204810964,2,267.74,,,,140,0.0,0,,0.0,,207,1681403613.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,84477,0.0,518.1957204810964,2,267.74,,,,141,0.0,0,,0.0,,208,1681403614.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,85091,0.0,518.1957204810964,2,267.74,,,,142,0.0,0,,0.0,,209,1681403615.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,85708,0.0,518.1957204810964,2,267.74,,,,143,0.0,0,,0.0,,211,1681403617.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,86323,0.0,518.1957204810964,2,267.74,,,,144,0.0,0,,0.0,,212,1681403618.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,86938,0.0,518.1957204810964,2,267.74,,,,145,0.0,0,,0.0,,213,1681403619.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,87553,0.0,518.1957204810964,2,267.74,,,,146,0.0,0,,0.0,,214,1681403620.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,88165,0.0,518.1957204810964,2,267.74,,,,147,0.0,0,,0.0,,215,1681403621.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,88780,0.0,518.1957204810964,2,267.74,,,,148,0.0,0,,0.0,,217,1681403623.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,89395,0.0,518.1957204810964,2,267.74,,,,149,0.0,0,,0.0,,218,1681403624.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,90011,0.0,518.1957204810964,2,267.74,,,,150,0.0,0,,0.0,,219,1681403625.0,17792.0
