04_peers/peer_2_epoch_oos,03_hivemind/next_fetch_time_s,04_peers/peer_2_samples_per_second,04_peers/peer_2_samples_accumulated,03_hivemind/actual_total_samples_per_second,03_hivemind/epoch_s,03_hivemind/undershot_TBS,03_hivemind/global_samples_accumulated,03_hivemind/global_epoch,03_hivemind/eta_next_epoch_s,03_hivemind/estimated_current_samples,04_peers/peer_2_epoch,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_peers,04_peers/peer_1_samples_per_second,03_hivemind/total_training_samples,03_hivemind/reached_TBS,03_hivemind/epoch_based_sps,_step,04_peers/peer_1_epoch,03_hivemind/num_clients,03_hivemind/overshot_TBS,04_peers/peer_1_epoch_oos,03_hivemind/per_epoch_training_samples,_runtime,_timestamp,04_peers/peer_1_samples_accumulated
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,90628,0.0,518.1957204810964,2,267.74,,,,151,0.0,0,,0.0,,220,1681403626.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,91243,0.0,518.1957204810964,2,267.74,,,,152,0.0,0,,0.0,,221,1681403627.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,91859,0.0,518.1957204810964,2,267.74,,,,153,0.0,0,,0.0,,222,1681403628.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,92473,0.0,518.1957204810964,2,267.74,,,,154,0.0,0,,0.0,,224,1681403630.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,93086,0.0,518.1957204810964,2,267.74,,,,155,0.0,0,,0.0,,225,1681403631.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,93699,0.0,518.1957204810964,2,267.74,,,,156,0.0,0,,0.0,,226,1681403632.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,94314,0.0,518.1957204810964,2,267.74,,,,157,0.0,0,,0.0,,227,1681403633.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,94929,0.0,518.1957204810964,2,267.74,,,,158,0.0,0,,0.0,,228,1681403634.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,95543,0.0,518.1957204810964,2,267.74,,,,159,0.0,0,,0.0,,230,1681403636.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,96156,0.0,518.1957204810964,2,267.74,,,,160,0.0,0,,0.0,,231,1681403637.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,96771,0.0,518.1957204810964,2,267.74,,,,161,0.0,0,,0.0,,232,1681403638.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,97387,0.0,518.1957204810964,2,267.74,,,,162,0.0,0,,0.0,,233,1681403639.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,98002,0.0,518.1957204810964,2,267.74,,,,163,0.0,0,,0.0,,234,1681403640.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,98619,0.0,518.1957204810964,2,267.74,,,,164,0.0,0,,0.0,,236,1681403642.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,99234,0.0,518.1957204810964,2,267.74,,,,165,0.0,0,,0.0,,237,1681403643.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,99847,0.0,518.1957204810964,2,267.74,,,,166,0.0,0,,0.0,,238,1681403644.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,100460,0.0,518.1957204810964,2,267.74,,,,167,0.0,0,,0.0,,239,1681403645.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,101075,0.0,518.1957204810964,2,267.74,,,,168,0.0,0,,0.0,,240,1681403646.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,101690,0.0,518.1957204810964,2,267.74,,,,169,0.0,0,,0.0,,241,1681403647.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,102304,0.0,518.1957204810964,2,267.74,,,,170,0.0,0,,0.0,,243,1681403649.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,102920,0.0,518.1957204810964,2,267.74,,,,171,0.0,0,,0.0,,244,1681403650.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,103539,0.0,518.1957204810964,2,267.74,,,,172,0.0,0,,0.0,,245,1681403651.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,104156,0.0,518.1957204810964,2,267.74,,,,173,0.0,0,,0.0,,246,1681403652.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,104770,0.0,518.1957204810964,2,267.74,,,,174,0.0,0,,0.0,,247,1681403653.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,105383,0.0,518.1957204810964,2,267.74,,,,175,0.0,0,,0.0,,249,1681403655.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,105999,0.0,518.1957204810964,2,267.74,,,,176,0.0,0,,0.0,,250,1681403656.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,106614,0.0,518.1957204810964,2,267.74,,,,177,0.0,0,,0.0,,251,1681403657.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,107229,0.0,518.1957204810964,2,267.74,,,,178,0.0,0,,0.0,,252,1681403658.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,107842,0.0,518.1957204810964,2,267.74,,,,179,0.0,0,,0.0,,253,1681403659.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,108455,0.0,518.1957204810964,2,267.74,,,,180,0.0,0,,0.0,,254,1681403660.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,109071,0.0,518.1957204810964,2,267.74,,,,181,0.0,0,,0.0,,256,1681403662.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,109686,0.0,518.1957204810964,2,267.74,,,,182,0.0,0,,0.0,,257,1681403663.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,110300,0.0,518.1957204810964,2,267.74,,,,183,0.0,0,,0.0,,258,1681403664.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,110915,0.0,518.1957204810964,2,267.74,,,,184,0.0,0,,0.0,,259,1681403665.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,111529,0.0,518.1957204810964,2,267.74,,,,185,0.0,0,,0.0,,260,1681403666.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,112145,0.0,518.1957204810964,2,267.74,,,,186,0.0,0,,0.0,,262,1681403668.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,112761,0.0,518.1957204810964,2,267.74,,,,187,0.0,0,,0.0,,263,1681403669.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,113378,0.0,518.1957204810964,2,267.74,,,,188,0.0,0,,0.0,,264,1681403670.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,113992,0.0,518.1957204810964,2,267.74,,,,189,0.0,0,,0.0,,265,1681403671.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,114607,0.0,518.1957204810964,2,267.74,,,,190,0.0,0,,0.0,,266,1681403672.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,115223,0.0,518.1957204810964,2,267.74,,,,191,0.0,0,,0.0,,268,1681403674.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,115841,0.0,518.1957204810964,2,267.74,,,,192,0.0,0,,0.0,,269,1681403675.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,116457,0.0,518.1957204810964,2,267.74,,,,193,0.0,0,,0.0,,270,1681403676.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,117073,0.0,518.1957204810964,2,267.74,,,,194,0.0,0,,0.0,,271,1681403677.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,117689,0.0,518.1957204810964,2,267.74,,,,195,0.0,0,,0.0,,272,1681403678.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,118306,0.0,518.1957204810964,2,267.74,,,,196,0.0,0,,0.0,,274,1681403680.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,118922,0.0,518.1957204810964,2,267.74,,,,197,0.0,0,,0.0,,275,1681403681.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,119537,0.0,518.1957204810964,2,267.74,,,,198,0.0,0,,0.0,,276,1681403682.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,120152,0.0,518.1957204810964,2,267.74,,,,199,0.0,0,,0.0,,277,1681403683.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,120767,0.0,518.1957204810964,2,267.74,,,,200,0.0,0,,0.0,,278,1681403684.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,121381,0.0,518.1957204810964,2,267.74,,,,201,0.0,0,,0.0,,279,1681403685.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,121995,0.0,518.1957204810964,2,267.74,,,,202,0.0,0,,0.0,,281,1681403687.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,122613,0.0,518.1957204810964,2,267.74,,,,203,0.0,0,,0.0,,282,1681403688.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,123225,0.0,518.1957204810964,2,267.74,,,,204,0.0,0,,0.0,,283,1681403689.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,123842,0.0,518.1957204810964,2,267.74,,,,205,0.0,0,,0.0,,284,1681403690.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,124458,0.0,518.1957204810964,2,267.74,,,,206,0.0,0,,0.0,,285,1681403691.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,125072,0.0,518.1957204810964,2,267.74,,,,207,0.0,0,,0.0,,287,1681403693.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,125687,0.0,518.1957204810964,2,267.74,,,,208,0.0,0,,0.0,,288,1681403694.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,126303,0.0,518.1957204810964,2,267.74,,,,209,0.0,0,,0.0,,289,1681403695.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,126915,0.0,518.1957204810964,2,267.74,,,,210,0.0,0,,0.0,,290,1681403696.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,127531,0.0,518.1957204810964,2,267.74,,,,211,0.0,0,,0.0,,291,1681403697.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,128146,0.0,518.1957204810964,2,267.74,,,,212,0.0,0,,0.0,,292,1681403698.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,128761,0.0,518.1957204810964,2,267.74,,,,213,0.0,0,,0.0,,294,1681403700.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,129376,0.0,518.1957204810964,2,267.74,,,,214,0.0,0,,0.0,,295,1681403701.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,129993,0.0,518.1957204810964,2,267.74,,,,215,0.0,0,,0.0,,296,1681403702.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,130610,0.0,518.1957204810964,2,267.74,,,,216,0.0,0,,0.0,,297,1681403703.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,131225,0.0,518.1957204810964,2,267.74,,,,217,0.0,0,,0.0,,298,1681403704.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,131840,0.0,518.1957204810964,2,267.74,,,,218,0.0,0,,0.0,,300,1681403706.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,132453,0.0,518.1957204810964,2,267.74,,,,219,0.0,0,,0.0,,301,1681403707.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,133069,0.0,518.1957204810964,2,267.74,,,,220,0.0,0,,0.0,,302,1681403708.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,133686,0.0,518.1957204810964,2,267.74,,,,221,0.0,0,,0.0,,303,1681403709.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,134300,0.0,518.1957204810964,2,267.74,,,,222,0.0,0,,0.0,,304,1681403710.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,134915,0.0,518.1957204810964,2,267.74,,,,223,0.0,0,,0.0,,306,1681403712.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,135530,0.0,518.1957204810964,2,267.74,,,,224,0.0,0,,0.0,,307,1681403713.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,136147,0.0,518.1957204810964,2,267.74,,,,225,0.0,0,,0.0,,308,1681403714.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,136762,0.0,518.1957204810964,2,267.74,,,,226,0.0,0,,0.0,,309,1681403715.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,137377,0.0,518.1957204810964,2,267.74,,,,227,0.0,0,,0.0,,310,1681403716.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,137991,0.0,518.1957204810964,2,267.74,,,,228,0.0,0,,0.0,,311,1681403717.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,138606,0.0,518.1957204810964,2,267.74,,,,229,0.0,0,,0.0,,313,1681403719.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,139219,0.0,518.1957204810964,2,267.74,,,,230,0.0,0,,0.0,,314,1681403720.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,139834,0.0,518.1957204810964,2,267.74,,,,231,0.0,0,,0.0,,315,1681403721.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,140449,0.0,518.1957204810964,2,267.74,,,,232,0.0,0,,0.0,,316,1681403722.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,141065,0.0,518.1957204810964,2,267.74,,,,233,0.0,0,,0.0,,317,1681403723.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,141679,0.0,518.1957204810964,2,267.74,,,,234,0.0,0,,0.0,,319,1681403725.0,17792.0
0.0,0.5,250.45,15008.0,518.1957204810964,,,32800,0,0.0,142293,0.0,518.1957204810964,2,267.74,,,,235,0.0,0,,0.0,,320,1681403726.0,17792.0
0.0,10.0,250.45,15008.0,239.10356996987687,,,192,1,64.13,265,0.0,506.8470755796541,2,267.74,,,,236,0.0,0,,0.0,,321,1681403727.0,17792.0
0.0,10.0,239.1,192.0,428.6749024029634,280.0223166528158,0.0,448,1,74.84,688,1.0,428.6749024029634,2,267.74,32800.0,0.0,117.13352132811225,237,0.0,0,1.0,1.0,32800.0,322,1681403728.0,17792.0
0.0,10.0,219.96,416.0,384.02917360514374,,,768,1,82.59,1049,1.0,384.02917360514374,2,208.71,,,,238,1.0,0,,0.0,,323,1681403729.0,32.0
0.0,10.0,231.91,576.0,232.35410221688414,,,896,1,136.78,987,1.0,232.35410221688414,2,152.12,,,,239,1.0,0,,0.0,,325,1681403731.0,192.0
0.0,10.0,118.6,640.0,288.54703745299946,,,1248,1,108.51,1458,1.0,288.54703745299946,2,113.76,,,,240,1.0,0,,0.0,,326,1681403732.0,256.0
0.0,10.0,151.38,800.0,264.7842279066344,,,1568,1,117.38,1687,1.0,264.7842279066344,2,137.17,,,,241,1.0,0,,0.0,,327,1681403733.0,448.0
0.0,10.0,116.2,928.0,335.6696594563636,,,2080,1,91.0,2220,1.0,335.6696594563636,2,148.58,,,,242,1.0,0,,0.0,,328,1681403734.0,640.0
0.0,10.0,173.6,1216.0,381.16442303215865,,,2592,1,78.79,2736,1.0,381.16442303215865,2,162.07,,,,243,1.0,0,,0.0,,329,1681403735.0,864.0
0.0,10.0,217.85,1536.0,392.76013276922146,,,2944,1,75.27,3204,1.0,392.76013276922146,2,163.31,,,,244,1.0,0,,0.0,,330,1681403736.0,1056.0
0.0,10.0,237.98,1824.0,347.10871969667085,,,3328,1,84.45,3456,1.0,347.10871969667085,2,154.78,,,,245,1.0,0,,0.0,,332,1681403738.0,1120.0
0.0,10.0,246.43,2112.0,393.944235033605,,,3904,1,72.96,4026,1.0,393.944235033605,2,100.68,,,,246,1.0,0,,0.0,,333,1681403739.0,1216.0
0.0,10.0,250.17,2432.0,405.7630452040523,,,4384,1,69.61,4523,1.0,405.7630452040523,2,143.78,,,,247,1.0,0,,0.0,,334,1681403740.0,1472.0
0.0,10.0,251.37,2720.0,430.81697841609923,,,4896,1,64.31,5062,1.0,430.81697841609923,2,154.4,,,,248,1.0,0,,0.0,,335,1681403741.0,1664.0
0.0,10.0,251.71,3008.0,476.73301163744287,,,5536,1,56.8,5689,1.0,476.73301163744287,2,179.1,,,,249,1.0,0,,0.0,,336,1681403742.0,1888.0
0.0,10.0,251.88,3328.0,501.8723760231235,,,6144,1,52.71,6313,1.0,501.8723760231235,2,224.85,,,,250,1.0,0,,0.0,,338,1681403744.0,2208.0
0.0,10.0,251.43,3616.0,509.5937019592857,,,6720,1,50.71,6927,1.0,509.5937019592857,2,250.44,,,,251,1.0,0,,0.0,,339,1681403745.0,2528.0
0.0,10.0,251.53,3904.0,511.4638204926732,,,7360,1,49.33,7535,1.0,511.4638204926732,2,258.06,,,,252,1.0,0,,0.0,,340,1681403746.0,2816.0
0.0,10.0,251.2,4224.0,513.7492711938805,,,7968,1,47.92,8147,1.0,513.7492711938805,2,260.27,,,,253,1.0,0,,0.0,,341,1681403747.0,3136.0
0.0,10.0,251.59,4512.0,515.0344398895464,,,8576,1,46.62,8759,1.0,515.0344398895464,2,262.16,,,,254,1.0,0,,0.0,,342,1681403748.0,3456.0
0.0,10.0,252.05,4800.0,517.4888664333417,,,9216,1,45.21,9374,1.0,517.4888664333417,2,262.99,,,,255,1.0,0,,0.0,,344,1681403750.0,3776.0
0.0,10.0,251.76,5120.0,519.3537720036843,,,9824,1,43.85,9994,1.0,519.3537720036843,2,265.73,,,,256,1.0,0,,0.0,,345,1681403751.0,4096.0
0.0,10.0,251.51,5408.0,519.9126640885428,,,10432,1,42.61,10613,1.0,519.9126640885428,2,267.85,,,,257,1.0,0,,0.0,,346,1681403752.0,4416.0
0.0,10.0,251.53,5696.0,520.9946238293937,,,11072,1,41.34,11230,1.0,520.9946238293937,2,268.38,,,,258,1.0,0,,0.0,,347,1681403753.0,4736.0
0.0,10.0,251.49,6016.0,520.1871187821454,,,11648,1,40.22,11846,1.0,520.1871187821454,2,269.51,,,,259,1.0,0,,0.0,,348,1681403754.0,5056.0
0.0,10.0,251.17,6304.0,519.4316517564571,,,12256,1,39.1,12460,1.0,519.4316517564571,2,269.01,,,,260,1.0,0,,0.0,,349,1681403755.0,5344.0
0.0,10.0,251.02,6592.0,516.8667857366047,,,12896,1,38.11,13072,1.0,516.8667857366047,2,268.41,,,,261,1.0,0,,0.0,,351,1681403757.0,5664.0
0.0,10.0,251.01,6912.0,517.4713942912126,,,13504,1,36.88,13685,1.0,517.4713942912126,2,265.86,,,,262,1.0,0,,0.0,,352,1681403758.0,5984.0
0.0,10.0,250.93,7200.0,513.656546976998,,,14112,1,35.97,14290,1.0,513.656546976998,2,266.54,,,,263,1.0,0,,0.0,,353,1681403759.0,6304.0
0.0,10.0,250.74,7488.0,514.2944454415028,,,14720,1,34.74,14901,1.0,514.2944454415028,2,262.91,,,,264,1.0,0,,0.0,,354,1681403760.0,6624.0
0.0,10.0,250.69,7776.0,513.9295295982134,,,15328,1,33.58,15510,1.0,513.9295295982134,2,263.61,,,,265,1.0,0,,0.0,,355,1681403761.0,6944.0
0.0,10.0,250.72,8096.0,512.3322884112556,,,15936,1,32.5,16116,1.0,512.3322884112556,2,263.21,,,,266,1.0,0,,0.0,,357,1681403763.0,7232.0
0.0,10.0,250.87,8384.0,509.4873151961433,,,16512,1,31.5,16718,1.0,509.4873151961433,2,261.46,,,,267,1.0,0,,0.0,,358,1681403764.0,7552.0
0.0,10.0,250.68,8672.0,512.5703350624284,,,17152,1,30.12,17330,1.0,512.5703350624284,2,258.81,,,,268,1.0,0,,0.0,,359,1681403765.0,7840.0
0.0,10.0,250.66,8992.0,514.5235693477459,,,17760,1,28.81,17947,1.0,514.5235693477459,2,261.91,,,,269,1.0,0,,0.0,,360,1681403766.0,8160.0
0.0,10.0,250.75,9280.0,514.6346685630622,,,18336,1,27.61,18557,1.0,514.6346685630622,2,263.77,,,,270,1.0,0,,0.0,,361,1681403767.0,8480.0
0.0,10.0,250.81,9568.0,514.0306171947636,,,19008,1,26.46,19168,1.0,514.0306171947636,2,263.83,,,,271,1.0,0,,0.0,,362,1681403768.0,8768.0
0.0,10.0,250.69,9888.0,514.209454174481,,,19616,1,25.26,19779,1.0,514.209454174481,2,263.34,,,,272,1.0,0,,0.0,,364,1681403770.0,9120.0
0.0,9.65,250.96,10176.0,513.2957423764947,,,20192,1,24.12,20390,1.0,513.2957423764947,2,263.24,,,,273,1.0,0,,0.0,,365,1681403771.0,9440.0
0.0,9.26,250.09,10464.0,508.6093350539726,,,20800,1,23.16,20988,1.0,508.6093350539726,2,263.21,,,,274,1.0,0,,0.0,,366,1681403772.0,9728.0
0.0,8.71,249.53,10752.0,513.0825762854462,,,21440,1,21.77,21599,1.0,513.0825762854462,2,259.08,,,,275,1.0,0,,0.0,,367,1681403773.0,10048.0
0.0,8.23,249.85,11072.0,513.0805695962574,,,21984,1,20.58,22207,1.0,513.0805695962574,2,263.23,,,,276,1.0,0,,0.0,,368,1681403774.0,10368.0
0.0,7.84,250.11,11328.0,508.81960171765036,,,22624,1,19.59,22798,1.0,508.81960171765036,2,262.97,,,,277,1.0,0,,0.0,,370,1681403776.0,10656.0
0.0,7.38,244.24,11648.0,508.2487048962671,,,23232,1,18.44,23396,1.0,508.2487048962671,2,264.58,,,,278,1.0,0,,0.0,,371,1681403777.0,10976.0
0.0,6.78,247.81,11936.0,516.114648798898,,,23840,1,16.96,24017,1.0,516.114648798898,2,260.44,,,,279,1.0,0,,0.0,,372,1681403778.0,11296.0
0.0,6.34,249.71,12224.0,513.8786452999489,,,24416,1,15.85,24624,1.0,513.8786452999489,2,266.41,,,,280,1.0,0,,0.0,,373,1681403779.0,11616.0
0.0,5.82,250.11,12512.0,517.1090629604346,,,24960,1,14.56,25241,1.0,517.1090629604346,2,263.76,,,,281,1.0,0,,0.0,,374,1681403780.0,11904.0
0.0,5.86,250.38,12736.0,480.786512363047,,,25568,1,14.64,25727,1.0,480.786512363047,2,266.73,,,,282,1.0,0,,0.0,,376,1681403782.0,12224.0
0.0,5.17,217.62,13024.0,497.51547966337705,,,26176,1,12.93,26333,1.0,497.51547966337705,2,263.17,,,,283,1.0,0,,0.0,,377,1681403783.0,12544.0
0.0,4.66,236.52,13312.0,501.6329735828116,,,26656,1,11.64,26930,1.0,501.6329735828116,2,261.0,,,,284,1.0,0,,0.0,,378,1681403784.0,12864.0
0.0,5.33,244.54,13600.0,414.0112356704026,,,27104,1,13.33,27247,1.0,414.0112356704026,2,257.09,,,,285,1.0,0,,0.0,,379,1681403785.0,13056.0
0.0,5.39,228.75,13856.0,380.9994210437014,,,27488,1,13.49,27629,1.0,380.9994210437014,2,185.26,,,,286,1.0,0,,0.0,,380,1681403786.0,13248.0
0.0,4.01,241.36,14144.0,448.22194118909664,,,28096,1,10.04,28269,1.0,448.22194118909664,2,139.64,,,,287,1.0,0,,0.0,,381,1681403787.0,13344.0
0.0,3.2,246.42,14432.0,484.3843497031896,,,28736,1,8.0,28892,1.0,484.3843497031896,2,201.8,,,,288,1.0,0,,0.0,,383,1681403789.0,13664.0
0.0,2.6,248.92,14752.0,501.65262450589375,,,29344,1,6.5,29506,1.0,501.65262450589375,2,235.46,,,,289,1.0,0,,0.0,,384,1681403790.0,13984.0
0.0,2.09,249.82,15040.0,507.6431299409861,,,29920,1,5.23,30112,1.0,507.6431299409861,2,251.83,,,,290,1.0,0,,0.0,,385,1681403791.0,14304.0
0.0,1.59,250.02,15328.0,512.9818083699165,,,30560,1,3.98,30725,1.0,512.9818083699165,2,257.62,,,,291,1.0,0,,0.0,,386,1681403792.0,14592.0
0.0,1.12,250.11,15648.0,512.7212967906632,,,31168,1,2.8,31334,1.0,512.7212967906632,2,262.87,,,,292,1.0,0,,0.0,,387,1681403793.0,14912.0
0.0,0.64,250.06,15936.0,512.7642511900414,,,31744,1,1.61,31942,1.0,512.7642511900414,2,262.67,,,,293,1.0,0,,0.0,,389,1681403795.0,15232.0
0.0,0.5,249.93,16224.0,512.858086573026,,,32352,1,0.42,32551,1.0,512.858086573026,2,262.83,,,,294,1.0,0,,0.0,,390,1681403796.0,15520.0
0.0,0.5,249.91,16512.0,510.9514776843753,,,32800,1,0.0,33155,1.0,510.9514776843753,2,262.95,,,,295,1.0,0,,0.0,,391,1681403797.0,15840.0
0.0,0.5,249.76,16736.0,510.9514776843753,,,32800,1,0.0,33760,1.0,510.9514776843753,2,261.19,,,,296,1.0,0,,0.0,,392,1681403798.0,16064.0
0.0,0.5,249.76,16736.0,510.9514776843753,,,32800,1,0.0,34366,1.0,510.9514776843753,2,261.19,,,,297,1.0,0,,0.0,,393,1681403799.0,16064.0
0.0,0.5,249.76,16736.0,510.9514776843753,,,32800,1,0.0,34972,1.0,510.9514776843753,2,261.19,,,,298,1.0,0,,0.0,,395,1681403801.0,16064.0
0.0,0.5,249.76,16736.0,510.9514776843753,,,32800,1,0.0,35578,1.0,510.9514776843753,2,261.19,,,,299,1.0,0,,0.0,,396,1681403802.0,16064.0
0.0,0.5,249.76,16736.0,510.9514776843753,,,32800,1,0.0,36186,1.0,510.9514776843753,2,261.19,,,,300,1.0,0,,0.0,,397,1681403803.0,16064.0
0.0,0.5,249.76,16736.0,510.9514776843753,,,32800,1,0.0,36792,1.0,510.9514776843753,2,261.19,,,,301,1.0,0,,0.0,,398,1681403804.0,16064.0
0.0,0.5,249.76,16736.0,510.9514776843753,,,32800,1,0.0,37398,1.0,510.9514776843753,2,261.19,,,,302,1.0,0,,0.0,,399,1681403805.0,16064.0
0.0,0.5,249.76,16736.0,510.9514776843753,,,32800,1,0.0,38004,1.0,510.9514776843753,2,261.19,,,,303,1.0,0,,0.0,,400,1681403806.0,16064.0
0.0,0.5,249.76,16736.0,510.9514776843753,,,32800,1,0.0,38609,1.0,510.9514776843753,2,261.19,,,,304,1.0,0,,0.0,,402,1681403808.0,16064.0
