_step,_runtime,cpu/logical_core_count,memory/total_memory_sys_MB,_timestamp,cpu/load/avg_sys_load_fifteen_min_percent,disk/time/disk_read_time_sys_s,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_MB,bandwidth/disk_write_sys_bandwidth_MBs,cpu/interrupts/ctx_switches_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/shared_memory_proc_MB,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,disk/counter/disk_read_sys_count,process/memory/dirty_pages_proc_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,process/memory/text_resident_set_proc_MB,process/voluntary_proc_ctx_switches,disk/time/disk_write_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/data_resident_set_proc_MB,cpu/interrupts/interrupts_count,memory/used_memory_sys_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,process/involuntary_proc_ctx_switches,02_timing/loss_calc_time_s,02_timing/forward_time_s,02_timing/dataload_cuda_move_time_s,03_hivemind/num_peers,02_timing/opt_step_time_s,01_general/locally_processed_samples,01_general/minibatch_loss,02_timing/backward_time_s,02_timing/step_time_s,03_hivemind/global_epoch,01_general/lr,02_timing/dataload_time_s,01_general/dataset_iteration_count,01_general/step
0,0,30.0,211076.599808,1681396887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,,,1681396887,2.3666666666666667,0.0,0.0,1174.97856,0.0,24.0,0.8950018186226965,178.102272,0.0,394.28096,0.0,0.0,0.0,0.5333333333333333,7.0,1.2790389763048617,208151.719936,2.719744,141.0,0.0,2481.037312,0.0,20.0,1.4,2.3,9963.405312,92.0,,,,,,,,,,,,,,
2,1,,,1681396888,2.3666666666666667,0.0,0.012000000000000455,1296.334848,0.6207869050200396,3176.0,0.4451376496649066,180.690944,86.0,396.96384,0.0,0.0,0.0,0.5333333333333333,1490.0,1.0325256704015084,208030.396416,2.719744,151.0,0.025999999999953616,2489.561088,0.0,3195.0,1.4,2.3,10038.910976,92.0,,,,,,,,,,,,,,
3,2,,,1681396889,2.3666666666666667,0.0,0.02400000000000091,1299.550208,0.2124630084927347,3908.0,0.017636089591075203,180.690944,89.0,396.976128,0.0,0.0,0.0,0.5,1951.0,0.02309449917511015,208027.172864,2.719744,151.0,0.02800000000002001,2489.573376,0.0,3791.0,1.4,2.2666666666666666,10038.910976,92.0,,,,,,,,,,,,,,
4,3,,,1681396890,2.3666666666666667,0.0,0.028000000000005798,1300.5824,0.004087317269866007,4497.0,0.08185012500162822,180.690944,90.0,396.976128,0.0,0.0,0.0,0.5,2185.0,0.0737952360821014,208026.140672,2.719744,151.0,0.02800000000002001,2489.577472,0.0,4175.0,1.4,2.2666666666666666,10038.910976,92.0,,,,,,,,,,,,,,
5,4,,,1681396891,2.3666666666666667,0.0,0.03200000000001069,1588.178944,0.0034175532223599953,5885.0,0.097400266907074,182.55872,91.0,677.945344,0.0,0.0,0.0,0.5,2719.0,0.2250111703338925,207738.544128,2.719744,192.0,0.02800000000002001,2778.554368,0.0,5192.0,1.6,2.2666666666666666,10394.865664,134.0,,,,,,,,,,,,,,
6,5,,,1681396892,2.3666666666666667,0.0,0.04000000000000625,2080.60416,0.004086347997676652,6589.0,0.06590034252474224,183.279616,92.0,1171.10784,0.0,0.0,0.0,0.5,3080.0,0.2583816991203879,207246.118912,2.719744,223.0,0.02800000000002001,4051.779584,0.0,5887.0,1.8,2.2666666666666666,11668.09088,204.0,,,,,,,,,,,,,,
7,6,,,1681396893,2.3666666666666667,0.0,0.04800000000000182,2861.940736,0.29423385205030983,7473.0,0.08022310241182347,183.279616,135.0,1950.756864,0.0,0.0,0.0,0.5,3556.0,0.07186636294895722,206464.77824,2.719744,223.0,0.043000000000006366,4051.779584,0.0,6799.0,2.2,2.2666666666666666,11668.09088,267.0,,,,,,,,,,,,,,
8,7,,,1681396894,2.3666666666666667,0.0,0.056000000000011596,3440.7424,0.11442522844263164,7888.0,0.06513043137696026,184.918016,138.0,2529.558528,0.0,0.0,0.0,0.7333333333333333,3811.0,0.020121791345648683,205885.976576,2.719744,223.0,0.04499999999995907,4639.870976,0.0,7352.0,2.5,2.3,12256.182272,315.0,,,,,,,,,,,,,,
9,8,,,1681396895,2.3666666666666667,0.0,0.060000000000002274,4007.911424,0.0040865822475285455,8623.0,0.018796682035773254,184.918016,139.0,3094.831104,0.0,0.0,0.0,0.7333333333333333,4151.0,0.02332225260717102,205318.807552,2.719744,223.0,0.04499999999995907,5194.133504,0.0,8112.0,2.7,2.3,12810.4448,383.0,,,,,,,,,,,,,,
10,9,,,1681396896,2.3666666666666667,0.0,0.06400000000000716,4008.034304,0.004086466580907339,9141.0,0.07061925051011349,184.918016,140.0,3094.982656,0.0,0.0,0.0,0.7333333333333333,4521.0,0.8279005694222823,205318.672384,2.719744,223.0,0.04499999999995907,5194.395648,0.0,8733.0,2.7,2.3,12810.706944,440.0,,,,,,,,,,,,,,
11,10,,,1681396897,2.3666666666666667,0.0,0.07200000000000273,4016.80384,0.004086505454894217,9930.0,0.04841551194344131,184.918016,141.0,3094.982656,0.0,0.0,0.0,0.7333333333333333,5102.0,0.04092890620382056,205309.91104,2.719744,223.0,0.04600000000004911,5194.395648,0.0,9639.0,2.7,2.3,12810.706944,520.0,,,,,,,,,,,,,,
12,11,,,1681396898,2.3666666666666667,0.0,0.0800000000000125,4543.614976,0.1920717872531862,11298.0,0.22831671684853674,184.918016,173.0,3621.302272,0.0,0.0,0.0,0.7333333333333333,5870.0,0.1852474281433077,204783.099904,2.719744,223.0,0.05700000000001637,6222.60224,0.0,10943.0,3.0,2.3,13838.913536,642.0,,,,,,,,,,,,,,
13,12,,,1681396899,2.3666666666666667,0.0,0.09199999999999875,5048.05376,0.08990564356070424,12506.0,0.18783287552583225,184.918016,176.0,4123.312128,0.0,0.0,0.0,0.9333333333333335,6480.0,0.14943301300750753,204278.66112,2.719744,223.0,0.05899999999996908,6466.818048,0.0,12130.0,3.2,2.3,14552.064,775.0,,,,,,,,,,,,,,
14,13,,,1681396900,2.3666666666666667,0.0,0.09600000000000364,4156.461056,0.004086573506114126,13994.0,0.25541882545511496,283.713536,177.0,3257.22112,0.0,0.0,0.0,0.9333333333333335,7306.0,0.19491040024038833,205159.784448,2.719744,233.0,0.05899999999996908,5511.852032,0.0,14567.0,2.8,2.3,15310.405632,835.0,,,,,,,,,,,,,,
15,14,,,1681396901,2.3666666666666667,0.0,0.10000000000000853,4229.607424,0.004014534025688208,15065.0,0.17794108446175538,460.591104,178.0,3496.198144,0.0,0.0,0.0,0.9333333333333335,7935.0,0.14725969450834567,205086.63808,2.719744,237.0,0.05999999999994543,5572.542464,0.0,15634.0,2.8,2.3,15639.53152,838.0,,,,,,,,,,,,,,
16,15,,,1681396902,2.3666666666666667,0.0,0.1039999999999992,4419.047424,0.004089045036880267,17093.0,0.30249349544225246,978.038784,179.0,4265.304064,0.0,0.0,0.0,0.9333333333333335,8966.0,0.26355971703612063,204390.78912,2.719744,268.0,0.05999999999994543,5860.630528,0.0,17735.0,3.2,2.3,20202.913792,840.0,,,,,,,,,,,,,,
17,16,,,1681396903,2.3666666666666667,0.0,0.10800000000000409,9330.765824,0.004080465388255813,21045.0,0.28307431684156925,2706.61632,180.0,10629.09952,0.0,0.0,0.0,0.9333333333333335,10607.0,0.2757741092494848,197747.806208,2.719744,677.0,0.05999999999994543,10507.370496,0.0,28043.0,6.3,2.3,31268.646912,872.0,,,,,,,,,,,,,,
18,17,,,1681396904,2.3666666666666667,0.0,0.11599999999999966,10318.266368,0.05717594707098257,24688.0,0.3783918215959161,4507.267072,192.0,12433.158144,0.0,0.0,0.0,1.1333333333333333,12312.0,0.30171319728061063,194963.222528,2.719744,936.0,0.06499999999994088,10507.370496,0.0,285140.0,7.6,2.333333333333333,33085.17376,904.0,,,,,,,,,,,,,,
19,18,,,1681396905,2.3666666666666667,0.0,0.12000000000000455,10438.47168,0.06536488545170892,29730.0,0.5974519687217282,4946.919424,195.0,11882.692608,0.0,0.0,0.0,1.1333333333333333,16088.0,8.99231559251534,194389.99552,2.719744,1093.0,0.06799999999998363,9542.750208,0.0,313238.0,7.9,2.333333333333333,32747.2128,904.0,,,,,,,,,,,,,,
20,19,,,1681396906,2.3666666666666667,0.0,0.12400000000000944,11427.991552,0.004085631777406659,34546.0,0.6233540972623669,5135.962112,196.0,12072.001536,0.0,0.0,0.0,1.1333333333333333,21420.0,115.35617747275566,193394.888704,2.719744,1100.0,0.06799999999998363,9551.290368,0.0,318748.0,8.4,2.333333333333333,38393.155584,904.0,3.477000063867308e-06,0.8839358229997742,0.003172987000198191,,,,,,,,,,,
21,19,,,1681396906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.007122432999949524,32.0,12.57326889038086,0.04402890600022147,1.842505717000222,0.0,0.0001,0.9042420910000146,0.0,0.0
22,20,,,1681396907,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000377647999812325,0.018495733000236214,0.0036529429999063723,1.0,0.008591467000314879,64.0,12.765625,0.04645141099990724,0.07832132900057331,0.0,0.0001,0.0007521270003962854,0.0,1.0
23,20,,,1681396907,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005791230000795622,0.017930591000094864,0.0037238279996927304,1.0,0.008566917999814905,96.0,12.642057418823242,0.04797701600000437,0.08001293500001339,0.0,0.0001,0.001235459000326955,0.0,2.0
24,20,,,1681396907,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004237560001456586,0.018043193999801588,0.003680764999899111,1.0,0.008745072999772674,128.0,12.747149467468262,0.047449641000184783,0.08002403699947536,0.0,0.0001,0.0016816079996715416,0.0,3.0
25,20,,,1681396907,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004303719997551525,0.01803305800012822,0.00371890499991423,1.0,0.00863706900008765,160.0,12.85737133026123,0.04715915699989637,0.07886731899998267,0.0,0.0001,0.0008887580002010509,0.0,4.0
26,20,,,1681396907,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00043372799973440124,0.018337418000101025,0.0030113329999039706,1.0,0.008462596999834204,192.0,12.740032196044922,0.04712057200003983,0.07819709599971247,0.0,0.0001,0.0008314480000990443,0.0,5.0
