03_hivemind/epoch_s,03_hivemind/total_training_samples,04_peers/peer_3_epoch,03_hivemind/epoch_based_sps,03_hivemind/next_fetch_time_s,04_peers/peer_3_samples_per_second,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_peers,04_peers/peer_1_epoch_oos,04_peers/peer_2_samples_per_second,03_hivemind/per_epoch_training_samples,_step,03_hivemind/undershot_TBS,04_peers/peer_1_samples_per_second,_timestamp,03_hivemind/reached_TBS,_runtime,04_peers/peer_2_epoch,03_hivemind/num_clients,03_hivemind/global_samples_accumulated,03_hivemind/actual_total_samples_per_second,03_hivemind/overshot_TBS,04_peers/peer_2_epoch_oos,04_peers/peer_3_epoch_oos,04_peers/peer_1_samples_accumulated,04_peers/peer_3_samples_accumulated,04_peers/peer_1_epoch,03_hivemind/global_epoch,03_hivemind/eta_next_epoch_s,04_peers/peer_2_samples_accumulated,03_hivemind/estimated_current_samples
,,0.0,,0.5,121.64,498.0640937665688,3,0.0,258.19,,173,,118.23,1681387252.0,,255,0.0,0,32832,498.0640937665688,,0.0,0.0,9024.0,7296.0,0.0,0,0.0,16512.0,98293
,,0.0,,0.5,121.64,498.0640937665688,3,0.0,258.19,,174,,118.23,1681387253.0,,256,0.0,0,32832,498.0640937665688,,0.0,0.0,9024.0,7296.0,0.0,0,0.0,16512.0,98888
,,0.0,,0.5,121.64,498.0640937665688,3,0.0,258.19,,175,,118.23,1681387254.0,,257,0.0,0,32832,498.0640937665688,,0.0,0.0,9024.0,7296.0,0.0,0,0.0,16512.0,99476
,,0.0,,0.5,121.64,498.0640937665688,3,0.0,258.19,,176,,118.23,1681387255.0,,258,0.0,0,32832,498.0640937665688,,0.0,0.0,9024.0,7296.0,0.0,0,0.0,16512.0,100067
,,0.0,,10.0,121.64,498.0640937665688,3,0.0,258.19,,177,,118.23,1681387257.0,,260,0.0,0,0,258.1915552251085,,0.0,0.0,9024.0,7296.0,0.0,1,65.41,16512.0,189
209.82507609995082,32832.0,0.0,156.47319476896257,10.0,121.64,421.2270354454526,3,1.0,258.19,32832.0,178,0.0,118.23,1681387258.0,0.0,261,1.0,0,480,421.2270354454526,1.0,0.0,1.0,9024.0,7296.0,0.0,1,76.25,0.0,651
,,1.0,,10.0,114.6,431.3027804491381,3,0.0,193.28,,179,,113.34,1681387259.0,,262,1.0,0,992,431.3027804491381,,0.0,0.0,128.0,128.0,1.0,1,73.25,224.0,1173
,,1.0,,10.0,115.41,397.4180739984041,3,0.0,204.47,,180,,111.42,1681387260.0,,263,1.0,0,1280,397.4180739984041,,0.0,0.0,256.0,256.0,1.0,1,78.52,480.0,1561
,,1.0,,10.0,96.41,416.0414997356023,3,0.0,205.59,,181,,95.42,1681387261.0,,264,1.0,0,1536,416.0414997356023,,0.0,0.0,352.0,352.0,1.0,1,73.7,576.0,2107
,,1.0,,10.0,105.83,331.8807557497796,3,0.0,205.59,,182,,104.62,1681387262.0,,265,1.0,0,1920,331.8807557497796,,0.0,0.0,480.0,480.0,1.0,1,92.25,576.0,2153
,,1.0,,10.0,107.36,360.05400612172866,3,0.0,130.29,,183,,94.24,1681387264.0,,267,1.0,0,2432,360.05400612172866,,0.0,0.0,576.0,512.0,1.0,1,83.79,832.0,2597
,,1.0,,10.0,92.02,375.88948201750895,3,0.0,165.93,,184,,102.11,1681387265.0,,268,1.0,0,2912,375.88948201750895,,0.0,0.0,704.0,672.0,1.0,1,79.11,1056.0,3033
,,1.0,,10.0,81.87,390.49850794838795,3,0.0,184.91,,185,,109.11,1681387266.0,,269,1.0,0,3168,390.49850794838795,,0.0,0.0,864.0,736.0,1.0,1,74.84,1312.0,3542
,,1.0,,10.0,92.59,383.78189538612895,3,0.0,184.91,,186,,113.0,1681387267.0,,270,1.0,0,3776,383.78189538612895,,0.0,0.0,992.0,864.0,1.0,1,75.2,1312.0,3909
,,1.0,,10.0,102.98,445.22605357166407,3,0.0,164.55,,187,,116.25,1681387268.0,,271,1.0,0,4352,445.22605357166407,,0.0,0.0,1152.0,1024.0,1.0,1,63.41,1600.0,4535
,,1.0,,10.0,109.06,478.43751701981466,3,0.0,218.27,,188,,117.89,1681387270.0,,273,1.0,0,4960,478.43751701981466,,0.0,0.0,1280.0,1152.0,1.0,1,57.73,1920.0,5147
,,1.0,,10.0,114.49,492.932281483348,3,0.0,244.86,,189,,119.1,1681387271.0,,274,1.0,0,5536,492.932281483348,,0.0,0.0,1440.0,1312.0,1.0,1,54.81,2208.0,5751
,,1.0,,10.0,117.34,501.7717869481887,3,0.0,255.9,,190,,119.7,1681387272.0,,275,1.0,0,6176,501.7717869481887,,0.0,0.0,1568.0,1440.0,1.0,1,52.63,2528.0,6359
,,1.0,,10.0,119.64,505.5801406670689,3,0.0,261.95,,191,,120.18,1681387273.0,,276,1.0,0,6784,505.5801406670689,,0.0,0.0,1728.0,1600.0,1.0,1,51.03,2848.0,6968
,,1.0,,10.0,121.0,506.5555635490815,3,0.0,264.07,,192,,120.51,1681387274.0,,277,1.0,0,7392,506.5555635490815,,0.0,0.0,1856.0,1760.0,1.0,1,49.74,3168.0,7571
,,1.0,,10.0,121.58,510.5933407445019,3,0.0,264.34,,193,,120.64,1681387275.0,,278,1.0,0,8000,510.5933407445019,,0.0,0.0,2016.0,1888.0,1.0,1,48.15,3488.0,8180
,,1.0,,10.0,122.39,512.1868232119238,3,0.0,267.39,,194,,120.81,1681387277.0,,280,1.0,0,8608,512.1868232119238,,0.0,0.0,2144.0,2048.0,1.0,1,46.82,3808.0,8789
,,1.0,,10.0,122.4,505.9313626568081,3,0.0,268.82,,195,,120.97,1681387278.0,,281,1.0,0,9184,505.9313626568081,,0.0,0.0,2304.0,2176.0,1.0,1,46.23,4128.0,9379
,,1.0,,10.0,122.56,504.59719257178324,3,0.0,262.42,,196,,120.95,1681387279.0,,282,1.0,0,9792,504.59719257178324,,0.0,0.0,2432.0,2336.0,1.0,1,45.17,4416.0,9976
,,1.0,,10.0,122.64,504.5870926839943,3,0.0,260.99,,197,,120.97,1681387280.0,,283,1.0,0,10400,504.5870926839943,,0.0,0.0,2592.0,2464.0,1.0,1,43.98,4736.0,10576
,,1.0,,10.0,122.62,502.545520795773,3,0.0,261.42,,198,,120.55,1681387281.0,,284,1.0,0,10976,502.545520795773,,0.0,0.0,2720.0,2624.0,1.0,1,42.98,5056.0,11170
,,1.0,,10.0,122.55,503.6255450707515,3,0.0,259.3,,199,,120.69,1681387283.0,,286,1.0,0,11584,503.6255450707515,,0.0,0.0,2880.0,2752.0,1.0,1,41.7,5344.0,11769
,,1.0,,10.0,122.38,503.7713390846804,3,0.0,260.43,,200,,120.81,1681387284.0,,287,1.0,0,12192,503.7713390846804,,0.0,0.0,3008.0,2912.0,1.0,1,40.49,5664.0,12369
,,1.0,,10.0,122.48,504.7931324229843,3,0.0,260.45,,201,,120.84,1681387285.0,,288,1.0,0,12768,504.7931324229843,,0.0,0.0,3168.0,3072.0,1.0,1,39.22,5952.0,12969
,,1.0,,10.0,122.42,503.27243494284255,3,0.0,261.51,,202,,120.86,1681387286.0,,289,1.0,0,13408,503.27243494284255,,0.0,0.0,3296.0,3200.0,1.0,1,38.16,6272.0,13563
,,1.0,,10.0,122.31,501.52965974627267,3,0.0,260.08,,203,,120.88,1681387287.0,,290,1.0,0,13952,501.52965974627267,,0.0,0.0,3456.0,3360.0,1.0,1,37.11,6592.0,14157
,,1.0,,10.0,122.11,503.20354897872033,3,0.0,258.63,,204,,120.79,1681387289.0,,292,1.0,0,14560,503.20354897872033,,0.0,0.0,3584.0,3488.0,1.0,1,35.79,6880.0,14757
,,1.0,,10.0,122.12,503.56748089206616,3,0.0,260.51,,205,,120.57,1681387290.0,,293,1.0,0,15168,503.56748089206616,,0.0,0.0,3712.0,3648.0,1.0,1,34.58,7200.0,15354
,,1.0,,10.0,122.08,504.159742778613,3,0.0,260.92,,206,,120.57,1681387291.0,,294,1.0,0,15808,504.159742778613,,0.0,0.0,3872.0,3776.0,1.0,1,33.27,7520.0,15996
,,1.0,,10.0,121.93,505.61751028770783,3,0.0,261.62,,207,,120.62,1681387292.0,,295,1.0,0,16384,505.61751028770783,,0.0,0.0,4032.0,3936.0,1.0,1,31.98,7840.0,16598
,,1.0,,10.0,121.56,501.1051833754189,3,0.0,263.43,,208,,120.63,1681387293.0,,296,1.0,0,16992,501.1051833754189,,0.0,0.0,4160.0,4064.0,1.0,1,31.09,8160.0,17189
,,1.0,,10.0,121.64,501.1514217335441,3,0.0,258.76,,209,,120.7,1681387295.0,,298,1.0,0,17600,501.1514217335441,,0.0,0.0,4320.0,4224.0,1.0,1,29.89,8448.0,17786
,,1.0,,10.0,121.75,503.418695037293,3,0.0,258.66,,210,,120.74,1681387296.0,,299,1.0,0,18208,503.418695037293,,0.0,0.0,4448.0,4384.0,1.0,1,28.57,8768.0,18385
,,1.0,,10.0,121.81,504.101943247032,3,0.0,260.9,,211,,120.72,1681387297.0,,300,1.0,0,18784,504.101943247032,,0.0,0.0,4608.0,4512.0,1.0,1,27.35,9088.0,18982
,,1.0,,10.0,121.7,504.43177904643625,3,0.0,261.7,,212,,120.71,1681387298.0,,301,1.0,0,19392,504.43177904643625,,0.0,0.0,4736.0,4672.0,1.0,1,26.14,9376.0,19582
,,1.0,,10.0,121.58,501.66557686760837,3,0.0,262.12,,213,,120.74,1681387299.0,,302,1.0,0,20000,501.66557686760837,,0.0,0.0,4896.0,4800.0,1.0,1,25.1,9696.0,20174
,,1.0,,10.0,121.61,500.14710275370805,3,0.0,259.38,,214,,120.68,1681387300.0,,303,1.0,0,20576,500.14710275370805,,0.0,0.0,5024.0,4960.0,1.0,1,24.0,10016.0,20766
,,1.0,,10.0,121.63,498.8003349219161,3,0.0,257.82,,215,,120.71,1681387302.0,,305,1.0,0,21184,498.8003349219161,,0.0,0.0,5184.0,5088.0,1.0,1,22.88,10304.0,21357
,,1.0,,10.0,121.49,497.4643085048686,3,0.0,256.91,,216,,120.41,1681387303.0,,306,1.0,0,21728,497.4643085048686,,0.0,0.0,5312.0,5248.0,1.0,1,21.76,10624.0,21945
,,1.0,,10.0,121.34,500.6462285211623,3,0.0,255.93,,217,,120.2,1681387304.0,,307,1.0,0,22368,500.6462285211623,,0.0,0.0,5440.0,5376.0,1.0,1,20.42,10912.0,22544
,,1.0,,9.61,121.27,501.2994323130627,3,0.0,259.39,,218,,119.99,1681387305.0,,308,1.0,0,22944,501.2994323130627,,0.0,0.0,5600.0,5536.0,1.0,1,19.21,11232.0,23138
,,1.0,,9.04,121.31,500.13843676757585,3,0.0,260.02,,219,,119.97,1681387306.0,,309,1.0,0,23552,500.13843676757585,,0.0,0.0,5728.0,5664.0,1.0,1,18.07,11552.0,23729
,,1.0,,8.47,121.17,498.81229602500014,3,0.0,259.21,,220,,119.75,1681387308.0,,311,1.0,0,24128,498.81229602500014,,0.0,0.0,5888.0,5824.0,1.0,1,16.93,11840.0,24321
,,1.0,,7.91,121.18,496.5634656639682,3,0.0,257.88,,221,,119.75,1681387309.0,,312,1.0,0,24736,496.5634656639682,,0.0,0.0,6016.0,5952.0,1.0,1,15.83,12160.0,24909
,,1.0,,7.29,121.26,498.45827016093233,3,0.0,255.61,,222,,119.7,1681387310.0,,313,1.0,0,25312,498.45827016093233,,0.0,0.0,6176.0,6112.0,1.0,1,14.59,12448.0,25496
,,1.0,,6.74,121.19,496.1213379098901,3,0.0,257.75,,223,,119.53,1681387311.0,,314,1.0,0,25856,496.1213379098901,,0.0,0.0,6304.0,6240.0,1.0,1,13.48,12768.0,26078
,,1.0,,6.09,121.06,499.99472304397455,3,0.0,255.62,,224,,119.44,1681387312.0,,315,1.0,0,26496,499.99472304397455,,0.0,0.0,6432.0,6368.0,1.0,1,12.18,13056.0,26676
,,1.0,,5.49,120.99,500.6450531125485,3,0.0,259.78,,225,,119.23,1681387314.0,,317,1.0,0,26848,500.6450531125485,,0.0,0.0,6592.0,6528.0,1.0,1,10.97,13376.0,27276
,,1.0,,5.66,121.04,451.61121081231465,3,0.0,260.43,,226,,119.17,1681387315.0,,318,1.0,0,27488,451.61121081231465,,0.0,0.0,6720.0,6656.0,1.0,1,11.32,13472.0,27656
,,1.0,,4.67,120.94,481.8944803384102,3,0.0,211.57,,227,,119.1,1681387316.0,,319,1.0,0,28064,481.8944803384102,,0.0,0.0,6880.0,6816.0,1.0,1,9.34,13792.0,28268
,,1.0,,4.0,121.0,489.3856907840822,3,0.0,241.86,,228,,119.04,1681387317.0,,320,1.0,0,28672,489.3856907840822,,0.0,0.0,7008.0,6944.0,1.0,1,8.0,14112.0,28855
,,1.0,,3.34,121.14,495.84550038695846,3,0.0,249.36,,229,,118.89,1681387318.0,,321,1.0,0,29248,495.84550038695846,,0.0,0.0,7168.0,7104.0,1.0,1,6.69,14400.0,29452
,,1.0,,2.72,121.19,500.3272893216556,3,0.0,255.79,,230,,118.87,1681387319.0,,322,1.0,0,29856,500.3272893216556,,0.0,0.0,7296.0,7232.0,1.0,1,5.43,14720.0,30050
,,1.0,,2.11,121.1,502.5478900549571,3,0.0,260.46,,231,,118.76,1681387321.0,,324,1.0,0,30464,502.5478900549571,,0.0,0.0,7424.0,7392.0,1.0,1,4.22,15040.0,30648
,,1.0,,1.52,121.12,501.6410292414551,3,0.0,262.64,,232,,118.78,1681387322.0,,325,1.0,0,31040,501.6410292414551,,0.0,0.0,7584.0,7520.0,1.0,1,3.04,15360.0,31243
,,1.0,,0.92,121.1,502.26318895211256,3,0.0,261.77,,233,,118.78,1681387323.0,,326,1.0,0,31648,502.26318895211256,,0.0,0.0,7712.0,7680.0,1.0,1,1.85,15648.0,31839
,,1.0,,0.5,121.04,501.4649743762716,3,0.0,262.42,,234,,118.8,1681387324.0,,327,1.0,0,32256,501.4649743762716,,0.0,0.0,7872.0,7808.0,1.0,1,0.67,15968.0,32432
,,1.0,,0.5,121.11,502.59394112694616,3,0.0,261.59,,235,,118.76,1681387325.0,,328,1.0,0,32800,502.59394112694616,,0.0,0.0,8000.0,7968.0,1.0,1,0.0,16288.0,33030
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,236,,118.81,1681387327.0,,330,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,33627
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,237,,118.81,1681387328.0,,331,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,34227
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,238,,118.81,1681387329.0,,332,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,34824
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,239,,118.81,1681387330.0,,333,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,35421
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,240,,118.81,1681387331.0,,334,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,36018
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,241,,118.81,1681387333.0,,336,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,36616
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,242,,118.81,1681387334.0,,337,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,37209
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,243,,118.81,1681387335.0,,338,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,37803
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,244,,118.81,1681387336.0,,339,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,38399
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,245,,118.81,1681387337.0,,340,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,38996
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,246,,118.81,1681387338.0,,341,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,39594
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,247,,118.81,1681387340.0,,343,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,40190
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,248,,118.81,1681387341.0,,344,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,40786
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,249,,118.81,1681387342.0,,345,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,41380
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,250,,118.81,1681387343.0,,346,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,41979
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,251,,118.81,1681387344.0,,347,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,42574
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,252,,118.81,1681387346.0,,349,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,43170
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,253,,118.81,1681387347.0,,350,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,43768
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,254,,118.81,1681387348.0,,351,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,44365
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,255,,118.81,1681387349.0,,352,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,44961
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,256,,118.81,1681387350.0,,353,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,45558
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,257,,118.81,1681387352.0,,355,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,46153
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,258,,118.81,1681387353.0,,356,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,46749
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,259,,118.81,1681387354.0,,357,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,47342
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,260,,118.81,1681387355.0,,358,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,47938
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,261,,118.81,1681387356.0,,359,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,48534
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,262,,118.81,1681387357.0,,360,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,49130
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,263,,118.81,1681387359.0,,362,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,49725
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,264,,118.81,1681387360.0,,363,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,50321
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,265,,118.81,1681387361.0,,364,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,50918
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,266,,118.81,1681387362.0,,365,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,51512
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,267,,118.81,1681387363.0,,366,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,52107
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,268,,118.81,1681387365.0,,368,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,52705
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,269,,118.81,1681387366.0,,369,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,53302
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,270,,118.81,1681387367.0,,370,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,53897
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,271,,118.81,1681387368.0,,371,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,54495
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,272,,118.81,1681387369.0,,372,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,55089
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,273,,118.81,1681387370.0,,373,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,55687
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,274,,118.81,1681387372.0,,375,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,56286
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,275,,118.81,1681387373.0,,376,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,56877
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,276,,118.81,1681387374.0,,377,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,57473
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,277,,118.81,1681387375.0,,378,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,58068
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,278,,118.81,1681387376.0,,379,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,58672
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,279,,118.81,1681387378.0,,381,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,59270
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,280,,118.81,1681387379.0,,382,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,59868
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,281,,118.81,1681387380.0,,383,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,60466
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,282,,118.81,1681387381.0,,384,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,61061
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,283,,118.81,1681387382.0,,385,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,61658
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,284,,118.81,1681387384.0,,387,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,62253
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,285,,118.81,1681387385.0,,388,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,62848
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,286,,118.81,1681387386.0,,389,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,63444
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,287,,118.81,1681387387.0,,390,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,64036
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,288,,118.81,1681387388.0,,391,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,64632
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,289,,118.81,1681387389.0,,392,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,65228
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,290,,118.81,1681387391.0,,394,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,65824
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,291,,118.81,1681387392.0,,395,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,66420
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,292,,118.81,1681387393.0,,396,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,67015
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,293,,118.81,1681387394.0,,397,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,67612
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,294,,118.81,1681387395.0,,398,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,68207
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,295,,118.81,1681387397.0,,400,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,68802
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,296,,118.81,1681387398.0,,401,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,69398
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,297,,118.81,1681387399.0,,402,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,69993
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,298,,118.81,1681387400.0,,403,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,70588
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,299,,118.81,1681387401.0,,404,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,71182
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,300,,118.81,1681387402.0,,405,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,71778
