03_hivemind/epoch_s,03_hivemind/total_training_samples,04_peers/peer_3_epoch,03_hivemind/epoch_based_sps,03_hivemind/next_fetch_time_s,04_peers/peer_3_samples_per_second,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_peers,04_peers/peer_1_epoch_oos,04_peers/peer_2_samples_per_second,03_hivemind/per_epoch_training_samples,_step,03_hivemind/undershot_TBS,04_peers/peer_1_samples_per_second,_timestamp,03_hivemind/reached_TBS,_runtime,04_peers/peer_2_epoch,03_hivemind/num_clients,03_hivemind/global_samples_accumulated,03_hivemind/actual_total_samples_per_second,03_hivemind/overshot_TBS,04_peers/peer_2_epoch_oos,04_peers/peer_3_epoch_oos,04_peers/peer_1_samples_accumulated,04_peers/peer_3_samples_accumulated,04_peers/peer_1_epoch,03_hivemind/global_epoch,03_hivemind/eta_next_epoch_s,04_peers/peer_2_samples_accumulated,03_hivemind/estimated_current_samples
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,301,,118.81,1681387404.0,,407,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,72375
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,302,,118.81,1681387405.0,,408,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,72971
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,303,,118.81,1681387406.0,,409,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,73567
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,304,,118.81,1681387407.0,,410,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,74164
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,305,,118.81,1681387408.0,,411,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,74758
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,306,,118.81,1681387410.0,,413,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,75356
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,307,,118.81,1681387411.0,,414,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,75949
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,308,,118.81,1681387412.0,,415,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,76545
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,309,,118.81,1681387413.0,,416,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,77142
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,310,,118.81,1681387414.0,,417,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,77735
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,311,,118.81,1681387416.0,,419,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,78333
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,312,,118.81,1681387417.0,,420,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,78931
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,313,,118.81,1681387418.0,,421,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,79527
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,314,,118.81,1681387419.0,,422,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,80125
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,315,,118.81,1681387420.0,,423,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,80721
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,316,,118.81,1681387421.0,,424,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,81318
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,317,,118.81,1681387423.0,,426,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,81917
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,318,,118.81,1681387424.0,,427,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,82511
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,319,,118.81,1681387425.0,,428,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,83106
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,320,,118.81,1681387426.0,,429,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,83699
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,321,,118.81,1681387427.0,,430,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,84294
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,322,,118.81,1681387429.0,,432,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,84890
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,323,,118.81,1681387430.0,,433,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,85487
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,324,,118.81,1681387431.0,,434,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,86083
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,325,,118.81,1681387432.0,,435,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,86679
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,326,,118.81,1681387433.0,,436,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,87282
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,327,,118.81,1681387435.0,,438,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,87880
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,328,,118.81,1681387436.0,,439,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,88475
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,329,,118.81,1681387437.0,,440,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,89070
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,330,,118.81,1681387438.0,,441,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,89665
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,331,,118.81,1681387439.0,,442,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,90263
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,332,,118.81,1681387440.0,,443,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,90860
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,333,,118.81,1681387442.0,,445,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,91457
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,334,,118.81,1681387443.0,,446,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,92054
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,335,,118.81,1681387444.0,,447,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,92650
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,336,,118.81,1681387445.0,,448,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,93248
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,337,,118.81,1681387446.0,,449,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,93844
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,338,,118.81,1681387448.0,,451,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,94442
,,1.0,,0.5,121.15,502.59394112694616,3,0.0,262.64,,339,,118.81,1681387449.0,,452,1.0,0,32800,502.59394112694616,,0.0,0.0,8128.0,8096.0,1.0,1,0.0,16576.0,95040
,,1.0,,10.0,121.15,431.5823945867139,3,0.0,262.64,,340,,118.81,1681387450.0,,453,1.0,0,224,431.5823945867139,,0.0,0.0,8128.0,8096.0,1.0,2,74.75,16576.0,508
193.45596850290895,65632.0,2.0,169.5476249909901,10.0,120.93,437.43973198962794,3,0.0,211.17,32800.0,341,0.0,99.49,1681387451.0,0.0,454,2.0,0,832,437.43973198962794,2.0,0.0,0.0,64.0,32.0,2.0,2,72.62,128.0,1003
,,2.0,,10.0,108.82,469.25537299239556,3,0.0,219.52,,342,,109.1,1681387452.0,,455,2.0,0,1344,469.25537299239556,,0.0,0.0,224.0,192.0,2.0,2,66.39,416.0,1615
,,2.0,,10.0,114.41,475.2941174015259,3,0.0,241.85,,343,,113.0,1681387454.0,,457,2.0,0,1632,475.2941174015259,,0.0,0.0,352.0,352.0,2.0,2,64.33,640.0,2193
,,2.0,,10.0,117.24,378.2597325517626,3,0.0,241.85,,344,,116.2,1681387455.0,,458,2.0,0,2048,378.2597325517626,,0.0,0.0,512.0,480.0,2.0,2,80.56,640.0,2297
,,2.0,,10.0,118.33,365.19581962076063,3,0.0,141.86,,345,,118.07,1681387456.0,,459,2.0,0,2400,365.19581962076063,,0.0,0.0,640.0,544.0,2.0,2,82.46,864.0,2655
,,2.0,,10.0,103.21,312.15699465169723,3,0.0,168.55,,346,,93.43,1681387457.0,,460,2.0,0,2752,312.15699465169723,,0.0,0.0,704.0,704.0,2.0,2,95.77,992.0,2872
,,2.0,,10.0,110.55,389.2323046845403,3,0.0,100.0,,347,,101.6,1681387458.0,,461,2.0,0,3360,389.2323046845403,,0.0,0.0,832.0,864.0,2.0,2,75.19,1056.0,3503
,,2.0,,10.0,114.44,448.69620494181993,3,0.0,165.87,,348,,108.92,1681387459.0,,462,2.0,0,3968,448.69620494181993,,0.0,0.0,992.0,992.0,2.0,2,63.82,1376.0,4130
,,2.0,,10.0,117.59,476.4810498925124,3,0.0,218.23,,349,,112.88,1681387461.0,,464,2.0,0,4544,476.4810498925124,,0.0,0.0,1120.0,1152.0,2.0,2,58.85,1696.0,4727
,,2.0,,10.0,119.3,489.7331170305347,3,0.0,246.01,,350,,111.17,1681387462.0,,465,2.0,0,5152,489.7331170305347,,0.0,0.0,1248.0,1280.0,2.0,2,56.03,2016.0,5330
,,2.0,,10.0,120.65,495.8530951618992,3,0.0,254.01,,351,,115.08,1681387463.0,,466,2.0,0,5728,495.8530951618992,,0.0,0.0,1408.0,1440.0,2.0,2,54.14,2304.0,5924
,,2.0,,10.0,117.92,501.83962949833784,3,0.0,260.99,,352,,116.94,1681387464.0,,467,2.0,0,6336,501.83962949833784,,0.0,0.0,1536.0,1568.0,2.0,2,52.29,2624.0,6529
,,2.0,,10.0,119.52,502.9927160262323,3,0.0,263.64,,353,,118.67,1681387465.0,,468,2.0,0,6944,502.9927160262323,,0.0,0.0,1696.0,1696.0,2.0,2,50.97,2944.0,7132
,,2.0,,10.0,120.66,505.55506384617024,3,0.0,262.8,,354,,119.54,1681387467.0,,470,2.0,0,7552,505.55506384617024,,0.0,0.0,1824.0,1856.0,2.0,2,49.52,3264.0,7735
,,2.0,,10.0,121.23,507.11301304637584,3,0.0,264.21,,355,,120.12,1681387468.0,,471,2.0,0,8128,507.11301304637584,,0.0,0.0,1984.0,1984.0,2.0,2,48.16,3584.0,8344
,,2.0,,10.0,121.74,506.91100482827056,3,0.0,264.94,,356,,120.43,1681387469.0,,472,2.0,0,8768,506.91100482827056,,0.0,0.0,2112.0,2144.0,2.0,2,46.99,3872.0,8947
,,2.0,,10.0,121.85,501.4777946322932,3,0.0,264.4,,357,,120.67,1681387470.0,,473,2.0,0,9344,501.4777946322932,,0.0,0.0,2272.0,2304.0,2.0,2,46.2,4192.0,9597
,,2.0,,10.0,122.04,505.97194389328047,3,0.0,258.64,,358,,120.8,1681387471.0,,474,2.0,0,10016,505.97194389328047,,0.0,0.0,2400.0,2432.0,2.0,2,44.6,4512.0,10203
,,2.0,,10.0,122.16,506.43140326667174,3,0.0,263.01,,359,,120.81,1681387473.0,,476,2.0,0,10624,506.43140326667174,,0.0,0.0,2560.0,2592.0,2.0,2,43.37,4864.0,10803
,,2.0,,10.0,122.0,506.0396496526472,3,0.0,263.51,,360,,120.92,1681387474.0,,477,2.0,0,11200,506.0396496526472,,0.0,0.0,2720.0,2752.0,2.0,2,42.22,5152.0,11402
,,2.0,,10.0,121.91,506.745414460032,3,0.0,263.17,,361,,120.96,1681387475.0,,478,2.0,0,11840,506.745414460032,,0.0,0.0,2848.0,2880.0,2.0,2,40.97,5472.0,12006
,,2.0,,10.0,122.01,507.07354670599335,3,0.0,263.66,,362,,121.08,1681387476.0,,479,2.0,0,12416,507.07354670599335,,0.0,0.0,3008.0,3040.0,2.0,2,39.76,5792.0,12608
,,2.0,,10.0,121.8,506.808400497697,3,0.0,264.23,,363,,121.04,1681387477.0,,480,2.0,0,13024,506.808400497697,,0.0,0.0,3136.0,3168.0,2.0,2,38.59,6112.0,13209
,,2.0,,10.0,121.89,507.9231489918045,3,0.0,263.87,,364,,121.05,1681387479.0,,482,2.0,0,13600,507.9231489918045,,0.0,0.0,3296.0,3328.0,2.0,2,37.32,6400.0,13811
,,2.0,,10.0,121.9,508.2358776152983,3,0.0,265.1,,365,,120.92,1681387480.0,,483,2.0,0,14240,508.2358776152983,,0.0,0.0,3424.0,3456.0,2.0,2,36.12,6720.0,14412
,,2.0,,10.0,121.72,505.84686182098574,3,0.0,265.64,,366,,120.88,1681387481.0,,484,2.0,0,14816,505.84686182098574,,0.0,0.0,3584.0,3616.0,2.0,2,35.1,7040.0,15013
,,2.0,,10.0,121.89,503.8665850378793,3,0.0,263.01,,367,,120.95,1681387482.0,,485,2.0,0,15424,503.8665850378793,,0.0,0.0,3712.0,3744.0,2.0,2,34.06,7360.0,15607
,,2.0,,10.0,122.05,506.3503326376709,3,0.0,260.85,,368,,120.97,1681387483.0,,486,2.0,0,16000,506.3503326376709,,0.0,0.0,3872.0,3904.0,2.0,2,32.7,7648.0,16209
,,2.0,,10.0,122.01,507.40274429395674,3,0.0,263.65,,369,,120.69,1681387485.0,,488,2.0,0,16608,507.40274429395674,,0.0,0.0,4000.0,4032.0,2.0,2,31.43,7968.0,16821
,,2.0,,10.0,121.75,507.5309480042456,3,0.0,265.16,,370,,120.5,1681387486.0,,489,2.0,0,17216,507.5309480042456,,0.0,0.0,4128.0,4192.0,2.0,2,30.24,8288.0,17422
,,2.0,,10.0,121.54,503.4621090805947,3,0.0,265.32,,371,,120.67,1681387487.0,,490,2.0,0,17824,503.4621090805947,,0.0,0.0,4288.0,4320.0,2.0,2,29.3,8608.0,18016
,,2.0,,10.0,121.81,505.38371806701304,3,0.0,260.99,,372,,120.66,1681387488.0,,491,2.0,0,18400,505.38371806701304,,0.0,0.0,4416.0,4480.0,2.0,2,28.0,8928.0,18617
,,2.0,,10.0,121.72,500.6141461677288,3,0.0,262.91,,373,,120.76,1681387489.0,,492,2.0,0,19008,500.6141461677288,,0.0,0.0,4576.0,4608.0,2.0,2,27.11,9216.0,19199
,,2.0,,10.0,118.44,501.45139326657545,3,0.0,261.29,,374,,120.88,1681387490.0,,493,2.0,0,19616,501.45139326657545,,0.0,0.0,4704.0,4768.0,2.0,2,25.87,9536.0,19797
,,2.0,,10.0,119.58,504.9020884604599,3,0.0,261.06,,375,,120.81,1681387492.0,,495,2.0,0,20224,504.9020884604599,,0.0,0.0,4864.0,4896.0,2.0,2,24.5,9856.0,20400
,,2.0,,10.0,120.54,498.93481770375604,3,0.0,263.8,,376,,120.56,1681387493.0,,496,2.0,0,20800,498.93481770375604,,0.0,0.0,4992.0,5056.0,2.0,2,23.61,10176.0,20989
,,2.0,,10.0,120.8,498.81730029394737,3,0.0,257.64,,377,,120.5,1681387494.0,,497,2.0,0,21408,498.81730029394737,,0.0,0.0,5152.0,5184.0,2.0,2,22.42,10464.0,21582
,,2.0,,10.0,121.23,500.7838477398712,3,0.0,257.04,,378,,120.54,1681387495.0,,498,2.0,0,21984,500.7838477398712,,0.0,0.0,5280.0,5344.0,2.0,2,21.14,10784.0,22180
,,2.0,,9.97,121.36,501.5541638343872,3,0.0,258.93,,379,,120.5,1681387496.0,,499,2.0,0,22592,501.5541638343872,,0.0,0.0,5440.0,5472.0,2.0,2,19.93,11072.0,22771
,,2.0,,9.34,121.34,503.3017447289645,3,0.0,259.96,,380,,120.26,1681387498.0,,501,2.0,0,23200,503.3017447289645,,0.0,0.0,5568.0,5632.0,2.0,2,18.67,11392.0,23371
,,2.0,,8.77,121.49,501.7675769459143,3,0.0,261.45,,381,,120.36,1681387499.0,,502,2.0,0,23776,501.7675769459143,,0.0,0.0,5728.0,5760.0,2.0,2,17.54,11712.0,23965
,,2.0,,8.19,121.64,501.3070058510628,3,0.0,259.75,,382,,120.39,1681387500.0,,503,2.0,0,24384,501.3070058510628,,0.0,0.0,5856.0,5920.0,2.0,2,16.38,12000.0,24557
,,2.0,,7.62,121.46,499.5995955101199,3,0.0,259.39,,383,,120.46,1681387501.0,,504,2.0,0,24960,499.5995955101199,,0.0,0.0,6016.0,6048.0,2.0,2,15.25,12320.0,25149
,,2.0,,6.95,121.4,504.451210361018,3,0.0,257.85,,384,,120.35,1681387502.0,,505,2.0,0,25568,504.451210361018,,0.0,0.0,6144.0,6208.0,2.0,2,13.9,12608.0,25754
,,2.0,,6.39,121.53,502.3098574622511,3,0.0,262.7,,385,,120.23,1681387504.0,,507,2.0,0,26176,502.3098574622511,,0.0,0.0,6304.0,6336.0,2.0,2,12.78,12928.0,26350
,,2.0,,5.79,121.52,502.34273177136134,3,0.0,260.59,,386,,120.19,1681387505.0,,508,2.0,0,26752,502.34273177136134,,0.0,0.0,6432.0,6496.0,2.0,2,11.59,13248.0,26947
,,2.0,,5.22,121.46,500.59922933206076,3,0.0,261.08,,387,,119.8,1681387506.0,,509,2.0,0,27360,500.59922933206076,,0.0,0.0,6560.0,6624.0,2.0,2,10.44,13568.0,27540
,,2.0,,4.62,121.31,501.28251963537775,3,0.0,259.5,,388,,119.79,1681387507.0,,510,2.0,0,27936,501.28251963537775,,0.0,0.0,6720.0,6784.0,2.0,2,9.24,13856.0,28137
,,2.0,,4.01,121.28,502.37699947664623,3,0.0,260.31,,389,,119.68,1681387508.0,,511,2.0,0,28576,502.37699947664623,,0.0,0.0,6848.0,6912.0,2.0,2,8.03,14176.0,28735
,,2.0,,3.41,121.11,503.1632837387513,3,0.0,261.38,,390,,119.89,1681387509.0,,512,2.0,0,29120,503.1632837387513,,0.0,0.0,7008.0,7072.0,2.0,2,6.83,14496.0,29332
,,2.0,,2.82,121.03,503.6010532751188,3,0.0,262.27,,391,,119.86,1681387511.0,,514,2.0,0,29760,503.6010532751188,,0.0,0.0,7136.0,7200.0,2.0,2,5.64,14784.0,29930
,,2.0,,2.24,120.88,501.20695881204915,3,0.0,262.87,,392,,119.85,1681387512.0,,515,2.0,0,30336,501.20695881204915,,0.0,0.0,7296.0,7360.0,2.0,2,4.48,15104.0,30523
,,2.0,,1.64,120.6,501.3022395807333,3,0.0,260.88,,393,,119.73,1681387513.0,,516,2.0,0,30944,501.3022395807333,,0.0,0.0,7424.0,7488.0,2.0,2,3.28,15424.0,31121
,,2.0,,1.04,120.82,504.0880518641062,3,0.0,260.54,,394,,119.94,1681387514.0,,517,2.0,0,31520,504.0880518641062,,0.0,0.0,7584.0,7648.0,2.0,2,2.07,15712.0,31723
,,2.0,,0.5,120.91,500.473001399847,3,0.0,263.36,,395,,119.81,1681387515.0,,518,2.0,0,32128,500.473001399847,,0.0,0.0,7712.0,7776.0,2.0,2,0.9,16032.0,32315
,,2.0,,0.5,120.84,500.9436895130985,3,0.0,260.03,,396,,119.6,1681387517.0,,520,2.0,0,32736,500.9436895130985,,0.0,0.0,7840.0,7936.0,2.0,2,0.0,16352.0,32911
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.59,,397,,119.52,1681387518.0,,521,2.0,0,32832,501.2793102021545,,0.0,0.0,8000.0,8064.0,2.0,2,0.0,16672.0,33508
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,398,,119.54,1681387519.0,,522,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,34103
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,399,,119.54,1681387520.0,,523,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,34699
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,400,,119.54,1681387521.0,,524,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,35295
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,401,,119.54,1681387523.0,,526,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,35889
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,402,,119.54,1681387524.0,,527,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,36482
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,403,,119.54,1681387525.0,,528,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,37075
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,404,,119.54,1681387526.0,,529,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,37666
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,405,,119.54,1681387527.0,,530,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,38261
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,406,,119.54,1681387528.0,,531,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,38852
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,407,,119.54,1681387530.0,,533,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,39451
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,408,,119.54,1681387531.0,,534,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,40045
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,409,,119.54,1681387532.0,,535,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,40639
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,410,,119.54,1681387533.0,,536,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,41236
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,411,,119.54,1681387534.0,,537,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,41829
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,412,,119.54,1681387536.0,,539,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,42423
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,413,,119.54,1681387537.0,,540,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,43017
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,414,,119.54,1681387538.0,,541,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,43612
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,415,,119.54,1681387539.0,,542,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,44203
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,416,,119.54,1681387540.0,,543,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,44796
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,417,,119.54,1681387541.0,,544,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,45391
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,418,,119.54,1681387543.0,,546,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,45986
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,419,,119.54,1681387544.0,,547,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,46580
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,420,,119.54,1681387545.0,,548,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,47172
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,421,,119.54,1681387546.0,,549,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,47767
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,422,,119.54,1681387547.0,,550,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,48360
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,423,,119.54,1681387549.0,,552,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,48956
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,424,,119.54,1681387550.0,,553,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,49547
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,425,,119.54,1681387551.0,,554,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,50141
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,426,,119.54,1681387552.0,,555,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,50733
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,427,,119.54,1681387553.0,,556,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,51330
,,2.0,,0.5,120.83,501.2793102021545,3,0.0,260.91,,428,,119.54,1681387555.0,,558,2.0,0,32832,501.2793102021545,,0.0,0.0,8032.0,8096.0,2.0,2,0.0,16704.0,51924
