_step,_runtime,cpu/logical_core_count,memory/total_memory_sys_MB,_timestamp,cpu/load/avg_sys_load_fifteen_min_percent,disk/time/disk_read_time_sys_s,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_MB,bandwidth/disk_write_sys_bandwidth_MBs,cpu/interrupts/ctx_switches_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/shared_memory_proc_MB,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,disk/counter/disk_read_sys_count,process/memory/dirty_pages_proc_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,process/memory/text_resident_set_proc_MB,process/voluntary_proc_ctx_switches,disk/time/disk_write_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/data_resident_set_proc_MB,cpu/interrupts/interrupts_count,memory/used_memory_sys_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,process/involuntary_proc_ctx_switches,03_hivemind/num_peers,02_timing/loss_calc_time_s,02_timing/forward_time_s,02_timing/opt_step_time_s,01_general/locally_processed_samples,01_general/minibatch_loss,02_timing/backward_time_s,02_timing/step_time_s,03_hivemind/global_epoch,01_general/lr,02_timing/dataload_time_s,02_timing/dataload_cuda_move_time_s,01_general/dataset_iteration_count,01_general/step
0,0,30.0,211076.599808,1680701297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,,,1680701297,3.166666666666666,0.0,0.0,1206.181888,0.0,26.0,0.6442138648201905,179.191808,0.0,395.3664,0.0,0.0,0.0,1.3,14.0,0.7223003960414041,208125.177856,2.719744,138.0,0.0,2481.012736,0.0,34.0,1.4,3.733333333333334,9963.380736,51.0,,,,,,,,,,,,,,
2,1,,,1680701298,3.166666666666666,0.0,0.008000000000009777,1342.99648,0.012259046894409488,4177.0,0.7199237025951368,181.690368,3.0,399.21664,0.0,0.0,0.0,1.3,2165.0,0.7973009549830333,207988.36736,2.719744,166.0,0.001999999999981128,2499.260416,0.0,3969.0,1.5,3.733333333333334,10115.588096,52.0,,,,,,,,,,,,,,
3,3,,,1680701300,3.166666666666666,0.0,0.012000000000000455,1623.687168,0.00354560756576968,5100.0,0.04555967225670907,183.468032,4.0,678.83008,0.0,0.0,0.0,1.3,2517.0,0.12158940954060828,207707.672576,2.719744,187.0,0.001999999999981128,2778.554368,0.0,4662.0,1.6,3.733333333333334,10394.86976,57.0,,,,,,,,,,,,,,
4,4,,,1680701301,3.166666666666666,0.0,0.020000000000010232,1624.461312,0.23694601941477117,5812.0,0.12038000386562618,183.468032,7.0,678.842368,0.0,0.0,0.0,1.3,2948.0,0.24857948167819632,207706.898432,2.719744,215.0,0.003999999999990678,2778.558464,0.0,5210.0,1.6,3.733333333333334,10394.86976,57.0,,,,,,,,,,,,,,
5,5,,,1680701302,3.166666666666666,0.0,0.027999999999991587,2218.266624,0.4291224734981715,6405.0,0.019588291461471743,184.188928,80.0,1272.614912,0.0,0.0,0.0,1.4666666666666666,3175.0,0.06426460260437965,207113.089024,2.719744,219.0,0.033999999999991815,4051.78368,0.0,5805.0,1.9,3.7000000000000006,11668.094976,63.0,,,,,,,,,,,,,,
6,6,,,1680701303,3.166666666666666,0.0,0.03200000000001069,2898.481152,0.004086698907349253,6932.0,0.0687156071464346,185.63072,81.0,1953.132544,0.0,0.0,0.0,1.4666666666666666,3350.0,0.02712227124206085,206432.874496,2.719744,219.0,0.033999999999991815,4051.78368,0.0,6381.0,2.2,3.7000000000000006,11668.094976,73.0,,,,,,,,,,,,,,
7,7,,,1680701304,3.166666666666666,0.0,0.036000000000001364,3560.09984,0.004086730980711714,7851.0,0.11704652959868823,185.9584,82.0,2612.57216,0.0,0.0,0.0,1.4666666666666666,4032.0,0.11130754602286892,205771.264,2.719744,221.0,0.033999999999991815,4723.77344,0.0,7436.0,2.5,3.7000000000000006,12340.084736,85.0,,,,,,,,,,,,,,
8,8,,,1680701305,3.166666666666666,0.0,0.03999999999999204,4044.455936,0.004086658070935833,8608.0,0.09835117340302042,185.9584,83.0,3095.932928,0.0,0.0,0.0,1.4666666666666666,4456.0,0.1696761276166266,205286.907904,2.719744,222.0,0.03499999999999659,5194.1376,0.0,8260.0,2.7,3.7000000000000006,12810.448896,97.0,,,,,,,,,,,,,,
9,9,,,1680701306,3.166666666666666,0.0,0.04800000000000182,4044.836864,0.07764600471508838,10363.0,0.4117361382928309,185.9584,86.0,3095.932928,0.0,0.0,0.0,1.4666666666666666,5748.0,1.0427695606301377,205286.48192,2.719744,223.0,0.03700000000000614,5194.399744,0.0,9962.0,2.7,3.7000000000000006,12810.71104,107.0,,,,,,,,,,,,,,
