03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_peers,03_hivemind/global_samples_accumulated,_step,03_hivemind/eta_next_epoch_s,_runtime,03_hivemind/global_epoch,03_hivemind/next_fetch_time_s,03_hivemind/actual_total_samples_per_second,_timestamp,03_hivemind/num_clients,04_peers/peer_1_samples_accumulated,04_peers/peer_1_epoch,04_peers/peer_1_samples_per_second,04_peers/peer_1_epoch_oos,04_peers/peer_3_samples_per_second,04_peers/peer_2_samples_accumulated,04_peers/peer_2_epoch,04_peers/peer_3_epoch_oos,04_peers/peer_3_epoch,04_peers/peer_3_samples_accumulated,04_peers/peer_2_epoch_oos,04_peers/peer_2_samples_per_second,03_hivemind/epoch_s,03_hivemind/undershot_TBS,03_hivemind/total_training_samples,03_hivemind/per_epoch_training_samples,03_hivemind/reached_TBS,03_hivemind/epoch_based_sps,03_hivemind/overshot_TBS
7686,3535.965969585751,3,7072,23,7.09,65,2,3.55,3535.965969585751,1683043817,0,1056.0,2.0,1108.19,0.0,1079.87,1056.0,2.0,0.0,2.0,992.0,0.0,1173.76,11.960021462291479,1.0,65408.0,32352.0,0.0,2705.0118682480625,1.0
11325,3292.9230503641847,3,10848,24,6.51,66,2,3.26,3292.9230503641847,1683043818,0,2176.0,2.0,1107.2,0.0,1236.34,2464.0,2.0,0.0,2.0,2432.0,0.0,1192.43,,,,,,,
14517,2885.3863754995673,3,14144,25,6.33,68,2,3.16,2885.3863754995673,1683043820,0,3296.0,2.0,999.57,0.0,1145.03,3776.0,2.0,0.0,2.0,3776.0,0.0,1148.32,,,,,,,
18013,2925.47336317183,3,17696,26,5.04,69,2,2.52,2925.47336317183,1683043821,0,4128.0,2.0,921.43,0.0,1025.58,5024.0,2.0,0.0,2.0,4992.0,0.0,938.38,,,,,,,
21992,3158.8791988382472,3,21664,27,3.41,70,2,1.71,3158.8791988382472,1683043822,0,5216.0,2.0,880.62,0.0,940.75,6336.0,2.0,0.0,2.0,6144.0,0.0,1104.11,,,,,,,
26107,3456.1606820650686,3,25568,28,1.93,71,2,0.96,3456.1606820650686,1683043823,0,6432.0,2.0,835.99,0.0,1151.9,7712.0,2.0,0.0,2.0,7520.0,0.0,1171.0,,,,,,,
29778,3296.7840950837176,3,29408,29,0.91,72,2,0.5,3296.7840950837176,1683043824,0,7552.0,2.0,1148.56,0.0,1143.07,9120.0,2.0,0.0,2.0,8896.0,0.0,1164.53,,,,,,,
33647,3333.6511375114046,3,32832,30,0.0,74,2,0.5,3333.6511375114046,1683043826,0,8768.0,2.0,1117.94,0.0,1008.67,10496.0,2.0,0.0,2.0,10144.0,0.0,1170.17,,,,,,,
37632,3333.6511375114046,3,32832,31,0.0,75,2,0.5,3333.6511375114046,1683043827,0,9952.0,2.0,1112.18,0.0,1131.05,11584.0,2.0,0.0,2.0,11296.0,0.0,1090.42,,,,,,,
41643,3333.6511375114046,3,32832,32,0.0,76,2,0.5,3333.6511375114046,1683043828,0,9952.0,2.0,1112.18,0.0,1131.05,11584.0,2.0,0.0,2.0,11296.0,0.0,1090.42,,,,,,,
45622,3333.6511375114046,3,32832,33,0.0,77,2,0.5,3333.6511375114046,1683043829,0,9952.0,2.0,1112.18,0.0,1131.05,11584.0,2.0,0.0,2.0,11296.0,0.0,1090.42,,,,,,,
49606,3333.6511375114046,3,32832,34,0.0,78,2,0.5,3333.6511375114046,1683043830,0,9952.0,2.0,1112.18,0.0,1131.05,11584.0,2.0,0.0,2.0,11296.0,0.0,1090.42,,,,,,,
3465,3416.3562426616118,3,3072,35,8.58,80,3,4.29,3416.3562426616118,1683043832,0,9952.0,2.0,1112.18,0.0,1131.05,11584.0,2.0,0.0,2.0,11296.0,0.0,1090.42,,,,,,,
7232,3189.4655979606923,3,6784,36,8.01,81,3,4.0,3189.4655979606923,1683043833,0,1056.0,3.0,1185.91,0.0,1049.56,992.0,3.0,0.0,3.0,1024.0,0.0,1180.88,15.544576954096556,1.0,98240.0,32832.0,0.0,2112.119235985228,2.0
11033,3432.2390562729333,3,10656,37,6.33,82,3,3.17,3432.2390562729333,1683043834,0,2112.0,3.0,948.93,0.0,1102.62,2336.0,3.0,0.0,3.0,2336.0,0.0,1137.92,,,,,,,
15044,3239.787142893202,3,14656,38,5.47,83,3,2.74,3239.787142893202,1683043835,0,3360.0,3.0,1098.44,0.0,1205.38,3712.0,3.0,0.0,3.0,3584.0,0.0,1128.42,,,,,,,
18656,3094.726257589833,3,18304,39,4.56,84,3,2.28,3094.726257589833,1683043836,0,4704.0,3.0,1163.92,0.0,1191.64,4960.0,3.0,0.0,3.0,4992.0,0.0,884.22,,,,,,,
22012,2972.922570445595,3,21600,40,3.62,86,3,1.81,2972.922570445595,1683043838,0,5696.0,3.0,1045.63,0.0,1154.69,6240.0,3.0,0.0,3.0,6368.0,0.0,894.41,,,,,,,
25373,2866.759190745476,3,25056,41,2.58,87,3,1.29,2866.759190745476,1683043839,0,6560.0,3.0,934.04,0.0,989.68,7424.0,3.0,0.0,3.0,7616.0,0.0,1049.2,,,,,,,
27867,2261.665306918628,3,27616,42,2.17,88,3,1.08,2261.665306918628,1683043840,0,7520.0,3.0,707.44,0.0,1048.08,8672.0,3.0,0.0,3.0,8864.0,0.0,1111.24,,,,,,,
32113,3406.4282337666673,3,31744,43,0.19,89,3,0.5,3406.4282337666673,1683043841,0,7616.0,3.0,244.39,0.0,867.4,9984.0,3.0,0.0,3.0,10016.0,0.0,1149.87,,,,,,,
549,3466.164650888706,3,0,44,9.3,90,4,4.65,3466.164650888706,1683043842,0,8992.0,3.0,1135.65,0.0,1204.81,11360.0,3.0,0.0,3.0,11392.0,0.0,1065.97,,,,,,,
4691,3466.164650888706,3,0,45,8.1,92,4,4.05,3466.164650888706,1683043844,0,0.0,4.0,1183.51,0.0,1203.55,0.0,4.0,0.0,4.0,0.0,0.0,1079.1,10.784196745604277,2.0,129984.0,31744.0,0.0,2943.5664749847133,2.0
8856,3466.164650888706,3,0,46,6.9,93,4,3.45,3466.164650888706,1683043845,0,0.0,4.0,1183.51,0.0,1203.55,0.0,4.0,0.0,4.0,0.0,0.0,1079.1,,,,,,,
13010,3466.164650888706,3,0,47,5.7,94,4,2.85,3466.164650888706,1683043846,0,0.0,4.0,1183.51,0.0,1203.55,0.0,4.0,0.0,4.0,0.0,0.0,1079.1,,,,,,,
17168,3466.164650888706,3,0,48,4.5,95,4,2.25,3466.164650888706,1683043847,0,0.0,4.0,1183.51,0.0,1203.55,0.0,4.0,0.0,4.0,0.0,0.0,1079.1,,,,,,,
31147,3466.164650888706,3,0,49,0.47,99,4,0.5,3466.164650888706,1683043851,0,0.0,4.0,1183.51,0.0,1203.55,0.0,4.0,0.0,4.0,0.0,0.0,1079.1,,,,,,,
34728,3466.164650888706,3,0,50,0.0,100,4,0.5,3466.164650888706,1683043852,0,0.0,4.0,1183.51,0.0,1203.55,0.0,4.0,0.0,4.0,0.0,0.0,1079.1,,,,,,,
38279,3466.164650888706,3,0,51,0.0,101,4,0.5,3466.164650888706,1683043853,0,0.0,4.0,1183.51,0.0,1203.55,0.0,4.0,0.0,4.0,0.0,0.0,1079.1,,,,,,,
41842,3466.164650888706,3,0,52,0.0,102,4,0.5,3466.164650888706,1683043854,0,0.0,4.0,1183.51,0.0,1203.55,0.0,4.0,0.0,4.0,0.0,0.0,1079.1,,,,,,,
45390,3466.164650888706,3,0,53,0.0,103,4,0.5,3466.164650888706,1683043855,0,0.0,4.0,1183.51,0.0,1203.55,0.0,4.0,0.0,4.0,0.0,0.0,1079.1,,,,,,,
48956,3466.164650888706,3,0,54,0.0,104,4,0.5,3466.164650888706,1683043856,0,0.0,4.0,1183.51,0.0,1203.55,0.0,4.0,0.0,4.0,0.0,0.0,1079.1,,,,,,,
52512,3466.164650888706,3,0,55,0.0,105,4,0.5,3466.164650888706,1683043857,0,0.0,4.0,1183.51,0.0,1203.55,0.0,4.0,0.0,4.0,0.0,0.0,1079.1,,,,,,,
56051,3466.164650888706,3,0,56,0.0,106,4,0.5,3466.164650888706,1683043858,0,0.0,4.0,1183.51,0.0,1203.55,0.0,4.0,0.0,4.0,0.0,0.0,1079.1,,,,,,,
59594,3466.164650888706,3,0,57,0.0,107,4,0.5,3466.164650888706,1683043859,0,0.0,4.0,1183.51,0.0,1203.55,0.0,4.0,0.0,4.0,0.0,0.0,1079.1,,,,,,,
63145,3466.164650888706,3,0,58,0.0,108,4,0.5,3466.164650888706,1683043860,0,0.0,4.0,1183.51,0.0,1203.55,0.0,4.0,0.0,4.0,0.0,0.0,1079.1,,,,,,,
66678,3466.164650888706,3,0,59,0.0,109,4,0.5,3466.164650888706,1683043861,0,0.0,4.0,1183.51,0.0,1203.55,0.0,4.0,0.0,4.0,0.0,0.0,1079.1,,,,,,,
70217,3466.164650888706,3,0,60,0.0,110,4,0.5,3466.164650888706,1683043862,0,0.0,4.0,1183.51,0.0,1203.55,0.0,4.0,0.0,4.0,0.0,0.0,1079.1,,,,,,,
73752,3466.164650888706,3,0,61,0.0,111,4,0.5,3466.164650888706,1683043863,0,0.0,4.0,1183.51,0.0,1203.55,0.0,4.0,0.0,4.0,0.0,0.0,1079.1,,,,,,,
77294,3466.164650888706,3,0,62,0.0,113,4,0.5,3466.164650888706,1683043865,0,0.0,4.0,1183.51,0.0,1203.55,0.0,4.0,0.0,4.0,0.0,0.0,1079.1,,,,,,,
80835,3466.164650888706,3,0,63,0.0,114,4,0.5,3466.164650888706,1683043866,0,0.0,4.0,1183.51,0.0,1203.55,0.0,4.0,0.0,4.0,0.0,0.0,1079.1,,,,,,,
84375,3466.164650888706,3,0,64,0.0,115,4,0.5,3466.164650888706,1683043867,0,0.0,4.0,1183.51,0.0,1203.55,0.0,4.0,0.0,4.0,0.0,0.0,1079.1,,,,,,,
87917,3466.164650888706,3,0,65,0.0,116,4,0.5,3466.164650888706,1683043868,0,0.0,4.0,1183.51,0.0,1203.55,0.0,4.0,0.0,4.0,0.0,0.0,1079.1,,,,,,,
91465,3466.164650888706,3,0,66,0.0,117,4,0.5,3466.164650888706,1683043869,0,0.0,4.0,1183.51,0.0,1203.55,0.0,4.0,0.0,4.0,0.0,0.0,1079.1,,,,,,,
95032,3466.164650888706,3,0,67,0.0,118,4,0.5,3466.164650888706,1683043870,0,0.0,4.0,1183.51,0.0,1203.55,0.0,4.0,0.0,4.0,0.0,0.0,1079.1,,,,,,,
98575,3466.164650888706,3,0,68,0.0,119,4,0.5,3466.164650888706,1683043871,0,0.0,4.0,1183.51,0.0,1203.55,0.0,4.0,0.0,4.0,0.0,0.0,1079.1,,,,,,,
102210,3466.164650888706,3,0,69,0.0,120,4,0.5,3466.164650888706,1683043872,0,0.0,4.0,1183.51,0.0,1203.55,0.0,4.0,0.0,4.0,0.0,0.0,1079.1,,,,,,,
105764,3466.164650888706,3,0,70,0.0,121,4,0.5,3466.164650888706,1683043873,0,0.0,4.0,1183.51,0.0,1203.55,0.0,4.0,0.0,4.0,0.0,0.0,1079.1,,,,,,,
109301,3466.164650888706,3,0,71,0.0,122,4,0.5,3466.164650888706,1683043874,0,0.0,4.0,1183.51,0.0,1203.55,0.0,4.0,0.0,4.0,0.0,0.0,1079.1,,,,,,,
112852,3466.164650888706,3,0,72,0.0,123,4,0.5,3466.164650888706,1683043875,0,0.0,4.0,1183.51,0.0,1203.55,0.0,4.0,0.0,4.0,0.0,0.0,1079.1,,,,,,,
116403,3466.164650888706,3,0,73,0.0,124,4,0.5,3466.164650888706,1683043876,0,0.0,4.0,1183.51,0.0,1203.55,0.0,4.0,0.0,4.0,0.0,0.0,1079.1,,,,,,,
119954,3466.164650888706,3,0,74,0.0,125,4,0.5,3466.164650888706,1683043877,0,0.0,4.0,1183.51,0.0,1203.55,0.0,4.0,0.0,4.0,0.0,0.0,1079.1,,,,,,,
123507,3466.164650888706,3,0,75,0.0,126,4,0.5,3466.164650888706,1683043878,0,0.0,4.0,1183.51,0.0,1203.55,0.0,4.0,0.0,4.0,0.0,0.0,1079.1,,,,,,,
127069,3466.164650888706,3,0,76,0.0,127,4,0.5,3466.164650888706,1683043879,0,0.0,4.0,1183.51,0.0,1203.55,0.0,4.0,0.0,4.0,0.0,0.0,1079.1,,,,,,,
130612,3466.164650888706,3,0,77,0.0,128,4,0.5,3466.164650888706,1683043880,0,0.0,4.0,1183.51,0.0,1203.55,0.0,4.0,0.0,4.0,0.0,0.0,1079.1,,,,,,,
134154,3466.164650888706,3,0,78,0.0,129,4,0.5,3466.164650888706,1683043881,0,0.0,4.0,1183.51,0.0,1203.55,0.0,4.0,0.0,4.0,0.0,0.0,1079.1,,,,,,,
137699,3466.164650888706,3,0,79,0.0,130,4,0.5,3466.164650888706,1683043882,0,0.0,4.0,1183.51,0.0,1203.55,0.0,4.0,0.0,4.0,0.0,0.0,1079.1,,,,,,,
141254,3466.164650888706,3,0,80,0.0,131,4,0.5,3466.164650888706,1683043883,0,0.0,4.0,1183.51,0.0,1203.55,0.0,4.0,0.0,4.0,0.0,0.0,1079.1,,,,,,,
144813,3466.164650888706,3,0,81,0.0,132,4,0.5,3466.164650888706,1683043884,0,0.0,4.0,1183.51,0.0,1203.55,0.0,4.0,0.0,4.0,0.0,0.0,1079.1,,,,,,,
148360,3466.164650888706,3,0,82,0.0,133,4,0.5,3466.164650888706,1683043885,0,0.0,4.0,1183.51,0.0,1203.55,0.0,4.0,0.0,4.0,0.0,0.0,1079.1,,,,,,,
151939,3466.164650888706,3,0,83,0.0,134,4,0.5,3466.164650888706,1683043886,0,0.0,4.0,1183.51,0.0,1203.55,0.0,4.0,0.0,4.0,0.0,0.0,1079.1,,,,,,,
155508,3466.164650888706,3,0,84,0.0,135,4,0.5,3466.164650888706,1683043887,0,0.0,4.0,1183.51,0.0,1203.55,0.0,4.0,0.0,4.0,0.0,0.0,1079.1,,,,,,,
159047,3466.164650888706,3,0,85,0.0,136,4,0.5,3466.164650888706,1683043888,0,0.0,4.0,1183.51,0.0,1203.55,0.0,4.0,0.0,4.0,0.0,0.0,1079.1,,,,,,,
162586,3466.164650888706,3,0,86,0.0,137,4,0.5,3466.164650888706,1683043889,0,0.0,4.0,1183.51,0.0,1203.55,0.0,4.0,0.0,4.0,0.0,0.0,1079.1,,,,,,,
166130,3466.164650888706,3,0,87,0.0,138,4,0.5,3466.164650888706,1683043890,0,0.0,4.0,1183.51,0.0,1203.55,0.0,4.0,0.0,4.0,0.0,0.0,1079.1,,,,,,,
169702,3466.164650888706,3,0,88,0.0,139,4,0.5,3466.164650888706,1683043891,0,0.0,4.0,1183.51,0.0,1203.55,0.0,4.0,0.0,4.0,0.0,0.0,1079.1,,,,,,,
173245,3466.164650888706,3,0,89,0.0,140,4,0.5,3466.164650888706,1683043892,0,0.0,4.0,1183.51,0.0,1203.55,0.0,4.0,0.0,4.0,0.0,0.0,1079.1,,,,,,,
176784,3466.164650888706,3,0,90,0.0,141,4,0.5,3466.164650888706,1683043893,0,0.0,4.0,1183.51,0.0,1203.55,0.0,4.0,0.0,4.0,0.0,0.0,1079.1,,,,,,,
180326,3466.164650888706,3,0,91,0.0,142,4,0.5,3466.164650888706,1683043894,0,0.0,4.0,1183.51,0.0,1203.55,0.0,4.0,0.0,4.0,0.0,0.0,1079.1,,,,,,,
183877,3466.164650888706,3,0,92,0.0,143,4,0.5,3466.164650888706,1683043895,0,0.0,4.0,1183.51,0.0,1203.55,0.0,4.0,0.0,4.0,0.0,0.0,1079.1,,,,,,,
187416,3466.164650888706,3,0,93,0.0,144,4,0.5,3466.164650888706,1683043896,0,0.0,4.0,1183.51,0.0,1203.55,0.0,4.0,0.0,4.0,0.0,0.0,1079.1,,,,,,,
190957,3466.164650888706,3,0,94,0.0,145,4,0.5,3466.164650888706,1683043897,0,0.0,4.0,1183.51,0.0,1203.55,0.0,4.0,0.0,4.0,0.0,0.0,1079.1,,,,,,,
194504,3466.164650888706,3,0,95,0.0,146,4,0.5,3466.164650888706,1683043898,0,0.0,4.0,1183.51,0.0,1203.55,0.0,4.0,0.0,4.0,0.0,0.0,1079.1,,,,,,,
198057,3466.164650888706,3,0,96,0.0,147,4,0.5,3466.164650888706,1683043899,0,0.0,4.0,1183.51,0.0,1203.55,0.0,4.0,0.0,4.0,0.0,0.0,1079.1,,,,,,,
201624,3466.164650888706,3,0,97,0.0,148,4,0.5,3466.164650888706,1683043900,0,0.0,4.0,1183.51,0.0,1203.55,0.0,4.0,0.0,4.0,0.0,0.0,1079.1,,,,,,,
205160,3466.164650888706,3,0,98,0.0,149,4,0.5,3466.164650888706,1683043901,0,0.0,4.0,1183.51,0.0,1203.55,0.0,4.0,0.0,4.0,0.0,0.0,1079.1,,,,,,,
