_step,_runtime,cpu/logical_core_count,memory/total_memory_sys_MB,_timestamp,cpu/load/avg_sys_load_fifteen_min_percent,disk/time/disk_read_time_sys_s,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_MB,bandwidth/disk_write_sys_bandwidth_MBs,cpu/interrupts/ctx_switches_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/shared_memory_proc_MB,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,disk/counter/disk_read_sys_count,process/memory/dirty_pages_proc_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,process/memory/text_resident_set_proc_MB,process/voluntary_proc_ctx_switches,disk/time/disk_write_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/data_resident_set_proc_MB,cpu/interrupts/interrupts_count,memory/used_memory_sys_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,process/involuntary_proc_ctx_switches,02_timing/dataload_cuda_move_time_s,03_hivemind/num_peers,02_timing/loss_calc_time_s,02_timing/forward_time_s,02_timing/opt_step_time_s,01_general/locally_processed_samples,01_general/minibatch_loss,02_timing/backward_time_s,02_timing/step_time_s,03_hivemind/global_epoch,01_general/lr,02_timing/dataload_time_s,01_general/dataset_iteration_count,01_general/step
0,1,30.0,211076.599808,1680690670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,1680690670,2.833333333333333,0.0,0.0,1225.19552,0.0,23.0,0.2251288470328066,178.507776,0.0,394.665984,0.0,0.0,0.0,1.0,4.0,0.25241720810937024,208104.751104,2.719744,137.0,0.0,2481.041408,0.0,19.0,1.4,2.4,9963.409408,46.0,,,,,,,,,,,,,,
2,2,,,1680690671,2.833333333333333,0.0,0.015999999999991132,1371.181056,0.9107638494108132,3373.0,0.42335490629052436,181.41184,97.0,398.913536,0.0,0.0,0.0,1.0,1447.0,1.090713415684389,207958.786048,2.719744,165.0,0.03700000000003456,2499.325952,0.0,3230.0,1.5,2.4,10115.653632,46.0,,,,,,,,,,,,,,
3,3,,,1680690672,2.833333333333333,0.0,0.020000000000010232,1653.035008,0.0035920633552683464,4601.0,0.05410545433299617,183.144448,98.0,678.494208,0.0,0.0,0.0,1.0,2098.0,0.13539693504636408,207676.928,2.719744,187.0,0.03700000000003456,2778.550272,0.0,4275.0,1.6,2.4,10394.865664,50.0,,,,,,,,,,,,,,
4,4,,,1680690673,2.833333333333333,0.0,0.02400000000000091,1652.822016,0.004085675508248385,5385.0,0.12343208729490256,183.144448,99.0,678.494208,0.0,0.0,0.0,1.0,2539.0,0.25138874101025266,207677.140992,2.719744,213.0,0.038000000000010914,2778.554368,0.0,5028.0,1.6,2.4,10394.865664,51.0,,,,,,,,,,,,,,
5,5,,,1680690674,2.833333333333333,0.0,0.027999999999991587,2244.75136,0.004086955559168428,6081.0,0.016012564165871192,183.799808,100.0,1269.477376,0.0,0.0,0.0,1.0,2746.0,0.06548707705819136,207085.207552,2.719744,218.0,0.038000000000010914,4051.787776,0.0,5635.0,1.9,2.4,11668.099072,58.0,,,,,,,,,,,,,,
6,6,,,1680690675,2.833333333333333,0.0,0.031999999999982265,2927.804416,0.004086628915013209,6620.0,0.0591922656330468,184.848384,101.0,1952.33792,0.0,0.0,0.0,1.2,2915.0,0.011126485737325317,206402.154496,2.719744,218.0,0.038000000000010914,4051.787776,0.0,6202.0,2.2,2.433333333333333,11668.099072,65.0,,,,,,,,,,,,,,
7,7,,,1680690676,2.833333333333333,0.0,0.04399999999998272,3589.419008,0.4944975074318986,7487.0,0.03615821456521793,185.307136,164.0,2613.20704,0.0,0.0,0.0,1.2,3317.0,0.02665969900367906,205740.535808,2.719744,218.0,0.06600000000003092,4723.77344,0.0,7088.0,2.5,2.433333333333333,12340.084736,71.0,,,,,,,,,,,,,,
8,8,,,1680690677,2.833333333333333,0.0,0.04800000000000182,4073.00096,0.004086660015162761,8121.0,0.0699201987542063,185.307136,165.0,3095.216128,0.0,0.0,0.0,1.2,3588.0,0.03549487714522294,205256.953856,2.719744,218.0,0.06600000000003092,5194.141696,0.0,7793.0,2.8,2.433333333333333,12810.452992,77.0,,,,,,,,,,,,,,
9,9,,,1680690678,2.833333333333333,0.0,0.0519999999999925,4073.259008,0.004086549204439424,8687.0,0.002027311521261375,185.307136,166.0,3095.216128,0.0,0.0,0.0,1.2,3732.0,0.003192616598180865,205256.695808,2.719744,218.0,0.06700000000000728,5194.40384,0.0,8372.0,2.8,2.433333333333333,12810.715136,85.0,,,,,,,,,,,,,,
10,10,,,1680690679,2.833333333333333,0.0,0.055999999999983174,4073.259008,0.004086658070935833,9827.0,0.16762481681351676,185.307136,167.0,3095.216128,0.0,0.0,0.0,1.2,4228.0,0.12963166751888414,205256.708096,2.719744,218.0,0.06700000000000728,5194.40384,0.0,9405.0,2.8,2.433333333333333,12810.715136,93.0,,,,,,,,,,,,,,
11,11,,,1680690680,2.833333333333333,0.0,0.060000000000002274,4694.376448,0.004086846669561557,10940.0,0.15494097804571322,185.307136,168.0,3715.497984,0.0,0.0,0.0,1.3666666666666665,4742.0,0.13167309126402293,204635.58656,2.719744,218.0,0.06700000000000728,6222.610432,0.0,10433.0,3.1,2.433333333333333,13838.921728,99.0,,,,,,,,,,,,,,
12,12,,,1680690681,2.833333333333333,0.0,0.07200000000000273,5104.406528,0.0613002064956738,12194.0,0.19318345022754263,185.307136,175.0,4123.701248,0.0,0.0,0.0,1.3666666666666665,5319.0,0.1481262020595269,204225.55648,2.719744,218.0,0.07000000000005002,6466.82624,0.0,11555.0,3.2,2.433333333333333,14552.072192,104.0,,,,,,,,,,,,,,
