03_hivemind/global_epoch,04_peers/peer_1_epoch_oos,03_hivemind/estimated_current_samples,03_hivemind/num_peers,03_hivemind/eta_next_epoch_s,04_peers/peer_1_samples_accumulated,03_hivemind/epoch_based_sps,04_peers/peer_4_samples_per_second,04_peers/peer_5_samples_per_second,03_hivemind/actual_total_samples_per_second,03_hivemind/optimistic_total_samples_per_second,04_peers/peer_1_epoch,04_peers/peer_2_epoch,04_peers/peer_3_epoch_oos,04_peers/peer_2_samples_per_second,04_peers/peer_5_samples_accumulated,04_peers/peer_5_epoch,03_hivemind/reached_TBS,03_hivemind/undershot_TBS,04_peers/peer_2_samples_accumulated,04_peers/peer_4_samples_accumulated,03_hivemind/global_samples_accumulated,03_hivemind/total_training_samples,04_peers/peer_3_samples_per_second,03_hivemind/epoch_s,03_hivemind/num_clients,03_hivemind/next_fetch_time_s,_runtime,_timestamp,04_peers/peer_2_epoch_oos,03_hivemind/overshot_TBS,04_peers/peer_4_epoch_oos,04_peers/peer_5_epoch_oos,04_peers/peer_1_samples_per_second,04_peers/peer_3_samples_accumulated,_step,04_peers/peer_3_epoch,04_peers/peer_4_epoch,03_hivemind/per_epoch_training_samples
0,0.0,224890,5,0.0,6016.0,,250.66,1367.77,2375.9417470249655,2375.9417470249655,0.0,0.0,0.0,253.99,18688.0,0.0,,,4064.0,3808.0,36384,,253.84,,0,0.5,153,1681397002.0,0.0,,0.0,0.0,249.68,3808.0,86,0.0,0.0,
0,0.0,227778,5,0.0,6016.0,,250.66,1367.77,2375.9417470249655,2375.9417470249655,0.0,0.0,0.0,253.99,18688.0,0.0,,,4064.0,3808.0,36384,,253.84,,0,0.5,154,1681397003.0,0.0,,0.0,0.0,249.68,3808.0,87,0.0,0.0,
0,0.0,230640,5,0.0,6016.0,,250.66,1367.77,2375.9417470249655,2375.9417470249655,0.0,0.0,0.0,253.99,18688.0,0.0,,,4064.0,3808.0,36384,,253.84,,0,0.5,155,1681397004.0,0.0,,0.0,0.0,249.68,3808.0,88,0.0,0.0,
0,0.0,233510,5,0.0,6016.0,,250.66,1367.77,2375.9417470249655,2375.9417470249655,0.0,0.0,0.0,253.99,18688.0,0.0,,,4064.0,3808.0,36384,,253.84,,0,0.5,156,1681397005.0,0.0,,0.0,0.0,249.68,3808.0,89,0.0,0.0,
0,0.0,236374,5,0.0,6016.0,,250.66,1367.77,2375.9417470249655,2375.9417470249655,0.0,0.0,0.0,253.99,18688.0,0.0,,,4064.0,3808.0,36384,,253.84,,0,0.5,158,1681397007.0,0.0,,0.0,0.0,249.68,3808.0,90,0.0,0.0,
0,0.0,239241,5,0.0,6016.0,,250.66,1367.77,2375.9417470249655,2375.9417470249655,0.0,0.0,0.0,253.99,18688.0,0.0,,,4064.0,3808.0,36384,,253.84,,0,0.5,159,1681397008.0,0.0,,0.0,0.0,249.68,3808.0,91,0.0,0.0,
0,0.0,242106,5,0.0,6016.0,,250.66,1367.77,2375.9417470249655,2375.9417470249655,0.0,0.0,0.0,253.99,18688.0,0.0,,,4064.0,3808.0,36384,,253.84,,0,0.5,160,1681397009.0,0.0,,0.0,0.0,249.68,3808.0,92,0.0,0.0,
0,0.0,244959,5,0.0,6016.0,,250.66,1367.77,2375.9417470249655,2375.9417470249655,0.0,0.0,0.0,253.99,18688.0,0.0,,,4064.0,3808.0,36384,,253.84,,0,0.5,161,1681397010.0,0.0,,0.0,0.0,249.68,3808.0,93,0.0,0.0,
0,0.0,247837,5,0.0,6016.0,,250.66,1367.77,2375.9417470249655,2375.9417470249655,0.0,0.0,0.0,253.99,18688.0,0.0,,,4064.0,3808.0,36384,,253.84,,0,0.5,162,1681397011.0,0.0,,0.0,0.0,249.68,3808.0,94,0.0,0.0,
0,0.0,250698,5,0.0,6016.0,,250.66,1367.77,2375.9417470249655,2375.9417470249655,0.0,0.0,0.0,253.99,18688.0,0.0,,,4064.0,3808.0,36384,,253.84,,0,0.5,164,1681397013.0,0.0,,0.0,0.0,249.68,3808.0,95,0.0,0.0,
0,0.0,253562,5,0.0,6016.0,,250.66,1367.77,2375.9417470249655,2375.9417470249655,0.0,0.0,0.0,253.99,18688.0,0.0,,,4064.0,3808.0,36384,,253.84,,0,0.5,165,1681397014.0,0.0,,0.0,0.0,249.68,3808.0,96,0.0,0.0,
0,0.0,256434,5,0.0,6016.0,,250.66,1367.77,2375.9417470249655,2375.9417470249655,0.0,0.0,0.0,253.99,18688.0,0.0,,,4064.0,3808.0,36384,,253.84,,0,0.5,166,1681397015.0,0.0,,0.0,0.0,249.68,3808.0,97,0.0,0.0,
0,0.0,259285,5,0.0,6016.0,,250.66,1367.77,2375.9417470249655,2375.9417470249655,0.0,0.0,0.0,253.99,18688.0,0.0,,,4064.0,3808.0,36384,,253.84,,0,0.5,167,1681397016.0,0.0,,0.0,0.0,249.68,3808.0,98,0.0,0.0,
0,0.0,262163,5,0.0,6016.0,,250.66,1367.77,2375.9417470249655,2375.9417470249655,0.0,0.0,0.0,253.99,18688.0,0.0,,,4064.0,3808.0,36384,,253.84,,0,0.5,168,1681397017.0,0.0,,0.0,0.0,249.68,3808.0,99,0.0,0.0,
0,0.0,265031,5,0.0,6016.0,,250.66,1367.77,2375.9417470249655,2375.9417470249655,0.0,0.0,0.0,253.99,18688.0,0.0,,,4064.0,3808.0,36384,,253.84,,0,0.5,170,1681397019.0,0.0,,0.0,0.0,249.68,3808.0,100,0.0,0.0,
0,0.0,267887,5,0.0,6016.0,,250.66,1367.77,2375.9417470249655,2375.9417470249655,0.0,0.0,0.0,253.99,18688.0,0.0,,,4064.0,3808.0,36384,,253.84,,0,0.5,171,1681397020.0,0.0,,0.0,0.0,249.68,3808.0,101,0.0,0.0,
0,0.0,270763,5,0.0,6016.0,,250.66,1367.77,2375.9417470249655,2375.9417470249655,0.0,0.0,0.0,253.99,18688.0,0.0,,,4064.0,3808.0,36384,,253.84,,0,0.5,172,1681397021.0,0.0,,0.0,0.0,249.68,3808.0,102,0.0,0.0,
0,0.0,273624,5,0.0,6016.0,,250.66,1367.77,2375.9417470249655,2375.9417470249655,0.0,0.0,0.0,253.99,18688.0,0.0,,,4064.0,3808.0,36384,,253.84,,0,0.5,173,1681397022.0,0.0,,0.0,0.0,249.68,3808.0,103,0.0,0.0,
0,0.0,276491,5,0.0,6016.0,,250.66,1367.77,2375.9417470249655,2375.9417470249655,0.0,0.0,0.0,253.99,18688.0,0.0,,,4064.0,3808.0,36384,,253.84,,0,0.5,174,1681397023.0,0.0,,0.0,0.0,249.68,3808.0,104,0.0,0.0,
0,0.0,279339,5,0.0,6016.0,,250.66,1367.77,2375.9417470249655,2375.9417470249655,0.0,0.0,0.0,253.99,18688.0,0.0,,,4064.0,3808.0,36384,,253.84,,0,0.5,176,1681397025.0,0.0,,0.0,0.0,249.68,3808.0,105,0.0,0.0,
0,0.0,282199,5,0.0,6016.0,,250.66,1367.77,2375.9417470249655,2375.9417470249655,0.0,0.0,0.0,253.99,18688.0,0.0,,,4064.0,3808.0,36384,,253.84,,0,0.5,177,1681397026.0,0.0,,0.0,0.0,249.68,3808.0,106,0.0,0.0,
0,0.0,285069,5,0.0,6016.0,,250.66,1367.77,2375.9417470249655,2375.9417470249655,0.0,0.0,0.0,253.99,18688.0,0.0,,,4064.0,3808.0,36384,,253.84,,0,0.5,178,1681397027.0,0.0,,0.0,0.0,249.68,3808.0,107,0.0,0.0,
0,0.0,287924,5,0.0,6016.0,,250.66,1367.77,2375.9417470249655,2375.9417470249655,0.0,0.0,0.0,253.99,18688.0,0.0,,,4064.0,3808.0,36384,,253.84,,0,0.5,179,1681397028.0,0.0,,0.0,0.0,249.68,3808.0,108,0.0,0.0,
0,0.0,290783,5,0.0,6016.0,,250.66,1367.77,2375.9417470249655,2375.9417470249655,0.0,0.0,0.0,253.99,18688.0,0.0,,,4064.0,3808.0,36384,,253.84,,0,0.5,181,1681397030.0,0.0,,0.0,0.0,249.68,3808.0,109,0.0,0.0,
0,0.0,293642,5,0.0,6016.0,,250.66,1367.77,2375.9417470249655,2375.9417470249655,0.0,0.0,0.0,253.99,18688.0,0.0,,,4064.0,3808.0,36384,,253.84,,0,0.5,182,1681397031.0,0.0,,0.0,0.0,249.68,3808.0,110,0.0,0.0,
0,0.0,296502,5,0.0,6016.0,,250.66,1367.77,2375.9417470249655,2375.9417470249655,0.0,0.0,0.0,253.99,18688.0,0.0,,,4064.0,3808.0,36384,,253.84,,0,0.5,183,1681397032.0,0.0,,0.0,0.0,249.68,3808.0,111,0.0,0.0,
0,0.0,299353,5,0.0,6016.0,,250.66,1367.77,2375.9417470249655,2375.9417470249655,0.0,0.0,0.0,253.99,18688.0,0.0,,,4064.0,3808.0,36384,,253.84,,0,0.5,184,1681397033.0,0.0,,0.0,0.0,249.68,3808.0,112,0.0,0.0,
0,0.0,302218,5,0.0,6016.0,,250.66,1367.77,2375.9417470249655,2375.9417470249655,0.0,0.0,0.0,253.99,18688.0,0.0,,,4064.0,3808.0,36384,,253.84,,0,0.5,185,1681397034.0,0.0,,0.0,0.0,249.68,3808.0,113,0.0,0.0,
0,0.0,305085,5,0.0,6016.0,,250.66,1367.77,2375.9417470249655,2375.9417470249655,0.0,0.0,0.0,253.99,18688.0,0.0,,,4064.0,3808.0,36384,,253.84,,0,0.5,187,1681397036.0,0.0,,0.0,0.0,249.68,3808.0,114,0.0,0.0,
0,0.0,307951,5,0.0,6016.0,,250.66,1367.77,2375.9417470249655,2375.9417470249655,0.0,0.0,0.0,253.99,18688.0,0.0,,,4064.0,3808.0,36384,,253.84,,0,0.5,188,1681397037.0,0.0,,0.0,0.0,249.68,3808.0,115,0.0,0.0,
0,0.0,310816,5,0.0,6016.0,,250.66,1367.77,2375.9417470249655,2375.9417470249655,0.0,0.0,0.0,253.99,18688.0,0.0,,,4064.0,3808.0,36384,,253.84,,0,0.5,189,1681397038.0,0.0,,0.0,0.0,249.68,3808.0,116,0.0,0.0,
0,0.0,313684,5,0.0,6016.0,,250.66,1367.77,2375.9417470249655,2375.9417470249655,0.0,0.0,0.0,253.99,18688.0,0.0,,,4064.0,3808.0,36384,,253.84,,0,0.5,190,1681397039.0,0.0,,0.0,0.0,249.68,3808.0,117,0.0,0.0,
0,0.0,316538,5,0.0,6016.0,,250.66,1367.77,2375.9417470249655,2375.9417470249655,0.0,0.0,0.0,253.99,18688.0,0.0,,,4064.0,3808.0,36384,,253.84,,0,0.5,191,1681397040.0,0.0,,0.0,0.0,249.68,3808.0,118,0.0,0.0,
0,0.0,319419,5,0.0,6016.0,,250.66,1367.77,2375.9417470249655,2375.9417470249655,0.0,0.0,0.0,253.99,18688.0,0.0,,,4064.0,3808.0,36384,,253.84,,0,0.5,193,1681397042.0,0.0,,0.0,0.0,249.68,3808.0,119,0.0,0.0,
0,0.0,322280,5,0.0,6016.0,,250.66,1367.77,2375.9417470249655,2375.9417470249655,0.0,0.0,0.0,253.99,18688.0,0.0,,,4064.0,3808.0,36384,,253.84,,0,0.5,194,1681397043.0,0.0,,0.0,0.0,249.68,3808.0,120,0.0,0.0,
0,0.0,325137,5,0.0,6016.0,,250.66,1367.77,2375.9417470249655,2375.9417470249655,0.0,0.0,0.0,253.99,18688.0,0.0,,,4064.0,3808.0,36384,,253.84,,0,0.5,195,1681397044.0,0.0,,0.0,0.0,249.68,3808.0,121,0.0,0.0,
0,0.0,327989,5,0.0,6016.0,,250.66,1367.77,2375.9417470249655,2375.9417470249655,0.0,0.0,0.0,253.99,18688.0,0.0,,,4064.0,3808.0,36384,,253.84,,0,0.5,196,1681397045.0,0.0,,0.0,0.0,249.68,3808.0,122,0.0,0.0,
0,0.0,330834,5,0.0,6016.0,,250.66,1367.77,2375.9417470249655,2375.9417470249655,0.0,0.0,0.0,253.99,18688.0,0.0,,,4064.0,3808.0,36384,,253.84,,0,0.5,197,1681397046.0,0.0,,0.0,0.0,249.68,3808.0,123,0.0,0.0,
0,0.0,333682,5,0.0,6016.0,,250.66,1367.77,2375.9417470249655,2375.9417470249655,0.0,0.0,0.0,253.99,18688.0,0.0,,,4064.0,3808.0,36384,,253.84,,0,0.5,199,1681397048.0,0.0,,0.0,0.0,249.68,3808.0,124,0.0,0.0,
0,0.0,336862,5,0.0,6016.0,,250.66,1367.77,2375.9417470249655,2375.9417470249655,0.0,0.0,0.0,253.99,18688.0,0.0,,,4064.0,3808.0,36384,,253.84,,0,0.5,200,1681397049.0,0.0,,0.0,0.0,249.68,3808.0,125,0.0,0.0,
1,0.0,514,5,13.82,6016.0,,250.66,1367.77,965.2746242097847,2333.047538326316,0.0,0.0,0.0,253.99,18688.0,0.0,,,4064.0,3808.0,224,,253.84,,0,8.64,201,1681397050.0,0.0,,0.0,0.0,249.68,3808.0,126,0.0,0.0,
1,0.0,2450,5,14.51,32.0,239.00182088479698,243.32,1367.77,2089.156501968829,2089.156501968829,1.0,1.0,0.0,244.39,18688.0,0.0,0.0,0.0,64.0,64.0,1632,36384.0,242.92,152.23314979486167,0,9.07,202,1681397051.0,0.0,1.0,0.0,1.0,234.65,64.0,127,1.0,1.0,36384.0
1,0.0,4248,5,15.25,256.0,,237.82,1218.55,1869.6649812290011,1869.6649812290011,1.0,1.0,0.0,237.94,512.0,1.0,,,288.0,288.0,3456,,200.01,,0,9.53,204,1681397053.0,0.0,,0.0,0.0,194.84,288.0,128,1.0,1.0,
1,0.0,7438,5,11.64,544.0,,225.04,988.1,2176.232751643496,2176.232751643496,1.0,1.0,0.0,231.65,1280.0,1.0,,,576.0,512.0,5952,,196.58,,0,7.27,205,1681397054.0,0.0,,0.0,0.0,228.3,544.0,129,1.0,1.0,
1,0.0,9196,5,12.02,672.0,,176.66,1316.97,1960.4920386617928,1960.4920386617928,1.0,1.0,0.0,233.74,3328.0,1.0,,,608.0,672.0,7296,,213.23,,0,7.51,206,1681397055.0,0.0,,0.0,0.0,235.63,672.0,130,1.0,1.0,
1,0.0,10814,5,11.68,832.0,,114.8,1413.61,1879.1536816013559,1879.1536816013559,1.0,1.0,0.0,145.01,4096.0,1.0,,,800.0,736.0,10048,,142.18,,0,7.3,207,1681397056.0,0.0,,0.0,0.0,144.89,832.0,131,1.0,1.0,
1,0.0,13835,5,8.83,1120.0,,177.56,1110.29,2143.540380812069,2143.540380812069,1.0,1.0,0.0,201.42,5632.0,1.0,,,1120.0,1056.0,12832,,194.36,,0,5.52,208,1681397057.0,0.0,,0.0,0.0,195.52,1120.0,132,1.0,1.0,
1,0.0,16666,5,7.13,1440.0,,216.66,1236.03,2257.8824875583095,2257.8824875583095,1.0,1.0,0.0,232.94,7168.0,1.0,,,1440.0,1344.0,15808,,229.11,,0,4.46,210,1681397059.0,0.0,,0.0,0.0,228.79,1440.0,133,1.0,1.0,
1,0.0,19967,5,5.18,1728.0,,238.27,1288.92,2473.123086147316,2473.123086147316,1.0,1.0,0.0,245.57,8960.0,1.0,,,1728.0,1664.0,18848,,243.33,,0,3.24,211,1681397060.0,0.0,,0.0,0.0,241.79,1728.0,134,1.0,1.0,
1,0.0,23254,5,3.66,2048.0,,245.89,1478.78,2596.6482589172065,2596.6482589172065,1.0,1.0,0.0,251.07,10752.0,1.0,,,2048.0,1952.0,22112,,249.7,,0,2.29,212,1681397061.0,0.0,,0.0,0.0,247.68,2048.0,135,1.0,1.0,
1,0.0,26490,5,2.37,2336.0,,249.16,1592.58,2650.797543299477,2650.797543299477,1.0,1.0,0.0,253.31,12800.0,1.0,,,2336.0,2272.0,25344,,252.19,,0,1.48,213,1681397062.0,0.0,,0.0,0.0,249.41,2368.0,136,1.0,1.0,
1,0.0,29371,5,1.32,2624.0,,250.43,1642.72,2573.1088556638015,2573.1088556638015,1.0,1.0,0.0,254.37,14848.0,1.0,,,2656.0,2560.0,28384,,252.83,,0,0.83,214,1681397063.0,0.0,,0.0,0.0,250.45,2656.0,137,1.0,1.0,
1,0.0,32289,5,0.19,2944.0,,250.82,1563.62,2529.675225274408,2529.675225274408,1.0,1.0,0.0,254.66,16640.0,1.0,,,2976.0,2848.0,31360,,253.35,,0,0.5,216,1681397065.0,0.0,,0.0,0.0,250.66,2976.0,138,1.0,1.0,
1,0.0,34971,5,0.0,3232.0,,250.99,1521.71,2377.6798746871914,2377.6798746871914,1.0,1.0,0.0,254.72,18432.0,1.0,,,3264.0,3168.0,33024,,253.28,,0,0.5,217,1681397066.0,0.0,,0.0,0.0,248.97,3264.0,139,1.0,1.0,
1,0.0,37858,5,0.0,3392.0,,251.11,1369.28,2377.6798746871914,2377.6798746871914,1.0,1.0,0.0,254.38,19456.0,1.0,,,3424.0,3328.0,33024,,253.32,,0,0.5,218,1681397067.0,0.0,,0.0,0.0,249.58,3424.0,140,1.0,1.0,
1,0.0,40725,5,0.0,3392.0,,251.11,1369.28,2377.6798746871914,2377.6798746871914,1.0,1.0,0.0,254.38,19456.0,1.0,,,3424.0,3328.0,33024,,253.32,,0,0.5,219,1681397068.0,0.0,,0.0,0.0,249.58,3424.0,141,1.0,1.0,
1,0.0,43587,5,0.0,3392.0,,251.11,1369.28,2377.6798746871914,2377.6798746871914,1.0,1.0,0.0,254.38,19456.0,1.0,,,3424.0,3328.0,33024,,253.32,,0,0.5,220,1681397069.0,0.0,,0.0,0.0,249.58,3424.0,142,1.0,1.0,
1,0.0,46473,5,0.0,3392.0,,251.11,1369.28,2377.6798746871914,2377.6798746871914,1.0,1.0,0.0,254.38,19456.0,1.0,,,3424.0,3328.0,33024,,253.32,,0,0.5,222,1681397071.0,0.0,,0.0,0.0,249.58,3424.0,143,1.0,1.0,
1,0.0,49350,5,0.0,3392.0,,251.11,1369.28,2377.6798746871914,2377.6798746871914,1.0,1.0,0.0,254.38,19456.0,1.0,,,3424.0,3328.0,33024,,253.32,,0,0.5,223,1681397072.0,0.0,,0.0,0.0,249.58,3424.0,144,1.0,1.0,
1,0.0,52208,5,0.0,3392.0,,251.11,1369.28,2377.6798746871914,2377.6798746871914,1.0,1.0,0.0,254.38,19456.0,1.0,,,3424.0,3328.0,33024,,253.32,,0,0.5,224,1681397073.0,0.0,,0.0,0.0,249.58,3424.0,145,1.0,1.0,
1,0.0,55071,5,0.0,3392.0,,251.11,1369.28,2377.6798746871914,2377.6798746871914,1.0,1.0,0.0,254.38,19456.0,1.0,,,3424.0,3328.0,33024,,253.32,,0,0.5,225,1681397074.0,0.0,,0.0,0.0,249.58,3424.0,146,1.0,1.0,
1,0.0,57935,5,0.0,3392.0,,251.11,1369.28,2377.6798746871914,2377.6798746871914,1.0,1.0,0.0,254.38,19456.0,1.0,,,3424.0,3328.0,33024,,253.32,,0,0.5,226,1681397075.0,0.0,,0.0,0.0,249.58,3424.0,147,1.0,1.0,
1,0.0,60787,5,0.0,3392.0,,251.11,1369.28,2377.6798746871914,2377.6798746871914,1.0,1.0,0.0,254.38,19456.0,1.0,,,3424.0,3328.0,33024,,253.32,,0,0.5,228,1681397077.0,0.0,,0.0,0.0,249.58,3424.0,148,1.0,1.0,
1,0.0,63634,5,0.0,3392.0,,251.11,1369.28,2377.6798746871914,2377.6798746871914,1.0,1.0,0.0,254.38,19456.0,1.0,,,3424.0,3328.0,33024,,253.32,,0,0.5,229,1681397078.0,0.0,,0.0,0.0,249.58,3424.0,149,1.0,1.0,
1,0.0,66510,5,0.0,3392.0,,251.11,1369.28,2377.6798746871914,2377.6798746871914,1.0,1.0,0.0,254.38,19456.0,1.0,,,3424.0,3328.0,33024,,253.32,,0,0.5,230,1681397079.0,0.0,,0.0,0.0,249.58,3424.0,150,1.0,1.0,
1,0.0,69382,5,0.0,3392.0,,251.11,1369.28,2377.6798746871914,2377.6798746871914,1.0,1.0,0.0,254.38,19456.0,1.0,,,3424.0,3328.0,33024,,253.32,,0,0.5,231,1681397080.0,0.0,,0.0,0.0,249.58,3424.0,151,1.0,1.0,
1,0.0,72250,5,0.0,3392.0,,251.11,1369.28,2377.6798746871914,2377.6798746871914,1.0,1.0,0.0,254.38,19456.0,1.0,,,3424.0,3328.0,33024,,253.32,,0,0.5,232,1681397081.0,0.0,,0.0,0.0,249.58,3424.0,152,1.0,1.0,
1,0.0,75122,5,0.0,3392.0,,251.11,1369.28,2377.6798746871914,2377.6798746871914,1.0,1.0,0.0,254.38,19456.0,1.0,,,3424.0,3328.0,33024,,253.32,,0,0.5,234,1681397083.0,0.0,,0.0,0.0,249.58,3424.0,153,1.0,1.0,
1,0.0,77992,5,0.0,3392.0,,251.11,1369.28,2377.6798746871914,2377.6798746871914,1.0,1.0,0.0,254.38,19456.0,1.0,,,3424.0,3328.0,33024,,253.32,,0,0.5,235,1681397084.0,0.0,,0.0,0.0,249.58,3424.0,154,1.0,1.0,
1,0.0,80864,5,0.0,3392.0,,251.11,1369.28,2377.6798746871914,2377.6798746871914,1.0,1.0,0.0,254.38,19456.0,1.0,,,3424.0,3328.0,33024,,253.32,,0,0.5,236,1681397085.0,0.0,,0.0,0.0,249.58,3424.0,155,1.0,1.0,
1,0.0,83731,5,0.0,3392.0,,251.11,1369.28,2377.6798746871914,2377.6798746871914,1.0,1.0,0.0,254.38,19456.0,1.0,,,3424.0,3328.0,33024,,253.32,,0,0.5,237,1681397086.0,0.0,,0.0,0.0,249.58,3424.0,156,1.0,1.0,
1,0.0,86610,5,0.0,3392.0,,251.11,1369.28,2377.6798746871914,2377.6798746871914,1.0,1.0,0.0,254.38,19456.0,1.0,,,3424.0,3328.0,33024,,253.32,,0,0.5,238,1681397087.0,0.0,,0.0,0.0,249.58,3424.0,157,1.0,1.0,
1,0.0,89462,5,0.0,3392.0,,251.11,1369.28,2377.6798746871914,2377.6798746871914,1.0,1.0,0.0,254.38,19456.0,1.0,,,3424.0,3328.0,33024,,253.32,,0,0.5,240,1681397089.0,0.0,,0.0,0.0,249.58,3424.0,158,1.0,1.0,
1,0.0,92315,5,0.0,3392.0,,251.11,1369.28,2377.6798746871914,2377.6798746871914,1.0,1.0,0.0,254.38,19456.0,1.0,,,3424.0,3328.0,33024,,253.32,,0,0.5,241,1681397090.0,0.0,,0.0,0.0,249.58,3424.0,159,1.0,1.0,
1,0.0,95188,5,0.0,3392.0,,251.11,1369.28,2377.6798746871914,2377.6798746871914,1.0,1.0,0.0,254.38,19456.0,1.0,,,3424.0,3328.0,33024,,253.32,,0,0.5,242,1681397091.0,0.0,,0.0,0.0,249.58,3424.0,160,1.0,1.0,
1,0.0,98052,5,0.0,3392.0,,251.11,1369.28,2377.6798746871914,2377.6798746871914,1.0,1.0,0.0,254.38,19456.0,1.0,,,3424.0,3328.0,33024,,253.32,,0,0.5,243,1681397092.0,0.0,,0.0,0.0,249.58,3424.0,161,1.0,1.0,
1,0.0,100927,5,0.0,3392.0,,251.11,1369.28,2377.6798746871914,2377.6798746871914,1.0,1.0,0.0,254.38,19456.0,1.0,,,3424.0,3328.0,33024,,253.32,,0,0.5,244,1681397093.0,0.0,,0.0,0.0,249.58,3424.0,162,1.0,1.0,
1,0.0,103777,5,0.0,3392.0,,251.11,1369.28,2377.6798746871914,2377.6798746871914,1.0,1.0,0.0,254.38,19456.0,1.0,,,3424.0,3328.0,33024,,253.32,,0,0.5,246,1681397095.0,0.0,,0.0,0.0,249.58,3424.0,163,1.0,1.0,
1,0.0,106623,5,0.0,3392.0,,251.11,1369.28,2377.6798746871914,2377.6798746871914,1.0,1.0,0.0,254.38,19456.0,1.0,,,3424.0,3328.0,33024,,253.32,,0,0.5,247,1681397096.0,0.0,,0.0,0.0,249.58,3424.0,164,1.0,1.0,
1,0.0,109474,5,0.0,3392.0,,251.11,1369.28,2377.6798746871914,2377.6798746871914,1.0,1.0,0.0,254.38,19456.0,1.0,,,3424.0,3328.0,33024,,253.32,,0,0.5,248,1681397097.0,0.0,,0.0,0.0,249.58,3424.0,165,1.0,1.0,
1,0.0,112347,5,0.0,3392.0,,251.11,1369.28,2377.6798746871914,2377.6798746871914,1.0,1.0,0.0,254.38,19456.0,1.0,,,3424.0,3328.0,33024,,253.32,,0,0.5,249,1681397098.0,0.0,,0.0,0.0,249.58,3424.0,166,1.0,1.0,
1,0.0,115212,5,0.0,3392.0,,251.11,1369.28,2377.6798746871914,2377.6798746871914,1.0,1.0,0.0,254.38,19456.0,1.0,,,3424.0,3328.0,33024,,253.32,,0,0.5,251,1681397100.0,0.0,,0.0,0.0,249.58,3424.0,167,1.0,1.0,
1,0.0,118081,5,0.0,3392.0,,251.11,1369.28,2377.6798746871914,2377.6798746871914,1.0,1.0,0.0,254.38,19456.0,1.0,,,3424.0,3328.0,33024,,253.32,,0,0.5,252,1681397101.0,0.0,,0.0,0.0,249.58,3424.0,168,1.0,1.0,
1,0.0,120956,5,0.0,3392.0,,251.11,1369.28,2377.6798746871914,2377.6798746871914,1.0,1.0,0.0,254.38,19456.0,1.0,,,3424.0,3328.0,33024,,253.32,,0,0.5,253,1681397102.0,0.0,,0.0,0.0,249.58,3424.0,169,1.0,1.0,
1,0.0,123819,5,0.0,3392.0,,251.11,1369.28,2377.6798746871914,2377.6798746871914,1.0,1.0,0.0,254.38,19456.0,1.0,,,3424.0,3328.0,33024,,253.32,,0,0.5,254,1681397103.0,0.0,,0.0,0.0,249.58,3424.0,170,1.0,1.0,
1,0.0,126707,5,0.0,3392.0,,251.11,1369.28,2377.6798746871914,2377.6798746871914,1.0,1.0,0.0,254.38,19456.0,1.0,,,3424.0,3328.0,33024,,253.32,,0,0.5,255,1681397104.0,0.0,,0.0,0.0,249.58,3424.0,171,1.0,1.0,
1,0.0,129561,5,0.0,3392.0,,251.11,1369.28,2377.6798746871914,2377.6798746871914,1.0,1.0,0.0,254.38,19456.0,1.0,,,3424.0,3328.0,33024,,253.32,,0,0.5,257,1681397106.0,0.0,,0.0,0.0,249.58,3424.0,172,1.0,1.0,
1,0.0,132414,5,0.0,3392.0,,251.11,1369.28,2377.6798746871914,2377.6798746871914,1.0,1.0,0.0,254.38,19456.0,1.0,,,3424.0,3328.0,33024,,253.32,,0,0.5,258,1681397107.0,0.0,,0.0,0.0,249.58,3424.0,173,1.0,1.0,
1,0.0,135268,5,0.0,3392.0,,251.11,1369.28,2377.6798746871914,2377.6798746871914,1.0,1.0,0.0,254.38,19456.0,1.0,,,3424.0,3328.0,33024,,253.32,,0,0.5,259,1681397108.0,0.0,,0.0,0.0,249.58,3424.0,174,1.0,1.0,
1,0.0,138139,5,0.0,3392.0,,251.11,1369.28,2377.6798746871914,2377.6798746871914,1.0,1.0,0.0,254.38,19456.0,1.0,,,3424.0,3328.0,33024,,253.32,,0,0.5,260,1681397109.0,0.0,,0.0,0.0,249.58,3424.0,175,1.0,1.0,
1,0.0,141015,5,0.0,3392.0,,251.11,1369.28,2377.6798746871914,2377.6798746871914,1.0,1.0,0.0,254.38,19456.0,1.0,,,3424.0,3328.0,33024,,253.32,,0,0.5,261,1681397110.0,0.0,,0.0,0.0,249.58,3424.0,176,1.0,1.0,
1,0.0,143870,5,0.0,3392.0,,251.11,1369.28,2377.6798746871914,2377.6798746871914,1.0,1.0,0.0,254.38,19456.0,1.0,,,3424.0,3328.0,33024,,253.32,,0,0.5,263,1681397112.0,0.0,,0.0,0.0,249.58,3424.0,177,1.0,1.0,
1,0.0,146721,5,0.0,3392.0,,251.11,1369.28,2377.6798746871914,2377.6798746871914,1.0,1.0,0.0,254.38,19456.0,1.0,,,3424.0,3328.0,33024,,253.32,,0,0.5,264,1681397113.0,0.0,,0.0,0.0,249.58,3424.0,178,1.0,1.0,
1,0.0,149590,5,0.0,3392.0,,251.11,1369.28,2377.6798746871914,2377.6798746871914,1.0,1.0,0.0,254.38,19456.0,1.0,,,3424.0,3328.0,33024,,253.32,,0,0.5,265,1681397114.0,0.0,,0.0,0.0,249.58,3424.0,179,1.0,1.0,
