03_hivemind/num_peers,03_hivemind/next_fetch_time_s,04_peers/peer_2_samples_accumulated,04_peers/peer_4_samples_accumulated,03_hivemind/actual_total_samples_per_second,03_hivemind/overshot_TBS,03_hivemind/eta_next_epoch_s,04_peers/peer_3_samples_accumulated,03_hivemind/global_samples_accumulated,03_hivemind/epoch_based_sps,04_peers/peer_1_samples_per_second,_step,_runtime,04_peers/peer_1_epoch,04_peers/peer_4_epoch,03_hivemind/global_epoch,04_peers/peer_4_epoch_oos,04_peers/peer_1_samples_accumulated,03_hivemind/optimistic_total_samples_per_second,03_hivemind/epoch_s,04_peers/peer_3_epoch,04_peers/peer_2_epoch_oos,04_peers/peer_3_epoch_oos,03_hivemind/total_training_samples,04_peers/peer_2_epoch,03_hivemind/undershot_TBS,04_peers/peer_1_epoch_oos,03_hivemind/estimated_current_samples,04_peers/peer_4_samples_per_second,03_hivemind/per_epoch_training_samples,_timestamp,03_hivemind/num_clients,03_hivemind/reached_TBS,04_peers/peer_2_samples_per_second,04_peers/peer_3_samples_per_second
4,0.5,0.0,0.0,2456.3958473633115,,0.0,0.0,0,,347.51,97,159,3.0,3.0,3,0.0,0.0,2456.3958473633115,,3.0,0.0,0.0,,3.0,,0.0,84305,727.34,,1680697927.0,0,,685.63,695.92
4,0.5,0.0,0.0,2456.3958473633115,,0.0,0.0,0,,347.51,98,160,3.0,3.0,3,0.0,0.0,2456.3958473633115,,3.0,0.0,0.0,,3.0,,0.0,86829,727.34,,1680697928.0,0,,685.63,695.92
4,0.5,0.0,0.0,2456.3958473633115,,0.0,0.0,0,,347.51,99,161,3.0,3.0,3,0.0,0.0,2456.3958473633115,,3.0,0.0,0.0,,3.0,,0.0,89352,727.34,,1680697929.0,0,,685.63,695.92
4,0.5,0.0,0.0,2456.3958473633115,,0.0,0.0,0,,347.51,100,162,3.0,3.0,3,0.0,0.0,2456.3958473633115,,3.0,0.0,0.0,,3.0,,0.0,91866,727.34,,1680697930.0,0,,685.63,695.92
4,0.5,0.0,0.0,2456.3958473633115,,0.0,0.0,0,,347.51,101,163,3.0,3.0,3,0.0,0.0,2456.3958473633115,,3.0,0.0,0.0,,3.0,,0.0,94380,727.34,,1680697931.0,0,,685.63,695.92
4,0.5,0.0,0.0,2456.3958473633115,,0.0,0.0,0,,347.51,102,164,3.0,3.0,3,0.0,0.0,2456.3958473633115,,3.0,0.0,0.0,,3.0,,0.0,96892,727.34,,1680697932.0,0,,685.63,695.92
4,0.5,0.0,0.0,2456.3958473633115,,0.0,0.0,0,,347.51,103,165,3.0,3.0,3,0.0,0.0,2456.3958473633115,,3.0,0.0,0.0,,3.0,,0.0,99404,727.34,,1680697933.0,0,,685.63,695.92
4,0.5,0.0,0.0,2456.3958473633115,,0.0,0.0,0,,347.51,104,166,3.0,3.0,3,0.0,0.0,2456.3958473633115,,3.0,0.0,0.0,,3.0,,0.0,101926,727.34,,1680697934.0,0,,685.63,695.92
4,0.5,0.0,0.0,2456.3958473633115,,0.0,0.0,0,,347.51,105,167,3.0,3.0,3,0.0,0.0,2456.3958473633115,,3.0,0.0,0.0,,3.0,,0.0,104449,727.34,,1680697935.0,0,,685.63,695.92
4,0.5,0.0,0.0,2456.3958473633115,,0.0,0.0,0,,347.51,106,168,3.0,3.0,3,0.0,0.0,2456.3958473633115,,3.0,0.0,0.0,,3.0,,0.0,106964,727.34,,1680697936.0,0,,685.63,695.92
4,0.5,0.0,0.0,2456.3958473633115,,0.0,0.0,0,,347.51,107,169,3.0,3.0,3,0.0,0.0,2456.3958473633115,,3.0,0.0,0.0,,3.0,,0.0,109481,727.34,,1680697937.0,0,,685.63,695.92
4,0.5,0.0,0.0,2456.3958473633115,,0.0,0.0,0,,347.51,108,170,3.0,3.0,3,0.0,0.0,2456.3958473633115,,3.0,0.0,0.0,,3.0,,0.0,112006,727.34,,1680697938.0,0,,685.63,695.92
4,0.5,0.0,0.0,2456.3958473633115,,0.0,0.0,0,,347.51,109,171,3.0,3.0,3,0.0,0.0,2456.3958473633115,,3.0,0.0,0.0,,3.0,,0.0,114537,727.34,,1680697939.0,0,,685.63,695.92
4,0.5,0.0,0.0,2456.3958473633115,,0.0,0.0,0,,347.51,110,172,3.0,3.0,3,0.0,0.0,2456.3958473633115,,3.0,0.0,0.0,,3.0,,0.0,117054,727.34,,1680697940.0,0,,685.63,695.92
4,0.5,0.0,0.0,2456.3958473633115,,0.0,0.0,0,,347.51,111,173,3.0,3.0,3,0.0,0.0,2456.3958473633115,,3.0,0.0,0.0,,3.0,,0.0,119578,727.34,,1680697941.0,0,,685.63,695.92
4,0.5,0.0,0.0,2456.3958473633115,,0.0,0.0,0,,347.51,112,174,3.0,3.0,3,0.0,0.0,2456.3958473633115,,3.0,0.0,0.0,,3.0,,0.0,122113,727.34,,1680697942.0,0,,685.63,695.92
4,0.5,0.0,0.0,2456.3958473633115,,0.0,0.0,0,,347.51,113,175,3.0,3.0,3,0.0,0.0,2456.3958473633115,,3.0,0.0,0.0,,3.0,,0.0,124641,727.34,,1680697943.0,0,,685.63,695.92
4,0.5,0.0,0.0,2456.3958473633115,,0.0,0.0,0,,347.51,114,176,3.0,3.0,3,0.0,0.0,2456.3958473633115,,3.0,0.0,0.0,,3.0,,0.0,127171,727.34,,1680697944.0,0,,685.63,695.92
4,0.5,0.0,0.0,2456.3958473633115,,0.0,0.0,0,,347.51,115,177,3.0,3.0,3,0.0,0.0,2456.3958473633115,,3.0,0.0,0.0,,3.0,,0.0,129704,727.34,,1680697945.0,0,,685.63,695.92
4,0.5,0.0,0.0,2456.3958473633115,,0.0,0.0,0,,347.51,116,178,3.0,3.0,3,0.0,0.0,2456.3958473633115,,3.0,0.0,0.0,,3.0,,0.0,132229,727.34,,1680697946.0,0,,685.63,695.92
4,0.5,0.0,0.0,2456.3958473633115,,0.0,0.0,0,,347.51,117,179,3.0,3.0,3,0.0,0.0,2456.3958473633115,,3.0,0.0,0.0,,3.0,,0.0,134762,727.34,,1680697947.0,0,,685.63,695.92
4,0.5,0.0,0.0,2456.3958473633115,,0.0,0.0,0,,347.51,118,180,3.0,3.0,3,0.0,0.0,2456.3958473633115,,3.0,0.0,0.0,,3.0,,0.0,137292,727.34,,1680697948.0,0,,685.63,695.92
4,0.5,0.0,0.0,2456.3958473633115,,0.0,0.0,0,,347.51,119,181,3.0,3.0,3,0.0,0.0,2456.3958473633115,,3.0,0.0,0.0,,3.0,,0.0,139819,727.34,,1680697949.0,0,,685.63,695.92
4,0.5,0.0,0.0,2456.3958473633115,,0.0,0.0,0,,347.51,120,182,3.0,3.0,3,0.0,0.0,2456.3958473633115,,3.0,0.0,0.0,,3.0,,0.0,142339,727.34,,1680697950.0,0,,685.63,695.92
4,0.5,0.0,0.0,2456.3958473633115,,0.0,0.0,0,,347.51,121,183,3.0,3.0,3,0.0,0.0,2456.3958473633115,,3.0,0.0,0.0,,3.0,,0.0,144856,727.34,,1680697951.0,0,,685.63,695.92
1,0.5,0.0,0.0,727.3383761157329,,0.0,0.0,0,,347.51,122,185,3.0,3.0,3,0.0,0.0,727.3383761157329,,3.0,0.0,0.0,,3.0,,0.0,43608,727.34,,1680697953.0,0,,685.63,695.92
