disk/time/disk_write_time_sys_s,disk/counter/disk_read_sys_count,process/memory/lib_memory_proc_MB,bandwidth/disk_read_sys_bandwidth_MBs,bandwidth/disk_write_sys_bandwidth_MBs,02_timing/backward_time_s,02_timing/dataload_time_s,memory/available_memory_sys_MB,cpu/load/avg_sys_load_fifteen_min_percent,memory/used_memory_sys_MB,memory/used_memory_sys_percent,cpu/interrupts/interrupts_count,disk/counter/disk_write_sys_count,process/voluntary_proc_ctx_switches,01_general/lr,02_timing/step_time_s,02_timing/opt_step_time_s,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,process/memory/resident_set_size_proc_MB,03_hivemind/num_peers,cpu/logical_core_count,cpu/load/avg_sys_load_one_min_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/data_resident_set_proc_MB,_timestamp,01_general/minibatch_loss,disk/time/disk_read_time_sys_s,02_timing/dataload_cuda_move_time_s,_runtime,01_general/step,03_hivemind/global_epoch,01_general/dataset_iteration_count,process/memory/text_resident_set_proc_MB,process/involuntary_proc_ctx_switches,process/memory/dirty_pages_proc_count,bandwidth/net_sent_sys_bandwidth_Mbits,disk/time/disk_busy_time_sys_s,cpu/interrupts/ctx_switches_count,process/memory/shared_memory_proc_MB,memory/total_memory_sys_MB,01_general/locally_processed_samples,process/memory/virtual_memory_size_proc_MB,_step,02_timing/forward_time_s,02_timing/loss_calc_time_s
,,,,,,,,,,,,,,,,,,,,,8.0,,,,1681407024.0,,,,1,,,,,,,,,,,31557.189632,,,0,,
0.0,0.0,1009.614848,0.0,0.0,,,30367.199232,12.25,728.756224,3.8,21.0,0.0,94.0,,,,15.0,9.316815202968899,401.514496,,,9.0,12.125,0.0,1681407024.0,,0.0,,1,,,,2.654208,33.0,0.0,1.2188294785887566,0.0,22.0,176.39424,,,8492.634112,1,,
0.0030000000006111804,0.0,1027.866624,0.0,0.01633133002022816,,,30193.80736,12.25,902.144,4.3,3301.0,4.0,135.0,,,,1431.0,1.2187653742535625,405.274624,,,9.0,12.125,0.0,1681407025.0,,0.0,,2,,,,2.654208,34.0,0.0,0.35554932210792844,0.020000000000010232,2554.0,178.839552,,,8644.845568,2,,
0.0039999999999054126,0.0,1306.820608,0.0,0.004085520047238619,,,29921.841152,12.25,1174.110208,5.2,4192.0,5.0,152.0,,,,2071.0,0.22820661683443602,685.105152,,,9.0,12.125,0.0,1681407026.0,,0.0,,3,,,,2.654208,38.0,0.0,0.09640071813848643,0.02800000000002001,3292.0,180.420608,,,8923.799552,3,,
0.0039999999999054126,0.0,2580.058112,0.0,0.004085705625855285,,,29573.50912,12.25,1522.44224,6.3,4733.0,6.0,167.0,,,,2419.0,0.14806692943751282,1033.007104,,,9.375,12.125,0.0,1681407027.0,,0.0,,4,,,,2.654208,41.0,0.0,0.03526315070570036,0.03200000000001069,3693.0,181.075968,,,10197.024768,4,,
0.005000000000109139,0.0,2580.058112,0.0,0.004085219853654175,,,28835.86048,12.25,2260.09088,8.6,5107.0,7.0,167.0,,,,2551.0,0.0,1769.107456,,,9.375,12.125,0.0,1681407028.0,,0.0,,5,,,,2.654208,44.0,0.0,0.0,0.036000000000001364,3817.0,181.075968,,,10197.024768,5,,
0.006000000000312866,0.0,2769.096704,0.0,0.00408583486071344,,,28457.709568,12.25,2638.241792,9.8,5529.0,8.0,167.0,,,,2731.0,0.0072140521784987725,2148.028416,,,9.375,12.125,0.0,1681407029.0,,0.0,,6,,,,2.654208,47.0,0.0,0.0521821760604244,0.040000000000020464,4011.0,182.714368,,,10386.06336,6,,
0.009000000000014552,0.0,3336.208384,0.0,0.12257102300869849,,,27890.130944,12.25,3205.808128,11.6,5991.0,11.0,169.0,,,,2951.0,0.00031919536435756624,2713.9072,,,9.375,12.125,0.0,1681407030.0,,0.0,,7,,,,2.654208,51.0,0.0,0.0007501091468831906,0.04400000000001114,4225.0,182.714368,,,10953.17504,7,,
0.010000000000218279,0.0,3722.674176,0.0,0.008171391818558223,,,27501.600768,12.25,3594.338304,12.9,6412.0,13.0,169.0,,,,3164.0,0.0078282572084421,3102.040064,,,9.375,12.125,0.0,1681407031.0,,0.0,,8,,,,2.654208,54.0,0.0,0.041638986807013105,0.05200000000002092,4389.0,182.714368,,,11339.640832,8,,
0.011000000000422006,0.0,3722.674176,0.0,0.004085625951294917,,,27501.34272,12.25,3594.596352,12.9,6765.0,14.0,169.0,,,,3283.0,0.0,3102.040064,,,9.625,12.125,0.0,1681407032.0,,0.0,,9,,,,2.654208,58.0,0.0,0.0,0.056000000000011596,4503.0,182.714368,,,11339.640832,9,,
0.012000000000625732,0.0,3722.674176,0.0,0.00408569784896182,,,27501.34272,12.25,3594.596352,12.9,7174.0,15.0,169.0,,,,3473.0,0.009049182367189655,3102.040064,,,9.625,12.125,0.0,1681407033.0,,0.0,,10,,,,2.654208,62.0,0.0,0.040729300461095574,0.060000000000002274,4670.0,182.714368,,,11339.640832,10,,
0.012000000000625732,0.0,4750.880768,0.0,0.004085941752863658,,,27478.85568,12.25,3617.083392,12.9,7530.0,16.0,169.0,,,,3580.0,0.0,3124.350976,,,9.625,12.125,0.0,1681407034.0,,0.0,,11,,,,2.654208,65.0,0.0,0.0,0.06800000000001205,4804.0,182.714368,,,12367.847424,11,,
0.015000000000327418,0.0,4750.880768,0.0,0.03676698742212126,,,26888.523776,12.25,4207.4112,14.8,7993.0,19.0,169.0,,,,3796.0,0.009606652067259271,3713.716224,,,9.625,12.125,0.0,1681407035.0,,0.0,,12,,,,2.654208,71.0,0.0,0.040421345123528116,0.0759999999999934,5040.0,182.714368,,,12367.847424,12,,
0.016000000000531145,0.0,4776.452096,0.0,0.004085662873265808,,,26471.202816,12.25,4624.736256,16.1,8413.0,20.0,169.0,,,,3964.0,0.012081432817266742,4130.136064,,,9.625,12.125,0.0,1681407036.0,,0.0,,13,,,,2.654208,74.0,0.0,0.002242326698121021,0.0800000000000125,5220.0,182.714368,,,12594.352128,13,,
0.016000000000531145,0.0,4776.452096,0.0,0.004085391803804905,,,26470.977536,12.25,4624.95744,16.1,8817.0,21.0,169.0,,,,4171.0,0.009088400905754667,4130.136064,,,9.875,12.125,0.0,1681407037.0,,0.0,,14,,,,2.654208,79.0,0.0,0.04146832264773468,0.08400000000000318,5362.0,182.714368,,,12594.352128,14,,
0.01700000000073487,0.0,4174.958592,0.0,0.004085573480750233,,,26986.266624,12.25,4097.110016,14.5,9429.0,22.0,180.0,,,,4355.0,0.0,3685.761024,,,9.875,12.125,0.0,1681407038.0,,0.0,,15,,,,2.654208,82.0,0.0,0.0,0.08799999999999386,5602.0,348.246016,,,13471.301632,15,,
0.018000000000029104,0.0,4853.866496,0.0,0.004085540450345411,,,26303.647744,12.25,4779.720704,16.6,10228.0,23.0,184.0,,,,4758.0,0.05758856527315527,4476.719104,,,9.875,12.125,0.0,1681407039.0,,0.0,,16,,,,2.654208,83.0,0.0,0.1381902138718977,0.09200000000001296,6233.0,460.509184,,,14452.199424,16,,
0.020000000000436557,0.0,4117.594112,0.0,0.032687456277685704,,,27125.153792,12.25,3958.214656,14.0,10999.0,26.0,195.0,,,,5184.0,0.06551855860128539,3652.640768,,,9.875,12.125,0.0,1681407040.0,,0.0,,17,,,,2.654208,85.0,0.0,0.1122593865837921,0.09600000000000364,6847.0,463.36,,,15493.787648,17,,
0.021000000000640284,0.0,4249.714688,0.0,0.004083777790973491,,,24694.644736,12.25,4146.888704,21.7,13402.0,27.0,592.0,,,,5935.0,0.009403855489494592,6081.69984,,,9.875,12.125,0.0,1681407041.0,,0.0,,18,,,,2.654208,90.0,0.0,0.043126926787093886,0.09999999999999432,8761.0,2705.543168,,,17868.091392,18,,
0.06700000000000728,0.0,8760.143872,0.0,0.17934074457506216,,,20083.900416,12.5,8757.444608,36.4,16843.0,60.0,600.0,,,,6679.0,0.025307360923776192,10588.721152,,,13.0,12.75,0.0,1681407042.0,,0.0,,19,,,,2.654208,93.0,0.0,0.040703534573870465,0.11199999999999477,9604.0,2706.591744,,,27579.342848,19,,
0.06700000000000728,0.0,8768.667648,0.0,0.004079154527385835,,,19341.791232,12.5,9499.369472,38.7,19002.0,61.0,600.0,,,,6973.0,0.01523309271283167,10588.844032,,,13.0,12.75,0.0,1681407043.0,,0.0,,20,,,,2.654208,96.0,0.0,0.049539419642525895,0.11600000000001387,9907.0,2706.59584,,,27654.844416,20,,
0.16000000000076398,0.0,8768.667648,0.0,0.38378570826123887,,,17751.625728,12.5,9912.19712,43.7,85236.0,118.0,653.0,,,,7391.0,0.00560591240226273,11766.530048,,,13.0,12.75,0.0,1681407044.0,,0.0,,21,,,,2.654208,99.0,0.0,0.00560591240226273,0.12399999999999523,10392.0,3883.995136,,,28832.342016,21,,
0.16300000000046566,0.0,8089.018368,0.0,0.06937484868776754,,,16313.83552,12.5,10285.129728,48.3,91049.0,122.0,1002.0,,,,8232.0,0.02233321759668387,12142.948352,,,13.0,12.75,0.0,1681407045.0,,0.0,,22,,,,2.654208,101.0,0.0,0.06028055845955675,0.14000000000001478,12680.0,4948.533248,,,29284.335616,22,,
0.16600000000016735,0.0,8089.018368,0.0,0.08572734013650524,,,16311.996416,12.5,10286.96064,48.3,91301.0,126.0,1002.0,,,,8391.0,0.006657582703861576,12143.0016,,,13.0,12.75,0.0,1681407046.0,,0.0,,23,,,,2.654208,101.0,0.0,0.006992455094600964,0.14799999999999613,13006.0,4948.533248,,,29284.335616,23,,
0.16700000000037107,0.0,8089.018368,0.0,0.00408604767878411,,,16312.029184,12.375,10286.927872,48.3,91454.0,127.0,1002.0,,,,8534.0,0.015226912037800243,12143.0016,,,12.0,12.625,0.0,1681407047.0,,0.0,,24,,,,2.654208,101.0,0.0,0.04995831730202147,0.15200000000001523,13196.0,4948.533248,,,29284.335616,24,,
0.1680000000005748,0.0,8089.018368,0.0,0.004086023383362853,,,16312.029184,12.375,10286.927872,48.3,91597.0,128.0,1002.0,,,,8647.0,0.006137015604867397,12143.0016,,,12.0,12.625,0.0,1681407048.0,,0.0,,25,,,,2.654208,101.0,0.0,0.006137015604867397,0.1560000000000059,13384.0,4948.533248,,,29284.335616,25,,
0.25600000000031287,0.0,8089.018368,0.0,0.343179276924778,,,16311.996416,12.375,10286.956544,48.3,91837.0,185.0,1002.0,,,,8849.0,0.016206220038967184,12143.0016,,,12.0,12.625,0.0,1681407049.0,,0.0,,26,,,,2.654208,101.0,0.0,0.0485867423906082,0.1640000000000157,13672.0,4948.533248,,,29284.335616,26,,
0.25600000000031287,0.0,8089.018368,0.0,0.004085989370258472,,,16311.906304,12.375,10287.054848,48.3,92030.0,186.0,1002.0,,,,8986.0,0.006136964489746152,12143.0016,,,12.0,12.625,0.0,1681407050.0,,0.0,,27,,,,2.654208,101.0,0.0,0.006136964518778852,0.17199999999999704,13931.0,4948.533248,,,29284.335616,27,,
0.25900000000001455,0.0,8089.018368,0.0,0.06537228500133759,,,16311.648256,12.375,10287.3088,48.3,92257.0,189.0,1002.0,,,,9162.0,0.015170009003913272,12143.0016,,,12.0,12.625,0.0,1681407051.0,,0.0,,28,,,,2.654208,101.0,0.0,0.04859031289927321,0.18000000000000682,14232.0,4948.533248,,,29284.335616,28,,
0.2600000000002183,0.0,8089.018368,0.0,0.004085182939689915,,,16311.611392,12.375,10287.34976,48.3,92467.0,190.0,1002.0,,,,9326.0,0.007188964503553904,12143.0016,,,11.0,12.375,0.0,1681407052.0,,0.0,,29,,,,2.654208,101.0,0.0,0.008050682781227038,0.1839999999999975,14502.0,4948.533248,,,29284.335616,29,,
0.261000000000422,0.0,8089.018368,0.0,0.004085837772250762,,,16311.56224,12.375,10287.394816,48.3,92685.0,191.0,1002.0,,,,9504.0,0.017548354057168362,12143.0016,,,11.0,12.375,0.0,1681407053.0,,0.0,,30,,,,2.654208,101.0,0.0,0.04936521970241748,0.19200000000000728,14765.0,4948.533248,,,29284.335616,30,,
0.2640000000001237,0.0,8089.018368,0.0,0.04903132435327976,,,16311.402496,12.375,10287.55456,48.3,93212.0,195.0,1002.0,,,,9798.0,0.07144815216948235,12143.0016,,,11.0,12.375,0.0,1681407054.0,,0.0,,31,,,,2.654208,101.0,0.0,0.07764091056059343,0.20400000000000773,15486.0,4948.533248,,,29284.335616,31,,
0.26600000000053114,0.0,8089.018368,0.0,0.008171652226850205,,,16311.472128,12.375,10287.480832,48.3,93635.0,197.0,1002.0,,,,10139.0,0.13043521063332192,12143.017984,,,11.0,12.375,0.0,1681407055.0,,0.0,,32,,,,2.654208,101.0,0.0,0.12135382368610995,0.2120000000000175,15986.0,4948.533248,,,29284.335616,32,,
0.2680000000000291,0.0,8089.018368,0.0,0.036768360103041964,,,16311.414784,12.375,10287.542272,48.3,94081.0,200.0,1002.0,,,,10403.0,0.05511264392061669,12143.017984,,,11.0,12.375,0.0,1681407056.0,,0.0,,33,,,,2.654208,101.0,0.0,0.05437855341049528,0.22400000000001796,16568.0,4948.533248,,,29284.335616,33,,
0.26900000000023283,0.0,8089.018368,0.0,0.004085853323503436,,,16311.414784,12.25,10287.538176,48.3,94230.0,201.0,1002.0,,,,10547.0,0.0,12143.017984,,,10.125,12.125,0.0,1681407057.0,,0.0,,34,,,,2.654208,101.0,0.0,0.00035112802268195026,0.22800000000000864,16754.0,4948.533248,,,29284.335616,34,,
0.26900000000023283,0.0,8089.018368,0.0,0.004085335456963319,,,16311.447552,12.25,10287.505408,48.3,94556.0,202.0,1002.0,,,,10753.0,0.029578786203575697,12143.017984,,,10.125,12.125,0.0,1681407058.0,,0.0,,35,,,,2.654208,101.0,0.0,0.07640853971086319,0.23199999999999932,17171.0,4948.533248,,,29284.335616,35,,
0.2750000000005457,0.0,8089.018368,0.0,0.06128078961035255,,,16311.447552,12.25,10287.505408,48.3,94843.0,208.0,1002.0,,,,10979.0,0.03619396636794606,12143.017984,,,10.125,12.125,0.0,1681407059.0,,0.0,,36,,,,2.654208,101.0,0.0,0.02573314407869936,0.2400000000000091,17499.0,4948.533248,,,29284.335616,36,,
0.2760000000007494,0.0,8089.018368,0.0,0.004085793077120614,,,16311.48032,12.25,10287.468544,48.3,95017.0,209.0,1002.0,,,,11117.0,0.008738170736876192,12143.017984,,,10.125,12.125,0.0,1681407060.0,,0.0,,37,,,,2.654208,101.0,0.0,0.04251778419710582,0.24399999999999977,17740.0,4948.533248,,,29284.335616,37,,
0.27700000000004366,0.0,8089.018368,0.0,0.00408553267770927,,,16311.529472,12.25,10287.43168,48.3,95337.0,210.0,1002.0,,,,11321.0,0.01974142157523023,12143.017984,,,10.125,12.125,0.0,1681407061.0,,0.0,,38,,,,2.654208,101.0,0.0,0.017834307681853515,0.25200000000000955,18106.0,4948.533248,,,29284.335616,38,,
