disk/time/disk_write_time_sys_s,disk/counter/disk_read_sys_count,process/memory/lib_memory_proc_MB,bandwidth/disk_read_sys_bandwidth_MBs,bandwidth/disk_write_sys_bandwidth_MBs,02_timing/backward_time_s,02_timing/dataload_time_s,memory/available_memory_sys_MB,cpu/load/avg_sys_load_fifteen_min_percent,memory/used_memory_sys_MB,memory/used_memory_sys_percent,cpu/interrupts/interrupts_count,disk/counter/disk_write_sys_count,process/voluntary_proc_ctx_switches,01_general/lr,02_timing/step_time_s,02_timing/opt_step_time_s,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,process/memory/resident_set_size_proc_MB,03_hivemind/num_peers,cpu/logical_core_count,cpu/load/avg_sys_load_one_min_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/data_resident_set_proc_MB,_timestamp,01_general/minibatch_loss,disk/time/disk_read_time_sys_s,02_timing/dataload_cuda_move_time_s,_runtime,01_general/step,03_hivemind/global_epoch,01_general/dataset_iteration_count,process/memory/text_resident_set_proc_MB,process/involuntary_proc_ctx_switches,process/memory/dirty_pages_proc_count,bandwidth/net_sent_sys_bandwidth_Mbits,disk/time/disk_busy_time_sys_s,cpu/interrupts/ctx_switches_count,process/memory/shared_memory_proc_MB,memory/total_memory_sys_MB,01_general/locally_processed_samples,process/memory/virtual_memory_size_proc_MB,_step,02_timing/forward_time_s,02_timing/loss_calc_time_s
0.2780000000002474,0.0,8089.018368,0.0,0.036771455565011615,,,16311.463936,12.25,10287.497216,48.3,95514.0,213.0,1002.0,,,,11447.0,0.015257600484822177,12143.017984,,,9.375,11.875,0.0,1681407062.0,,0.0,,39,,,,2.654208,101.0,0.0,0.04775980068603837,0.2560000000000002,18342.0,4948.533248,,,29284.335616,39,,
0.2790000000004511,0.0,8089.018368,0.0,0.00408614680709705,,,16311.463936,12.25,10287.497216,48.3,95682.0,214.0,1002.0,,,,11606.0,0.009872194533812037,12143.017984,,,9.375,11.875,0.0,1681407063.0,,0.0,,40,,,,2.654208,101.0,0.0,0.011627960724420568,0.2600000000000193,18559.0,4948.533248,,,29284.335616,40,,
0.28000000000065484,0.0,8089.018368,0.0,0.004085712427486106,,,16311.529472,12.25,10287.427584,48.3,95952.0,215.0,1002.0,,,,11803.0,0.027466840162145144,12143.017984,,,9.375,11.875,0.0,1681407064.0,,0.0,,41,,,,2.654208,101.0,0.0,0.06210761684075693,0.2680000000000007,18916.0,4948.533248,,,29284.335616,41,,
0.28099999999994907,0.0,8089.018368,0.0,0.004085376259693359,,,16311.496704,12.25,10287.460352,48.3,96162.0,216.0,1002.0,,,,11971.0,0.005082782580415926,12143.017984,,,9.375,11.875,0.0,1681407065.0,,0.0,,42,,,,2.654208,101.0,0.0,0.006096147389410498,0.2720000000000198,19204.0,4948.533248,,,29284.335616,42,,
0.2820000000001528,0.0,8089.018368,0.0,0.004085613320247547,,,16311.463936,12.25,10287.49312,48.3,96332.0,217.0,1002.0,,,,12098.0,0.016757398393608455,12143.017984,,,9.375,11.875,0.0,1681407066.0,,0.0,,43,,,,2.654208,101.0,0.0,0.051580868146806354,0.27600000000001046,19431.0,4948.533248,,,29284.335616,43,,
0.2830000000003565,0.0,8089.018368,0.0,0.03268398937856242,,,16311.242752,12.125,10287.706112,48.3,96609.0,220.0,1002.0,,,,12331.0,0.019461975119065295,12143.017984,,,8.625,11.75,0.0,1681407067.0,,0.0,,44,,,,2.654208,101.0,0.0,0.019597626459059388,0.28000000000000114,19777.0,4948.533248,,,29284.339712,44,,
0.28700000000026193,0.0,8089.018368,0.0,0.061288339156660356,,,16311.259136,12.125,10287.702016,48.3,96796.0,225.0,1002.0,,,,12465.0,0.01617597179577249,12143.017984,,,8.625,11.75,0.0,1681407068.0,,0.0,,45,,,,2.654208,101.0,0.0,0.048719441482995715,0.2880000000000109,20023.0,4948.533248,,,29284.339712,45,,
0.28800000000046566,0.0,8089.018368,0.0,0.00408607586183473,,,16311.291904,12.125,10287.669248,48.3,96974.0,226.0,1002.0,,,,12644.0,0.008722814281354152,12143.017984,,,8.625,11.75,0.0,1681407069.0,,0.0,,46,,,,2.654208,101.0,0.0,0.009736352624472706,0.2960000000000207,20238.0,4948.533248,,,29284.339712,46,,
0.2890000000006694,0.0,8089.018368,0.0,0.004086142919621619,,,16311.324672,12.125,10287.63648,48.3,97405.0,227.0,1002.0,,,,12957.0,0.0909246607021912,12143.038464,,,8.625,11.75,0.0,1681407070.0,,0.0,,47,,,,2.654208,101.0,0.0,0.09056552704175211,0.30000000000001137,20778.0,4948.537344,,,29284.339712,47,,
0.2899999999999636,0.0,8089.018368,0.0,0.004086202204425683,,,16311.324672,12.125,10287.632384,48.3,97572.0,228.0,1002.0,,,,13102.0,0.007956921081885645,12143.038464,,,8.625,11.75,0.0,1681407071.0,,0.0,,48,,,,2.654208,101.0,0.0,0.0093695339668126,0.30400000000000205,20985.0,4948.537344,,,29284.339712,48,,
0.2899999999999636,0.0,8089.018368,0.0,0.004085940781091646,,,16311.488512,12.125,10287.464448,48.3,98015.0,229.0,1002.0,,,,13366.0,0.06815221538285994,12143.038464,,,7.875,11.5,0.0,1681407072.0,,0.0,,49,,,,2.654208,101.0,0.0,0.10359296342058859,0.3120000000000118,21554.0,4948.537344,,,29284.339712,49,,
0.2920000000003711,0.0,8089.018368,0.0,0.032684354686139186,,,16311.455744,12.125,10287.49312,48.3,98637.0,232.0,1002.0,,,,13644.0,0.025191530206593853,12143.038464,,,7.875,11.5,0.0,1681407073.0,,0.0,,50,,,,2.654208,101.0,0.0,0.025175571043628202,0.3199999999999932,22010.0,4948.537344,,,29284.339712,50,,
0.2930000000005748,0.0,8089.018368,0.0,0.00408589608007879,,,16311.488512,12.125,10287.460352,48.3,98831.0,233.0,1002.0,,,,13783.0,0.0199746052457152,12143.038464,,,7.875,11.5,0.0,1681407074.0,,0.0,,51,,,,2.654208,101.0,0.0,0.05381093217032173,0.3240000000000123,22271.0,4948.537344,,,29284.339712,51,,
0.3070000000006985,0.0,8089.018368,0.0,0.06946031594934464,,,16311.558144,12.125,10287.394816,48.3,99319.0,248.0,1002.0,,,,14092.0,0.06206260076637462,12143.038464,,,7.875,11.5,0.0,1681407075.0,,0.0,,52,,,,2.654208,101.0,0.0,0.0630282140815926,0.33199999999999363,22911.0,4948.537344,,,29284.339712,52,,
0.3079999999999927,0.0,8089.018368,0.0,0.004085970906238946,,,16311.72608,12.125,10287.22688,48.3,99778.0,249.0,1002.0,,,,14375.0,0.06345225521348394,12143.038464,,,7.875,11.5,0.0,1681407076.0,,0.0,,53,,,,2.654208,101.0,0.0,0.0953499616766367,0.33600000000001273,23503.0,4948.537344,,,29284.339712,53,,
0.30900000000019645,0.0,8089.018368,0.0,0.004085395689851274,,,16311.824384,12.0,10287.12448,48.3,99936.0,250.0,1002.0,,,,14526.0,0.007971309166094136,12143.038464,,,7.249999999999999,11.375,0.0,1681407077.0,,0.0,,54,,,,2.654208,101.0,0.0,0.008513900790592433,0.3400000000000034,23694.0,4948.537344,,,29284.339712,54,,
0.3100000000004002,0.0,8089.018368,0.0,0.004085636639165232,,,16311.701504,12.0,10287.24736,48.3,100442.0,251.0,1002.0,,,,14824.0,0.11566660759571756,12143.038464,,,7.249999999999999,11.375,0.0,1681407078.0,,0.0,,55,,,,2.654208,101.0,0.0,0.15297198117210656,0.3439999999999941,24351.0,4948.537344,,,29284.339712,55,,
0.3110000000006039,0.0,8089.018368,0.0,0.03269087725770168,,,16311.508992,12.0,10287.439872,48.3,100906.0,254.0,1002.0,,,,15127.0,0.08913371999859546,12143.108096,,,7.249999999999999,11.375,0.0,1681407079.0,,0.0,,56,,,,2.654208,101.0,0.0,0.1005707383458794,0.35200000000000387,24938.0,4948.60288,,,29284.339712,56,,
0.31199999999989814,0.0,8089.018368,0.0,0.004086028242423991,,,16311.41888,12.0,10287.529984,48.3,101366.0,255.0,1002.0,,,,15422.0,0.0922548564192014,12143.116288,,,7.249999999999999,11.375,0.0,1681407080.0,,0.0,,57,,,,2.654208,101.0,0.0,0.14630694483949938,0.36000000000001364,25543.0,4948.60288,,,29284.339712,57,,
0.31300000000010186,0.0,8089.018368,0.0,0.004085783356499579,,,16311.627776,12.0,10287.32928,48.3,101732.0,256.0,1002.0,,,,15687.0,0.07280993627585912,12143.116288,,,7.249999999999999,11.375,0.0,1681407081.0,,0.0,,58,,,,2.654208,101.0,0.0,0.07732664211856191,0.3640000000000043,25999.0,4948.60288,,,29284.339712,58,,
0.3140000000003056,0.0,8089.018368,0.0,0.00408562692291718,,,16311.693312,12.0,10287.263744,48.3,102181.0,257.0,1002.0,,,,15981.0,0.10453459505540995,12143.116288,,,6.625,11.125,0.0,1681407082.0,,0.0,,59,,,,2.654208,101.0,0.0,0.1640395168788246,0.367999999999995,26536.0,4948.60288,,,29284.339712,59,,
0.3150000000005093,0.0,8089.018368,0.0,0.0040855375356033926,,,16311.795712,12.0,10287.157248,48.3,102939.0,258.0,1002.0,,,,16447.0,0.18728838180954738,12143.116288,,,6.625,11.125,0.0,1681407083.0,,0.0,,60,,,,2.654208,101.0,0.0,0.2999678262096296,0.3720000000000141,27455.0,4948.60288,,,29284.339712,60,,
0.3170000000000073,0.0,8089.018368,0.0,0.03268656227592676,,,16311.832576,12.0,10287.116288,48.3,103674.0,261.0,1002.0,,,,16899.0,0.19604755259333395,12143.116288,,,6.625,11.125,0.0,1681407084.0,,0.0,,61,,,,2.654208,101.0,0.0,0.28749172178992777,0.37999999999999545,28351.0,4948.60288,,,29284.339712,61,,
0.31900000000041473,0.0,8089.018368,0.0,0.028604211432436077,,,16312.512512,12.0,10286.432256,48.3,104558.0,264.0,1002.0,,,,17457.0,0.24188276671246886,12143.116288,,,6.625,11.125,0.0,1681407085.0,,0.0,,62,,,,2.654208,101.0,0.0,0.31900399860111034,0.38800000000000523,29428.0,4948.60288,,,29284.339712,62,,
0.32000000000061846,0.0,8089.018368,0.0,0.004086049622430292,,,16313.585664,12.0,10285.34272,48.3,105474.0,265.0,1002.0,,,,18039.0,0.22229865667578083,12143.116288,,,6.625,11.125,0.0,1681407086.0,,0.0,,63,,,,2.654208,101.0,0.0,0.29366087487939685,0.3919999999999959,30484.0,4948.60288,,,29284.339712,63,,
0.3209999999999127,0.0,8089.018368,0.0,0.004086073914534423,,,16313.880576,11.875,10285.047808,48.3,106164.0,266.0,1002.0,,,,18479.0,0.17730528170599844,12143.116288,,,6.125,11.0,0.0,1681407087.0,,0.0,,64,,,,2.654208,101.0,0.0,0.2814043992129744,0.4000000000000057,31323.0,4948.60288,,,29284.339712,64,,
0.3220000000001164,0.0,8089.018368,0.0,0.0040857172858077,,,16313.97888,11.875,10284.949504,48.3,106815.0,267.0,1002.0,,,,18879.0,0.16480921697322415,12143.116288,,,6.125,11.0,0.0,1681407088.0,,0.0,,65,,,,2.654208,101.0,0.0,0.25504611358567825,0.40399999999999636,32100.0,4948.60288,,,29284.339712,65,,
0.3250000000007276,0.0,8089.280512,0.0,0.1184904790561702,,,16314.847232,11.875,10284.11392,48.3,108312.0,273.0,1002.0,,,,19711.0,0.34350108972193116,12143.210496,,,6.125,11.0,0.0,1681407089.0,,0.0,,66,,,,2.654208,101.0,0.0,0.46611734854559833,0.41200000000000614,34017.0,4948.60288,,,29284.601856,66,,
0.32600000000002183,0.0,8106.328064,0.0,0.00408149200014382,,,16265.801728,11.875,10333.10208,48.5,110871.0,274.0,1008.0,,,,21028.0,0.4178746301124351,12143.476736,,,6.125,11.0,0.0,1681407090.0,,0.0,,67,,,,2.654208,107.0,0.0,0.6200280590466452,0.4200000000000159,36734.0,4948.742144,,,29435.662336,67,,
0.4140000000006694,0.0,8106.336256,0.0,0.3347723755998394,,,16074.440704,11.875,10522.841088,49.1,117708.0,321.0,1017.0,,,,24640.0,111.68477383152936,12194.766848,,,6.125,11.0,0.0,1681407091.0,,0.0,0.007430907000070874,68,,,,2.654208,110.0,0.0,1.0129368137824153,0.42799999999999727,44601.0,4999.909376,,,29436.473344,68,,
0.4149999999999636,0.0,8114.876416,0.0,0.004084574926700905,,,15646.216192,11.875,10950.660096,50.4,120502.0,322.0,1022.0,,,,25835.0,19.852358436755527,12265.107456,,,6.625,11.0,0.0,1681407092.0,,0.0,,69,,,,2.654208,110.0,0.0,0.7924713571469446,0.43200000000001637,47331.0,5070.000128,,,35082.010624,69,1.1581177279999793,4.849999641010072e-06
,,,,,0.15529668499993932,1.03908628399995,,,,,,,,0.0001,2.3867366479998964,0.02680019400031597,,,,2.0,,,,,1681407092.0,12.651077270507812,,,69,0.0,0.0,0.0,,,,,,,,,32.0,,70,,
,,,,,0.11501493200012192,0.0004936780001116858,,,,,,,,0.0001,0.17233200600048804,0.016789305000202148,,,,2.0,,,,,1681407092.0,12.765460968017578,,0.007717893000062759,69,1.0,0.0,0.0,,,,,,,,,64.0,,71,0.03155168900002536,0.0007645089999641641
