process/memory/resident_set_size_proc_MB,02_timing/step_time_s,02_timing/opt_step_time_s,disk/time/disk_write_time_sys_s,disk/counter/disk_write_sys_count,process/memory/lib_memory_proc_MB,cpu/load/avg_sys_load_five_min_percent,process/involuntary_proc_ctx_switches,03_hivemind/num_peers,03_hivemind/global_epoch,01_general/minibatch_loss,cpu/interrupts/ctx_switches_count,01_general/locally_processed_samples,cpu/load/avg_sys_load_one_min_percent,_runtime,disk/time/disk_busy_time_sys_s,disk/counter/disk_read_sys_count,bandwidth/disk_read_sys_bandwidth_MBs,process/memory/dirty_pages_proc_count,process/memory/virtual_memory_size_proc_MB,02_timing/backward_time_s,memory/total_memory_sys_MB,memory/available_memory_sys_MB,memory/used_memory_sys_percent,cpu/interrupts/interrupts_count,process/memory/shared_memory_proc_MB,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/data_resident_set_proc_MB,_step,01_general/lr,01_general/step,cpu/logical_core_count,disk/time/disk_read_time_sys_s,02_timing/dataload_cuda_move_time_s,02_timing/loss_calc_time_s,cpu/load/avg_sys_load_fifteen_min_percent,02_timing/dataload_time_s,memory/used_memory_sys_MB,01_general/dataset_iteration_count,process/voluntary_proc_ctx_switches,_timestamp,02_timing/forward_time_s,cpu/interrupts/soft_interrupts_count,bandwidth/disk_write_sys_bandwidth_MBs,bandwidth/net_recv_sys_bandwidth_Mbits,process/memory/text_resident_set_proc_MB
,0.20353061900004832,0.0391601610001544,,,,,,6.0,0.0,7.4068603515625,,1408.0,,26,,,,,,0.14083205800011456,,,,,,,,70,0.0001,43.0,,,0.003108709999878556,0.00038071399990258215,,0.002876749000051859,,0.0,,1681394192.0,0.01717222699994636,,,,
6728.429568,,,0.37400000000002365,378.0,6915.518464,0.9000000000000001,153.0,,,,103409.0,,1.3666666666666665,26,0.4200000000000017,61.0,0.0,0.0,32283.774976,0.14216482500000893,,199455.555584,5.5,1096981.0,2449.887232,1.9058872353155958,0.0,71,,,,0.0129999999999999,0.0030245830000694696,0.00042484499999773107,0.6,,8181.030912,,1667.0,1681394192.0,0.016913380000005418,105824.0,0.05313334215357946,86.41752532689374,2.719744
,0.20472461999997904,0.039326552999909836,,,,,,6.0,0.0,7.2760009765625,,1440.0,,27,,,,,,,,,,,,,,72,0.0001,44.0,,,,,,0.002870433999987654,,0.0,,1681394193.0,,,,,
,0.20528794500000913,0.03948035100006564,,,,,,6.0,0.0,7.0556640625,,1472.0,,27,,,,,,0.1430549310000515,,,,,,,,73,0.0001,45.0,,,0.0030001150000771304,0.00038713399999323883,,0.0026255949999267614,,0.0,,1681394193.0,0.01673981899989485,,,,
,0.20426562599959652,0.03942186399990533,,,,,,6.0,0.0,7.2882080078125,,1504.0,,27,,,,,,0.1419476239998403,,,,,,,,74,0.0001,46.0,,,0.0026861489998282195,0.00042113700010304456,,0.0027888209999673563,,0.0,,1681394193.0,0.017000030999952287,,,,
6728.425472,,,0.3760000000000332,382.0,6915.52256,1.0333333333333332,156.0,,,,108386.0,,2.0666666666666664,27,0.43599999999999284,61.0,0.0,0.0,32283.774976,0.14103929700013396,,199452.143616,5.5,1102067.0,2449.883136,2.219005072954181,0.0,75,,,,0.0129999999999999,0.0030143750000206637,0.00042331299982834025,0.6333333333333333,,8184.46336,,1703.0,1681394193.0,0.016998347000026115,111788.0,0.016348790666817315,87.38278537283594,2.719744
,0.20357121100005315,0.039267652000035014,,,,,,6.0,0.0,7.2786865234375,,1536.0,,28,,,,,,,,,,,,,,76,0.0001,47.0,,,,,,0.002828227000009065,,0.0,,1681394194.0,,,,,
,0.20430178500009788,0.03922066800009816,,,,,,8.0,0.0,7.6488037109375,,1568.0,,28,,,,,,0.14170357799980593,,,,,,,,77,0.0001,48.0,,,0.003083935000177007,0.000390791999961948,,0.002915539000014178,,0.0,,1681394194.0,0.01698727300004066,,,,
,0.20406696000031843,0.03954218000012588,,,,,,8.0,0.0,7.4776611328125,,1600.0,,28,,,,,,0.14150745899996764,,,,,,,,78,0.0001,49.0,,,0.003148574000078952,0.0003932290001102956,,0.00261533299999428,,0.0,,1681394194.0,0.016860185000041383,,,,
6728.708096,,,0.3790000000000191,388.0,6915.862528,1.0333333333333332,164.0,,,,115535.0,,2.0666666666666664,28,0.45999999999999375,61.0,0.0,0.0,32284.03712,0.14137892600001578,,199438.864384,5.5,1107163.0,2449.887232,2.201864833415318,0.0,79,,,,0.0129999999999999,0.003066185999841764,0.0003856020000512217,0.6333333333333333,,8198.135808,,1747.0,1681394194.0,0.01710215100001733,117274.0,0.0735585854980459,91.30266269430088,2.719744
,0.20366672999989532,0.03913536400000339,,,,,,8.0,0.0,7.15478515625,,1632.0,,29,,,,,,,,,,,,,,80,0.0001,50.0,,,,,,0.002598500999965836,,0.0,,1681394195.0,,,,,
,0.2033576799999537,0.03925634999995964,,,,,,8.0,0.0,7.2713623046875,,1664.0,,29,,,,,,0.14085683199982668,,,,,,,,81,0.0001,51.0,,,0.0030325200000334007,0.00039646300001550117,,0.002531352000005427,,0.0,,1681394195.0,0.01728416300011304,,,,
,0.20314682500020353,0.03943012600007023,,,,,,8.0,0.0,7.1058349609375,,1696.0,,29,,,,,,0.14045596200003274,,,,,,,,82,0.0001,52.0,,,0.0031114840001009725,0.00039621199994144263,,0.0026762140000755608,,0.0,,1681394195.0,0.017076826999982586,,,,
6728.708096,,,0.3800000000000523,392.0,6915.866624,1.0333333333333332,172.0,,,,122050.0,,2.0666666666666664,29,0.480000000000004,61.0,0.0,0.0,32284.03712,,,199440.646144,5.5,1112377.0,2449.883136,2.118975625744705,0.0,83,,,,0.0129999999999999,0.0031241520000548917,0.0003864450000037323,0.6333333333333333,,8195.915776,,1792.0,1681394195.0,0.017147621999811236,122271.0,0.016348137267733823,86.42275931361574,2.719744
,0.20171433599966804,0.03928616799998963,,,,,,8.0,0.0,7.5184326171875,,1728.0,,30,,,,,,0.13907043699987298,,,,,,,,84,0.0001,53.0,,,,,,0.0026995119999355666,,0.0,,1681394196.0,,,,,
,0.20180527000002257,0.03916128200012281,,,,,,8.0,0.0,7.1527099609375,,1760.0,,30,,,,,,0.13956049400007942,,,,,,,,85,0.0001,54.0,,,0.003085083000087252,0.0003817939998498332,,0.0024265600000035192,,0.0,,1681394196.0,0.017190056999879744,,,,
,0.20356526199975633,0.03844878399991103,,,,,,8.0,0.0,7.295654296875,,1792.0,,30,,,,,,0.14181588899987219,,,,,,,,86,0.0001,55.0,,,0.0031028450000576413,0.00041771799988055136,,0.002705223000020851,,0.0,,1681394196.0,0.01707480300001407,,,,
6728.72448,,,0.38100000000002865,395.0,6915.87072,1.0333333333333332,185.0,,,,128448.0,,2.0666666666666664,30,0.49200000000000443,61.0,0.0,0.0,32284.03712,,,199435.923456,5.5,1117010.0,2449.883136,1.898806578147592,0.0,87,,,,0.0129999999999999,0.003059104000158186,0.00039491899997301516,0.6333333333333333,,8208.982016,,1826.0,1681394196.0,0.017482651999898735,128295.0,0.0122599946344739,103.62471526430694,2.719744
,0.20509802099991248,0.03915157699998417,,,,,,8.0,0.0,7.0618896484375,,1824.0,,31,,,,,,0.1408164739998483,,,,,,,,88,0.0001,56.0,,,,,,0.004193295000050057,,0.0,,1681394197.0,,,,,
,0.20243001599942545,0.0388383839999733,,,,,,8.0,0.0,6.9259033203125,,1856.0,,31,,,,,,0.14016340500006663,,,,,,,,89,0.0001,57.0,,,0.0030625989998043224,0.0003946819999782747,,0.0028014799997890805,,0.0,,1681394197.0,0.017169465999813838,,,,
,0.20248080500050492,0.039159594000011566,,,,,,8.0,0.0,7.2799072265625,,1888.0,,31,,,,,,0.14012245100002474,,,,,,,,90,0.0001,58.0,,,0.003077971000038815,0.0003870770001412893,,0.0025908070001605665,,0.0,,1681394197.0,0.01714290500012794,,,,
6728.72448,,,0.3860000000000241,412.0,6915.878912,1.0333333333333332,190.0,,,,134441.0,,2.0666666666666664,31,0.519999999999996,61.0,0.0,0.0,32284.03712,,,199429.615616,5.5,1121627.0,2449.87904,2.100086313272891,0.0,91,,,,0.0129999999999999,0.0031340080001882598,0.00040902999990066746,0.6333333333333333,,8207.372288,,1858.0,1681394197.0,0.017345490000025166,133591.0,0.1593808022629767,102.70033398809598,2.719744
,0.202031240000224,0.03922509800008811,,,,,,8.0,0.0,7.3232421875,,1920.0,,32,,,,,,0.1391976219999833,,,,,,,,92,0.0001,59.0,,,,,,0.0027199920000384736,,0.0,,1681394198.0,,,,,
,0.20120152399999824,0.03907992700010254,,,,,,8.0,0.0,6.9522705078125,,1952.0,,32,,,,,,0.13874938200001452,,,,,,,,93,0.0001,60.0,,,0.0030716490000486374,0.0003815640000084386,,0.0027946349998728692,,0.0,,1681394198.0,0.017124366999951235,,,,
,0.20194257799994375,0.03896119900014128,,,,,,8.0,0.0,7.38671875,,1984.0,,32,,,,,,0.13952251899991097,,,,,,,,94,0.0001,61.0,,,0.003103813000052469,0.00038402900008804863,,0.0028712619998714217,,0.0,,1681394198.0,0.017099755999879562,,,,
6728.78592,,,0.38700000000000045,416.0,6915.883008,1.1,201.0,,,,140220.0,,2.166666666666667,32,0.5360000000000014,61.0,0.0,0.0,32284.03712,,,199420.928,5.5,1126306.0,2449.883136,1.853576627392691,0.0,95,,,,0.0129999999999999,0.0030716299997948227,0.00040087600018523517,0.6666666666666667,,8216.064,,1892.0,1681394198.0,0.017076591999966695,138947.0,0.016347246696771362,98.17854643065571,2.719744
,0.2039423240000815,0.03948004100016078,,,,,,8.0,0.0,7.4873046875,,2016.0,,33,,,,,,0.14127807399995618,,,,,,,,96,0.0001,62.0,,,,,,0.002635111000017787,,0.0,,1681394199.0,,,,,
,0.20381872400025713,0.038872593999940364,,,,,,8.0,0.0,7.3779296875,,2048.0,,33,,,,,,0.14166977500008215,,,,,,,,97,0.0001,63.0,,,0.0030284150000170484,0.0004182940001555835,,0.002741806999893015,,0.0,,1681394199.0,0.01708783900016897,,,,
,0.20191878700006782,0.0390514670000357,,,,,,8.0,0.0,7.120361328125,,2080.0,,33,,,,,,0.13954619800006185,,,,,,,,98,0.0001,64.0,,,0.0031002839998564014,0.00039336200006800937,,0.0026233819999106345,,0.0,,1681394199.0,0.01720409400013523,,,,
6728.781824,,,0.38800000000003365,420.0,6915.883008,1.1,206.0,,,,145228.0,,2.166666666666667,33,0.5519999999999925,61.0,0.0,0.0,32284.03712,,,199435.849728,5.5,1130851.0,2449.87904,2.0855265956720745,0.0,99,,,,0.0129999999999999,0.0030678330001592258,0.0004164189999755763,0.6666666666666667,,8219.447296,,1930.0,1681394199.0,0.017095593000021836,144292.0,0.01634730502814424,99.09696396263152,2.719744
,0.20660741000006055,0.0442892959999881,,,,,,8.0,0.0,6.9432373046875,,2112.0,,34,,,,,,0.13904731999991782,,,,,,,,100,0.0001,65.0,,,,,,0.0026909489999979996,,0.0,,1681394200.0,,,,,
,0.20216678099995988,0.03947957600007612,,,,,,8.0,0.0,7.20166015625,,2144.0,,34,,,,,,0.1393301819998669,,,,,,,,101,0.0001,66.0,,,0.0030926399999771093,0.00039907900008984143,,0.0026296539999748347,,0.0,,1681394200.0,0.017235649999975067,,,,
,0.2030259279999882,0.03925310600016019,,,,,,8.0,0.0,7.35791015625,,2176.0,,34,,,,,,0.14034820699998818,,,,,,,,102,0.0001,67.0,,,0.003078998999853866,0.00039087200002541067,,0.0027469839999412216,,0.0,,1681394200.0,0.017207760000019334,,,,
6729.0112,,,0.3900000000000432,424.0,6915.883008,1.1,214.0,,,,153324.0,,2.166666666666667,34,0.5679999999999978,61.0,0.0,0.0,32284.045312,,,199439.044608,5.5,1137218.0,2450.096128,2.520716714826455,0.0,103,,,,0.0129999999999999,0.003081544999986363,0.00040301499984707334,0.6666666666666667,,8216.80128,,1990.0,1681394200.0,0.01748581899983037,150760.0,0.016348075034022167,97.37147379261312,2.719744
,0.20287635299951035,0.03946897799983162,,,,,,8.0,0.0,7.0814208984375,,2208.0,,35,,,,,,0.139619496000023,,,,,,,,104,0.0001,68.0,,,,,,0.0028174999999919237,,0.0,,1681394201.0,,,,,
,0.20303653500013752,0.03950106799993591,,,,,,8.0,0.0,7.12548828125,,2240.0,,35,,,,,,0.14026351499978773,,,,,,,,105,0.0001,69.0,,,0.003051191000167819,0.0003765850001400395,,0.0028215960001034546,,0.0,,1681394201.0,0.017022580000002563,,,,
,0.20248712799957502,0.03910469400011607,,,,,,8.0,0.0,7.156494140625,,2272.0,,35,,,,,,0.13977002799992988,,,,,,,,106,0.0001,70.0,,,0.003081593999922916,0.00041965599984905566,,0.002577284999915719,,0.0,,1681394201.0,0.017533870999841383,,,,
6729.007104,,,0.39100000000001955,428.0,6915.883008,1.1,214.0,,,,159986.0,,2.166666666666667,35,0.5840000000000032,61.0,0.0,0.0,32284.049408,,,199384.055808,5.5,1144560.0,2450.092032,2.5983735974112303,0.0,107,,,,0.0129999999999999,0.003096563000099195,0.00041091999992204364,0.6666666666666667,,8271.740928,,2029.0,1681394201.0,0.01721428900009414,158710.0,0.016347343915957425,164.57739570539147,2.719744
,0.20267180299993015,0.03928921800002172,,,,,,8.0,0.0,7.1090087890625,,2304.0,,36,,,,,,0.1398818359998586,,,,,,,,108,0.0001,71.0,,,,,,0.002778976999934457,,0.0,,1681394202.0,,,,,
,0.20269805099974292,0.039316118999977334,,,,,,8.0,0.0,7.4315185546875,,2336.0,,36,,,,,,0.1398320349999267,,,,,,,,109,0.0001,72.0,,,0.0031086029998732556,0.0004019149998839566,,0.0028677190000507835,,0.0,,1681394202.0,0.017171660000030897,,,,
,0.20338269899980332,0.03930978099992899,,,,,,8.0,0.0,6.9896240234375,,2368.0,,36,,,,,,0.14098520399988956,,,,,,,,110,0.0001,73.0,,,0.0030944170000566373,0.0003971199998886732,,0.002494556000101511,,0.0,,1681394202.0,0.01710162099993795,,,,
6729.007104,,,0.396000000000015,440.0,6915.883008,1.1,215.0,,,,164459.0,,2.166666666666667,36,0.6119999999999948,61.0,0.0,0.0,32284.049408,,,199378.65728,5.5,1149380.0,2450.092032,1.963404348496675,0.0,111,,,,0.0129999999999999,0.003070548000096096,0.0003896990001521772,0.6666666666666667,,8277.131264,,2069.0,1681394202.0,0.017079857999988235,163806.0,0.11852492566367653,88.55817962403664,2.719744
,0.20323283200013975,0.039180643000008786,,,,,,8.0,0.0,7.1597900390625,,2400.0,,37,,,,,,0.1405488109999169,,,,,,,,112,0.0001,74.0,,,,,,0.002963272999977562,,0.0,,1681394203.0,,,,,
,0.2031240080000316,0.03957862400011436,,,,,,8.0,0.0,7.17236328125,,2432.0,,37,,,,,,0.14011811000000307,,,,,,,,113,0.0001,75.0,,,0.003089732000034928,0.00043336399994586827,,0.002741152999988117,,0.0,,1681394203.0,0.017163024999945264,,,,
,0.2032602759998099,0.03930607400002373,,,,,,8.0,0.0,7.1785888671875,,2464.0,,37,,,,,,0.140441914999883,,,,,,,,114,0.0001,76.0,,,0.0030900530000508297,0.00040538399980505346,,0.00295527299999776,,0.0,,1681394203.0,0.01706157700004951,,,,
6729.0112,,,0.3970000000000482,444.0,6915.883008,1.1333333333333333,215.0,,,,170806.0,,2.2666666666666666,37,0.6280000000000001,61.0,0.0,0.0,32284.049408,,,199376.54784,5.5,1153729.0,2450.096128,2.0733719290389243,0.0,115,,,,0.0129999999999999,0.003035911000097258,0.0003899560001627833,0.6666666666666667,,8279.207936,,2113.0,1681394203.0,0.017263803000105327,168514.0,0.01634864287521467,90.05270746603769,2.719744
,0.2032413710005585,0.03957260800007134,,,,,,8.0,0.0,7.2646484375,,2496.0,,38,,,,,,0.14023764300009134,,,,,,,,116,0.0001,77.0,,,,,,0.0027414500000304542,,0.0,,1681394204.0,,,,,
,0.20176668599992809,0.03925819200003389,,,,,,8.0,0.0,7.039306640625,,2528.0,,38,,,,,,0.13929777799990006,,,,,,,,117,0.0001,78.0,,,0.003133257999934358,0.00038744500011489436,,0.002521733999856224,,0.0,,1681394204.0,0.01716827900008866,,,,
,0.2029681429999073,0.03924562099996365,,,,,,8.0,0.0,7.37451171875,,2560.0,,38,,,,,,0.14020108300019274,,,,,,,,118,0.0001,79.0,,,0.0031430799999725423,0.0003932999998141895,,0.002757470000005924,,0.0,,1681394204.0,0.017227588999958243,,,,
6729.0112,,,0.39800000000002456,448.0,6916.202496,1.1333333333333333,215.0,,,,178371.0,,2.2666666666666666,38,0.6479999999999961,61.0,0.0,0.0,32284.311552,,,199375.896576,5.5,1159169.0,2450.092032,2.404500049648527,0.0,119,,,,0.0129999999999999,0.0031449909999992087,0.0004272030000720406,0.6666666666666667,,8279.891968,,2159.0,1681394204.0,0.017033050000009098,174267.0,0.01634796614613163,90.57181942844804,2.719744
,0.2036136260001058,0.03941771100016922,,,,,,8.0,0.0,7.2037353515625,,2592.0,,39,,,,,,0.14110214999982418,,,,,,,,120,0.0001,80.0,,,,,,0.0024885210000320512,,0.0,,1681394205.0,,,,,
,0.204464888000075,0.03921025200020267,,,,,,8.0,0.0,7.29150390625,,2624.0,,39,,,,,,0.14143040199996904,,,,,,,,121,0.0001,81.0,,,0.0031193520001124853,0.0003957710000577208,,0.00290935999987596,,0.0,,1681394205.0,0.017399750999857133,,,,
,0.20416510199993354,0.03983866999988095,,,,,,8.0,0.0,7.1817626953125,,2656.0,,39,,,,,,0.14076892000002772,,,,,,,,122,0.0001,82.0,,,0.0032016449999900942,0.0004069950000484823,,0.002691272999982175,,0.0,,1681394205.0,0.01725759900000412,,,,
6729.015296,,,0.40200000000004366,456.0,6916.202496,1.1333333333333333,216.0,,,,185841.0,,2.2666666666666666,39,0.671999999999997,61.0,0.0,0.0,32284.311552,,,199372.320768,5.5,1164637.0,2450.096128,2.4823809158060506,0.0,123,,,,0.0129999999999999,0.0030877780000082566,0.00041827199993349495,0.6666666666666667,,8283.000832,,2203.0,1681394205.0,0.017414870000038718,180839.0,0.0858244946938265,121.6922209090107,2.719744
,0.2038840650000111,0.039064156999984334,,,,,,8.0,0.0,7.285888671875,,2688.0,,40,,,,,,0.14119393300006777,,,,,,,,124,0.0001,83.0,,,,,,0.002705054999978529,,0.0,,1681394206.0,,,,,
,0.20381853200001387,0.03928161899989391,,,,,,8.0,0.0,7.5330810546875,,2720.0,,40,,,,,,0.14125916700004382,,,,,,,,125,0.0001,84.0,,,0.003088977000061277,0.0003979440000421164,,0.002609904000109964,,0.0,,1681394206.0,0.017180920999862792,,,,
,0.20198126299965224,0.039123568999912095,,,,,,8.0,0.0,7.150634765625,,2752.0,,40,,,,,,0.1395026059999509,,,,,,,,126,0.0001,85.0,,,0.0031025700000100187,0.00039674599997852056,,0.002788090999956694,,0.0,,1681394206.0,0.017067680999844015,,,,
6729.035776,,,0.4040000000000532,460.0,6916.202496,1.1333333333333333,218.0,,,,191430.0,,2.2666666666666666,40,0.6919999999999931,61.0,0.0,0.0,32284.311552,,,199365.758976,5.5,1169157.0,2450.092032,2.1463923921875123,0.0,127,,,,0.0129999999999999,0.003075585000033243,0.00039568100010001217,0.6666666666666667,,8290.03776,,2244.0,1681394206.0,0.017081067000162875,185924.0,0.016347445025137592,102.01565595024678,2.719744
,0.20337072800043643,0.039570911000055276,,,,,,8.0,0.0,7.184814453125,,2784.0,,41,,,,,,0.1405573160000131,,,,,,,,128,0.0001,86.0,,,,,,0.0026901680000719352,,0.0,,1681394207.0,,,,,
,0.2025198950000231,0.03911614399999053,,,,,,8.0,0.0,7.4537353515625,,2816.0,,41,,,,,,0.13979348800012303,,,,,,,,129,0.0001,87.0,,,0.003072561999942991,0.0003947929999412736,,0.002919437999935326,,0.0,,1681394207.0,0.017223470000089947,,,,
,0.20450053500007925,0.03924018299994714,,,,,,8.0,0.0,6.98779296875,,2848.0,,41,,,,,,0.14180043700002898,,,,,,,,130,0.0001,88.0,,,0.003073838999853251,0.000409331000128077,,0.0029317300000002433,,0.0,,1681394207.0,0.017045015000121566,,,,
6729.039872,,,0.40500000000002956,464.0,6916.235264,1.1333333333333333,218.0,,,,197158.0,,2.2666666666666666,41,0.7079999999999984,61.0,0.0,0.0,32284.311552,,,199355.88352,5.6,1173978.0,2450.096128,2.2609331029278747,0.0,131,,,,0.0129999999999999,0.00307202299995879,0.0004028000000744214,0.6666666666666667,,8299.937792,,2280.0,1681394207.0,0.017354858000089735,191411.0,0.01634892291743076,110.8977456935017,2.719744
,0.20570758800045041,0.039265109000098164,,,,,,8.0,0.0,7.1689453125,,2880.0,,42,,,,,,0.14284227000007377,,,,,,,,132,0.0001,89.0,,,,,,0.0027705280001555366,,0.0,,1681394208.0,,,,,
,0.20614227800001572,0.039836643000171534,,,,,,8.0,0.0,7.18994140625,,2912.0,,42,,,,,,0.14281697599994914,,,,,,,,133,0.0001,90.0,,,0.003111475999958202,0.0003827150001143309,,0.002855376999832515,,0.0,,1681394208.0,0.017139090999990003,,,,
,0.2044762510001874,0.04005361000008634,,,,,,8.0,0.0,7.324462890625,,2944.0,,42,,,,,,0.14118073299982825,,,,,,,,134,0.0001,91.0,,,0.003174272000023848,0.00038529099992956617,,0.002524289000120916,,0.0,,1681394208.0,0.017158056000198485,,,,
6729.035776,,,0.40800000000001546,472.0,6916.235264,1.2,220.0,,,,202169.0,,2.6,42,0.7360000000000042,61.0,0.0,0.0,32284.311552,,,199355.805696,5.6,1178447.0,2450.092032,2.2428841292999286,0.0,135,,,,0.0129999999999999,0.0030970530001468433,0.00040150600011656934,0.7000000000000001,,8300.027904,,2339.0,1681394208.0,0.018870043000106307,196258.0,0.05721899769383263,85.60942313385137,2.719744
,0.2045360170004642,0.03938111899992691,,,,,,8.0,0.0,7.3983154296875,,2976.0,,43,,,,,,0.14021817699995154,,,,,,,,136,0.0001,92.0,,,,,,0.0025681190002160292,,0.0,,1681394209.0,,,,,
,0.2040104209997935,0.03915270899983625,,,,,,8.0,0.0,7.1414794921875,,3008.0,,43,,,,,,0.1412096849999216,,,,,,,,137,0.0001,93.0,,,0.0030367100000603386,0.0004102739999325422,,0.0029294539999682456,,0.0,,1681394209.0,0.017271589000074528,,,,
,0.20417327100017246,0.03961269900014486,,,,,,8.0,0.0,7.110595703125,,3040.0,,43,,,,,,0.14151723600002697,,,,,,,,138,0.0001,94.0,,,0.003130258000055619,0.0003860599999825354,,0.002464558999918154,,0.0,,1681394209.0,0.017062459000044328,,,,
6729.039872,,,0.410000000000025,476.0,6916.235264,1.2,220.0,,,,208437.0,,2.6,43,0.7519999999999953,61.0,0.0,0.0,32284.311552,,,199361.277952,5.6,1183501.0,2450.096128,2.3181021477664836,0.0,139,,,,0.0129999999999999,0.0031127109998578817,0.0003942769999412121,0.7000000000000001,,8294.510592,,2378.0,1681394209.0,0.01738509200004046,202356.0,0.016348273382488253,93.20071630894702,2.719744
,0.20510220299979665,0.039479375999917465,,,,,,8.0,0.0,7.0732421875,,3072.0,,44,,,,,,0.14188898599991262,,,,,,,,140,0.0001,95.0,,,,,,0.0028417610001270077,,0.0,,1681394210.0,,,,,
,0.2033333379999931,0.03911835799999608,,,,,,8.0,0.0,7.263671875,,3104.0,,44,,,,,,0.1410668999999416,,,,,,,,141,0.0001,96.0,,,0.0031034879998514953,0.0003884630000356992,,0.0025638900001467846,,0.0,,1681394210.0,0.017092239000021436,,,,
,0.20300851900037742,0.0394189420001112,,,,,,8.0,0.0,7.201904296875,,3136.0,,44,,,,,,0.14036423900006412,,,,,,,,142,0.0001,97.0,,,0.003107666000005338,0.0003950140001052205,,0.0027231500000652886,,0.0,,1681394210.0,0.016999508000026253,,,,
6729.035776,,,0.4130000000000109,482.0,6916.235264,1.2,222.0,,,,214213.0,,2.6,44,0.7719999999999914,61.0,0.0,0.0,32284.311552,,,199356.870656,5.6,1188456.0,2450.092032,2.372769988407415,0.0,143,,,,0.0129999999999999,0.0031320630000664096,,0.7000000000000001,,8298.520576,,2414.0,1681394210.0,,208357.0,0.06947885611742945,96.10262054854033,2.719744
,0.20339577300069323,0.039402491000146256,,,,,,8.0,0.0,7.2333984375,,3168.0,,45,,,,,,0.13963238500014086,,,,,,,,144,0.0001,98.0,,,,0.00038561200017284136,,0.0029855530001441366,,0.0,,1681394211.0,0.017857669000022725,,,,
,0.20276543799991487,0.039391506000129084,,,,,,8.0,0.0,7.060302734375,,3200.0,,45,,,,,,0.14010043100006442,,,,,,,,145,0.0001,99.0,,,0.0030629809998572455,0.0003935039999305445,,0.0027278620000288356,,0.0,,1681394211.0,0.017089153999904738,,,,
,0.20244946199977676,0.03932152499987751,,,,,,8.0,0.0,7.3804931640625,,3232.0,,45,,,,,,0.1397973359999014,,,,,,,,146,0.0001,100.0,,,0.0030689410000377393,0.000417025999922771,,0.0027350440000191156,,0.0,,1681394211.0,0.017109590000018216,,,,
6720.385024,,,0.4140000000000441,486.0,6916.235264,1.2,222.0,,,,220031.0,,2.6,45,0.7879999999999967,61.0,0.0,0.0,32284.311552,,,199352.520704,5.6,1193505.0,2441.44128,2.4995192150543177,0.0,147,,,,0.0129999999999999,,,0.7000000000000001,,8302.788608,,2462.0,1681394211.0,,214795.0,0.016348152817160715,95.19157403992797,2.719744
,0.20377188600036789,0.03939595100018778,,,,,,8.0,0.0,6.975830078125,,3264.0,,46,,,,,,0.14056802900017829,,,,,,,,148,0.0001,101.0,,,0.0030854699998599244,0.0004114930000014283,,0.002795109000089724,,0.0,,1681394212.0,0.017515834000050745,,,,
,0.20392767199996342,0.03944859200009887,,,,,,8.0,0.0,7.1922607421875,,3296.0,,46,,,,,,0.14095130399982736,,,,,,,,149,0.0001,102.0,,,0.003120531999911691,0.00038789500013081124,,0.0028620289999707893,,0.0,,1681394212.0,0.0171573200000239,,,,
6729.035776,,0.039656209999975545,0.41500000000002046,489.0,6916.235264,1.2,224.0,,,,225862.0,,2.6,46,0.7999999999999972,61.0,0.0,0.0,32284.311552,0.14258915499999603,,199323.820032,5.6,1198234.0,2450.092032,2.2962927009035137,0.0,150,,,,0.0129999999999999,0.003087887999981831,0.00039535500013698766,0.7000000000000001,,8312.692736,,2493.0,1681394212.0,0.01705025100000057,220402.0,0.012261966410536066,93.58587419770664,2.719744
,0.20549436500004958,,,,,,,8.0,0.0,7.24365234375,,3328.0,,46,,,,,,,,,,,,,,151,0.0001,103.0,,,,,,0.002715505999958623,,0.0,,1681394212.0,,,,,
,0.20562419299994872,0.03932034499985093,,,,,,8.0,0.0,7.2076416015625,,3360.0,,47,,,,,,0.14265282199994544,,,,,,,,152,0.0001,104.0,,,0.003073059999906036,0.0003848890000881511,,0.0029833160001544456,,0.0,,1681394213.0,0.01720976100000371,,,,
,0.2049167369996212,0.039382752999927106,,,,,,8.0,0.0,6.8919677734375,,3392.0,,47,,,,,,0.14199158799988254,,,,,,,,153,0.0001,105.0,,,0.0030841880000025412,0.0004273229999398609,,0.002787513999919611,,0.0,,1681394213.0,0.017243370999949548,,,,
6729.03168,,0.03926358800003982,0.41800000000000637,499.0,6916.235264,1.2333333333333334,224.0,,,,232059.0,,2.666666666666667,47,0.8239999999999981,61.0,0.0,0.0,32284.311552,0.14280065699995248,,199332.339712,5.6,1202492.0,2450.087936,2.237719452829991,0.0,154,,,,0.0129999999999999,0.0031502709998676437,0.000388093000083245,0.7000000000000001,,8304.099328,,2523.0,1681394213.0,0.017046912000068914,225270.0,0.07765851085801141,85.01144985343147,2.719744
,0.20549110700017081,,,,,,,8.0,0.0,6.9700927734375,,3424.0,,47,,,,,,,,,,,,,,155,0.0001,106.0,,,,,,0.0028415860001587134,,0.0,,1681394213.0,,,,,
,0.20512818900010643,0.03945348899992496,,,,,,8.0,0.0,7.372802734375,,3456.0,,48,,,,,,0.14255006200005482,,,,,,,,156,0.0001,107.0,,,0.0031229810001605074,0.0004126490000544436,,0.0024348679999093292,,0.0,,1681394214.0,0.01715414000000237,,,,
