04_peers/peer_4_samples_accumulated,04_peers/peer_2_epoch_oos,04_peers/peer_4_epoch_oos,04_peers/peer_2_samples_per_second,04_peers/peer_7_samples_per_second,04_peers/peer_5_samples_accumulated,03_hivemind/per_epoch_training_samples,03_hivemind/optimistic_total_samples_per_second,04_peers/peer_1_epoch,04_peers/peer_2_epoch,04_peers/peer_5_epoch_oos,04_peers/peer_3_epoch_oos,04_peers/peer_7_epoch_oos,03_hivemind/eta_next_epoch_s,03_hivemind/next_fetch_time_s,04_peers/peer_2_samples_accumulated,_timestamp,03_hivemind/num_peers,03_hivemind/undershot_TBS,04_peers/peer_3_samples_accumulated,04_peers/peer_5_samples_per_second,04_peers/peer_1_samples_accumulated,04_peers/peer_6_samples_accumulated,03_hivemind/global_samples_accumulated,_runtime,03_hivemind/overshot_TBS,04_peers/peer_4_samples_per_second,03_hivemind/epoch_based_sps,04_peers/peer_3_samples_per_second,03_hivemind/estimated_current_samples,04_peers/peer_4_epoch,03_hivemind/num_clients,03_hivemind/reached_TBS,_step,03_hivemind/total_training_samples,04_peers/peer_8_samples_accumulated,04_peers/peer_1_samples_per_second,04_peers/peer_6_samples_per_second,04_peers/peer_8_samples_per_second,04_peers/peer_7_samples_accumulated,03_hivemind/actual_total_samples_per_second,04_peers/peer_6_epoch,03_hivemind/global_epoch,04_peers/peer_8_epoch_oos,04_peers/peer_7_epoch,04_peers/peer_8_epoch,04_peers/peer_1_epoch_oos,04_peers/peer_6_epoch_oos,03_hivemind/epoch_s,04_peers/peer_3_epoch,04_peers/peer_5_epoch
0.0,,0.0,,,0.0,,2193.849158035984,3.0,,0.0,0.0,,0.0,0.5,,1680701179.0,6,,0.0,366.96,0.0,0.0,0,211,,364.55,,363.85,55852,3.0,0,,88,,0.0,367.46,366.67,364.37,,2193.849158035984,3.0,3,0.0,,3.0,0.0,0.0,,3.0,3.0
0.0,,0.0,,,0.0,,2193.849158035984,3.0,,0.0,0.0,,0.0,0.5,,1680701180.0,6,,0.0,366.96,0.0,0.0,0,212,,364.55,,363.85,58101,3.0,0,,89,,0.0,367.46,366.67,364.37,,2193.849158035984,3.0,3,0.0,,3.0,0.0,0.0,,3.0,3.0
0.0,,0.0,,,0.0,,2193.849158035984,3.0,,0.0,0.0,,0.0,0.5,,1680701181.0,6,,0.0,366.96,0.0,0.0,0,213,,364.55,,363.85,60358,3.0,0,,90,,0.0,367.46,366.67,364.37,,2193.849158035984,3.0,3,0.0,,3.0,0.0,0.0,,3.0,3.0
0.0,,0.0,,,0.0,,2193.849158035984,3.0,,0.0,0.0,,0.0,0.5,,1680701182.0,6,,0.0,366.96,0.0,0.0,0,214,,364.55,,363.85,62615,3.0,0,,91,,0.0,367.46,366.67,364.37,,2193.849158035984,3.0,3,0.0,,3.0,0.0,0.0,,3.0,3.0
0.0,,0.0,,,0.0,,2193.849158035984,3.0,,0.0,0.0,,0.0,0.5,,1680701183.0,6,,0.0,366.96,0.0,0.0,0,215,,364.55,,363.85,64875,3.0,0,,92,,0.0,367.46,366.67,364.37,,2193.849158035984,3.0,3,0.0,,3.0,0.0,0.0,,3.0,3.0
0.0,,0.0,,,0.0,,2193.849158035984,3.0,,0.0,0.0,,0.0,0.5,,1680701184.0,6,,0.0,366.96,0.0,0.0,0,216,,364.55,,363.85,67131,3.0,0,,93,,0.0,367.46,366.67,364.37,,2193.849158035984,3.0,3,0.0,,3.0,0.0,0.0,,3.0,3.0
0.0,,0.0,,,0.0,,2193.849158035984,3.0,,0.0,0.0,,0.0,0.5,,1680701185.0,6,,0.0,366.96,0.0,0.0,0,217,,364.55,,363.85,69394,3.0,0,,94,,0.0,367.46,366.67,364.37,,2193.849158035984,3.0,3,0.0,,3.0,0.0,0.0,,3.0,3.0
0.0,,0.0,,,0.0,,2193.849158035984,3.0,,0.0,0.0,,0.0,0.5,,1680701186.0,6,,0.0,366.96,0.0,0.0,0,218,,364.55,,363.85,71656,3.0,0,,95,,0.0,367.46,366.67,364.37,,2193.849158035984,3.0,3,0.0,,3.0,0.0,0.0,,3.0,3.0
0.0,,0.0,,,0.0,,2193.849158035984,3.0,,0.0,0.0,,0.0,0.5,,1680701187.0,6,,0.0,366.96,0.0,0.0,0,219,,364.55,,363.85,73907,3.0,0,,96,,0.0,367.46,366.67,364.37,,2193.849158035984,3.0,3,0.0,,3.0,0.0,0.0,,3.0,3.0
0.0,,0.0,,,0.0,,2193.849158035984,3.0,,0.0,0.0,,0.0,0.5,,1680701188.0,6,,0.0,366.96,0.0,0.0,0,220,,364.55,,363.85,76192,3.0,0,,97,,0.0,367.46,366.67,364.37,,2193.849158035984,3.0,3,0.0,,3.0,0.0,0.0,,3.0,3.0
0.0,,0.0,,,0.0,,2193.849158035984,3.0,,0.0,0.0,,0.0,0.5,,1680701189.0,6,,0.0,366.96,0.0,0.0,0,221,,364.55,,363.85,78465,3.0,0,,98,,0.0,367.46,366.67,364.37,,2193.849158035984,3.0,3,0.0,,3.0,0.0,0.0,,3.0,3.0
0.0,,0.0,,,0.0,,2193.849158035984,3.0,,0.0,0.0,,0.0,0.5,,1680701190.0,6,,0.0,366.96,0.0,0.0,0,222,,364.55,,363.85,80722,3.0,0,,99,,0.0,367.46,366.67,364.37,,2193.849158035984,3.0,3,0.0,,3.0,0.0,0.0,,3.0,3.0
0.0,,0.0,,,0.0,,2193.849158035984,3.0,,0.0,0.0,,0.0,0.5,,1680701191.0,6,,0.0,366.96,0.0,0.0,0,223,,364.55,,363.85,82996,3.0,0,,100,,0.0,367.46,366.67,364.37,,2193.849158035984,3.0,3,0.0,,3.0,0.0,0.0,,3.0,3.0
0.0,,0.0,,,0.0,,2193.849158035984,3.0,,0.0,0.0,,0.0,0.5,,1680701192.0,6,,0.0,366.96,0.0,0.0,0,224,,364.55,,363.85,85257,3.0,0,,101,,0.0,367.46,366.67,364.37,,2193.849158035984,3.0,3,0.0,,3.0,0.0,0.0,,3.0,3.0
0.0,,0.0,,,0.0,,2193.849158035984,3.0,,0.0,0.0,,0.0,0.5,,1680701193.0,6,,0.0,366.96,0.0,0.0,0,225,,364.55,,363.85,87535,3.0,0,,102,,0.0,367.46,366.67,364.37,,2193.849158035984,3.0,3,0.0,,3.0,0.0,0.0,,3.0,3.0
0.0,,0.0,,,0.0,,2193.849158035984,3.0,,0.0,0.0,,0.0,0.5,,1680701194.0,6,,0.0,366.96,0.0,0.0,0,226,,364.55,,363.85,89791,3.0,0,,103,,0.0,367.46,366.67,364.37,,2193.849158035984,3.0,3,0.0,,3.0,0.0,0.0,,3.0,3.0
0.0,,0.0,,,0.0,,1829.4780259220893,3.0,,0.0,0.0,,0.0,0.5,,1680701195.0,5,,0.0,366.96,0.0,0.0,0,227,,364.55,,363.85,76804,3.0,0,,104,,0.0,367.46,366.67,364.37,,1829.4780259220893,3.0,3,0.0,,3.0,0.0,0.0,,3.0,3.0
0.0,,0.0,,,0.0,,1829.4780259220893,3.0,,0.0,0.0,,0.0,0.5,,1680701196.0,5,,0.0,366.96,0.0,0.0,0,228,,364.55,,363.85,78691,3.0,0,,105,,,367.46,366.67,,,1829.4780259220893,3.0,3,,,,0.0,0.0,,3.0,3.0
0.0,,0.0,,,0.0,,1829.4780259220893,3.0,,0.0,0.0,,0.0,0.5,,1680701197.0,5,,0.0,366.96,0.0,0.0,0,229,,364.55,,363.85,80580,3.0,0,,106,,,367.46,366.67,,,1829.4780259220893,3.0,3,,,,0.0,0.0,,3.0,3.0
0.0,,0.0,,,0.0,,1829.4780259220893,3.0,,0.0,0.0,,0.0,0.5,,1680701198.0,5,,0.0,366.96,0.0,0.0,0,230,,364.55,,363.85,82462,3.0,0,,107,,,367.46,366.67,,,1829.4780259220893,3.0,3,,,,0.0,0.0,,3.0,3.0
0.0,,0.0,,,0.0,,1829.4780259220893,3.0,,0.0,0.0,,0.0,0.5,,1680701199.0,5,,0.0,366.96,0.0,0.0,0,231,,364.55,,363.85,84346,3.0,0,,108,,,367.46,366.67,,,1829.4780259220893,3.0,3,,,,0.0,0.0,,3.0,3.0
0.0,,0.0,,,0.0,,1829.4780259220893,3.0,,0.0,0.0,,0.0,0.5,,1680701200.0,5,,0.0,366.96,0.0,0.0,0,232,,364.55,,363.85,86237,3.0,0,,109,,,367.46,366.67,,,1829.4780259220893,3.0,3,,,,0.0,0.0,,3.0,3.0
0.0,,0.0,,,0.0,,1829.4780259220893,3.0,,0.0,0.0,,0.0,0.5,,1680701201.0,5,,0.0,366.96,0.0,0.0,0,233,,364.55,,363.85,88123,3.0,0,,110,,,367.46,366.67,,,1829.4780259220893,3.0,3,,,,0.0,0.0,,3.0,3.0
0.0,,0.0,,,0.0,,1829.4780259220893,3.0,,0.0,0.0,,0.0,0.5,,1680701202.0,5,,0.0,366.96,0.0,0.0,0,234,,364.55,,363.85,90002,3.0,0,,111,,,367.46,366.67,,,1829.4780259220893,3.0,3,,,,0.0,0.0,,3.0,3.0
0.0,,0.0,,,0.0,,1829.4780259220893,3.0,,0.0,0.0,,0.0,0.5,,1680701203.0,5,,0.0,366.96,0.0,0.0,0,235,,364.55,,363.85,91882,3.0,0,,112,,,367.46,366.67,,,1829.4780259220893,3.0,3,,,,0.0,0.0,,3.0,3.0
0.0,,0.0,,,0.0,,1829.4780259220893,3.0,,0.0,0.0,,0.0,0.5,,1680701204.0,5,,0.0,366.96,0.0,0.0,0,236,,364.55,,363.85,93765,3.0,0,,113,,,367.46,366.67,,,1829.4780259220893,3.0,3,,,,0.0,0.0,,3.0,3.0
0.0,,0.0,,,0.0,,1829.4780259220893,3.0,,0.0,0.0,,0.0,0.5,,1680701205.0,5,,0.0,366.96,0.0,0.0,0,237,,364.55,,363.85,95653,3.0,0,,114,,,367.46,366.67,,,1829.4780259220893,3.0,3,,,,0.0,0.0,,3.0,3.0
0.0,,0.0,,,0.0,,1829.4780259220893,3.0,,0.0,0.0,,0.0,0.5,,1680701206.0,5,,0.0,366.96,0.0,0.0,0,238,,364.55,,363.85,97527,3.0,0,,115,,,367.46,366.67,,,1829.4780259220893,3.0,3,,,,0.0,0.0,,3.0,3.0
0.0,,0.0,,,0.0,,1829.4780259220893,3.0,,0.0,0.0,,0.0,0.5,,1680701207.0,5,,0.0,366.96,0.0,0.0,0,239,,364.55,,363.85,99399,3.0,0,,116,,,367.46,366.67,,,1829.4780259220893,3.0,3,,,,0.0,0.0,,3.0,3.0
0.0,,0.0,,,0.0,,1829.4780259220893,3.0,,0.0,0.0,,0.0,0.5,,1680701208.0,5,,0.0,366.96,0.0,0.0,0,240,,364.55,,363.85,101272,3.0,0,,117,,,367.46,366.67,,,1829.4780259220893,3.0,3,,,,0.0,0.0,,3.0,3.0
0.0,,0.0,,,0.0,,1829.4780259220893,3.0,,0.0,0.0,,0.0,0.5,,1680701209.0,5,,0.0,366.96,0.0,0.0,0,241,,364.55,,363.85,103145,3.0,0,,118,,,367.46,366.67,,,1829.4780259220893,3.0,3,,,,0.0,0.0,,3.0,3.0
0.0,,0.0,,,0.0,,1829.4780259220893,3.0,,0.0,0.0,,0.0,0.5,,1680701210.0,5,,0.0,366.96,0.0,0.0,0,242,,364.55,,363.85,105018,3.0,0,,119,,,367.46,366.67,,,1829.4780259220893,3.0,3,,,,0.0,0.0,,3.0,3.0
