_step,_runtime,cpu/logical_core_count,memory/total_memory_sys_MB,_timestamp,cpu/load/avg_sys_load_fifteen_min_percent,disk/time/disk_read_time_sys_s,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_MB,bandwidth/disk_write_sys_bandwidth_MBs,cpu/interrupts/ctx_switches_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/shared_memory_proc_MB,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,disk/counter/disk_read_sys_count,process/memory/dirty_pages_proc_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,process/memory/text_resident_set_proc_MB,process/voluntary_proc_ctx_switches,disk/time/disk_write_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/data_resident_set_proc_MB,cpu/interrupts/interrupts_count,memory/used_memory_sys_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,process/involuntary_proc_ctx_switches,02_timing/dataload_cuda_move_time_s,02_timing/loss_calc_time_s,02_timing/forward_time_s,02_timing/opt_step_time_s,02_timing/backward_time_s,03_hivemind/num_peers,01_general/locally_processed_samples,01_general/minibatch_loss,02_timing/step_time_s,03_hivemind/global_epoch,01_general/lr,02_timing/dataload_time_s,01_general/dataset_iteration_count,01_general/step
0,1,8.0,31557.18144,1683586279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,1683586279,10.125,0.0,0.0,721.48992,0.0,9.0,0.0,175.742976,0.0,396.972032,0.0,0.0,0.0,2.875,9.0,0.0,30340.882432,2.654208,85.0,0.0,1009.655808,0.0,13.0,3.9,9.25,8492.66688,25.0,,,,,,,,,,,,,,
2,2,,,1683586280,10.0,0.0,0.008000000000009777,870.825984,0.012242477860268726,2207.0,0.29686414743048006,178.122752,3.0,399.437824,0.0,0.0,0.0,2.625,888.0,0.8496805680393054,30191.562752,2.654208,98.0,0.0020000000004074536,1018.441728,0.0,3154.0,4.3,9.125,8568.434688,25.0,,,,,,,,,,,,,,
3,3,,,1683586281,10.0,0.0,0.015999999999991132,879.300608,0.008165905651891335,3143.0,0.08467342402509846,178.122752,5.0,399.450112,0.0,0.0,0.0,2.625,1612.0,0.09414715048968662,30183.084032,2.654208,98.0,0.0039999999999054126,1018.441728,0.0,4071.0,4.4,9.125,8568.434688,25.0,,,,,,,,,,,,,,
4,4,,,1683586282,10.0,0.0,0.020000000000010232,887.074816,0.004084935244818921,3983.0,0.1728518009130802,178.249728,6.0,400.6912,0.0,0.0,0.0,2.625,2174.0,0.2140362457101203,30175.31392,2.654208,112.0,0.005000000000109139,1027.923968,0.0,4836.0,4.4,9.125,8644.882432,25.0,,,,,,,,,,,,,,
5,5,,,1683586283,10.0,0.0,0.02400000000000091,887.676928,0.004085899967084559,4708.0,0.11468450863207706,178.294784,7.0,400.7936,0.0,0.0,0.0,2.625,2534.0,0.10557103644056354,30174.703616,2.654208,114.0,0.005000000000109139,1027.923968,0.0,5415.0,4.4,9.125,8644.882432,25.0,,,,,,,,,,,,,,
6,7,,,1683586285,10.0,0.0010000000000012221,0.04800000000000182,1168.54784,0.11715838821225841,6640.0,0.12562491235838635,179.871744,12.0,680.947712,2.0,0.0,0.005093842965830277,2.625,3217.0,0.09378341935869251,29893.832704,2.654208,131.0,0.010000000000218279,1307.869184,0.0,6960.0,5.3,9.125,8924.827648,26.0,,,,,,,,,,,,,,
7,8,,,1683586286,10.0,0.0010000000000012221,0.056000000000011596,1168.56832,0.2451320189245721,7203.0,0.08761554582612371,179.871744,57.0,680.947712,2.0,0.0,0.0,2.375,3548.0,0.0974224224979862,29893.81632,2.654208,133.0,0.06900000000041473,1307.869184,0.0,7424.0,5.3,8.875,8924.827648,26.0,,,,,,,,,,,,,,
8,9,,,1683586287,10.0,0.0010000000000012221,0.060000000000002274,1542.938624,0.004085389860784493,7878.0,0.11259557874834884,180.527104,58.0,1054.961664,2.0,0.0,0.0,2.375,3861.0,0.09798552244968027,29519.446016,2.654208,136.0,0.06999999999970896,2581.098496,0.0,8114.0,6.5,8.875,10198.05696,27.0,,,,,,,,,,,,,,
9,10,,,1683586288,10.0,0.0010000000000012221,0.06399999999999295,2271.330304,0.004084636108315809,8611.0,0.11215198125323378,180.527104,59.0,1780.576256,2.0,0.0,0.0,2.375,4597.0,0.09929175973580645,28791.058432,2.654208,136.0,0.06999999999970896,2581.098496,0.0,9144.0,8.8,8.875,10198.05696,28.0,,,,,,,,,,,,,,
10,11,,,1683586289,10.0,0.0010000000000012221,0.06800000000001205,2635.411456,0.004085643436937584,9300.0,0.1664500713196887,181.993472,60.0,2146.643968,2.0,0.0,0.0,2.375,5087.0,0.10283532619996141,28426.97728,2.654208,136.0,0.07099999999991269,2774.331392,0.0,10040.0,9.9,8.875,10391.289856,31.0,,,,,,,,,,,,,,
11,12,,,1683586290,10.0,0.0010000000000012221,0.0759999999999934,3173.588992,0.07354389058912307,9981.0,0.09884854304172688,181.993472,63.0,2683.420672,2.0,0.0,0.0,2.375,5519.0,0.2963062284529846,27888.76288,2.654208,137.0,0.07399999999961437,3316.277248,0.0,10864.0,11.6,8.875,10933.235712,35.0,,,,,,,,,,,,,,
12,13,,,1683586291,10.0,0.0010000000000012221,0.0800000000000125,3584.172032,0.004085186821710574,10646.0,0.16577720050936884,181.993472,64.0,3093.532672,2.0,0.0,0.0,3.25,6016.0,0.6932769492391906,27478.212608,2.654208,137.0,0.07399999999961437,3719.258112,0.0,11742.0,12.9,9.0,11336.216576,38.0,,,,,,,,,,,,,,
