03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_peers,03_hivemind/global_samples_accumulated,_step,03_hivemind/eta_next_epoch_s,_runtime,03_hivemind/global_epoch,03_hivemind/next_fetch_time_s,03_hivemind/actual_total_samples_per_second,_timestamp,03_hivemind/num_clients,04_peers/peer_1_samples_accumulated,04_peers/peer_1_epoch,04_peers/peer_1_samples_per_second,04_peers/peer_1_epoch_oos,04_peers/peer_2_samples_accumulated,04_peers/peer_2_epoch,04_peers/peer_2_epoch_oos,04_peers/peer_2_samples_per_second,03_hivemind/epoch_s,03_hivemind/undershot_TBS,03_hivemind/total_training_samples,03_hivemind/per_epoch_training_samples,03_hivemind/reached_TBS,03_hivemind/epoch_based_sps,03_hivemind/overshot_TBS
3416,832.6484480796813,1,3328,0,15.57,43,0,3.89,832.6484480796813,1683058426,0,,,,,,,,,,,,,,,
4414,840.7546898860257,1,4320,1,14.24,44,0,3.56,840.7546898860257,1683058427,0,3328.0,0.0,832.65,0.0,,,,,,,,,,,
5435,844.7012953390629,2,5312,2,12.96,45,0,5.18,844.7012953390629,1683058428,0,4320.0,0.0,840.75,0.0,,,,,,,,,,,
7488,1487.0921470953795,2,6304,3,5.98,46,0,2.39,1487.0921470953795,1683058429,0,5280.0,0.0,832.85,0.0,32.0,0.0,0.0,11.85,,,,,,,
9752,1650.460710293623,2,7424,4,4.02,48,0,1.61,1650.460710293623,1683058431,0,5280.0,0.0,832.85,0.0,1024.0,0.0,0.0,654.24,,,,,,,
11649,1624.4897844246884,2,8352,5,2.91,49,0,1.17,1624.4897844246884,1683058432,0,5280.0,0.0,832.85,0.0,2144.0,0.0,0.0,817.61,,,,,,,
13626,1652.5883600476925,2,9312,6,1.67,50,0,0.67,1652.5883600476925,1683058433,0,5280.0,0.0,832.85,0.0,3072.0,0.0,0.0,791.64,,,,,,,
15618,1669.660457488928,2,10304,7,0.46,51,0,0.5,1669.660457488928,1683058434,0,5280.0,0.0,832.85,0.0,4032.0,0.0,0.0,819.74,,,,,,,
17601,1665.7895328444413,2,10560,8,0.0,53,0,0.5,1665.7895328444413,1683058436,0,5280.0,0.0,832.85,0.0,5024.0,0.0,0.0,836.81,,,,,,,
19585,1665.7895328444413,2,10560,9,0.0,54,0,0.5,1665.7895328444413,1683058437,0,5280.0,0.0,832.85,0.0,5280.0,0.0,0.0,832.94,,,,,,,
21567,1665.7895328444413,2,10560,10,0.0,55,0,0.5,1665.7895328444413,1683058438,0,5280.0,0.0,832.85,0.0,5280.0,0.0,0.0,832.94,,,,,,,
23552,1665.7895328444413,2,10560,11,0.0,56,0,0.5,1665.7895328444413,1683058439,0,5280.0,0.0,832.85,0.0,5280.0,0.0,0.0,832.94,,,,,,,
25534,1665.7895328444413,2,10560,12,0.0,57,0,0.5,1665.7895328444413,1683058440,0,5280.0,0.0,832.85,0.0,5280.0,0.0,0.0,832.94,,,,,,,
27524,1665.7895328444413,2,10560,13,0.0,59,0,0.5,1665.7895328444413,1683058442,0,5280.0,0.0,832.85,0.0,5280.0,0.0,0.0,832.94,,,,,,,
29501,1665.7895328444413,2,10560,14,0.0,60,0,0.5,1665.7895328444413,1683058443,0,5280.0,0.0,832.85,0.0,5280.0,0.0,0.0,832.94,,,,,,,
31481,1665.7895328444413,2,10560,15,0.0,61,0,0.5,1665.7895328444413,1683058444,0,5280.0,0.0,832.85,0.0,5280.0,0.0,0.0,832.94,,,,,,,
33461,1665.7895328444413,2,10560,16,0.0,62,0,0.5,1665.7895328444413,1683058445,0,5280.0,0.0,832.85,0.0,5280.0,0.0,0.0,832.94,,,,,,,
35448,1665.7895328444413,2,10560,17,0.0,63,0,0.5,1665.7895328444413,1683058446,0,5280.0,0.0,832.85,0.0,5280.0,0.0,0.0,832.94,,,,,,,
37422,1665.7895328444413,2,10560,18,0.0,64,0,0.5,1665.7895328444413,1683058447,0,5280.0,0.0,832.85,0.0,5280.0,0.0,0.0,832.94,,,,,,,
10656,39.41767014759975,2,10624,19,145.31,66,0,10.0,39.41767014759975,1683058449,0,5280.0,0.0,832.85,0.0,5280.0,0.0,0.0,832.94,,,,,,,
10703,39.41767014759975,2,10624,20,144.13,67,0,10.0,39.41767014759975,1683058450,0,5312.0,0.0,15.94,0.0,5312.0,0.0,0.0,23.48,,,,,,,
10750,39.41767014759975,2,10624,21,142.93,68,0,10.0,39.41767014759975,1683058451,0,5312.0,0.0,15.94,0.0,5312.0,0.0,0.0,23.48,,,,,,,
263,59.06174301301775,2,256,22,272.95,69,1,10.0,59.06174301301775,1683058452,0,5312.0,0.0,15.94,0.0,5312.0,0.0,0.0,23.48,,,,,,,
2162,694.308017986074,2,2080,23,20.48,70,1,8.19,694.308017986074,1683058453,0,128.0,1.0,23.96,0.0,128.0,1.0,0.0,35.11,26.331707578152418,1.0,10624.0,10624.0,0.0,403.46794709260706,0.0
4220,1562.35129795375,2,4064,24,7.79,72,1,3.11,1562.35129795375,1683058455,0,1056.0,1.0,320.18,0.0,1024.0,1.0,0.0,374.12,,,,,,,
6192,1641.664399854491,2,5344,25,6.21,73,1,2.48,1641.664399854491,1683058456,0,2048.0,1.0,777.34,0.0,2016.0,1.0,0.0,785.01,,,,,,,
6931,1247.86460242242,2,6784,26,7.58,74,1,3.03,1247.86460242242,1683058457,0,2368.0,1.0,816.64,0.0,2976.0,1.0,0.0,825.02,,,,,,,
