_step,_runtime,cpu/logical_core_count,memory/total_memory_sys_MB,_timestamp,cpu/load/avg_sys_load_fifteen_min_percent,disk/time/disk_read_time_sys_s,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_MB,bandwidth/disk_write_sys_bandwidth_MBs,cpu/interrupts/ctx_switches_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/shared_memory_proc_MB,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,disk/counter/disk_read_sys_count,process/memory/dirty_pages_proc_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,process/memory/text_resident_set_proc_MB,process/voluntary_proc_ctx_switches,disk/time/disk_write_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/data_resident_set_proc_MB,cpu/interrupts/interrupts_count,memory/used_memory_sys_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,process/involuntary_proc_ctx_switches,02_timing/dataload_cuda_move_time_s,02_timing/loss_calc_time_s,02_timing/forward_time_s,03_hivemind/num_peers,02_timing/opt_step_time_s,01_general/locally_processed_samples,01_general/minibatch_loss,02_timing/backward_time_s,02_timing/step_time_s,03_hivemind/global_epoch,01_general/lr,02_timing/dataload_time_s,01_general/dataset_iteration_count,01_general/step
0,1,64.0,255469.289472,1681399757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,1681399757,0.46875,0.0,0.0,1492.451328,0.0,35.0,0.2879608769632145,177.639424,0.0,418.28352,0.0,0.0,0.0,0.203125,19.0,1.0036694730565738,244783.685632,2.854912,156.0,0.0,4787.412992,0.0,27.0,4.2,0.0625,12271.398912,76.0,,,,,,,,,,,,,,
2,2,,,1681399758,0.46875,0.0,0.020000000000209184,1635.77856,0.2851860630965185,2830.0,0.28546456514767254,180.207616,5.0,420.937728,0.0,0.0,0.0,0.203125,1207.0,0.2847961603175369,244640.366592,2.854912,165.0,0.0039999999999054126,4795.936768,0.0,2837.0,4.2,0.0625,12346.904576,76.0,,,,,,,,,,,,,,
3,3,,,1681399759,0.46875,0.0,0.024000000000114596,1704.337408,0.0036578938590829304,4281.0,0.08328138438750357,181.518336,6.0,423.550976,0.0,0.0,0.0,0.203125,1841.0,0.08511033152497223,244571.799552,2.854912,175.0,0.0039999999999054126,4806.606848,0.0,3911.0,4.3,0.0625,12424.54016,76.0,,,,,,,,,,,,,,
4,4,,,1681399760,0.46875,0.0,0.03600000000005821,2356.79744,0.6724840763391231,5326.0,0.12843108511817847,182.43584,119.0,1071.45216,0.0,0.0,0.0,0.3125,3201.0,0.891948872475378,243919.343616,2.854912,191.0,0.3140000000003056,5477.933056,0.0,5195.0,4.5,0.09375,13095.866368,78.0,,,,,,,,,,,,,,
5,5,,,1681399761,0.46875,0.0,0.040000000000190994,2505.388032,0.004074619019182163,9902.0,0.001647355776984536,184.664064,120.0,1219.44064,0.0,0.0,0.0,0.3125,14589.0,0.004719236295728045,243770.753024,2.854912,194.0,0.3140000000003056,6135.13216,0.0,23114.0,4.6,0.09375,17972.662272,79.0,,,,,,,,,,,,,,
6,6,,,1681399762,0.46875,0.0,0.04800000000000182,2695.63904,0.004076215160462453,13626.0,0.057067012709886344,288.27648,121.0,1431.248896,0.0,0.0,0.0,0.3125,23573.0,0.01721245584906927,243567.919104,2.854912,233.0,0.3150000000005093,6261.837824,0.0,36325.0,4.7,0.09375,18604.736512,80.0,,,,,,,,,,,,,,
7,7,,,1681399763,0.46875,0.0,0.05600000000004002,3641.778176,0.14682418366346403,14276.0,0.00944734608913949,452.509696,124.0,2536.36608,0.0,0.0,0.0,0.3125,24086.0,0.010355438330726318,242621.76768,2.854912,233.0,0.31900000000041473,7202.947072,0.0,37000.0,5.0,0.09375,19847.835648,81.0,,,,,,,,,,,,,,
8,8,,,1681399764,0.46875,0.0,0.060000000000172804,2926.42816,0.004074761141939294,15004.0,0.05737295457309437,464.859136,125.0,1830.797312,0.0,0.0,0.0,0.3125,24593.0,0.023700465697093047,243337.117696,2.854912,240.0,0.31900000000041473,6484.72576,0.0,37605.0,4.7,0.09375,20510.810112,83.0,,,,,,,,,,,,,,
9,9,,,1681399765,0.46875,0.0,0.07200000000011642,2926.813184,0.42361369258600007,15509.0,0.042919844229703685,464.859136,204.0,1830.797312,0.0,0.0,0.0,0.28125,24815.0,0.03645203434371646,243336.728576,2.854912,240.0,0.6019999999998618,6484.72576,0.0,37967.0,4.7,0.09375,20510.810112,83.0,,,,,,,,,,,,,,
