_step,_runtime,cpu/logical_core_count,memory/total_memory_sys_MB,_timestamp,cpu/load/avg_sys_load_fifteen_min_percent,disk/time/disk_read_time_sys_s,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_MB,bandwidth/disk_write_sys_bandwidth_MBs,cpu/interrupts/ctx_switches_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/shared_memory_proc_MB,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,disk/counter/disk_read_sys_count,process/memory/dirty_pages_proc_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,process/memory/text_resident_set_proc_MB,process/voluntary_proc_ctx_switches,disk/time/disk_write_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/data_resident_set_proc_MB,cpu/interrupts/interrupts_count,memory/used_memory_sys_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,process/involuntary_proc_ctx_switches,02_timing/dataload_cuda_move_time_s,02_timing/loss_calc_time_s,02_timing/forward_time_s,02_timing/backward_time_s,03_hivemind/num_peers,02_timing/opt_step_time_s,01_general/locally_processed_samples,01_general/minibatch_loss,02_timing/step_time_s,03_hivemind/global_epoch,01_general/lr,02_timing/dataload_time_s,01_general/dataset_iteration_count,01_general/step
0,1,30.0,211076.599808,1680689549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,1680689549,3.033333333333333,0.0,0.0,1218.424832,0.0,23.0,0.22161438299778596,178.245632,0.0,394.428416,0.0,0.0,0.0,1.0333333333333332,22.0,0.2484767413361228,208111.57504,2.719744,118.0,0.0,2481.016832,0.0,29.0,1.4,2.8000000000000003,9963.384832,49.0,,,,,,,,,,,,,,
2,2,,,1680689550,3.033333333333333,0.0,0.008000000000009777,1742.368768,0.012254627986688936,3432.0,0.4392837350504779,183.05024,3.0,788.84864,0.0,0.0,0.0,1.0333333333333332,1488.0,1.2255346033282215,207587.618816,2.719744,136.0,0.0009999999999763531,2895.589376,0.0,3376.0,1.7,2.8000000000000003,10511.917056,52.0,,,,,,,,,,,,,,
3,3,,,1680689551,3.033333333333333,0.0,0.015999999999991132,2154.483712,1.0133116265725644,8189.0,0.07720978758420094,185.212928,112.0,1195.839488,0.0,0.0,0.0,1.0333333333333332,4765.0,0.07223803583085026,207175.49568,2.719744,194.0,0.04200000000003001,3538.857984,0.0,12298.0,1.8,2.8000000000000003,13097.529344,58.0,,,,,,,,,,,,,,
4,4,,,1680689552,3.033333333333333,0.0,0.020000000000010232,2666.385408,0.004086638636027623,11575.0,0.11602222489689179,339.038208,113.0,1783.189504,0.0,0.0,0.0,1.0333333333333332,7197.0,0.11310091683976065,206653.11232,2.719744,234.0,0.04200000000003001,4000.333824,0.0,18161.0,2.1,2.8000000000000003,14232.121344,65.0,,,,,,,,,,,,,,
5,5,,,1680689553,3.033333333333333,0.0,0.02400000000000091,2539.073536,0.004086364513897926,13574.0,0.0642963917011027,702.844928,114.0,2088.28416,0.0,0.0,0.0,1.0333333333333332,7956.0,0.06777618648717582,206547.103744,2.719744,421.0,0.04200000000003001,3957.772288,0.0,20295.0,2.1,2.8000000000000003,16311.717888,74.0,,,,,,,,,,,,,,
6,6,,,1680689554,3.5333333333333337,0.0,0.027999999999991587,5233.762304,0.00408061368376052,19144.0,0.14271786944885698,1525.968896,115.0,5037.52704,0.0,0.0,0.0,8.933333333333334,10403.0,0.09339982757539039,203026.501632,2.719744,793.0,0.043000000000006366,6092.353536,0.0,945515.0,3.8,4.433333333333334,21917.544448,82.0,,,,,,,,,,,,,,
7,7,,,1680689555,3.5333333333333337,0.0,0.03200000000001069,5787.541504,0.004077138038787353,24118.0,0.18519125449733792,2045.632512,116.0,5784.12544,0.0,0.0,0.0,8.933333333333334,13454.0,1.935899995987612,201947.72992,2.719744,963.0,0.043000000000006366,6344.658944,0.0,979860.0,4.3,4.433333333333334,22890.377216,85.0,,,,,,,,,,,,,,
8,8,,,1680689556,3.5333333333333337,0.0,0.03999999999999204,6712.471552,0.14300360792496544,28678.0,0.7926565497476932,2182.991872,125.0,5921.56672,0.0,0.0,0.0,8.933333333333334,21660.0,237.3897557652503,200920.854528,2.719744,967.0,0.04499999999995907,6344.933376,0.0,986878.0,4.8,4.433333333333334,23070.498816,89.0,0.0025712280003062915,,,,,,,,,,,,,
9,9,,,1680689557,3.5333333333333337,0.0,0.04400000000001114,7594.9056,0.004086346046487791,29506.0,0.06296324995937762,2454.306816,126.0,6301.7984,0.0,0.0,0.0,8.933333333333334,22002.0,1.167657421376616,200038.223872,2.719744,984.0,0.04499999999995907,6476.271616,0.0,987738.0,5.2,4.433333333333334,31775.510528,93.0,,0.0004467740000109188,1.4554954889999863,0.18538532499997018,,,,,,,,,,
10,9,,,1680689557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.038724894000097265,32.0,7.1795654296875,2.6481998560002467,0.0,0.0001,0.9655761459998757,0.0,0.0
