04_peers/peer_4_epoch_oos,03_hivemind/epoch_based_sps,04_peers/peer_4_samples_accumulated,03_hivemind/optimistic_total_samples_per_second,03_hivemind/reached_TBS,04_peers/peer_2_samples_accumulated,04_peers/peer_3_samples_accumulated,04_peers/peer_1_samples_accumulated,03_hivemind/epoch_s,04_peers/peer_3_epoch,03_hivemind/overshot_TBS,04_peers/peer_2_samples_per_second,04_peers/peer_3_samples_per_second,04_peers/peer_5_samples_accumulated,03_hivemind/actual_total_samples_per_second,_runtime,04_peers/peer_4_epoch,04_peers/peer_3_epoch_oos,03_hivemind/eta_next_epoch_s,03_hivemind/next_fetch_time_s,03_hivemind/total_training_samples,03_hivemind/estimated_current_samples,03_hivemind/global_samples_accumulated,_step,04_peers/peer_1_epoch,04_peers/peer_2_epoch,04_peers/peer_5_epoch,04_peers/peer_4_samples_per_second,04_peers/peer_5_samples_per_second,03_hivemind/num_peers,03_hivemind/num_clients,03_hivemind/undershot_TBS,04_peers/peer_2_epoch_oos,04_peers/peer_5_epoch_oos,03_hivemind/per_epoch_training_samples,_timestamp,04_peers/peer_1_epoch_oos,04_peers/peer_1_samples_per_second,03_hivemind/global_epoch
0.0,,0.0,1340.33883669346,,0.0,0.0,0.0,,3.0,,117.47,119.63,0.0,1340.33883669346,266,3.0,0.0,0.0,0.5,,60189,0,202,3.0,3.0,3.0,860.94,120.99,5,0,,0.0,0.0,,1681406596.0,0.0,121.31,3
0.0,,0.0,1340.33883669346,,0.0,0.0,0.0,,3.0,,117.47,119.63,0.0,1340.33883669346,267,3.0,0.0,0.0,0.5,,61562,0,203,3.0,3.0,3.0,860.94,120.99,5,0,,0.0,0.0,,1681406597.0,0.0,121.31,3
0.0,,0.0,1340.33883669346,,0.0,0.0,0.0,,3.0,,117.47,119.63,0.0,1340.33883669346,268,3.0,0.0,0.0,0.5,,62936,0,204,3.0,3.0,3.0,860.94,120.99,5,0,,0.0,0.0,,1681406598.0,0.0,121.31,3
0.0,,0.0,1340.33883669346,,0.0,0.0,0.0,,3.0,,117.47,119.63,0.0,1340.33883669346,269,3.0,0.0,0.0,0.5,,64307,0,205,3.0,3.0,3.0,860.94,120.99,5,0,,0.0,0.0,,1681406599.0,0.0,121.31,3
0.0,,0.0,1340.33883669346,,0.0,0.0,0.0,,3.0,,117.47,119.63,0.0,1340.33883669346,270,3.0,0.0,0.0,0.5,,65693,0,206,3.0,3.0,3.0,860.94,120.99,5,0,,0.0,0.0,,1681406600.0,0.0,121.31,3
0.0,,0.0,1340.33883669346,,0.0,0.0,0.0,,3.0,,117.47,119.63,0.0,1340.33883669346,271,3.0,0.0,0.0,0.5,,67066,0,207,3.0,3.0,3.0,860.94,120.99,5,0,,0.0,0.0,,1681406601.0,0.0,121.31,3
0.0,,0.0,1340.33883669346,,0.0,0.0,0.0,,3.0,,117.47,119.63,0.0,1340.33883669346,272,3.0,0.0,0.0,0.5,,68439,0,208,3.0,3.0,3.0,860.94,120.99,5,0,,0.0,0.0,,1681406602.0,0.0,121.31,3
0.0,,0.0,1340.33883669346,,0.0,0.0,0.0,,3.0,,117.47,119.63,0.0,1340.33883669346,273,3.0,0.0,0.0,0.5,,69814,0,209,3.0,3.0,3.0,860.94,120.99,5,0,,0.0,0.0,,1681406603.0,0.0,121.31,3
0.0,,0.0,1340.33883669346,,0.0,0.0,0.0,,3.0,,117.47,119.63,0.0,1340.33883669346,274,3.0,0.0,0.0,0.5,,71195,0,210,3.0,3.0,3.0,860.94,120.99,5,0,,0.0,0.0,,1681406604.0,0.0,121.31,3
0.0,,0.0,1340.33883669346,,0.0,0.0,0.0,,3.0,,117.47,119.63,0.0,1340.33883669346,275,3.0,0.0,0.0,0.5,,72569,0,211,3.0,3.0,3.0,860.94,120.99,5,0,,0.0,0.0,,1681406605.0,0.0,121.31,3
0.0,,0.0,1340.33883669346,,0.0,0.0,0.0,,3.0,,117.47,119.63,0.0,1340.33883669346,276,3.0,0.0,0.0,0.5,,73947,0,212,3.0,3.0,3.0,860.94,120.99,5,0,,0.0,0.0,,1681406606.0,0.0,121.31,3
0.0,,0.0,1340.33883669346,,0.0,0.0,0.0,,3.0,,117.47,119.63,0.0,1340.33883669346,277,3.0,0.0,0.0,0.5,,75331,0,213,3.0,3.0,3.0,860.94,120.99,5,0,,0.0,0.0,,1681406607.0,0.0,121.31,3
0.0,,0.0,1340.33883669346,,0.0,0.0,0.0,,3.0,,117.47,119.63,0.0,1340.33883669346,278,3.0,0.0,0.0,0.5,,76704,0,214,3.0,3.0,3.0,860.94,120.99,5,0,,0.0,0.0,,1681406608.0,0.0,121.31,3
0.0,,0.0,1340.33883669346,,0.0,0.0,0.0,,3.0,,117.47,119.63,0.0,1340.33883669346,279,3.0,0.0,0.0,0.5,,78088,0,215,3.0,3.0,3.0,860.94,120.99,5,0,,0.0,0.0,,1681406609.0,0.0,121.31,3
0.0,,0.0,1340.33883669346,,0.0,0.0,0.0,,3.0,,117.47,119.63,0.0,1340.33883669346,280,3.0,0.0,0.0,0.5,,79458,0,216,3.0,3.0,3.0,860.94,120.99,5,0,,0.0,0.0,,1681406610.0,0.0,121.31,3
