disk/time/disk_read_time_sys_s,disk/time/disk_write_time_sys_s,disk/counter/disk_read_sys_count,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,_timestamp,02_timing/backward_time_s,02_timing/loss_calc_time_s,cpu/interrupts/interrupts_count,cpu/interrupts/ctx_switches_count,process/memory/text_resident_set_proc_MB,03_hivemind/global_epoch,02_timing/opt_step_time_s,memory/used_memory_sys_MB,process/memory/lib_memory_proc_MB,01_general/dataset_iteration_count,cpu/interrupts/soft_interrupts_count,cpu/load/avg_sys_load_five_min_percent,01_general/locally_processed_samples,01_general/lr,01_general/step,02_timing/step_time_s,03_hivemind/num_peers,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_percent,process/voluntary_proc_ctx_switches,process/memory/shared_memory_proc_MB,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,bandwidth/net_recv_sys_bandwidth_Mbits,cpu/load/avg_sys_load_fifteen_min_percent,cpu/logical_core_count,02_timing/forward_time_s,memory/available_memory_sys_MB,process/involuntary_proc_ctx_switches,_runtime,memory/total_memory_sys_MB,02_timing/dataload_cuda_move_time_s,02_timing/dataload_time_s,process/memory/dirty_pages_proc_count,bandwidth/net_sent_sys_bandwidth_Mbits,_step,01_general/minibatch_loss,bandwidth/disk_write_sys_bandwidth_MBs,process/memory/data_resident_set_proc_MB,process/memory/virtual_memory_size_proc_MB
0.012000000000000455,0.1269999999999527,59.0,281.0,5833.056256,1681394175.0,,,978230.0,29810.0,2.719744,,,5763.923968,6393.67168,,19114.0,0.6,,,,,,0.12399999999999523,4.3,904.0,2045.636608,0.832628917567666,0.26666666666666666,1.035142177964155,0.5666666666666667,,,201969.053696,224.0,9,,,,0.0,0.537771396092832,10,,0.004081514298746927,0.0,22939.389952
0.012000000000000455,0.12799999999992906,60.0,282.0,5941.817344,1681394176.0,,,985666.0,34588.0,2.719744,,,6559.768576,6393.946112,,28164.0,0.6333333333333333,,,,,,0.1319999999999908,4.7,909.0,2154.299392,0.03676389270712607,0.5333333333333333,238.22525373402775,0.6,,,201071.08352,231.0,10,,0.0026066550001360156,,0.0,0.8138399312898522,11,,0.0040848769716660405,0.0,23119.511552
0.012000000000000455,0.12799999999992906,61.0,283.0,6213.656576,1681394177.0,,0.0002517590000934433,987084.0,35563.0,2.719744,,,7512.256512,6425.350144,,28688.0,0.6333333333333333,,,,,,0.14399999999999125,5.2,914.0,2419.007488,0.06537979507870464,0.5333333333333333,1.263900298784643,0.6,,1.4555211290000898,200118.595584,244.0,11,,,,0.0,0.1923404615960928,12,,0.004086237189356812,0.0,31488.978944
,,,,,1681394178.0,0.18633530700003575,,,,,0.0,0.03829323599984491,,,0.0,,,32.0,0.0001,0.0,2.62459224200029,1.0,,,,,,,,,,,,,12,,,0.9415841560000899,,,13,7.1795654296875,,,
,,,,,1681394178.0,0.13694966899993233,0.0003548879999470955,,,,0.0,0.03869517399994038,,,0.0,,,64.0,0.0001,1.0,0.1990090569995573,1.0,,,,,,,,,,0.016800547999991977,,,12,,0.0030441839999184594,0.003164593999827048,,,14,7.2235107421875,,,
,,,,,1681394178.0,0.13703690699981053,0.0003240959999857296,,,,0.0,0.038377049000018815,,,0.0,,,96.0,0.0001,2.0,0.19863611799974024,1.0,,,,,,,,,,0.016936359000055745,,,12,,0.0030817199999546574,0.002879986999914763,,,15,7.1915283203125,,,
0.012000000000000455,0.13199999999994816,61.0,289.0,6350.303232,1681394178.0,,0.0003835560000879923,990531.0,39045.0,2.719744,,,7624.84736,6525.263872,,31703.0,0.6333333333333333,,,,,,0.1599999999999966,5.2,964.0,2453.639168,0.0,0.5333333333333333,56.55585047936778,0.6,,0.018294472999969003,200024.891392,269.0,12,,0.003041762000066228,,0.0,1.0933541407891014,16,,0.159392101122486,0.0,31824.523264
,,,,,1681394179.0,0.13776233100020363,,,,,0.0,0.03868175499997051,,,0.0,,,128.0,0.0001,3.0,0.20128414500027247,1.0,,,,,,,,,,,,,13,,,0.0031202679999751126,,,17,7.15283203125,,,
,,,,,1681394179.0,0.138368987000149,0.00039663600000494625,,,,0.0,0.038509425000029296,,,0.0,,,160.0,0.0001,4.0,0.20011303900014354,1.0,,,,,,,,,,0.016837991000102193,,,13,,0.0030562869999357645,0.0029437129999223544,,,18,7.035400390625,,,
,,,,,1681394179.0,0.13677866800003358,0.0004002700000000914,,,,0.0,0.03845035300014388,,,0.0,,,192.0,0.0001,5.0,0.19911746600041624,1.0,,,,,,,,,,0.017319331999942733,,,13,,0.0029994240001087746,0.0031694190001871902,,,19,7.1494140625,,,
0.012000000000000455,0.15800000000001546,61.0,334.0,6350.29504,1681394179.0,,0.00037767399999211193,995217.0,42747.0,2.719744,,,7634.956288,6525.526016,,37310.0,0.6333333333333333,,,,,,0.1799999999999926,5.2,998.0,2453.618688,0.0,0.5333333333333333,93.41072534892568,0.6,,0.01770670400014751,200014.897152,285.0,13,,0.0030380670000340615,,0.0,1.475246595238285,20,,0.2534075817311567,0.0,31824.785408
,,,,,1681394180.0,0.13781186599999273,,,,,0.0,0.03880462500001158,,,0.0,,,224.0,0.0001,6.0,0.20066335800015622,1.0,,,,,,,,,,,,,14,,,0.0029244219999782217,,,21,7.2816162109375,,,
,,,,,1681394180.0,0.13718569299999217,0.00042706499993983016,,,,0.0,0.03847804400015775,,,0.0,,,256.0,0.0001,7.0,0.19897472099978586,1.0,,,,,,,,,,0.01698651499987136,,,14,,0.003044826999939687,0.002852576999885059,,,22,7.1248779296875,,,
,,,,,1681394180.0,0.13869767699998192,0.0003989750000528147,,,,0.0,0.03877160599995477,,,0.0,,,288.0,0.0001,8.0,0.20096249900007024,1.0,,,,,,,,,,0.0171513740001501,,,14,,0.003057170999909431,0.0028856960000211984,,,23,7.3597412109375,,,
0.012000000000000455,0.15899999999999181,61.0,338.0,6350.323712,1681394180.0,,0.000384879999955956,1000486.0,47069.0,2.719744,,,7636.893696,6525.526016,,43655.0,0.6333333333333333,,,,,,0.20399999999999352,5.2,1047.0,2453.639168,0.0,0.5333333333333333,89.9988903874022,0.6,,0.018638231000068117,200013.156352,303.0,14,,0.0030045690000406466,,0.0,1.4639435376153092,24,,0.016347635580453834,0.0,31824.789504
,,,,,1681394181.0,0.1368268869998701,,,,,0.0,0.03838028900008794,,,0.0,,,320.0,0.0001,9.0,0.20000049800000852,1.0,,,,,,,,,,,,,15,,,0.0027656419999857462,,,25,6.9808349609375,,,
,,,,,1681394181.0,0.1375716369998372,0.0004195269998490403,,,,0.0,0.03876094399993235,,,0.0,,,352.0,0.0001,10.0,0.20039621299974897,1.0,,,,,,,,,,0.017358136999973794,,,15,,0.0030543000000307075,0.0032316680001258646,,,26,7.1771240234375,,,
,,,,,1681394181.0,0.1380462089998673,0.00043348899998818524,,,,0.0,0.0386237909999636,,,0.0,,,384.0,0.0001,11.0,0.20023204600011013,1.0,,,,,,,,,,0.017145126000059463,,,15,,0.003031896000038614,0.002951535000192962,,,27,7.3497314453125,,,
0.012000000000000455,0.16199999999992087,61.0,346.0,6350.307328,1681394181.0,,0.00036726100006490014,1006068.0,51656.0,2.719744,,,7642.836992,6525.526016,,50117.0,0.7000000000000001,,,,,,0.21999999999999886,5.2,1078.0,2453.618688,0.0,0.7666666666666667,95.59794110624658,0.6,,0.017064540000092165,200006.803456,337.0,15,,0.0030472769999505545,,0.0,1.5610636912699667,28,,0.08582641390414962,0.0,31824.789504
,,,,,1681394182.0,0.13856646900012493,,,,,0.0,0.03851578800004063,,,0.0,,,416.0,0.0001,12.0,0.2004630110002381,1.0,,,,,,,,,,,,,16,,,0.0029016759999649366,,,29,7.1239013671875,,,
,,,,,1681394182.0,0.13792481199993745,0.0003904510001575545,,,,0.0,0.03891978799993012,,,0.0,,,448.0,0.0001,13.0,0.2002457589999267,1.0,,,,,,,,,,0.017056913999795142,,,16,,0.003028690000064671,0.002925104000041756,,,30,7.11328125,,,
,,,,,1681394182.0,0.13840209500017409,0.0003867160000936565,,,,0.0,0.03855502900000829,,,0.0,,,480.0,0.0001,14.0,0.20055307600046035,1.0,,,,,,,,,,0.017174587999988944,,,16,,0.00306409200015878,0.002970556000036595,,,31,7.450927734375,,,
0.012000000000000455,0.16300000000001091,61.0,350.0,6350.336,1681394182.0,,0.00038938900001994625,1010745.0,55902.0,2.719744,,,7644.585984,6525.526016,,55240.0,0.7000000000000001,,,,,,0.23599999999999,5.2,1123.0,2453.639168,0.0,0.7666666666666667,87.18600021342245,0.6,,0.017264163999925586,200005.496832,358.0,16,,0.0030159779998939484,,0.0,1.460898893356164,32,,0.016348133378566717,0.0,31824.789504
,,,,,1681394183.0,0.13789251299999705,,,,,0.0,0.038902525000139576,,,0.0,,,512.0,0.0001,15.0,0.20042347200001132,1.0,,,,,,,,,,,,,17,,,0.002958903000035207,,,33,7.2388916015625,,,
,,,,,1681394183.0,0.13753625599997577,0.0003835640000033891,,,,0.0,0.038492453000117166,,,0.0,,,544.0,0.0001,16.0,0.1996888610001406,1.0,,,,,,,,,,0.017243441999880815,,,17,,0.0030575560001580016,0.002975590000005468,,,34,7.1322021484375,,,
,,,,,1681394183.0,0.13873957900000278,0.0003951319999941916,,,,0.0,0.038528821999989304,,,0.0,,,576.0,0.0001,17.0,0.20055857500005914,1.0,,,,,,,,,,0.01691476399992098,,,17,,0.0030223890000797837,0.0029578890000721003,,,35,7.00604248046875,,,
0.012000000000000455,0.16399999999998727,61.0,354.0,6350.319616,1681394183.0,,0.00037627599999723316,1015146.0,59874.0,2.719744,,,7646.892032,6525.526016,,59775.0,0.7000000000000001,,,,,,0.2599999999999909,5.2,1157.0,2453.618688,0.0,0.7666666666666667,83.07022311281413,0.6,,0.017000938999899518,200003.166208,387.0,17,,0.003070621000006213,,0.0,1.5938192949042513,36,,0.016348829561699075,0.0,31824.789504
,,,,,1681394184.0,0.13904207700011284,,,,,0.0,0.038680001999864544,,,0.0,,,608.0,0.0001,18.0,0.20111792499983494,1.0,,,,,,,,,,,,,18,,,0.002948009999954593,,,37,7.29638671875,,,
,,,,,1681394184.0,0.13813900400009516,0.0003797970000505302,,,,0.0,0.039848031000019546,,,0.0,,,640.0,0.0001,19.0,0.20131863400024486,6.0,,,,,,,,,,0.01705403200003275,,,18,,0.0030125640000733256,0.00288520599997355,,,38,7.40576171875,,,
,,,,,1681394184.0,0.13851749900004506,0.0003768430001400702,,,,0.0,0.03865496399998847,,,0.0,,,672.0,0.0001,20.0,0.20086526800014326,6.0,,,,,,,,,,0.017481653999993796,,,18,,0.0030268770001384837,0.002807430999837379,,,39,7.2027587890625,,,
0.012000000000000455,0.16800000000000637,61.0,368.0,6350.741504,1681394184.0,,0.00038314699986585765,1019929.0,64248.0,2.719744,,,7651.610624,6534.36928,,64607.0,0.7000000000000001,,,,,,0.28000000000000114,5.2,1191.0,2453.651456,0.0,0.7666666666666667,89.66633399909604,0.6,,0.017035733000057007,199998.042112,408.0,18,,0.0030579169999782607,,0.0,1.3416427590642717,40,,0.07356847287747535,0.0,31900.553216
,,,,,1681394185.0,0.13856803900011982,,,,,0.0,0.03872511800000211,,,0.0,,,704.0,0.0001,21.0,0.20054350800000975,6.0,,,,,,,,,,,,,19,,,0.0027735539999866887,,,41,7.096435546875,,,
,,,,,1681394185.0,0.1388829719999194,0.0004102689999854192,,,,0.0,0.03850338799998099,,,0.0,,,736.0,0.0001,22.0,0.20065238600000157,6.0,,,,,,,,,,0.016926206000107413,,,19,,0.0030712719999428373,0.0028582790000655223,,,42,7.066650390625,,,
,,,,,1681394185.0,0.1389171759999499,0.00038154999992912053,,,,0.0,0.038599220000151035,,,0.0,,,768.0,0.0001,23.0,0.20069467799999074,6.0,,,,,,,,,,0.016911635000042224,,,19,,0.0030563630000415287,0.002828733999876931,,,43,7.116943359375,,,
0.012000000000000455,0.16899999999998272,61.0,372.0,6350.729216,1681394185.0,,0.00038175999998202315,1024658.0,68423.0,2.719744,,,7656.554496,6534.373376,,69816.0,0.7000000000000001,,,,,,0.29599999999999227,5.3,1228.0,2453.622784,0.0,0.7666666666666667,94.45913685165198,0.6,,0.016949235000083718,199993.540608,424.0,19,,0.0030340000000705913,,0.0,1.838318750660401,44,,0.016348203383857757,0.0,31900.553216
,,,,,1681394186.0,0.13640784099993652,,,,,0.0,0.03856245800011493,,,0.0,,,800.0,0.0001,24.0,0.1981530340003701,6.0,,,,,,,,,,,,,20,,,0.0028177400001823116,,,45,7.2431640625,,,
,,,,,1681394186.0,0.1396913080000104,0.0004062519999479264,,,,0.0,0.03858191299991631,,,0.0,,,832.0,0.0001,25.0,0.20167824899999687,6.0,,,,,,,,,,0.016968174000112413,,,20,,0.0030694310000853875,0.002961170999924434,,,46,7.0892333984375,,,
,,,,,1681394186.0,0.13876543499986838,0.00039259799996216316,,,,0.0,0.03892666399997324,,,0.0,,,864.0,0.0001,26.0,0.20101513699978568,6.0,,,,,,,,,,0.017032653000114806,,,20,,0.0029966419999709615,0.0029011449998961325,,,47,7.0948486328125,,,
0.012000000000000455,0.17200000000002547,61.0,378.0,6350.782464,1681394186.0,,0.0004375080000045273,1029404.0,72789.0,2.719744,,,7680.22528,6534.381568,,74833.0,0.7333333333333333,,,,,,0.3199999999999932,5.3,1259.0,2453.64736,0.0,0.9666666666666666,96.61261306232552,0.6333333333333333,,0.017583985000101165,199969.390592,448.0,20,,0.0030231980001644843,,0.0,1.8161859188917695,48,,0.053134075316933684,0.0,31900.553216
,,,,,1681394187.0,0.13789729499990244,,,,,0.0,0.03891028099997129,,,0.0,,,896.0,0.0001,27.0,0.20089381900015724,6.0,,,,,,,,,,,,,21,,,0.0030415520000133256,,,49,7.3531494140625,,,
,,,,,1681394187.0,0.139204589999963,0.0004103330002180883,,,,0.0,0.03887871000006271,,,0.0,,,928.0,0.0001,28.0,0.20160589099987192,6.0,,,,,,,,,,0.01722082599985697,,,21,,0.003103069999951913,0.0027883619998192444,,,50,7.4713134765625,,,
,,,,,1681394187.0,0.13877697299994907,0.0003862769999614102,,,,0.0,0.03892967599995245,,,0.0,,,960.0,0.0001,29.0,0.20110185799990177,6.0,,,,,,,,,,0.017082186999914484,,,21,,0.0030705880001278274,0.0028561569999965286,,,51,7.1494140625,,,
0.012000000000000455,0.17300000000000182,61.0,382.0,6350.770176,1681394187.0,,0.0004283149999082525,1034548.0,77299.0,2.719744,,,7684.947968,6534.38976,,80462.0,0.7333333333333333,,,,,,0.3359999999999985,5.3,1297.0,2453.622784,0.0,0.9666666666666666,99.79546609692301,0.6333333333333333,,0.017156808999970963,199964.708864,465.0,21,,0.0030520339998929558,,0.0,2.0825475196112424,52,,0.01634704059592112,0.0,31900.553216
,,,,,1681394188.0,0.13892113300016717,,,,,0.0,0.03873909300000378,,,0.0,,,992.0,0.0001,30.0,0.20096936999993886,6.0,,,,,,,,,,,,,22,,,0.0026719859999957407,,,53,7.177978515625,,,
,,,,,1681394188.0,0.13910924599986174,0.00042707300008260063,,,,0.0,0.03884075199994186,,,0.0,,,1024.0,0.0001,31.0,0.20129550099977678,6.0,,,,,,,,,,0.017008824999948047,,,22,,0.0030578869998407754,0.002851718000101755,,,54,7.30322265625,,,
,,,,,1681394188.0,0.1384660950000125,0.00039764699999977893,,,,0.0,0.03874864299996261,,,0.0,,,1056.0,0.0001,32.0,0.2004106839999622,6.0,,,,,,,,,,0.016869467999867993,,,22,,0.0031004180000309134,0.0028284130000884034,,,55,7.3575439453125,,,
0.012000000000000455,0.17399999999997817,61.0,386.0,6350.80704,1681394188.0,,0.00039188400000966794,1039248.0,81667.0,2.719744,,,7687.143424,6534.426624,,85449.0,0.7333333333333333,,,,,,0.35200000000000387,5.3,1332.0,2453.64736,0.0,0.9666666666666666,96.14102626553183,0.6333333333333333,,0.01697100199999113,199962.451968,487.0,22,,0.0030210039999474247,,0.0,1.9058877974172308,56,,0.016348246165164095,0.0,31900.553216
,,,,,1681394189.0,0.13924181999982466,,,,,0.0,0.038723921999917366,,,0.0,,,1088.0,0.0001,33.0,0.20136944199953177,6.0,,,,,,,,,,,,,23,,,0.0030198099998415273,,,57,7.06396484375,,,
,,,,,1681394189.0,0.1401819739999155,0.0003852160000406002,,,,0.0,0.03863178400001743,,,0.0,,,1120.0,0.0001,34.0,0.20222291799996128,6.0,,,,,,,,,,0.01708336599995164,,,23,,0.0030941229999825737,0.0028464550000535382,,,58,7.3204345703125,,,
,,,,,1681394189.0,0.1396062809999421,0.0003942340001685807,,,,0.0,0.038845019999826036,,,0.0,,,1152.0,0.0001,35.0,0.2017948709999473,6.0,,,,,,,,,,0.017014458999938142,,,23,,0.002987044000064998,0.0029478330000074493,,,59,7.063232421875,,,
0.012000000000000455,0.17899999999997362,61.0,397.0,6350.790656,1681394189.0,,0.00040670899988981546,1044068.0,85989.0,2.719744,,,7691.792384,6534.434816,,90697.0,0.7333333333333333,,,,,,0.37599999999999056,5.3,1366.0,2453.622784,0.0,0.9666666666666666,94.70428117118924,0.6333333333333333,,0.016998977000184823,199957.83168,513.0,23,,0.0030202899999949295,,0.0,2.094316114898887,60,,0.13487717006644076,0.0,31900.553216
,,,,,1681394190.0,0.13870113799998762,,,,,0.0,0.038705861999915214,,,0.0,,,1184.0,0.0001,36.0,0.20055218699985744,6.0,,,,,,,,,,,,,24,,,0.0027192109998850356,,,61,7.091552734375,,,
,,,,,1681394190.0,0.13899767299994892,0.0004397079999307607,,,,0.0,0.038784467000141376,,,0.0,,,1216.0,0.0001,37.0,0.20130019100020036,6.0,,,,,,,,,,0.01714359300012802,,,24,,0.003091615000130332,0.0028431349999209488,,,62,7.349609375,,,
,,,,,1681394190.0,0.13997482599984323,0.0003900220001469279,,,,0.0,0.038594532999923103,,,0.0,,,1248.0,0.0001,38.0,0.20223316899978272,6.0,,,,,,,,,,0.017386957999860897,,,24,,0.0030234199998631084,0.00286341000014545,,,63,7.1668701171875,,,
0.012000000000000455,0.17999999999994998,61.0,401.0,6350.823424,1681394190.0,,0.000411048999922059,1049518.0,91837.0,2.719744,,,7737.765888,6534.438912,,97281.0,0.7333333333333333,,,,,,0.3919999999999959,5.3,1400.0,2453.64736,0.0,0.9666666666666666,107.9308745919252,0.6333333333333333,,0.017154488999949535,199911.899136,534.0,24,,0.0031226920000335667,,0.0,2.0902280124413637,64,,0.01634855341930635,0.0,31900.553216
,,,,,1681394191.0,0.1390906769997855,,,,,0.0,0.038660334000041985,,,0.0,,,1280.0,0.0001,39.0,0.20123583799977496,6.0,,,,,,,,,,,,,25,,,0.0027965970000423113,,,65,7.2569580078125,,,
,,,,,1681394191.0,0.13886858399996527,0.00037249799993333,,,,0.0,0.039033253999832596,,,0.0,,,1312.0,0.0001,40.0,0.2009948469997198,6.0,,,,,,,,,,0.01698769400013589,,,25,,0.003008490999945934,0.002724325999906796,,,66,7.382568359375,,,
,,,,,1681394191.0,0.1388964349998787,0.0004074179998951877,,,,0.0,0.038811727000165774,,,0.0,,,1344.0,0.0001,41.0,0.2016090750003059,6.0,,,,,,,,,,0.017245154000192997,,,25,,0.0031772580000506423,0.0030710830001225986,,,67,7.0662841796875,,,
0.012000000000000455,0.18200000000001637,61.0,405.0,6350.80704,1681394191.0,,0.0003725280000708153,1054176.0,97528.0,2.719744,,,7740.035072,6534.447104,,102522.0,0.7666666666666667,,,,,,0.41199999999999193,5.3,1446.0,2453.618688,0.0,1.1666666666666665,94.76636802669437,0.6333333333333333,,0.017063755999970454,199910.014976,549.0,25,,0.003101929999957065,,0.0,2.158824269857409,68,,0.016346566194845195,0.0,31900.553216
,,,,,1681394192.0,0.13970105499993224,,,,,0.0,0.03875687400000061,,,0.0,,,1376.0,0.0001,42.0,0.20173285199985003,6.0,,,,,,,,,,,,,26,,,0.0027367089999188465,,,69,7.3431396484375,,,
,,,,,1681394192.0,0.13914785400015717,0.00039747799996803224,,,,0.0,0.03893341799994232,,,0.0,,,1408.0,0.0001,43.0,0.201802798000017,6.0,,,,,,,,,,0.01740345499979412,,,26,,0.003045678000034968,0.0028749150001203816,,,70,7.4068603515625,,,
,,,,,1681394192.0,0.13840520799999467,0.0003928579999410431,,,,0.0,0.038898825000160286,,,0.0,,,1440.0,0.0001,44.0,0.20102777800002514,6.0,,,,,,,,,,0.017208998999876712,,,26,,0.0030882020000717603,0.003033685999980662,,,71,7.2760009765625,,,
0.012000000000000455,0.18200000000001637,61.0,409.0,6350.831616,1681394192.0,,0.0005415609998635773,1058899.0,104144.0,2.719744,,,7743.889408,6534.455296,,107273.0,0.7666666666666667,,,,,,0.42799999999999727,5.3,1495.0,2453.643264,0.0,1.1666666666666665,93.18595416169971,0.6333333333333333,,0.018433641000001444,199905.75104,575.0,26,,0.0030137219998778164,,0.0,1.929912911196643,72,,0.01634876732997709,0.0,31900.553216
,,,,,1681394193.0,0.1370250530001158,,,,,0.0,0.038890846999947826,,,0.0,,,1472.0,0.0001,45.0,0.20088678699971751,6.0,,,,,,,,,,,,,27,,,0.0029819629999110475,,,73,7.0556640625,,,
,,,,,1681394193.0,0.14087069299989707,0.00038246899998739536,,,,0.0,0.03879449099986232,,,0.0,,,1504.0,0.0001,46.0,0.2029691189998175,6.0,,,,,,,,,,0.016968221000070116,,,27,,0.0030232560000058584,0.002929988999994748,,,74,7.2882080078125,,,
,,,,,1681394193.0,0.14102578300003188,0.0004003289998308901,,,,0.0,0.03912802800005011,,,0.0,,,1536.0,0.0001,47.0,0.20356424999999945,6.0,,,,,,,,,,0.01706815999978062,,,27,,0.00309456200011482,0.002847388000191131,,,75,7.2786865234375,,,
0.012000000000000455,0.18399999999996908,61.0,413.0,6350.811136,1681394193.0,,0.0003934090000257129,1063183.0,110295.0,2.719744,,,7742.734336,6534.459392,,112001.0,0.7666666666666667,,,,,,0.4440000000000026,5.3,1530.0,2453.618688,0.0,1.1666666666666665,85.1868254285987,0.6333333333333333,,0.017331100999854243,199907.00032,591.0,27,,0.003061437000042133,,0.0,2.1599462043169875,76,,0.016348775116176745,0.0,31900.553216
,,,,,1681394194.0,0.13849052599994138,,,,,0.0,0.039147500000126456,,,0.0,,,1568.0,0.0001,48.0,0.2012675810001383,6.0,,,,,,,,,,,,,28,,,0.0028436080001483788,,,77,7.6488037109375,,,
,,,,,1681394194.0,0.13868850199992266,0.0003798899999765126,,,,0.0,0.03902444400000604,,,0.0,,,1600.0,0.0001,49.0,0.20108708099996875,8.0,,,,,,,,,,0.017154830999970727,,,28,,0.0030647319999843603,0.0027746820001084416,,,78,7.4776611328125,,,
,,,,,1681394194.0,0.13805082999988372,0.00039504300002590753,,,,0.0,0.03911913799993272,,,0.0,,,1632.0,0.0001,50.0,0.20033832199987955,8.0,,,,,,,,,,0.017041451000068264,,,28,,0.003057969999872512,0.002673890000096435,,,79,7.15478515625,,,
