memory/total_memory_sys_MB,memory/available_memory_sys_MB,disk/counter/disk_write_sys_count,process/memory/lib_memory_proc_MB,_runtime,03_hivemind/global_epoch,02_timing/opt_step_time_s,02_timing/loss_calc_time_s,02_timing/dataload_cuda_move_time_s,bandwidth/disk_write_sys_bandwidth_MBs,_step,01_general/step,02_timing/backward_time_s,cpu/load/avg_sys_load_one_min_percent,process/memory/dirty_pages_proc_count,bandwidth/net_recv_sys_bandwidth_Mbits,cpu/load/avg_sys_load_fifteen_min_percent,01_general/lr,process/memory/shared_memory_proc_MB,bandwidth/disk_read_sys_bandwidth_MBs,process/involuntary_proc_ctx_switches,_timestamp,process/voluntary_proc_ctx_switches,cpu/load/avg_sys_load_five_min_percent,cpu/logical_core_count,process/memory/data_resident_set_proc_MB,process/memory/text_resident_set_proc_MB,cpu/interrupts/interrupts_count,01_general/locally_processed_samples,process/memory/virtual_memory_size_proc_MB,memory/used_memory_sys_MB,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_percent,cpu/interrupts/ctx_switches_count,02_timing/step_time_s,02_timing/forward_time_s,01_general/minibatch_loss,02_timing/dataload_time_s,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/resident_set_size_proc_MB,01_general/dataset_iteration_count,cpu/interrupts/soft_interrupts_count,03_hivemind/num_peers,disk/time/disk_read_time_sys_s,disk/time/disk_write_time_sys_s,disk/counter/disk_read_sys_count
,202096.779264,321.0,6317.109248,21,,,,,0.08580428702883504,21,,,0.5333333333333333,0.0,0.016902295382592733,0.6666666666666667,,2044.993536,0.0,440.0,1681394114.0,729.0,0.8,,0.0,2.719744,1011066.0,,22795.792384,5636.722688,0.15200000000000102,4.3,30681.0,,,,,0.0752303770285009,5764.452352,,12783.0,,0.0050000000000003375,0.2189999999999941,47.0
,202096.779264,322.0,6317.109248,22,,,,,0.004085930095259062,22,,,0.5333333333333333,0.0,0.006695498721953304,0.6666666666666667,,2044.993536,0.0,440.0,1681394115.0,729.0,0.8,,0.0,2.719744,1011416.0,,22795.792384,5636.722688,0.1559999999999917,4.3,31317.0,,,,,0.009081618053948718,5764.452352,,12926.0,,0.0050000000000003375,0.2189999999999941,47.0
,202095.550464,323.0,6317.109248,23,,,,,0.00408605156244918,23,,,0.5333333333333333,0.0,0.01882616336585044,0.6666666666666667,,2044.993536,0.0,440.0,1681394116.0,729.0,0.8,,0.0,2.719744,1011937.0,,22795.792384,5637.951488,0.1599999999999966,4.3,32056.0,,,,,0.055856005677708,5764.452352,,13122.0,,0.0050000000000003375,0.21999999999997044,47.0
,202095.292416,324.0,6317.109248,24,,,,,0.004085421924486216,24,,,0.5333333333333333,0.0,0.020291460827212192,0.6666666666666667,,2044.993536,0.0,440.0,1681394117.0,729.0,0.8,,0.0,2.719744,1012329.0,,22795.792384,5638.209536,0.16400000000000148,4.3,32725.0,,,,,0.026028606062460477,5764.452352,,13312.0,,0.0050000000000003375,0.21999999999997044,47.0
,202095.034368,325.0,6317.109248,25,,,,,0.0040862459365905365,25,,,0.5,0.0,0.01899465885930988,0.6333333333333333,,2044.993536,0.0,440.0,1681394118.0,729.0,0.8,,0.0,2.719744,1012955.0,,22795.792384,5638.467584,0.16799999999999216,4.3,33454.0,,,,,0.05559529143669238,5764.452352,,13561.0,,0.0050000000000003375,0.21999999999997044,47.0
,202094.03904,379.0,6317.109248,26,,,,,0.3061276092171736,26,,,0.5,0.0,0.03616132383776808,0.6333333333333333,,2044.993536,0.0,440.0,1681394119.0,729.0,0.8,,0.0,2.719744,1013503.0,,22795.792384,5639.45472,0.1839999999999975,4.3,34246.0,,,,,0.028842960680666038,5764.452352,,13840.0,,0.0050000000000003375,0.25499999999999545,47.0
,202093.551616,380.0,6317.109248,27,,,,,0.0040834060265500845,27,,,0.5,0.0,0.016277796303130743,0.6333333333333333,,2044.993536,0.0,440.0,1681394120.0,729.0,0.8,,0.0,2.719744,1013918.0,,22795.792384,5639.942144,0.1880000000000024,4.3,34989.0,,,,,0.0535069747121546,5764.452352,,14015.0,,0.0050000000000003375,0.25499999999999545,47.0
,202093.555712,381.0,6317.109248,28,,,,,0.004083346822854504,28,,,0.5,0.0,0.006994326496293613,0.6333333333333333,,2044.993536,0.0,440.0,1681394121.0,729.0,0.8,,0.0,2.719744,1014320.0,,22795.792384,5639.938048,0.19199999999999307,4.3,35708.0,,,,,0.00902004933614913,5764.452352,,14194.0,,0.0050000000000003375,0.25499999999999545,47.0
,202093.297664,382.0,6317.109248,29,,,,,0.004083369152611298,29,,,0.5,0.0,0.016524884520660026,0.6333333333333333,,2044.993536,0.0,440.0,1681394122.0,729.0,0.8,,0.0,2.719744,1014689.0,,22795.792384,5640.196096,0.19599999999999795,4.3,36375.0,,,,,0.053578269412189475,5764.452352,,14358.0,,0.0050000000000003375,0.2559999999999718,47.0
,202093.297664,383.0,6317.109248,30,,,,,0.0040834584378115395,30,,,0.4333333333333333,0.0,0.00699451768050726,0.6333333333333333,,2044.993536,0.0,440.0,1681394123.0,729.0,0.7666666666666667,,0.0,2.719744,1015103.0,,22795.792384,5640.196096,0.20000000000000284,4.3,37122.0,,,,,0.009682262787533383,5764.452352,,14521.0,,0.0050000000000003375,0.2559999999999718,47.0
,202093.297664,386.0,6317.109248,31,,,,,0.06942131809354642,31,,,0.4333333333333333,0.0,0.06213941742598978,0.6333333333333333,,2044.993536,0.0,440.0,1681394124.0,729.0,0.7666666666666667,,0.0,2.719744,1015520.0,,22795.792384,5640.196096,0.2079999999999984,4.3,37829.0,,,,,0.10871008336753508,5764.452352,,14718.0,,0.0050000000000003375,0.25799999999998136,47.0
,202093.297664,398.0,6317.109248,32,,,,,0.06533712099270592,32,,,0.4333333333333333,0.0,0.08161557117886276,0.6333333333333333,,2044.993536,0.0,440.0,1681394125.0,729.0,0.7666666666666667,,0.0,2.719744,1016146.0,,22795.79648,5640.196096,0.21599999999999397,4.3,38879.0,,,,,0.03184706104935766,5764.452352,,15011.0,,0.0050000000000003375,0.26200000000000045,47.0
,202093.297664,399.0,6317.109248,33,,,,,0.0040838457477547965,33,,,0.4333333333333333,0.0,0.015465970503235725,0.6333333333333333,,2044.993536,0.0,440.0,1681394126.0,729.0,0.7666666666666667,,0.0,2.719744,1016476.0,,22795.79648,5640.196096,0.21999999999999886,4.3,39471.0,,,,,0.04849566820474277,5764.452352,,15146.0,,0.0050000000000003375,0.26200000000000045,47.0
,202093.297664,400.0,6317.109248,34,,,,,0.004083709836453682,34,,,0.4333333333333333,0.0,0.006460556582047643,0.6333333333333333,,2044.993536,0.0,440.0,1681394127.0,729.0,0.7666666666666667,,0.0,2.719744,1016922.0,,22795.79648,5640.196096,0.22400000000000375,4.3,40208.0,,,,,0.010161418624096594,5764.452352,,15303.0,,0.0050000000000003375,0.26200000000000045,47.0
,202092.785664,401.0,6317.109248,35,,,,,0.004083648682583647,35,,,0.4,0.0,0.01754692794533111,0.6333333333333333,,2044.997632,0.0,440.0,1681394128.0,729.0,0.7666666666666667,,0.0,2.719744,1017350.0,,22795.79648,5640.687616,0.22799999999999443,4.3,40988.0,,,,,0.05497771560569287,5764.481024,,15482.0,,0.0050000000000003375,0.2629999999999768,47.0
,202092.785664,404.0,6317.109248,36,,,,,0.05716835023156818,36,,,0.4,0.0,0.008039299252674338,0.6333333333333333,,2044.997632,0.0,440.0,1681394129.0,729.0,0.7666666666666667,,0.0,2.719744,1017899.0,,22795.79648,5640.671232,0.23999999999999488,4.3,41748.0,,,,,0.009155868591661252,5764.481024,,15675.0,,0.0050000000000003375,0.26499999999998636,47.0
,202092.78976,410.0,6317.109248,37,,,,,0.03674994673863808,37,,,0.4,0.0,0.018614230832638124,0.6333333333333333,,2044.997632,0.0,440.0,1681394130.0,729.0,0.7666666666666667,,0.0,2.719744,1018335.0,,22795.79648,5640.671232,0.24800000000000466,4.3,42505.0,,,,,0.051847092825102484,5764.481024,,15862.0,,0.0050000000000003375,0.2669999999999959,47.0
,202092.78976,411.0,6317.109248,38,,,,,0.00408378264106809,38,,,0.4,0.0,0.008039947082083753,0.6333333333333333,,2044.997632,0.0,440.0,1681394131.0,729.0,0.7666666666666667,,0.0,2.719744,1018759.0,,22795.79648,5640.671232,0.25199999999999534,4.3,43288.0,,,,,0.00968303150383513,5764.481024,,16028.0,,0.0050000000000003375,0.2669999999999959,47.0
,202092.78976,412.0,6317.109248,39,,,,,0.004083919528025614,39,,,0.4,0.0,0.016399489336364904,0.6333333333333333,,2044.997632,0.0,440.0,1681394132.0,729.0,0.7666666666666667,,0.0,2.719744,1019147.0,,22795.79648,5640.671232,0.2560000000000002,4.3,43980.0,,,,,0.05267618073311418,5764.481024,,16179.0,,0.0050000000000003375,0.2669999999999959,47.0
,202092.78976,413.0,6317.109248,40,,,,,0.004083675861855319,40,,,0.36666666666666664,0.0,0.003134540265556943,0.6333333333333333,,2044.997632,0.0,440.0,1681394133.0,729.0,0.7666666666666667,,0.0,2.719744,1019560.0,,22795.79648,5640.671232,0.2599999999999909,4.3,44717.0,,,,,0.0045542557009133145,5764.481024,,16330.0,,0.0050000000000003375,0.26799999999997226,47.0
,202092.785664,414.0,6317.109248,41,,,,,0.0040835360938517255,41,,,0.36666666666666664,0.0,0.017275271814872144,0.6333333333333333,,2044.997632,0.0,440.0,1681394134.0,729.0,0.7666666666666667,,0.0,2.719744,1019940.0,,22795.79648,5640.675328,0.2639999999999958,4.3,45408.0,,,,,0.05349272764318644,5764.481024,,16484.0,,0.0050000000000003375,0.26799999999997226,47.0
,202092.785664,417.0,6317.109248,42,,,,,0.04900482093738332,42,,,0.36666666666666664,0.0,0.006907255037035241,0.6333333333333333,,2044.997632,0.0,440.0,1681394135.0,729.0,0.7666666666666667,,0.0,2.719744,1020393.0,,22795.79648,5640.675328,0.2680000000000007,4.3,46138.0,,,,,0.01016945746999744,5764.481024,,16656.0,,0.0050000000000003375,0.2699999999999818,47.0
,202092.785664,430.0,6317.109248,43,,,,,0.09800987484881298,43,,,0.36666666666666664,0.0,0.01639081158926351,0.6333333333333333,,2044.997632,0.0,440.0,1681394136.0,729.0,0.7666666666666667,,0.0,2.719744,1020786.0,,22795.79648,5640.675328,0.27599999999999625,4.3,46831.0,,,,,0.052203339102432404,5764.481024,,16810.0,,0.0050000000000003375,0.27499999999997726,47.0
,202092.785664,431.0,6317.142016,44,,,,,0.004083488526365817,44,,,0.36666666666666664,0.0,0.0070902759810765265,0.6333333333333333,,2044.997632,0.0,440.0,1681394137.0,729.0,0.7666666666666667,,0.0,2.719744,1021187.0,,22795.79648,5640.675328,0.28000000000000114,4.3,47559.0,,,,,0.00969030969384449,5764.481024,,16976.0,,0.0050000000000003375,0.27499999999997726,47.0
,202092.785664,432.0,6317.142016,45,,,,,0.004083654513936863,45,,,0.33333333333333337,0.0,0.015529053377778233,0.6333333333333333,,2044.997632,0.0,440.0,1681394138.0,729.0,0.7333333333333333,,0.0,2.719744,1021555.0,,22795.79648,5640.675328,0.2839999999999918,4.3,48228.0,,,,,0.05442745776261522,5764.481024,,17110.0,,0.0050000000000003375,0.27499999999997726,47.0
,202092.785664,433.0,6317.142016,46,,,,,0.004083940878715441,46,,,0.33333333333333337,0.0,0.008016329270501731,0.6333333333333333,,2044.997632,0.0,440.0,1681394139.0,729.0,0.7333333333333333,,0.0,2.719744,1021939.0,,22795.79648,5640.675328,0.2879999999999967,4.3,48895.0,,,,,0.008869809102605366,5764.481024,,17270.0,,0.0050000000000003375,0.27499999999997726,47.0
,202092.785664,434.0,6317.142016,47,,,,,0.004083478827585834,47,,,0.33333333333333337,0.0,0.07054369178527695,0.6333333333333333,,2044.997632,0.0,440.0,1681394140.0,729.0,0.7333333333333333,,0.0,2.719744,1022437.0,,22795.79648,5640.675328,0.2920000000000016,4.3,49738.0,,,,,0.07464312169548769,5764.481024,,17495.0,,0.0050000000000003375,0.27600000000001046,47.0
,202092.785664,440.0,6317.142016,48,,,,,0.061252080435561976,48,,,0.33333333333333337,0.0,0.00564667616561806,0.6333333333333333,,2044.997632,0.0,440.0,1681394141.0,729.0,0.7333333333333333,,0.0,2.719744,1022838.0,,22795.79648,5640.675328,0.30400000000000205,4.3,50437.0,,,,,0.003836230558665344,5764.481024,,17666.0,,0.0050000000000003375,0.27799999999996317,47.0
,202092.785664,441.0,6317.142016,49,,,,,0.0040837069243231,49,,,0.33333333333333337,0.0,0.015481396769519977,0.6333333333333333,,2044.997632,0.0,440.0,1681394142.0,729.0,0.7333333333333333,,0.0,2.719744,1023186.0,,22795.79648,5640.675328,0.3079999999999927,4.3,51063.0,,,,,0.05300843015500559,5764.481024,,17812.0,,0.0050000000000003375,0.27799999999996317,47.0
,202092.87168,442.0,6317.142016,50,,,,,0.004083828273870587,50,,,0.33333333333333337,0.0,0.007681106686553422,0.6333333333333333,,2044.997632,0.0,440.0,1681394143.0,729.0,0.7333333333333333,,0.0,2.719744,1023643.0,,22795.79648,5640.617984,0.3119999999999976,4.3,51884.0,,,,,0.009507662690342778,5764.481024,,17989.0,,0.0050000000000003375,0.27899999999999636,47.0
,202092.87168,443.0,6317.142016,51,,,,,0.0040836787739415995,51,,,0.33333333333333337,0.0,0.03163255864962724,0.6333333333333333,,2044.997632,0.0,440.0,1681394144.0,729.0,0.7333333333333333,,0.0,2.719744,1024175.0,,22795.79648,5640.617984,0.3160000000000025,4.3,52627.0,,,,,0.07348229018061915,5764.481024,,18228.0,,0.0050000000000003375,0.27899999999999636,47.0
,202033.733632,444.0,6334.189568,52,,,,,0.004081273842650766,52,,,0.33333333333333337,0.0,1.3144252555993436,0.6333333333333333,,2045.202432,0.832579863044827,441.0,1681394145.0,738.0,0.7333333333333333,,0.0,2.719744,1027585.0,,22946.85696,5699.694592,0.33199999999999363,4.3,54075.0,,,,,0.06435180409736051,5764.79232,,19333.0,,0.008000000000000007,0.27899999999999636,59.0
,201326.374912,447.0,6334.464,53,,,,0.002862840000034339,0.07749550863452824,53,,,0.33333333333333337,0.0,229.25479271625574,0.6333333333333333,,2130.284544,0.03670839882682222,453.0,1681394146.0,749.0,0.7333333333333333,,0.0,2.719744,1036209.0,,23165.530112,6305.947648,0.3439999999999941,4.6,58804.0,,,,,0.7628225144243419,5850.001408,,28827.0,,0.008000000000000007,0.2810000000000059,60.0
,200294.641664,487.0,6352.367616,54,,,,,0.19982021455671697,54,,,0.33333333333333337,0.0,9.210709922887949,0.6333333333333333,,2380.214272,0.0,454.0,1681394147.0,749.0,0.7333333333333333,,0.0,2.719744,1037690.0,,23628.836864,7337.6768,0.35200000000000387,5.1,59508.0,,,,,0.014113577017017185,6103.863296,,29189.0,,0.008000000000000007,0.3109999999999786,60.0
,,,,55,0.0,0.038643696000008276,0.00024821100009830843,,,55,0.0,0.18612162600015836,,,,,0.0001,,,,1681394148.0,,,,,,,32.0,,,,,,2.988994777000471,1.5074794530000872,7.1795654296875,1.2536389510000845,,,0.0,,0.0,,,
,,,,55,0.0,0.03926241099998151,0.0005815950000851444,0.0031356879999293596,,56,1.0,0.13188075700008994,,,,,0.0001,,,,1681394148.0,,,,,,,64.0,,,,,,0.20443149200013977,0.025345885999968232,7.2235107421875,0.004225155000085579,,,0.0,,0.0,,,
,200072.515584,490.0,6466.08896,55,,,0.00039519799997833616,0.0031363150001197937,0.012245130557384076,57,,,0.5666666666666667,0.0,40.72764701598881,0.6333333333333333,,2448.146432,0.065307362944317,464.0,1681394148.0,780.0,0.7666666666666667,,0.0,2.719744,1040586.0,,31851.528192,7558.692864,0.367999999999995,5.2,61062.0,,0.017351197999914802,,,0.08375477967434972,6276.968448,,31686.0,,0.008000000000000007,0.3120000000000118,61.0
,,,,55,0.0,0.03952612200009753,,,,58,2.0,0.13991828400003214,,,,,0.0001,,,,1681394148.0,,,,,,,96.0,,,,,,0.20358227400015494,,7.1915283203125,0.003255157000012332,,,0.0,,0.0,,,
,,,,56,0.0,0.03964563499994256,0.0004479990000163525,0.003223640999976851,,59,3.0,0.1441101619998335,,,,,0.0001,,,,1681394149.0,,,,,,,128.0,,,,,,0.20773225599964462,0.017613090999930137,7.15283203125,0.002691727999945215,,,0.0,,0.0,,,
,,,,56,0.0,0.03966216499998154,0.0004717809999874589,0.0030598039998039894,,60,4.0,0.14171068900009232,,,,,0.0001,,,,1681394149.0,,,,,,,160.0,,,,,,0.2050963569997748,0.01739085399981377,7.035400390625,0.002801064000095721,,,0.0,,0.0,,,
,200066.78528,494.0,6466.093056,56,,,0.0004985660000329517,0.0030598850000842504,0.016333080614322426,61,,,0.5666666666666667,0.0,80.09838437345579,0.6333333333333333,,2448.19968,0.0,474.0,1681394149.0,813.0,0.7666666666666667,,0.0,2.719744,1043829.0,,31832.252416,7564.443648,0.38400000000000034,5.2,63141.0,,0.01755358599984902,,,0.1082305845138833,6277.046272,,35450.0,,0.008000000000000007,0.3129999999999882,61.0
,,,,56,0.0,0.0397526280000875,,,,62,5.0,0.14139012100008586,,,,,0.0001,,,,1681394149.0,,,,,,,192.0,,,,,,0.20513977800010252,,7.1494140625,0.002884991999962949,,,0.0,,1.0,,,
,,,,57,0.0,0.039555685000095764,0.0005351080001219088,0.00307337499998539,,63,6.0,0.14247375600007217,,,,,0.0001,,,,1681394150.0,,,,,,,224.0,,,,,,0.2062110530002883,0.01760648799995579,7.2816162109375,0.0029666410000572796,,,0.0,,1.0,,,
,,,,57,0.0,0.03933073799998965,0.00047232299993993365,0.0031602520000433287,,64,7.0,0.14074090700000852,,,,,0.0001,,,,1681394150.0,,,,,,,256.0,,,,,,0.20489990700002636,0.0176336669999273,7.1248779296875,0.003562020000117627,,,0.0,,1.0,,,
,200072.617984,498.0,6466.097152,57,,,0.00046403399983319105,0.003175491999854785,0.016333767765806754,65,,,0.5666666666666667,0.0,93.77663497048329,0.6333333333333333,,2448.257024,0.0,503.0,1681394150.0,853.0,0.7666666666666667,,0.0,2.719744,1046703.0,,31832.252416,7563.001856,0.3999999999999915,5.2,65080.0,,0.01831459899995025,,,0.16671927799252703,6277.128192,,38837.0,,0.008000000000000007,0.3149999999999977,61.0
,,,,57,0.0,0.039898055000094246,,,,66,8.0,0.1378279109999312,,,,,0.0001,,,,1681394150.0,,,,,,,288.0,,,,,,0.20281059999979334,,7.3597412109375,0.0031305090001296776,,,0.0,,1.0,,,
,,,,58,0.0,0.03964231300005849,0.00046622400009255216,0.00317721999999776,,67,9.0,0.14373371500005305,,,,,0.0001,,,,1681394151.0,,,,,,,320.0,,,,,,0.20741580000003523,0.017578108999941833,6.9808349609375,0.002818218999891542,,,0.0,,1.0,,,
