process/memory/resident_set_size_proc_MB,process/memory/text_resident_set_proc_MB,cpu/interrupts/soft_interrupts_count,cpu/load/avg_sys_load_one_min_percent,bandwidth/disk_write_sys_bandwidth_MBs,process/memory/virtual_memory_size_proc_MB,memory/used_memory_sys_MB,bandwidth/disk_read_sys_bandwidth_MBs,01_general/minibatch_loss,02_timing/dataload_time_s,02_timing/opt_step_time_s,disk/time/disk_read_time_sys_s,disk/counter/disk_write_sys_count,02_timing/dataload_cuda_move_time_s,_runtime,02_timing/step_time_s,disk/time/disk_busy_time_sys_s,memory/available_memory_sys_MB,01_general/dataset_iteration_count,process/memory/dirty_pages_proc_count,process/memory/data_resident_set_proc_MB,02_timing/forward_time_s,memory/total_memory_sys_MB,03_hivemind/global_epoch,disk/counter/disk_read_sys_count,01_general/locally_processed_samples,cpu/load/avg_sys_load_fifteen_min_percent,_step,01_general/lr,cpu/interrupts/interrupts_count,disk/time/disk_write_time_sys_s,process/voluntary_proc_ctx_switches,_timestamp,01_general/step,02_timing/loss_calc_time_s,process/memory/lib_memory_proc_MB,process/memory/shared_memory_proc_MB,process/involuntary_proc_ctx_switches,cpu/logical_core_count,02_timing/backward_time_s,cpu/interrupts/ctx_switches_count,bandwidth/net_recv_sys_bandwidth_Mbits,bandwidth/net_sent_sys_bandwidth_Mbits,cpu/load/avg_sys_load_five_min_percent,03_hivemind/num_peers,memory/used_memory_sys_percent
6196.207616,2.654208,7334.0,5.75,0.003860255265570141,19548.540928,5762.260992,0.0,,,,0.0,84.0,,10,,0.06799999999998363,23728.996352,,0.0,0.0,,,,0.0,,1.7500000000000002,10,,234267.0,0.07399999999961437,862.0,1681082335.0,,,5045.297152,2045.0304,43.0,,,12151.0,0.05735344095951751,0.11583781621471473,1.25,,24.8
6196.30592,2.654208,9402.0,5.75,0.109969800623229,19691.15136,5852.299264,0.0,,,,0.0,91.0,,11,,0.08799999999999386,23638.843392,,0.0,0.0,,,,0.0,,1.7500000000000002,11,,237710.0,0.07999999999992724,873.0,1681082336.0,,,5053.956096,2045.038592,43.0,,,15058.0,30.305987411398874,0.5486557544090621,1.25,,25.1
6277.328896,2.654208,12037.0,5.75,0.004084183601949622,19890.548736,6419.406848,0.0,,,,0.0,92.0,0.00641964900023595,12,,0.09199999999998454,22973.259776,,0.0,0.0,,,,0.0,,1.7500000000000002,12,,241946.0,0.07999999999992724,879.0,1681082337.0,,,5054.230528,2125.983744,46.0,,,17332.0,213.12802398536172,0.3336825863744343,1.25,,27.2
6435.96288,2.654208,12532.0,6.375,0.004084995465906165,20353.855488,6928.572416,0.0,,,,0.0,93.0,,13,,0.09999999999999432,22464.090112,,0.0,0.0,,,,0.0,,1.875,13,,243238.0,0.08100000000013097,883.0,1681082338.0,,,5072.134144,2280.689664,48.0,,,18032.0,0.12418545780158487,0.11174696580580455,1.375,,28.8
6595.063808,2.654208,12967.0,6.375,0.0040871140464334346,28528.713728,7193.915392,0.0,,,0.10704998099936347,0.0,94.0,,14,,0.10799999999997567,22198.751232,,0.0,0.0,2.221762197999851,,,0.0,,1.875,14,,244300.0,0.0819999999994252,906.0,1681082339.0,,0.00039982899943424854,5153.673216,2366.68928,49.0,,0.4261145269992994,19029.0,0.1441585792800222,0.19274893701240073,1.375,,29.7
,,,,,,,,7.1793212890625,1.2882595079991006,,,,,14,4.050005691997285,,,0.0,,,,,0.0,,32.0,,15,0.0001,,,,1681082339.0,0.0,,,,,,,,,,,1.0,
6593.155072,2.654208,14099.0,6.375,0.008173596123636323,28509.437952,7198.666752,0.0,,,0.1059748320003564,0.0,96.0,0.006896319000588846,15,,0.11999999999997613,22193.999872,,0.0,0.0,0.025878014999761945,,,0.0,,1.875,16,,246233.0,0.08399999999983265,923.0,1681082340.0,,0.000563027999305632,5153.673216,2364.76416,50.0,,0.3467422349986009,20737.0,27.780105617927703,0.2853654639652724,1.375,,29.7
,,,,,,,,7.2237548828125,0.003982178999649477,,,,,15,0.4900366079982632,,,0.0,,,,,0.0,,64.0,,17,0.0001,,,,1681082340.0,1.0,,,,,,,,,,,1.0,
6593.253376,2.654208,15085.0,6.375,0.008172946762884914,28528.713728,7204.27008,0.0,,,0.10710159699920041,0.0,98.0,0.006744154999978491,16,,0.13199999999997658,22188.392448,,0.0,0.0,0.027332572000887012,,,0.0,,1.875,18,,247902.0,0.08599999999933061,936.0,1681082341.0,,0.0005328500010364223,5153.705984,2364.854272,52.0,,0.34924968700033787,22111.0,26.866327689146637,0.28279672819025764,1.375,,29.7
,,,,,,,,7.1910400390625,0.004481044999920414,,,,,16,0.4954419060013606,,,0.0,,,,,0.0,,96.0,,19,0.0001,,,,1681082341.0,2.0,,,,,,,,,,,1.0,
,,,,,,,,7.15283203125,0.003951356000470696,0.10744472999977006,,,0.0066871340004581725,17,0.49099381400264974,,,0.0,,,0.02603513100075361,,0.0,,128.0,,20,0.0001,,,,1681082342.0,3.0,0.0006340729996736627,,,,,0.34624139000152354,,,,,1.0,
