process/memory/resident_set_size_proc_MB,process/memory/text_resident_set_proc_MB,cpu/interrupts/soft_interrupts_count,cpu/load/avg_sys_load_one_min_percent,bandwidth/disk_write_sys_bandwidth_MBs,process/memory/virtual_memory_size_proc_MB,memory/used_memory_sys_MB,bandwidth/disk_read_sys_bandwidth_MBs,01_general/minibatch_loss,02_timing/dataload_time_s,02_timing/opt_step_time_s,disk/time/disk_read_time_sys_s,disk/counter/disk_write_sys_count,02_timing/dataload_cuda_move_time_s,_runtime,02_timing/step_time_s,disk/time/disk_busy_time_sys_s,memory/available_memory_sys_MB,01_general/dataset_iteration_count,process/memory/dirty_pages_proc_count,process/memory/data_resident_set_proc_MB,02_timing/forward_time_s,memory/total_memory_sys_MB,03_hivemind/global_epoch,disk/counter/disk_read_sys_count,01_general/locally_processed_samples,cpu/load/avg_sys_load_fifteen_min_percent,_step,01_general/lr,cpu/interrupts/interrupts_count,disk/time/disk_write_time_sys_s,process/voluntary_proc_ctx_switches,_timestamp,01_general/step,02_timing/loss_calc_time_s,process/memory/lib_memory_proc_MB,process/memory/shared_memory_proc_MB,process/involuntary_proc_ctx_switches,cpu/logical_core_count,02_timing/backward_time_s,cpu/interrupts/ctx_switches_count,bandwidth/net_recv_sys_bandwidth_Mbits,bandwidth/net_sent_sys_bandwidth_Mbits,cpu/load/avg_sys_load_five_min_percent,03_hivemind/num_peers,memory/used_memory_sys_percent
6594.564096,2.654208,110598.0,13.375,0.06128456415463113,28585.992192,7390.961664,0.0,,,,0.0,408.0,0.006657451000137371,86,,1.0159999999999911,22001.68448,,0.0,0.0,0.024521541001377045,,,0.0,,3.0,167,,409185.0,0.35499999999956344,2132.0,1681082411.0,,0.000646489999780897,5163.593728,2364.911616,164.0,,0.3611740410015045,157879.0,44.48310563958693,0.8906769787785476,4.75,,30.3
,,,,,,,,7.29150390625,0.004412579000927508,0.10844026700033282,,,,86,0.5058523690040602,,,0.0,,,,,0.0,,2624.0,,168,0.0001,,,,1681082411.0,81.0,,,,,,,,,,,8.0,
6594.543616,2.654208,111972.0,13.375,0.008173320033955205,28585.992192,7390.867456,0.0,,,0.10840721699969436,0.0,410.0,0.006781657000829,87,,1.024000000000001,22001.782784,,0.0,0.0,0.025796451000132947,,,0.0,,3.0,169,,411594.0,0.3569999999999709,2154.0,1681082412.0,,0.0006397490014933283,5163.593728,2364.891136,165.0,,0.3618118949998461,159987.0,40.07943922316221,1.035800697703403,4.75,,30.3
,,,,,,,,7.181640625,0.004203036000035354,,,,,87,0.5076400050020311,,,0.0,,,,,0.0,,2656.0,,170,0.0001,,,,1681082412.0,82.0,,,,,,,,,,,8.0,
6594.56,2.654208,113192.0,14.374999999999998,0.00817306923988753,28585.992192,7389.638656,0.0,,,0.1084017169996514,0.0,412.0,0.006747608998921351,88,,1.0319999999999823,22002.87232,,0.0,0.0,0.025701348999064066,,,0.0,,3.125,171,,413691.0,0.3580000000001746,2164.0,1681082413.0,,0.0007044169997243444,5163.593728,2364.90752,168.0,,0.36145060199851287,161779.0,32.03994790333462,1.0141230511949455,5.0,,30.3
,,,,,,,,7.285888671875,0.004577019999487675,,,,,88,0.5075827139953617,,,0.0,,,,,0.0,,2688.0,,172,0.0001,,,,1681082413.0,83.0,,,,,,,,,,,8.0,
6594.543616,2.654208,114441.0,14.374999999999998,0.008172571578405964,28585.992192,7390.601216,0.0,,,0.10813530199993693,0.0,414.0,0.006690379999781726,89,,1.0439999999999827,22002.057216,,0.0,0.0,0.024496015001204796,,,0.0,,3.125,173,,415863.0,0.3599999999996726,2173.0,1681082414.0,,0.0006249859998206375,5163.593728,2364.891136,170.0,,0.3631237580011657,163637.0,38.082850718516234,1.0670233955330901,5.0,,30.3
,,,,,,,,7.533203125,0.004426485000294633,,,,,89,0.5074969260022044,,,0.0,,,,,0.0,,2720.0,,174,0.0001,,,,1681082414.0,84.0,,,,,,,,,,,8.0,
,,,,,,,,7.150390625,0.004626281001037569,0.10929288600164,,,0.006591704001039034,90,0.5081891680038098,,,0.0,,,0.02526378000038676,,0.0,,2752.0,,175,0.0001,,,,1681082415.0,85.0,0.0007105830009095371,,,,,0.36170393399879686,,,,,8.0,
6594.543616,2.654208,115772.0,14.374999999999998,0.012252743050591403,28585.992192,7389.954048,0.0,,,,0.0,417.0,0.0066635500006668735,90,,1.0559999999999832,22021.844992,,0.0,0.0,,,,0.0,,3.125,176,,418118.0,0.36200000000008004,2198.0,1681082415.0,,,5163.593728,2364.891136,173.0,,,165678.0,28.90607951267023,0.9619918935032108,5.0,,30.2
,,,,,,,,7.1851806640625,0.004438496000148007,0.11075210499984678,,,,91,0.5089011570016737,,,0.0,,,0.026718097000411944,,0.0,,2784.0,,177,0.0001,,,,1681082416.0,86.0,0.0005757420003646985,,,,,0.3597531670002354,,,,,8.0,
6594.56,2.654208,117257.0,14.374999999999998,0.04086188597562179,28585.992192,7387.123712,0.0,,,,0.0,421.0,0.006721622999975807,91,,1.0759999999999934,22024.802304,,0.0,0.0,0.02759413799867616,,,0.0,,3.125,178,,420842.0,0.3649999999997817,2237.0,1681082416.0,,0.0006476290000136942,5163.606016,2364.90752,176.0,,,168246.0,38.3475072822209,1.3188492931354059,5.0,,30.2
,,,,,,,,7.45361328125,0.0053173930009506876,0.10927706800066517,,,,92,0.5089448599992465,,,0.0,,,,,0.0,,2816.0,,179,0.0001,,,,1681082417.0,87.0,,,,,,0.35938700899896503,,,,,8.0,
6594.543616,2.654208,118872.0,14.374999999999998,0.008177097469446063,28585.992192,7389.597696,0.0,,,,0.0,423.0,0.006581998999536154,92,,1.0879999999999939,22003.195904,,0.0,0.0,0.029266199000630877,,,0.0,,3.125,180,,423407.0,0.36599999999998545,2253.0,1681082417.0,,0.0006727189993398497,5163.606016,2364.891136,179.0,,,170369.0,49.15825846914578,0.9834876217156361,5.0,,30.3
,,,,,,,,6.9876708984375,0.004981227999451221,0.10957585200048925,,,,93,0.5084857790006936,,,0.0,,,,,0.0,,2848.0,,181,0.0001,,,,1681082418.0,88.0,,,,,,0.35740778200124623,,,,,8.0,
6594.56,2.654208,120314.0,14.249999999999998,0.008172176991484491,28585.992192,7391.612928,0.0,,,,0.0,425.0,0.006835970998508856,93,,1.0960000000000036,22001.037312,,0.0,0.0,0.026123087000087253,,,0.0,,3.125,182,,425724.0,0.3679999999994834,2266.0,1681082418.0,,0.0007130599988158792,5163.606016,2364.90752,181.0,,,172264.0,43.18948453600858,1.0334771249142172,5.125,,30.3
,,,,,,,,7.1690673828125,0.0043687079996743705,0.10953136700118193,,,,93,0.5081188029980694,,,0.0,,,,,0.0,,2880.0,,183,0.0001,,,,1681082418.0,89.0,,,,,,0.36054660999980115,,,,,8.0,
6594.543616,2.654208,121481.0,14.249999999999998,0.008172822345561437,28585.992192,7393.173504,0.0,,,,0.0,427.0,0.006729339000230539,94,,1.103999999999985,21999.476736,,0.0,0.0,0.024989900999571546,,,0.0,,3.125,184,,427658.0,0.36999999999989086,2278.0,1681082419.0,,0.0008368869985133642,5163.606016,2364.891136,182.0,,0.36162687499927415,173881.0,27.097966198175637,1.0236938862563065,5.125,,30.3
,,,,,,,,7.1895751953125,0.00419784299992898,0.10997889700047381,,,,94,0.5083597419979924,,,0.0,,,,,0.0,,2912.0,,185,0.0001,,,,1681082419.0,90.0,,,,,,,,,,,8.0,
6594.56,2.654208,122641.0,14.249999999999998,0.2860357190312123,28585.992192,7393.026048,0.0,,,0.10853037699962442,0.0,478.0,0.006735184000717709,95,,1.1159999999999854,21999.620096,,0.0,0.0,0.024995042998853023,,,0.0,,3.125,186,,429702.0,0.4489999999996144,2299.0,1681082420.0,,0.0006649269998888485,5163.606016,2364.90752,183.0,,0.35921365400099603,175612.0,31.774394369763147,0.9587144750223051,5.125,,30.3
,,,,,,,,7.3245849609375,0.004160286000114866,,,,,95,0.5042994710001949,,,0.0,,,,,0.0,,2944.0,,187,0.0001,,,,1681082420.0,91.0,,,,,,,,,,,8.0,
6594.543616,2.654208,123895.0,14.249999999999998,0.05311725541301161,28585.992192,7392.063488,0.0,,,0.10823621200142952,0.0,482.0,0.006474444999184925,96,,1.127999999999986,22000.574464,,0.0,0.0,0.02521557100044447,,,0.0,,3.125,188,,431739.0,0.45199999999931606,2312.0,1681082421.0,,0.0006814869993831962,5163.606016,2364.891136,184.0,,0.35992207899835194,177314.0,21.6374448703412,1.0235446130681403,5.125,,30.3
,,,,,,,,7.3980712890625,0.004332021000664099,,,,,96,0.5048618149994581,,,0.0,,,,,0.0,,2976.0,,189,0.0001,,,,1681082421.0,92.0,,,,,,,,,,,8.0,
6594.56,2.654208,125148.0,14.249999999999998,0.008171914598928354,28585.992192,7393.017856,0.0,,,0.10836021599970991,0.0,484.0,0.006636067000727053,97,,1.1359999999999957,21999.616,,0.0,0.0,0.0247309549995407,,,0.0,,3.125,190,,433953.0,0.4539999999997235,2326.0,1681082422.0,,0.0006828049990872387,5163.606016,2364.90752,185.0,,0.35922439400019357,179281.0,33.75722955256599,1.0436668160951008,5.125,,30.3
,,,,,,,,7.1414794921875,0.004091131999302888,,,,,97,0.5037255689985614,,,0.0,,,,,0.0,,3008.0,,191,0.0001,,,,1681082422.0,93.0,,,,,,,,,,,8.0,
,,,,,,,,7.1104736328125,0.0049364819988113595,0.10842423999929451,,,0.006785484998545144,98,0.5084112389959046,,,0.0,,,0.027480105998620274,,0.0,,3040.0,,192,0.0001,,,,1681082423.0,94.0,0.0008376620007766178,,,,,0.35994726399985666,,,,,8.0,
6594.56,2.654208,126581.0,14.000000000000002,0.012259181030807576,28585.992192,7392.833536,0.0,,,,0.0,487.0,0.006833879999248893,98,,1.1479999999999961,22019.072,,0.0,0.0,0.025773780998861184,,,0.0,,3.25,193,,436293.0,0.4569999999994252,2349.0,1681082423.0,,0.0008416129985562293,5163.606016,2364.90752,187.0,,,181260.0,29.303576940651503,1.072486790327427,5.25,,30.2
,,,,,,,,7.0731201171875,0.005037020999225206,0.10872630900121294,,,,99,0.5086309729977074,,,0.0,,,,,0.0,,3072.0,,194,0.0001,,,,1681082424.0,95.0,,,,,,0.361418369000603,,,,,8.0,
6594.543616,2.654208,128079.0,14.000000000000002,0.08587587318243783,28585.992192,7389.14304,0.0,,,,0.0,492.0,0.006706592001137324,99,,1.1599999999999966,22013.227008,,0.0,0.0,0.024574692999522085,,,0.0,,3.25,195,,438910.0,0.4609999999993306,2361.0,1681082424.0,,0.00080860100024438,5163.606016,2364.891136,187.0,,,183642.0,32.26276366272572,1.203827670136885,5.25,,30.2
,,,,,,,,7.263916015625,0.004538873999990756,0.10959693499899004,,,,100,0.507938105998619,,,0.0,,,,,0.0,,3104.0,,196,0.0001,,,,1681082425.0,96.0,,,,,,0.3617124109987344,,,,,8.0,
6594.56,2.654208,129775.0,14.000000000000002,0.04085769755691371,28585.996288,7392.251904,0.0,,,,0.0,501.0,0.006632650998653844,100,,1.1799999999999784,22000.406528,,0.0,0.0,0.025454754000747926,,,0.0,,3.25,197,,441516.0,0.46900000000005093,2372.0,1681082425.0,,0.000676215999192209,5163.606016,2364.90752,188.0,,,185604.0,49.34708122904481,0.9935442923718846,5.25,,30.3
,,,,,,,,7.201904296875,0.004644695998649695,0.10894567499963159,,,,101,0.5052102529971307,,,0.0,,,,,0.0,,3136.0,,198,0.0001,,,,1681082426.0,97.0,,,,,,0.35885626100025547,,,,,8.0,
6594.53952,2.654208,131446.0,14.000000000000002,0.008172544364291497,28585.992192,7393.693696,0.0,,,,0.0,503.0,0.006803467998906854,101,,1.1879999999999882,21998.829568,,0.0,0.0,0.0250002749999112,,,0.0,,3.25,199,,444395.0,0.46999999999934516,2391.0,1681082426.0,,0.0006267349999689031,5163.610112,2364.88704,189.0,,,188217.0,38.538478930431594,1.1178189096538342,5.25,,30.3
,,,,,,,,7.2337646484375,0.003938731999369338,0.1093963490002352,,,,101,0.5044401949980966,,,0.0,,,,,0.0,,3168.0,,200,0.0001,,,,1681082426.0,98.0,,,,,,0.35867463599970506,,,,,8.0,
6594.555904,2.654208,132780.0,14.000000000000002,0.008173008969337649,28585.992192,7392.100352,0.0,,,0.10827586499908648,0.0,505.0,0.007048419000057038,102,,1.195999999999998,22000.562176,,0.0,0.0,0.027770615999543224,,,0.0,,3.25,201,,446669.0,0.4719999999997526,2406.0,1681082427.0,,0.0006295919993135612,5163.610112,2364.903424,193.0,,0.35541944800024794,190238.0,32.57362303467973,1.0794038675143334,5.25,,30.3
,,,,,,,,7.0601806640625,0.004227532001095824,,,,,102,0.5033714719993441,,,0.0,,,,,0.0,,3200.0,,202,0.0001,,,,1681082427.0,99.0,,,,,,,,,,,8.0,
6594.53952,2.654208,134235.0,14.875,0.0081730186933781,28585.992192,7392.141312,0.0,,,0.10878427999887208,0.0,507.0,0.005879416999960085,103,,1.2039999999999793,22000.377856,,0.0,0.0,0.023993476999748964,,,0.0,,3.375,203,,449133.0,0.47299999999995634,2440.0,1681082428.0,,0.0006478369996330002,5163.610112,2364.88704,195.0,,0.3629283640002541,192264.0,38.1906566677896,0.9780565269242832,5.625,,30.3
,,,,,,,,7.38037109375,0.0053736409990960965,,,,,103,0.5076070159975643,,,0.0,,,,,0.0,,3232.0,,204,0.0001,,,,1681082428.0,100.0,,,,,,,,,,,8.0,
6594.555904,2.654208,135567.0,14.875,0.040861069600986975,28585.992192,7390.478336,0.0,,,0.10878140199929476,0.0,511.0,0.006604460999369621,104,,1.2199999999999989,22002.176,,0.0,0.0,0.025889132999509457,,,0.0,,3.375,205,,451379.0,0.47599999999965803,2458.0,1681082429.0,,0.0006110169997555204,5163.610112,2364.903424,198.0,,0.35669541800052684,194134.0,26.843871211645666,1.2343953552089821,5.625,,30.3
,,,,,,,,6.9754638671875,0.004128501999730361,,,,,104,0.5027099329981866,,,0.0,,,,,0.0,,3264.0,,206,0.0001,,,,1681082429.0,101.0,,,,,,,,,,,8.0,
6594.53952,2.654208,136948.0,14.875,0.00817272709110846,28585.992192,7390.859264,0.0,,,0.1090316449990496,0.0,513.0,0.007060990999889327,105,,1.2319999999999993,22001.655808,,0.0,0.0,0.026679111999328597,,,0.0,,3.375,207,,453871.0,0.4780000000000655,2469.0,1681082430.0,,0.0006542249993799487,5163.610112,2364.88704,198.0,,0.3555355979988235,196339.0,33.22741117997638,1.067738062066718,5.625,,30.3
,,,,,,,,7.192138671875,0.0043758979991253,,,,,105,0.5033374689955963,,,0.0,,,,,0.0,,3296.0,,208,0.0001,,,,1681082430.0,102.0,,,,,,,,,,,8.0,
,,,,,,,,7.24365234375,0.003923783000573167,0.10843149299944344,,,0.006819446000008611,106,0.503903510998498,,,0.0,,,0.02533731500079739,,0.0,,3328.0,,209,0.0001,,,,1681082431.0,103.0,0.0006168719992274418,,,,,0.3587746019984479,,,,,8.0,
6594.53952,2.654208,138294.0,14.875,0.012256475615564201,28585.992192,7388.311552,0.0,,,,0.0,516.0,0.006686988999717869,106,,1.2479999999999905,22023.753728,,0.0,0.0,0.024955805998615688,,,0.0,,3.375,210,,456158.0,0.47999999999956344,2497.0,1681082431.0,,0.0007127499993657693,5163.610112,2364.88704,200.0,,,198468.0,22.98826481206074,0.9449216052726038,5.625,,30.2
,,,,,,,,7.207763671875,0.004773340000610915,0.10850021999976889,,,,107,0.5040107539989549,,,0.0,,,,,0.0,,3360.0,,211,0.0001,,,,1681082432.0,104.0,,,,,,0.35838164900087577,,,,,8.0,
6594.588672,2.654208,139735.0,14.875,0.008170847724188496,28585.992192,7388.5696,0.0,,,,0.0,518.0,0.006700567999359919,107,,1.2560000000000002,22004.092928,,0.0,0.0,0.025450396000451292,,,0.0,,3.375,212,,458481.0,0.48099999999976717,2513.0,1681082432.0,,0.0007184879996202653,5163.610112,2364.919808,201.0,,,200394.0,38.04576506626335,1.0468020921996992,5.625,,30.3
,,,,,,,,6.891845703125,0.004137687999900663,0.10908730099981767,,,,108,0.503687809999974,,,0.0,,,,,0.0,,3392.0,,213,0.0001,,,,1681082433.0,105.0,,,,,,0.35759336900082417,,,,,8.0,
6594.572288,2.654208,141263.0,15.75,0.008172832065528424,28585.992192,7390.265344,0.0,,,,0.0,520.0,0.007114473000910948,108,,1.2719999999999914,22002.393088,,0.0,0.0,0.02908905700132891,,,0.0,,3.5000000000000004,214,,460976.0,0.4830000000001746,2530.0,1681082433.0,,0.0006931370007805526,5163.610112,2364.903424,204.0,,,202513.0,41.34678840297262,1.0052583439365943,6.0,,30.3
,,,,,,,,6.9700927734375,0.005153501999302534,0.11641144900022482,,,,109,0.5119166190033866,,,0.0,,,,,0.0,,3424.0,,215,0.0001,,,,1681082434.0,106.0,,,,,,0.3534550010008388,,,,,8.0,
6594.658304,2.654208,143169.0,15.75,0.11032745950497633,28586.000384,7393.165312,0.0,,,,0.0,527.0,0.006604438000067603,109,,1.2920000000000016,21999.628288,,0.0,0.0,0.026338925999880303,,,0.0,,3.5000000000000004,216,,464518.0,0.488999999999578,2562.0,1681082434.0,,0.000652725999316317,5163.610112,2364.98944,205.0,,0.3573756259993388,206132.0,35.23311090460503,1.4472498196164743,6.0,,30.3
,,,,,,,,7.3726806640625,0.004072027999427519,0.108518147999348,,,,109,0.5035618919973786,,,0.0,,,,,0.0,,3456.0,,217,0.0001,,,,1681082434.0,107.0,,,,,,,,,,,8.0,
6594.64192,2.654208,144725.0,15.75,0.008173077012699514,28586.000384,7404.281856,0.0,,,0.1084651009987283,0.0,529.0,0.006523504000142566,110,,1.299999999999983,21988.368384,,0.0,0.0,0.029088915000102133,,,0.0,,3.5000000000000004,218,,467119.0,0.4899999999997817,2590.0,1681082435.0,,0.0006225130000530044,5163.610112,2364.973056,208.0,,0.35820610700102407,208395.0,37.75311885237052,1.1035489720280791,6.0,,30.3
,,,,,,,,7.2449951171875,0.005185064999750466,,,,,110,0.5080912049998005,,,0.0,,,,,0.0,,3488.0,,219,0.0001,,,,1681082435.0,108.0,,,,,,,,,,,8.0,
6594.658304,2.654208,146240.0,15.75,0.00818080828067975,28586.00448,7404.515328,0.0,,,0.10920580600031826,0.0,531.0,0.006729968001309317,111,,1.3079999999999927,21988.274176,,0.0,0.0,0.0255549150006118,,,0.0,,3.5000000000000004,220,,469706.0,0.49099999999998545,2626.0,1681082436.0,,0.0006143320006231079,5163.610112,2364.98944,210.0,,0.36177464200045506,210792.0,28.39587314483068,1.0424538753298758,6.0,,30.3
,,,,,,,,6.928955078125,0.00426381600118475,,,,,111,0.5081434790045023,,,0.0,,,,,0.0,,3520.0,,221,0.0001,,,,1681082436.0,109.0,,,,,,,,,,,8.0,
6594.64192,2.654208,147814.0,15.75,0.09807225853401828,28586.00448,7402.65984,0.0,,,0.10871326099913858,0.0,536.0,0.006726530000378261,112,,1.3199999999999932,21989.986304,,0.0,0.0,0.024648687000080827,,,0.0,,3.5000000000000004,222,,472387.0,0.49499999999989086,2642.0,1681082437.0,,0.0006023429996275809,5163.610112,2364.973056,215.0,,0.3604829800005973,213154.0,45.736973063114746,1.258897267884637,6.0,,30.3
,,,,,,,,7.1478271484375,0.004745064999951865,,,,,112,0.5059188659997744,,,0.0,,,,,0.0,,3552.0,,223,0.0001,,,,1681082437.0,110.0,,,,,,,,,,,8.0,
,,,,,,,,7.188720703125,0.004305065000153263,0.1091623440006515,,,0.006731784000294283,113,0.5049096689999715,,,0.0,,,0.02504013100042357,,0.0,,3584.0,,224,0.0001,,,,1681082438.0,111.0,0.0006196309986989945,,,,,0.35905071399974986,,,,,8.0,
6586.10176,2.654208,149103.0,15.5,0.01226789136078327,28586.00448,7403.352064,0.0,,,,0.0,539.0,,113,,1.3319999999999936,22008.717312,,0.0,0.0,,,,0.0,,3.5000000000000004,225,,474682.0,0.4969999999993888,2664.0,1681082438.0,,,5163.614208,2356.322304,216.0,,,215215.0,29.93009275500773,0.9573827274373827,6.125,,30.3
,,,,,,,,7.193115234375,0.004539823999948567,0.10916248499961512,,,0.006681191000097897,114,0.5077831119997427,,,0.0,,,0.02590430800046306,,0.0,,3616.0,,226,0.0001,,,,1681082439.0,112.0,0.0006234129996300908,,,,,0.36087189099998795,,,,,8.0,
6594.768896,2.654208,150474.0,15.5,0.008173530019587774,28586.00448,7400.484864,0.0,,,,0.0,541.0,0.006983408000451163,114,,1.3400000000000034,22011.445248,,0.0,0.0,0.028324511999016977,,,0.0,,3.5000000000000004,227,,477033.0,0.4989999999997963,2688.0,1681082439.0,,0.0006047629995009629,5163.614208,2364.98944,216.0,,,217240.0,29.187308525515313,1.0932974415582801,6.125,,30.2
,,,,,,,,7.30078125,0.00487912200151186,0.10854006800036586,,,,115,0.5061232340012793,,,0.0,,,,,0.0,,3648.0,,228,0.0001,,,,1681082440.0,113.0,,,,,,0.3567913610004325,,,,,8.0,
6594.752512,2.654208,151931.0,15.5,0.008172283891878612,28586.00448,7401.209856,0.0,,,,0.0,543.0,0.006857903999843984,115,,1.3479999999999848,21991.440384,,0.0,0.0,0.024508563001290895,,,0.0,,3.5000000000000004,229,,479378.0,0.5,2705.0,1681082440.0,,0.0007235319990286371,5163.614208,2364.973056,217.0,,,219125.0,48.638776150883245,0.9637149820931973,6.125,,30.3
,,,,,,,,7.1326904296875,0.00419926500035217,0.11019624800064776,,,,116,0.5085391960001289,,,0.0,,,,,0.0,,3680.0,,230,0.0001,,,,1681082441.0,114.0,,,,,,0.3620536839989654,,,,,8.0,
6594.768896,2.654208,153406.0,15.5,0.008172186709916495,28586.00448,7402.938368,0.0,,,,0.0,545.0,0.00679761199899076,116,,1.3599999999999852,21989.715968,,0.0,0.0,0.028017687000101432,,,0.0,,3.5000000000000004,231,,481794.0,0.501999999999498,2722.0,1681082441.0,,0.0006934199991519563,5163.614208,2364.98944,218.0,,,221183.0,38.33253559045833,1.1158705956764676,6.125,,30.3
,,,,,,,,7.31201171875,0.004523892999714008,0.11056668200035347,,,,117,0.504080830998646,,,0.0,,,,,0.0,,3712.0,,232,0.0001,,,,1681082442.0,115.0,,,,,,0.35348153700033436,,,,,8.0,
6594.752512,2.654208,154633.0,15.5,0.04086245939493989,28586.00448,7402.135552,0.0,,,,0.0,549.0,0.006666006000159541,117,,1.3719999999999857,21990.510592,,0.0,0.0,0.02538554900093004,,,0.0,,3.5000000000000004,233,,483849.0,0.5039999999999054,2740.0,1681082442.0,,0.0006630240004596999,5163.614208,2364.973056,220.0,,0.3598945809990255,222907.0,30.928603974430867,0.9627418900487377,6.125,,30.3
,,,,,,,,7.347900390625,0.00467269200089504,0.10869399799958046,,,,117,0.5059758500010503,,,0.0,,,,,0.0,,3744.0,,234,0.0001,,,,1681082442.0,116.0,,,,,,,,,,,8.0,
6594.768896,2.654208,155958.0,15.25,0.008173487244601017,28586.00448,7402.889216,0.0,,,0.10900147100073809,0.0,551.0,0.006891518001793884,118,,1.3799999999999955,21989.892096,,0.0,0.0,0.02470848700068018,,,0.0,,3.5000000000000004,235,,486037.0,0.5059999999994034,2766.0,1681082443.0,,0.0008333929999935208,5163.614208,2364.98944,225.0,,0.3606403750000027,224728.0,35.29588764382082,1.0568462680395485,6.125,,30.3
,,,,,,,,7.1068115234375,0.004304566000428167,,,,,118,0.5063798100036365,,,0.0,,,,,0.0,,3776.0,,236,0.0001,,,,1681082443.0,117.0,,,,,,,,,,,8.0,
6594.752512,2.654208,157249.0,15.25,0.03677732439296937,28586.00448,7403.569152,0.0,,,0.11045052400004352,0.0,556.0,0.00694670999837399,119,,1.3959999999999866,21989.081088,,0.0,0.0,0.025374627999553923,,,0.0,,3.5000000000000004,237,,488186.0,0.5109999999995125,2781.0,1681082444.0,,0.0007708539997111075,5163.614208,2364.973056,227.0,,0.3605005239987804,226493.0,28.8208758919991,1.1399853194597995,6.125,,30.3
,,,,,,,,7.0533447265625,0.004345782999735093,,,,,119,0.508389022996198,,,0.0,,,,,0.0,,3808.0,,238,0.0001,,,,1681082444.0,118.0,,,,,,,,,,,8.0,
6594.768896,2.654208,158594.0,15.25,0.008171772721564451,28586.00448,7402.655744,0.0,,,0.10932817899993097,0.0,558.0,0.006748780999259907,120,,1.407999999999987,21989.855232,,0.0,0.0,0.02423960300075123,,,0.0,,3.5000000000000004,239,,490459.0,0.5119999999997162,2801.0,1681082445.0,,0.0007488629998988472,5163.614208,2364.98944,228.0,,0.359184726001331,228477.0,34.580492232356946,0.9761278281963824,6.125,,30.3
,,,,,,,,7.134033203125,0.004396172000269871,,,,,120,0.5046463240014418,,,0.0,,,,,0.0,,3840.0,,240,0.0001,,,,1681082445.0,119.0,,,,,,,,,,,8.0,
,,,,,,,,7.2120361328125,0.004543938999631791,0.10981113900015771,,,0.0068641759989986895,121,0.5084727319972444,,,0.0,,,0.025088807999054552,,0.0,,3872.0,,241,0.0001,,,,1681082446.0,120.0,0.0007342919998336583,,,,,0.361430377999568,,,,,8.0,
6594.768896,2.654208,159891.0,15.25,0.0122521168127718,28586.00448,7402.119168,0.0,,,,0.0,561.0,0.006754443000318133,121,,1.4239999999999782,22009.802752,,0.0,0.0,,,,0.0,,3.5000000000000004,242,,492686.0,0.5149999999994179,2825.0,1681082446.0,,,5163.614208,2364.98944,231.0,,,230489.0,27.572343943720504,1.0097945804648416,6.125,,30.3
,,,,,,,,7.164306640625,0.004578994999974384,0.10866950099989481,,,,122,0.5051813529989886,,,0.0,,,0.02708706399971561,,0.0,,3904.0,,243,0.0001,,,,1681082447.0,121.0,0.0007716740001342259,,,,,0.3573196759989514,,,,,8.0,
6594.752512,2.654208,161488.0,15.25,0.04903429815589554,28586.00448,7397.470208,0.0,,,,0.0,565.0,0.006950503000552999,122,,1.4359999999999786,22014.308352,,0.0,0.0,0.026723408000179916,,,0.0,,3.5000000000000004,244,,495615.0,0.5180000000000291,2858.0,1681082447.0,,0.0006364750006468967,5163.618304,2364.973056,231.0,,,233305.0,35.58020134680637,1.2265118830179464,6.125,,30.2
,,,,,,,,7.24462890625,0.004613030001564766,0.10924800900102127,,,,123,0.5096301820049121,,,0.0,,,,,0.0,,3936.0,,245,0.0001,,,,1681082448.0,122.0,,,,,,0.3614587570009462,,,,,8.0,
6594.768896,2.654208,162948.0,15.0,0.008172383027192346,28586.00448,7401.291776,0.0,,,,0.0,567.0,0.007068185999742127,123,,1.447999999999979,21991.346176,,0.0,0.0,0.025375983999765594,,,0.0,,3.6249999999999996,246,,497933.0,0.5189999999993233,2872.0,1681082448.0,,0.0007312809993891278,5163.618304,2364.98944,231.0,,,235109.0,41.741515738450545,0.9139820790118057,6.25,,30.3
,,,,,,,,7.063720703125,0.004056570998727693,0.10877610500028823,,,,124,0.505528872996365,,,0.0,,,,,0.0,,3968.0,,247,0.0001,,,,1681082449.0,123.0,,,,,,0.3595207459984522,,,,,8.0,
6594.760704,2.654208,164331.0,15.0,0.008171724134558581,28586.00448,7401.992192,0.0,,,,0.0,569.0,0.006676742001218372,124,,1.4559999999999889,21990.78912,,0.0,0.0,0.025913585999660427,,,0.0,,3.6249999999999996,248,,500265.0,0.5209999999997308,2888.0,1681082449.0,,0.0008464100010314723,5163.618304,2364.973056,234.0,,,237031.0,35.046569674922736,0.9796811933184142,6.25,,30.3
,,,,,,,,7.24951171875,0.005036214000938344,0.11071819800054072,,,,125,0.5073117920037475,,,0.0,,,,,0.0,,4000.0,,249,0.0001,,,,1681082450.0,124.0,,,,,,0.3581206420003582,,,,,8.0,
6594.777088,2.654208,165676.0,15.0,0.07351984908980504,28586.00448,7404.535808,0.0,,,,0.0,574.0,0.006860571998913656,125,,1.4679999999999893,21988.253696,,0.0,0.0,0.02533743500134733,,,0.0,,3.6249999999999996,250,,502526.0,0.5239999999994325,2905.0,1681082450.0,,0.0007541680006397655,5163.618304,2364.98944,236.0,,0.35896406099891465,238949.0,30.26301472852963,1.3514298040438042,6.25,,30.3
