03_hivemind/num_clients,03_hivemind/global_epoch,04_peers/peer_1_epoch_oos,03_hivemind/actual_total_samples_per_second,03_hivemind/num_peers,04_peers/peer_5_samples_per_second,03_hivemind/global_samples_accumulated,03_hivemind/per_epoch_training_samples,04_peers/peer_4_epoch_oos,04_peers/peer_3_epoch_oos,03_hivemind/total_training_samples,04_peers/peer_4_samples_per_second,04_peers/peer_1_samples_accumulated,04_peers/peer_2_epoch,_runtime,_timestamp,04_peers/peer_3_epoch,03_hivemind/epoch_based_sps,04_peers/peer_3_samples_per_second,_step,03_hivemind/undershot_TBS,04_peers/peer_4_samples_accumulated,03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,04_peers/peer_1_epoch,03_hivemind/overshot_TBS,03_hivemind/reached_TBS,04_peers/peer_5_epoch,04_peers/peer_2_epoch_oos,04_peers/peer_1_samples_per_second,04_peers/peer_2_samples_per_second,04_peers/peer_2_samples_accumulated,04_peers/peer_5_samples_accumulated,04_peers/peer_4_epoch,04_peers/peer_5_epoch_oos,03_hivemind/eta_next_epoch_s,03_hivemind/next_fetch_time_s,04_peers/peer_3_samples_accumulated,03_hivemind/epoch_s
0,3,0.0,147.70531063579017,4,,0,,0.0,0.0,,37.32,0.0,3.0,406,1681383902.0,3.0,,36.9,295,,0.0,5613,147.70531063579017,3.0,,,,0.0,35.97,37.52,0.0,,3.0,,183.85,10.0,0.0,
0,3,0.0,147.70531063579017,4,,0,,0.0,0.0,,37.32,0.0,3.0,407,1681383903.0,3.0,,36.9,296,,0.0,5764,147.70531063579017,3.0,,,,0.0,35.97,37.52,0.0,,3.0,,182.82,10.0,0.0,
0,3,0.0,147.70531063579017,4,,0,,0.0,0.0,,37.32,0.0,3.0,408,1681383904.0,3.0,,36.9,297,,0.0,5915,147.70531063579017,3.0,,,,0.0,35.97,37.52,0.0,,3.0,,181.8,10.0,0.0,
0,3,0.0,147.70531063579017,4,,0,,0.0,0.0,,37.32,0.0,3.0,409,1681383905.0,3.0,,36.9,298,,0.0,6067,147.70531063579017,3.0,,,,0.0,35.97,37.52,0.0,,3.0,,180.77,10.0,0.0,
0,3,0.0,147.70531063579017,4,,0,,0.0,0.0,,37.32,0.0,3.0,410,1681383906.0,3.0,,36.9,299,,0.0,6218,147.70531063579017,3.0,,,,0.0,35.97,37.52,0.0,,3.0,,179.75,10.0,0.0,
0,3,0.0,147.70531063579017,4,,0,,0.0,0.0,,37.32,0.0,3.0,411,1681383907.0,3.0,,36.9,300,,0.0,6370,147.70531063579017,3.0,,,,0.0,35.97,37.52,0.0,,3.0,,178.72,10.0,0.0,
0,3,0.0,147.70531063579017,4,,0,,0.0,0.0,,37.32,0.0,3.0,412,1681383908.0,3.0,,36.9,301,,0.0,6522,147.70531063579017,3.0,,,,0.0,35.97,37.52,0.0,,3.0,,177.69,10.0,0.0,
0,3,0.0,147.70531063579017,4,,0,,0.0,0.0,,37.32,0.0,3.0,413,1681383909.0,3.0,,36.9,302,,0.0,6673,147.70531063579017,3.0,,,,0.0,35.97,37.52,0.0,,3.0,,176.67,10.0,0.0,
0,3,0.0,147.70531063579017,4,,0,,0.0,0.0,,37.32,0.0,3.0,414,1681383910.0,3.0,,36.9,303,,0.0,6826,147.70531063579017,3.0,,,,0.0,35.97,37.52,0.0,,3.0,,175.63,10.0,0.0,
0,3,0.0,147.70531063579017,4,,0,,0.0,0.0,,37.32,0.0,3.0,415,1681383911.0,3.0,,36.9,304,,0.0,6979,147.70531063579017,3.0,,,,0.0,35.97,37.52,0.0,,3.0,,174.6,10.0,0.0,
0,3,0.0,147.70531063579017,4,,0,,0.0,0.0,,37.32,0.0,3.0,416,1681383912.0,3.0,,36.9,305,,0.0,7131,147.70531063579017,3.0,,,,0.0,35.97,37.52,0.0,,3.0,,173.57,10.0,0.0,
0,3,0.0,147.70531063579017,4,,0,,0.0,0.0,,37.32,0.0,3.0,417,1681383913.0,3.0,,36.9,306,,0.0,7282,147.70531063579017,3.0,,,,0.0,35.97,37.52,0.0,,3.0,,172.55,10.0,0.0,
0,3,0.0,147.70531063579017,4,,0,,0.0,0.0,,37.32,0.0,3.0,418,1681383914.0,3.0,,36.9,307,,0.0,7433,147.70531063579017,3.0,,,,0.0,35.97,37.52,0.0,,3.0,,171.52,10.0,0.0,
0,3,0.0,147.70531063579017,4,,0,,0.0,0.0,,37.32,0.0,3.0,419,1681383915.0,3.0,,36.9,308,,0.0,7584,147.70531063579017,3.0,,,,0.0,35.97,37.52,0.0,,3.0,,170.5,10.0,0.0,
0,3,0.0,147.70531063579017,4,,0,,0.0,0.0,,37.32,0.0,3.0,420,1681383916.0,3.0,,36.9,309,,0.0,7735,147.70531063579017,3.0,,,,0.0,35.97,37.52,0.0,,3.0,,169.48,10.0,0.0,
0,3,0.0,147.70531063579017,4,,0,,0.0,0.0,,37.32,0.0,3.0,421,1681383917.0,3.0,,36.9,310,,0.0,7887,147.70531063579017,3.0,,,,0.0,35.97,37.52,0.0,,3.0,,168.45,10.0,0.0,
0,3,0.0,147.70531063579017,4,,0,,0.0,0.0,,37.32,0.0,3.0,422,1681383918.0,3.0,,36.9,311,,0.0,8038,147.70531063579017,3.0,,,,0.0,35.97,37.52,0.0,,3.0,,167.43,10.0,0.0,
0,3,0.0,147.70531063579017,4,,0,,0.0,0.0,,37.32,0.0,3.0,423,1681383919.0,3.0,,36.9,312,,0.0,8190,147.70531063579017,3.0,,,,0.0,35.97,37.52,0.0,,3.0,,166.4,10.0,0.0,
0,3,0.0,147.70531063579017,4,,0,,0.0,0.0,,37.32,0.0,3.0,424,1681383920.0,3.0,,36.9,313,,0.0,8342,147.70531063579017,3.0,,,,0.0,35.97,37.52,0.0,,3.0,,165.37,10.0,0.0,
0,3,0.0,147.70531063579017,4,,0,,0.0,0.0,,37.32,0.0,3.0,425,1681383921.0,3.0,,36.9,314,,0.0,8493,147.70531063579017,3.0,,,,0.0,35.97,37.52,0.0,,3.0,,164.35,10.0,0.0,
0,3,0.0,147.70531063579017,4,,0,,0.0,0.0,,37.32,0.0,3.0,426,1681383922.0,3.0,,36.9,315,,0.0,8645,147.70531063579017,3.0,,,,0.0,35.97,37.52,0.0,,3.0,,163.32,10.0,0.0,
0,3,0.0,147.70531063579017,4,,0,,0.0,0.0,,37.32,0.0,3.0,427,1681383923.0,3.0,,36.9,316,,0.0,8797,147.70531063579017,3.0,,,,0.0,35.97,37.52,0.0,,3.0,,162.29,10.0,0.0,
