03_hivemind/num_clients,04_peers/peer_3_epoch_oos,03_hivemind/per_epoch_training_samples,04_peers/peer_8_samples_accumulated,04_peers/peer_7_epoch_oos,04_peers/peer_4_samples_accumulated,03_hivemind/num_peers,04_peers/peer_9_epoch,04_peers/peer_2_epoch_oos,04_peers/peer_8_epoch,04_peers/peer_1_samples_per_second,03_hivemind/total_training_samples,_step,04_peers/peer_5_epoch,03_hivemind/overshot_TBS,04_peers/peer_4_epoch_oos,03_hivemind/epoch_based_sps,04_peers/peer_2_samples_per_second,_runtime,03_hivemind/global_epoch,03_hivemind/next_fetch_time_s,04_peers/peer_6_samples_per_second,04_peers/peer_6_samples_accumulated,04_peers/peer_6_epoch_oos,03_hivemind/eta_next_epoch_s,04_peers/peer_3_samples_per_second,04_peers/peer_4_samples_per_second,04_peers/peer_2_samples_accumulated,04_peers/peer_8_samples_per_second,04_peers/peer_7_samples_accumulated,_timestamp,03_hivemind/epoch_s,04_peers/peer_1_epoch,04_peers/peer_7_epoch,04_peers/peer_5_samples_per_second,04_peers/peer_5_samples_accumulated,03_hivemind/actual_total_samples_per_second,04_peers/peer_3_epoch,04_peers/peer_6_epoch,04_peers/peer_8_epoch_oos,04_peers/peer_1_samples_accumulated,04_peers/peer_3_samples_accumulated,04_peers/peer_9_samples_per_second,04_peers/peer_9_samples_accumulated,03_hivemind/reached_TBS,04_peers/peer_9_epoch_oos,04_peers/peer_2_epoch,03_hivemind/undershot_TBS,04_peers/peer_4_epoch,04_peers/peer_1_epoch_oos,03_hivemind/estimated_current_samples,03_hivemind/global_samples_accumulated,04_peers/peer_5_epoch_oos,04_peers/peer_7_samples_per_second,03_hivemind/optimistic_total_samples_per_second
0,0.0,,1216.0,0.0,1312.0,9,0.0,0.0,0.0,266.02,,12,0.0,,0.0,,114.99,68,0,10.0,109.58,1216.0,0.0,15.41,112.71,113.58,1408.0,113.2,1248.0,1681156920.0,,0.0,0.0,112.46,1248.0,1150.5325978230028,0.0,0.0,0.0,3360.0,1344.0,70.19,1056.0,,0.0,0.0,,0.0,0.0,15037,14816,0.0,114.69,1150.5325978230028
0,0.0,,1344.0,0.0,1440.0,9,0.0,0.0,0.0,261.9,,13,0.0,,0.0,,116.08,69,0,10.0,111.66,1344.0,0.0,14.0,114.42,115.19,1568.0,115.4,1376.0,1681156921.0,,0.0,0.0,114.29,1376.0,1169.7764008917204,0.0,0.0,0.0,3648.0,1504.0,84.67,1216.0,,0.0,0.0,,0.0,0.0,16386,16160,0.0,116.93,1169.7764008917204
0,0.0,,1472.0,0.0,1568.0,9,0.0,0.0,0.0,263.31,,14,0.0,,0.0,,116.7,71,0,9.47,113.02,1472.0,0.0,12.63,115.15,116.37,1696.0,116.88,1504.0,1681156923.0,,0.0,0.0,115.88,1536.0,1181.1813810342153,0.0,0.0,0.0,3936.0,1632.0,94.15,1344.0,,0.0,0.0,,0.0,0.0,17852,17600,0.0,118.33,1181.1813810342153
0,0.0,,1632.0,0.0,1728.0,9,0.0,0.0,0.0,262.33,,15,0.0,,0.0,,117.12,72,0,8.54,113.92,1600.0,0.0,11.39,115.56,117.11,1824.0,117.98,1664.0,1681156924.0,,0.0,0.0,116.59,1664.0,1190.7492113121507,0.0,0.0,0.0,4256.0,1760.0,101.42,1472.0,,0.0,0.0,,0.0,0.0,19208,18912,0.0,119.15,1190.7492113121507
0,0.0,,1760.0,0.0,1856.0,9,0.0,0.0,0.0,263.28,,16,0.0,,0.0,,117.49,73,0,7.63,114.4,1728.0,0.0,10.17,115.8,117.42,1952.0,118.63,1792.0,1681156925.0,,0.0,0.0,117.07,1792.0,1198.4305527675615,0.0,0.0,0.0,4544.0,1888.0,106.93,1600.0,,0.0,0.0,,0.0,0.0,20576,20288,0.0,119.72,1198.4305527675615
0,0.0,,1888.0,0.0,1984.0,9,0.0,0.0,0.0,264.84,,17,0.0,,0.0,,117.65,74,0,6.76,114.74,1856.0,0.0,9.02,115.91,117.66,2080.0,118.86,1920.0,1681156926.0,,0.0,0.0,117.31,1920.0,1201.7200396550088,0.0,0.0,0.0,4864.0,2016.0,111.47,1760.0,,0.0,0.0,,0.0,0.0,21931,21632,0.0,119.99,1201.7200396550088
0,0.0,,2016.0,0.0,2112.0,9,0.0,0.0,0.0,264.7,,18,0.0,,0.0,,117.67,75,0,5.9,114.95,1984.0,0.0,7.87,115.96,117.75,2240.0,118.97,2048.0,1681156927.0,,0.0,0.0,117.61,2048.0,1204.4022566962037,0.0,0.0,0.0,5152.0,2144.0,113.85,1888.0,,0.0,0.0,,0.0,0.0,23291,23072,0.0,120.26,1204.4022566962037
0,0.0,,2144.0,0.0,2272.0,9,0.0,0.0,0.0,265.66,,19,0.0,,0.0,,117.61,76,0,5.06,115.02,2112.0,0.0,6.74,115.92,117.69,2368.0,118.96,2208.0,1681156928.0,,0.0,0.0,117.67,2208.0,1204.5224036959494,0.0,0.0,0.0,5440.0,2304.0,115.46,2016.0,,0.0,0.0,,0.0,0.0,24649,24448,0.0,120.4,1204.5224036959494
0,0.0,,2304.0,0.0,2400.0,9,0.0,0.0,0.0,264.9,,20,0.0,,0.0,,117.54,77,0,4.21,115.07,2240.0,0.0,5.61,115.98,117.74,2496.0,118.65,2336.0,1681156929.0,,0.0,0.0,117.6,2336.0,1206.97833853572,0.0,0.0,0.0,5760.0,2432.0,116.47,2144.0,,0.0,0.0,,0.0,0.0,25999,25760,0.0,120.57,1206.97833853572
0,0.0,,2432.0,0.0,2528.0,9,0.0,0.0,0.0,266.52,,21,0.0,,0.0,,117.36,78,0,3.36,115.05,2368.0,0.0,4.48,115.99,117.79,2624.0,118.77,2464.0,1681156930.0,,0.0,0.0,117.65,2464.0,1208.034864762671,0.0,0.0,0.0,6048.0,2560.0,117.12,2272.0,,0.0,0.0,,0.0,0.0,27351,27072,0.0,120.73,1208.034864762671
0,0.0,,2560.0,0.0,2656.0,9,0.0,0.0,0.0,266.33,,22,0.0,,0.0,,117.27,80,0,2.53,114.87,2496.0,0.0,3.38,115.7,118.23,2752.0,119.1,2592.0,1681156932.0,,0.0,0.0,117.74,2592.0,1205.4045326769262,0.0,0.0,0.0,6336.0,2688.0,118.01,2400.0,,0.0,0.0,,0.0,0.0,28694,28480,0.0,120.8,1205.4045326769262
0,0.0,,2688.0,0.0,2784.0,9,0.0,0.0,0.0,264.24,,23,0.0,,0.0,,117.17,81,0,1.7,114.81,2656.0,0.0,2.27,115.64,117.88,2880.0,119.04,2752.0,1681156933.0,,0.0,0.0,117.63,2720.0,1204.8027531437972,0.0,0.0,0.0,6656.0,2816.0,118.23,2528.0,,0.0,0.0,,0.0,0.0,30034,29792,0.0,120.77,1204.8027531437972
0,0.0,,2816.0,0.0,2912.0,9,0.0,0.0,0.0,264.12,,24,0.0,,0.0,,117.26,82,0,0.85,114.65,2752.0,0.0,1.14,115.56,117.73,3008.0,118.86,2880.0,1681156934.0,,0.0,0.0,117.66,2848.0,1206.3198197527654,0.0,0.0,0.0,6944.0,2944.0,118.14,2688.0,,0.0,0.0,,0.0,0.0,31395,31136,0.0,120.82,1206.3198197527654
0,0.0,,2944.0,0.0,3040.0,9,0.0,0.0,0.0,265.57,,25,0.0,,0.0,,117.26,83,0,0.5,114.86,2912.0,0.0,0.01,115.5,117.67,3136.0,118.92,3008.0,1681156935.0,,0.0,0.0,117.73,2976.0,1208.3222602213339,0.0,0.0,0.0,7232.0,3072.0,118.12,2816.0,,0.0,0.0,,0.0,0.0,32755,32480,0.0,120.68,1208.3222602213339
0,0.0,,3104.0,0.0,3168.0,9,0.0,0.0,0.0,268.42,,26,0.0,,0.0,,117.32,84,0,0.5,114.32,3040.0,0.0,0.0,115.37,117.54,3264.0,119.0,3136.0,1681156936.0,,0.0,0.0,117.61,3104.0,1207.6300521698406,0.0,0.0,0.0,7520.0,3200.0,117.99,2944.0,,0.0,0.0,,0.0,0.0,34121,32960,0.0,120.76,1207.6300521698406
0,0.0,,3136.0,0.0,3232.0,9,0.0,0.0,0.0,268.68,,27,0.0,,0.0,,116.94,85,0,0.5,114.33,3072.0,0.0,0.0,115.34,117.29,3328.0,118.87,3200.0,1681156937.0,,0.0,0.0,117.59,3168.0,1207.6300521698406,0.0,0.0,0.0,7616.0,3232.0,118.02,2976.0,,0.0,0.0,,0.0,0.0,35479,32960,0.0,120.58,1207.6300521698406
0,0.0,,3136.0,0.0,3232.0,9,0.0,0.0,0.0,268.68,,28,0.0,,0.0,,116.94,86,0,0.5,114.33,3072.0,0.0,0.0,115.34,117.29,3328.0,118.87,3200.0,1681156938.0,,0.0,0.0,117.59,3168.0,1207.6300521698406,0.0,0.0,0.0,7616.0,3232.0,118.02,2976.0,,0.0,0.0,,0.0,0.0,36839,32960,0.0,120.58,1207.6300521698406
0,0.0,,3136.0,0.0,3232.0,9,0.0,0.0,0.0,268.68,,29,0.0,,0.0,,116.94,87,0,0.5,114.33,3072.0,0.0,0.0,115.34,117.29,3328.0,118.87,3200.0,1681156939.0,,0.0,0.0,117.59,3168.0,1207.6300521698406,0.0,0.0,0.0,7616.0,3232.0,118.02,2976.0,,0.0,0.0,,0.0,0.0,38193,32960,0.0,120.58,1207.6300521698406
0,0.0,,3136.0,0.0,3232.0,9,0.0,0.0,0.0,268.68,,30,0.0,,0.0,,116.94,89,0,0.5,114.33,3072.0,0.0,0.0,115.34,117.29,3328.0,118.87,3200.0,1681156941.0,,0.0,0.0,117.59,3168.0,1207.6300521698406,0.0,0.0,0.0,7616.0,3232.0,118.02,2976.0,,0.0,0.0,,0.0,0.0,39557,32960,0.0,120.58,1207.6300521698406
0,0.0,,3136.0,0.0,3232.0,9,0.0,0.0,0.0,268.68,,31,0.0,,0.0,,116.94,90,0,0.5,114.33,3072.0,0.0,0.0,115.34,117.29,3328.0,118.87,3200.0,1681156942.0,,0.0,0.0,117.59,3168.0,1207.6300521698406,0.0,0.0,0.0,7616.0,3232.0,118.02,2976.0,,0.0,0.0,,0.0,0.0,40922,32960,0.0,120.58,1207.6300521698406
0,0.0,,3136.0,0.0,3232.0,9,0.0,0.0,0.0,268.68,,32,0.0,,0.0,,116.94,91,0,0.5,114.33,3072.0,0.0,0.0,115.34,117.29,3328.0,118.87,3200.0,1681156943.0,,0.0,0.0,117.59,3168.0,1207.6300521698406,0.0,0.0,0.0,7616.0,3232.0,118.02,2976.0,,0.0,0.0,,0.0,0.0,42273,32960,0.0,120.58,1207.6300521698406
0,0.0,,3136.0,0.0,3232.0,9,0.0,0.0,0.0,268.68,,33,0.0,,0.0,,116.94,92,0,0.5,114.33,3072.0,0.0,0.0,115.34,117.29,3328.0,118.87,3200.0,1681156944.0,,0.0,0.0,117.59,3168.0,1207.6300521698406,0.0,0.0,0.0,7616.0,3232.0,118.02,2976.0,,0.0,0.0,,0.0,0.0,43633,32960,0.0,120.58,1207.6300521698406
0,0.0,,3136.0,0.0,3232.0,9,0.0,0.0,0.0,268.68,,34,0.0,,0.0,,116.94,93,0,0.5,114.33,3072.0,0.0,0.0,115.34,117.29,3328.0,118.87,3200.0,1681156945.0,,0.0,0.0,117.59,3168.0,1207.6300521698406,0.0,0.0,0.0,7616.0,3232.0,118.02,2976.0,,0.0,0.0,,0.0,0.0,44996,32960,0.0,120.58,1207.6300521698406
0,0.0,,3136.0,0.0,3232.0,9,0.0,0.0,0.0,268.68,,35,0.0,,0.0,,116.94,94,0,0.5,114.33,3072.0,0.0,0.0,115.34,117.29,3328.0,118.87,3200.0,1681156946.0,,0.0,0.0,117.59,3168.0,1207.6300521698406,0.0,0.0,0.0,7616.0,3232.0,118.02,2976.0,,0.0,0.0,,0.0,0.0,46351,32960,0.0,120.58,1207.6300521698406
0,0.0,,3136.0,0.0,3232.0,9,0.0,0.0,0.0,268.68,,36,0.0,,0.0,,116.94,95,0,0.5,114.33,3072.0,0.0,0.0,115.34,117.29,3328.0,118.87,3200.0,1681156947.0,,0.0,0.0,117.59,3168.0,1207.6300521698406,0.0,0.0,0.0,7616.0,3232.0,118.02,2976.0,,0.0,0.0,,0.0,0.0,47712,32960,0.0,120.58,1207.6300521698406
0,0.0,,3136.0,0.0,3232.0,9,0.0,0.0,0.0,268.68,,37,0.0,,0.0,,116.94,96,0,0.5,114.33,3072.0,0.0,0.0,115.34,117.29,3328.0,118.87,3200.0,1681156948.0,,0.0,0.0,117.59,3168.0,1207.6300521698406,0.0,0.0,0.0,7616.0,3232.0,118.02,2976.0,,0.0,0.0,,0.0,0.0,49061,32960,0.0,120.58,1207.6300521698406
0,0.0,,3136.0,0.0,3232.0,9,0.0,0.0,0.0,268.68,,38,0.0,,0.0,,116.94,98,0,0.5,114.33,3072.0,0.0,0.0,115.34,117.29,3328.0,118.87,3200.0,1681156950.0,,0.0,0.0,117.59,3168.0,1207.6300521698406,0.0,0.0,0.0,7616.0,3232.0,118.02,2976.0,,0.0,0.0,,0.0,0.0,50415,32960,0.0,120.58,1207.6300521698406
0,0.0,,3136.0,0.0,3232.0,9,0.0,0.0,0.0,268.68,,39,0.0,,0.0,,116.94,99,0,0.5,114.33,3072.0,0.0,0.0,115.34,117.29,3328.0,118.87,3200.0,1681156951.0,,0.0,0.0,117.59,3168.0,1207.6300521698406,0.0,0.0,0.0,7616.0,3232.0,118.02,2976.0,,0.0,0.0,,0.0,0.0,51766,32960,0.0,120.58,1207.6300521698406
0,0.0,,3136.0,0.0,3232.0,9,0.0,0.0,0.0,268.68,,40,0.0,,0.0,,116.94,100,0,0.5,114.33,3072.0,0.0,0.0,115.34,117.29,3328.0,118.87,3200.0,1681156952.0,,0.0,0.0,117.59,3168.0,1207.6300521698406,0.0,0.0,0.0,7616.0,3232.0,118.02,2976.0,,0.0,0.0,,0.0,0.0,53124,32960,0.0,120.58,1207.6300521698406
0,0.0,,3136.0,0.0,3232.0,9,0.0,0.0,0.0,268.68,,41,0.0,,0.0,,116.94,101,0,0.5,114.33,3072.0,0.0,0.0,115.34,117.29,3328.0,118.87,3200.0,1681156953.0,,0.0,0.0,117.59,3168.0,1207.6300521698406,0.0,0.0,0.0,7616.0,3232.0,118.02,2976.0,,0.0,0.0,,0.0,0.0,54482,32960,0.0,120.58,1207.6300521698406
0,0.0,,3136.0,0.0,3232.0,9,0.0,0.0,0.0,268.68,,42,0.0,,0.0,,116.94,102,0,0.5,114.33,3072.0,0.0,0.0,115.34,117.29,3328.0,118.87,3200.0,1681156954.0,,0.0,0.0,117.59,3168.0,1207.6300521698406,0.0,0.0,0.0,7616.0,3232.0,118.02,2976.0,,0.0,0.0,,0.0,0.0,55839,32960,0.0,120.58,1207.6300521698406
0,0.0,,3136.0,0.0,3232.0,9,0.0,0.0,0.0,268.68,,43,0.0,,0.0,,116.94,103,0,0.5,114.33,3072.0,0.0,0.0,115.34,117.29,3328.0,118.87,3200.0,1681156955.0,,0.0,0.0,117.59,3168.0,1207.6300521698406,0.0,0.0,0.0,7616.0,3232.0,118.02,2976.0,,0.0,0.0,,0.0,0.0,57206,32960,0.0,120.58,1207.6300521698406
0,0.0,,3136.0,0.0,3232.0,9,0.0,0.0,0.0,268.68,,44,0.0,,0.0,,116.94,104,0,0.5,114.33,3072.0,0.0,0.0,115.34,117.29,3328.0,118.87,3200.0,1681156956.0,,0.0,0.0,117.59,3168.0,1207.6300521698406,0.0,0.0,0.0,7616.0,3232.0,118.02,2976.0,,0.0,0.0,,0.0,0.0,58559,32960,0.0,120.58,1207.6300521698406
0,0.0,,3136.0,0.0,3232.0,9,0.0,0.0,0.0,268.68,,45,0.0,,0.0,,116.94,105,0,0.5,114.33,3072.0,0.0,0.0,115.34,117.29,3328.0,118.87,3200.0,1681156957.0,,0.0,0.0,117.59,3168.0,1207.6300521698406,0.0,0.0,0.0,7616.0,3232.0,118.02,2976.0,,0.0,0.0,,0.0,0.0,59913,32960,0.0,120.58,1207.6300521698406
0,0.0,,3136.0,0.0,3232.0,9,0.0,0.0,0.0,268.68,,46,0.0,,0.0,,116.94,107,0,0.5,114.33,3072.0,0.0,0.0,115.34,117.29,3328.0,118.87,3200.0,1681156959.0,,0.0,0.0,117.59,3168.0,1207.6300521698406,0.0,0.0,0.0,7616.0,3232.0,118.02,2976.0,,0.0,0.0,,0.0,0.0,61271,32960,0.0,120.58,1207.6300521698406
0,0.0,,3136.0,0.0,3232.0,9,0.0,0.0,0.0,268.68,,47,0.0,,0.0,,116.94,108,0,0.5,114.33,3072.0,0.0,0.0,115.34,117.29,3328.0,118.87,3200.0,1681156960.0,,0.0,0.0,117.59,3168.0,1207.6300521698406,0.0,0.0,0.0,7616.0,3232.0,118.02,2976.0,,0.0,0.0,,0.0,0.0,62620,32960,0.0,120.58,1207.6300521698406
0,0.0,,3136.0,0.0,3232.0,9,0.0,0.0,0.0,268.68,,48,0.0,,0.0,,116.94,109,0,0.5,114.33,3072.0,0.0,0.0,115.34,117.29,3328.0,118.87,3200.0,1681156961.0,,0.0,0.0,117.59,3168.0,1207.6300521698406,0.0,0.0,0.0,7616.0,3232.0,118.02,2976.0,,0.0,0.0,,0.0,0.0,63969,32960,0.0,120.58,1207.6300521698406
0,0.0,,3136.0,0.0,3232.0,9,0.0,0.0,0.0,268.68,,49,0.0,,0.0,,116.94,110,0,0.5,114.33,3072.0,0.0,0.0,115.34,117.29,3328.0,118.87,3200.0,1681156962.0,,0.0,0.0,117.59,3168.0,1207.6300521698406,0.0,0.0,0.0,7616.0,3232.0,118.02,2976.0,,0.0,0.0,,0.0,0.0,65390,32960,0.0,120.58,1207.6300521698406
0,0.0,,3136.0,0.0,3232.0,9,0.0,0.0,0.0,268.68,,50,0.0,,0.0,,116.94,111,0,0.5,114.33,3072.0,0.0,0.0,115.34,117.29,3328.0,118.87,3200.0,1681156963.0,,0.0,0.0,117.59,3168.0,1207.6300521698406,0.0,0.0,0.0,7616.0,3232.0,118.02,2976.0,,0.0,0.0,,0.0,0.0,66768,32960,0.0,120.58,1207.6300521698406
0,0.0,,3136.0,0.0,3232.0,9,0.0,0.0,0.0,268.68,,51,0.0,,0.0,,116.94,112,1,10.0,114.33,3072.0,0.0,26.81,115.34,117.29,3328.0,118.87,3200.0,1681156964.0,,0.0,0.0,117.59,3168.0,268.676687858967,0.0,0.0,0.0,7616.0,3232.0,118.02,2976.0,,0.0,0.0,,0.0,0.0,385,0,0.0,120.58,1207.6300521698406
0,1.0,32960.0,3136.0,1.0,3232.0,9,0.0,1.0,0.0,268.68,32960.0,52,0.0,1.0,1.0,573.7918216524655,116.94,114,1,10.0,114.33,3072.0,1.0,28.55,115.34,117.29,3328.0,118.87,3200.0,1681156966.0,57.44243601290509,1.0,0.0,117.59,3168.0,414.880873810963,0.0,0.0,1.0,0.0,3232.0,118.02,2976.0,0.0,1.0,0.0,0.0,0.0,0.0,782,512,1.0,120.58,1120.47600990653
0,0.0,,3136.0,1.0,3232.0,9,1.0,1.0,0.0,188.46,,53,0.0,,1.0,,116.94,115,1,10.0,114.33,3072.0,1.0,28.85,108.4,117.29,3328.0,118.87,3200.0,1681156967.0,,1.0,0.0,117.59,3168.0,1052.7059535813119,1.0,0.0,1.0,352.0,160.0,118.02,0.0,,0.0,0.0,,0.0,0.0,2397,2144,1.0,120.58,1052.7059535813119
0,0.0,,192.0,0.0,192.0,9,1.0,0.0,1.0,194.73,,54,1.0,,0.0,,107.54,116,1,10.0,105.29,160.0,0.0,28.32,106.15,105.16,160.0,105.52,128.0,1681156968.0,,1.0,1.0,107.44,160.0,1033.6991885706973,1.0,1.0,0.0,608.0,288.0,111.15,256.0,,0.0,1.0,,1.0,0.0,3492,3008,0.0,109.75,1033.6991885706973
0,0.0,,320.0,0.0,288.0,9,1.0,0.0,1.0,200.03,,55,1.0,,0.0,,105.25,117,1,10.0,100.77,256.0,0.0,28.48,93.83,101.44,288.0,106.62,256.0,1681156969.0,,1.0,1.0,108.35,256.0,993.3101725118827,1.0,1.0,0.0,640.0,352.0,109.96,352.0,,0.0,1.0,,1.0,0.0,4482,3648,0.0,107.44,993.3101725118827
0,0.0,,384.0,0.0,384.0,9,1.0,0.0,1.0,200.03,,56,1.0,,0.0,,91.28,118,1,10.0,101.37,320.0,0.0,30.5,100.32,93.78,352.0,94.04,320.0,1681156970.0,,1.0,1.0,104.96,320.0,906.8138481813259,1.0,1.0,0.0,640.0,480.0,98.98,448.0,,0.0,1.0,,1.0,0.0,5114,4832,0.0,108.55,906.8138481813259
0,0.0,,512.0,0.0,448.0,9,1.0,0.0,1.0,124.77,,57,1.0,,0.0,,101.87,119,1,10.0,94.74,448.0,0.0,29.58,85.03,97.42,512.0,101.32,448.0,1681156971.0,,1.0,1.0,97.51,448.0,902.3658138214545,1.0,1.0,0.0,896.0,544.0,105.06,576.0,,0.0,1.0,,1.0,0.0,6078,5696,0.0,99.09,902.3658138214545
0,0.0,,544.0,0.0,544.0,9,1.0,0.0,1.0,154.02,,58,1.0,,0.0,,103.32,120,1,10.0,100.66,576.0,0.0,28.21,93.23,84.26,544.0,79.7,544.0,1681156972.0,,1.0,1.0,97.28,576.0,910.1745186040383,1.0,1.0,0.0,1088.0,672.0,95.86,608.0,,0.0,1.0,,1.0,0.0,7094,6880,0.0,94.04,910.1745186040383
0,0.0,,704.0,0.0,704.0,9,1.0,0.0,1.0,155.46,,59,1.0,,0.0,,90.78,121,1,10.0,92.32,640.0,0.0,24.26,99.67,95.15,672.0,92.07,640.0,1681156973.0,,1.0,1.0,102.05,672.0,1004.2331204211542,1.0,1.0,0.0,1280.0,800.0,94.28,768.0,,0.0,1.0,,1.0,0.0,8402,8192,0.0,88.39,1004.2331204211542
0,0.0,,832.0,0.0,832.0,9,1.0,0.0,1.0,212.15,,60,1.0,,0.0,,98.53,123,1,10.0,88.37,736.0,0.0,21.37,104.4,101.7,800.0,99.76,768.0,1681156975.0,,1.0,1.0,100.64,800.0,1077.2678013035227,1.0,1.0,0.0,1600.0,928.0,101.48,896.0,,0.0,1.0,,1.0,0.0,9751,9504,0.0,97.2,1077.2678013035227
