04_peers/peer_3_samples_accumulated,04_peers/peer_3_samples_per_second,04_peers/peer_9_samples_per_second,04_peers/peer_7_samples_accumulated,03_hivemind/actual_total_samples_per_second,04_peers/peer_4_epoch,04_peers/peer_1_epoch_oos,04_peers/peer_8_epoch_oos,03_hivemind/global_samples_accumulated,04_peers/peer_9_samples_accumulated,04_peers/peer_5_epoch,04_peers/peer_6_epoch_oos,03_hivemind/eta_next_epoch_s,03_hivemind/num_peers,03_hivemind/num_clients,03_hivemind/total_training_samples,04_peers/peer_8_samples_per_second,04_peers/peer_8_samples_accumulated,04_peers/peer_9_epoch,04_peers/peer_6_samples_per_second,03_hivemind/optimistic_total_samples_per_second,04_peers/peer_1_samples_per_second,04_peers/peer_6_samples_accumulated,04_peers/peer_1_epoch,04_peers/peer_6_epoch,04_peers/peer_7_epoch,03_hivemind/global_epoch,04_peers/peer_4_samples_per_second,04_peers/peer_5_samples_per_second,03_hivemind/epoch_s,03_hivemind/estimated_current_samples,04_peers/peer_4_samples_accumulated,04_peers/peer_3_epoch,04_peers/peer_5_epoch_oos,04_peers/peer_2_samples_per_second,04_peers/peer_2_epoch,04_peers/peer_8_epoch,04_peers/peer_4_epoch_oos,03_hivemind/next_fetch_time_s,04_peers/peer_1_samples_accumulated,04_peers/peer_5_samples_accumulated,04_peers/peer_3_epoch_oos,03_hivemind/reached_TBS,03_hivemind/overshot_TBS,04_peers/peer_9_epoch_oos,_step,04_peers/peer_2_epoch_oos,03_hivemind/epoch_based_sps,03_hivemind/per_epoch_training_samples,_runtime,03_hivemind/undershot_TBS,04_peers/peer_7_epoch_oos,04_peers/peer_7_samples_per_second,04_peers/peer_2_samples_accumulated,_timestamp
544.0,137.76,6.21,96.0,2012.0277544501894,0.0,0.0,0.0,33568,32.0,0.0,0.0,0.0,9,0,,6.26,32.0,0.0,31.64,2012.0277544501894,241.2,160.0,0.0,0.0,0.0,0,70.53,46.99,,114433,320.0,0.0,0.0,1453.23,0.0,0.0,0.0,0.5,9632.0,224.0,0.0,,,0.0,44,0.0,,,129,,0.0,18.21,22528.0,1681394581.0
544.0,137.76,6.21,96.0,2012.0277544501894,0.0,0.0,0.0,33568,32.0,0.0,0.0,0.0,9,0,,6.26,32.0,0.0,31.64,2012.0277544501894,241.2,160.0,0.0,0.0,0.0,0,70.53,46.99,,117259,320.0,0.0,0.0,1453.23,0.0,0.0,0.0,0.5,9632.0,224.0,0.0,,,0.0,45,0.0,,,131,,0.0,18.21,22528.0,1681394583.0
544.0,137.76,6.21,96.0,2012.0277544501894,0.0,0.0,0.0,33568,32.0,0.0,0.0,0.0,9,0,,6.26,32.0,0.0,31.64,2012.0277544501894,241.2,160.0,0.0,0.0,0.0,0,70.53,46.99,,120093,320.0,0.0,0.0,1453.23,0.0,0.0,0.0,0.5,9632.0,224.0,0.0,,,0.0,46,0.0,,,132,,0.0,18.21,22528.0,1681394584.0
544.0,137.76,6.21,96.0,2012.0277544501894,0.0,0.0,0.0,33568,32.0,0.0,0.0,0.0,9,0,,6.26,32.0,0.0,31.64,2012.0277544501894,241.2,160.0,0.0,0.0,0.0,0,70.53,46.99,,122902,320.0,0.0,0.0,1453.23,0.0,0.0,0.0,0.5,9632.0,224.0,0.0,,,0.0,47,0.0,,,134,,0.0,18.21,22528.0,1681394586.0
544.0,137.76,6.21,96.0,2012.0277544501894,0.0,0.0,0.0,33568,32.0,0.0,0.0,0.0,9,0,,6.26,32.0,0.0,31.64,2012.0277544501894,241.2,160.0,0.0,0.0,0.0,0,70.53,46.99,,125736,320.0,0.0,0.0,1453.23,0.0,0.0,0.0,0.5,9632.0,224.0,0.0,,,0.0,48,0.0,,,135,,0.0,18.21,22528.0,1681394587.0
544.0,137.76,6.21,96.0,2012.0277544501894,0.0,0.0,0.0,33568,32.0,0.0,0.0,0.0,9,0,,6.26,32.0,0.0,31.64,2012.0277544501894,241.2,160.0,0.0,0.0,0.0,0,70.53,46.99,,128562,320.0,0.0,0.0,1453.23,0.0,0.0,0.0,0.5,9632.0,224.0,0.0,,,0.0,49,0.0,,,137,,0.0,18.21,22528.0,1681394589.0
544.0,137.76,6.21,96.0,2012.0277544501894,0.0,0.0,0.0,33568,32.0,0.0,0.0,0.0,9,0,,6.26,32.0,0.0,31.64,2012.0277544501894,241.2,160.0,0.0,0.0,0.0,0,70.53,46.99,,131364,320.0,0.0,0.0,1453.23,0.0,0.0,0.0,0.5,9632.0,224.0,0.0,,,0.0,50,0.0,,,138,,0.0,18.21,22528.0,1681394590.0
544.0,137.76,6.21,96.0,2012.0277544501894,0.0,0.0,0.0,33568,32.0,0.0,0.0,0.0,9,0,,6.26,32.0,0.0,31.64,2012.0277544501894,241.2,160.0,0.0,0.0,0.0,0,70.53,46.99,,134177,320.0,0.0,0.0,1453.23,0.0,0.0,0.0,0.5,9632.0,224.0,0.0,,,0.0,51,0.0,,,139,,0.0,18.21,22528.0,1681394591.0
544.0,137.76,6.21,96.0,2012.0277544501894,0.0,0.0,0.0,33568,32.0,0.0,0.0,0.0,9,0,,6.26,32.0,0.0,31.64,2012.0277544501894,241.2,160.0,0.0,0.0,0.0,0,70.53,46.99,,137010,320.0,0.0,0.0,1453.23,0.0,0.0,0.0,0.5,9632.0,224.0,0.0,,,0.0,52,0.0,,,141,,0.0,18.21,22528.0,1681394593.0
544.0,137.76,6.21,96.0,2012.0277544501894,0.0,0.0,0.0,33568,32.0,0.0,0.0,0.0,9,0,,6.26,32.0,0.0,31.64,2012.0277544501894,241.2,160.0,0.0,0.0,0.0,0,70.53,46.99,,145498,320.0,0.0,0.0,1453.23,0.0,0.0,0.0,0.5,9632.0,224.0,0.0,,,0.0,53,0.0,,,145,,0.0,18.21,22528.0,1681394597.0
