disk/counter/disk_write_sys_count,02_timing/dataload_cuda_move_time_s,_timestamp,03_hivemind/global_epoch,02_timing/opt_step_time_s,disk/time/disk_busy_time_sys_s,disk/time/disk_read_time_sys_s,memory/available_memory_sys_MB,process/memory/dirty_pages_proc_count,bandwidth/disk_write_sys_bandwidth_MBs,cpu/load/avg_sys_load_five_min_percent,02_timing/dataload_time_s,01_general/locally_processed_samples,01_general/step,cpu/logical_core_count,memory/total_memory_sys_MB,cpu/interrupts/interrupts_count,process/memory/virtual_memory_size_proc_MB,02_timing/step_time_s,memory/used_memory_sys_MB,process/memory/shared_memory_proc_MB,cpu/load/avg_sys_load_one_min_percent,bandwidth/net_recv_sys_bandwidth_Mbits,process/memory/text_resident_set_proc_MB,02_timing/forward_time_s,disk/counter/disk_read_sys_count,cpu/interrupts/ctx_switches_count,process/memory/resident_set_size_proc_MB,bandwidth/net_sent_sys_bandwidth_Mbits,_runtime,01_general/minibatch_loss,memory/used_memory_sys_percent,disk/time/disk_write_time_sys_s,01_general/dataset_iteration_count,bandwidth/disk_read_sys_bandwidth_MBs,03_hivemind/num_peers,02_timing/backward_time_s,process/memory/lib_memory_proc_MB,process/voluntary_proc_ctx_switches,process/involuntary_proc_ctx_switches,_step,01_general/lr,02_timing/loss_calc_time_s,cpu/interrupts/soft_interrupts_count,process/memory/data_resident_set_proc_MB,cpu/load/avg_sys_load_fifteen_min_percent
240.0,0.0030435670000770187,1681395435.0,,,0.22400000000000375,0.0009999999999998899,199937.41312,0.0,0.016348491189686638,0.7666666666666667,,,,,,1040999.0,31889.903616,,7692.828672,2453.180416,1.2333333333333334,96.65130601518428,2.719744,0.01688573899991752,2.0,67385.0,6339.887104,1.2120634064512659,18,,5.3,0.15300000000002,,0.0,,,6524.526592,1038.0,725.0,45,,0.0003910949999408331,67310.0,0.0,1.1333333333333333
,,1681395435.0,0.0,0.03924433299971497,,,,,,,0.0024219460001404514,896.0,27.0,,,,,0.2039769980001438,,,,,,,,,,,18,7.3531494140625,,,0.0,,5.0,0.141990318000353,,,,46,0.0001,,,,
,0.0030889530003150867,1681395436.0,0.0,0.039560278999942966,,,,,,,0.0028859580002063012,928.0,28.0,,,,,0.2062929080007052,,,,,,0.016732888000206003,,,,,19,7.4713134765625,,,0.0,,5.0,0.14362006800001836,,,,47,0.0001,0.00040476200001648976,,,
,0.0030721889997948892,1681395436.0,0.0,0.03921692999983861,,,,,,,0.0027461700001367717,960.0,29.0,,,,,0.20333758800006763,,,,,,0.01681325299978198,,,,,19,7.1494140625,,,0.0,,5.0,0.141109888000301,,,,48,0.0001,0.0003791580002143746,,,
246.0,0.0030590289998144726,1681395436.0,,,0.24399999999999977,0.0009999999999998899,199956.066304,0.0,0.05721649313396891,0.7666666666666667,,,,,,1045485.0,31890.16576,,7694.37696,2453.180416,1.2333333333333334,95.4049581976901,2.719744,0.016566702999625704,2.0,71348.0,6340.038656,1.0631507701509244,19,,5.3,0.1560000000000059,,0.0,,,6524.796928,1085.0,762.0,49,,0.00037267700008669635,72081.0,0.0,1.1333333333333333
,,1681395436.0,0.0,0.03952285400009714,,,,,,,0.0024359169997296704,992.0,30.0,,,,,0.20409040999948047,,,,,,,,,,,19,7.177978515625,,,0.0,,5.0,0.1421332300001268,,,,50,0.0001,,,,
,0.0029948059996058873,1681395437.0,0.0,0.039239398000063375,,,,,,,0.0025211730003320554,1024.0,31.0,,,,,0.20589070500000162,,,,,,0.01740263600004255,,,,,20,7.30322265625,,,0.0,,5.0,0.14334522599983757,,,,51,0.0001,0.0003874660001201846,,,
,0.003090735000114364,1681395437.0,0.0,0.03924656899971524,,,,,,,0.002716019000217784,1056.0,32.0,,,,,0.20344265099947734,,,,,,0.016739073999815446,,,,,20,7.3575439453125,,,0.0,,5.0,0.14127792599992972,,,,52,0.0001,0.000372327999684785,,,
256.0,0.0030228040000110923,1681395437.0,,,0.2680000000000007,0.0009999999999998899,199951.060992,0.0,0.07765328254164056,0.8666666666666666,,,,,,1050508.0,31890.16576,,7698.522112,2453.180416,1.6666666666666667,96.61904311895934,2.719744,0.016672637999818107,2.0,75429.0,6340.046848,1.3511415723831208,20,,5.3,0.15900000000004866,,0.0,,,6524.80512,1123.0,793.0,53,,0.0003690380003718019,77811.0,0.0,1.1666666666666665
,,1681395437.0,0.0,0.03931042200019874,,,,,,,0.002800191000005725,1088.0,33.0,,,,,0.20353395500023908,,,,,,,,,,,20,7.06396484375,,,0.0,,5.0,0.1413588619998336,,,,54,0.0001,,,,
,0.0030804640000496875,1681395438.0,0.0,0.03932158799989338,,,,,,,0.0024890330000744143,1120.0,34.0,,,,,0.20261746099959055,,,,,,0.01735479899980419,,,,,21,7.3204345703125,,,0.0,,5.0,0.13999340300006224,,,,55,0.0001,0.00037817399970663246,,,
,0.0030084150002949173,1681395438.0,0.0,0.03928087000031155,,,,,,,0.002728060000208643,1152.0,35.0,,,,,0.20264687800090542,,,,,,0.01664329599998382,,,,,21,7.063232421875,,,0.0,,5.0,0.14061304000006203,,,,56,0.0001,0.0003731970000444562,,,
260.0,0.003007271000114997,1681395438.0,,,0.284000000000006,0.0009999999999998899,199950.1312,0.0,0.016348285050194967,0.8666666666666666,,,,,,1055583.0,31890.16576,,7699.84512,2453.180416,1.6666666666666667,91.64854987976736,2.719744,0.016608041999916168,2.0,80027.0,6340.050944,2.042944922376191,21,,5.3,0.160000000000025,,0.0,,,6524.809216,1168.0,832.0,57,,0.0003696100002343883,83131.0,0.0,1.1666666666666665
,,1681395438.0,0.0,0.039514422999673116,,,,,,,0.0025787219997255306,1184.0,36.0,,,,,0.20269442399967375,,,,,,,,,,,21,7.091552734375,,,0.0,,5.0,0.14061635600000955,,,,58,0.0001,,,,
,0.0031169250000857573,1681395439.0,0.0,0.039139379000062036,,,,,,,0.0024941269998635107,1216.0,37.0,,,,,0.20316551899986734,,,,,,0.016844072000367305,,,,,22,7.349609375,,,0.0,,5.0,0.1411696159998428,,,,59,0.0001,0.0004013999996459461,,,
,0.0030491020002045843,1681395439.0,0.0,0.03952672600007645,,,,,,,0.0025819640000008803,1248.0,38.0,,,,,0.20418055200025265,,,,,,0.016914237000037247,,,,,22,7.1668701171875,,,0.0,,5.0,0.14167854800007262,,,,60,0.0001,0.0004299749998608604,,,
264.0,0.003057098999761365,1681395439.0,,,0.30400000000000205,0.0009999999999998899,199916.658688,0.0,0.016347958367962104,0.8666666666666666,,,,,,1060687.0,31890.169856,,7732.895744,2453.180416,1.6666666666666667,106.97834947567166,2.719744,0.016757759000029182,2.0,86915.0,6340.05504,1.9330023935208849,22,,5.3,0.16200000000003456,,0.0,,,6524.817408,1221.0,863.0,61,,0.000382623999939824,88920.0,0.0,1.1666666666666665
,,1681395439.0,0.0,0.03930336300027193,,,,,,,0.0027828199999930803,1280.0,39.0,,,,,0.20609576900005777,,,,,,,,,,,22,7.2569580078125,,,0.0,,5.0,0.1438121040000624,,,,62,0.0001,,,,
,0.003076265999879979,1681395440.0,0.0,0.03931394300025204,,,,,,,0.00287999200008926,1312.0,40.0,,,,,0.20527904100026717,,,,,,0.016937866000262147,,,,,23,7.382568359375,,,0.0,,5.0,0.14269956499992986,,,,63,0.0001,0.00037140899985388387,,,
,0.003044079000119382,1681395440.0,0.0,0.0394447870003205,,,,,,,0.002789038999708282,1344.0,41.0,,,,,0.20384789800027647,,,,,,0.016766099000051327,,,,,23,7.0662841796875,,,0.0,,5.0,0.1414071900003364,,,,64,0.0001,0.00039670399974056636,,,
272.0,0.003116890000001149,1681395440.0,,,0.3199999999999932,0.0009999999999998899,199910.37952,0.0,0.08583131438644283,0.8666666666666666,,,,,,1065441.0,31890.16576,,7740.08832,2453.17632,1.6666666666666667,93.32779200696989,2.719744,0.017033244999765884,2.0,93479.0,6340.05504,2.168589785334736,23,,5.3,0.16599999999999682,,0.0,,,6524.8256,1258.0,888.0,65,,0.00036630600015996606,94059.0,0.0,1.1666666666666665
,,1681395440.0,0.0,0.03957880699999805,,,,,,,0.00268498199966416,1376.0,42.0,,,,,0.20544703599944114,,,,,,,,,,,23,7.3431396484375,,,0.0,,5.0,0.14266680599985193,,,,66,0.0001,,,,
,0.003046199999971577,1681395441.0,0.0,0.039373166999666864,,,,,,,0.0028224799998497474,1408.0,43.0,,,,,0.20306029399898762,,,,,,0.016757001999849308,,,,,24,7.4068603515625,,,0.0,,8.0,0.14066870699980427,,,,67,0.0001,0.0003927379998458491,,,
,0.003061669999624428,1681395441.0,0.0,0.03942456499999025,,,,,,,0.0025147379997179087,1440.0,44.0,,,,,0.20549795299984908,,,,,,0.016782686000169633,,,,,24,7.2760009765625,,,0.0,,8.0,0.14333733300009044,,,,68,0.0001,0.000376961000256415,,,
276.0,0.0030184850002115127,1681395441.0,,,0.3400000000000034,0.0009999999999998899,199915.188224,0.0,0.016348708995428292,0.8666666666666666,,,,,,1070793.0,31890.427904,,7734.779904,2453.17632,1.6666666666666667,91.53899210392564,2.719744,0.016680508999797894,2.0,100096.0,6340.349952,2.1994681361084965,24,,5.3,0.16700000000003,,0.0,,,6525.157376,1332.0,914.0,69,,0.00040654199983691797,99870.0,0.0,1.1666666666666665
,,1681395441.0,0.0,0.039633460999993986,,,,,,,0.002760760000001028,1472.0,45.0,,,,,0.20620522099989103,,,,,,,,,,,24,7.0556640625,,,0.0,,8.0,0.1437054640000497,,,,70,0.0001,,,,
,0.0029948070000500593,1681395442.0,0.0,0.03945202400018388,,,,,,,0.0027726439998332353,1504.0,46.0,,,,,0.20563050999999177,,,,,,0.01692536799964728,,,,,25,7.2882080078125,,,0.0,,8.0,0.14309267900034683,,,,71,0.0001,0.00039298799993048306,,,
,0.003057134000300721,1681395442.0,0.0,0.03959148300009474,,,,,,,0.002685233999727643,1536.0,47.0,,,,,0.20478839499992318,,,,,,0.016697735999969154,,,,,25,7.2786865234375,,,0.0,,8.0,0.14238008200027252,,,,72,0.0001,0.0003767259995584027,,,
285.0,0.0030258920000960643,1681395442.0,,,0.3640000000000043,0.0009999999999998899,199907.487744,0.0,0.057217827049780026,0.9666666666666666,,,,,,1076175.0,31890.427904,,7742.492672,2453.17632,2.0666666666666664,85.40766470268365,2.719744,0.017019559000345907,2.0,104850.0,6340.354048,2.1477359556295896,25,,5.3,0.17000000000001592,,0.0,,,6525.169664,1373.0,1035.0,73,,0.00037785199992868,104758.0,0.0,1.2
,,1681395442.0,0.0,0.039266916000087804,,,,,,,0.00284465699996872,1568.0,48.0,,,,,0.20571955300056288,,,,,,,,,,,25,7.6488037109375,,,0.0,,8.0,0.1431846770001357,,,,74,0.0001,,,,
,0.0030662979997941875,1681395443.0,0.0,0.039637318999666604,,,,,,,0.0024807539998619177,1600.0,49.0,,,,,0.2056084609989739,,,,,,0.01691631799985771,,,,,26,7.4776611328125,,,0.0,,8.0,0.14310375900004146,,,,75,0.0001,0.00040401299975201255,,,
,0.00300533399968117,1681395443.0,0.0,0.03938694699991174,,,,,,,0.002740047000315826,1632.0,50.0,,,,,0.20454841999981,,,,,,0.016849043000092934,,,,,26,7.15478515625,,,0.0,,8.0,0.1421878950000064,,,,76,0.0001,0.0003791539998019289,,,
289.0,0.0030043100000511913,1681395443.0,,,0.38400000000000034,0.0009999999999998899,199910.842368,0.0,0.016348638985806997,0.9666666666666666,,,,,,1081097.0,31890.427904,,7739.162624,2453.17632,2.0666666666666664,96.68419053990141,2.719744,0.017339767000066786,2.0,110778.0,6340.354048,2.21596701104669,26,,5.3,0.1710000000000491,,0.0,,,6525.17376,1433.0,1411.0,77,,0.0003880939998452959,109865.0,0.0,1.2
,,1681395443.0,0.0,0.039407166999808396,,,,,,,0.0028966339996259194,1664.0,51.0,,,,,0.20460653799909778,,,,,,,,,,,26,7.2713623046875,,,0.0,,8.0,0.1415705659997002,,,,78,0.0001,,,,
,0.0031166650001068774,1681395444.0,0.0,0.039582529999734106,,,,,,,0.002746040999682009,1696.0,52.0,,,,,0.20615212299935592,,,,,,0.016895883999950456,,,,,27,7.1058349609375,,,0.0,,8.0,0.14342932499994276,,,,79,0.0001,0.0003816779999397113,,,
,0.0030063929998505046,1681395444.0,0.0,0.03955675599991082,,,,,,,0.002911228999892046,1728.0,53.0,,,,,0.20534674599957725,,,,,,0.01690768400021625,,,,,27,7.5184326171875,,,0.0,,8.0,0.14259212499973728,,,,80,0.0001,0.0003725589999703516,,,
293.0,0.0030327189997478854,1681395444.0,,,0.4000000000000057,0.0009999999999998899,199905.222656,0.0,0.01634555526802216,0.9666666666666666,,,,,,1086176.0,31890.432,,7744.3072,2453.17632,2.0666666666666664,90.18632981695602,2.719744,,2.0,115867.0,6340.354048,2.5282375870122396,27,,5.3,0.17200000000002547,,0.0,,,6525.177856,1495.0,1747.0,81,,,115113.0,0.0,1.2
,,1681395444.0,0.0,0.0398527299998932,,,,,,,0.002567425000052026,1760.0,54.0,,,,,0.20630599700007224,,,,,,0.017881005000162986,,,,,27,7.1527099609375,,,0.0,,8.0,0.14258669400032886,,,,82,0.0001,0.00038542399988727993,,,
,0.003023074999873643,1681395445.0,0.0,0.03976033199978701,,,,,,,0.002494866000233742,1792.0,55.0,,,,,0.20424686299975292,,,,,,0.01679150399968421,,,,,28,7.295654296875,,,0.0,,8.0,0.1417693110001892,,,,83,0.0001,0.0004077749999851221,,,
298.0,0.003045712000130152,1681395445.0,,0.03982454900005905,0.4200000000000017,0.0009999999999998899,199885.074432,0.0,0.06948098836734061,0.9666666666666666,,,,,,1091936.0,31890.427904,,7746.080768,2453.250048,2.0666666666666664,104.32812277837095,2.719744,0.016842477999944094,2.0,120659.0,6340.468736,2.2853290116170237,28,,5.3,0.17500000000001137,,0.0,,0.1414394930002345,6525.186048,1556.0,2072.0,84,,0.0003816729999925883,121546.0,0.0,1.2
,,1681395445.0,0.0,,,,,,,,0.0028337249996184255,1824.0,56.0,,,,,0.20436762999997882,,,,,,,,,,,28,7.0618896484375,,,0.0,,8.0,,,,,85,0.0001,,,,
,0.0031140699998104537,1681395445.0,0.0,0.03971741199984535,,,,,,,0.0026802849997693556,1856.0,57.0,,,,,0.2039436759991986,,,,,,0.017128571999819542,,,,,28,6.9259033203125,,,0.0,,8.0,0.1409162390000347,,,,86,0.0001,0.0003870979999192059,,,
,0.0030641419998573838,1681395446.0,0.0,0.04001676799998677,,,,,,,0.0027670240001498314,1888.0,58.0,,,,,0.20614971699978923,,,,,,0.016739524999593414,,,,,29,7.2799072265625,,,0.0,,8.0,0.14316756500011252,,,,87,0.0001,0.00039469300008931896,,,
302.0,0.003179077999902802,1681395446.0,,0.03987976200005505,0.4399999999999977,0.0009999999999998899,199879.548928,0.0,0.01634880234252274,0.9666666666666666,,,,,,1097161.0,31890.427904,,7751.102464,2453.250048,2.0666666666666664,95.53995015256811,2.719744,0.016509575999862136,2.0,125349.0,6340.468736,2.29006966374613,29,,5.3,0.17600000000004457,,0.0,,0.14217180100013138,6525.190144,1607.0,2412.0,88,,0.00037943400002404815,127060.0,0.0,1.2
,,1681395446.0,0.0,,,,,,,,0.002613362999909441,1920.0,59.0,,,,,0.20473301399988486,,,,,,,,,,,29,7.3232421875,,,0.0,,8.0,,,,,89,0.0001,,,,
,0.0030739059998268203,1681395446.0,0.0,0.03974712500030364,,,,,,,0.002476433000083489,1952.0,60.0,,,,,0.20375845900025524,,,,,,0.01657621399999698,,,,,29,6.9522705078125,,,0.0,,8.0,0.1415077569999994,,,,90,0.0001,0.0003770240000449121,,,
,0.003026061000127811,1681395447.0,0.0,0.039633331000004546,,,,,,,0.003086781000092742,1984.0,61.0,,,,,0.20463628800052902,,,,,,0.016738144000100874,,,,,30,7.38671875,,,0.0,,8.0,0.14177645300014774,,,,91,0.0001,0.0003755180000553082,,,
312.0,0.0030881269999554206,1681395447.0,,0.03968784399967262,0.46399999999999864,0.0009999999999998899,199880.4992,0.0,0.08174383667166639,1.0,,,,,,1102290.0,31890.427904,,7750.668288,2453.250048,2.166666666666667,105.69727145298246,2.719744,0.016759463000198593,2.0,131565.0,6340.468736,2.2885560118063135,30,,5.3,0.17900000000003047,,0.0,,0.14343982400032473,6525.198336,1658.0,2778.0,92,,0.0003852700001516496,132475.0,0.0,1.2
,,1681395447.0,0.0,,,,,,,,0.0027377430001251923,2016.0,62.0,,,,,0.2060982710004282,,,,,,,,,,,30,7.4873046875,,,0.0,,8.0,,,,,93,0.0001,,,,
,0.003029039000011835,1681395447.0,0.0,0.039730285000132426,,,,,,,0.0029822399997101456,2048.0,63.0,,,,,0.20589014399956795,,,,,,0.016684686999724363,,,,,30,7.3779296875,,,0.0,,8.0,0.14308579399994414,,,,94,0.0001,0.00037809900004504016,,,
,0.003103367000221624,1681395448.0,0.0,0.039654644999700395,,,,,,,0.0027178589998584357,2080.0,64.0,,,,,0.20375570800024434,,,,,,0.016645560000142723,,,,,31,7.120361328125,,,0.0,,8.0,0.14125723999995898,,,,95,0.0001,0.00037703700036217924,,,
320.0,0.002991298999859282,1681395448.0,,0.03989675000002535,0.48399999999999466,0.0009999999999998899,199876.620288,0.0,0.09400740265552714,1.0,,,,,,1107538.0,31890.427904,,7754.108928,2453.250048,2.166666666666667,99.2072110614394,2.719744,0.016838251000081073,2.0,137629.0,6340.468736,2.6304031240750283,31,,5.3,0.18200000000001637,,0.0,,0.14270879300011075,6525.202432,1726.0,3209.0,96,,0.00040787199986880296,137654.0,0.0,1.2
,,1681395448.0,0.0,,,,,,,,0.0026164849996348494,2112.0,65.0,,,,,0.2054594499995801,,,,,,,,,,,31,6.9432373046875,,,0.0,,8.0,,,,,97,0.0001,,,,
,0.0030348420000336773,1681395448.0,0.0,0.03959987899997941,,,,,,,0.0028579780000654864,2144.0,66.0,,,,,0.20606599300026573,,,,,,0.01682865300017511,,,,,31,7.20166015625,,,0.0,,8.0,0.14335051900025064,,,,98,0.0001,0.0003941219997614098,,,
,0.0030395320000025094,1681395449.0,0.0,0.039832857999954285,,,,,,,0.0026353119997111207,2176.0,67.0,,,,,0.20537117299954843,,,,,,0.016746093000165274,,,,,32,7.35791015625,,,0.0,,8.0,0.14274003999980778,,,,99,0.0001,0.00037733799990746775,,,
324.0,0.0030761610000809014,1681395449.0,,0.04009101899964662,0.5,0.0009999999999998899,199899.623424,0.0,0.016349086272560254,1.0,,,,,,1112427.0,31890.427904,,7750.336512,2453.250048,2.166666666666667,69.66060671461524,2.719744,0.01671539099970687,2.0,144520.0,6340.468736,2.361900126342543,32,,5.3,0.18300000000004957,,0.0,,0.14311319599983108,6525.202432,1765.0,3683.0,100,,0.00037617399993905565,142301.0,0.0,1.2
,,1681395449.0,0.0,,,,,,,,0.0026896700001088902,2208.0,68.0,,,,,0.20606161099931342,,,,,,,,,,,32,7.0814208984375,,,0.0,,8.0,,,,,101,0.0001,,,,
,0.0030623339998783194,1681395449.0,0.0,0.039650247000281524,,,,,,,0.0026553590000730765,2240.0,69.0,,,,,0.20684980600026392,,,,,,0.0164740640002492,,,,,32,7.12548828125,,,0.0,,8.0,0.1446324469998217,,,,102,0.0001,0.0003753549999601091,,,
,0.0029638850000992534,1681395450.0,0.0,0.03988421600024594,,,,,,,0.003114763000212406,2272.0,70.0,,,,,0.20701693100045304,,,,,,0.017220082000221737,,,,,33,7.156494140625,,,0.0,,8.0,0.14340133999985483,,,,103,0.0001,0.0004326449998188764,,,
328.0,0.0030342699997163436,1681395450.0,,0.0395792940003048,0.5160000000000053,0.0009999999999998899,199828.3776,0.0,0.016349094059063568,1.0,,,,,,1119113.0,31890.427904,,7802.748928,2453.245952,2.166666666666667,187.48916743246727,2.719744,0.017057008999927348,2.0,152471.0,6340.48512,2.907185048358249,33,,5.3,0.18500000000000227,,0.0,,0.14287938999996186,6525.202432,1816.0,4025.0,104,,0.0004372070002318651,150979.0,0.0,1.2
,,1681395450.0,0.0,,,,,,,,0.002794669999730104,2304.0,71.0,,,,,0.20578183999987232,,,,,,,,,,,33,7.1090087890625,,,0.0,,8.0,,,,,105,0.0001,,,,
,0.003099301000020205,1681395451.0,0.0,0.04004580699984217,,,,,,,0.002821516000039992,2336.0,72.0,,,,,0.2077435959995455,,,,,,0.0169104999999945,,,,,34,7.4315185546875,,,0.0,,8.0,0.14448534999974072,,,,106,0.0001,0.0003811219999079185,,,
,0.003095389999998588,1681395451.0,0.0,0.03963442399981432,,,,,,,0.002225201000328525,2368.0,73.0,,,,,0.2048479770000995,,,,,,0.017242417000034038,,,,,34,6.9896240234375,,,0.0,,9.0,0.14226739599962457,,,,107,0.0001,0.0003831490002994542,,,
332.0,0.0031391950001307123,1681395451.0,,0.039825126999858185,0.5319999999999965,0.0009999999999998899,199825.862656,0.0,0.016323346469611304,1.0,,,,,,1124404.0,31890.690048,,7805.263872,2453.245952,2.166666666666667,85.64992996820719,2.719744,0.016737287000069045,2.0,159308.0,6340.75136,2.6795394916138044,34,,5.3,0.18600000000003547,,0.0,,0.14208827400034352,6525.517824,1874.0,4435.0,108,,0.000373568999748386,156982.0,0.0,1.2
,,1681395451.0,0.0,,,,,,,,0.0026720010000644834,2400.0,74.0,,,,,0.20483545300021433,,,,,,,,,,,34,7.1597900390625,,,0.0,,9.0,,,,,109,0.0001,,,,
,0.0032064140000329644,1681395452.0,0.0,0.04479059799996321,,,,,,,0.0027256779999333958,2432.0,75.0,,,,,0.21016501599979165,,,,,,0.0166994779997367,,,,,35,7.17236328125,,,0.0,,9.0,0.14236780000010185,,,,110,0.0001,0.0003750480000235257,,,
,0.0030365559996425873,1681395452.0,0.0,0.04014733900021383,,,,,,,0.0025302999997620645,2464.0,76.0,,,,,0.2062482049996106,,,,,,0.01734461200021542,,,,,35,7.1785888671875,,,0.0,,9.0,0.1427964169997722,,,,111,0.0001,0.00039298100000451086,,,
341.0,0.003059200999814493,1681395452.0,,,0.5520000000000067,0.0009999999999998899,199834.7264,0.0,0.06538596925349442,1.1,,,,,,1130844.0,31890.69824,,7795.48672,2453.446656,2.533333333333333,85.24148197540268,2.719744,0.017027538000093045,2.0,168181.0,6340.952064,2.814837242208103,35,,5.3,0.18900000000002137,,0.0,,0.14383508600030837,6525.530112,1947.0,4757.0,112,,0.00039200999981403584,162934.0,0.0,1.2333333333333334
,,1681395452.0,0.0,0.03981410699998378,,,,,,,0.0030919730002096912,2496.0,77.0,,,,,0.2072199150002234,,,,,,,,,,,35,7.2646484375,,,0.0,,9.0,,,,,113,0.0001,,,,
,0.00309939300041151,1681395453.0,0.0,0.04001264999988052,,,,,,,0.0026870499996221042,2528.0,78.0,,,,,0.20674806299984994,,,,,,0.017003988999931607,,,,,36,7.039306640625,,,0.0,,9.0,0.14357117600002312,,,,114,0.0001,0.0003738049999810755,,,
,0.003124199000012595,1681395453.0,0.0,0.03973391699992135,,,,,,,0.002669979000074818,2560.0,79.0,,,,,0.20675089900032617,,,,,,0.016729535999729706,,,,,36,7.37451171875,,,0.0,,9.0,0.144111229000373,,,,115,0.0001,0.0003820390002147178,,,
347.0,0.003044920000320417,1681395453.0,,,0.5679999999999978,0.0009999999999998899,199849.96352,0.0,0.07765392911505668,1.1,,,,,,1136513.0,31890.69824,,7800.38144,2453.446656,2.533333333333333,86.50856047126237,2.719744,0.01684421799973279,2.0,176174.0,6340.952064,2.6266633103528396,36,,5.3,0.19200000000000728,,0.0,,,6525.530112,2006.0,4775.0,116,,0.00039969199997358373,168897.0,0.0,1.2333333333333334
,,1681395453.0,0.0,0.0399030749999838,,,,,,,0.002945128999726876,2592.0,80.0,,,,,0.20805659499956164,,,,,,,,,,,36,7.2037353515625,,,0.0,,9.0,0.14491956099982417,,,,117,0.0001,,,,
,0.003098516000136442,1681395454.0,0.0,0.039712481000151456,,,,,,,0.002897734000271157,2624.0,81.0,,,,,0.2076458139999886,,,,,,0.017303849999734666,,,,,37,7.29150390625,,,0.0,,9.0,0.14423703299962654,,,,118,0.0001,0.00039620000006834744,,,
,0.0032188459999815677,1681395454.0,0.0,0.04019963299970186,,,,,,,0.0025516790001347545,2656.0,82.0,,,,,0.20635259600021527,,,,,,0.01695573400002104,,,,,37,7.1817626953125,,,0.0,,9.0,0.14302711300024384,,,,119,0.0001,0.0003995910001322045,,,
351.0,0.003114845999789395,1681395454.0,,,0.5840000000000032,0.0009999999999998899,199852.040192,0.0,0.016347157248881868,1.1,,,,,,1142767.0,31890.702336,,7797.47328,2453.446656,2.533333333333333,121.97108113543825,2.719744,0.017201002999627235,2.0,183779.0,6340.952064,2.582300087393597,37,,5.3,0.19300000000004047,,0.0,,,6525.530112,2065.0,4794.0,120,,0.0004036730001644173,175771.0,0.0,1.2333333333333334
,,1681395454.0,0.0,0.04002017699986027,,,,,,,0.0026347660000283213,2688.0,83.0,,,,,0.2057712069995432,,,,,,,,,,,37,7.285888671875,,,0.0,,9.0,0.14239674200007357,,,,121,0.0001,,,,
,0.003068384000016522,1681395455.0,0.0,0.03997153199998138,,,,,,,0.0027405480000197713,2720.0,84.0,,,,,0.20712660799972582,,,,,,0.017199246999552997,,,,,38,7.5330810546875,,,0.0,,9.0,0.14374507399998038,,,,122,0.0001,0.00040182300017477246,,,
,0.003083666000293306,1681395455.0,0.0,0.03956559400012338,,,,,,,0.002796011000100407,2752.0,85.0,,,,,0.20586855900000955,,,,,,0.017679579999821726,,,,,38,7.150634765625,,,0.0,,9.0,0.14231820399982098,,,,123,0.0001,0.0004255039998497523,,,
355.0,0.00309994999997798,1681395455.0,,,0.6039999999999992,0.0009999999999998899,199844.376576,0.0,0.01634790392098266,1.1,,,,,,1147892.0,31890.702336,,7805.534208,2453.446656,2.533333333333333,98.53750174194705,2.719744,0.016905993999898783,2.0,189231.0,6340.952064,2.2990996008210627,38,,5.3,0.19500000000005002,,0.0,,,6525.56288,2107.0,4813.0,124,,0.0004109960000278079,181259.0,0.0,1.2333333333333334
,,1681395455.0,0.0,0.040103344000272045,,,,,,,0.0026062060001095233,2784.0,86.0,,,,,0.20766306700033965,,,,,,,,,,,38,7.184814453125,,,0.0,,9.0,0.1445365770000535,,,,125,0.0001,,,,
,0.0031060870001056173,1681395456.0,0.0,0.04025290500021583,,,,,,,0.002817888000208768,2816.0,87.0,,,,,0.20809581400044408,,,,,,0.0168786489998638,,,,,39,7.4537353515625,,,0.0,,9.0,0.14465441699985604,,,,126,0.0001,0.0003858680001940229,,,
,0.0031157129997154698,1681395456.0,0.0,0.039741084999604936,,,,,,,0.002761579999969399,2848.0,88.0,,,,,0.20714578299930508,,,,,,0.01682519499991031,,,,,39,6.98779296875,,,0.0,,9.0,0.1443259810002928,,,,127,0.0001,0.00037622899981215596,,,
363.0,0.0031102419998205733,1681395456.0,,,0.6239999999999952,0.0009999999999998899,199841.755136,0.0,0.08582484178464417,1.1,,,,,,1153181.0,31890.702336,,7808.24576,2453.446656,2.533333333333333,109.68570433248044,2.719744,0.017119286000252032,2.0,196578.0,6340.952064,2.373505476146481,39,,5.3,0.19900000000001228,,0.0,,,6525.56288,2155.0,4832.0,128,,0.0003937630003747472,186952.0,0.0,1.2333333333333334
,,1681395456.0,0.0,0.04015145599987591,,,,,,,0.0027126189997943584,2880.0,89.0,,,,,0.20551655300005223,,,,,,,,,,,39,7.1689453125,,,0.0,,9.0,0.1420291869999346,,,,129,0.0001,,,,
,0.00309155600007216,1681395457.0,0.0,0.03962689199988745,,,,,,,0.0028404320000845473,2912.0,90.0,,,,,0.20565523700042831,,,,,,0.016826646000026813,,,,,40,7.18994140625,,,0.0,,9.0,0.14288687299995217,,,,130,0.0001,0.00038283800040517235,,,
,0.003087892000166903,1681395457.0,0.0,0.03951816000017061,,,,,,,0.002709653000238177,2944.0,91.0,,,,,0.2072891180005172,,,,,,0.016725094999856083,,,,,40,7.324462890625,,,0.0,,9.0,0.14487512000005154,,,,131,0.0001,0.0003731980000338808,,,
