disk/counter/disk_write_sys_count,02_timing/dataload_cuda_move_time_s,_timestamp,03_hivemind/global_epoch,02_timing/opt_step_time_s,disk/time/disk_busy_time_sys_s,disk/time/disk_read_time_sys_s,memory/available_memory_sys_MB,process/memory/dirty_pages_proc_count,bandwidth/disk_write_sys_bandwidth_MBs,cpu/load/avg_sys_load_five_min_percent,02_timing/dataload_time_s,01_general/locally_processed_samples,01_general/step,cpu/logical_core_count,memory/total_memory_sys_MB,cpu/interrupts/interrupts_count,process/memory/virtual_memory_size_proc_MB,02_timing/step_time_s,memory/used_memory_sys_MB,process/memory/shared_memory_proc_MB,cpu/load/avg_sys_load_one_min_percent,bandwidth/net_recv_sys_bandwidth_Mbits,process/memory/text_resident_set_proc_MB,02_timing/forward_time_s,disk/counter/disk_read_sys_count,cpu/interrupts/ctx_switches_count,process/memory/resident_set_size_proc_MB,bandwidth/net_sent_sys_bandwidth_Mbits,_runtime,01_general/minibatch_loss,memory/used_memory_sys_percent,disk/time/disk_write_time_sys_s,01_general/dataset_iteration_count,bandwidth/disk_read_sys_bandwidth_MBs,03_hivemind/num_peers,02_timing/backward_time_s,process/memory/lib_memory_proc_MB,process/voluntary_proc_ctx_switches,process/involuntary_proc_ctx_switches,_step,01_general/lr,02_timing/loss_calc_time_s,cpu/interrupts/soft_interrupts_count,process/memory/data_resident_set_proc_MB,cpu/load/avg_sys_load_fifteen_min_percent
,,1681395426.0,0.0,,,,,,,,0.9939094970000042,32.0,0.0,,,,,2.6751780629992936,,,,,,,,,,,9,7.1795654296875,,,0.0,,0.0,,,,,10,0.0001,,,,
,0.0030569870000363153,1681395426.0,0.0,0.039078994000192324,,,,,,,0.0026664160000109405,64.0,1.0,,,,,0.20113722700034486,,,,,,0.01635360499994931,,,,,9,7.2235107421875,,,0.0,,0.0,0.13964193800029534,,,,11,0.0001,0.00033928699986063293,,,
,0.0029892219999965164,1681395427.0,0.0,0.03933761200005392,,,,,,,0.0027540599999156257,96.0,2.0,,,,,0.20196996999993644,,,,,,0.016763235999860626,,,,,10,7.1915283203125,,,0.0,,0.0,0.13980227499996545,,,,12,0.0001,0.0003235650001442991,,,
167.0,0.0030038019999665266,1681395427.0,,0.039297975999943446,0.0759999999999934,0.0009999999999998899,199989.338112,0.0,0.1062677461291606,0.6666666666666667,,,,,,1003440.0,31889.637376,,7641.923584,2453.11488,0.7666666666666667,77.4364332798952,2.719744,0.017008583999995608,2.0,34299.0,6339.44064,0.8387105227776113,10,,5.3,0.11600000000004229,,0.0,,0.14058932800026014,6524.215296,686.0,488.0,13,,0.0003845530000035069,27505.0,0.0,1.1
,,1681395427.0,0.0,,,,,,,,0.0026800470000125642,128.0,3.0,,,,,0.2029642900001818,,,,,,,,,,,10,7.15283203125,,,0.0,,0.0,,,,,14,0.0001,,,,
,0.0030220160001590557,1681395427.0,0.0,0.03966519400000834,,,,,,,0.002703714000290347,160.0,4.0,,,,,0.20433608299981643,,,,,,0.016743544999826554,,,,,10,7.035400390625,,,0.0,,0.0,0.14180809499976021,,,,15,0.0001,0.0003935189997719135,,,
,0.0030579419999412494,1681395428.0,0.0,0.03933971699962058,,,,,,,0.002854739999747835,192.0,5.0,,,,,0.2054810229992654,,,,,,0.016791004999959114,,,,,11,7.1494140625,,,0.0,,0.0,0.1430540649998875,,,,16,0.0001,0.0003835540001091431,,,
171.0,0.003038444999674539,1681395428.0,,0.03946029999997336,0.09600000000000364,0.0009999999999998899,199979.016192,0.0,0.016348810121495392,0.6666666666666667,,,,,,1008782.0,31889.637376,,7651.713024,2453.11488,0.7666666666666667,94.4367462929134,2.719744,0.016678924000189,2.0,38730.0,6339.452928,1.2042878391502814,11,,5.3,0.11700000000001864,,0.0,,0.14165619899995363,6524.215296,719.0,508.0,17,,0.0004015720001007139,32268.0,0.0,1.1
,,1681395428.0,0.0,,,,,,,,0.002825262999976985,224.0,6.0,,,,,0.20406070299986823,,,,,,,,,,,11,7.2816162109375,,,0.0,,0.0,,,,,18,0.0001,,,,
,0.0030054529997869395,1681395428.0,0.0,0.039162138999927265,,,,,,,0.0026592800004436867,256.0,7.0,,,,,0.20373863000031633,,,,,,0.016643808000026183,,,,,11,7.1248779296875,,,0.0,,0.0,0.141893581000204,,,,19,0.0001,0.0003743689999282651,,,
,0.002991060000113066,1681395429.0,0.0,0.039122470999700454,,,,,,,0.0027430420000200684,288.0,8.0,,,,,0.20552273099929153,,,,,,0.01674673499974233,,,,,12,7.3597412109375,,,0.0,,0.0,0.14354515000013635,,,,20,0.0001,0.0003742729995792615,,,
175.0,0.0030594879999625846,1681395429.0,,0.04001947400001882,0.11199999999999477,0.0009999999999998899,199961.124864,0.0,0.016348572866159664,0.6666666666666667,,,,,,1013184.0,31889.641472,,7669.587968,2453.180416,0.7666666666666667,93.88729949272494,2.719744,0.01661731600006533,2.0,42540.0,6339.54304,1.009053394957299,12,,5.3,0.11800000000005184,,0.0,,0.1421476780001285,6524.215296,756.0,524.0,21,,0.00038467800004582386,36901.0,0.0,1.1
,,1681395429.0,0.0,,,,,,,,0.002472476000093593,320.0,9.0,,,,,0.20470111000031466,,,,,,,,,,,12,6.9808349609375,,,0.0,,0.0,,,,,22,0.0001,,,,
,0.0031144790000325884,1681395429.0,0.0,0.03967520700007299,,,,,,,0.0024639589996695577,352.0,10.0,,,,,0.20360400599975037,,,,,,0.01683380100030263,,,,,12,7.1771240234375,,,0.0,,0.0,0.14112804699971093,,,,23,0.0001,0.00038851299996167654,,,
,0.0029981300003782962,1681395430.0,0.0,0.03924342999971486,,,,,,,0.0025705620000735507,384.0,11.0,,,,,0.2038987860000816,,,,,,0.01819395899974552,,,,,13,7.3497314453125,,,0.0,,0.0,0.14049822500010123,,,,24,0.0001,0.00039448000006814254,,,
179.0,0.003069389999836858,1681395430.0,,0.03919784700019591,0.1280000000000001,0.0009999999999998899,199953.911808,0.0,0.016348872346282767,0.6666666666666667,,,,,,1017400.0,31889.903616,,7676.776448,2453.180416,0.7666666666666667,87.7198506521213,2.719744,0.016634875999898213,2.0,45957.0,6339.596288,1.0558673336270725,13,,5.3,0.1190000000000282,,0.0,,0.1428638200000023,6524.47744,787.0,560.0,25,,0.0003846039999189088,41726.0,0.0,1.1
,,1681395430.0,0.0,,,,,,,,0.002580317000138166,416.0,12.0,,,,,0.20473085399999036,,,,,,,,,,,13,7.1239013671875,,,0.0,,0.0,,,,,26,0.0001,,,,
,0.0030387450001398975,1681395430.0,0.0,0.03919681600018521,,,,,,,0.0025964940000449133,448.0,13.0,,,,,0.20382955100012623,,,,,,0.016875964000064414,,,,,13,7.11328125,,,0.0,,5.0,0.14173336699968786,,,,27,0.0001,0.00038816500000393717,,,
,0.003078371000356128,1681395431.0,0.0,0.03967178699986107,,,,,,,0.0023829599999771744,480.0,14.0,,,,,0.20357080200028577,,,,,,0.019851909999943018,,,,,14,7.450927734375,,,0.0,,5.0,0.1382061919998705,,,,28,0.0001,0.00037958200027787825,,,
187.0,0.0030587500000365253,1681395431.0,,,0.14799999999999613,0.0009999999999998899,199960.776704,0.0,0.12259102298896646,0.6666666666666667,,,,,,1022203.0,31889.903616,,7670.390784,2453.184512,0.7666666666666667,82.94934012491498,2.719744,0.016723694000120304,2.0,50404.0,6339.608576,1.4495510537610434,14,,5.3,0.1230000000000473,,0.0,,0.14132137200022044,6524.49792,842.0,589.0,29,,0.00036958000009690295,46912.0,0.0,1.1
,,1681395431.0,0.0,0.03975021200039919,,,,,,,0.0026711730001807155,512.0,15.0,,,,,0.20389478100105407,,,,,,,,,,,14,7.2388916015625,,,0.0,,5.0,,,,,30,0.0001,,,,
,0.003053507000004174,1681395432.0,0.0,0.03955067499964571,,,,,,,0.002502601000287541,544.0,16.0,,,,,0.20411977700041462,,,,,,0.016760528000304475,,,,,15,7.1322021484375,,,0.0,,5.0,0.1418741760003286,,,,31,0.0001,0.00037828999984412803,,,
,0.003100072000052023,1681395432.0,0.0,0.039464785999825835,,,,,,,0.0026728180000645807,576.0,17.0,,,,,0.20052850499951091,,,,,,0.016722686999855796,,,,,15,7.00604248046875,,,0.0,,5.0,0.13819242799991116,,,,32,0.0001,0.0003757139998015191,,,
228.0,0.003008390000104555,1681395432.0,,,0.17199999999999704,0.0009999999999998899,199959.949312,0.0,0.24112802631164743,0.7666666666666667,,,,,,1026669.0,31889.903616,,7670.775808,2453.184512,1.2333333333333334,79.55244470231892,2.719744,0.016786744999990333,2.0,54409.0,6339.612672,1.2337696060238297,15,,5.3,0.1490000000000009,,0.0,,0.14163364700016245,6524.510208,882.0,620.0,33,,0.0003922100004274398,51638.0,0.0,1.1333333333333333
,,1681395432.0,0.0,0.03908131100024548,,,,,,,0.002704734999952052,608.0,18.0,,,,,0.2036070380008823,,,,,,,,,,,15,7.29638671875,,,0.0,,5.0,,,,,34,0.0001,,,,
,0.0030485540000881883,1681395433.0,0.0,0.039429416000075435,,,,,,,0.002440234000005148,640.0,19.0,,,,,0.20445927500031758,,,,,,0.01675827000008212,,,,,16,7.40576171875,,,0.0,,5.0,0.14240362000009554,,,,35,0.0001,0.0003791809999711404,,,
,0.0030351649998010544,1681395433.0,0.0,0.03910655099980431,,,,,,,0.002675340999758191,672.0,20.0,,,,,0.202556344999266,,,,,,0.0166796250000516,,,,,16,7.2027587890625,,,0.0,,5.0,0.14068049499974222,,,,36,0.0001,0.0003791680001086206,,,
232.0,0.0030450920003204374,1681395433.0,,,0.1880000000000024,0.0009999999999998899,199960.154112,0.0,0.016346888932864463,0.7666666666666667,,,,,,1031098.0,31889.903616,,7670.9888,2453.184512,1.2333333333333334,88.3686635415223,2.719744,0.01667392400031531,2.0,58487.0,6339.87072,1.1491272264225885,16,,5.3,0.15100000000001046,,0.0,,0.14105690899987167,6524.514304,941.0,648.0,37,,0.0003761349998967489,56501.0,0.0,1.1333333333333333
,,1681395433.0,0.0,0.03946381700006896,,,,,,,0.0026029179998658947,704.0,21.0,,,,,0.20321879500033901,,,,,,,,,,,16,7.096435546875,,,0.0,,5.0,,,,,38,0.0001,,,,
,0.0030609250002271438,1681395434.0,0.0,0.03922417300009329,,,,,,,0.0026931950001198857,736.0,22.0,,,,,0.20390418100078023,,,,,,0.016905125999983284,,,,,17,7.066650390625,,,0.0,,5.0,0.14164831100015363,,,,39,0.0001,0.00037245100020300015,,,
,0.0030059139999139006,1681395434.0,0.0,0.03920656999980565,,,,,,,0.0026567979998617375,768.0,23.0,,,,,0.2033140399998956,,,,,,0.016642585000226973,,,,,17,7.116943359375,,,0.0,,5.0,0.14142567199996847,,,,40,0.0001,0.00037650100011887844,,,
236.0,0.003057437000279606,1681395434.0,,,0.2079999999999984,0.0009999999999998899,199958.081536,0.0,0.01634852619378943,0.7666666666666667,,,,,,1036002.0,31889.903616,,7673.081856,2453.180416,1.2333333333333334,94.26092417043955,2.719744,0.0168474930001139,2.0,62849.0,6339.878912,1.2823854192210968,17,,5.3,0.15200000000004366,,0.0,,,6524.522496,978.0,688.0,41,,0.0003762330002246017,61959.0,0.0,1.1333333333333333
,,1681395434.0,0.0,0.03909592899981362,,,,,,,0.0025096670001403254,800.0,24.0,,,,,0.20196984900076131,,,,,,,,,,,17,7.2431640625,,,0.0,,5.0,0.14008309000018926,,,,42,0.0001,,,,
,0.003117028000360733,1681395435.0,0.0,0.03938585800005967,,,,,,,0.00262814999996408,832.0,25.0,,,,,0.20287028300072052,,,,,,0.016748398000345333,,,,,18,7.0892333984375,,,0.0,,5.0,0.14061124499994548,,,,43,0.0001,0.00037960400004521944,,,
,0.0030489179998767213,1681395435.0,0.0,0.039356378999855224,,,,,,,0.002580582000064169,864.0,26.0,,,,,0.20241407999947114,,,,,,0.016777280000042083,,,,,18,7.0948486328125,,,0.0,,5.0,0.14025694399970234,,,,44,0.0001,0.00039397699993060087,,,
