04_peers/peer_3_epoch_oos,03_hivemind/epoch_based_sps,04_peers/peer_1_samples_per_second,04_peers/peer_4_samples_accumulated,03_hivemind/num_clients,03_hivemind/reached_TBS,03_hivemind/estimated_current_samples,04_peers/peer_2_epoch_oos,04_peers/peer_1_samples_accumulated,04_peers/peer_1_epoch,04_peers/peer_1_epoch_oos,04_peers/peer_3_samples_per_second,04_peers/peer_4_samples_per_second,03_hivemind/global_samples_accumulated,_timestamp,03_hivemind/num_peers,03_hivemind/undershot_TBS,03_hivemind/eta_next_epoch_s,04_peers/peer_2_samples_per_second,04_peers/peer_2_samples_accumulated,03_hivemind/per_epoch_training_samples,03_hivemind/actual_total_samples_per_second,_runtime,03_hivemind/global_epoch,_step,04_peers/peer_3_epoch,03_hivemind/overshot_TBS,03_hivemind/next_fetch_time_s,03_hivemind/optimistic_total_samples_per_second,03_hivemind/epoch_s,04_peers/peer_4_epoch,04_peers/peer_4_epoch_oos,03_hivemind/total_training_samples,04_peers/peer_2_epoch,04_peers/peer_3_samples_accumulated
0.0,,234.41,0.0,0,,33355,0.0,0.0,3.0,0.0,235.51,234.77,0,1680697069.0,4,,0.0,237.2,0.0,,941.8815482335982,202,3,137,3.0,,0.5,941.8815482335982,,3.0,0.0,,3.0,0.0
0.0,,234.41,0.0,0,,34325,0.0,0.0,3.0,0.0,235.51,234.77,0,1680697070.0,4,,0.0,237.2,0.0,,941.8815482335982,203,3,138,3.0,,0.5,941.8815482335982,,3.0,0.0,,3.0,0.0
0.0,,234.41,0.0,0,,35294,0.0,0.0,3.0,0.0,235.51,234.77,0,1680697071.0,4,,0.0,237.2,0.0,,941.8815482335982,204,3,139,3.0,,0.5,941.8815482335982,,3.0,0.0,,3.0,0.0
0.0,,234.41,0.0,0,,36259,0.0,0.0,3.0,0.0,235.51,234.77,0,1680697072.0,4,,0.0,237.2,0.0,,941.8815482335982,205,3,140,3.0,,0.5,941.8815482335982,,3.0,0.0,,3.0,0.0
0.0,,234.41,0.0,0,,37225,0.0,0.0,3.0,0.0,235.51,234.77,0,1680697073.0,4,,0.0,237.2,0.0,,941.8815482335982,206,3,141,3.0,,0.5,941.8815482335982,,3.0,0.0,,3.0,0.0
0.0,,234.41,0.0,0,,38189,0.0,0.0,3.0,0.0,235.51,234.77,0,1680697074.0,4,,0.0,237.2,0.0,,941.8815482335982,207,3,142,3.0,,0.5,941.8815482335982,,3.0,0.0,,3.0,0.0
0.0,,234.41,0.0,0,,39156,0.0,0.0,3.0,0.0,235.51,234.77,0,1680697075.0,4,,0.0,237.2,0.0,,941.8815482335982,208,3,143,3.0,,0.5,941.8815482335982,,3.0,0.0,,3.0,0.0
0.0,,234.41,0.0,0,,40122,0.0,0.0,3.0,0.0,235.51,234.77,0,1680697076.0,4,,0.0,237.2,0.0,,941.8815482335982,209,3,144,3.0,,0.5,941.8815482335982,,3.0,0.0,,3.0,0.0
0.0,,234.41,0.0,0,,41087,0.0,0.0,3.0,0.0,235.51,234.77,0,1680697077.0,4,,0.0,237.2,0.0,,941.8815482335982,210,3,145,3.0,,0.5,941.8815482335982,,3.0,0.0,,3.0,0.0
0.0,,234.41,0.0,0,,42051,0.0,0.0,3.0,0.0,235.51,234.77,0,1680697078.0,4,,0.0,237.2,0.0,,941.8815482335982,211,3,146,3.0,,0.5,941.8815482335982,,3.0,0.0,,3.0,0.0
0.0,,234.41,0.0,0,,43020,0.0,0.0,3.0,0.0,235.51,234.77,0,1680697079.0,4,,0.0,237.2,0.0,,941.8815482335982,212,3,147,3.0,,0.5,941.8815482335982,,3.0,0.0,,3.0,0.0
0.0,,234.41,0.0,0,,43984,0.0,0.0,3.0,0.0,235.51,234.77,0,1680697080.0,4,,0.0,237.2,0.0,,941.8815482335982,213,3,148,3.0,,0.5,941.8815482335982,,3.0,0.0,,3.0,0.0
0.0,,234.41,0.0,0,,44949,0.0,0.0,3.0,0.0,235.51,234.77,0,1680697081.0,4,,0.0,237.2,0.0,,941.8815482335982,214,3,149,3.0,,0.5,941.8815482335982,,3.0,0.0,,3.0,0.0
0.0,,234.41,0.0,0,,45914,0.0,0.0,3.0,0.0,235.51,234.77,0,1680697083.0,4,,0.0,237.2,0.0,,941.8815482335982,216,3,150,3.0,,0.5,941.8815482335982,,3.0,0.0,,3.0,0.0
0.0,,234.41,0.0,0,,46879,0.0,0.0,3.0,0.0,235.51,234.77,0,1680697084.0,4,,0.0,237.2,0.0,,941.8815482335982,217,3,151,3.0,,0.5,941.8815482335982,,3.0,0.0,,3.0,0.0
0.0,,234.41,0.0,0,,47846,0.0,0.0,3.0,0.0,235.51,234.77,0,1680697085.0,4,,0.0,237.2,0.0,,941.8815482335982,218,3,152,3.0,,0.5,941.8815482335982,,3.0,0.0,,3.0,0.0
0.0,,234.41,0.0,0,,48817,0.0,0.0,3.0,0.0,235.51,234.77,0,1680697086.0,4,,0.0,237.2,0.0,,941.8815482335982,219,3,153,3.0,,0.5,941.8815482335982,,3.0,0.0,,3.0,0.0
0.0,,234.41,0.0,0,,49788,0.0,0.0,3.0,0.0,235.51,234.77,0,1680697087.0,4,,0.0,237.2,0.0,,941.8815482335982,220,3,154,3.0,,0.5,941.8815482335982,,3.0,0.0,,3.0,0.0
0.0,,234.41,0.0,0,,50759,0.0,0.0,3.0,0.0,235.51,234.77,0,1680697088.0,4,,0.0,237.2,0.0,,941.8815482335982,221,3,155,3.0,,0.5,941.8815482335982,,3.0,0.0,,3.0,0.0
0.0,,234.41,0.0,0,,51734,0.0,0.0,3.0,0.0,235.51,234.77,0,1680697089.0,4,,0.0,237.2,0.0,,941.8815482335982,222,3,156,3.0,,0.5,941.8815482335982,,3.0,0.0,,3.0,0.0
0.0,,234.41,0.0,0,,52703,0.0,0.0,3.0,0.0,235.51,234.77,0,1680697090.0,4,,0.0,237.2,0.0,,941.8815482335982,223,3,157,3.0,,0.5,941.8815482335982,,3.0,0.0,,3.0,0.0
0.0,,234.41,0.0,0,,53676,0.0,0.0,3.0,0.0,235.51,234.77,0,1680697091.0,4,,0.0,237.2,0.0,,941.8815482335982,224,3,158,3.0,,0.5,941.8815482335982,,3.0,0.0,,3.0,0.0
0.0,,234.41,0.0,0,,54647,0.0,0.0,3.0,0.0,235.51,234.77,0,1680697092.0,4,,0.0,237.2,0.0,,941.8815482335982,225,3,159,3.0,,0.5,941.8815482335982,,3.0,0.0,,3.0,0.0
0.0,,234.41,0.0,0,,55619,0.0,0.0,3.0,0.0,235.51,234.77,0,1680697093.0,4,,0.0,237.2,0.0,,941.8815482335982,226,3,160,3.0,,0.5,941.8815482335982,,3.0,0.0,,3.0,0.0
