_step,_runtime,cpu/logical_core_count,memory/total_memory_sys_MB,_timestamp,cpu/load/avg_sys_load_fifteen_min_percent,disk/time/disk_read_time_sys_s,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_MB,bandwidth/disk_write_sys_bandwidth_MBs,cpu/interrupts/ctx_switches_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/shared_memory_proc_MB,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,disk/counter/disk_read_sys_count,process/memory/dirty_pages_proc_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,process/memory/text_resident_set_proc_MB,process/voluntary_proc_ctx_switches,disk/time/disk_write_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/data_resident_set_proc_MB,cpu/interrupts/interrupts_count,memory/used_memory_sys_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,process/involuntary_proc_ctx_switches,02_timing/dataload_cuda_move_time_s,02_timing/loss_calc_time_s,02_timing/forward_time_s,02_timing/opt_step_time_s,02_timing/backward_time_s,03_hivemind/num_peers,01_general/locally_processed_samples,01_general/minibatch_loss,02_timing/step_time_s,03_hivemind/global_epoch,01_general/lr,02_timing/dataload_time_s,01_general/dataset_iteration_count,01_general/step
0,0,8.0,31557.18144,1683587671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,,,1683587671.0,8.0,0.0,0.0,743.206912,0.0,10.0,0.12204973888186983,177.598464,0.0,403.738624,0.0,0.0,0.0,8.5,10.0,0.0,30352.736256,2.654208,125.0,0.0,1009.680384,0.0,14.0,3.8,12.5,8492.695552,49.0,,,,,,,,,,,,,,
2,1,,,1683587672.0,8.0,0.0,0.012000000000000455,1064.763392,0.6161911069200482,2328.0,0.2774581541546547,182.403072,10.0,572.690432,0.0,0.0,0.0,8.875,934.0,0.2602983412731638,30031.179776,2.654208,145.0,0.02400000000034197,1195.184128,0.0,2999.0,4.8,12.5,8812.158976,50.0,,,,,,,,,,,,,,
3,2,,,1683587673.0,8.0,0.0,0.016000000000019554,1582.678016,0.004077075146464363,2521.0,0.05768424293572552,182.468608,11.0,1088.823296,0.0,0.0,0.0,8.875,1137.0,0.04400374467947088,29513.265152,2.654208,145.0,0.024999999999636202,1738.231808,0.0,3627.0,6.5,12.5,9355.206656,54.0,,,,,,,,,,,,,,
4,3,,,1683587674.0,8.0,0.0,0.020000000000010232,1699.414016,0.004086340218338143,2971.0,0.016401228803735523,184.303616,12.0,1204.219904,0.0,0.0,0.0,8.875,2074.0,0.028277155067349645,29396.529152,2.654208,145.0,0.02599999999983993,1845.866496,0.0,5068.0,6.8,12.5,9663.762432,56.0,,,,,,,,,,,,,,
5,4,,,1683587675.0,8.0,0.0,0.03200000000001069,1801.408512,0.314511446774085,3359.0,0.010195455280450735,274.00192,16.0,1314.36544,0.0,0.0,0.0,8.875,2660.0,0.21108900369430858,29284.06528,2.654208,152.0,0.032000000000152795,1877.454848,0.0,6446.0,7.2,12.5,9898.725376,57.0,,,,,,,,,,,,,,
6,5,,,1683587676.0,8.0,0.0,0.03999999999999204,2507.698176,0.020418214307013377,3774.0,0.07587440340233352,402.935808,20.0,2134.79424,0.0,0.0,0.0,8.875,3205.0,0.6145882506650409,28575.657984,2.654208,162.0,0.03600000000005821,2568.228864,0.0,7195.0,9.4,12.5,10992.152576,59.0,,,,,,,,,,,,,,
7,6,,,1683587677.0,8.125,0.0,0.04400000000001114,2129.068032,0.0040816296960543945,4719.0,0.011830348570500823,542.900224,21.0,1901.080576,0.0,0.0,0.0,10.125,3856.0,0.01017218650640792,28876.587008,2.654208,271.0,0.037000000000261934,2228.494336,0.0,8319.0,8.5,12.75,12511.731712,63.0,,,,,,,,,,,,,,
8,7,,,1683587678.0,8.125,0.0019999999999997797,0.056000000000011596,4304.740352,0.39482461576582306,6674.0,0.04103746509701909,1270.816768,86.0,4743.983104,2.0,0.0,0.01628142745423745,10.125,4688.0,0.008331511705745911,25972.404224,2.654208,594.0,0.11999999999989086,4351.905792,0.0,32246.0,17.7,12.75,18011.004928,64.0,,,,,,,,,,,,,,
9,8,,,1683587679.0,8.125,0.0019999999999997797,0.060000000000002274,4825.174016,0.004077153523893385,7629.0,0.0007166871427728659,1547.526144,87.0,5020.803072,2.0,0.0,0.0,10.125,5346.0,0.0007166871391516261,25175.166976,2.654208,735.0,0.12100000000009459,4351.905792,0.0,225742.0,20.2,12.75,18287.640576,69.0,,,,,,,,,,,,,,
