process/voluntary_proc_ctx_switches,01_general/locally_processed_samples,process/memory/resident_set_size_proc_MB,_step,02_timing/backward_time_s,memory/used_memory_sys_percent,cpu/interrupts/soft_interrupts_count,process/memory/shared_memory_proc_MB,02_timing/loss_calc_time_s,memory/total_memory_sys_MB,memory/available_memory_sys_MB,disk/time/disk_write_time_sys_s,disk/counter/disk_read_sys_count,01_general/lr,02_timing/dataload_time_s,cpu/logical_core_count,01_general/dataset_iteration_count,bandwidth/disk_write_sys_bandwidth_MBs,process/memory/virtual_memory_size_proc_MB,02_timing/step_time_s,03_hivemind/num_peers,01_general/step,02_timing/opt_step_time_s,cpu/interrupts/ctx_switches_count,02_timing/dataload_cuda_move_time_s,process/memory/dirty_pages_proc_count,_runtime,_timestamp,cpu/load/avg_sys_load_one_min_percent,process/memory/text_resident_set_proc_MB,disk/counter/disk_write_sys_count,bandwidth/disk_read_sys_bandwidth_MBs,process/memory/lib_memory_proc_MB,process/involuntary_proc_ctx_switches,bandwidth/net_recv_sys_bandwidth_Mbits,process/memory/data_resident_set_proc_MB,cpu/load/avg_sys_load_fifteen_min_percent,02_timing/forward_time_s,memory/used_memory_sys_MB,disk/time/disk_busy_time_sys_s,disk/time/disk_read_time_sys_s,cpu/interrupts/interrupts_count,bandwidth/net_sent_sys_bandwidth_Mbits,cpu/load/avg_sys_load_five_min_percent,03_hivemind/global_epoch,01_general/minibatch_loss
,3712.0,,163,0.14231498200024362,,,,0.0004026790002171765,,,,,0.0001,0.002710291999846959,,0.0,,,0.20513620099973195,9.0,115.0,0.03924758399989514,,0.003079039999647648,,48,1681395465.0,,,,,,,,,,0.017381623999881413,,,,,,,0.0,7.3118896484375
,3744.0,,164,0.14140443499991306,,,,0.0004010259999631671,,,,,0.0001,0.002805703999911202,,0.0,,,0.20429929500005528,9.0,116.0,0.03944500399984463,,0.003100710000126128,,48,1681395465.0,,,,,,,,,,0.01714241600029709,,,,,,,0.0,7.347900390625
2575.0,,6290.034688,165,,5.3,230132.0,2450.317312,0.0003898049999406794,,199877.627904,0.16300000000001091,2.0,,,,,0.016346690625250328,31918.190592,,,,,232864.0,0.0030625119998148875,0.0,48,1681395465.0,2.7666666666666666,2.719744,367.0,0.0,6485.569536,1575.0,95.80765841525387,0.0,1.0666666666666667,0.01702805900004023,7771.963392,0.804000000000002,0.0019999999999988916,1177995.0,2.4583890194620914,1.1666666666666665,,
,3776.0,,166,0.1415832790003151,,,,,,,,,0.0001,0.0024846299997989263,,0.0,,,0.2040724959997533,9.0,117.0,0.03952421099984349,,,,48,1681395465.0,,,,,,,,,,,,,,,,,0.0,7.1070556640625
,3808.0,,167,0.1411046430002898,,,,0.00039684900002612267,,,,,0.0001,0.002535724000154005,,0.0,,,0.20356174800008375,9.0,118.0,0.03927823300000455,,0.0030723179997949046,,49,1681395466.0,,,,,,,,,,0.017173980999814376,,,,,,,0.0,7.0531005859375
,3840.0,,168,0.14053215000012642,,,,0.0004123999997318606,,,,,0.0001,0.0026256139999532024,,0.0,,,0.20320782499993584,9.0,119.0,0.039288416000090365,,0.003097590999914246,,49,1681395466.0,,,,,,,,,,0.017251654000119743,,,,,,,0.0,7.13427734375
2621.0,,6290.075648,169,,5.3,235073.0,2450.358272,0.0003963730000577925,,199872.528384,0.16399999999998727,2.0,,,,,0.016346993932299207,31918.190592,,,,,238815.0,0.003064983000058419,0.0,49,1681395466.0,2.7666666666666666,2.719744,371.0,0.0,6485.569536,1580.0,95.79007192867195,0.0,1.0666666666666667,0.017065430999991804,7777.062912,0.8200000000000074,0.0019999999999988916,1182299.0,2.2906145425197497,1.1666666666666665,,
,3872.0,,170,0.14104490899990196,,,,,,,,,0.0001,0.0029301370000212046,,0.0,,,0.2038403780002227,9.0,120.0,0.039338545000191516,,,,49,1681395466.0,,,,,,,,,,,,,,,,,0.0,7.2119140625
,3904.0,,171,0.14212804999988293,,,,0.00040731299986873637,,,,,0.0001,0.002951451999706478,,0.0,,,0.20534054999961882,9.0,121.0,0.0393842250000489,,0.003112238000085199,,50,1681395467.0,,,,,,,,,,0.01735727200002657,,,,,,,0.0,7.164306640625
,3936.0,,172,0.1408090469999479,,,,0.000392480999835243,,,,,0.0001,0.0027773010001510556,,0.0,,,0.20337382800016712,9.0,122.0,0.03924431699988418,,0.003101171000253089,,50,1681395467.0,,,,,,,,,,0.017049511000095663,,,,,,,0.0,7.2445068359375
2667.0,,6290.034688,173,,5.3,240233.0,2450.317312,0.00040024200006882893,,199883.1616,0.16599999999993997,2.0,,,,,0.01634831227490874,31918.190592,,,,,244559.0,0.003057865999835485,0.0,50,1681395467.0,2.7666666666666666,2.719744,375.0,0.0,6485.569536,1581.0,86.94530583082023,0.0,1.0666666666666667,0.017270726999868202,7766.458368,0.8359999999999985,0.0019999999999988916,1186642.0,2.2900010182070667,1.1666666666666665,,
,3968.0,,174,0.14004693400011092,,,,,,,,,0.0001,0.0028781160003745754,,0.0,,,0.2031030749999445,9.0,123.0,0.039449189999686496,,,,50,1681395467.0,,,,,,,,,,,,,,,,,0.0,7.0633544921875
,4000.0,,175,0.1410828460002449,,,,0.000429980999797408,,,,,0.0001,0.002763658999811014,,0.0,,,0.2040366230003201,9.0,124.0,0.03963946900012161,,0.003099822999956814,,51,1681395468.0,,,,,,,,,,0.017020845000388363,,,,,,,0.0,7.24951171875
,4032.0,,176,0.14074375299969688,,,,0.0004014189998997608,,,,,0.0001,0.0026340849999542115,,0.0,,,0.20346445399991353,9.0,125.0,0.03936220300010973,,0.0030829430002086156,,51,1681395468.0,,,,,,,,,,0.017240051000044332,,,,,,,0.0,7.207763671875
2703.0,,6290.075648,177,,5.3,245408.0,2450.358272,0.00038629799973932677,,199878.897664,0.16699999999991633,2.0,,,,,0.016347923366290828,31918.190592,,,,,251069.0,0.0030728099995940283,0.0,51,1681395468.0,2.8000000000000003,2.719744,379.0,0.0,6485.58592,1584.0,91.00565650171187,0.0,1.1,0.016991368000162765,7770.656768,0.8560000000000088,0.0019999999999988916,1191279.0,2.8683660829343673,1.2,,
,4064.0,,178,0.13978589099997407,,,,,,,,,0.0001,0.0026425320002090302,,0.0,,,0.20193191599946658,9.0,126.0,0.03905301699978736,,,,51,1681395468.0,,,,,,,,,,,,,,,,,0.0,7.218505859375
,4096.0,,179,0.13975914699994973,,,,0.00039352200019493466,,,,,0.0001,0.002694905999760522,,0.0,,,0.20291371499979505,9.0,127.0,0.039483430000018416,,0.0031006819999674917,,52,1681395469.0,,,,,,,,,,0.01748202799990395,,,,,,,0.0,7.1328125
,4128.0,,180,0.14168884099990464,,,,0.000492944000143325,,,,,0.0001,0.0027337690003150783,,0.0,,,0.20429499300053067,9.0,128.0,0.03920661900019695,,0.003089852999892173,,52,1681395469.0,,,,,,,,,,0.017082967000078497,,,,,,,0.0,7.0802001953125
2740.0,,6290.034688,181,,5.3,250591.0,2450.317312,0.0003944370000681374,,199878.262784,0.19799999999997908,2.0,,,,,0.3024553617552774,31918.194688,,,,,257164.0,0.003118018999884953,0.0,52,1681395469.0,2.8000000000000003,2.719744,424.0,0.0,6485.590016,1585.0,96.8773831744454,0.0,1.1,0.01697909399990749,7771.312128,0.8840000000000003,0.0019999999999988916,1195735.0,2.4688094526677418,1.2,,
,4160.0,,182,0.14137502800031143,,,,,,,,,0.0001,0.002958885000225564,,0.0,,,0.2039532780004265,9.0,129.0,0.03912781500002893,,,,52,1681395469.0,,,,,,,,,,,,,,,,,0.0,7.14892578125
,4192.0,,183,0.14090945400039345,,,,0.00041018699994310737,,,,,0.0001,0.0028099399996790453,,0.0,,,0.20467619300006845,9.0,130.0,0.039549411999814765,,0.003338514999995823,,53,1681395470.0,,,,,,,,,,0.017658685000242258,,,,,,,0.0,7.1607666015625
2836.0,,6292.312064,184,0.1421256789999461,5.3,256399.0,2452.451328,0.00038051900037316955,,199849.050112,0.19799999999997908,2.0,,,,,0.012261377146908283,31918.452736,,,,,263636.0,0.0030923040003472124,0.0,53,1681395470.0,2.8000000000000003,2.719744,427.0,0.0,6485.95456,1590.0,88.55245600045617,0.0,1.1,0.0172152959999039,7781.666816,0.8960000000000008,0.0019999999999988916,1201622.0,3.0381872508751067,1.2,,
2838.0,,6292.312064,185,,5.3,257066.0,2452.451328,,,199848.042496,0.19899999999995543,2.0,,,,,0.004085621089561771,31918.452736,,,,,264510.0,,0.0,54,1681395471.0,2.8000000000000003,2.719744,428.0,0.0,6485.95456,1590.0,1.8343002354632891,0.0,1.1,,7782.207488,0.9000000000000057,0.0019999999999988916,1203306.0,0.5395732949944999,1.2,,
2838.0,,6292.312064,186,,5.3,257838.0,2452.451328,,,199847.534592,0.20099999999990814,2.0,,,,,0.09400856567004276,31918.452736,,,,,265660.0,,0.0,55,1681395472.0,2.8000000000000003,2.719744,433.0,0.0,6485.95456,1590.0,0.2387574882840529,0.0,1.1,,7782.703104,0.9039999999999964,0.0019999999999988916,1204392.0,0.2826882913495826,1.2,,
2838.0,,6292.312064,187,,5.4,266046.0,2452.451328,,,199703.072768,0.20199999999999818,2.0,,,,,0.004084997404923239,31918.452736,,,,,303196.0,,0.0,56,1681395473.0,2.833333333333333,2.719744,434.0,0.0,6485.95456,1590.0,294.3856812820739,0.0,1.1,,7927.1936,0.9080000000000013,0.0019999999999988916,1227040.0,220.94214318630728,1.2333333333333334,,
2838.0,,6292.312064,188,,5.4,272985.0,2452.451328,,,199669.932032,0.20299999999997453,2.0,,,,,0.04497249489900655,31918.452736,,,,,320999.0,,0.0,57,1681395474.0,2.833333333333333,2.719744,442.0,0.0,6485.95456,1590.0,58.6420092887958,0.0,1.1,,7960.33024,0.9159999999999968,0.0019999999999988916,1238695.0,61.017358730713056,1.2333333333333334,,
2838.0,,6292.312064,189,,5.4,284880.0,2452.451328,,,199598.456832,0.20299999999997453,2.0,,,,,0.004086566694356874,31918.452736,,,,,366029.0,,0.0,58,1681395475.0,2.833333333333333,2.719744,443.0,0.0,6485.95456,1590.0,186.53422623387237,0.0,1.1,,8031.80544,0.9200000000000017,0.0019999999999988916,1265712.0,248.284252407298,1.2333333333333334,,
2838.0,,6292.312064,190,,5.5,311472.0,2452.451328,,,199506.04288,0.2039999999999509,2.0,,,,,0.0040866823811648075,31918.452736,,,,,481648.0,,0.0,59,1681395476.0,2.833333333333333,2.719744,444.0,0.0,6485.95456,1590.0,773.6596025262921,0.0,1.1,,8124.219392,0.9240000000000066,0.0019999999999988916,1332335.0,670.942708722844,1.2333333333333334,,
2838.0,,6292.312064,191,,5.5,340427.0,2452.451328,,,199375.929344,0.20499999999992724,2.0,,,,,0.06538750908312083,31918.452736,,,,,618455.0,,0.0,60,1681395477.0,2.833333333333333,2.719744,447.0,0.0,6485.95456,1590.0,802.5612340262135,0.0,1.1,,8254.32064,0.936000000000007,0.0019999999999988916,1410596.0,775.5416338351005,1.2333333333333334,,
2838.0,,6292.312064,192,,5.6,362709.0,2452.451328,,,199321.116672,0.2059999999999036,2.0,,,,,0.0040866162777636085,31918.452736,,,,,733046.0,,0.0,61,1681395478.0,3.7000000000000006,2.719744,448.0,0.0,6485.95456,1590.0,663.5953102537147,0.0,1.1666666666666665,,8309.129216,0.9399999999999977,0.0019999999999988916,1474816.0,720.7957261248079,1.4333333333333333,,
2838.0,,6292.312064,193,,5.6,379117.0,2452.451328,,,199283.658752,0.20799999999997,2.0,,,,,0.03677658958679323,31918.452736,,,,,789182.0,,0.0,62,1681395479.0,3.7000000000000006,2.719744,454.0,0.0,6485.95456,1590.0,380.07413776003904,0.0,1.1666666666666665,,8346.591232,0.9480000000000075,0.0019999999999988916,1508756.0,371.5852181800733,1.4333333333333333,,
2838.0,,6292.312064,194,,5.6,398625.0,2452.451328,,,199213.666304,0.20799999999997,2.0,,,,,0.004085168372200231,31918.452736,,,,,877833.0,,0.0,63,1681395480.0,3.7000000000000006,2.719744,455.0,0.0,6485.95456,1590.0,555.5211417919323,0.0,1.1666666666666665,,8416.58368,0.9519999999999982,0.0019999999999988916,1559299.0,597.2221894233347,1.4333333333333333,,
2838.0,,6292.312064,195,,5.7,415222.0,2452.451328,,,199144.865792,0.20899999999994634,2.0,,,,,0.004085171279158805,31918.452736,,,,,948737.0,,0.0,64,1681395481.0,3.7000000000000006,2.719744,456.0,0.0,6485.95456,1590.0,523.2047932969075,0.0,1.1666666666666665,,8485.388288,0.9560000000000031,0.0019999999999988916,1600119.0,509.570582015611,1.4333333333333333,,
2838.0,,6292.312064,196,,5.7,431449.0,2452.451328,,,199054.462976,0.20899999999994634,2.0,,,,,0.0040865404559072855,31918.452736,,,,,1005621.0,,0.0,65,1681395482.0,3.7000000000000006,2.719744,457.0,0.0,6485.95456,1590.0,457.32759933618263,0.0,1.1666666666666665,,8575.791104,0.9639999999999986,0.0019999999999988916,1649687.0,380.77790901743913,1.4333333333333333,,
2838.0,,6292.312064,197,,5.7,443204.0,2452.451328,,,199026.610176,0.2099999999999227,2.0,,,,,0.05310812328803027,31918.452736,,,,,1071186.0,,0.0,66,1681395483.0,3.6666666666666665,2.719744,460.0,0.0,6485.95456,1590.0,284.62656369792217,0.0,1.1666666666666665,,8603.643904,0.9680000000000035,0.0019999999999988916,1685901.0,406.97678046820585,1.4666666666666666,,
2838.0,,6292.312064,198,,5.7,452774.0,2452.451328,,,199018.446848,0.21199999999998909,2.0,,,,,0.028583645183978202,31918.452736,,,,,1101218.0,,0.0,67,1681395484.0,3.6666666666666665,2.719744,465.0,0.0,6485.95456,1590.0,112.14225343053303,0.0,1.1666666666666665,,8611.803136,0.9759999999999991,0.0019999999999988916,1704254.0,240.32229251188585,1.4666666666666666,,
2838.0,,6292.312064,199,,5.7,459428.0,2452.451328,,,199008.677888,0.21199999999998909,2.0,,,,,0.004086665855114022,31918.452736,,,,,1124945.0,,0.0,68,1681395485.0,3.6666666666666665,2.719744,466.0,0.0,6485.95456,1590.0,81.57927685369967,0.0,1.1666666666666665,,8621.572096,0.9840000000000089,0.0019999999999988916,1718218.0,198.13205647882012,1.4666666666666666,,
2838.0,,6292.312064,200,,5.7,462826.0,2452.451328,,,199007.453184,0.21199999999998909,2.0,,,,,0.004084046700916797,31918.452736,,,,,1136960.0,,0.0,69,1681395486.0,3.6666666666666665,2.719744,467.0,0.0,6485.95456,1590.0,93.3394037617085,0.0,1.1666666666666665,,8622.7968,0.9879999999999995,0.0019999999999988916,1725281.0,51.947247420836405,1.4666666666666666,,
2838.0,,6292.312064,201,,5.7,465564.0,2452.451328,,,199006.654464,0.21199999999998909,2.0,,,,,0.004084562298523526,31918.452736,,,,,1147114.0,,0.0,70,1681395487.0,3.6666666666666665,2.719744,468.0,0.0,6485.95456,1590.0,110.45898585252405,0.0,1.1666666666666665,,8623.599616,0.9920000000000044,0.0019999999999988916,1731180.0,80.18357186034305,1.4666666666666666,,
2838.0,,6292.312064,202,,5.7,470710.0,2452.451328,,,199004.934144,0.2139999999999418,2.0,,,,,0.04493953425831042,31918.452736,,,,,1156495.0,,0.0,71,1681395488.0,3.6333333333333337,2.719744,471.0,0.0,6485.95456,1590.0,47.95982683534095,0.0,1.2,,8625.31584,1.0,0.0019999999999988916,1737967.0,44.62249988509087,1.5000000000000002,,
2838.0,,6292.312064,203,,5.7,484736.0,2452.451328,,,198985.469952,0.2139999999999418,2.0,,,,,0.00408690014141129,31918.452736,,,,,1182085.0,,0.0,72,1681395489.0,3.6333333333333337,2.719744,472.0,0.0,6485.95456,1590.0,63.75730255690698,0.0,1.2,,8644.780032,1.0040000000000049,0.0019999999999988916,1769903.0,44.49539095804097,1.5000000000000002,,
2838.0,,6292.312064,204,,5.7,489198.0,2452.451328,,,198984.011776,0.26699999999993906,2.0,,,,,0.31060958332683075,31918.452736,,,,,1194943.0,,0.0,73,1681395490.0,3.6333333333333337,2.719744,524.0,0.0,6485.95456,1590.0,77.92327720868296,0.0,1.2,,8646.242304,1.0120000000000005,0.0019999999999988916,1777816.0,55.340997828749785,1.5000000000000002,,
2838.0,,6292.312064,205,,5.7,491243.0,2452.451328,,,198982.742016,0.26699999999993906,2.0,,,,,0.004086513231232183,31918.452736,,,,,1200197.0,,0.0,74,1681395491.0,3.6333333333333337,2.719744,525.0,0.0,6485.95456,1590.0,46.874693257195595,0.0,1.2,,8647.507968,1.0160000000000053,0.0019999999999988916,1781223.0,34.33109299570284,1.5000000000000002,,
2838.0,,6292.312064,206,,5.7,498416.0,2452.451328,,,198982.59456,0.26699999999993906,2.0,,,,,0.004084015633279841,31918.452736,,,,,1215302.0,,0.0,75,1681395492.0,3.6333333333333337,2.719744,526.0,0.0,6485.95456,1590.0,70.56330310089504,0.0,1.2,,8647.655424,1.019999999999996,0.0019999999999988916,1791502.0,70.35347882098992,1.5000000000000002,,
2838.0,,6292.312064,207,,5.7,500851.0,2452.451328,,,198980.001792,0.2699999999999818,2.0,,,,,0.11029249108162899,31918.452736,,,,,1219228.0,,0.0,76,1681395493.0,3.6000000000000005,2.719744,532.0,0.0,6485.95456,1590.0,50.381384934986635,0.0,1.2,,8650.235904,1.0280000000000058,0.0019999999999988916,1794423.0,12.795109758391828,1.5333333333333334,,
2838.0,,6292.312064,208,,5.7,502466.0,2452.451328,,,198978.482176,0.2699999999999818,2.0,,,,,0.004086446161290399,31918.452736,,,,,1221745.0,,0.0,77,1681395494.0,3.6000000000000005,2.719744,533.0,0.0,6485.95456,1590.0,9.033001451551675,0.0,1.2,,8651.75552,1.0319999999999965,0.0019999999999988916,1796294.0,8.012531242112095,1.5333333333333334,,
2838.0,,6292.312064,209,,5.8,547965.0,2452.451328,,,198926.966784,0.2779999999999063,2.0,,,,,0.08172956482421939,31918.452736,,,,,1333280.0,,0.0,78,1681395495.0,3.6000000000000005,2.719744,547.0,0.0,6485.95456,1590.0,41.790792745968446,0.0,1.2,,8703.24224,1.0400000000000063,0.0019999999999988916,1870695.0,42.17828187120107,1.5333333333333334,,
2838.0,,6292.312064,210,,5.8,577129.0,2452.451328,,,198925.553664,0.2779999999999063,2.0,,,,,0.004082977081239166,31918.452736,,,,,1363382.0,,0.0,79,1681395496.0,3.6000000000000005,2.719744,548.0,0.0,6485.95456,1590.0,12.174871471273777,0.0,1.2,,8704.688128,1.0480000000000018,0.0019999999999988916,1899053.0,25.308421177213205,1.5333333333333334,,
2838.0,,6292.312064,211,,5.8,583628.0,2452.451328,,,198933.696512,0.27899999999999636,2.0,,,,,0.004083380791978111,31918.452736,,,,,1372095.0,,0.0,80,1681395497.0,3.6000000000000005,2.719744,549.0,0.0,6485.95456,1590.0,14.94639393885838,0.0,1.2,,8696.54528,1.0520000000000067,0.0019999999999988916,1906154.0,2.699290163291176,1.5333333333333334,,
2838.0,,6292.312064,212,,5.8,585912.0,2452.451328,,,198933.180416,0.28099999999994907,2.0,,,,,0.044910719963714735,31918.452736,,,,,1376131.0,,0.0,81,1681395498.0,3.3333333333333335,2.719744,552.0,0.0,6485.95456,1590.0,17.98225386724236,0.0,1.2,,8697.061376,1.0600000000000023,0.0019999999999988916,1909006.0,17.887919027555697,1.5000000000000002,,
2838.0,,6292.312064,213,,5.8,587308.0,2452.451328,,,198929.870848,0.28099999999994907,2.0,,,,,0.004083089646399505,31918.452736,,,,,1378405.0,,0.0,82,1681395499.0,3.3333333333333335,2.719744,553.0,0.0,6485.95456,1590.0,15.590655793268477,0.0,1.2,,8700.37504,1.0640000000000072,0.0019999999999988916,1910592.0,17.628675763251128,1.5000000000000002,,
2838.0,,6292.312064,214,,5.8,588308.0,2452.451328,,,198931.156992,0.28099999999994907,2.0,,,,,0.004085538510812291,31918.452736,,,,,1381016.0,,0.0,83,1681395500.0,3.3333333333333335,2.719744,554.0,0.0,6485.95456,1590.0,11.323931764348368,0.0,1.2,,8699.0848,1.0679999999999978,0.0019999999999988916,1912227.0,5.272339565375934,1.5000000000000002,,
2838.0,,6292.312064,215,,5.8,589751.0,2452.451328,,,198931.828736,0.2819999999999254,2.0,,,,,0.024513674084533015,31918.452736,,,,,1382355.0,,0.0,84,1681395501.0,3.3333333333333335,2.719744,557.0,0.0,6485.95456,1590.0,13.62722483906541,0.0,1.2,,8698.413056,1.0760000000000076,0.0019999999999988916,1913462.0,13.202512667951357,1.5000000000000002,,
2838.0,,6292.312064,216,,5.8,589899.0,2452.451328,,,198931.828736,0.2819999999999254,2.0,,,,,0.004087269628776538,31918.452736,,,,,1382814.0,,0.0,85,1681395502.0,3.3333333333333335,2.719744,558.0,0.0,6485.95456,1590.0,0.00881317513478052,0.0,1.2,,8698.413056,1.0799999999999983,0.0019999999999988916,1913727.0,0.08011687099784516,1.5000000000000002,,
2838.0,,6292.312064,217,,5.8,591243.0,2452.451328,,,198934.700032,0.2819999999999254,2.0,,,,,0.004087462166571913,31918.452736,,,,,1384585.0,,0.0,86,1681395503.0,3.033333333333333,2.719744,559.0,0.0,6485.95456,1590.0,11.208164552074832,0.0,1.2,,8695.54176,1.0840000000000032,0.0019999999999988916,1915059.0,17.635579063961476,1.4666666666666666,,
2838.0,,6292.312064,218,,5.8,591461.0,2452.451328,,,198934.700032,0.28300000000001546,2.0,,,,,0.049030939530496837,31918.452736,,,,,1385164.0,,0.0,87,1681395504.0,3.033333333333333,2.719744,562.0,0.0,6485.95456,1590.0,1.9887935438414377,0.0,1.2,,8695.529472,1.088000000000008,0.0019999999999988916,1915412.0,0.011244237275344127,1.4666666666666666,,
2838.0,,6292.312064,219,,5.8,592415.0,2452.451328,,,198930.333696,0.2839999999999918,2.0,,,,,0.004085864987927855,31918.452736,,,,,1387790.0,,0.0,88,1681395505.0,3.033333333333333,2.719744,563.0,0.0,6485.95456,1590.0,15.564480199520776,0.0,1.2,,8699.891712,1.0960000000000036,0.0019999999999988916,1917027.0,6.257797490158767,1.4666666666666666,,
2838.0,,6292.312064,220,,5.8,593501.0,2452.451328,,,198932.164608,0.28499999999996817,2.0,,,,,0.024512648101442096,31918.452736,,,,,1388651.0,,0.0,89,1681395506.0,3.033333333333333,2.719744,566.0,0.0,6485.95456,1590.0,10.782213827707626,0.0,1.2,,8698.056704,1.1039999999999992,0.0019999999999988916,1917874.0,11.537118807954295,1.4666666666666666,,
2838.0,,6292.312064,221,,5.8,595101.0,2452.451328,,,198931.656704,0.28499999999996817,2.0,,,,,0.004084890569432887,31918.452736,,,,,1390157.0,,0.0,90,1681395507.0,3.033333333333333,2.719744,567.0,0.0,6485.95456,1590.0,17.580260008810995,0.0,1.2,,8698.576896,1.108000000000004,0.0019999999999988916,1919232.0,16.10269445626333,1.4666666666666666,,
2838.0,,6292.312064,222,,5.8,595449.0,2452.451328,,,198930.968576,0.28499999999996817,2.0,,,,,0.004087224891423062,31918.452736,,,,,1390824.0,,0.0,91,1681395508.0,2.8000000000000003,2.719744,568.0,0.0,6485.95456,1590.0,6.800711149908917,0.0,1.2,,8699.265024,1.112000000000009,0.0019999999999988916,1919738.0,0.10301083992729652,1.4333333333333333,,
2838.0,,6292.312064,223,,5.7,599287.0,2452.451328,,,198939.848704,0.2869999999999209,2.0,,,,,0.04904175174929017,31918.452736,,,,,1400512.0,,0.0,92,1681395509.0,2.8000000000000003,2.719744,571.0,0.0,6485.95456,1590.0,29.401208648702948,0.0,1.2,,8690.397184,1.1159999999999997,0.0019999999999988916,1926229.0,1.2621386507343546,1.4333333333333333,,
,4224.0,,224,,,,,,,,,,0.0001,0.0026425030000609695,,0.0,,,39.63806648800073,9.0,131.0,39.4726101870001,,,,92,1681395509.0,,,,,,,,,,,,,,,,,1.0,7.1368408203125
,4256.0,,225,0.12962500699995871,,,,0.0007190199999058677,,,,,0.0001,0.002809195000281761,,0.0,,,0.20067614200024764,9.0,132.0,0.03848178999987795,,0.0038938259999667935,,93,1681395510.0,,,,,,,,,,0.025147304000256554,,,,,,,1.0,7.278076171875
,4288.0,,226,0.13593305299991698,,,,0.0005451249999168795,,,,,0.0001,0.003976353999860294,,0.0,,,0.20166530499955115,9.0,133.0,0.03872810499979096,,0.003103601000020717,,93,1681395510.0,,,,,,,,,,0.019379067000045325,,,,,,,1.0,7.32666015625
2968.0,,6291.361792,227,0.13858197399986238,6.1,608523.0,2450.39104,0.00040320100015378557,,198185.324544,0.2880000000000109,2.0,,,,,0.016347258363012634,34183.499776,,,,,1446187.0,0.0030393679999178858,0.0,93,1681395510.0,2.8000000000000003,2.719744,575.0,0.0,6741.66784,1657.0,54.98338887769976,0.0,1.2,0.016934474000208866,9464.70912,1.132000000000005,0.0019999999999988916,2851563.0,3.8897534991704488,1.4333333333333333,,
,4320.0,,228,,,,,,,,,,0.0001,0.0027756070003306377,,0.0,,,0.4026498320004066,9.0,134.0,0.24091520799993305,,,,93,1681395510.0,,,,,,,,,,,,,,,,,1.0,7.3857421875
,4352.0,,229,0.13767157099982796,,,,0.0003894129999935103,,,,,0.0001,0.002543315999901097,,0.0,,,0.20042993899960493,9.0,135.0,0.039120323000133794,,0.0029887189998589747,,94,1681395511.0,,,,,,,,,,0.01771659699988959,,,,,,,1.0,7.243896484375
,4384.0,,230,0.13815947300008702,,,,0.00039752400016368483,,,,,0.0001,0.0028176730002087425,,0.0,,,0.20082612400028665,9.0,136.0,0.039361001000088436,,0.002923462999660842,,94,1681395511.0,,,,,,,,,,0.01716699000007793,,,,,,,1.0,7.0626220703125
3007.0,,6291.365888,231,,6.1,610837.0,2450.395136,0.00028271600012885756,,198217.60512,0.29099999999994,2.0,,,,,0.08173716677863004,34183.499776,,,,,1449982.0,0.0029580840000562603,0.0,94,1681395511.0,2.8000000000000003,2.719744,582.0,0.0,6741.66784,1658.0,3.702621815912208,0.0,1.2,0.016178817999843886,9470.529536,1.152000000000001,0.0019999999999988916,2854737.0,2.2958804755764355,1.4333333333333333,,
,4416.0,,232,0.13937648699993588,,,,,,,,,0.0001,0.000937193999561714,,0.0,,,0.19889496799942208,9.0,137.0,0.03916166899989548,,,,94,1681395511.0,,,,,,,,,,,,,,,,,1.0,7.1224365234375
,4448.0,,233,0.1380659729998115,,,,0.00040475400010109297,,,,,0.0001,0.39572129099997255,,0.0,,,0.593112141999427,9.0,138.0,0.0393032150000181,,0.002620068999931391,,95,1681395512.0,,,,,,,,,,0.01699683999959234,,,,,,,1.0,7.240234375
3049.0,,6291.361792,234,,6.1,617092.0,2450.39104,,,198197.272576,0.29300000000000637,2.0,,,,,0.04085793076394831,34222.051328,,,,,1455100.0,0.0026633889997356164,0.0,95,1681395512.0,2.8000000000000003,2.719744,590.0,0.0,6741.676032,1658.0,91.50450403496981,0.0,1.2,,9471.000576,1.1680000000000064,0.0019999999999988916,2860521.0,2.3164930531691823,1.4333333333333333,,
,4480.0,,235,0.13721385600001668,,,,0.00044195000009494834,,,,,0.0001,0.023295738999877358,,0.0,,,0.22106932699989557,9.0,139.0,0.03924005799990482,,,,96,1681395513.0,,,,,,,,,,0.018214335000266146,,,,,,,1.0,6.959716796875
,4512.0,,236,0.1380744420002884,,,,0.000494048999826191,,,,,0.0001,0.002279913000165834,,0.0,,,0.20039043699989634,9.0,140.0,0.03915133099962986,,0.0030148240002745297,,96,1681395513.0,,,,,,,,,,0.01737587799971152,,,,,,,1.0,7.088134765625
,4544.0,,237,0.13950749500008897,,,,0.00039239599982465734,,,,,0.0001,0.00272054599963667,,0.0,,,0.20166554399975212,9.0,141.0,0.03907864699976926,,0.0030696490002810606,,96,1681395513.0,,,,,,,,,,0.0168968110001515,,,,,,,1.0,7.26904296875
3101.0,,6291.402752,238,,6.1,623333.0,2450.432,,,198173.20448,0.2939999999999827,2.0,,,,,0.016344571678486478,34183.499776,,,,,1460208.0,0.0029701680000471242,0.0,96,1681395513.0,2.833333333333333,2.719744,594.0,0.0,6741.676032,1658.0,182.00590366709443,0.0,1.2,,9475.825664,1.1839999999999975,0.0019999999999988916,2866311.0,1.9268398472751669,1.4666666666666666,,
