process/voluntary_proc_ctx_switches,01_general/locally_processed_samples,process/memory/resident_set_size_proc_MB,_step,02_timing/backward_time_s,memory/used_memory_sys_percent,cpu/interrupts/soft_interrupts_count,process/memory/shared_memory_proc_MB,02_timing/loss_calc_time_s,memory/total_memory_sys_MB,memory/available_memory_sys_MB,disk/time/disk_write_time_sys_s,disk/counter/disk_read_sys_count,01_general/lr,02_timing/dataload_time_s,cpu/logical_core_count,01_general/dataset_iteration_count,bandwidth/disk_write_sys_bandwidth_MBs,process/memory/virtual_memory_size_proc_MB,02_timing/step_time_s,03_hivemind/num_peers,01_general/step,02_timing/opt_step_time_s,cpu/interrupts/ctx_switches_count,02_timing/dataload_cuda_move_time_s,process/memory/dirty_pages_proc_count,_runtime,_timestamp,cpu/load/avg_sys_load_one_min_percent,process/memory/text_resident_set_proc_MB,disk/counter/disk_write_sys_count,bandwidth/disk_read_sys_bandwidth_MBs,process/memory/lib_memory_proc_MB,process/involuntary_proc_ctx_switches,bandwidth/net_recv_sys_bandwidth_Mbits,process/memory/data_resident_set_proc_MB,cpu/load/avg_sys_load_fifteen_min_percent,02_timing/forward_time_s,memory/used_memory_sys_MB,disk/time/disk_busy_time_sys_s,disk/time/disk_read_time_sys_s,cpu/interrupts/interrupts_count,bandwidth/net_sent_sys_bandwidth_Mbits,cpu/load/avg_sys_load_five_min_percent,03_hivemind/global_epoch,01_general/minibatch_loss
,32.0,,10,,,,,,,,,,0.0001,0.9964063489996988,,0.0,,,2.6697052189988426,0.0,0.0,,,,,9,1681395426.0,,,,,,,,,,,,,,,,,0.0,7.1795654296875
,64.0,,11,0.13804543000014746,,,,0.00033466000013504527,,,,,0.0001,0.0025015800001710886,,0.0,,,0.19932275600012872,0.0,1.0,0.03867220299980545,,0.0030729459999747633,,9,1681395426.0,,,,,,,,,,0.01669593699989491,,,,,,,0.0,7.2235107421875
,96.0,,12,0.13676316400005817,,,,0.0003485319998617342,,,,,0.0001,0.002657519999957003,,0.0,,,0.19894917700003134,0.0,2.0,0.03881039199995939,,0.0030270860002019617,,10,1681395427.0,,,,,,,,,,0.01734248299999308,,,,,,,0.0,7.1915283203125
706.0,,6288.224256,13,0.13813529200024277,5.2,26384.0,2450.030592,0.0003976689999944938,,200040.923136,0.05999999999994543,2.0,,,,,0.12261318801248035,31841.624064,,,,0.03859018000002834,33119.0,0.0030067610000514833,0.0,10,1681395427.0,0.5,2.719744,102.0,0.0,6475.669504,422.0,80.58581752418534,0.0,0.9000000000000001,0.017199643999902037,7589.576704,0.0799999999999983,0.0019999999999988916,998492.0,0.6295021740725528,0.6,,
,128.0,,14,,,,,,,,,,0.0001,0.0028075349996470322,,0.0,,,0.20013708099986616,0.0,3.0,,,,,10,1681395427.0,,,,,,,,,,,,,,,,,0.0,7.15283203125
,160.0,,15,0.13814711700024418,,,,0.0004180189998805872,,,,,0.0001,0.0026653129998521763,,0.0,,,0.19965089400011493,0.0,4.0,0.0384002870000586,,0.0030462449999504315,,10,1681395427.0,,,,,,,,,,0.01697391300012896,,,,,,,0.0,7.035400390625
,192.0,,16,0.1370829379998213,,,,0.00039223699968715664,,,,,0.0001,0.0026667339998311945,,0.0,,,0.19849084099905667,0.0,5.0,0.03847002299971791,,0.0030363949999809847,,11,1681395428.0,,,,,,,,,,0.016842514000018127,,,,,,,0.0,7.1494140625
742.0,,6288.203776,17,0.13900695199981783,5.2,33174.0,2450.010112,0.00038583800005653757,,200037.011456,0.07899999999995089,2.0,,,,,0.21252315540643335,31841.624064,,,,0.03879218099973514,37019.0,0.0030601049998040253,0.0,11,1681395428.0,0.7333333333333333,2.719744,137.0,0.0,6475.669504,436.0,94.40766446810457,0.0,0.9000000000000001,0.016846597000039765,7593.96352,0.10000000000000853,0.0019999999999988916,1003943.0,0.7093151889018392,0.6333333333333333,,
,224.0,,18,,,,,,,,,,0.0001,0.0027672760002133145,,0.0,,,0.2008589489996666,0.0,6.0,,,,,11,1681395428.0,,,,,,,,,,,,,,,,,0.0,7.2816162109375
,256.0,,19,0.13880682499984687,,,,0.0003905610001311288,,,,,0.0001,0.002598503999706736,,0.0,,,0.2007421199991768,0.0,7.0,0.03894659599973238,,0.00302653399967312,,11,1681395428.0,,,,,,,,,,0.01697310000008656,,,,,,,0.0,7.1248779296875
,288.0,,20,0.138806164000016,,,,0.0003811130000030971,,,,,0.0001,0.002616891999878135,,0.0,,,0.20020136199991612,0.0,8.0,0.03864509100003488,,0.0030326050000439864,,12,1681395429.0,,,,,,,,,,0.01671949699994002,,,,,,,0.0,7.3597412109375
768.0,,6288.257024,21,0.13901059099998747,5.2,38391.0,2450.030592,0.0003832389998024155,,200032.526336,0.0809999999999036,2.0,,,,,0.016348199494659193,31841.62816,,,,0.038861857000028976,40602.0,0.0030907550003576034,0.0,12,1681395429.0,0.7333333333333333,2.719744,141.0,0.0,6475.669504,451.0,95.52684019435544,0.0,0.9000000000000001,0.016731362999962585,7597.93664,0.12000000000000455,0.0019999999999988916,1008484.0,0.6360631015500188,0.6333333333333333,,
,320.0,,22,,,,,,,,,,0.0001,0.0027410269999563752,,0.0,,,0.20081883200009543,0.0,9.0,,,,,12,1681395429.0,,,,,,,,,,,,,,,,,0.0,6.9808349609375
,352.0,,23,0.14004710399967735,,,,0.0003909259999090864,,,,,0.0001,0.002464351000071474,,0.0,,,0.20167128199955187,0.0,10.0,0.039006712999707815,,0.0030706570000802458,,12,1681395429.0,,,,,,,,,,0.016691531000105897,,,,,,,0.0,7.1771240234375
,384.0,,24,0.13915428700011034,,,,0.0003938489999200101,,,,,0.0001,0.0027357089998076844,,0.0,,,0.20077053800014255,0.0,11.0,0.03863081700001203,,0.0030064810002841114,,13,1681395430.0,,,,,,,,,,0.01684939500000837,,,,,,,0.0,7.3497314453125
798.0,,6288.289792,25,0.13875873899996805,5.2,42956.0,2449.944576,0.00038872000004630536,,200023.257088,0.08199999999999363,2.0,,,,,0.01634858453429386,31841.890304,,,,0.03880908100018132,43886.0,0.0030600989998674777,0.0,13,1681395430.0,0.7333333333333333,2.719744,145.0,0.0,6475.931648,466.0,90.07088204140317,0.0,0.9000000000000001,0.01690181100002519,7607.242752,0.14400000000000546,0.0019999999999988916,1012471.0,0.5056486279335093,0.6333333333333333,,
,416.0,,26,,,,,,,,,,0.0001,0.0024757269998190168,,0.0,,,0.20039417699990736,0.0,12.0,,,,,13,1681395430.0,,,,,,,,,,,,,,,,,0.0,7.1239013671875
,448.0,,27,0.13901765100035846,,,,0.0003811299998233153,,,,,0.0001,0.0027023640000152227,,0.0,,,0.20089308400019945,0.0,13.0,0.038761820000217995,,0.0030847259999973176,,13,1681395430.0,,,,,,,,,,0.016945392999787146,,,,,,,0.0,7.11328125
,480.0,,28,0.13922472900003413,,,,0.0003848139999718114,,,,,0.0001,0.0027093120002064097,,0.0,,,0.20153173800008517,5.0,14.0,0.039139670000167825,,0.003036377999706019,,14,1681395431.0,,,,,,,,,,0.017036834999998973,,,,,,,0.0,7.450927734375
827.0,,6288.396288,29,0.13831393500004197,5.2,48341.0,2450.034688,0.00039593799965587095,,200021.172224,0.08600000000001273,2.0,,,,,0.1103494015038671,31841.890304,,,,0.038726483000118606,47899.0,0.003106542000296031,0.0,14,1681395431.0,0.7333333333333333,2.719744,153.0,0.0,6475.952128,481.0,85.49039697695997,0.0,0.9000000000000001,0.01692980100006025,7609.368576,0.1599999999999966,0.0019999999999988916,1017294.0,1.0781976280934091,0.6333333333333333,,
,512.0,,30,,,,,,,,,,0.0001,0.0024185620000025665,,0.0,,,0.1998912610001753,5.0,15.0,,,,,14,1681395431.0,,,,,,,,,,,,,,,,,0.0,7.2388916015625
,544.0,,31,0.13902776599979916,,,,0.0003796949999923527,,,,,0.0001,0.0026709809999374556,,0.0,,,0.20066451200000301,5.0,16.0,0.03872463500010781,,0.003046351000193681,,14,1681395431.0,,,,,,,,,,0.016815083999972558,,,,,,,0.0,7.1322021484375
,576.0,,32,0.13852897600008873,,,,0.0004165640002611326,,,,,0.0001,0.002769383999748243,,0.0,,,0.20045519700033765,5.0,17.0,0.03879859900007432,,0.003035959000044386,,15,1681395432.0,,,,,,,,,,0.016905715000120836,,,,,,,0.0,7.00604248046875
859.0,,6288.384,33,0.13837217000036617,5.2,52776.0,2450.014208,0.0005147169999872858,,200018.661376,0.08699999999998909,2.0,,,,,0.016348304503669944,31841.890304,,,,0.038927980000153184,51199.0,0.0030766650002078677,0.0,15,1681395432.0,0.7333333333333333,2.719744,157.0,0.0,6475.964416,494.0,84.2782716740467,0.0,0.9000000000000001,0.016838838000239775,7611.805696,0.1839999999999975,0.0019999999999988916,1021191.0,0.9862306272264897,0.6333333333333333,,
,608.0,,34,,,,,,,,,,0.0001,0.0024623610001981433,,0.0,,,0.20019273100115242,5.0,18.0,,,,,15,1681395432.0,,,,,,,,,,,,,,,,,0.0,7.29638671875
,640.0,,35,0.1391804099998808,,,,0.0003868400003739225,,,,,0.0001,0.002722682000239729,,0.0,,,0.20075525200081756,5.0,19.0,0.03868454300027224,,0.0030125930002213863,,15,1681395432.0,,,,,,,,,,0.01676818399982949,,,,,,,0.0,7.40576171875
,672.0,,36,0.13933570000017426,,,,0.00037888199994995375,,,,,0.0001,0.002791354000237334,,0.0,,,0.20107983000025342,5.0,20.0,0.03874779600027978,,0.0030480249997708597,,16,1681395433.0,,,,,,,,,,0.016778072999841243,,,,,,,0.0,7.2027587890625
899.0,,6288.728064,37,0.13918878599997697,5.2,57825.0,2450.100224,0.0003821029999926395,,200015.474688,0.09100000000000819,2.0,,,,,0.08174475070682441,31841.890304,,,,0.03884370600007969,54845.0,0.0030674760000692913,0.0,16,1681395433.0,0.9333333333333335,2.719744,171.0,0.0,6475.968512,507.0,89.93868007363542,0.0,0.9333333333333335,0.01672334700015199,7615.488,0.2079999999999984,0.0019999999999988916,1025611.0,1.2342419582036828,0.6666666666666667,,
,704.0,,38,,,,,,,,,,0.0001,0.0026969629998347955,,0.0,,,0.20090238100010538,5.0,21.0,,,,,16,1681395433.0,,,,,,,,,,,,,,,,,0.0,7.096435546875
,736.0,,39,0.13974353999992672,,,,0.0003788119997807371,,,,,0.0001,0.00281493300008151,,0.0,,,0.20197650399950362,5.0,22.0,0.039141332999861334,,0.0030751409999538737,,16,1681395433.0,,,,,,,,,,0.01682274499989944,,,,,,,0.0,7.066650390625
,768.0,,40,0.13870148399973914,,,,0.00039161099994089454,,,,,0.0001,0.002597387000150775,,0.0,,,0.20102361399949586,5.0,23.0,0.0390573139998196,,0.003075506999721256,,17,1681395434.0,,,,,,,,,,0.017200311000124202,,,,,,,0.0,7.116943359375
954.0,,6288.71168,41,0.13896150099981242,5.2,63854.0,2450.075648,0.00039394299983541714,,200013.344768,0.09299999999996089,2.0,,,,,0.0163485339724993,31841.890304,,,,0.03891576600017288,59009.0,0.0030451309999079967,0.0,17,1681395434.0,0.9333333333333335,2.719744,175.0,0.0,6475.976704,522.0,94.64544694512715,0.0,0.9333333333333335,0.01683705599998575,7617.183744,0.22400000000000375,0.0019999999999988916,1030738.0,1.1699898583345836,0.6666666666666667,,
,800.0,,42,,,,,,,,,,0.0001,0.0026645800003279874,,0.0,,,0.20081797700004245,5.0,24.0,,,,,17,1681395434.0,,,,,,,,,,,,,,,,,0.0,7.2431640625
,832.0,,43,0.13659224499997435,,,,0.000390378999782115,,,,,0.0001,0.0025090639996960817,,0.0,,,0.1983003319992349,5.0,25.0,0.03873758700001417,,0.003086978999817802,,17,1681395434.0,,,,,,,,,,0.016984077999950387,,,,,,,0.0,7.0892333984375
,864.0,,44,0.13910646199974508,,,,0.00041948899979615817,,,,,0.0001,0.002624460999868461,,0.0,,,0.20112806299948716,5.0,26.0,0.03884712799981571,,0.003061384999909933,,18,1681395435.0,,,,,,,,,,0.017069138000351813,,,,,,,0.0,7.0948486328125
1005.0,,6288.73216,45,0.14002271899971674,5.2,68579.0,2450.096128,0.0004214529999444494,,199996.112896,0.09399999999993724,2.0,,,,,0.016348903469744654,31917.391872,,,,0.03874585700032185,63307.0,0.003101625999988755,0.0,18,1681395435.0,0.9333333333333335,2.719744,179.0,0.0,6484.504576,536.0,77.62865694077452,0.0,0.9333333333333335,0.016832120999879407,7634.35008,0.2400000000000091,0.0019999999999988916,1035296.0,1.2486714509228551,0.6666666666666667,,
,896.0,,46,,,,,,,,,,0.0001,0.002424766999865824,,0.0,,,0.20154854299971703,5.0,27.0,,,,,18,1681395435.0,,,,,,,,,,,,,,,,,0.0,7.3531494140625
,928.0,,47,0.13900013900001795,,,,0.00040241499982585083,,,,,0.0001,0.00260848400012037,,0.0,,,0.2011717399996087,5.0,28.0,0.03896669599998859,,0.0030708439999216353,,18,1681395435.0,,,,,,,,,,0.017123161999734293,,,,,,,0.0,7.4713134765625
,960.0,,48,0.1394308799999635,,,,0.00039370600006805034,,,,,0.0001,0.002493274999778805,,0.0,,,0.2010751299999356,5.0,29.0,0.038822372000140604,,0.003118559000085952,,19,1681395436.0,,,,,,,,,,0.01681633799989868,,,,,,,0.0,7.1494140625
1057.0,,6288.740352,49,0.13878172700015057,5.2,74473.0,2450.055168,0.0003799080000135291,,200001.429504,0.09699999999997999,2.0,,,,,0.06539595614511759,31917.654016,,,,0.03892306199986706,67068.0,0.0030634680001639936,0.0,19,1681395436.0,0.9333333333333335,2.719744,185.0,0.0,6484.774912,551.0,122.649157811686,0.0,0.9333333333333335,0.017280550000123185,7629.08672,0.2600000000000051,0.0019999999999988916,1040156.0,0.9578048841236254,0.6666666666666667,,
,992.0,,50,,,,,,,,,,0.0001,0.002748423999946681,,0.0,,,0.20117713900026502,5.0,30.0,,,,,19,1681395436.0,,,,,,,,,,,,,,,,,0.0,7.177978515625
,1024.0,,51,0.13898418200005835,,,,0.0004114949997529038,,,,,0.0001,0.002620503000343888,,0.0,,,0.20098193600051673,5.0,31.0,0.03889128300033917,,0.0030445279999185004,,19,1681395436.0,,,,,,,,,,0.017029945000103908,,,,,,,0.0,7.30322265625
,1056.0,,52,0.1400306340001407,,,,0.0003852179997920757,,,,,0.0001,0.0024987340002553537,,0.0,,,0.20172626900011892,5.0,32.0,0.03883425100002569,,0.0030888729997968767,,20,1681395437.0,,,,,,,,,,0.016888559000108216,,,,,,,0.0,7.3575439453125
1090.0,,6288.781312,53,0.14104435400031434,5.2,78724.0,2450.096128,0.00038159299992912565,,200000.147456,0.09799999999995634,2.0,,,,,0.01634877122670615,31917.654016,,,,0.038986788999864075,70812.0,0.0030600159998357412,0.0,20,1681395437.0,0.9333333333333335,2.719744,189.0,0.0,6484.783104,564.0,93.4858820861381,0.0,0.9333333333333335,0.016739115999826026,7630.393344,0.28000000000000114,0.0019999999999988916,1044200.0,1.2657205909494484,0.6666666666666667,,
,1088.0,,54,,,,,,,,,,0.0001,0.0027642850000120234,,0.0,,,0.20297615299978133,5.0,33.0,,,,,20,1681395437.0,,,,,,,,,,,,,,,,,0.0,7.06396484375
,1120.0,,55,0.13987815200016485,,,,0.0003884329998982139,,,,,0.0001,0.0026966860000356974,,0.0,,,0.2016551510005229,5.0,34.0,0.03886435300000812,,0.003050094000172976,,20,1681395437.0,,,,,,,,,,0.016777433000243036,,,,,,,0.0,7.3204345703125
,1152.0,,56,0.1388081510003758,,,,0.0004009389999737323,,,,,0.0001,0.002479304000189586,,0.0,,,0.20057264400020358,5.0,35.0,0.03883296399999381,,0.0031127160000323784,,21,1681395438.0,,,,,,,,,,0.016938569999638275,,,,,,,0.0,7.063232421875
1130.0,,6288.740352,57,0.14102746400021715,5.2,83152.0,2450.055168,0.00037979500029905466,,199996.956672,0.10599999999999454,2.0,,,,,0.13896584477638033,31917.654016,,,,0.038991149999674235,74766.0,0.003107257000010577,0.0,21,1681395438.0,1.1333333333333333,2.719744,207.0,0.0,6484.7872,576.0,92.28009839183746,0.0,0.9333333333333335,0.016916699999910634,7633.98144,0.29999999999999716,0.0019999999999988916,1048555.0,1.36300363645183,0.7333333333333333,,
,1184.0,,58,,,,,,,,,,0.0001,0.0025388110002495523,,0.0,,,0.2029611770003612,5.0,36.0,,,,,21,1681395438.0,,,,,,,,,,,,,,,,,0.0,7.091552734375
,1216.0,,59,0.1412037430000055,,,,0.00041444399994361447,,,,,0.0001,0.002832620999924984,,0.0,,,0.20395577999988745,5.0,37.0,0.03919225200024812,,0.0031519039998784137,,21,1681395438.0,,,,,,,,,,0.017160815999886836,,,,,,,0.0,7.349609375
,1248.0,,60,0.13983080200023323,,,,0.0003912840002158191,,,,,0.0001,0.0028495619999375776,,0.0,,,0.20207482100067864,5.0,38.0,0.03865573000030054,,0.003049262999866187,,22,1681395439.0,,,,,,,,,,0.017298180000125285,,,,,,,0.0,7.1668701171875
1169.0,,6288.719872,61,0.13909078599999702,5.3,89100.0,2450.026496,0.00039442800016331603,,199969.087488,0.10799999999994725,2.0,,,,,0.01634904738371746,31917.654016,,,,0.03887930500013681,80565.0,0.0030596869996770693,0.0,22,1681395439.0,1.1333333333333333,2.719744,211.0,0.0,6484.795392,581.0,108.04972855030385,0.0,0.9333333333333335,0.017194824000398512,7661.416448,0.3160000000000025,0.0019999999999988916,1053661.0,1.5836702722809277,0.7333333333333333,,
,1280.0,,62,,,,,,,,,,0.0001,0.0025751989996933844,,0.0,,,0.20119422900006612,5.0,39.0,,,,,22,1681395439.0,,,,,,,,,,,,,,,,,0.0,7.2569580078125
,1312.0,,63,0.1387270840000383,,,,0.00043330800008334336,,,,,0.0001,0.002660598000147729,,0.0,,,0.20106318400075907,5.0,40.0,0.038795214000401756,,0.003104587000052561,,22,1681395439.0,,,,,,,,,,0.017342393000035372,,,,,,,0.0,7.382568359375
,1344.0,,64,0.13988729600032457,,,,0.0004287100000510691,,,,,0.0001,0.002497551000033127,,0.0,,,0.20170308500019019,5.0,41.0,0.03877164499999708,,0.003098565999607672,,23,1681395440.0,,,,,,,,,,0.01701931700017667,,,,,,,0.0,7.0662841796875
1222.0,,6288.744448,65,0.14039971500005777,5.3,93410.0,2450.051072,0.00039936199982548715,,199965.700096,0.11199999999996635,2.0,,,,,0.08583327473605493,31917.654016,,,,0.03891106099990793,85059.0,0.0031426509999619157,0.0,23,1681395440.0,1.1333333333333333,2.719744,219.0,0.0,6484.803584,584.0,92.8463769659424,0.0,0.9333333333333335,0.01723545100003321,7664.832512,0.33200000000000784,0.0019999999999988916,1057661.0,1.432829735477206,0.7333333333333333,,
,1376.0,,66,,,,,,,,,,0.0001,0.0026680179998948006,,0.0,,,0.2027562579996811,5.0,42.0,,,,,23,1681395440.0,,,,,,,,,,,,,,,,,0.0,7.3431396484375
,1408.0,,67,0.14050563499995405,,,,0.0003957560002163518,,,,,0.0001,0.0027792239998234436,,0.0,,,0.2029377620001469,5.0,43.0,0.03905831600013698,,0.0030992399997558095,,23,1681395440.0,,,,,,,,,,0.01709959100026026,,,,,,,0.0,7.4068603515625
,1440.0,,68,0.1393203799998446,,,,0.000400006999825564,,,,,0.0001,0.002764022999599547,,0.0,,,0.20145252099928257,8.0,44.0,0.038842581999688264,,0.0030909649999557587,,24,1681395441.0,,,,,,,,,,0.017034564000368846,,,,,,,0.0,7.2760009765625
1266.0,,6289.076224,69,0.1392032079997989,5.3,98666.0,2450.092032,0.00038755000014134566,,199962.578944,0.1129999999999427,2.0,,,,,0.01634872455320334,31917.91616,,,,0.03877968300002976,90668.0,0.003106954000031692,0.0,24,1681395441.0,1.1333333333333333,2.719744,223.0,0.0,6485.13536,585.0,93.98572810905874,0.0,0.9333333333333335,0.017068210000161343,7667.900416,0.35200000000000387,0.0019999999999988916,1062223.0,2.0121304499931454,0.7333333333333333,,
,1472.0,,70,,,,,,,,,,0.0001,0.0026911650002148235,,0.0,,,0.20123677000037787,8.0,45.0,,,,,24,1681395441.0,,,,,,,,,,,,,,,,,0.0,7.0556640625
,1504.0,,71,0.14004502299985688,,,,0.0003915479996976501,,,,,0.0001,0.0028110349999224127,,0.0,,,0.2023903819995212,8.0,46.0,0.0390097650001735,,0.003074344999731693,,24,1681395441.0,,,,,,,,,,0.017058666000139056,,,,,,,0.0,7.2882080078125
,1536.0,,72,0.14036775099975785,,,,0.0003912960000889143,,,,,0.0001,0.002590577999853849,,0.0,,,0.20276728999988336,8.0,47.0,0.03919939000024897,,0.003135157000087929,,25,1681395442.0,,,,,,,,,,0.017083117999845854,,,,,,,0.0,7.2786865234375
1302.0,,6289.035264,73,0.14082350800026688,5.3,104108.0,2450.051072,0.0004021649997412169,,199958.065152,0.11399999999991905,2.0,,,,,0.016348856788226424,31917.91616,,,,0.03901845900008993,96350.0,0.0031227740000758786,0.0,25,1681395442.0,1.1333333333333333,2.719744,227.0,0.0,6485.147648,598.0,86.12671956173337,0.0,0.9333333333333335,0.017219035999914922,7672.365056,0.3719999999999999,0.0019999999999988916,1066646.0,1.9016642169932971,0.7333333333333333,,
,1568.0,,74,,,,,,,,,,0.0001,0.0026919850001831946,,0.0,,,0.20327792700027203,8.0,48.0,,,,,25,1681395442.0,,,,,,,,,,,,,,,,,0.0,7.6488037109375
,1600.0,,75,0.13905624299968622,,,,0.0004001019997303956,,,,,0.0001,0.0026368769999862707,,0.0,,,0.20161324799937574,8.0,49.0,0.03904475099989213,,0.0030620540001109475,,25,1681395442.0,,,,,,,,,,0.01741322099996978,,,,,,,0.0,7.4776611328125
,1632.0,,76,0.1392526050003653,,,,0.00040276900017488515,,,,,0.0001,0.002503070999864576,,0.0,,,0.20173979500032146,8.0,50.0,0.03928799100003744,,0.003125370999896404,,26,1681395443.0,,,,,,,,,,0.01716798799998287,,,,,,,0.0,7.15478515625
1355.0,,6289.076224,77,0.1366788710001856,5.3,108586.0,2450.092032,0.00039106799977162154,,199954.78016,0.1169999999999618,2.0,,,,,0.06539534938457157,31917.91616,,,,0.03869008499987103,102462.0,0.0030898719996912405,0.0,26,1681395443.0,1.5666666666666667,2.719744,237.0,0.0,6485.151744,616.0,77.88288351891097,0.0,0.9666666666666666,0.017578111000148056,7675.5968,0.4000000000000057,0.0019999999999988916,1070782.0,2.307413275516653,0.8333333333333334,,
,1664.0,,78,,,,,,,,,,0.0001,0.0023961739998412668,,0.0,,,0.19882418099950883,8.0,51.0,,,,,26,1681395443.0,,,,,,,,,,,,,,,,,0.0,7.2713623046875
,1696.0,,79,0.13896273599993947,,,,0.00038967699993008864,,,,,0.0001,0.0027347059999556222,,0.0,,,0.2013304679999237,8.0,52.0,0.038728548000108276,,0.0032171220000236644,,26,1681395443.0,,,,,,,,,,0.017297678999966593,,,,,,,0.0,7.1058349609375
,1728.0,,80,0.13862196100035362,,,,0.0004138259996580018,,,,,0.0001,0.0026471729997865623,,0.0,,,0.20078199799991125,8.0,53.0,0.03873063699984414,,0.003121028000350634,,27,1681395444.0,,,,,,,,,,0.017247372999918298,,,,,,,0.0,7.5184326171875
