03_hivemind/num_clients,03_hivemind/undershot_TBS,04_peers/peer_5_samples_per_second,04_peers/peer_9_samples_per_second,04_peers/peer_1_samples_accumulated,_timestamp,04_peers/peer_2_samples_accumulated,04_peers/peer_3_epoch,04_peers/peer_9_epoch_oos,04_peers/peer_4_samples_accumulated,04_peers/peer_9_samples_accumulated,04_peers/peer_1_epoch,03_hivemind/epoch_based_sps,04_peers/peer_2_samples_per_second,04_peers/peer_6_samples_accumulated,04_peers/peer_4_epoch,04_peers/peer_4_epoch_oos,04_peers/peer_7_epoch_oos,03_hivemind/next_fetch_time_s,04_peers/peer_5_samples_accumulated,03_hivemind/reached_TBS,04_peers/peer_4_samples_per_second,04_peers/peer_6_samples_per_second,04_peers/peer_7_epoch,04_peers/peer_8_samples_per_second,04_peers/peer_3_samples_accumulated,_runtime,03_hivemind/global_epoch,04_peers/peer_8_epoch_oos,03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,04_peers/peer_8_epoch,03_hivemind/overshot_TBS,04_peers/peer_2_epoch_oos,04_peers/peer_5_epoch_oos,03_hivemind/global_samples_accumulated,03_hivemind/epoch_s,03_hivemind/total_training_samples,04_peers/peer_3_epoch_oos,03_hivemind/num_peers,04_peers/peer_5_epoch,04_peers/peer_1_epoch_oos,04_peers/peer_1_samples_per_second,04_peers/peer_3_samples_per_second,_step,04_peers/peer_7_samples_accumulated,04_peers/peer_7_samples_per_second,04_peers/peer_6_epoch_oos,03_hivemind/eta_next_epoch_s,04_peers/peer_2_epoch,04_peers/peer_9_epoch,03_hivemind/per_epoch_training_samples,03_hivemind/actual_total_samples_per_second,04_peers/peer_6_epoch,04_peers/peer_8_samples_accumulated
0,,95.17,178.02,6272.0,1681394228.0,3488.0,0.0,0.0,3488.0,4096.0,0.0,,92.86,3488.0,0.0,0.0,0.0,0.5,3552.0,,93.64,94.42,0.0,93.39,3520.0,120,0,0.0,46258,927.7252081556088,0.0,,0.0,0.0,33504,,,0.0,9,0.0,0.0,92.44,93.76,51,2848.0,94.03,0.0,0.0,0.0,0.0,,927.7252081556088,0.0,2752.0
0,,95.17,178.02,6272.0,1681394229.0,3488.0,0.0,0.0,3488.0,4096.0,0.0,,92.86,3488.0,0.0,0.0,0.0,0.5,3552.0,,93.64,94.42,0.0,93.39,3520.0,121,0,0.0,47564,927.7252081556088,0.0,,0.0,0.0,33504,,,0.0,9,0.0,0.0,92.44,93.76,52,2848.0,94.03,0.0,0.0,0.0,0.0,,927.7252081556088,0.0,2752.0
0,,95.17,178.02,6272.0,1681394231.0,3488.0,0.0,0.0,3488.0,4096.0,0.0,,92.86,3488.0,0.0,0.0,0.0,0.5,3552.0,,93.64,94.42,0.0,93.39,3520.0,123,0,0.0,48860,927.7252081556088,0.0,,0.0,0.0,33504,,,0.0,9,0.0,0.0,92.44,93.76,53,2848.0,94.03,0.0,0.0,0.0,0.0,,927.7252081556088,0.0,2752.0
0,,95.17,178.02,6272.0,1681394232.0,3488.0,0.0,0.0,3488.0,4096.0,0.0,,92.86,3488.0,0.0,0.0,0.0,0.5,3552.0,,93.64,94.42,0.0,93.39,3520.0,124,0,0.0,50164,927.7252081556088,0.0,,0.0,0.0,33504,,,0.0,9,0.0,0.0,92.44,93.76,54,2848.0,94.03,0.0,0.0,0.0,0.0,,927.7252081556088,0.0,2752.0
0,,95.17,178.02,6272.0,1681394234.0,3488.0,0.0,0.0,3488.0,4096.0,0.0,,92.86,3488.0,0.0,0.0,0.0,0.5,3552.0,,93.64,94.42,0.0,93.39,3520.0,126,0,0.0,51537,927.7252081556088,0.0,,0.0,0.0,33504,,,0.0,9,0.0,0.0,92.44,93.76,55,2848.0,94.03,0.0,0.0,0.0,0.0,,927.7252081556088,0.0,2752.0
0,,95.17,178.02,6272.0,1681394235.0,3488.0,0.0,0.0,3488.0,4096.0,0.0,,92.86,3488.0,0.0,0.0,0.0,0.5,3552.0,,93.64,94.42,0.0,93.39,3520.0,127,0,0.0,52844,927.7252081556088,0.0,,0.0,0.0,33504,,,0.0,9,0.0,0.0,92.44,93.76,56,2848.0,94.03,0.0,0.0,0.0,0.0,,927.7252081556088,0.0,2752.0
0,,95.17,178.02,6272.0,1681394237.0,3488.0,0.0,0.0,3488.0,4096.0,0.0,,92.86,3488.0,0.0,0.0,0.0,0.5,3552.0,,93.64,94.42,0.0,93.39,3520.0,129,0,0.0,54149,927.7252081556088,0.0,,0.0,0.0,33504,,,0.0,9,0.0,0.0,92.44,93.76,57,2848.0,94.03,0.0,0.0,0.0,0.0,,927.7252081556088,0.0,2752.0
0,,95.17,178.02,6272.0,1681394238.0,3488.0,0.0,0.0,3488.0,4096.0,0.0,,92.86,3488.0,0.0,0.0,0.0,0.5,3552.0,,93.64,94.42,0.0,93.39,3520.0,130,0,0.0,55614,927.7252081556088,0.0,,0.0,0.0,33504,,,0.0,9,0.0,0.0,92.44,93.76,58,2848.0,94.03,0.0,0.0,0.0,0.0,,927.7252081556088,0.0,2752.0
0,,95.17,178.02,6272.0,1681394240.0,3488.0,0.0,0.0,3488.0,4096.0,0.0,,92.86,3488.0,0.0,0.0,0.0,0.5,3552.0,,93.64,94.42,0.0,93.39,3520.0,132,0,0.0,56929,927.7252081556088,0.0,,0.0,0.0,33504,,,0.0,9,0.0,0.0,92.44,93.76,59,2848.0,94.03,0.0,0.0,0.0,0.0,,927.7252081556088,0.0,2752.0
0,,95.17,178.02,6272.0,1681394241.0,3488.0,0.0,0.0,3488.0,4096.0,0.0,,92.86,3488.0,0.0,0.0,0.0,0.5,3552.0,,93.64,94.42,0.0,93.39,3520.0,133,0,0.0,58233,927.7252081556088,0.0,,0.0,0.0,33504,,,0.0,9,0.0,0.0,92.44,93.76,60,2848.0,94.03,0.0,0.0,0.0,0.0,,927.7252081556088,0.0,2752.0
0,,95.17,178.02,6272.0,1681394242.0,3488.0,0.0,0.0,3488.0,4096.0,0.0,,92.86,3488.0,0.0,0.0,0.0,0.5,3552.0,,93.64,94.42,0.0,93.39,3520.0,134,0,0.0,59543,927.7252081556088,0.0,,0.0,0.0,33504,,,0.0,9,0.0,0.0,92.44,93.76,61,2848.0,94.03,0.0,0.0,0.0,0.0,,927.7252081556088,0.0,2752.0
0,,95.17,178.02,6272.0,1681394244.0,3488.0,0.0,0.0,3488.0,4096.0,0.0,,92.86,3488.0,0.0,0.0,0.0,0.5,3552.0,,93.64,94.42,0.0,93.39,3520.0,136,0,0.0,60861,927.7252081556088,0.0,,0.0,0.0,33504,,,0.0,9,0.0,0.0,92.44,93.76,62,2848.0,94.03,0.0,0.0,0.0,0.0,,927.7252081556088,0.0,2752.0
0,,95.17,178.02,6272.0,1681394245.0,3488.0,0.0,0.0,3488.0,4096.0,0.0,,92.86,3488.0,0.0,0.0,0.0,0.5,3552.0,,93.64,94.42,0.0,93.39,3520.0,137,0,0.0,62167,927.7252081556088,0.0,,0.0,0.0,33504,,,0.0,9,0.0,0.0,92.44,93.76,63,2848.0,94.03,0.0,0.0,0.0,0.0,,927.7252081556088,0.0,2752.0
0,,95.17,178.02,6272.0,1681394247.0,3488.0,0.0,0.0,3488.0,4096.0,0.0,,92.86,3488.0,0.0,0.0,0.0,0.5,3552.0,,93.64,94.42,0.0,93.39,3520.0,139,0,0.0,63468,927.7252081556088,0.0,,0.0,0.0,33504,,,0.0,9,0.0,0.0,92.44,93.76,64,2848.0,94.03,0.0,0.0,0.0,0.0,,927.7252081556088,0.0,2752.0
0,,95.17,178.02,6272.0,1681394248.0,3488.0,0.0,0.0,3488.0,4096.0,0.0,,92.86,3488.0,0.0,0.0,0.0,0.5,3552.0,,93.64,94.42,0.0,93.39,3520.0,140,0,0.0,64775,927.7252081556088,0.0,,0.0,0.0,33504,,,0.0,9,0.0,0.0,92.44,93.76,65,2848.0,94.03,0.0,0.0,0.0,0.0,,927.7252081556088,0.0,2752.0
0,,95.17,178.02,6272.0,1681394249.0,3488.0,0.0,0.0,3488.0,4096.0,0.0,,92.86,3488.0,0.0,0.0,0.0,0.5,3552.0,,93.64,94.42,0.0,93.39,3520.0,141,0,0.0,66090,927.7252081556088,0.0,,0.0,0.0,33504,,,0.0,9,0.0,0.0,92.44,93.76,66,2848.0,94.03,0.0,0.0,0.0,0.0,,927.7252081556088,0.0,2752.0
0,,95.17,178.02,6272.0,1681394251.0,3488.0,0.0,0.0,3488.0,4096.0,0.0,,92.86,3488.0,0.0,0.0,0.0,10.0,3552.0,,93.64,94.42,0.0,93.39,3520.0,143,1,0.0,1263,925.0393736539692,0.0,,0.0,0.0,640,,,0.0,9,0.0,0.0,92.44,93.76,67,2848.0,94.03,0.0,34.06,0.0,0.0,,925.0393736539692,0.0,2752.0
0,0.0,92.6,178.02,64.0,1681394252.0,96.0,1.0,0.0,96.0,0.0,1.0,327.1246310479486,90.48,32.0,1.0,0.0,0.0,10.0,96.0,0.0,91.15,97.91,1.0,96.86,96.0,144,1,0.0,2846,955.2448101930202,1.0,1.0,0.0,0.0,2176,102.41967990202829,33504.0,0.0,9,1.0,0.0,95.6,90.93,68,96.0,91.48,0.0,31.32,1.0,1.0,33504.0,955.2448101930202,1.0,64.0
0,,96.27,196.54,192.0,1681394254.0,224.0,1.0,0.0,224.0,512.0,1.0,,94.03,192.0,1.0,0.0,0.0,10.0,224.0,,94.77,95.59,1.0,94.6,192.0,146,1,0.0,3959,876.3168599271747,1.0,,0.0,0.0,3424,,,0.0,9,1.0,0.0,93.64,94.77,69,224.0,95.03,0.0,32.87,1.0,1.0,,876.3168599271747,1.0,192.0
0,,82.62,219.86,288.0,1681394255.0,288.0,1.0,0.0,320.0,1024.0,1.0,,78.13,288.0,1.0,0.0,0.0,10.0,320.0,,84.02,82.87,1.0,84.52,320.0,147,1,0.0,5562,926.4020782111415,1.0,,0.0,0.0,4992,,,0.0,9,1.0,0.0,83.76,84.14,70,288.0,76.39,0.0,29.37,1.0,1.0,,926.4020782111415,1.0,288.0
0,,86.64,241.25,416.0,1681394256.0,416.0,1.0,0.0,448.0,1536.0,1.0,,82.7,416.0,1.0,0.0,0.0,10.0,448.0,,87.01,86.68,1.0,87.55,448.0,148,1,0.0,7153,965.4722409752131,1.0,,0.0,0.0,6560,,,0.0,9,1.0,0.0,85.66,87.31,71,416.0,81.61,0.0,26.53,1.0,1.0,,965.4722409752131,1.0,448.0
0,,89.44,258.76,576.0,1681394258.0,544.0,1.0,0.0,576.0,2048.0,1.0,,86.0,544.0,1.0,0.0,0.0,10.0,576.0,,89.14,89.27,1.0,89.46,576.0,150,1,0.0,8772,997.6079852838553,1.0,,0.0,0.0,8096,,,0.0,9,1.0,0.0,88.42,89.49,72,544.0,85.5,0.0,24.05,1.0,1.0,,997.6079852838553,1.0,576.0
0,,91.36,276.84,704.0,1681394259.0,672.0,1.0,0.0,704.0,2560.0,1.0,,88.2,672.0,1.0,0.0,0.0,10.0,704.0,,90.54,91.01,1.0,90.8,704.0,151,1,0.0,10479,1035.3978151789195,1.0,,0.0,0.0,9920,,,0.0,9,1.0,0.0,89.89,90.86,73,672.0,88.11,0.0,21.53,1.0,1.0,,1035.3978151789195,1.0,704.0
0,,92.55,304.76,832.0,1681394261.0,800.0,1.0,0.0,832.0,3328.0,1.0,,89.72,800.0,1.0,0.0,0.0,10.0,832.0,,91.65,92.17,1.0,91.54,832.0,153,1,0.0,12151,1062.9122282258115,1.0,,0.0,0.0,11456,,,0.0,9,1.0,0.0,90.92,91.85,74,832.0,90.25,0.0,19.4,1.0,1.0,,1062.9122282258115,1.0,832.0
0,,93.37,326.22,960.0,1681394262.0,928.0,1.0,0.0,960.0,3840.0,1.0,,90.75,928.0,1.0,0.0,0.0,10.0,960.0,,92.2,92.96,1.0,92.04,960.0,154,1,0.0,13657,1066.9125192420897,1.0,,0.0,0.0,12544,,,0.0,9,1.0,0.0,91.6,92.49,75,960.0,91.3,0.0,17.91,1.0,1.0,,1066.9125192420897,1.0,960.0
0,,93.94,326.22,1088.0,1681394264.0,1088.0,1.0,0.0,1088.0,3840.0,1.0,,91.53,1056.0,1.0,0.0,0.0,10.0,1120.0,,92.6,93.44,1.0,92.36,1088.0,156,1,0.0,15278,1069.0805934254277,1.0,,0.0,0.0,13664,,,0.0,9,1.0,0.0,91.97,92.83,76,1088.0,92.02,0.0,16.36,1.0,1.0,,1069.0805934254277,1.0,1088.0
0,,94.2,326.22,1216.0,1681394265.0,1216.0,1.0,0.0,1248.0,3840.0,1.0,,91.86,1216.0,1.0,0.0,0.0,10.0,1248.0,,92.82,93.71,1.0,92.53,1248.0,157,1,0.0,15539,967.6532526544677,1.0,,0.0,0.0,14944,,,0.0,9,1.0,0.0,92.24,93.08,77,1216.0,92.42,0.0,17.8,1.0,1.0,,967.6532526544677,1.0,1216.0
0,,94.32,223.59,1344.0,1681394266.0,1344.0,1.0,0.0,1376.0,4096.0,1.0,,92.07,1344.0,1.0,0.0,0.0,10.0,1376.0,,92.87,93.88,1.0,92.62,1376.0,158,1,0.0,17122,986.0997369430664,1.0,,0.0,0.0,16480,,,0.0,9,1.0,0.0,92.41,93.18,78,1344.0,92.7,0.0,15.87,1.0,1.0,,986.0997369430664,1.0,1344.0
0,,94.5,241.35,1472.0,1681394268.0,1472.0,1.0,0.0,1504.0,4608.0,1.0,,92.19,1472.0,1.0,0.0,0.0,10.0,1504.0,,92.89,93.95,1.0,92.64,1504.0,160,1,0.0,18652,999.3418918153587,1.0,,0.0,0.0,18048,,,0.0,9,1.0,0.0,92.57,93.13,79,1472.0,92.88,0.0,14.13,1.0,1.0,,999.3418918153587,1.0,1472.0
0,,94.41,254.69,1600.0,1681394269.0,1600.0,1.0,0.0,1632.0,5120.0,1.0,,92.24,1600.0,1.0,0.0,0.0,9.29,1632.0,,92.88,93.98,1.0,92.58,1632.0,161,1,0.0,20208,1013.7695810870816,1.0,,0.0,0.0,19648,,,0.0,9,1.0,0.0,92.59,93.08,80,1600.0,92.9,0.0,12.39,1.0,1.0,,1013.7695810870816,1.0,1632.0
0,,94.35,269.14,1760.0,1681394271.0,1728.0,1.0,0.0,1760.0,5632.0,1.0,,92.21,1728.0,1.0,0.0,0.0,8.06,1792.0,,92.83,94.02,1.0,92.5,1760.0,163,1,0.0,21752,1025.6065930823627,1.0,,0.0,0.0,21248,,,0.0,9,1.0,0.0,92.69,93.11,81,1728.0,92.93,0.0,10.74,1.0,1.0,,1025.6065930823627,1.0,1760.0
0,,94.31,280.87,1888.0,1681394272.0,1856.0,1.0,0.0,1888.0,6144.0,1.0,,92.41,1888.0,1.0,0.0,0.0,6.88,1920.0,,92.81,94.08,1.0,92.49,1888.0,164,1,0.0,23280,1034.5966583693585,1.0,,0.0,0.0,22784,,,0.0,9,1.0,0.0,92.62,93.04,82,1888.0,92.98,0.0,9.17,1.0,1.0,,1034.5966583693585,1.0,1888.0
0,,94.41,289.93,2016.0,1681394273.0,1984.0,1.0,0.0,2016.0,6656.0,1.0,,92.39,2016.0,1.0,0.0,0.0,5.69,2048.0,,92.69,94.05,1.0,92.45,2016.0,165,1,0.0,24833,1045.2560930129046,1.0,,0.0,0.0,24320,,,0.0,9,1.0,0.0,92.59,93.0,83,2016.0,93.08,0.0,7.59,1.0,1.0,,1045.2560930129046,1.0,2016.0
0,,94.56,300.52,2144.0,1681394275.0,2112.0,1.0,0.0,2144.0,7168.0,1.0,,92.4,2144.0,1.0,0.0,0.0,4.55,2176.0,,92.61,94.06,1.0,92.44,2144.0,167,1,0.0,26381,1053.9673951672307,1.0,,0.0,0.0,25888,,,0.0,9,1.0,0.0,92.59,92.95,84,2144.0,93.13,0.0,6.06,1.0,1.0,,1053.9673951672307,1.0,2144.0
0,,94.42,309.82,2272.0,1681394276.0,2240.0,1.0,0.0,2272.0,7680.0,1.0,,92.36,2272.0,1.0,0.0,0.0,3.5,2304.0,,92.57,93.94,1.0,92.39,2304.0,168,1,0.0,27853,1052.280910239232,1.0,,0.0,0.0,27168,,,0.0,9,1.0,0.0,92.49,92.86,85,2272.0,93.11,0.0,4.67,1.0,1.0,,1052.280910239232,1.0,2272.0
0,,94.33,308.57,2400.0,1681394278.0,2368.0,1.0,0.0,2400.0,7936.0,1.0,,92.28,2400.0,1.0,0.0,0.0,2.38,2432.0,,92.55,93.74,1.0,92.5,2432.0,170,1,0.0,29406,1059.8129075995216,1.0,,0.0,0.0,28704,,,0.0,9,1.0,0.0,92.37,92.89,86,2400.0,93.05,0.0,3.17,1.0,1.0,,1059.8129075995216,1.0,2400.0
0,,94.27,316.35,2528.0,1681394279.0,2496.0,1.0,0.0,2528.0,8448.0,1.0,,92.21,2528.0,1.0,0.0,0.0,1.29,2560.0,,92.48,93.75,1.0,92.51,2560.0,171,1,0.0,30935,1063.5319695878645,1.0,,0.0,0.0,30304,,,0.0,9,1.0,0.0,92.32,92.92,87,2528.0,93.0,0.0,1.72,1.0,1.0,,1063.5319695878645,1.0,2528.0
0,,94.2,320.32,2656.0,1681394280.0,2624.0,1.0,0.0,2688.0,8960.0,1.0,,92.23,2656.0,1.0,0.0,0.0,0.5,2720.0,,92.35,93.74,1.0,92.47,2688.0,172,1,0.0,32495,1070.5411474133357,1.0,,0.0,0.0,31872,,,0.0,9,1.0,0.0,92.39,92.9,88,2656.0,92.93,0.0,0.25,1.0,1.0,,1070.5411474133357,1.0,2656.0
0,,94.16,327.84,2784.0,1681394282.0,2784.0,1.0,0.0,2816.0,9472.0,1.0,,92.12,2784.0,1.0,0.0,0.0,0.5,2848.0,,92.25,93.76,1.0,92.41,2816.0,174,1,0.0,33995,1069.820776273992,1.0,,0.0,0.0,32992,,,0.0,9,1.0,0.0,92.36,92.81,89,2784.0,92.83,0.0,0.0,1.0,1.0,,1069.820776273992,1.0,2784.0
0,,94.19,327.07,2848.0,1681394283.0,2848.0,1.0,0.0,2880.0,9984.0,1.0,,92.14,2880.0,1.0,0.0,0.0,0.5,2912.0,,92.15,93.81,1.0,92.45,2880.0,175,1,0.0,35492,1069.820776273992,1.0,,0.0,0.0,32992,,,0.0,9,1.0,0.0,92.32,92.85,90,2880.0,92.84,0.0,0.0,1.0,1.0,,1069.820776273992,1.0,2880.0
0,,94.19,327.07,2848.0,1681394285.0,2848.0,1.0,0.0,2880.0,9984.0,1.0,,92.14,2880.0,1.0,0.0,0.0,0.5,2912.0,,92.15,93.81,1.0,92.45,2880.0,177,1,0.0,36988,1069.820776273992,1.0,,0.0,0.0,32992,,,0.0,9,1.0,0.0,92.32,92.85,91,2880.0,92.84,0.0,0.0,1.0,1.0,,1069.820776273992,1.0,2880.0
0,,94.19,327.07,2848.0,1681394286.0,2848.0,1.0,0.0,2880.0,9984.0,1.0,,92.14,2880.0,1.0,0.0,0.0,0.5,2912.0,,92.15,93.81,1.0,92.45,2880.0,178,1,0.0,38493,1069.820776273992,1.0,,0.0,0.0,32992,,,0.0,9,1.0,0.0,92.32,92.85,92,2880.0,92.84,0.0,0.0,1.0,1.0,,1069.820776273992,1.0,2880.0
0,,94.19,327.07,2848.0,1681394287.0,2848.0,1.0,0.0,2880.0,9984.0,1.0,,92.14,2880.0,1.0,0.0,0.0,0.5,2912.0,,92.15,93.81,1.0,92.45,2880.0,179,1,0.0,40003,1069.820776273992,1.0,,0.0,0.0,32992,,,0.0,9,1.0,0.0,92.32,92.85,93,2880.0,92.84,0.0,0.0,1.0,1.0,,1069.820776273992,1.0,2880.0
0,,94.19,327.07,2848.0,1681394289.0,2848.0,1.0,0.0,2880.0,9984.0,1.0,,92.14,2880.0,1.0,0.0,0.0,0.5,2912.0,,92.15,93.81,1.0,92.45,2880.0,181,1,0.0,41501,1069.820776273992,1.0,,0.0,0.0,32992,,,0.0,9,1.0,0.0,92.32,92.85,94,2880.0,92.84,0.0,0.0,1.0,1.0,,1069.820776273992,1.0,2880.0
0,,94.19,327.07,2848.0,1681394290.0,2848.0,1.0,0.0,2880.0,9984.0,1.0,,92.14,2880.0,1.0,0.0,0.0,0.5,2912.0,,92.15,93.81,1.0,92.45,2880.0,182,1,0.0,43081,1069.820776273992,1.0,,0.0,0.0,32992,,,0.0,9,1.0,0.0,92.32,92.85,95,2880.0,92.84,0.0,0.0,1.0,1.0,,1069.820776273992,1.0,2880.0
0,,94.19,327.07,2848.0,1681394292.0,2848.0,1.0,0.0,2880.0,9984.0,1.0,,92.14,2880.0,1.0,0.0,0.0,0.5,2912.0,,92.15,93.81,1.0,92.45,2880.0,184,1,0.0,44578,1069.820776273992,1.0,,0.0,0.0,32992,,,0.0,9,1.0,0.0,92.32,92.85,96,2880.0,92.84,0.0,0.0,1.0,1.0,,1069.820776273992,1.0,2880.0
0,,94.19,327.07,2848.0,1681394293.0,2848.0,1.0,0.0,2880.0,9984.0,1.0,,92.14,2880.0,1.0,0.0,0.0,0.5,2912.0,,92.15,93.81,1.0,92.45,2880.0,185,1,0.0,46333,1069.820776273992,1.0,,0.0,0.0,32992,,,0.0,9,1.0,0.0,92.32,92.85,97,2880.0,92.84,0.0,0.0,1.0,1.0,,1069.820776273992,1.0,2880.0
0,,94.19,327.07,2848.0,1681394295.0,2848.0,1.0,0.0,2880.0,9984.0,1.0,,92.14,2880.0,1.0,0.0,0.0,0.5,2912.0,,92.15,93.81,1.0,92.45,2880.0,187,1,0.0,47840,1069.820776273992,1.0,,0.0,0.0,32992,,,0.0,9,1.0,0.0,92.32,92.85,98,2880.0,92.84,0.0,0.0,1.0,1.0,,1069.820776273992,1.0,2880.0
0,,94.19,327.07,2848.0,1681394296.0,2848.0,1.0,0.0,2880.0,9984.0,1.0,,92.14,2880.0,1.0,0.0,0.0,0.5,2912.0,,92.15,93.81,1.0,92.45,2880.0,188,1,0.0,49361,1069.820776273992,1.0,,0.0,0.0,32992,,,0.0,9,1.0,0.0,92.32,92.85,99,2880.0,92.84,0.0,0.0,1.0,1.0,,1069.820776273992,1.0,2880.0
0,,94.19,327.07,2848.0,1681394298.0,2848.0,1.0,0.0,2880.0,9984.0,1.0,,92.14,2880.0,1.0,0.0,0.0,0.5,2912.0,,92.15,93.81,1.0,92.45,2880.0,190,1,0.0,50860,1069.820776273992,1.0,,0.0,0.0,32992,,,0.0,9,1.0,0.0,92.32,92.85,100,2880.0,92.84,0.0,0.0,1.0,1.0,,1069.820776273992,1.0,2880.0
0,,94.19,327.07,2848.0,1681394299.0,2848.0,1.0,0.0,2880.0,9984.0,1.0,,92.14,2880.0,1.0,0.0,0.0,0.5,2912.0,,92.15,93.81,1.0,92.45,2880.0,191,1,0.0,52359,1069.820776273992,1.0,,0.0,0.0,32992,,,0.0,9,1.0,0.0,92.32,92.85,101,2880.0,92.84,0.0,0.0,1.0,1.0,,1069.820776273992,1.0,2880.0
0,,94.19,327.07,2848.0,1681394300.0,2848.0,1.0,0.0,2880.0,9984.0,1.0,,92.14,2880.0,1.0,0.0,0.0,0.5,2912.0,,92.15,93.81,1.0,92.45,2880.0,192,1,0.0,53870,1069.820776273992,1.0,,0.0,0.0,32992,,,0.0,9,1.0,0.0,92.32,92.85,102,2880.0,92.84,0.0,0.0,1.0,1.0,,1069.820776273992,1.0,2880.0
0,,94.19,327.07,2848.0,1681394302.0,2848.0,1.0,0.0,2880.0,9984.0,1.0,,92.14,2880.0,1.0,0.0,0.0,0.5,2912.0,,92.15,93.81,1.0,92.45,2880.0,194,1,0.0,55374,1069.820776273992,1.0,,0.0,0.0,32992,,,0.0,9,1.0,0.0,92.32,92.85,103,2880.0,92.84,0.0,0.0,1.0,1.0,,1069.820776273992,1.0,2880.0
0,,94.19,327.07,2848.0,1681394303.0,2848.0,1.0,0.0,2880.0,9984.0,1.0,,92.14,2880.0,1.0,0.0,0.0,0.5,2912.0,,92.15,93.81,1.0,92.45,2880.0,195,1,0.0,56880,1069.820776273992,1.0,,0.0,0.0,32992,,,0.0,9,1.0,0.0,92.32,92.85,104,2880.0,92.84,0.0,0.0,1.0,1.0,,1069.820776273992,1.0,2880.0
0,,94.19,327.07,2848.0,1681394305.0,2848.0,1.0,0.0,2880.0,9984.0,1.0,,92.14,2880.0,1.0,0.0,0.0,0.5,2912.0,,92.15,93.81,1.0,92.45,2880.0,197,1,0.0,58392,1069.820776273992,1.0,,0.0,0.0,32992,,,0.0,9,1.0,0.0,92.32,92.85,105,2880.0,92.84,0.0,0.0,1.0,1.0,,1069.820776273992,1.0,2880.0
0,,94.19,327.07,2848.0,1681394306.0,2848.0,1.0,0.0,2880.0,9984.0,1.0,,92.14,2880.0,1.0,0.0,0.0,0.5,2912.0,,92.15,93.81,1.0,92.45,2880.0,198,1,0.0,59899,1069.820776273992,1.0,,0.0,0.0,32992,,,0.0,9,1.0,0.0,92.32,92.85,106,2880.0,92.84,0.0,0.0,1.0,1.0,,1069.820776273992,1.0,2880.0
0,,94.19,327.07,2848.0,1681394307.0,2848.0,1.0,0.0,2880.0,9984.0,1.0,,92.14,2880.0,1.0,0.0,0.0,0.5,2912.0,,92.15,93.81,1.0,92.45,2880.0,199,1,0.0,61403,1069.820776273992,1.0,,0.0,0.0,32992,,,0.0,9,1.0,0.0,92.32,92.85,107,2880.0,92.84,0.0,0.0,1.0,1.0,,1069.820776273992,1.0,2880.0
0,,94.19,327.07,2848.0,1681394309.0,2848.0,1.0,0.0,2880.0,9984.0,1.0,,92.14,2880.0,1.0,0.0,0.0,0.5,2912.0,,92.15,93.81,1.0,92.45,2880.0,201,1,0.0,62902,1069.820776273992,1.0,,0.0,0.0,32992,,,0.0,9,1.0,0.0,92.32,92.85,108,2880.0,92.84,0.0,0.0,1.0,1.0,,1069.820776273992,1.0,2880.0
0,,94.19,327.07,2848.0,1681394310.0,2848.0,1.0,0.0,2880.0,9984.0,1.0,,92.14,2880.0,1.0,0.0,0.0,0.5,2912.0,,92.15,93.81,1.0,92.45,2880.0,202,1,0.0,64403,1069.820776273992,1.0,,0.0,0.0,32992,,,0.0,9,1.0,0.0,92.32,92.85,109,2880.0,92.84,0.0,0.0,1.0,1.0,,1069.820776273992,1.0,2880.0
0,,94.19,327.07,2848.0,1681394312.0,2848.0,1.0,0.0,2880.0,9984.0,1.0,,92.14,2880.0,1.0,0.0,0.0,10.0,2912.0,,92.15,93.81,1.0,92.45,2880.0,204,2,0.0,1666,1078.0676489178013,1.0,,0.0,0.0,1120,,,0.0,9,1.0,0.0,92.32,92.85,110,2880.0,92.84,0.0,28.85,1.0,1.0,,1078.0676489178013,1.0,2880.0
0,0.0,95.96,320.75,128.0,1681394313.0,96.0,2.0,0.0,96.0,256.0,2.0,542.3693672090965,93.89,128.0,2.0,0.0,0.0,10.0,128.0,0.0,94.12,95.58,2.0,94.31,96.0,205,2,0.0,3260,1085.0675182922716,2.0,2.0,0.0,0.0,2624,60.829394126310945,66496.0,0.0,9,2.0,0.0,94.09,94.8,111,96.0,94.57,0.0,27.19,2.0,2.0,32992.0,1085.0675182922716,2.0,96.0
0,,96.95,329.83,256.0,1681394314.0,192.0,2.0,0.0,224.0,768.0,2.0,,93.51,256.0,2.0,0.0,0.0,10.0,256.0,,93.81,95.16,2.0,93.71,224.0,206,2,0.0,4589,1040.045855065231,2.0,,0.0,0.0,3904,,,0.0,9,2.0,0.0,93.64,94.33,112,224.0,94.12,0.0,27.09,2.0,2.0,,1040.045855065231,2.0,224.0
0,,83.27,340.62,320.0,1681394316.0,352.0,2.0,0.0,288.0,1280.0,2.0,,91.81,320.0,2.0,0.0,0.0,10.0,320.0,,97.65,80.7,2.0,89.41,352.0,208,2,0.0,6050,1043.1970306753697,2.0,,0.0,0.0,5440,,,0.0,9,2.0,0.0,79.69,89.67,113,320.0,87.22,0.0,25.61,2.0,2.0,,1043.1970306753697,2.0,352.0
