03_hivemind/global_epoch,03_hivemind/undershot_TBS,03_hivemind/eta_next_epoch_s,03_hivemind/next_fetch_time_s,04_peers/peer_1_epoch,04_peers/peer_1_samples_per_second,04_peers/peer_2_epoch,04_peers/peer_2_epoch_oos,03_hivemind/per_epoch_training_samples,03_hivemind/estimated_current_samples,03_hivemind/actual_total_samples_per_second,_runtime,03_hivemind/num_clients,04_peers/peer_2_samples_accumulated,03_hivemind/optimistic_total_samples_per_second,03_hivemind/overshot_TBS,_step,03_hivemind/epoch_s,03_hivemind/global_samples_accumulated,_timestamp,03_hivemind/total_training_samples,04_peers/peer_1_samples_accumulated,04_peers/peer_1_epoch_oos,03_hivemind/num_peers,03_hivemind/reached_TBS,03_hivemind/epoch_based_sps,04_peers/peer_2_samples_per_second
2,,49.77,10.0,2.0,234.08,2.0,0.0,,9403,469.4646162962965,210,0,4416.0,469.4646162962965,,142,,9312,1680691624.0,,4384.0,0.0,2,,,234.76
2,,48.5,10.0,2.0,234.39,2.0,0.0,,9963,470.2003690087664,211,0,4672.0,470.2003690087664,,143,,9888,1680691625.0,,4640.0,0.0,2,,,235.08
2,,47.2,10.0,2.0,234.49,2.0,0.0,,10522,471.3014556857148,212,0,4960.0,471.3014556857148,,144,,10464,1680691626.0,,4928.0,0.0,2,,,235.71
2,,46.04,10.0,2.0,234.89,2.0,0.0,,11082,471.0061932532201,214,0,5248.0,471.0061932532201,,145,,11008,1680691628.0,,5216.0,0.0,2,,,236.42
2,,44.98,10.0,2.0,234.78,2.0,0.0,,11638,469.7408407066019,215,0,5536.0,469.7408407066019,,146,,11552,1680691629.0,,5472.0,0.0,2,,,236.22
2,,44.32,10.0,2.0,234.69,2.0,0.0,,12183,464.506037861966,216,0,5792.0,464.506037861966,,147,,12128,1680691630.0,,5760.0,0.0,2,,,235.05
2,,43.11,10.0,2.0,231.49,2.0,0.0,,12738,464.5893692429165,217,0,6080.0,464.5893692429165,,148,,12640,1680691631.0,,6048.0,0.0,2,,,233.02
2,,41.75,10.0,2.0,232.57,2.0,0.0,,13294,466.3764725661447,218,0,6336.0,466.3764725661447,,149,,13216,1680691632.0,,6304.0,0.0,2,,,232.02
2,,40.37,10.0,2.0,235.39,2.0,0.0,,13855,468.475344158909,219,0,6624.0,468.475344158909,,150,,13792,1680691633.0,,6592.0,0.0,2,,,230.99
2,,39.17,10.0,2.0,236.88,2.0,0.0,,14413,468.5561768637234,221,0,6912.0,468.5561768637234,,151,,14336,1680691635.0,,6880.0,0.0,2,,,231.6
2,,37.98,10.0,2.0,237.03,2.0,0.0,,14969,468.6700241895731,222,0,7168.0,468.6700241895731,,152,,14912,1680691636.0,,7168.0,0.0,2,,,231.52
2,,36.26,10.0,2.0,237.11,2.0,0.0,,15900,465.2650981316332,224,0,7456.0,465.2650981316332,,153,,15424,1680691638.0,,7456.0,0.0,2,,,231.56
2,,35.38,10.0,2.0,237.19,2.0,0.0,,16441,461.53252034936406,225,0,7712.0,461.53252034936406,,154,,16352,1680691639.0,,7712.0,0.0,2,,,228.08
2,,33.64,10.0,2.0,237.32,2.0,0.0,,17004,468.55434334427355,226,0,8160.0,468.55434334427355,,155,,16928,1680691640.0,,8192.0,0.0,2,,,224.21
2,,32.38,10.0,2.0,236.78,2.0,0.0,,17563,469.5485825453021,227,0,8448.0,469.5485825453021,,156,,17504,1680691641.0,,8480.0,0.0,2,,,231.77
2,,31.16,10.0,2.0,235.25,2.0,0.0,,18121,470.11279764622793,229,0,8736.0,470.11279764622793,,157,,18048,1680691643.0,,8768.0,0.0,2,,,234.3
2,,29.94,10.0,2.0,235.38,2.0,0.0,,18680,470.61732645232354,230,0,9024.0,470.61732645232354,,158,,18560,1680691644.0,,9024.0,0.0,2,,,234.74
2,,31.12,10.0,2.0,236.13,2.0,0.0,,19141,437.92998945468025,231,0,9280.0,437.92998945468025,,159,,19072,1680691645.0,,9280.0,0.0,2,,,234.49
2,,29.3,10.0,2.0,203.66,2.0,0.0,,19687,446.4795530135507,232,0,9568.0,446.4795530135507,,160,,19456,1680691646.0,,9504.0,0.0,2,,,234.27
2,,31.44,10.0,2.0,211.91,2.0,0.0,,20037,404.95913586022857,233,0,9856.0,404.95913586022857,,161,,19968,1680691647.0,,9600.0,0.0,2,,,234.57
2,,27.86,10.0,2.0,170.08,2.0,0.0,,20596,436.91717540479067,235,0,10112.0,436.91717540479067,,162,,20512,1680691649.0,,9856.0,0.0,2,,,234.88
2,,25.49,10.0,2.0,201.69,2.0,0.0,,21155,455.5327344324136,236,0,10400.0,455.5327344324136,,163,,21088,1680691650.0,,10112.0,0.0,2,,,235.23
2,,23.79,9.52,2.0,221.1,2.0,0.0,,21716,464.4881922603398,237,0,10688.0,464.4881922603398,,164,,21664,1680691651.0,,10400.0,0.0,2,,,234.43
2,,22.4,8.96,2.0,229.67,2.0,0.0,,22275,468.4779203971261,238,0,10976.0,468.4779203971261,,165,,22208,1680691652.0,,10688.0,0.0,2,,,234.82
2,,21.08,8.43,2.0,233.47,2.0,0.0,,22838,471.0892382424116,239,0,11232.0,471.0892382424116,,166,,22752,1680691653.0,,10976.0,0.0,2,,,235.01
2,,25.79,10.0,2.0,235.2,2.0,0.0,,23157,372.726792843205,240,0,11520.0,372.726792843205,,167,,23104,1680691654.0,,11232.0,0.0,2,,,235.89
2,,22.09,8.84,2.0,235.58,2.0,0.0,,23704,410.3132705778695,242,0,11584.0,410.3132705778695,,168,,23648,1680691656.0,,11520.0,0.0,2,,,137.15
2,,19.51,7.8,2.0,231.68,2.0,0.0,,24256,436.3609672602337,243,0,11840.0,436.3609672602337,,169,,24192,1680691657.0,,11808.0,0.0,2,,,178.63
2,,17.42,6.97,2.0,226.88,2.0,0.0,,24819,456.4384906302705,244,0,12128.0,456.4384906302705,,170,,24768,1680691658.0,,12064.0,0.0,2,,,209.48
2,,15.9,6.36,2.0,231.21,2.0,0.0,,25380,464.60691640285415,245,0,12416.0,464.60691640285415,,171,,25312,1680691659.0,,12352.0,0.0,2,,,225.22
2,,14.59,5.84,2.0,232.69,2.0,0.0,,25938,468.02200655565844,246,0,12704.0,468.02200655565844,,172,,25856,1680691660.0,,12608.0,0.0,2,,,231.92
2,,13.36,5.34,2.0,233.33,2.0,0.0,,26497,469.324415055832,248,0,12960.0,469.324415055832,,173,,26432,1680691662.0,,12896.0,0.0,2,,,234.7
2,,12.15,4.86,2.0,233.23,2.0,0.0,,27057,469.86232583331525,249,0,13248.0,469.86232583331525,,174,,26976,1680691663.0,,13184.0,0.0,2,,,236.09
2,,10.97,4.39,2.0,233.53,2.0,0.0,,27614,469.94864137631026,250,0,13536.0,469.94864137631026,,175,,27552,1680691664.0,,13440.0,0.0,2,,,236.33
2,,9.86,3.94,2.0,233.74,2.0,0.0,,28166,466.76633057562276,251,0,13824.0,466.76633057562276,,176,,28096,1680691665.0,,13728.0,0.0,2,,,236.21
2,,8.62,3.45,2.0,233.03,2.0,0.0,,28728,468.9691685328279,252,0,14080.0,468.9691685328279,,177,,28640,1680691666.0,,14016.0,0.0,2,,,233.73
2,,7.4,2.96,2.0,233.44,2.0,0.0,,29288,470.36488605204164,254,0,14368.0,470.36488605204164,,178,,29216,1680691668.0,,14272.0,0.0,2,,,235.53
2,,6.2,2.48,2.0,233.81,2.0,0.0,,29847,470.7500894613562,255,0,14656.0,470.7500894613562,,179,,29792,1680691669.0,,14560.0,0.0,2,,,236.55
2,,5.03,2.01,2.0,234.1,2.0,0.0,,30403,470.3180908602617,256,0,14944.0,470.3180908602617,,180,,30304,1680691670.0,,14848.0,0.0,2,,,236.65
2,,3.84,1.54,2.0,233.92,2.0,0.0,,30962,469.7071338703056,257,0,15200.0,469.7071338703056,,181,,30880,1680691671.0,,15104.0,0.0,2,,,236.4
2,,2.65,1.06,2.0,233.37,2.0,0.0,,31523,469.97864168726284,258,0,15488.0,469.97864168726284,,182,,31456,1680691672.0,,15392.0,0.0,2,,,236.34
2,,1.46,0.58,2.0,233.55,2.0,0.0,,32082,469.4001615308101,260,0,15776.0,469.4001615308101,,183,,32000,1680691674.0,,15680.0,0.0,2,,,236.43
2,,0.27,0.5,2.0,233.11,2.0,0.0,,32639,469.33109560683914,261,0,16064.0,469.33109560683914,,184,,32576,1680691675.0,,15936.0,0.0,2,,,236.29
2,,0.0,0.5,2.0,233.25,2.0,0.0,,33196,468.88069970781294,262,0,16352.0,468.88069970781294,,185,,32800,1680691676.0,,16224.0,0.0,2,,,236.08
2,,0.0,0.5,2.0,232.65,2.0,0.0,,33752,468.88069970781294,263,0,16448.0,468.88069970781294,,186,,32800,1680691677.0,,16352.0,0.0,2,,,236.24
2,,0.0,0.5,2.0,232.65,2.0,0.0,,34311,468.88069970781294,264,0,16448.0,468.88069970781294,,187,,32800,1680691678.0,,16352.0,0.0,2,,,236.24
3,,69.48,10.0,2.0,232.65,2.0,0.0,,191,468.88069970781294,265,0,16448.0,468.88069970781294,,188,,0,1680691679.0,,16352.0,0.0,2,,,236.24
3,0.0,68.29,10.0,3.0,232.65,3.0,0.0,32800.0,749,468.88069970781294,267,0,0.0,468.88069970781294,3.0,189,75.7295830026269,0,1680691681.0,98432.0,0.0,0.0,2,0.0,433.1200397453957,236.24
3,,67.1,10.0,3.0,232.65,3.0,0.0,,1307,468.88069970781294,268,0,0.0,468.88069970781294,,190,,0,1680691682.0,,0.0,0.0,2,,,236.24
3,,65.91,10.0,3.0,232.65,3.0,0.0,,1864,468.88069970781294,269,0,0.0,468.88069970781294,,191,,0,1680691683.0,,0.0,0.0,2,,,236.24
