03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_peers,03_hivemind/global_samples_accumulated,_step,03_hivemind/eta_next_epoch_s,_runtime,03_hivemind/global_epoch,03_hivemind/next_fetch_time_s,03_hivemind/actual_total_samples_per_second,_timestamp,03_hivemind/num_clients,04_peers/peer_1_samples_accumulated,04_peers/peer_1_epoch,04_peers/peer_1_samples_per_second,04_peers/peer_1_epoch_oos,04_peers/peer_2_samples_accumulated,04_peers/peer_2_epoch,04_peers/peer_2_epoch_oos,04_peers/peer_2_samples_per_second,03_hivemind/epoch_s,03_hivemind/undershot_TBS,03_hivemind/total_training_samples,03_hivemind/per_epoch_training_samples,03_hivemind/reached_TBS,03_hivemind/epoch_based_sps,03_hivemind/overshot_TBS
389,12.783113846442468,1,384,0,2532.99,44,0,10.0,12.783113846442468,1683039902,0,,,,,,,,,,,,,,,
516,20.119663038327584,1,512,1,1603.02,45,0,10.0,20.119663038327584,1683039903,0,384.0,0.0,12.78,0.0,,,,,,,,,,,
617,26.677379046847317,1,608,2,1205.18,46,0,10.0,26.677379046847317,1683039904,0,512.0,0.0,20.12,0.0,,,,,,,,,,,
809,49.562548451941254,2,800,3,644.82,47,0,10.0,49.562548451941254,1683039905,0,608.0,0.0,26.68,0.0,,,,,,,,,,,
1072,82.47470768661216,2,1056,4,384.31,49,0,10.0,82.47470768661216,1683039907,0,736.0,0.0,36.52,0.0,64.0,0.0,0.0,13.05,,,,,,,
1302,107.63743667289525,2,1280,5,292.33,50,0,10.0,107.63743667289525,1683039908,0,864.0,0.0,46.93,0.0,192.0,0.0,0.0,35.54,,,,,,,
1529,127.22826157805349,2,1504,6,245.53,51,0,10.0,127.22826157805349,1683039909,0,960.0,0.0,54.59,0.0,320.0,0.0,0.0,53.05,,,,,,,
1757,143.43010502948692,2,1728,7,216.21,52,0,10.0,143.43010502948692,1683039910,0,1088.0,0.0,63.96,0.0,416.0,0.0,0.0,63.27,,,,,,,
1977,154.11169906687522,2,1920,8,199.8,53,0,10.0,154.11169906687522,1683039911,0,1184.0,0.0,69.96,0.0,544.0,0.0,0.0,73.47,,,,,,,
2209,164.66199700412727,2,2176,9,185.59,55,0,10.0,164.66199700412727,1683039913,0,1280.0,0.0,75.06,0.0,640.0,0.0,0.0,79.05,,,,,,,
