_step,_runtime,cpu/logical_core_count,memory/total_memory_sys_MB,_timestamp,cpu/load/avg_sys_load_fifteen_min_percent,disk/time/disk_read_time_sys_s,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_MB,bandwidth/disk_write_sys_bandwidth_MBs,cpu/interrupts/ctx_switches_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/shared_memory_proc_MB,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,disk/counter/disk_read_sys_count,process/memory/dirty_pages_proc_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,process/memory/text_resident_set_proc_MB,process/voluntary_proc_ctx_switches,disk/time/disk_write_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/data_resident_set_proc_MB,cpu/interrupts/interrupts_count,memory/used_memory_sys_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,process/involuntary_proc_ctx_switches,02_timing/dataload_cuda_move_time_s,02_timing/loss_calc_time_s,02_timing/forward_time_s,02_timing/opt_step_time_s,02_timing/backward_time_s,03_hivemind/num_peers,01_general/locally_processed_samples,01_general/minibatch_loss,02_timing/step_time_s,03_hivemind/global_epoch,01_general/lr,02_timing/dataload_time_s,01_general/dataset_iteration_count,01_general/step
0,0,8.0,31557.18144,1681381413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,,,1681381413,5.625,0.0,0.0,721.661952,0.0,19.0,0.2790720893483617,177.700864,0.0,398.72512,0.0,0.0,0.0,1.7500000000000002,16.0,0.6518326653223486,30374.285312,2.654208,124.0,0.0,1009.606656,0.0,21.0,3.7,5.25,8492.62592,25.0,,,,,,,,,,,,,,
2,1,,,1681381414,5.75,0.0,0.004000000000019099,1117.036544,0.00816085518927289,3512.0,0.6414001820274139,182.70208,2.0,635.674624,0.0,0.0,0.0,3.6249999999999996,1443.0,0.6051943567148259,29978.906624,2.654208,145.0,0.0010000000002037268,1261.703168,0.0,4120.0,5.0,5.5,8878.682112,27.0,,,,,,,,,,,,,,
3,2,,,1681381415,5.75,0.0,0.008000000000009777,1683.165184,0.0040836496532656915,3899.0,0.04362007806723306,184.66816,3.0,1199.312896,0.0,0.0,0.0,3.6249999999999996,1734.0,0.029231593732746346,29412.773888,2.654208,154.0,0.0020000000004074536,1845.69856,0.0,5149.0,6.8,5.5,9663.61088,30.0,,,,,,,,,,,,,,
4,3,,,1681381416,5.75,0.0,0.012000000000000455,1684.389888,0.004082559871600701,4605.0,0.09953631810559839,184.66816,4.0,1199.337472,0.0,0.0,0.0,3.6249999999999996,3058.0,0.10380227422527674,29411.55328,2.654208,155.0,0.0030000000006111804,1845.710848,0.0,6885.0,6.8,5.5,9663.61088,30.0,,,,,,,,,,,,,,
5,5,,,1681381418,5.75,0.0,0.016000000000019554,2112.446464,0.00408463902177176,4984.0,0.02848078380016857,339.759104,5.0,1698.390016,0.0,0.0,0.0,3.6249999999999996,3472.0,0.1393244841102884,28970.934272,2.654208,170.0,0.0039999999999054126,2199.973888,0.0,7995.0,8.2,5.5,10456.129536,32.0,,,,,,,,,,,,,,
6,6,,,1681381419,5.75,0.0,0.02800000000002001,2863.59552,0.1756406471863966,5518.0,0.12573910975283106,462.245888,8.0,2567.409664,0.0,0.0,0.0,3.6249999999999996,3909.0,0.7481560797846781,28219.736064,2.654208,177.0,0.007000000000516593,2946.637824,0.0,8755.0,10.6,5.5,11571.892224,33.0,,,,,,,,,,,,,,
7,7,,,1681381420,5.75,0.0,0.036000000000001364,2111.397888,0.2737689709970749,6684.0,0.19101738341790075,464.596992,15.0,1809.825792,0.0,0.0,0.0,3.25,5009.0,0.19643625967974154,28971.962368,2.654208,181.0,0.01900000000023283,2186.575872,0.0,10030.0,8.2,5.5,12120.45312,34.0,,,,,,,,,,,,,,
8,8,,,1681381421,5.75,0.0,0.040000000000020464,2111.520768,0.004085735747535131,7074.0,0.09339736559075548,464.596992,16.0,1809.825792,0.0,0.0,0.0,3.25,5302.0,0.05007420276332285,28971.839488,2.654208,181.0,0.020000000000436557,2186.575872,0.0,10392.0,8.2,5.5,12120.45312,34.0,,,,,,,,,,,,,,
9,9,,,1681381422,5.75,0.0,0.04800000000000182,2111.782912,0.012258565790146054,8040.0,0.18311232651891549,464.596992,18.0,1809.825792,0.0,0.0,0.0,3.25,5847.0,0.15725441429622464,28971.573248,2.654208,181.0,0.021999999999934516,2186.575872,0.0,11223.0,8.2,5.5,12120.45312,34.0,,,,,,,,,,,,,,
