03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_peers,03_hivemind/global_samples_accumulated,_step,03_hivemind/eta_next_epoch_s,_runtime,03_hivemind/global_epoch,03_hivemind/next_fetch_time_s,03_hivemind/actual_total_samples_per_second,_timestamp,03_hivemind/num_clients,04_peers/peer_1_samples_accumulated,04_peers/peer_3_samples_per_second,04_peers/peer_2_samples_accumulated,04_peers/peer_4_samples_per_second,04_peers/peer_4_samples_accumulated,04_peers/peer_1_epoch,04_peers/peer_2_epoch,04_peers/peer_3_epoch_oos,04_peers/peer_3_epoch,04_peers/peer_4_epoch,04_peers/peer_3_samples_accumulated,04_peers/peer_2_epoch_oos,04_peers/peer_2_samples_per_second,04_peers/peer_1_samples_per_second,04_peers/peer_1_epoch_oos,04_peers/peer_4_epoch_oos,04_peers/peer_5_samples_per_second,04_peers/peer_5_samples_accumulated,04_peers/peer_5_epoch,04_peers/peer_5_epoch_oos,04_peers/peer_6_samples_accumulated,04_peers/peer_6_samples_per_second,04_peers/peer_6_epoch,04_peers/peer_6_epoch_oos,04_peers/peer_7_epoch,04_peers/peer_7_samples_per_second,04_peers/peer_7_samples_accumulated,04_peers/peer_7_epoch_oos,04_peers/peer_8_samples_per_second,04_peers/peer_8_samples_accumulated,04_peers/peer_8_epoch,04_peers/peer_8_epoch_oos,04_peers/peer_9_epoch,04_peers/peer_9_samples_accumulated,04_peers/peer_9_samples_per_second,04_peers/peer_9_epoch_oos,03_hivemind/epoch_s,03_hivemind/undershot_TBS,03_hivemind/total_training_samples,03_hivemind/per_epoch_training_samples,03_hivemind/reached_TBS,03_hivemind/epoch_based_sps,03_hivemind/overshot_TBS
179777,2238.3807948052445,9,32928,175,0.0,332,1,0.5,2238.3807948052445,1683054664,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
182934,2238.3807948052445,9,32928,176,0.0,334,1,0.5,2238.3807948052445,1683054666,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
186078,2238.3807948052445,9,32928,177,0.0,335,1,0.5,2238.3807948052445,1683054667,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
189202,2238.3807948052445,9,32928,178,0.0,336,1,0.5,2238.3807948052445,1683054668,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
192332,2238.3807948052445,9,32928,179,0.0,338,1,0.5,2238.3807948052445,1683054670,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
195469,2238.3807948052445,9,32928,180,0.0,339,1,0.5,2238.3807948052445,1683054671,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
198619,2238.3807948052445,9,32928,181,0.0,341,1,0.5,2238.3807948052445,1683054673,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
201779,2238.3807948052445,9,32928,182,0.0,342,1,0.5,2238.3807948052445,1683054674,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
204923,2238.3807948052445,9,32928,183,0.0,343,1,0.5,2238.3807948052445,1683054675,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
208073,2238.3807948052445,9,32928,184,0.0,345,1,0.5,2238.3807948052445,1683054677,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
211199,2238.3807948052445,9,32928,185,0.0,346,1,0.5,2238.3807948052445,1683054678,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
214338,2238.3807948052445,9,32928,186,0.0,348,1,0.5,2238.3807948052445,1683054680,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
217477,2238.3807948052445,9,32928,187,0.0,349,1,0.5,2238.3807948052445,1683054681,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
220628,2238.3807948052445,9,32928,188,0.0,350,1,0.5,2238.3807948052445,1683054682,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
223797,2238.3807948052445,9,32928,189,0.0,352,1,0.5,2238.3807948052445,1683054684,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
226939,2238.3807948052445,9,32928,190,0.0,353,1,0.5,2238.3807948052445,1683054685,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
230083,2238.3807948052445,9,32928,191,0.0,355,1,0.5,2238.3807948052445,1683054687,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
233255,2238.3807948052445,9,32928,192,0.0,356,1,0.5,2238.3807948052445,1683054688,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
236408,2238.3807948052445,9,32928,193,0.0,358,1,0.5,2238.3807948052445,1683054690,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
239557,2238.3807948052445,9,32928,194,0.0,359,1,0.5,2238.3807948052445,1683054691,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
242680,2238.3807948052445,9,32928,195,0.0,360,1,0.5,2238.3807948052445,1683054692,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
245828,2238.3807948052445,9,32928,196,0.0,362,1,0.5,2238.3807948052445,1683054694,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
248947,2238.3807948052445,9,32928,197,0.0,363,1,0.5,2238.3807948052445,1683054695,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
838,2234.5111747473516,9,800,198,14.29,365,2,10.0,251.03219108035773,1683054697,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,252.26,250.79,0.0,0.0,254.9,3840.0,1.0,0.0,3840.0,252.52,1.0,0.0,1.0,239.95,3552.0,0.0,249.93,3584.0,1.0,0.0,1.0,3296.0,234.95,0.0,,,,,,,
1195,2236.575073910478,9,1152,199,14.12,366,2,10.0,253.09609024348399,1683054698,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,1.0,1.0,1.0,3712.0,1.0,252.26,250.79,1.0,1.0,251.03,800.0,2.0,0.0,3840.0,252.52,1.0,1.0,1.0,239.95,3552.0,1.0,249.93,3584.0,1.0,1.0,1.0,3296.0,234.95,1.0,111.35576246120036,0.0,66816.0,32928.0,0.0,295.7009073641168,2.0
1551,2237.057577956844,9,1504,200,13.95,367,2,10.0,253.57859428985012,1683054699,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,1.0,1.0,1.0,3712.0,1.0,252.26,250.79,1.0,1.0,253.1,1152.0,2.0,0.0,3840.0,252.52,1.0,1.0,1.0,239.95,3552.0,1.0,249.93,3584.0,1.0,1.0,1.0,3296.0,234.95,1.0,,,,,,,
4747,2138.5151407121284,9,4160,201,13.1,369,2,9.83,1903.5623320833236,1683054701,0,3712.0,252.13,3712.0,250.94,3680.0,1.0,1.0,1.0,1.0,1.0,3712.0,1.0,252.26,250.79,1.0,1.0,253.58,1504.0,2.0,0.0,3840.0,252.52,1.0,1.0,1.0,239.95,3552.0,1.0,249.93,3584.0,1.0,1.0,1.0,3296.0,234.95,1.0,,,,,,,
7624,2218.181048818854,9,6976,202,11.34,370,2,8.5,1983.228240190049,1683054702,0,384.0,236.34,384.0,239.33,320.0,2.0,2.0,0.0,2.0,2.0,320.0,0.0,240.94,237.6,0.0,0.0,254.09,1856.0,2.0,0.0,352.0,239.32,2.0,0.0,2.0,222.77,288.0,0.0,233.16,256.0,2.0,0.0,1.0,3296.0,234.95,1.0,,,,,,,
10485,2238.3161594696776,9,9856,203,9.96,372,2,7.47,2003.3633508408727,1683054704,0,736.0,246.8,736.0,249.52,672.0,2.0,2.0,0.0,2.0,2.0,672.0,0.0,248.91,247.69,0.0,0.0,254.01,2208.0,2.0,0.0,704.0,248.92,2.0,0.0,2.0,242.18,640.0,0.0,245.19,608.0,2.0,0.0,1.0,3296.0,234.95,1.0,,,,,,,
13337,2249.4718199810354,9,12672,204,8.64,373,2,6.48,2014.5190113522308,1683054705,0,1088.0,250.34,1088.0,252.76,1024.0,2.0,2.0,0.0,2.0,2.0,1024.0,0.0,246.54,250.58,0.0,0.0,254.41,2592.0,2.0,0.0,1056.0,251.43,2.0,0.0,2.0,248.89,1024.0,0.0,248.42,960.0,2.0,0.0,1.0,3296.0,234.95,1.0,,,,,,,
16307,2254.8677695998404,9,15616,205,7.3,374,2,5.48,2019.9149609710357,1683054706,0,1440.0,251.62,1440.0,253.71,1376.0,2.0,2.0,0.0,2.0,2.0,1376.0,0.0,250.31,251.86,0.0,0.0,254.29,2944.0,2.0,0.0,1408.0,252.27,2.0,0.0,2.0,250.72,1376.0,0.0,249.72,1312.0,2.0,0.0,1.0,3296.0,234.95,1.0,,,,,,,
19109,2235.0339334734817,9,18400,206,6.11,376,2,4.58,2000.081124844677,1683054708,0,1824.0,251.81,1792.0,254.19,1760.0,2.0,2.0,0.0,2.0,2.0,1760.0,0.0,252.14,252.89,0.0,0.0,254.67,3296.0,2.0,0.0,1792.0,252.06,2.0,0.0,2.0,251.3,1728.0,0.0,250.86,1664.0,2.0,0.0,1.0,3296.0,234.95,1.0,,,,,,,
21962,2249.153945203751,9,21248,207,4.8,377,2,3.6,2014.2011365749463,1683054709,0,2176.0,251.82,2176.0,253.82,2112.0,2.0,2.0,0.0,2.0,2.0,2112.0,0.0,252.55,253.18,0.0,0.0,234.34,3584.0,2.0,0.0,2144.0,252.51,2.0,0.0,2.0,251.04,2080.0,0.0,250.81,2016.0,2.0,0.0,1.0,3296.0,234.95,1.0,,,,,,,
24804,2251.3272303001845,9,24032,208,3.54,379,2,2.65,2016.3744216713797,1683054711,0,2528.0,251.62,2528.0,253.81,2464.0,2.0,2.0,0.0,2.0,2.0,2464.0,0.0,252.53,253.3,0.0,0.0,248.59,3968.0,2.0,0.0,2496.0,252.39,2.0,0.0,2.0,251.56,2432.0,0.0,250.4,2368.0,2.0,0.0,1.0,3296.0,234.95,1.0,,,,,,,
27622,2251.6471887258476,9,26304,209,2.29,380,2,1.71,2016.694380097043,1683054712,0,2880.0,251.51,2816.0,253.49,2848.0,2.0,2.0,0.0,2.0,2.0,2816.0,0.0,251.56,252.83,0.0,0.0,252.63,4320.0,2.0,0.0,2848.0,252.35,2.0,0.0,2.0,251.38,2784.0,0.0,250.63,2720.0,2.0,0.0,1.0,3296.0,234.95,1.0,,,,,,,
30471,2248.5138204318773,9,28128,210,1.02,381,2,0.77,2013.5610118030725,1683054713,0,3232.0,251.48,2816.0,253.69,3008.0,2.0,2.0,0.0,2.0,2.0,3168.0,0.0,251.56,252.69,0.0,0.0,253.47,4672.0,2.0,0.0,3200.0,251.83,2.0,0.0,2.0,251.89,3136.0,0.0,250.08,3072.0,2.0,0.0,1.0,3296.0,234.95,1.0,,,,,,,
33179,2183.9689107630784,9,29824,211,0.0,383,2,0.5,1949.0161021342735,1683054715,0,3296.0,251.88,2816.0,253.69,3008.0,2.0,2.0,0.0,2.0,2.0,3520.0,0.0,251.56,252.9,0.0,0.0,253.16,5024.0,2.0,0.0,3552.0,251.9,2.0,0.0,2.0,247.73,3488.0,0.0,250.74,3424.0,2.0,0.0,1.0,3296.0,234.95,1.0,,,,,,,
35889,2176.4373042887105,9,29952,212,0.0,384,2,0.5,1941.4844956599056,1683054716,0,3296.0,250.77,2816.0,253.69,3008.0,2.0,2.0,0.0,2.0,2.0,3872.0,0.0,251.56,252.9,0.0,0.0,242.21,5376.0,2.0,0.0,3904.0,250.03,2.0,0.0,2.0,250.75,3840.0,0.0,197.11,3712.0,2.0,0.0,1.0,3296.0,234.95,1.0,,,,,,,
38623,2176.4373042887105,9,29952,213,0.0,386,2,0.5,1941.4844956599056,1683054718,0,3296.0,239.2,2816.0,253.69,3008.0,2.0,2.0,0.0,2.0,2.0,3904.0,0.0,251.56,252.9,0.0,0.0,242.21,5376.0,2.0,0.0,3936.0,249.93,2.0,0.0,2.0,250.83,3872.0,0.0,201.17,3744.0,2.0,0.0,1.0,3296.0,234.95,1.0,,,,,,,
41322,2176.4373042887105,9,29952,214,0.0,387,2,0.5,1941.4844956599056,1683054719,0,3296.0,239.2,2816.0,253.69,3008.0,2.0,2.0,0.0,2.0,2.0,3904.0,0.0,251.56,252.9,0.0,0.0,242.21,5376.0,2.0,0.0,3936.0,249.93,2.0,0.0,2.0,250.83,3872.0,0.0,201.17,3744.0,2.0,0.0,1.0,3296.0,234.95,1.0,,,,,,,
44017,2176.4373042887105,9,29952,215,0.0,388,2,0.5,1941.4844956599056,1683054720,0,3296.0,239.2,2816.0,253.69,3008.0,2.0,2.0,0.0,2.0,2.0,3904.0,0.0,251.56,252.9,0.0,0.0,242.21,5376.0,2.0,0.0,3936.0,249.93,2.0,0.0,2.0,250.83,3872.0,0.0,201.17,3744.0,2.0,0.0,1.0,3296.0,234.95,1.0,,,,,,,
48616,2176.4373042887105,9,29952,216,0.0,391,2,0.5,1941.4844956599056,1683054723,0,3296.0,239.2,2816.0,253.69,3008.0,2.0,2.0,0.0,2.0,2.0,3904.0,0.0,251.56,252.9,0.0,0.0,242.21,5376.0,2.0,0.0,3936.0,249.93,2.0,0.0,2.0,250.83,3872.0,0.0,201.17,3744.0,2.0,0.0,1.0,3296.0,234.95,1.0,,,,,,,
51310,2176.4373042887105,9,29952,217,0.0,392,2,0.5,1941.4844956599056,1683054724,0,3296.0,239.2,2816.0,253.69,3008.0,2.0,2.0,0.0,2.0,2.0,3904.0,0.0,251.56,252.9,0.0,0.0,242.21,5376.0,2.0,0.0,3936.0,249.93,2.0,0.0,2.0,250.83,3872.0,0.0,201.17,3744.0,2.0,0.0,1.0,3296.0,234.95,1.0,,,,,,,
54002,2176.4373042887105,9,29952,218,0.0,394,2,0.5,1941.4844956599056,1683054726,0,3296.0,239.2,2816.0,253.69,3008.0,2.0,2.0,0.0,2.0,2.0,3904.0,0.0,251.56,252.9,0.0,0.0,242.21,5376.0,2.0,0.0,3936.0,249.93,2.0,0.0,2.0,250.83,3872.0,0.0,201.17,3744.0,2.0,0.0,1.0,3296.0,234.95,1.0,,,,,,,
56695,2176.4373042887105,9,29952,219,0.0,395,2,0.5,1941.4844956599056,1683054727,0,3296.0,239.2,2816.0,253.69,3008.0,2.0,2.0,0.0,2.0,2.0,3904.0,0.0,251.56,252.9,0.0,0.0,242.21,5376.0,2.0,0.0,3936.0,249.93,2.0,0.0,2.0,250.83,3872.0,0.0,201.17,3744.0,2.0,0.0,1.0,3296.0,234.95,1.0,,,,,,,
59393,2176.4373042887105,9,29952,220,0.0,396,2,0.5,1941.4844956599056,1683054728,0,3296.0,239.2,2816.0,253.69,3008.0,2.0,2.0,0.0,2.0,2.0,3904.0,0.0,251.56,252.9,0.0,0.0,242.21,5376.0,2.0,0.0,3936.0,249.93,2.0,0.0,2.0,250.83,3872.0,0.0,201.17,3744.0,2.0,0.0,1.0,3296.0,234.95,1.0,,,,,,,
62090,2176.4373042887105,9,29952,221,0.0,398,2,0.5,1941.4844956599056,1683054730,0,3296.0,239.2,2816.0,253.69,3008.0,2.0,2.0,0.0,2.0,2.0,3904.0,0.0,251.56,252.9,0.0,0.0,242.21,5376.0,2.0,0.0,3936.0,249.93,2.0,0.0,2.0,250.83,3872.0,0.0,201.17,3744.0,2.0,0.0,1.0,3296.0,234.95,1.0,,,,,,,
173,2180.5915049765185,9,32,222,14.95,399,3,10.0,254.0821249539012,1683054731,0,3296.0,239.2,2816.0,253.69,3008.0,2.0,2.0,0.0,2.0,2.0,3904.0,0.0,251.56,252.9,0.0,0.0,242.21,5376.0,2.0,0.0,3936.0,249.93,2.0,0.0,2.0,250.83,3872.0,0.0,201.17,3744.0,2.0,0.0,1.0,3296.0,234.95,1.0,,,,,,,
2176,2157.692192122436,9,1792,223,14.18,401,3,10.0,1164.5911955150548,1683054733,0,3296.0,239.2,2816.0,253.69,3008.0,2.0,2.0,1.0,2.0,2.0,3904.0,1.0,251.56,252.9,1.0,1.0,242.21,5376.0,2.0,1.0,32.0,254.08,3.0,0.0,2.0,250.83,3872.0,1.0,201.17,3744.0,2.0,1.0,1.0,3296.0,234.95,2.0,34.661893570795655,1.0,96768.0,29952.0,0.0,864.1189766169044,2.0
3966,2221.2965413191678,9,3552,224,12.97,402,3,9.72,1228.1955447117864,1683054734,0,3296.0,236.01,2816.0,253.69,3008.0,2.0,2.0,0.0,3.0,2.0,384.0,1.0,251.56,252.9,1.0,1.0,237.42,352.0,3.0,0.0,384.0,239.75,3.0,0.0,3.0,232.32,352.0,0.0,219.1,320.0,3.0,0.0,1.0,3296.0,234.95,2.0,,,,,,,
5664,2218.2869594685776,9,5280,225,12.22,403,3,9.16,1225.1859628611965,1683054735,0,3296.0,246.58,2816.0,253.69,3008.0,2.0,2.0,0.0,3.0,2.0,736.0,1.0,251.56,252.9,1.0,1.0,248.08,704.0,3.0,0.0,736.0,248.18,3.0,0.0,3.0,245.34,704.0,0.0,240.01,672.0,3.0,0.0,1.0,3296.0,234.95,2.0,,,,,,,
7342,1478.145275717391,9,6944,226,17.2,405,3,10.0,1205.4385482673802,1683054737,0,3296.0,249.7,2816.0,253.69,3008.0,2.0,2.0,0.0,3.0,2.0,1088.0,1.0,251.56,252.9,1.0,1.0,252.46,1088.0,3.0,0.0,1024.0,228.81,3.0,0.0,3.0,247.58,1056.0,0.0,246.64,1024.0,3.0,0.0,1.0,3296.0,234.95,2.0,,,,,,,
9123,1509.184516493234,9,8704,227,15.67,406,3,10.0,1236.477789043223,1683054738,0,3328.0,250.7,2848.0,12.5,3040.0,2.0,2.0,0.0,3.0,2.0,1440.0,1.0,12.18,13.07,1.0,1.0,253.36,1440.0,3.0,0.0,1376.0,244.26,3.0,0.0,3.0,208.08,1312.0,0.0,249.04,1376.0,3.0,0.0,1.0,3296.0,234.95,2.0,,,,,,,
10867,1513.0404938702875,9,10464,228,14.47,408,3,10.0,1240.3337664202766,1683054740,0,3328.0,251.01,2848.0,12.5,3040.0,2.0,2.0,0.0,3.0,2.0,1792.0,1.0,12.18,13.07,1.0,1.0,253.32,1792.0,3.0,0.0,1728.0,249.26,3.0,0.0,3.0,232.65,1664.0,0.0,250.24,1728.0,3.0,0.0,1.0,3296.0,234.95,2.0,,,,,,,
12625,1519.2342042685814,9,12192,229,13.26,409,3,9.94,1246.5274768185704,1683054741,0,3328.0,251.26,2848.0,12.5,3040.0,2.0,2.0,0.0,3.0,2.0,2144.0,1.0,12.18,13.07,1.0,1.0,253.12,2144.0,3.0,0.0,2112.0,251.14,3.0,0.0,3.0,236.22,1984.0,0.0,248.59,2080.0,3.0,0.0,1.0,3296.0,234.95,2.0,,,,,,,
14386,1524.3215736572138,9,13920,230,12.06,410,3,9.04,1251.614846207203,1683054742,0,3328.0,251.4,2848.0,12.5,3040.0,2.0,2.0,0.0,3.0,2.0,2496.0,1.0,12.18,13.07,1.0,1.0,253.22,2496.0,3.0,0.0,2464.0,251.68,3.0,0.0,3.0,246.22,2336.0,0.0,244.0,2400.0,3.0,0.0,1.0,3296.0,234.95,2.0,,,,,,,
16163,1525.5840150978777,9,15680,231,10.88,412,3,8.16,1252.8772876478668,1683054744,0,3328.0,250.9,2848.0,12.5,3040.0,2.0,2.0,0.0,3.0,2.0,2848.0,1.0,12.18,13.07,1.0,1.0,253.26,2848.0,3.0,0.0,2784.0,249.49,3.0,0.0,3.0,249.57,2688.0,0.0,248.39,2752.0,3.0,0.0,1.0,3296.0,234.95,2.0,,,,,,,
17935,1527.9040613286609,9,17504,232,9.71,413,3,7.28,1255.1973338786502,1683054745,0,3328.0,250.97,2848.0,12.5,3040.0,2.0,2.0,0.0,3.0,2.0,3200.0,1.0,12.18,13.07,1.0,1.0,253.26,3200.0,3.0,0.0,3136.0,250.78,3.0,0.0,3.0,248.66,3040.0,0.0,249.21,3104.0,3.0,0.0,1.0,3296.0,234.95,2.0,,,,,,,
19697,1529.6859587389647,9,19264,233,8.55,415,3,6.41,1256.9792312889535,1683054747,0,3328.0,251.26,2848.0,12.5,3040.0,2.0,2.0,0.0,3.0,2.0,3552.0,1.0,12.18,13.07,1.0,1.0,252.84,3584.0,3.0,0.0,3520.0,251.46,3.0,0.0,3.0,249.71,3392.0,0.0,249.93,3456.0,3.0,0.0,1.0,3296.0,234.95,2.0,,,,,,,
21470,1529.5289399397795,9,21024,234,7.39,416,3,5.54,1256.8222124897686,1683054748,0,3328.0,251.46,2848.0,12.5,3040.0,2.0,2.0,0.0,3.0,2.0,3904.0,1.0,12.18,13.07,1.0,1.0,252.98,3936.0,3.0,0.0,3872.0,251.52,3.0,0.0,3.0,250.51,3744.0,0.0,250.52,3808.0,3.0,0.0,1.0,3296.0,234.95,2.0,,,,,,,
23227,1529.0650448074878,9,22784,235,6.24,417,3,4.68,1256.358317357477,1683054749,0,3328.0,251.66,2848.0,12.5,3040.0,2.0,2.0,0.0,3.0,2.0,4256.0,1.0,12.18,13.07,1.0,1.0,252.66,4288.0,3.0,0.0,4224.0,251.52,3.0,0.0,3.0,250.54,4096.0,0.0,250.43,4160.0,3.0,0.0,1.0,3296.0,234.95,2.0,,,,,,,
24988,1529.3401265508237,9,24544,236,5.09,419,3,3.82,1256.6333991008128,1683054751,0,3328.0,251.47,2848.0,12.5,3040.0,2.0,2.0,0.0,3.0,2.0,4608.0,1.0,12.18,13.07,1.0,1.0,252.58,4640.0,3.0,0.0,4576.0,251.54,3.0,0.0,3.0,250.64,4448.0,0.0,250.12,4512.0,3.0,0.0,1.0,3296.0,234.95,2.0,,,,,,,
26751,1528.11969117998,9,26304,237,3.94,420,3,2.95,1255.412963729969,1683054752,0,3328.0,251.4,2848.0,12.5,3040.0,2.0,2.0,0.0,3.0,2.0,4960.0,1.0,12.18,13.07,1.0,1.0,252.63,4992.0,3.0,0.0,4928.0,251.93,3.0,0.0,3.0,250.85,4800.0,0.0,249.83,4864.0,3.0,0.0,1.0,3296.0,234.95,2.0,,,,,,,
